Date,Year,Week_No,Day Name,Year.1,Month,Month Name,Quarter,Week of Year,Start of Week,End of Month,UPPERCASE
2018-10-06 00:00:00.000,"2018","40","Saturday",2018,10,"October",4,40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-07 00:00:00.000,"2018","41","Sunday",2018,10,"October",4,41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-08 00:00:00.000,"2018","41","Monday",2018,10,"October",4,41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-09 00:00:00.000,"2018","41","Tuesday",2018,10,"October",4,41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-10 00:00:00.000,"2018","41","Wednesday",2018,10,"October",4,41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-11 00:00:00.000,"2018","41","Thursday",2018,10,"October",4,41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-12 00:00:00.000,"2018","41","Friday",2018,10,"October",4,41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-13 00:00:00.000,"2018","41","Saturday",2018,10,"October",4,41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-14 00:00:00.000,"2018","42","Sunday",2018,10,"October",4,42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-15 00:00:00.000,"2018","42","Monday",2018,10,"October",4,42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-16 00:00:00.000,"2018","42","Tuesday",2018,10,"October",4,42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-17 00:00:00.000,"2018","42","Wednesday",2018,10,"October",4,42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-18 00:00:00.000,"2018","42","Thursday",2018,10,"October",4,42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-19 00:00:00.000,"2018","42","Friday",2018,10,"October",4,42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-20 00:00:00.000,"2018","42","Saturday",2018,10,"October",4,42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-21 00:00:00.000,"2018","43","Sunday",2018,10,"October",4,43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-22 00:00:00.000,"2018","43","Monday",2018,10,"October",4,43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-23 00:00:00.000,"2018","43","Tuesday",2018,10,"October",4,43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-24 00:00:00.000,"2018","43","Wednesday",2018,10,"October",4,43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-25 00:00:00.000,"2018","43","Thursday",2018,10,"October",4,43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-26 00:00:00.000,"2018","43","Friday",2018,10,"October",4,43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-27 00:00:00.000,"2018","43","Saturday",2018,10,"October",4,43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-28 00:00:00.000,"2018","44","Sunday",2018,10,"October",4,44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-29 00:00:00.000,"2018","44","Monday",2018,10,"October",4,44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-30 00:00:00.000,"2018","44","Tuesday",2018,10,"October",4,44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-31 00:00:00.000,"2018","44","Wednesday",2018,10,"October",4,44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-11-01 00:00:00.000,"2018","44","Thursday",2018,11,"November",4,44,2018-10-28 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-02 00:00:00.000,"2018","44","Friday",2018,11,"November",4,44,2018-10-28 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-03 00:00:00.000,"2018","44","Saturday",2018,11,"November",4,44,2018-10-28 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-04 00:00:00.000,"2018","45","Sunday",2018,11,"November",4,45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-05 00:00:00.000,"2018","45","Monday",2018,11,"November",4,45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-06 00:00:00.000,"2018","45","Tuesday",2018,11,"November",4,45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-07 00:00:00.000,"2018","45","Wednesday",2018,11,"November",4,45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-08 00:00:00.000,"2018","45","Thursday",2018,11,"November",4,45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-09 00:00:00.000,"2018","45","Friday",2018,11,"November",4,45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-10 00:00:00.000,"2018","45","Saturday",2018,11,"November",4,45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-11 00:00:00.000,"2018","46","Sunday",2018,11,"November",4,46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-12 00:00:00.000,"2018","46","Monday",2018,11,"November",4,46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-13 00:00:00.000,"2018","46","Tuesday",2018,11,"November",4,46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-14 00:00:00.000,"2018","46","Wednesday",2018,11,"November",4,46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-15 00:00:00.000,"2018","46","Thursday",2018,11,"November",4,46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-16 00:00:00.000,"2018","46","Friday",2018,11,"November",4,46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-17 00:00:00.000,"2018","46","Saturday",2018,11,"November",4,46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-18 00:00:00.000,"2018","47","Sunday",2018,11,"November",4,47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-19 00:00:00.000,"2018","47","Monday",2018,11,"November",4,47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-20 00:00:00.000,"2018","47","Tuesday",2018,11,"November",4,47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-21 00:00:00.000,"2018","47","Wednesday",2018,11,"November",4,47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-22 00:00:00.000,"2018","47","Thursday",2018,11,"November",4,47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-23 00:00:00.000,"2018","47","Friday",2018,11,"November",4,47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-24 00:00:00.000,"2018","47","Saturday",2018,11,"November",4,47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-25 00:00:00.000,"2018","48","Sunday",2018,11,"November",4,48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-26 00:00:00.000,"2018","48","Monday",2018,11,"November",4,48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-27 00:00:00.000,"2018","48","Tuesday",2018,11,"November",4,48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-28 00:00:00.000,"2018","48","Wednesday",2018,11,"November",4,48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-29 00:00:00.000,"2018","48","Thursday",2018,11,"November",4,48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-11-30 00:00:00.000,"2018","48","Friday",2018,11,"November",4,48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV"
2018-12-01 00:00:00.000,"2018","48","Saturday",2018,12,"December",4,48,2018-11-25 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-02 00:00:00.000,"2018","49","Sunday",2018,12,"December",4,49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-03 00:00:00.000,"2018","49","Monday",2018,12,"December",4,49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-04 00:00:00.000,"2018","49","Tuesday",2018,12,"December",4,49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-05 00:00:00.000,"2018","49","Wednesday",2018,12,"December",4,49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-06 00:00:00.000,"2018","49","Thursday",2018,12,"December",4,49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-07 00:00:00.000,"2018","49","Friday",2018,12,"December",4,49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-08 00:00:00.000,"2018","49","Saturday",2018,12,"December",4,49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-09 00:00:00.000,"2018","50","Sunday",2018,12,"December",4,50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-10 00:00:00.000,"2018","50","Monday",2018,12,"December",4,50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-11 00:00:00.000,"2018","50","Tuesday",2018,12,"December",4,50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-12 00:00:00.000,"2018","50","Wednesday",2018,12,"December",4,50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-13 00:00:00.000,"2018","50","Thursday",2018,12,"December",4,50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-14 00:00:00.000,"2018","50","Friday",2018,12,"December",4,50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-15 00:00:00.000,"2018","50","Saturday",2018,12,"December",4,50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-16 00:00:00.000,"2018","51","Sunday",2018,12,"December",4,51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-17 00:00:00.000,"2018","51","Monday",2018,12,"December",4,51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-18 00:00:00.000,"2018","51","Tuesday",2018,12,"December",4,51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-19 00:00:00.000,"2018","51","Wednesday",2018,12,"December",4,51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-20 00:00:00.000,"2018","51","Thursday",2018,12,"December",4,51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-21 00:00:00.000,"2018","51","Friday",2018,12,"December",4,51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-22 00:00:00.000,"2018","51","Saturday",2018,12,"December",4,51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-23 00:00:00.000,"2018","52","Sunday",2018,12,"December",4,52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-24 00:00:00.000,"2018","52","Monday",2018,12,"December",4,52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-25 00:00:00.000,"2018","52","Tuesday",2018,12,"December",4,52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-26 00:00:00.000,"2018","52","Wednesday",2018,12,"December",4,52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-27 00:00:00.000,"2018","52","Thursday",2018,12,"December",4,52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-28 00:00:00.000,"2018","52","Friday",2018,12,"December",4,52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-29 00:00:00.000,"2018","52","Saturday",2018,12,"December",4,52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-30 00:00:00.000,"2018","53","Sunday",2018,12,"December",4,53,2018-12-30 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-12-31 00:00:00.000,"2018","53","Monday",2018,12,"December",4,53,2018-12-30 00:00:00.000,2018-12-31 00:00:00.000,"DEC"
2018-01-01 00:00:00.000,"2018","1","Monday",2018,1,"January",1,1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-02 00:00:00.000,"2018","1","Tuesday",2018,1,"January",1,1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-03 00:00:00.000,"2018","1","Wednesday",2018,1,"January",1,1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-04 00:00:00.000,"2018","1","Thursday",2018,1,"January",1,1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-05 00:00:00.000,"2018","1","Friday",2018,1,"January",1,1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-06 00:00:00.000,"2018","1","Saturday",2018,1,"January",1,1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-07 00:00:00.000,"2018","2","Sunday",2018,1,"January",1,2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-08 00:00:00.000,"2018","2","Monday",2018,1,"January",1,2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-09 00:00:00.000,"2018","2","Tuesday",2018,1,"January",1,2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-10 00:00:00.000,"2018","2","Wednesday",2018,1,"January",1,2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-11 00:00:00.000,"2018","2","Thursday",2018,1,"January",1,2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-12 00:00:00.000,"2018","2","Friday",2018,1,"January",1,2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-13 00:00:00.000,"2018","2","Saturday",2018,1,"January",1,2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-14 00:00:00.000,"2018","3","Sunday",2018,1,"January",1,3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-15 00:00:00.000,"2018","3","Monday",2018,1,"January",1,3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-16 00:00:00.000,"2018","3","Tuesday",2018,1,"January",1,3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-17 00:00:00.000,"2018","3","Wednesday",2018,1,"January",1,3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-18 00:00:00.000,"2018","3","Thursday",2018,1,"January",1,3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-19 00:00:00.000,"2018","3","Friday",2018,1,"January",1,3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-20 00:00:00.000,"2018","3","Saturday",2018,1,"January",1,3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-21 00:00:00.000,"2018","4","Sunday",2018,1,"January",1,4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-22 00:00:00.000,"2018","4","Monday",2018,1,"January",1,4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-23 00:00:00.000,"2018","4","Tuesday",2018,1,"January",1,4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-24 00:00:00.000,"2018","4","Wednesday",2018,1,"January",1,4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-25 00:00:00.000,"2018","4","Thursday",2018,1,"January",1,4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-26 00:00:00.000,"2018","4","Friday",2018,1,"January",1,4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-27 00:00:00.000,"2018","4","Saturday",2018,1,"January",1,4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-28 00:00:00.000,"2018","5","Sunday",2018,1,"January",1,5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-29 00:00:00.000,"2018","5","Monday",2018,1,"January",1,5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-30 00:00:00.000,"2018","5","Tuesday",2018,1,"January",1,5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-01-31 00:00:00.000,"2018","5","Wednesday",2018,1,"January",1,5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN"
2018-02-01 00:00:00.000,"2018","5","Thursday",2018,2,"February",1,5,2018-01-28 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-02 00:00:00.000,"2018","5","Friday",2018,2,"February",1,5,2018-01-28 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-03 00:00:00.000,"2018","5","Saturday",2018,2,"February",1,5,2018-01-28 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-04 00:00:00.000,"2018","6","Sunday",2018,2,"February",1,6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-05 00:00:00.000,"2018","6","Monday",2018,2,"February",1,6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-06 00:00:00.000,"2018","6","Tuesday",2018,2,"February",1,6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-07 00:00:00.000,"2018","6","Wednesday",2018,2,"February",1,6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-08 00:00:00.000,"2018","6","Thursday",2018,2,"February",1,6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-09 00:00:00.000,"2018","6","Friday",2018,2,"February",1,6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-10 00:00:00.000,"2018","6","Saturday",2018,2,"February",1,6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-11 00:00:00.000,"2018","7","Sunday",2018,2,"February",1,7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-12 00:00:00.000,"2018","7","Monday",2018,2,"February",1,7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-13 00:00:00.000,"2018","7","Tuesday",2018,2,"February",1,7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-14 00:00:00.000,"2018","7","Wednesday",2018,2,"February",1,7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-15 00:00:00.000,"2018","7","Thursday",2018,2,"February",1,7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-16 00:00:00.000,"2018","7","Friday",2018,2,"February",1,7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-17 00:00:00.000,"2018","7","Saturday",2018,2,"February",1,7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-18 00:00:00.000,"2018","8","Sunday",2018,2,"February",1,8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-19 00:00:00.000,"2018","8","Monday",2018,2,"February",1,8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-20 00:00:00.000,"2018","8","Tuesday",2018,2,"February",1,8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-21 00:00:00.000,"2018","8","Wednesday",2018,2,"February",1,8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-22 00:00:00.000,"2018","8","Thursday",2018,2,"February",1,8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-23 00:00:00.000,"2018","8","Friday",2018,2,"February",1,8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-24 00:00:00.000,"2018","8","Saturday",2018,2,"February",1,8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-25 00:00:00.000,"2018","9","Sunday",2018,2,"February",1,9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-26 00:00:00.000,"2018","9","Monday",2018,2,"February",1,9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-27 00:00:00.000,"2018","9","Tuesday",2018,2,"February",1,9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-02-28 00:00:00.000,"2018","9","Wednesday",2018,2,"February",1,9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB"
2018-03-01 00:00:00.000,"2018","9","Thursday",2018,3,"March",1,9,2018-02-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-02 00:00:00.000,"2018","9","Friday",2018,3,"March",1,9,2018-02-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-03 00:00:00.000,"2018","9","Saturday",2018,3,"March",1,9,2018-02-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-04 00:00:00.000,"2018","10","Sunday",2018,3,"March",1,10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-05 00:00:00.000,"2018","10","Monday",2018,3,"March",1,10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-06 00:00:00.000,"2018","10","Tuesday",2018,3,"March",1,10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-07 00:00:00.000,"2018","10","Wednesday",2018,3,"March",1,10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-08 00:00:00.000,"2018","10","Thursday",2018,3,"March",1,10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-09 00:00:00.000,"2018","10","Friday",2018,3,"March",1,10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-10 00:00:00.000,"2018","10","Saturday",2018,3,"March",1,10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-11 00:00:00.000,"2018","11","Sunday",2018,3,"March",1,11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-12 00:00:00.000,"2018","11","Monday",2018,3,"March",1,11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-13 00:00:00.000,"2018","11","Tuesday",2018,3,"March",1,11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-14 00:00:00.000,"2018","11","Wednesday",2018,3,"March",1,11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-15 00:00:00.000,"2018","11","Thursday",2018,3,"March",1,11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-16 00:00:00.000,"2018","11","Friday",2018,3,"March",1,11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-17 00:00:00.000,"2018","11","Saturday",2018,3,"March",1,11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-18 00:00:00.000,"2018","12","Sunday",2018,3,"March",1,12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-19 00:00:00.000,"2018","12","Monday",2018,3,"March",1,12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-20 00:00:00.000,"2018","12","Tuesday",2018,3,"March",1,12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-21 00:00:00.000,"2018","12","Wednesday",2018,3,"March",1,12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-22 00:00:00.000,"2018","12","Thursday",2018,3,"March",1,12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-23 00:00:00.000,"2018","12","Friday",2018,3,"March",1,12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-24 00:00:00.000,"2018","12","Saturday",2018,3,"March",1,12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-25 00:00:00.000,"2018","13","Sunday",2018,3,"March",1,13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-26 00:00:00.000,"2018","13","Monday",2018,3,"March",1,13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-27 00:00:00.000,"2018","13","Tuesday",2018,3,"March",1,13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-28 00:00:00.000,"2018","13","Wednesday",2018,3,"March",1,13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-29 00:00:00.000,"2018","13","Thursday",2018,3,"March",1,13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-30 00:00:00.000,"2018","13","Friday",2018,3,"March",1,13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2018-03-31 00:00:00.000,"2018","13","Saturday",2018,3,"March",1,13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR"
2019-01-01 00:00:00.000,"2019","1","Tuesday",2019,1,"January",1,1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-02 00:00:00.000,"2019","1","Wednesday",2019,1,"January",1,1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-03 00:00:00.000,"2019","1","Thursday",2019,1,"January",1,1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-04 00:00:00.000,"2019","1","Friday",2019,1,"January",1,1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-05 00:00:00.000,"2019","1","Saturday",2019,1,"January",1,1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-06 00:00:00.000,"2019","2","Sunday",2019,1,"January",1,2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-07 00:00:00.000,"2019","2","Monday",2019,1,"January",1,2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-08 00:00:00.000,"2019","2","Tuesday",2019,1,"January",1,2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-09 00:00:00.000,"2019","2","Wednesday",2019,1,"January",1,2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-10 00:00:00.000,"2019","2","Thursday",2019,1,"January",1,2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-11 00:00:00.000,"2019","2","Friday",2019,1,"January",1,2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
