Date,Year,Week_No,Day Name,Year.1,Month,Month Name,Quarter,Week of Year,Start of Week,End of Month,UPPERCASE,Day Inx,YM Key,Last Sale Date
2018-06-15 00:00:00.000,"2018","24","Friday",2018,6,"June","Q2",24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN",207,"201806",0
2018-06-16 00:00:00.000,"2018","24","Saturday",2018,6,"June","Q2",24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN",208,"201806",0
2018-06-17 00:00:00.000,"2018","25","Sunday",2018,6,"June","Q2",25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN",209,"201806",0
2018-06-18 00:00:00.000,"2018","25","Monday",2018,6,"June","Q2",25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN",210,"201806",0
2018-06-19 00:00:00.000,"2018","25","Tuesday",2018,6,"June","Q2",25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN",211,"201806",0
2018-06-20 00:00:00.000,"2018","25","Wednesday",2018,6,"June","Q2",25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN",212,"201806",0
2018-06-21 00:00:00.000,"2018","25","Thursday",2018,6,"June","Q2",25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN",213,"201806",0
2018-06-22 00:00:00.000,"2018","25","Friday",2018,6,"June","Q2",25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN",214,"201806",0
2018-06-23 00:00:00.000,"2018","25","Saturday",2018,6,"June","Q2",25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN",215,"201806",0
2018-06-24 00:00:00.000,"2018","26","Sunday",2018,6,"June","Q2",26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN",216,"201806",0
2018-06-25 00:00:00.000,"2018","26","Monday",2018,6,"June","Q2",26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN",217,"201806",0
2018-06-26 00:00:00.000,"2018","26","Tuesday",2018,6,"June","Q2",26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN",218,"201806",0
2018-06-27 00:00:00.000,"2018","26","Wednesday",2018,6,"June","Q2",26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN",219,"201806",0
2018-06-28 00:00:00.000,"2018","26","Thursday",2018,6,"June","Q2",26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN",220,"201806",0
2018-06-29 00:00:00.000,"2018","26","Friday",2018,6,"June","Q2",26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN",221,"201806",0
2018-06-30 00:00:00.000,"2018","26","Saturday",2018,6,"June","Q2",26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN",222,"201806",0
2018-10-01 00:00:00.000,"2018","40","Monday",2018,10,"October","Q4",40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT",315,"201810",0
2018-10-02 00:00:00.000,"2018","40","Tuesday",2018,10,"October","Q4",40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT",316,"201810",0
2018-10-03 00:00:00.000,"2018","40","Wednesday",2018,10,"October","Q4",40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT",317,"201810",0
2018-10-04 00:00:00.000,"2018","40","Thursday",2018,10,"October","Q4",40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT",318,"201810",0
2018-10-05 00:00:00.000,"2018","40","Friday",2018,10,"October","Q4",40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT",319,"201810",0
2018-10-06 00:00:00.000,"2018","40","Saturday",2018,10,"October","Q4",40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT",320,"201810",0
2018-10-07 00:00:00.000,"2018","41","Sunday",2018,10,"October","Q4",41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT",321,"201810",0
2018-10-08 00:00:00.000,"2018","41","Monday",2018,10,"October","Q4",41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT",322,"201810",0
2018-10-09 00:00:00.000,"2018","41","Tuesday",2018,10,"October","Q4",41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT",323,"201810",0
2018-10-10 00:00:00.000,"2018","41","Wednesday",2018,10,"October","Q4",41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT",324,"201810",0
2018-10-11 00:00:00.000,"2018","41","Thursday",2018,10,"October","Q4",41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT",325,"201810",0
2018-10-12 00:00:00.000,"2018","41","Friday",2018,10,"October","Q4",41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT",326,"201810",0
2018-10-13 00:00:00.000,"2018","41","Saturday",2018,10,"October","Q4",41,2018-10-07 00:00:00.000,2018-10-31 00:00:00.000,"OCT",327,"201810",0
2018-10-14 00:00:00.000,"2018","42","Sunday",2018,10,"October","Q4",42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT",328,"201810",0
2018-10-15 00:00:00.000,"2018","42","Monday",2018,10,"October","Q4",42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT",329,"201810",0
2018-10-16 00:00:00.000,"2018","42","Tuesday",2018,10,"October","Q4",42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT",330,"201810",0
2018-10-17 00:00:00.000,"2018","42","Wednesday",2018,10,"October","Q4",42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT",331,"201810",0
2018-10-18 00:00:00.000,"2018","42","Thursday",2018,10,"October","Q4",42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT",332,"201810",0
2018-10-19 00:00:00.000,"2018","42","Friday",2018,10,"October","Q4",42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT",333,"201810",0
2018-10-20 00:00:00.000,"2018","42","Saturday",2018,10,"October","Q4",42,2018-10-14 00:00:00.000,2018-10-31 00:00:00.000,"OCT",334,"201810",0
2018-10-21 00:00:00.000,"2018","43","Sunday",2018,10,"October","Q4",43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT",335,"201810",0
2018-10-22 00:00:00.000,"2018","43","Monday",2018,10,"October","Q4",43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT",336,"201810",0
2018-10-23 00:00:00.000,"2018","43","Tuesday",2018,10,"October","Q4",43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT",337,"201810",0
2018-10-24 00:00:00.000,"2018","43","Wednesday",2018,10,"October","Q4",43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT",338,"201810",0
2018-10-25 00:00:00.000,"2018","43","Thursday",2018,10,"October","Q4",43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT",339,"201810",0
2018-10-26 00:00:00.000,"2018","43","Friday",2018,10,"October","Q4",43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT",340,"201810",0
2018-10-27 00:00:00.000,"2018","43","Saturday",2018,10,"October","Q4",43,2018-10-21 00:00:00.000,2018-10-31 00:00:00.000,"OCT",341,"201810",0
2018-10-28 00:00:00.000,"2018","44","Sunday",2018,10,"October","Q4",44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT",342,"201810",0
2018-10-29 00:00:00.000,"2018","44","Monday",2018,10,"October","Q4",44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT",343,"201810",0
2018-10-30 00:00:00.000,"2018","44","Tuesday",2018,10,"October","Q4",44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT",344,"201810",0
2018-10-31 00:00:00.000,"2018","44","Wednesday",2018,10,"October","Q4",44,2018-10-28 00:00:00.000,2018-10-31 00:00:00.000,"OCT",345,"201810",0
2018-11-01 00:00:00.000,"2018","44","Thursday",2018,11,"November","Q4",44,2018-10-28 00:00:00.000,2018-11-30 00:00:00.000,"NOV",346,"201811",0
2018-11-02 00:00:00.000,"2018","44","Friday",2018,11,"November","Q4",44,2018-10-28 00:00:00.000,2018-11-30 00:00:00.000,"NOV",347,"201811",0
2018-11-03 00:00:00.000,"2018","44","Saturday",2018,11,"November","Q4",44,2018-10-28 00:00:00.000,2018-11-30 00:00:00.000,"NOV",348,"201811",0
2018-11-04 00:00:00.000,"2018","45","Sunday",2018,11,"November","Q4",45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV",349,"201811",0
2018-11-05 00:00:00.000,"2018","45","Monday",2018,11,"November","Q4",45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV",350,"201811",0
2018-11-06 00:00:00.000,"2018","45","Tuesday",2018,11,"November","Q4",45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV",351,"201811",0
2018-11-07 00:00:00.000,"2018","45","Wednesday",2018,11,"November","Q4",45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV",352,"201811",0
2018-11-08 00:00:00.000,"2018","45","Thursday",2018,11,"November","Q4",45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV",353,"201811",0
2018-11-09 00:00:00.000,"2018","45","Friday",2018,11,"November","Q4",45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV",354,"201811",0
2018-11-10 00:00:00.000,"2018","45","Saturday",2018,11,"November","Q4",45,2018-11-04 00:00:00.000,2018-11-30 00:00:00.000,"NOV",355,"201811",0
2018-11-11 00:00:00.000,"2018","46","Sunday",2018,11,"November","Q4",46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV",356,"201811",0
2018-11-12 00:00:00.000,"2018","46","Monday",2018,11,"November","Q4",46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV",357,"201811",0
2018-11-13 00:00:00.000,"2018","46","Tuesday",2018,11,"November","Q4",46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV",358,"201811",0
2018-11-14 00:00:00.000,"2018","46","Wednesday",2018,11,"November","Q4",46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV",359,"201811",0
2018-11-15 00:00:00.000,"2018","46","Thursday",2018,11,"November","Q4",46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV",360,"201811",0
2018-11-16 00:00:00.000,"2018","46","Friday",2018,11,"November","Q4",46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV",361,"201811",0
2018-11-17 00:00:00.000,"2018","46","Saturday",2018,11,"November","Q4",46,2018-11-11 00:00:00.000,2018-11-30 00:00:00.000,"NOV",362,"201811",0
2018-11-18 00:00:00.000,"2018","47","Sunday",2018,11,"November","Q4",47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV",363,"201811",0
2018-11-19 00:00:00.000,"2018","47","Monday",2018,11,"November","Q4",47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV",364,"201811",0
2018-11-20 00:00:00.000,"2018","47","Tuesday",2018,11,"November","Q4",47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV",365,"201811",0
2018-11-21 00:00:00.000,"2018","47","Wednesday",2018,11,"November","Q4",47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV",366,"201811",0
2018-11-22 00:00:00.000,"2018","47","Thursday",2018,11,"November","Q4",47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV",367,"201811",0
2018-11-23 00:00:00.000,"2018","47","Friday",2018,11,"November","Q4",47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV",368,"201811",0
2018-11-24 00:00:00.000,"2018","47","Saturday",2018,11,"November","Q4",47,2018-11-18 00:00:00.000,2018-11-30 00:00:00.000,"NOV",369,"201811",0
2018-11-25 00:00:00.000,"2018","48","Sunday",2018,11,"November","Q4",48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV",370,"201811",0
2018-11-26 00:00:00.000,"2018","48","Monday",2018,11,"November","Q4",48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV",371,"201811",0
2018-11-27 00:00:00.000,"2018","48","Tuesday",2018,11,"November","Q4",48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV",372,"201811",0
2018-11-28 00:00:00.000,"2018","48","Wednesday",2018,11,"November","Q4",48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV",373,"201811",0
2018-11-29 00:00:00.000,"2018","48","Thursday",2018,11,"November","Q4",48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV",374,"201811",0
2018-11-30 00:00:00.000,"2018","48","Friday",2018,11,"November","Q4",48,2018-11-25 00:00:00.000,2018-11-30 00:00:00.000,"NOV",375,"201811",0
2018-12-01 00:00:00.000,"2018","48","Saturday",2018,12,"December","Q4",48,2018-11-25 00:00:00.000,2018-12-31 00:00:00.000,"DEC",376,"201812",0
2018-12-02 00:00:00.000,"2018","49","Sunday",2018,12,"December","Q4",49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC",377,"201812",0
2018-12-03 00:00:00.000,"2018","49","Monday",2018,12,"December","Q4",49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC",378,"201812",0
2018-12-04 00:00:00.000,"2018","49","Tuesday",2018,12,"December","Q4",49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC",379,"201812",0
2018-12-05 00:00:00.000,"2018","49","Wednesday",2018,12,"December","Q4",49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC",380,"201812",0
2018-12-06 00:00:00.000,"2018","49","Thursday",2018,12,"December","Q4",49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC",381,"201812",0
2018-12-07 00:00:00.000,"2018","49","Friday",2018,12,"December","Q4",49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC",382,"201812",0
2018-12-08 00:00:00.000,"2018","49","Saturday",2018,12,"December","Q4",49,2018-12-02 00:00:00.000,2018-12-31 00:00:00.000,"DEC",383,"201812",0
2018-12-09 00:00:00.000,"2018","50","Sunday",2018,12,"December","Q4",50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC",384,"201812",0
2018-12-10 00:00:00.000,"2018","50","Monday",2018,12,"December","Q4",50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC",385,"201812",0
2018-12-11 00:00:00.000,"2018","50","Tuesday",2018,12,"December","Q4",50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC",386,"201812",0
2018-12-12 00:00:00.000,"2018","50","Wednesday",2018,12,"December","Q4",50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC",387,"201812",0
2018-12-13 00:00:00.000,"2018","50","Thursday",2018,12,"December","Q4",50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC",388,"201812",0
2018-12-14 00:00:00.000,"2018","50","Friday",2018,12,"December","Q4",50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC",389,"201812",0
2018-12-15 00:00:00.000,"2018","50","Saturday",2018,12,"December","Q4",50,2018-12-09 00:00:00.000,2018-12-31 00:00:00.000,"DEC",390,"201812",0
2018-12-16 00:00:00.000,"2018","51","Sunday",2018,12,"December","Q4",51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC",391,"201812",0
2018-12-17 00:00:00.000,"2018","51","Monday",2018,12,"December","Q4",51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC",392,"201812",0
2018-12-18 00:00:00.000,"2018","51","Tuesday",2018,12,"December","Q4",51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC",393,"201812",0
2018-12-19 00:00:00.000,"2018","51","Wednesday",2018,12,"December","Q4",51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC",394,"201812",0
2018-12-20 00:00:00.000,"2018","51","Thursday",2018,12,"December","Q4",51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC",395,"201812",0
2018-12-21 00:00:00.000,"2018","51","Friday",2018,12,"December","Q4",51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC",396,"201812",0
2018-12-22 00:00:00.000,"2018","51","Saturday",2018,12,"December","Q4",51,2018-12-16 00:00:00.000,2018-12-31 00:00:00.000,"DEC",397,"201812",0
2018-12-23 00:00:00.000,"2018","52","Sunday",2018,12,"December","Q4",52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC",398,"201812",0
2018-12-24 00:00:00.000,"2018","52","Monday",2018,12,"December","Q4",52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC",399,"201812",0
2018-12-25 00:00:00.000,"2018","52","Tuesday",2018,12,"December","Q4",52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC",400,"201812",0
2018-12-26 00:00:00.000,"2018","52","Wednesday",2018,12,"December","Q4",52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC",401,"201812",0
2018-12-27 00:00:00.000,"2018","52","Thursday",2018,12,"December","Q4",52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC",402,"201812",0
2018-12-28 00:00:00.000,"2018","52","Friday",2018,12,"December","Q4",52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC",403,"201812",0
2018-12-29 00:00:00.000,"2018","52","Saturday",2018,12,"December","Q4",52,2018-12-23 00:00:00.000,2018-12-31 00:00:00.000,"DEC",404,"201812",0
2018-12-30 00:00:00.000,"2018","53","Sunday",2018,12,"December","Q4",53,2018-12-30 00:00:00.000,2018-12-31 00:00:00.000,"DEC",405,"201812",0
2018-12-31 00:00:00.000,"2018","53","Monday",2018,12,"December","Q4",53,2018-12-30 00:00:00.000,2018-12-31 00:00:00.000,"DEC",406,"201812",0
2018-01-01 00:00:00.000,"2018","1","Monday",2018,1,"January","Q1",1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN",42,"201801",0
2018-01-02 00:00:00.000,"2018","1","Tuesday",2018,1,"January","Q1",1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN",43,"201801",0
2018-01-03 00:00:00.000,"2018","1","Wednesday",2018,1,"January","Q1",1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN",44,"201801",0
2018-01-04 00:00:00.000,"2018","1","Thursday",2018,1,"January","Q1",1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN",45,"201801",0
2018-01-05 00:00:00.000,"2018","1","Friday",2018,1,"January","Q1",1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN",46,"201801",0
2018-01-06 00:00:00.000,"2018","1","Saturday",2018,1,"January","Q1",1,2017-12-31 00:00:00.000,2018-01-31 00:00:00.000,"JAN",47,"201801",0
2018-01-07 00:00:00.000,"2018","2","Sunday",2018,1,"January","Q1",2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN",48,"201801",0
2018-01-08 00:00:00.000,"2018","2","Monday",2018,1,"January","Q1",2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN",49,"201801",0
2018-01-09 00:00:00.000,"2018","2","Tuesday",2018,1,"January","Q1",2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN",50,"201801",0
2018-01-10 00:00:00.000,"2018","2","Wednesday",2018,1,"January","Q1",2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN",51,"201801",0
2018-01-11 00:00:00.000,"2018","2","Thursday",2018,1,"January","Q1",2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN",52,"201801",0
2018-01-12 00:00:00.000,"2018","2","Friday",2018,1,"January","Q1",2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN",53,"201801",0
2018-01-13 00:00:00.000,"2018","2","Saturday",2018,1,"January","Q1",2,2018-01-07 00:00:00.000,2018-01-31 00:00:00.000,"JAN",54,"201801",0
2018-01-14 00:00:00.000,"2018","3","Sunday",2018,1,"January","Q1",3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN",55,"201801",0
2018-01-15 00:00:00.000,"2018","3","Monday",2018,1,"January","Q1",3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN",56,"201801",0
2018-01-16 00:00:00.000,"2018","3","Tuesday",2018,1,"January","Q1",3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN",57,"201801",0
2018-01-17 00:00:00.000,"2018","3","Wednesday",2018,1,"January","Q1",3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN",58,"201801",0
2018-01-18 00:00:00.000,"2018","3","Thursday",2018,1,"January","Q1",3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN",59,"201801",0
2018-01-19 00:00:00.000,"2018","3","Friday",2018,1,"January","Q1",3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN",60,"201801",0
2018-01-20 00:00:00.000,"2018","3","Saturday",2018,1,"January","Q1",3,2018-01-14 00:00:00.000,2018-01-31 00:00:00.000,"JAN",61,"201801",0
2018-01-21 00:00:00.000,"2018","4","Sunday",2018,1,"January","Q1",4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN",62,"201801",0
2018-01-22 00:00:00.000,"2018","4","Monday",2018,1,"January","Q1",4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN",63,"201801",0
2018-01-23 00:00:00.000,"2018","4","Tuesday",2018,1,"January","Q1",4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN",64,"201801",0
2018-01-24 00:00:00.000,"2018","4","Wednesday",2018,1,"January","Q1",4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN",65,"201801",0
2018-01-25 00:00:00.000,"2018","4","Thursday",2018,1,"January","Q1",4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN",66,"201801",0
2018-01-26 00:00:00.000,"2018","4","Friday",2018,1,"January","Q1",4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN",67,"201801",0
2018-01-27 00:00:00.000,"2018","4","Saturday",2018,1,"January","Q1",4,2018-01-21 00:00:00.000,2018-01-31 00:00:00.000,"JAN",68,"201801",0
2018-01-28 00:00:00.000,"2018","5","Sunday",2018,1,"January","Q1",5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN",69,"201801",0
2018-01-29 00:00:00.000,"2018","5","Monday",2018,1,"January","Q1",5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN",70,"201801",0
2018-01-30 00:00:00.000,"2018","5","Tuesday",2018,1,"January","Q1",5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN",71,"201801",0
2018-01-31 00:00:00.000,"2018","5","Wednesday",2018,1,"January","Q1",5,2018-01-28 00:00:00.000,2018-01-31 00:00:00.000,"JAN",72,"201801",0
2018-02-01 00:00:00.000,"2018","5","Thursday",2018,2,"February","Q1",5,2018-01-28 00:00:00.000,2018-02-28 00:00:00.000,"FEB",73,"201802",0
2018-02-02 00:00:00.000,"2018","5","Friday",2018,2,"February","Q1",5,2018-01-28 00:00:00.000,2018-02-28 00:00:00.000,"FEB",74,"201802",0
2018-02-03 00:00:00.000,"2018","5","Saturday",2018,2,"February","Q1",5,2018-01-28 00:00:00.000,2018-02-28 00:00:00.000,"FEB",75,"201802",0
2018-02-04 00:00:00.000,"2018","6","Sunday",2018,2,"February","Q1",6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB",76,"201802",0
2018-02-05 00:00:00.000,"2018","6","Monday",2018,2,"February","Q1",6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB",77,"201802",0
2018-02-06 00:00:00.000,"2018","6","Tuesday",2018,2,"February","Q1",6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB",78,"201802",0
2018-02-07 00:00:00.000,"2018","6","Wednesday",2018,2,"February","Q1",6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB",79,"201802",0
2018-02-08 00:00:00.000,"2018","6","Thursday",2018,2,"February","Q1",6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB",80,"201802",0
2018-02-09 00:00:00.000,"2018","6","Friday",2018,2,"February","Q1",6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB",81,"201802",0
2018-02-10 00:00:00.000,"2018","6","Saturday",2018,2,"February","Q1",6,2018-02-04 00:00:00.000,2018-02-28 00:00:00.000,"FEB",82,"201802",0
2018-02-11 00:00:00.000,"2018","7","Sunday",2018,2,"February","Q1",7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB",83,"201802",0
2018-02-12 00:00:00.000,"2018","7","Monday",2018,2,"February","Q1",7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB",84,"201802",0
2018-02-13 00:00:00.000,"2018","7","Tuesday",2018,2,"February","Q1",7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB",85,"201802",0
2018-02-14 00:00:00.000,"2018","7","Wednesday",2018,2,"February","Q1",7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB",86,"201802",0
2018-02-15 00:00:00.000,"2018","7","Thursday",2018,2,"February","Q1",7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB",87,"201802",0
2018-02-16 00:00:00.000,"2018","7","Friday",2018,2,"February","Q1",7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB",88,"201802",0
2018-02-17 00:00:00.000,"2018","7","Saturday",2018,2,"February","Q1",7,2018-02-11 00:00:00.000,2018-02-28 00:00:00.000,"FEB",89,"201802",0
2018-02-18 00:00:00.000,"2018","8","Sunday",2018,2,"February","Q1",8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB",90,"201802",0
2018-02-19 00:00:00.000,"2018","8","Monday",2018,2,"February","Q1",8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB",91,"201802",0
2018-02-20 00:00:00.000,"2018","8","Tuesday",2018,2,"February","Q1",8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB",92,"201802",0
2018-02-21 00:00:00.000,"2018","8","Wednesday",2018,2,"February","Q1",8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB",93,"201802",0
2018-02-22 00:00:00.000,"2018","8","Thursday",2018,2,"February","Q1",8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB",94,"201802",0
2018-02-23 00:00:00.000,"2018","8","Friday",2018,2,"February","Q1",8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB",95,"201802",0
2018-02-24 00:00:00.000,"2018","8","Saturday",2018,2,"February","Q1",8,2018-02-18 00:00:00.000,2018-02-28 00:00:00.000,"FEB",96,"201802",0
2018-02-25 00:00:00.000,"2018","9","Sunday",2018,2,"February","Q1",9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB",97,"201802",0
2018-02-26 00:00:00.000,"2018","9","Monday",2018,2,"February","Q1",9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB",98,"201802",0
2018-02-27 00:00:00.000,"2018","9","Tuesday",2018,2,"February","Q1",9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB",99,"201802",0
2018-02-28 00:00:00.000,"2018","9","Wednesday",2018,2,"February","Q1",9,2018-02-25 00:00:00.000,2018-02-28 00:00:00.000,"FEB",100,"201802",0
