Date,Year Number,Year,Year Quarter Number,Year Quarter,Year Month Number,Year Month,Month Number,Month,Day of Week Number,Day of Week,Working Day
2010-06-08 00:00:00.000,2010,"CY 2010",20102,"Q2-2010",201006,"June 2010",6,"June",3,"Tuesday","WorkDay"
2010-06-15 00:00:00.000,2010,"CY 2010",20102,"Q2-2010",201006,"June 2010",6,"June",3,"Tuesday","WorkDay"
2010-06-22 00:00:00.000,2010,"CY 2010",20102,"Q2-2010",201006,"June 2010",6,"June",3,"Tuesday","WorkDay"
2010-06-29 00:00:00.000,2010,"CY 2010",20102,"Q2-2010",201006,"June 2010",6,"June",3,"Tuesday","WorkDay"
2010-07-06 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201007,"July 2010",7,"July",3,"Tuesday","WorkDay"
2010-07-13 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201007,"July 2010",7,"July",3,"Tuesday","WorkDay"
2010-07-20 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201007,"July 2010",7,"July",3,"Tuesday","WorkDay"
2010-07-27 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201007,"July 2010",7,"July",3,"Tuesday","WorkDay"
2010-08-03 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201008,"August 2010",8,"August",3,"Tuesday","WorkDay"
2010-08-10 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201008,"August 2010",8,"August",3,"Tuesday","WorkDay"
2010-08-17 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201008,"August 2010",8,"August",3,"Tuesday","WorkDay"
2010-08-24 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201008,"August 2010",8,"August",3,"Tuesday","WorkDay"
2010-08-31 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201008,"August 2010",8,"August",3,"Tuesday","WorkDay"
2010-09-07 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201009,"September 2010",9,"September",3,"Tuesday","WorkDay"
2010-09-14 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201009,"September 2010",9,"September",3,"Tuesday","WorkDay"
2010-09-21 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201009,"September 2010",9,"September",3,"Tuesday","WorkDay"
2010-09-28 00:00:00.000,2010,"CY 2010",20103,"Q3-2010",201009,"September 2010",9,"September",3,"Tuesday","WorkDay"
2010-10-05 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201010,"October 2010",10,"October",3,"Tuesday","WorkDay"
2010-10-12 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201010,"October 2010",10,"October",3,"Tuesday","WorkDay"
2010-10-19 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201010,"October 2010",10,"October",3,"Tuesday","WorkDay"
2010-10-26 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201010,"October 2010",10,"October",3,"Tuesday","WorkDay"
2010-11-02 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",3,"Tuesday","WorkDay"
2010-11-09 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",3,"Tuesday","WorkDay"
2010-11-16 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",3,"Tuesday","WorkDay"
2010-11-23 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",3,"Tuesday","WorkDay"
2010-11-30 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",3,"Tuesday","WorkDay"
2010-12-07 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201012,"December 2010",12,"December",3,"Tuesday","WorkDay"
2010-12-14 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201012,"December 2010",12,"December",3,"Tuesday","WorkDay"
2010-12-21 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201012,"December 2010",12,"December",3,"Tuesday","WorkDay"
2010-12-28 00:00:00.000,2010,"CY 2010",20104,"Q4-2010",201012,"December 2010",12,"December",3,"Tuesday","WorkDay"
2011-01-04 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201101,"January 2011",1,"January",3,"Tuesday","WorkDay"
2011-01-11 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201101,"January 2011",1,"January",3,"Tuesday","WorkDay"
2011-01-18 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201101,"January 2011",1,"January",3,"Tuesday","WorkDay"
2011-01-25 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201101,"January 2011",1,"January",3,"Tuesday","WorkDay"
2011-02-01 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201102,"February 2011",2,"February",3,"Tuesday","WorkDay"
2011-02-08 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201102,"February 2011",2,"February",3,"Tuesday","WorkDay"
2011-02-15 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201102,"February 2011",2,"February",3,"Tuesday","WorkDay"
2011-02-22 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201102,"February 2011",2,"February",3,"Tuesday","WorkDay"
2011-03-01 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",3,"Tuesday","WorkDay"
2011-03-08 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",3,"Tuesday","WorkDay"
2011-03-15 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",3,"Tuesday","WorkDay"
2011-03-22 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",3,"Tuesday","WorkDay"
2011-03-29 00:00:00.000,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",3,"Tuesday","WorkDay"
2011-04-05 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201104,"April 2011",4,"April",3,"Tuesday","WorkDay"
2011-04-12 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201104,"April 2011",4,"April",3,"Tuesday","WorkDay"
2011-04-19 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201104,"April 2011",4,"April",3,"Tuesday","WorkDay"
2011-04-26 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201104,"April 2011",4,"April",3,"Tuesday","WorkDay"
2011-05-03 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",3,"Tuesday","WorkDay"
2011-05-10 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",3,"Tuesday","WorkDay"
2011-05-17 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",3,"Tuesday","WorkDay"
2011-05-24 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",3,"Tuesday","WorkDay"
2011-05-31 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",3,"Tuesday","WorkDay"
2011-06-07 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201106,"June 2011",6,"June",3,"Tuesday","WorkDay"
2011-06-14 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201106,"June 2011",6,"June",3,"Tuesday","WorkDay"
2011-06-21 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201106,"June 2011",6,"June",3,"Tuesday","WorkDay"
2011-06-28 00:00:00.000,2011,"CY 2011",20112,"Q2-2011",201106,"June 2011",6,"June",3,"Tuesday","WorkDay"
2011-07-05 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201107,"July 2011",7,"July",3,"Tuesday","WorkDay"
2011-07-12 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201107,"July 2011",7,"July",3,"Tuesday","WorkDay"
2011-07-19 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201107,"July 2011",7,"July",3,"Tuesday","WorkDay"
2011-07-26 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201107,"July 2011",7,"July",3,"Tuesday","WorkDay"
2011-08-02 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",3,"Tuesday","WorkDay"
2011-08-09 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",3,"Tuesday","WorkDay"
2011-08-16 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",3,"Tuesday","WorkDay"
2011-08-23 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",3,"Tuesday","WorkDay"
2011-08-30 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",3,"Tuesday","WorkDay"
2011-09-06 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201109,"September 2011",9,"September",3,"Tuesday","WorkDay"
2011-09-13 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201109,"September 2011",9,"September",3,"Tuesday","WorkDay"
2011-09-20 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201109,"September 2011",9,"September",3,"Tuesday","WorkDay"
2011-09-27 00:00:00.000,2011,"CY 2011",20113,"Q3-2011",201109,"September 2011",9,"September",3,"Tuesday","WorkDay"
2011-10-04 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201110,"October 2011",10,"October",3,"Tuesday","WorkDay"
2011-10-11 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201110,"October 2011",10,"October",3,"Tuesday","WorkDay"
2011-10-18 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201110,"October 2011",10,"October",3,"Tuesday","WorkDay"
2011-10-25 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201110,"October 2011",10,"October",3,"Tuesday","WorkDay"
2011-11-01 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",3,"Tuesday","WorkDay"
2011-11-08 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",3,"Tuesday","WorkDay"
2011-11-15 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",3,"Tuesday","WorkDay"
2011-11-22 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",3,"Tuesday","WorkDay"
2011-11-29 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",3,"Tuesday","WorkDay"
2011-12-06 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201112,"December 2011",12,"December",3,"Tuesday","WorkDay"
2011-12-13 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201112,"December 2011",12,"December",3,"Tuesday","WorkDay"
2011-12-20 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201112,"December 2011",12,"December",3,"Tuesday","WorkDay"
2011-12-27 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201112,"December 2011",12,"December",3,"Tuesday","WorkDay"
2005-01-05 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",4,"Wednesday","WorkDay"
2005-01-12 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",4,"Wednesday","WorkDay"
2005-01-19 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",4,"Wednesday","WorkDay"
2005-01-26 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",4,"Wednesday","WorkDay"
2005-02-02 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",4,"Wednesday","WorkDay"
2005-02-09 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",4,"Wednesday","WorkDay"
2005-02-16 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",4,"Wednesday","WorkDay"
2005-02-23 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",4,"Wednesday","WorkDay"
2005-03-02 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday","WorkDay"
2005-03-09 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday","WorkDay"
2005-03-16 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday","WorkDay"
2005-03-23 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday","WorkDay"
2005-03-30 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday","WorkDay"
2005-04-06 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",4,"Wednesday","WorkDay"
2005-04-13 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",4,"Wednesday","WorkDay"
2005-04-20 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",4,"Wednesday","WorkDay"
2005-04-27 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",4,"Wednesday","WorkDay"
2005-05-04 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",4,"Wednesday","WorkDay"
2005-05-11 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",4,"Wednesday","WorkDay"
2005-05-18 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",4,"Wednesday","WorkDay"
2005-05-25 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",4,"Wednesday","WorkDay"
2005-06-01 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",4,"Wednesday","WorkDay"
2005-06-08 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",4,"Wednesday","WorkDay"
2005-06-15 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",4,"Wednesday","WorkDay"
2005-06-22 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",4,"Wednesday","WorkDay"
2005-06-29 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",4,"Wednesday","WorkDay"
2005-07-06 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",4,"Wednesday","WorkDay"
2005-07-13 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",4,"Wednesday","WorkDay"
2005-07-20 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",4,"Wednesday","WorkDay"
2005-07-27 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",4,"Wednesday","WorkDay"
2005-08-03 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday","WorkDay"
2005-08-10 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday","WorkDay"
2005-08-17 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday","WorkDay"
2005-08-24 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday","WorkDay"
2005-08-31 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday","WorkDay"
2005-09-07 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",4,"Wednesday","WorkDay"
2005-09-14 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",4,"Wednesday","WorkDay"
2005-09-21 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",4,"Wednesday","WorkDay"
2005-09-28 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",4,"Wednesday","WorkDay"
2005-10-05 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",4,"Wednesday","WorkDay"
2005-10-12 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",4,"Wednesday","WorkDay"
2005-10-19 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",4,"Wednesday","WorkDay"
2005-10-26 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",4,"Wednesday","WorkDay"
2005-11-02 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",4,"Wednesday","WorkDay"
2005-11-09 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",4,"Wednesday","WorkDay"
2005-11-16 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",4,"Wednesday","WorkDay"
2005-11-23 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",4,"Wednesday","WorkDay"
2005-11-30 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",4,"Wednesday","WorkDay"
2005-12-07 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",4,"Wednesday","WorkDay"
2005-12-14 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",4,"Wednesday","WorkDay"
2005-12-21 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",4,"Wednesday","WorkDay"
2005-12-28 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",4,"Wednesday","WorkDay"
2006-01-04 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",4,"Wednesday","WorkDay"
2006-01-11 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",4,"Wednesday","WorkDay"
2006-01-18 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",4,"Wednesday","WorkDay"
2006-01-25 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",4,"Wednesday","WorkDay"
2006-02-01 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",4,"Wednesday","WorkDay"
2006-02-08 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",4,"Wednesday","WorkDay"
2006-02-15 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",4,"Wednesday","WorkDay"
2006-02-22 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",4,"Wednesday","WorkDay"
2006-03-01 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday","WorkDay"
2006-03-08 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday","WorkDay"
2006-03-15 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday","WorkDay"
2006-03-22 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday","WorkDay"
2006-03-29 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday","WorkDay"
2006-04-05 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",4,"Wednesday","WorkDay"
2006-04-12 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",4,"Wednesday","WorkDay"
2006-04-19 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",4,"Wednesday","WorkDay"
2006-04-26 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",4,"Wednesday","WorkDay"
2006-05-03 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",4,"Wednesday","WorkDay"
2006-05-10 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",4,"Wednesday","WorkDay"
2006-05-17 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",4,"Wednesday","WorkDay"
2006-05-24 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",4,"Wednesday","WorkDay"
2006-05-31 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",4,"Wednesday","WorkDay"
2006-06-07 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",4,"Wednesday","WorkDay"
2006-06-14 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",4,"Wednesday","WorkDay"
2006-06-21 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",4,"Wednesday","WorkDay"
2006-06-28 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",4,"Wednesday","WorkDay"
2006-07-05 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",4,"Wednesday","WorkDay"
2006-07-12 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",4,"Wednesday","WorkDay"
2006-07-19 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",4,"Wednesday","WorkDay"
2006-07-26 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",4,"Wednesday","WorkDay"
2006-08-02 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday","WorkDay"
2006-08-09 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday","WorkDay"
2006-08-16 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday","WorkDay"
2006-08-23 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday","WorkDay"
2006-08-30 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday","WorkDay"
2006-09-06 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",4,"Wednesday","WorkDay"
2006-09-13 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",4,"Wednesday","WorkDay"
2006-09-20 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",4,"Wednesday","WorkDay"
2006-09-27 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",4,"Wednesday","WorkDay"
2006-10-04 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",4,"Wednesday","WorkDay"
2006-10-11 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",4,"Wednesday","WorkDay"
2006-10-18 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",4,"Wednesday","WorkDay"
2006-10-25 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",4,"Wednesday","WorkDay"
2006-11-01 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",4,"Wednesday","WorkDay"
2006-11-08 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",4,"Wednesday","WorkDay"
2006-11-15 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",4,"Wednesday","WorkDay"
2006-11-22 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",4,"Wednesday","WorkDay"
2006-11-29 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",4,"Wednesday","WorkDay"
2006-12-06 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",4,"Wednesday","WorkDay"
2006-12-13 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",4,"Wednesday","WorkDay"
2006-12-20 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",4,"Wednesday","WorkDay"
2006-12-27 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",4,"Wednesday","WorkDay"
2007-01-03 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",4,"Wednesday","WorkDay"
2007-01-10 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",4,"Wednesday","WorkDay"
2007-01-17 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",4,"Wednesday","WorkDay"
2007-01-24 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",4,"Wednesday","WorkDay"
2007-01-31 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",4,"Wednesday","WorkDay"
2007-02-07 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",4,"Wednesday","WorkDay"
2007-02-14 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",4,"Wednesday","WorkDay"
2007-02-21 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",4,"Wednesday","WorkDay"
2007-02-28 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",4,"Wednesday","WorkDay"
2007-03-07 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",4,"Wednesday","WorkDay"
2007-03-14 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",4,"Wednesday","WorkDay"
2007-03-21 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",4,"Wednesday","WorkDay"
2007-03-28 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",4,"Wednesday","WorkDay"
2007-04-04 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",4,"Wednesday","WorkDay"
2007-04-11 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",4,"Wednesday","WorkDay"
2007-04-18 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",4,"Wednesday","WorkDay"
2007-04-25 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",4,"Wednesday","WorkDay"
2007-05-02 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",4,"Wednesday","WorkDay"
2007-05-09 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",4,"Wednesday","WorkDay"
2007-05-16 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",4,"Wednesday","WorkDay"
2007-05-23 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",4,"Wednesday","WorkDay"
2007-05-30 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",4,"Wednesday","WorkDay"
2007-06-06 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",4,"Wednesday","WorkDay"
2007-06-13 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",4,"Wednesday","WorkDay"
2007-06-20 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",4,"Wednesday","WorkDay"
