Date,Year,QuarterNumber,MonthNumber,DayOfMonthNumber,DayOfWeekNumber,DayOfWeek,DateInt,Month,MonthYear,MonthYearNumber,Quarter,QuarterYear,QuarterYearNumber,WeekEnding,RelativeDay,RelativeYear,RelativeMonth,RelativeWeek,ISOYear,ISOWeek,ISOWeekInt,ISOWeekInCalendar
2020-02-04 00:00:00.000,2020,1,2,4,1,"Tuesday",20200204,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-09 00:00:00.000,-342,-1,-11,-49,2020,6,202006,"2020-W06"
2020-02-05 00:00:00.000,2020,1,2,5,2,"Wednesday",20200205,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-09 00:00:00.000,-341,-1,-11,-49,2020,6,202006,"2020-W06"
2020-02-06 00:00:00.000,2020,1,2,6,3,"Thursday",20200206,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-09 00:00:00.000,-340,-1,-11,-49,2020,6,202006,"2020-W06"
2020-02-07 00:00:00.000,2020,1,2,7,4,"Friday",20200207,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-09 00:00:00.000,-339,-1,-11,-49,2020,6,202006,"2020-W06"
2020-02-08 00:00:00.000,2020,1,2,8,5,"Saturday",20200208,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-09 00:00:00.000,-338,-1,-11,-49,2020,6,202006,"2020-W06"
2020-02-09 00:00:00.000,2020,1,2,9,6,"Sunday",20200209,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-09 00:00:00.000,-337,-1,-11,-49,2020,6,202006,"2020-W06"
2020-02-10 00:00:00.000,2020,1,2,10,0,"Monday",20200210,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-16 00:00:00.000,-336,-1,-11,-48,2020,7,202007,"2020-W07"
2020-02-11 00:00:00.000,2020,1,2,11,1,"Tuesday",20200211,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-16 00:00:00.000,-335,-1,-11,-48,2020,7,202007,"2020-W07"
2020-02-12 00:00:00.000,2020,1,2,12,2,"Wednesday",20200212,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-16 00:00:00.000,-334,-1,-11,-48,2020,7,202007,"2020-W07"
2020-02-13 00:00:00.000,2020,1,2,13,3,"Thursday",20200213,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-16 00:00:00.000,-333,-1,-11,-48,2020,7,202007,"2020-W07"
2020-02-14 00:00:00.000,2020,1,2,14,4,"Friday",20200214,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-16 00:00:00.000,-332,-1,-11,-48,2020,7,202007,"2020-W07"
2020-02-15 00:00:00.000,2020,1,2,15,5,"Saturday",20200215,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-16 00:00:00.000,-331,-1,-11,-48,2020,7,202007,"2020-W07"
2020-02-16 00:00:00.000,2020,1,2,16,6,"Sunday",20200216,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-16 00:00:00.000,-330,-1,-11,-48,2020,7,202007,"2020-W07"
2020-02-17 00:00:00.000,2020,1,2,17,0,"Monday",20200217,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-23 00:00:00.000,-329,-1,-11,-47,2020,8,202008,"2020-W08"
2020-02-18 00:00:00.000,2020,1,2,18,1,"Tuesday",20200218,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-23 00:00:00.000,-328,-1,-11,-47,2020,8,202008,"2020-W08"
2020-02-19 00:00:00.000,2020,1,2,19,2,"Wednesday",20200219,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-23 00:00:00.000,-327,-1,-11,-47,2020,8,202008,"2020-W08"
2020-02-20 00:00:00.000,2020,1,2,20,3,"Thursday",20200220,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-23 00:00:00.000,-326,-1,-11,-47,2020,8,202008,"2020-W08"
2020-02-21 00:00:00.000,2020,1,2,21,4,"Friday",20200221,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-23 00:00:00.000,-325,-1,-11,-47,2020,8,202008,"2020-W08"
2020-02-22 00:00:00.000,2020,1,2,22,5,"Saturday",20200222,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-23 00:00:00.000,-324,-1,-11,-47,2020,8,202008,"2020-W08"
2020-02-23 00:00:00.000,2020,1,2,23,6,"Sunday",20200223,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-23 00:00:00.000,-323,-1,-11,-47,2020,8,202008,"2020-W08"
2020-02-24 00:00:00.000,2020,1,2,24,0,"Monday",20200224,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-03-01 00:00:00.000,-322,-1,-11,-46,2020,9,202009,"2020-W09"
2020-02-25 00:00:00.000,2020,1,2,25,1,"Tuesday",20200225,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-03-01 00:00:00.000,-321,-1,-11,-46,2020,9,202009,"2020-W09"
2020-02-26 00:00:00.000,2020,1,2,26,2,"Wednesday",20200226,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-03-01 00:00:00.000,-320,-1,-11,-46,2020,9,202009,"2020-W09"
2020-02-27 00:00:00.000,2020,1,2,27,3,"Thursday",20200227,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-03-01 00:00:00.000,-319,-1,-11,-46,2020,9,202009,"2020-W09"
2020-02-28 00:00:00.000,2020,1,2,28,4,"Friday",20200228,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-03-01 00:00:00.000,-318,-1,-11,-46,2020,9,202009,"2020-W09"
2020-02-29 00:00:00.000,2020,1,2,29,5,"Saturday",20200229,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-03-01 00:00:00.000,-317,-1,-11,-46,2020,9,202009,"2020-W09"
2020-03-01 00:00:00.000,2020,1,3,1,6,"Sunday",20200301,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-01 00:00:00.000,-316,-1,-10,-46,2020,9,202009,"2020-W09"
2020-03-02 00:00:00.000,2020,1,3,2,0,"Monday",20200302,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-08 00:00:00.000,-315,-1,-10,-45,2020,10,202010,"2020-W10"
2020-03-03 00:00:00.000,2020,1,3,3,1,"Tuesday",20200303,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-08 00:00:00.000,-314,-1,-10,-45,2020,10,202010,"2020-W10"
2020-03-04 00:00:00.000,2020,1,3,4,2,"Wednesday",20200304,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-08 00:00:00.000,-313,-1,-10,-45,2020,10,202010,"2020-W10"
2020-03-05 00:00:00.000,2020,1,3,5,3,"Thursday",20200305,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-08 00:00:00.000,-312,-1,-10,-45,2020,10,202010,"2020-W10"
2020-03-06 00:00:00.000,2020,1,3,6,4,"Friday",20200306,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-08 00:00:00.000,-311,-1,-10,-45,2020,10,202010,"2020-W10"
2020-03-07 00:00:00.000,2020,1,3,7,5,"Saturday",20200307,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-08 00:00:00.000,-310,-1,-10,-45,2020,10,202010,"2020-W10"
2020-03-08 00:00:00.000,2020,1,3,8,6,"Sunday",20200308,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-08 00:00:00.000,-309,-1,-10,-45,2020,10,202010,"2020-W10"
2020-03-09 00:00:00.000,2020,1,3,9,0,"Monday",20200309,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-15 00:00:00.000,-308,-1,-10,-44,2020,11,202011,"2020-W11"
2020-03-10 00:00:00.000,2020,1,3,10,1,"Tuesday",20200310,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-15 00:00:00.000,-307,-1,-10,-44,2020,11,202011,"2020-W11"
2020-03-11 00:00:00.000,2020,1,3,11,2,"Wednesday",20200311,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-15 00:00:00.000,-306,-1,-10,-44,2020,11,202011,"2020-W11"
2020-03-12 00:00:00.000,2020,1,3,12,3,"Thursday",20200312,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-15 00:00:00.000,-305,-1,-10,-44,2020,11,202011,"2020-W11"
2020-03-13 00:00:00.000,2020,1,3,13,4,"Friday",20200313,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-15 00:00:00.000,-304,-1,-10,-44,2020,11,202011,"2020-W11"
2020-03-14 00:00:00.000,2020,1,3,14,5,"Saturday",20200314,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-15 00:00:00.000,-303,-1,-10,-44,2020,11,202011,"2020-W11"
2020-03-15 00:00:00.000,2020,1,3,15,6,"Sunday",20200315,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-15 00:00:00.000,-302,-1,-10,-44,2020,11,202011,"2020-W11"
2020-03-16 00:00:00.000,2020,1,3,16,0,"Monday",20200316,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-22 00:00:00.000,-301,-1,-10,-43,2020,12,202012,"2020-W12"
2020-03-17 00:00:00.000,2020,1,3,17,1,"Tuesday",20200317,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-22 00:00:00.000,-300,-1,-10,-43,2020,12,202012,"2020-W12"
2020-03-18 00:00:00.000,2020,1,3,18,2,"Wednesday",20200318,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-22 00:00:00.000,-299,-1,-10,-43,2020,12,202012,"2020-W12"
2020-03-19 00:00:00.000,2020,1,3,19,3,"Thursday",20200319,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-22 00:00:00.000,-298,-1,-10,-43,2020,12,202012,"2020-W12"
2020-03-20 00:00:00.000,2020,1,3,20,4,"Friday",20200320,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-22 00:00:00.000,-297,-1,-10,-43,2020,12,202012,"2020-W12"
2020-03-21 00:00:00.000,2020,1,3,21,5,"Saturday",20200321,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-22 00:00:00.000,-296,-1,-10,-43,2020,12,202012,"2020-W12"
2020-03-22 00:00:00.000,2020,1,3,22,6,"Sunday",20200322,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-22 00:00:00.000,-295,-1,-10,-43,2020,12,202012,"2020-W12"
2020-03-23 00:00:00.000,2020,1,3,23,0,"Monday",20200323,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-29 00:00:00.000,-294,-1,-10,-42,2020,13,202013,"2020-W13"
2020-03-24 00:00:00.000,2020,1,3,24,1,"Tuesday",20200324,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-29 00:00:00.000,-293,-1,-10,-42,2020,13,202013,"2020-W13"
2020-03-25 00:00:00.000,2020,1,3,25,2,"Wednesday",20200325,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-29 00:00:00.000,-292,-1,-10,-42,2020,13,202013,"2020-W13"
2020-03-26 00:00:00.000,2020,1,3,26,3,"Thursday",20200326,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-29 00:00:00.000,-291,-1,-10,-42,2020,13,202013,"2020-W13"
2020-03-27 00:00:00.000,2020,1,3,27,4,"Friday",20200327,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-29 00:00:00.000,-290,-1,-10,-42,2020,13,202013,"2020-W13"
2020-03-28 00:00:00.000,2020,1,3,28,5,"Saturday",20200328,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-29 00:00:00.000,-289,-1,-10,-42,2020,13,202013,"2020-W13"
2020-03-29 00:00:00.000,2020,1,3,29,6,"Sunday",20200329,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-03-29 00:00:00.000,-288,-1,-10,-42,2020,13,202013,"2020-W13"
2020-03-30 00:00:00.000,2020,1,3,30,0,"Monday",20200330,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-04-05 00:00:00.000,-287,-1,-10,-41,2020,14,202014,"2020-W14"
2020-03-31 00:00:00.000,2020,1,3,31,1,"Tuesday",20200331,"March","Mar 2020",202003,"Q 1","Q1 2020",20201,2020-04-05 00:00:00.000,-286,-1,-10,-41,2020,14,202014,"2020-W14"
2020-04-01 00:00:00.000,2020,2,4,1,2,"Wednesday",20200401,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-05 00:00:00.000,-285,-1,-9,-41,2020,14,202014,"2020-W14"
2020-04-02 00:00:00.000,2020,2,4,2,3,"Thursday",20200402,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-05 00:00:00.000,-284,-1,-9,-41,2020,14,202014,"2020-W14"
2020-04-03 00:00:00.000,2020,2,4,3,4,"Friday",20200403,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-05 00:00:00.000,-283,-1,-9,-41,2020,14,202014,"2020-W14"
2020-04-04 00:00:00.000,2020,2,4,4,5,"Saturday",20200404,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-05 00:00:00.000,-282,-1,-9,-41,2020,14,202014,"2020-W14"
2020-04-05 00:00:00.000,2020,2,4,5,6,"Sunday",20200405,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-05 00:00:00.000,-281,-1,-9,-41,2020,14,202014,"2020-W14"
2020-04-06 00:00:00.000,2020,2,4,6,0,"Monday",20200406,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-12 00:00:00.000,-280,-1,-9,-40,2020,15,202015,"2020-W15"
2020-04-07 00:00:00.000,2020,2,4,7,1,"Tuesday",20200407,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-12 00:00:00.000,-279,-1,-9,-40,2020,15,202015,"2020-W15"
2020-04-08 00:00:00.000,2020,2,4,8,2,"Wednesday",20200408,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-12 00:00:00.000,-278,-1,-9,-40,2020,15,202015,"2020-W15"
2020-04-09 00:00:00.000,2020,2,4,9,3,"Thursday",20200409,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-12 00:00:00.000,-277,-1,-9,-40,2020,15,202015,"2020-W15"
2020-04-10 00:00:00.000,2020,2,4,10,4,"Friday",20200410,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-12 00:00:00.000,-276,-1,-9,-40,2020,15,202015,"2020-W15"
2020-04-11 00:00:00.000,2020,2,4,11,5,"Saturday",20200411,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-12 00:00:00.000,-275,-1,-9,-40,2020,15,202015,"2020-W15"
2020-04-12 00:00:00.000,2020,2,4,12,6,"Sunday",20200412,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-12 00:00:00.000,-274,-1,-9,-40,2020,15,202015,"2020-W15"
2020-04-13 00:00:00.000,2020,2,4,13,0,"Monday",20200413,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-19 00:00:00.000,-273,-1,-9,-39,2020,16,202016,"2020-W16"
2020-04-14 00:00:00.000,2020,2,4,14,1,"Tuesday",20200414,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-19 00:00:00.000,-272,-1,-9,-39,2020,16,202016,"2020-W16"
2020-04-15 00:00:00.000,2020,2,4,15,2,"Wednesday",20200415,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-19 00:00:00.000,-271,-1,-9,-39,2020,16,202016,"2020-W16"
2020-04-16 00:00:00.000,2020,2,4,16,3,"Thursday",20200416,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-19 00:00:00.000,-270,-1,-9,-39,2020,16,202016,"2020-W16"
2020-04-17 00:00:00.000,2020,2,4,17,4,"Friday",20200417,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-19 00:00:00.000,-269,-1,-9,-39,2020,16,202016,"2020-W16"
2020-04-18 00:00:00.000,2020,2,4,18,5,"Saturday",20200418,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-19 00:00:00.000,-268,-1,-9,-39,2020,16,202016,"2020-W16"
2020-04-19 00:00:00.000,2020,2,4,19,6,"Sunday",20200419,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-19 00:00:00.000,-267,-1,-9,-39,2020,16,202016,"2020-W16"
2020-04-20 00:00:00.000,2020,2,4,20,0,"Monday",20200420,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-26 00:00:00.000,-266,-1,-9,-38,2020,17,202017,"2020-W17"
2020-04-21 00:00:00.000,2020,2,4,21,1,"Tuesday",20200421,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-26 00:00:00.000,-265,-1,-9,-38,2020,17,202017,"2020-W17"
2020-04-22 00:00:00.000,2020,2,4,22,2,"Wednesday",20200422,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-26 00:00:00.000,-264,-1,-9,-38,2020,17,202017,"2020-W17"
2020-04-23 00:00:00.000,2020,2,4,23,3,"Thursday",20200423,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-26 00:00:00.000,-263,-1,-9,-38,2020,17,202017,"2020-W17"
2020-04-24 00:00:00.000,2020,2,4,24,4,"Friday",20200424,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-26 00:00:00.000,-262,-1,-9,-38,2020,17,202017,"2020-W17"
2020-04-25 00:00:00.000,2020,2,4,25,5,"Saturday",20200425,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-26 00:00:00.000,-261,-1,-9,-38,2020,17,202017,"2020-W17"
2020-04-26 00:00:00.000,2020,2,4,26,6,"Sunday",20200426,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-04-26 00:00:00.000,-260,-1,-9,-38,2020,17,202017,"2020-W17"
2020-04-27 00:00:00.000,2020,2,4,27,0,"Monday",20200427,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-05-03 00:00:00.000,-259,-1,-9,-37,2020,18,202018,"2020-W18"
2020-04-28 00:00:00.000,2020,2,4,28,1,"Tuesday",20200428,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-05-03 00:00:00.000,-258,-1,-9,-37,2020,18,202018,"2020-W18"
2020-04-29 00:00:00.000,2020,2,4,29,2,"Wednesday",20200429,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-05-03 00:00:00.000,-257,-1,-9,-37,2020,18,202018,"2020-W18"
2020-04-30 00:00:00.000,2020,2,4,30,3,"Thursday",20200430,"April","Apr 2020",202004,"Q 2","Q2 2020",20202,2020-05-03 00:00:00.000,-256,-1,-9,-37,2020,18,202018,"2020-W18"
2020-05-01 00:00:00.000,2020,2,5,1,4,"Friday",20200501,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-03 00:00:00.000,-255,-1,-8,-37,2020,18,202018,"2020-W18"
2020-05-02 00:00:00.000,2020,2,5,2,5,"Saturday",20200502,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-03 00:00:00.000,-254,-1,-8,-37,2020,18,202018,"2020-W18"
2020-05-03 00:00:00.000,2020,2,5,3,6,"Sunday",20200503,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-03 00:00:00.000,-253,-1,-8,-37,2020,18,202018,"2020-W18"
2020-05-04 00:00:00.000,2020,2,5,4,0,"Monday",20200504,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-10 00:00:00.000,-252,-1,-8,-36,2020,19,202019,"2020-W19"
2020-05-05 00:00:00.000,2020,2,5,5,1,"Tuesday",20200505,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-10 00:00:00.000,-251,-1,-8,-36,2020,19,202019,"2020-W19"
2020-05-06 00:00:00.000,2020,2,5,6,2,"Wednesday",20200506,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-10 00:00:00.000,-250,-1,-8,-36,2020,19,202019,"2020-W19"
2020-05-07 00:00:00.000,2020,2,5,7,3,"Thursday",20200507,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-10 00:00:00.000,-249,-1,-8,-36,2020,19,202019,"2020-W19"
2020-05-08 00:00:00.000,2020,2,5,8,4,"Friday",20200508,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-10 00:00:00.000,-248,-1,-8,-36,2020,19,202019,"2020-W19"
2020-05-09 00:00:00.000,2020,2,5,9,5,"Saturday",20200509,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-10 00:00:00.000,-247,-1,-8,-36,2020,19,202019,"2020-W19"
2020-05-10 00:00:00.000,2020,2,5,10,6,"Sunday",20200510,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-10 00:00:00.000,-246,-1,-8,-36,2020,19,202019,"2020-W19"
2020-05-11 00:00:00.000,2020,2,5,11,0,"Monday",20200511,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-17 00:00:00.000,-245,-1,-8,-35,2020,20,202020,"2020-W20"
2020-05-12 00:00:00.000,2020,2,5,12,1,"Tuesday",20200512,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-17 00:00:00.000,-244,-1,-8,-35,2020,20,202020,"2020-W20"
2020-05-13 00:00:00.000,2020,2,5,13,2,"Wednesday",20200513,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-17 00:00:00.000,-243,-1,-8,-35,2020,20,202020,"2020-W20"
2020-05-14 00:00:00.000,2020,2,5,14,3,"Thursday",20200514,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-17 00:00:00.000,-242,-1,-8,-35,2020,20,202020,"2020-W20"
2020-05-15 00:00:00.000,2020,2,5,15,4,"Friday",20200515,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-17 00:00:00.000,-241,-1,-8,-35,2020,20,202020,"2020-W20"
2020-05-16 00:00:00.000,2020,2,5,16,5,"Saturday",20200516,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-17 00:00:00.000,-240,-1,-8,-35,2020,20,202020,"2020-W20"
2020-05-17 00:00:00.000,2020,2,5,17,6,"Sunday",20200517,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-17 00:00:00.000,-239,-1,-8,-35,2020,20,202020,"2020-W20"
2020-05-18 00:00:00.000,2020,2,5,18,0,"Monday",20200518,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-24 00:00:00.000,-238,-1,-8,-34,2020,21,202021,"2020-W21"
2020-05-19 00:00:00.000,2020,2,5,19,1,"Tuesday",20200519,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-24 00:00:00.000,-237,-1,-8,-34,2020,21,202021,"2020-W21"
2020-05-20 00:00:00.000,2020,2,5,20,2,"Wednesday",20200520,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-24 00:00:00.000,-236,-1,-8,-34,2020,21,202021,"2020-W21"
2020-05-21 00:00:00.000,2020,2,5,21,3,"Thursday",20200521,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-24 00:00:00.000,-235,-1,-8,-34,2020,21,202021,"2020-W21"
2020-05-22 00:00:00.000,2020,2,5,22,4,"Friday",20200522,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-24 00:00:00.000,-234,-1,-8,-34,2020,21,202021,"2020-W21"
2020-05-23 00:00:00.000,2020,2,5,23,5,"Saturday",20200523,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-24 00:00:00.000,-233,-1,-8,-34,2020,21,202021,"2020-W21"
2020-05-24 00:00:00.000,2020,2,5,24,6,"Sunday",20200524,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-24 00:00:00.000,-232,-1,-8,-34,2020,21,202021,"2020-W21"
2020-05-25 00:00:00.000,2020,2,5,25,0,"Monday",20200525,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-31 00:00:00.000,-231,-1,-8,-33,2020,22,202022,"2020-W22"
2020-05-26 00:00:00.000,2020,2,5,26,1,"Tuesday",20200526,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-31 00:00:00.000,-230,-1,-8,-33,2020,22,202022,"2020-W22"
2020-05-27 00:00:00.000,2020,2,5,27,2,"Wednesday",20200527,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-31 00:00:00.000,-229,-1,-8,-33,2020,22,202022,"2020-W22"
2020-05-28 00:00:00.000,2020,2,5,28,3,"Thursday",20200528,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-31 00:00:00.000,-228,-1,-8,-33,2020,22,202022,"2020-W22"
2020-05-29 00:00:00.000,2020,2,5,29,4,"Friday",20200529,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-31 00:00:00.000,-227,-1,-8,-33,2020,22,202022,"2020-W22"
2020-05-30 00:00:00.000,2020,2,5,30,5,"Saturday",20200530,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-31 00:00:00.000,-226,-1,-8,-33,2020,22,202022,"2020-W22"
2020-05-31 00:00:00.000,2020,2,5,31,6,"Sunday",20200531,"May","May 2020",202005,"Q 2","Q2 2020",20202,2020-05-31 00:00:00.000,-225,-1,-8,-33,2020,22,202022,"2020-W22"
2020-06-01 00:00:00.000,2020,2,6,1,0,"Monday",20200601,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-07 00:00:00.000,-224,-1,-7,-32,2020,23,202023,"2020-W23"
2020-06-02 00:00:00.000,2020,2,6,2,1,"Tuesday",20200602,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-07 00:00:00.000,-223,-1,-7,-32,2020,23,202023,"2020-W23"
2020-06-03 00:00:00.000,2020,2,6,3,2,"Wednesday",20200603,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-07 00:00:00.000,-222,-1,-7,-32,2020,23,202023,"2020-W23"
2020-06-04 00:00:00.000,2020,2,6,4,3,"Thursday",20200604,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-07 00:00:00.000,-221,-1,-7,-32,2020,23,202023,"2020-W23"
2020-06-05 00:00:00.000,2020,2,6,5,4,"Friday",20200605,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-07 00:00:00.000,-220,-1,-7,-32,2020,23,202023,"2020-W23"
2020-06-06 00:00:00.000,2020,2,6,6,5,"Saturday",20200606,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-07 00:00:00.000,-219,-1,-7,-32,2020,23,202023,"2020-W23"
2020-06-07 00:00:00.000,2020,2,6,7,6,"Sunday",20200607,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-07 00:00:00.000,-218,-1,-7,-32,2020,23,202023,"2020-W23"
2020-06-08 00:00:00.000,2020,2,6,8,0,"Monday",20200608,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-14 00:00:00.000,-217,-1,-7,-31,2020,24,202024,"2020-W24"
2020-06-09 00:00:00.000,2020,2,6,9,1,"Tuesday",20200609,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-14 00:00:00.000,-216,-1,-7,-31,2020,24,202024,"2020-W24"
2020-06-10 00:00:00.000,2020,2,6,10,2,"Wednesday",20200610,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-14 00:00:00.000,-215,-1,-7,-31,2020,24,202024,"2020-W24"
