Date,Year,Quarter of Year,Month of Year,Day of Month,Date International,Month Name,Month & Year,Quarter & Year,Day in Week,Day Name,WeekEnding,Week Number,Month Year Sort,Quarter Year Sort,Short Year,Financial Year,Quarter
2024-08-09 00:00:00.000,"2024",3,8,9,20240809,"August","Aug 2024","Q3 2024",4,"Friday",2024-08-11 00:00:00.000,32,20240800,20240300,"24","FY25","Q3"
2024-08-10 00:00:00.000,"2024",3,8,10,20240810,"August","Aug 2024","Q3 2024",5,"Saturday",2024-08-11 00:00:00.000,32,20240800,20240300,"24","FY25","Q3"
2024-08-11 00:00:00.000,"2024",3,8,11,20240811,"August","Aug 2024","Q3 2024",6,"Sunday",2024-08-11 00:00:00.000,32,20240800,20240300,"24","FY25","Q3"
2024-08-12 00:00:00.000,"2024",3,8,12,20240812,"August","Aug 2024","Q3 2024",0,"Monday",2024-08-18 00:00:00.000,33,20240800,20240300,"24","FY25","Q3"
2024-08-13 00:00:00.000,"2024",3,8,13,20240813,"August","Aug 2024","Q3 2024",1,"Tuesday",2024-08-18 00:00:00.000,33,20240800,20240300,"24","FY25","Q3"
2024-08-14 00:00:00.000,"2024",3,8,14,20240814,"August","Aug 2024","Q3 2024",2,"Wednesday",2024-08-18 00:00:00.000,33,20240800,20240300,"24","FY25","Q3"
2024-08-15 00:00:00.000,"2024",3,8,15,20240815,"August","Aug 2024","Q3 2024",3,"Thursday",2024-08-18 00:00:00.000,33,20240800,20240300,"24","FY25","Q3"
2024-08-16 00:00:00.000,"2024",3,8,16,20240816,"August","Aug 2024","Q3 2024",4,"Friday",2024-08-18 00:00:00.000,33,20240800,20240300,"24","FY25","Q3"
2024-08-17 00:00:00.000,"2024",3,8,17,20240817,"August","Aug 2024","Q3 2024",5,"Saturday",2024-08-18 00:00:00.000,33,20240800,20240300,"24","FY25","Q3"
2024-08-18 00:00:00.000,"2024",3,8,18,20240818,"August","Aug 2024","Q3 2024",6,"Sunday",2024-08-18 00:00:00.000,33,20240800,20240300,"24","FY25","Q3"
2024-08-19 00:00:00.000,"2024",3,8,19,20240819,"August","Aug 2024","Q3 2024",0,"Monday",2024-08-25 00:00:00.000,34,20240800,20240300,"24","FY25","Q3"
2024-08-20 00:00:00.000,"2024",3,8,20,20240820,"August","Aug 2024","Q3 2024",1,"Tuesday",2024-08-25 00:00:00.000,34,20240800,20240300,"24","FY25","Q3"
2024-08-21 00:00:00.000,"2024",3,8,21,20240821,"August","Aug 2024","Q3 2024",2,"Wednesday",2024-08-25 00:00:00.000,34,20240800,20240300,"24","FY25","Q3"
2024-08-22 00:00:00.000,"2024",3,8,22,20240822,"August","Aug 2024","Q3 2024",3,"Thursday",2024-08-25 00:00:00.000,34,20240800,20240300,"24","FY25","Q3"
2024-08-23 00:00:00.000,"2024",3,8,23,20240823,"August","Aug 2024","Q3 2024",4,"Friday",2024-08-25 00:00:00.000,34,20240800,20240300,"24","FY25","Q3"
2024-08-24 00:00:00.000,"2024",3,8,24,20240824,"August","Aug 2024","Q3 2024",5,"Saturday",2024-08-25 00:00:00.000,34,20240800,20240300,"24","FY25","Q3"
2024-08-25 00:00:00.000,"2024",3,8,25,20240825,"August","Aug 2024","Q3 2024",6,"Sunday",2024-08-25 00:00:00.000,34,20240800,20240300,"24","FY25","Q3"
2024-08-26 00:00:00.000,"2024",3,8,26,20240826,"August","Aug 2024","Q3 2024",0,"Monday",2024-09-01 00:00:00.000,35,20240800,20240300,"24","FY25","Q3"
2024-08-27 00:00:00.000,"2024",3,8,27,20240827,"August","Aug 2024","Q3 2024",1,"Tuesday",2024-09-01 00:00:00.000,35,20240800,20240300,"24","FY25","Q3"
2024-08-28 00:00:00.000,"2024",3,8,28,20240828,"August","Aug 2024","Q3 2024",2,"Wednesday",2024-09-01 00:00:00.000,35,20240800,20240300,"24","FY25","Q3"
2024-08-29 00:00:00.000,"2024",3,8,29,20240829,"August","Aug 2024","Q3 2024",3,"Thursday",2024-09-01 00:00:00.000,35,20240800,20240300,"24","FY25","Q3"
2024-08-30 00:00:00.000,"2024",3,8,30,20240830,"August","Aug 2024","Q3 2024",4,"Friday",2024-09-01 00:00:00.000,35,20240800,20240300,"24","FY25","Q3"
2024-08-31 00:00:00.000,"2024",3,8,31,20240831,"August","Aug 2024","Q3 2024",5,"Saturday",2024-09-01 00:00:00.000,35,20240800,20240300,"24","FY25","Q3"
2025-08-01 00:00:00.000,"2025",3,8,1,20250801,"August","Aug 2025","Q3 2025",4,"Friday",2025-08-03 00:00:00.000,31,20250800,20250300,"25","FY26","Q3"
2025-08-02 00:00:00.000,"2025",3,8,2,20250802,"August","Aug 2025","Q3 2025",5,"Saturday",2025-08-03 00:00:00.000,31,20250800,20250300,"25","FY26","Q3"
2025-08-03 00:00:00.000,"2025",3,8,3,20250803,"August","Aug 2025","Q3 2025",6,"Sunday",2025-08-03 00:00:00.000,31,20250800,20250300,"25","FY26","Q3"
2025-08-04 00:00:00.000,"2025",3,8,4,20250804,"August","Aug 2025","Q3 2025",0,"Monday",2025-08-10 00:00:00.000,32,20250800,20250300,"25","FY26","Q3"
2025-08-05 00:00:00.000,"2025",3,8,5,20250805,"August","Aug 2025","Q3 2025",1,"Tuesday",2025-08-10 00:00:00.000,32,20250800,20250300,"25","FY26","Q3"
2025-08-06 00:00:00.000,"2025",3,8,6,20250806,"August","Aug 2025","Q3 2025",2,"Wednesday",2025-08-10 00:00:00.000,32,20250800,20250300,"25","FY26","Q3"
2025-08-07 00:00:00.000,"2025",3,8,7,20250807,"August","Aug 2025","Q3 2025",3,"Thursday",2025-08-10 00:00:00.000,32,20250800,20250300,"25","FY26","Q3"
2025-08-08 00:00:00.000,"2025",3,8,8,20250808,"August","Aug 2025","Q3 2025",4,"Friday",2025-08-10 00:00:00.000,32,20250800,20250300,"25","FY26","Q3"
2025-08-09 00:00:00.000,"2025",3,8,9,20250809,"August","Aug 2025","Q3 2025",5,"Saturday",2025-08-10 00:00:00.000,32,20250800,20250300,"25","FY26","Q3"
2025-08-10 00:00:00.000,"2025",3,8,10,20250810,"August","Aug 2025","Q3 2025",6,"Sunday",2025-08-10 00:00:00.000,32,20250800,20250300,"25","FY26","Q3"
2025-08-11 00:00:00.000,"2025",3,8,11,20250811,"August","Aug 2025","Q3 2025",0,"Monday",2025-08-17 00:00:00.000,33,20250800,20250300,"25","FY26","Q3"
2025-08-12 00:00:00.000,"2025",3,8,12,20250812,"August","Aug 2025","Q3 2025",1,"Tuesday",2025-08-17 00:00:00.000,33,20250800,20250300,"25","FY26","Q3"
2025-08-13 00:00:00.000,"2025",3,8,13,20250813,"August","Aug 2025","Q3 2025",2,"Wednesday",2025-08-17 00:00:00.000,33,20250800,20250300,"25","FY26","Q3"
2025-08-14 00:00:00.000,"2025",3,8,14,20250814,"August","Aug 2025","Q3 2025",3,"Thursday",2025-08-17 00:00:00.000,33,20250800,20250300,"25","FY26","Q3"
2025-08-15 00:00:00.000,"2025",3,8,15,20250815,"August","Aug 2025","Q3 2025",4,"Friday",2025-08-17 00:00:00.000,33,20250800,20250300,"25","FY26","Q3"
2025-08-16 00:00:00.000,"2025",3,8,16,20250816,"August","Aug 2025","Q3 2025",5,"Saturday",2025-08-17 00:00:00.000,33,20250800,20250300,"25","FY26","Q3"
2025-08-17 00:00:00.000,"2025",3,8,17,20250817,"August","Aug 2025","Q3 2025",6,"Sunday",2025-08-17 00:00:00.000,33,20250800,20250300,"25","FY26","Q3"
2025-08-18 00:00:00.000,"2025",3,8,18,20250818,"August","Aug 2025","Q3 2025",0,"Monday",2025-08-24 00:00:00.000,34,20250800,20250300,"25","FY26","Q3"
2025-08-19 00:00:00.000,"2025",3,8,19,20250819,"August","Aug 2025","Q3 2025",1,"Tuesday",2025-08-24 00:00:00.000,34,20250800,20250300,"25","FY26","Q3"
2025-08-20 00:00:00.000,"2025",3,8,20,20250820,"August","Aug 2025","Q3 2025",2,"Wednesday",2025-08-24 00:00:00.000,34,20250800,20250300,"25","FY26","Q3"
2025-08-21 00:00:00.000,"2025",3,8,21,20250821,"August","Aug 2025","Q3 2025",3,"Thursday",2025-08-24 00:00:00.000,34,20250800,20250300,"25","FY26","Q3"
2025-08-22 00:00:00.000,"2025",3,8,22,20250822,"August","Aug 2025","Q3 2025",4,"Friday",2025-08-24 00:00:00.000,34,20250800,20250300,"25","FY26","Q3"
2025-08-23 00:00:00.000,"2025",3,8,23,20250823,"August","Aug 2025","Q3 2025",5,"Saturday",2025-08-24 00:00:00.000,34,20250800,20250300,"25","FY26","Q3"
2025-08-24 00:00:00.000,"2025",3,8,24,20250824,"August","Aug 2025","Q3 2025",6,"Sunday",2025-08-24 00:00:00.000,34,20250800,20250300,"25","FY26","Q3"
2025-08-25 00:00:00.000,"2025",3,8,25,20250825,"August","Aug 2025","Q3 2025",0,"Monday",2025-08-31 00:00:00.000,35,20250800,20250300,"25","FY26","Q3"
2025-08-26 00:00:00.000,"2025",3,8,26,20250826,"August","Aug 2025","Q3 2025",1,"Tuesday",2025-08-31 00:00:00.000,35,20250800,20250300,"25","FY26","Q3"
2025-08-27 00:00:00.000,"2025",3,8,27,20250827,"August","Aug 2025","Q3 2025",2,"Wednesday",2025-08-31 00:00:00.000,35,20250800,20250300,"25","FY26","Q3"
2025-08-28 00:00:00.000,"2025",3,8,28,20250828,"August","Aug 2025","Q3 2025",3,"Thursday",2025-08-31 00:00:00.000,35,20250800,20250300,"25","FY26","Q3"
2025-08-29 00:00:00.000,"2025",3,8,29,20250829,"August","Aug 2025","Q3 2025",4,"Friday",2025-08-31 00:00:00.000,35,20250800,20250300,"25","FY26","Q3"
2025-08-30 00:00:00.000,"2025",3,8,30,20250830,"August","Aug 2025","Q3 2025",5,"Saturday",2025-08-31 00:00:00.000,35,20250800,20250300,"25","FY26","Q3"
2025-08-31 00:00:00.000,"2025",3,8,31,20250831,"August","Aug 2025","Q3 2025",6,"Sunday",2025-08-31 00:00:00.000,35,20250800,20250300,"25","FY26","Q3"
2019-09-01 00:00:00.000,"2019",3,9,1,20190901,"September","Sep 2019","Q3 2019",6,"Sunday",2019-09-01 00:00:00.000,35,20190900,20190300,"19","FY20","Q3"
2019-09-02 00:00:00.000,"2019",3,9,2,20190902,"September","Sep 2019","Q3 2019",0,"Monday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","Q3"
2019-09-03 00:00:00.000,"2019",3,9,3,20190903,"September","Sep 2019","Q3 2019",1,"Tuesday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","Q3"
2019-09-04 00:00:00.000,"2019",3,9,4,20190904,"September","Sep 2019","Q3 2019",2,"Wednesday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","Q3"
2019-09-05 00:00:00.000,"2019",3,9,5,20190905,"September","Sep 2019","Q3 2019",3,"Thursday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","Q3"
2019-09-06 00:00:00.000,"2019",3,9,6,20190906,"September","Sep 2019","Q3 2019",4,"Friday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","Q3"
2019-09-07 00:00:00.000,"2019",3,9,7,20190907,"September","Sep 2019","Q3 2019",5,"Saturday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","Q3"
2019-09-08 00:00:00.000,"2019",3,9,8,20190908,"September","Sep 2019","Q3 2019",6,"Sunday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","Q3"
2019-09-09 00:00:00.000,"2019",3,9,9,20190909,"September","Sep 2019","Q3 2019",0,"Monday",2019-09-15 00:00:00.000,37,20190900,20190300,"19","FY20","Q3"
2019-09-10 00:00:00.000,"2019",3,9,10,20190910,"September","Sep 2019","Q3 2019",1,"Tuesday",2019-09-15 00:00:00.000,37,20190900,20190300,"19","FY20","Q3"
2019-09-11 00:00:00.000,"2019",3,9,11,20190911,"September","Sep 2019","Q3 2019",2,"Wednesday",2019-09-15 00:00:00.000,37,20190900,20190300,"19","FY20","Q3"
2019-09-12 00:00:00.000,"2019",3,9,12,20190912,"September","Sep 2019","Q3 2019",3,"Thursday",2019-09-15 00:00:00.000,37,20190900,20190300,"19","FY20","Q3"
2019-09-13 00:00:00.000,"2019",3,9,13,20190913,"September","Sep 2019","Q3 2019",4,"Friday",2019-09-15 00:00:00.000,37,20190900,20190300,"19","FY20","Q3"
2019-09-14 00:00:00.000,"2019",3,9,14,20190914,"September","Sep 2019","Q3 2019",5,"Saturday",2019-09-15 00:00:00.000,37,20190900,20190300,"19","FY20","Q3"
2019-09-15 00:00:00.000,"2019",3,9,15,20190915,"September","Sep 2019","Q3 2019",6,"Sunday",2019-09-15 00:00:00.000,37,20190900,20190300,"19","FY20","Q3"
2019-09-16 00:00:00.000,"2019",3,9,16,20190916,"September","Sep 2019","Q3 2019",0,"Monday",2019-09-22 00:00:00.000,38,20190900,20190300,"19","FY20","Q3"
2019-09-17 00:00:00.000,"2019",3,9,17,20190917,"September","Sep 2019","Q3 2019",1,"Tuesday",2019-09-22 00:00:00.000,38,20190900,20190300,"19","FY20","Q3"
2019-09-18 00:00:00.000,"2019",3,9,18,20190918,"September","Sep 2019","Q3 2019",2,"Wednesday",2019-09-22 00:00:00.000,38,20190900,20190300,"19","FY20","Q3"
2019-09-19 00:00:00.000,"2019",3,9,19,20190919,"September","Sep 2019","Q3 2019",3,"Thursday",2019-09-22 00:00:00.000,38,20190900,20190300,"19","FY20","Q3"
2019-09-20 00:00:00.000,"2019",3,9,20,20190920,"September","Sep 2019","Q3 2019",4,"Friday",2019-09-22 00:00:00.000,38,20190900,20190300,"19","FY20","Q3"
2019-09-21 00:00:00.000,"2019",3,9,21,20190921,"September","Sep 2019","Q3 2019",5,"Saturday",2019-09-22 00:00:00.000,38,20190900,20190300,"19","FY20","Q3"
2019-09-22 00:00:00.000,"2019",3,9,22,20190922,"September","Sep 2019","Q3 2019",6,"Sunday",2019-09-22 00:00:00.000,38,20190900,20190300,"19","FY20","Q3"
2019-09-23 00:00:00.000,"2019",3,9,23,20190923,"September","Sep 2019","Q3 2019",0,"Monday",2019-09-29 00:00:00.000,39,20190900,20190300,"19","FY20","Q3"
2019-09-24 00:00:00.000,"2019",3,9,24,20190924,"September","Sep 2019","Q3 2019",1,"Tuesday",2019-09-29 00:00:00.000,39,20190900,20190300,"19","FY20","Q3"
2019-09-25 00:00:00.000,"2019",3,9,25,20190925,"September","Sep 2019","Q3 2019",2,"Wednesday",2019-09-29 00:00:00.000,39,20190900,20190300,"19","FY20","Q3"
2019-09-26 00:00:00.000,"2019",3,9,26,20190926,"September","Sep 2019","Q3 2019",3,"Thursday",2019-09-29 00:00:00.000,39,20190900,20190300,"19","FY20","Q3"
2019-09-27 00:00:00.000,"2019",3,9,27,20190927,"September","Sep 2019","Q3 2019",4,"Friday",2019-09-29 00:00:00.000,39,20190900,20190300,"19","FY20","Q3"
2019-09-28 00:00:00.000,"2019",3,9,28,20190928,"September","Sep 2019","Q3 2019",5,"Saturday",2019-09-29 00:00:00.000,39,20190900,20190300,"19","FY20","Q3"
2019-09-29 00:00:00.000,"2019",3,9,29,20190929,"September","Sep 2019","Q3 2019",6,"Sunday",2019-09-29 00:00:00.000,39,20190900,20190300,"19","FY20","Q3"
2019-09-30 00:00:00.000,"2019",3,9,30,20190930,"September","Sep 2019","Q3 2019",0,"Monday",2019-10-06 00:00:00.000,40,20190900,20190300,"19","FY20","Q3"
2020-09-01 00:00:00.000,"2020",3,9,1,20200901,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","Q3"
2020-09-02 00:00:00.000,"2020",3,9,2,20200902,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","Q3"
2020-09-03 00:00:00.000,"2020",3,9,3,20200903,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","Q3"
2020-09-04 00:00:00.000,"2020",3,9,4,20200904,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","Q3"
2020-09-05 00:00:00.000,"2020",3,9,5,20200905,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","Q3"
2020-09-06 00:00:00.000,"2020",3,9,6,20200906,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","Q3"
2020-09-07 00:00:00.000,"2020",3,9,7,20200907,"September","Sep 2020","Q3 2020",0,"Monday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21","Q3"
2020-09-08 00:00:00.000,"2020",3,9,8,20200908,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21","Q3"
2020-09-09 00:00:00.000,"2020",3,9,9,20200909,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21","Q3"
2020-09-10 00:00:00.000,"2020",3,9,10,20200910,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21","Q3"
2020-09-11 00:00:00.000,"2020",3,9,11,20200911,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21","Q3"
2020-09-12 00:00:00.000,"2020",3,9,12,20200912,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21","Q3"
2020-09-13 00:00:00.000,"2020",3,9,13,20200913,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21","Q3"
2020-09-14 00:00:00.000,"2020",3,9,14,20200914,"September","Sep 2020","Q3 2020",0,"Monday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21","Q3"
2020-09-15 00:00:00.000,"2020",3,9,15,20200915,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21","Q3"
2020-09-16 00:00:00.000,"2020",3,9,16,20200916,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21","Q3"
2020-09-17 00:00:00.000,"2020",3,9,17,20200917,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21","Q3"
2020-09-18 00:00:00.000,"2020",3,9,18,20200918,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21","Q3"
2020-09-19 00:00:00.000,"2020",3,9,19,20200919,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21","Q3"
2020-09-20 00:00:00.000,"2020",3,9,20,20200920,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21","Q3"
2020-09-21 00:00:00.000,"2020",3,9,21,20200921,"September","Sep 2020","Q3 2020",0,"Monday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21","Q3"
2020-09-22 00:00:00.000,"2020",3,9,22,20200922,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21","Q3"
2020-09-23 00:00:00.000,"2020",3,9,23,20200923,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21","Q3"
2020-09-24 00:00:00.000,"2020",3,9,24,20200924,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21","Q3"
2020-09-25 00:00:00.000,"2020",3,9,25,20200925,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21","Q3"
2020-09-26 00:00:00.000,"2020",3,9,26,20200926,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21","Q3"
2020-09-27 00:00:00.000,"2020",3,9,27,20200927,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21","Q3"
2020-09-28 00:00:00.000,"2020",3,9,28,20200928,"September","Sep 2020","Q3 2020",0,"Monday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21","Q3"
2020-09-29 00:00:00.000,"2020",3,9,29,20200929,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21","Q3"
2020-09-30 00:00:00.000,"2020",3,9,30,20200930,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21","Q3"
2021-09-01 00:00:00.000,"2021",3,9,1,20210901,"September","Sep 2021","Q3 2021",2,"Wednesday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","Q3"
2021-09-02 00:00:00.000,"2021",3,9,2,20210902,"September","Sep 2021","Q3 2021",3,"Thursday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","Q3"
2021-09-03 00:00:00.000,"2021",3,9,3,20210903,"September","Sep 2021","Q3 2021",4,"Friday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","Q3"
2021-09-04 00:00:00.000,"2021",3,9,4,20210904,"September","Sep 2021","Q3 2021",5,"Saturday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","Q3"
2021-09-05 00:00:00.000,"2021",3,9,5,20210905,"September","Sep 2021","Q3 2021",6,"Sunday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","Q3"
2021-09-06 00:00:00.000,"2021",3,9,6,20210906,"September","Sep 2021","Q3 2021",0,"Monday",2021-09-12 00:00:00.000,37,20210900,20210300,"21","FY22","Q3"
2021-09-07 00:00:00.000,"2021",3,9,7,20210907,"September","Sep 2021","Q3 2021",1,"Tuesday",2021-09-12 00:00:00.000,37,20210900,20210300,"21","FY22","Q3"
2021-09-08 00:00:00.000,"2021",3,9,8,20210908,"September","Sep 2021","Q3 2021",2,"Wednesday",2021-09-12 00:00:00.000,37,20210900,20210300,"21","FY22","Q3"
2021-09-09 00:00:00.000,"2021",3,9,9,20210909,"September","Sep 2021","Q3 2021",3,"Thursday",2021-09-12 00:00:00.000,37,20210900,20210300,"21","FY22","Q3"
2021-09-10 00:00:00.000,"2021",3,9,10,20210910,"September","Sep 2021","Q3 2021",4,"Friday",2021-09-12 00:00:00.000,37,20210900,20210300,"21","FY22","Q3"
2021-09-11 00:00:00.000,"2021",3,9,11,20210911,"September","Sep 2021","Q3 2021",5,"Saturday",2021-09-12 00:00:00.000,37,20210900,20210300,"21","FY22","Q3"
2021-09-12 00:00:00.000,"2021",3,9,12,20210912,"September","Sep 2021","Q3 2021",6,"Sunday",2021-09-12 00:00:00.000,37,20210900,20210300,"21","FY22","Q3"
2021-09-13 00:00:00.000,"2021",3,9,13,20210913,"September","Sep 2021","Q3 2021",0,"Monday",2021-09-19 00:00:00.000,38,20210900,20210300,"21","FY22","Q3"
2021-09-14 00:00:00.000,"2021",3,9,14,20210914,"September","Sep 2021","Q3 2021",1,"Tuesday",2021-09-19 00:00:00.000,38,20210900,20210300,"21","FY22","Q3"
2021-09-15 00:00:00.000,"2021",3,9,15,20210915,"September","Sep 2021","Q3 2021",2,"Wednesday",2021-09-19 00:00:00.000,38,20210900,20210300,"21","FY22","Q3"
2021-09-16 00:00:00.000,"2021",3,9,16,20210916,"September","Sep 2021","Q3 2021",3,"Thursday",2021-09-19 00:00:00.000,38,20210900,20210300,"21","FY22","Q3"
2021-09-17 00:00:00.000,"2021",3,9,17,20210917,"September","Sep 2021","Q3 2021",4,"Friday",2021-09-19 00:00:00.000,38,20210900,20210300,"21","FY22","Q3"
2021-09-18 00:00:00.000,"2021",3,9,18,20210918,"September","Sep 2021","Q3 2021",5,"Saturday",2021-09-19 00:00:00.000,38,20210900,20210300,"21","FY22","Q3"
2021-09-19 00:00:00.000,"2021",3,9,19,20210919,"September","Sep 2021","Q3 2021",6,"Sunday",2021-09-19 00:00:00.000,38,20210900,20210300,"21","FY22","Q3"
2021-09-20 00:00:00.000,"2021",3,9,20,20210920,"September","Sep 2021","Q3 2021",0,"Monday",2021-09-26 00:00:00.000,39,20210900,20210300,"21","FY22","Q3"
2021-09-21 00:00:00.000,"2021",3,9,21,20210921,"September","Sep 2021","Q3 2021",1,"Tuesday",2021-09-26 00:00:00.000,39,20210900,20210300,"21","FY22","Q3"
2021-09-22 00:00:00.000,"2021",3,9,22,20210922,"September","Sep 2021","Q3 2021",2,"Wednesday",2021-09-26 00:00:00.000,39,20210900,20210300,"21","FY22","Q3"
2021-09-23 00:00:00.000,"2021",3,9,23,20210923,"September","Sep 2021","Q3 2021",3,"Thursday",2021-09-26 00:00:00.000,39,20210900,20210300,"21","FY22","Q3"
2021-09-24 00:00:00.000,"2021",3,9,24,20210924,"September","Sep 2021","Q3 2021",4,"Friday",2021-09-26 00:00:00.000,39,20210900,20210300,"21","FY22","Q3"
2021-09-25 00:00:00.000,"2021",3,9,25,20210925,"September","Sep 2021","Q3 2021",5,"Saturday",2021-09-26 00:00:00.000,39,20210900,20210300,"21","FY22","Q3"
2021-09-26 00:00:00.000,"2021",3,9,26,20210926,"September","Sep 2021","Q3 2021",6,"Sunday",2021-09-26 00:00:00.000,39,20210900,20210300,"21","FY22","Q3"
2021-09-27 00:00:00.000,"2021",3,9,27,20210927,"September","Sep 2021","Q3 2021",0,"Monday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","Q3"
2021-09-28 00:00:00.000,"2021",3,9,28,20210928,"September","Sep 2021","Q3 2021",1,"Tuesday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","Q3"
2021-09-29 00:00:00.000,"2021",3,9,29,20210929,"September","Sep 2021","Q3 2021",2,"Wednesday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","Q3"
2021-09-30 00:00:00.000,"2021",3,9,30,20210930,"September","Sep 2021","Q3 2021",3,"Thursday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","Q3"
2022-09-01 00:00:00.000,"2022",3,9,1,20220901,"September","Sep 2022","Q3 2022",3,"Thursday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","Q3"
2022-09-02 00:00:00.000,"2022",3,9,2,20220902,"September","Sep 2022","Q3 2022",4,"Friday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","Q3"
2022-09-03 00:00:00.000,"2022",3,9,3,20220903,"September","Sep 2022","Q3 2022",5,"Saturday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","Q3"
2022-09-04 00:00:00.000,"2022",3,9,4,20220904,"September","Sep 2022","Q3 2022",6,"Sunday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","Q3"
2022-09-05 00:00:00.000,"2022",3,9,5,20220905,"September","Sep 2022","Q3 2022",0,"Monday",2022-09-11 00:00:00.000,37,20220900,20220300,"22","FY23","Q3"
2022-09-06 00:00:00.000,"2022",3,9,6,20220906,"September","Sep 2022","Q3 2022",1,"Tuesday",2022-09-11 00:00:00.000,37,20220900,20220300,"22","FY23","Q3"
2022-09-07 00:00:00.000,"2022",3,9,7,20220907,"September","Sep 2022","Q3 2022",2,"Wednesday",2022-09-11 00:00:00.000,37,20220900,20220300,"22","FY23","Q3"
2022-09-08 00:00:00.000,"2022",3,9,8,20220908,"September","Sep 2022","Q3 2022",3,"Thursday",2022-09-11 00:00:00.000,37,20220900,20220300,"22","FY23","Q3"
