ProductKey,Color,List Price,Weight,Days To Manufacture,ProductAlternateKey,Weight Unit,Size Unit,Product Name,Cost,Finished Good,Safety Stock Level,Reorder Point,Size,Size Range,Product Line,Dealer Price,Class,Style,Product Model,Product Description,Start Date,End Date,Status,Product Subcategory,Product Category
207,"NA",,,1,"TO-2301","","","Top Tube",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
208,"NA",,,0,"TP-0923","","","Tension Pulley",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
6,"Black",,,0,"CA-5965","","","LL Crankarm",,False,500,375,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
7,"Black",,,0,"CA-6738","","","ML Crankarm",,False,500,375,"","NA","",,"M","","","",2003-07-01 00:00:00.000,,"Current","",""
8,"Black",,,0,"CA-7457","","","HL Crankarm",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
9,"Silver",,,0,"CB-2903","","","Chainring Bolts",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
10,"Silver",,,0,"CN-6137","","","Chainring Nut",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
11,"Black",,,0,"CR-7833","","","Chainring",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
21,"Silver",,,0,"FH-2981","","","Freewheel",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
32,"Silver",,,0,"FC-3982","","","Front Derailleur Cage",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
33,"Silver",,,0,"FL-2301","","","Front Derailleur Linkage",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
140,"Silver",,,0,"LR-2398","","","Lock Ring",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
209,"Silver",,,0,"RC-0291","","","Rear Derailleur Cage",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
212,"Red",33.6442,,0,"HL-U509-R","","","Sport-100 Helmet, Red",12.0278,True,4,3,"","NA","S",20.1865,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Helmets","Accessories"
213,"Red",33.6442,,0,"HL-U509-R","","","Sport-100 Helmet, Red",13.8782,True,4,3,"","NA","S",20.1865,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Helmets","Accessories"
214,"Red",34.99,,0,"HL-U509-R","","","Sport-100 Helmet, Red",13.0863,True,4,3,"","NA","S",20.994,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,,"Current","Helmets","Accessories"
215,"Black",33.6442,,0,"HL-U509","","","Sport-100 Helmet, Black",12.0278,True,4,3,"","NA","S",20.1865,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Helmets","Accessories"
216,"Black",33.6442,,0,"HL-U509","","","Sport-100 Helmet, Black",13.8782,True,4,3,"","NA","S",20.1865,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Helmets","Accessories"
217,"Black",34.99,,0,"HL-U509","","","Sport-100 Helmet, Black",13.0863,True,4,3,"","NA","S",20.994,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,,"Current","Helmets","Accessories"
220,"Blue",33.6442,,0,"HL-U509-B","","","Sport-100 Helmet, Blue",12.0278,True,4,3,"","NA","S",20.1865,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Helmets","Accessories"
221,"Blue",33.6442,,0,"HL-U509-B","","","Sport-100 Helmet, Blue",13.8782,True,4,3,"","NA","S",20.1865,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Helmets","Accessories"
222,"Blue",34.99,,0,"HL-U509-B","","","Sport-100 Helmet, Blue",13.0863,True,4,3,"","NA","S",20.994,"","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,,"Current","Helmets","Accessories"
223,"Multi",8.6442,,0,"CA-1098","","","AWC Logo Cap",5.7052,True,4,3,"","NA","S",5.1865,"","U","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Caps","Clothing"
224,"Multi",8.6442,,0,"CA-1098","","","AWC Logo Cap",5.2297,True,4,3,"","NA","S",5.1865,"","U","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Caps","Clothing"
225,"Multi",8.99,,0,"CA-1098","","","AWC Logo Cap",6.9223,True,4,3,"","NA","S",5.394,"","U","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.",2013-07-01 00:00:00.000,,"Current","Caps","Clothing"
391,"NA",148.22,,1,"FK-1639","","","LL Fork",65.8097,True,500,375,"","NA","",88.932,"L","","LL Fork","Stout design absorbs shock and offers more precise steering.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Forks","Components"
392,"NA",175.49,,1,"FK-5136","","","ML Fork",77.9176,True,500,375,"","NA","",105.294,"M","","ML Fork","Composite road fork with an aluminum steerer tube.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Forks","Components"
393,"NA",229.49,,1,"FK-9939","","","HL Fork",101.8936,True,500,375,"","NA","",137.694,"H","","HL Fork","High-performance carbon road fork with curved legs.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Forks","Components"
394,"NA",34.2,,1,"HS-0296","","","LL Headset",15.1848,True,500,375,"","NA","",20.52,"L","","LL Headset","Threadless headset provides quality at an economical price.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Headsets","Components"
395,"NA",102.29,,1,"HS-2451","","","ML Headset",45.4168,True,500,375,"","NA","",61.374,"M","","ML Headset","Sealed cartridge keeps dirt out.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Headsets","Components"
396,"NA",124.73,,1,"HS-3479","","","HL Headset",55.3801,True,500,375,"","NA","",74.838,"H","","HL Headset","High-quality 1"" threadless headset with a grease port for quick lubrication.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Headsets","Components"
397,"NA",40.4909,,1,"HB-M243","","","LL Mountain Handlebars",17.978,True,500,375,"","NA","M",24.2945,"L","","LL Mountain Handlebars","All-purpose bar for on or off-road.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Handlebars","Components"
398,"NA",44.54,,1,"HB-M243","","","LL Mountain Handlebars",19.7758,True,500,375,"","NA","M",26.724,"L","","LL Mountain Handlebars","All-purpose bar for on or off-road.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
399,"NA",56.2909,,1,"HB-M763","","","ML Mountain Handlebars",24.9932,True,500,375,"","NA","M",33.7745,"M","","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Handlebars","Components"
400,"NA",61.92,,1,"HB-M763","","","ML Mountain Handlebars",27.4925,True,500,375,"","NA","M",37.152,"M","","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
401,"NA",109.3364,,1,"HB-M918","","","HL Mountain Handlebars",48.5453,True,500,375,"","NA","M",65.6018,"H","","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Handlebars","Components"
402,"NA",120.27,,1,"HB-M918","","","HL Mountain Handlebars",53.3999,True,500,375,"","NA","M",72.162,"H","","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
403,"NA",40.4909,,1,"HB-R504","","","LL Road Handlebars",17.978,True,500,375,"","NA","R",24.2945,"L","","LL Road Handlebars","Unique shape provides easier reach to the levers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Handlebars","Components"
404,"NA",44.54,,1,"HB-R504","","","LL Road Handlebars",19.7758,True,500,375,"","NA","R",26.724,"L","","LL Road Handlebars","Unique shape provides easier reach to the levers.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
405,"NA",56.2909,,1,"HB-R720","","","ML Road Handlebars",24.9932,True,500,375,"","NA","R",33.7745,"M","","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Handlebars","Components"
406,"NA",61.92,,1,"HB-R720","","","ML Road Handlebars",27.4925,True,500,375,"","NA","R",37.152,"M","","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
407,"NA",109.3364,,1,"HB-R956","","","HL Road Handlebars",48.5453,True,500,375,"","NA","R",65.6018,"H","","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Handlebars","Components"
408,"NA",120.27,,1,"HB-R956","","","HL Road Handlebars",53.3999,True,500,375,"","NA","R",72.162,"H","","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
410,"Black",60.745,,1,"FW-M423","","","LL Mountain Front Wheel",26.9708,True,500,375,"","NA","M",36.447,"L","","LL Mountain Front Wheel","Replacement mountain wheel for entry-level rider.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
411,"Black",209.025,,1,"FW-M762","","","ML Mountain Front Wheel",92.8071,True,500,375,"","NA","M",125.415,"M","","ML Mountain Front Wheel","Replacement mountain wheel for the casual to serious rider.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
412,"Black",300.215,,1,"FW-M928","","","HL Mountain Front Wheel",133.2955,True,500,375,"","NA","M",180.129,"H","","HL Mountain Front Wheel","High-performance mountain replacement wheel.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
416,"Black",218.01,,1,"FW-T905","","","Touring Front Wheel",96.7964,True,500,375,"","NA","T",130.806,"","","Touring Front Wheel","Aerodynamic rims for smooth riding.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
419,"Black",87.745,,1,"RW-M423","","","LL Mountain Rear Wheel",38.9588,True,500,375,"","NA","M",52.647,"L","","LL Mountain Rear Wheel","Replacement mountain wheel for entry-level rider.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
420,"Black",236.025,,1,"RW-M762","","","ML Mountain Rear Wheel",104.7951,True,500,375,"","NA","M",141.615,"M","","ML Mountain Rear Wheel","Replacement mountain wheel for the casual to serious rider.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
421,"Black",327.215,,1,"RW-M928","","","HL Mountain Rear Wheel",145.2835,True,500,375,"","NA","M",196.329,"H","","HL Mountain Rear Wheel","High-performance mountain replacement wheel.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
425,"Black",245.01,,1,"RW-T905","","","Touring Rear Wheel",108.7844,True,500,375,"","NA","T",147.006,"","","Touring Rear Wheel","Excellent aerodynamic rims guarantee a smooth ride.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Wheels","Components"
446,"Grey",125,,0,"PA-T100","","","Touring-Panniers, Large",51.5625,True,4,3,"","NA","T",75,"","","Touring-Panniers","Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Panniers","Accessories"
447,"NA",25,,0,"LO-C100","","","Cable Lock",10.3125,True,4,3,"","NA","S",15,"","","Cable Lock","Wraps to fit front and rear tires, carrier and 2 keys included.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Locks","Accessories"
448,"NA",19.99,,0,"PU-0452","","","Minipump",8.2459,True,4,3,"","NA","S",11.994,"","","Minipump","Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Pumps","Accessories"
449,"NA",24.99,,0,"PU-M044","","","Mountain Pump",10.3084,True,4,3,"","NA","M",14.994,"","","Mountain Pump","Simple and light-weight. Emergency patches stored in handle.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Pumps","Accessories"
450,"NA",13.99,,0,"LT-T990","","","Taillights - Battery-Powered",5.7709,True,4,3,"","NA","R",8.394,"","","Taillight","Affordable light for safe night riding - uses 3 AAA batteries",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Lights","Accessories"
451,"NA",34.99,,0,"LT-H902","","","Headlights - Dual-Beam",14.4334,True,4,3,"","NA","R",20.994,"","","Headlights - Dual-Beam","Rechargeable dual-beam headlight.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Lights","Accessories"
452,"NA",44.99,,0,"LT-H903","","","Headlights - Weatherproof",18.5584,True,4,3,"","NA","R",26.994,"","","Headlights - Weatherproof","Rugged weatherproof headlight.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Lights","Accessories"
477,"NA",4.99,,0,"WB-H098","","","Water Bottle - 30 oz.",1.8663,True,4,3,"","NA","S",2.994,"","","Water Bottle","AWC logo water bottle - holds 30 oz; leak-proof.",2013-07-01 00:00:00.000,,"Current","Bottles and Cages","Accessories"
478,"NA",9.99,,0,"BC-M005","","","Mountain Bottle Cage",3.7363,True,4,3,"","NA","M",5.994,"","","Mountain Bottle Cage","Tough aluminum cage holds bottle securly on tough terrain.",2013-07-01 00:00:00.000,,"Current","Bottles and Cages","Accessories"
479,"NA",8.99,,0,"BC-R205","","","Road Bottle Cage",3.3623,True,4,3,"","NA","R",5.394,"","","Road Bottle Cage","Aluminum cage is lighter than our mountain version; perfect for long distance trips.",2013-07-01 00:00:00.000,,"Current","Bottles and Cages","Accessories"
480,"NA",2.29,,0,"PK-7098","","","Patch Kit/8 Patches",0.8565,True,4,3,"","NA","S",1.374,"","","Patch kit","Includes 8 different size patches, glue and sandpaper.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
483,"NA",120,,0,"RA-H123","","","Hitch Rack - 4-Bike",44.88,True,4,3,"","NA","S",72,"","","Hitch Rack - 4-Bike","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",2013-07-01 00:00:00.000,,"Current","Bike Racks","Accessories"
484,"NA",7.95,,0,"CL-9009","","","Bike Wash - Dissolver",2.9733,True,4,3,"","NA","S",4.77,"","","Bike Wash","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",2013-07-01 00:00:00.000,,"Current","Cleaners","Accessories"
485,"NA",21.98,,0,"FE-6654","","","Fender Set - Mountain",8.2205,True,4,3,"","NA","M",13.188,"","","Fender Set - Mountain","Clip-on fenders fit most mountain bikes.",2013-07-01 00:00:00.000,,"Current","Fenders","Accessories"
486,"NA",159,,0,"ST-1401","","","All-Purpose Bike Stand",59.466,True,4,3,"","NA","M",95.4,"","","All-Purpose Bike Stand","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.",2013-07-01 00:00:00.000,,"Current","Bike Stands","Accessories"
515,"NA",27.12,,1,"SE-M236","","","LL Mountain Seat/Saddle",12.0413,True,500,375,"","NA","M",16.272,"L","","LL Mountain Seat/Saddle 2","Synthetic leather. Features gel for increased comfort.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
516,"NA",39.14,,1,"SE-M798","","","ML Mountain Seat/Saddle",17.3782,True,500,375,"","NA","M",23.484,"M","","ML Mountain Seat/Saddle 2","Designed to absorb shock.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
517,"NA",52.64,,1,"SE-M940","","","HL Mountain Seat/Saddle",23.3722,True,500,375,"","NA","M",31.584,"H","","HL Mountain Seat/Saddle 2","Anatomic design for a full-day of riding in comfort. Durable leather.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
518,"NA",27.12,,1,"SE-R581","","","LL Road Seat/Saddle",12.0413,True,500,375,"","NA","R",16.272,"L","","LL Road Seat/Saddle 1","Lightweight foam-padded saddle.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
519,"NA",39.14,,1,"SE-R908","","","ML Road Seat/Saddle",17.3782,True,500,375,"","NA","T",23.484,"M","","ML Road Seat/Saddle 2","Rubber bumpers absorb bumps.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
520,"NA",52.64,,1,"SE-R995","","","HL Road Seat/Saddle",23.3722,True,500,375,"","NA","R",31.584,"H","","HL Road Seat/Saddle 2","Lightweight kevlar racing saddle. Leather.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
521,"NA",27.12,,1,"SE-T312","","","LL Touring Seat/Saddle",12.0413,True,500,375,"","NA","T",16.272,"L","","LL Touring Seat/Saddle","Comfortable, ergonomically shaped gel saddle.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
522,"NA",39.14,,1,"SE-T762","","","ML Touring Seat/Saddle",17.3782,True,500,375,"","NA","T",23.484,"M","","ML Touring Seat/Saddle","New design relieves pressure for long rides.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
523,"NA",52.64,,1,"SE-T924","","","HL Touring Seat/Saddle",23.3722,True,500,375,"","NA","T",31.584,"H","","HL Touring Seat/Saddle","Cut-out shell for a more comfortable ride.",2013-07-01 00:00:00.000,,"Current","Saddles","Components"
528,"NA",4.99,,0,"TT-M928","","","Mountain Tire Tube",1.8663,True,500,375,"","NA","M",2.994,"","","Mountain Tire Tube","Self-sealing tube.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
529,"NA",3.99,,0,"TT-R982","","","Road Tire Tube",1.4923,True,500,375,"","NA","R",2.394,"","","Road Tire Tube","Conventional all-purpose tube.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
530,"NA",4.99,,0,"TT-T092","","","Touring Tire Tube",1.8663,True,500,375,"","NA","T",2.994,"","","Touring Tire Tube","General purpose tube.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
535,"NA",24.99,,0,"TI-M267","","","LL Mountain Tire",9.3463,True,500,375,"","NA","M",14.994,"L","","LL Mountain Tire","Comparible traction, less expensive wire bead casing.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
536,"NA",29.99,,0,"TI-M602","","","ML Mountain Tire",11.2163,True,500,375,"","NA","M",17.994,"M","","ML Mountain Tire","Great traction, high-density rubber.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
537,"NA",35,,0,"TI-M823","","","HL Mountain Tire",13.09,True,500,375,"","NA","M",21,"H","","HL Mountain Tire","Incredible traction, lightweight carbon reinforced.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
538,"NA",21.49,,0,"TI-R092","","","LL Road Tire",8.0373,True,500,375,"","NA","R",12.894,"L","","LL Road Tire","Same great treads as more expensive tire with a less expensive wire bead casing.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
539,"NA",24.99,,0,"TI-R628","","","ML Road Tire",9.3463,True,500,375,"","NA","R",14.994,"M","","ML Road Tire","Higher density rubber.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
540,"NA",32.6,,0,"TI-R982","","","HL Road Tire",12.1924,True,500,375,"","NA","R",19.56,"H","","HL Road Tire","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
541,"NA",28.99,,0,"TI-T723","","","Touring Tire",10.8423,True,500,375,"","NA","T",17.394,"","","Touring Tire","High-density rubber.",2013-07-01 00:00:00.000,,"Current","Tires and Tubes","Accessories"
548,"Silver/Black",80.99,,1,"PD-T852","","","Touring Pedal",35.9596,True,500,375,"","NA","T",48.594,"","","Touring Pedal","A stable pedal for all-day riding.",2013-07-01 00:00:00.000,,"Current","Pedals","Components"
553,"NA",46.09,,1,"HB-T721","","","LL Touring Handlebars",20.464,True,500,375,"","NA","T",27.654,"L","","LL Touring Handlebars","Unique shape reduces fatigue for entry level riders.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
554,"NA",91.57,,1,"HB-T928","","","HL Touring Handlebars",40.6571,True,500,375,"","NA","T",54.942,"H","","HL Touring Handlebars","A light yet stiff aluminum bar for long distance riding.",2013-07-01 00:00:00.000,,"Current","Handlebars","Components"
559,"Silver",20.24,,1,"CH-0234","","","Chain",8.9866,True,500,375,"","NA","",12.144,"","","Chain","Superior shifting performance.",2013-07-01 00:00:00.000,,"Current","Chains","Components"
218,"White",9.5,,0,"SO-B909-M","","","Mountain Bike Socks, M",3.3963,True,4,3,"M","M","M",5.7,"","U","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Socks","Clothing"
219,"White",9.5,,0,"SO-B909-L","","","Mountain Bike Socks, L",3.3963,True,4,3,"L","L","M",5.7,"","U","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Socks","Clothing"
226,"Multi",48.0673,,0,"LJ-0192-S","","","Long-Sleeve Logo Jersey, S",31.7244,True,4,3,"S","S","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Jerseys","Clothing"
227,"Multi",48.0673,,0,"LJ-0192-S","","","Long-Sleeve Logo Jersey, S",29.0807,True,4,3,"S","S","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Jerseys","Clothing"
228,"Multi",49.99,,0,"LJ-0192-S","","","Long-Sleeve Logo Jersey, S",38.4923,True,4,3,"S","S","S",29.994,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2013-07-01 00:00:00.000,,"Current","Jerseys","Clothing"
229,"Multi",48.0673,,0,"LJ-0192-M","","","Long-Sleeve Logo Jersey, M",31.7244,True,4,3,"M","M","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Jerseys","Clothing"
230,"Multi",48.0673,,0,"LJ-0192-M","","","Long-Sleeve Logo Jersey, M",29.0807,True,4,3,"M","M","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Jerseys","Clothing"
231,"Multi",49.99,,0,"LJ-0192-M","","","Long-Sleeve Logo Jersey, M",38.4923,True,4,3,"M","M","S",29.994,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2013-07-01 00:00:00.000,,"Current","Jerseys","Clothing"
232,"Multi",48.0673,,0,"LJ-0192-L","","","Long-Sleeve Logo Jersey, L",31.7244,True,4,3,"L","L","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Jerseys","Clothing"
233,"Multi",48.0673,,0,"LJ-0192-L","","","Long-Sleeve Logo Jersey, L",29.0807,True,4,3,"L","L","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Jerseys","Clothing"
234,"Multi",49.99,,0,"LJ-0192-L","","","Long-Sleeve Logo Jersey, L",38.4923,True,4,3,"L","L","S",29.994,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2013-07-01 00:00:00.000,,"Current","Jerseys","Clothing"
235,"Multi",48.0673,,0,"LJ-0192-X","","","Long-Sleeve Logo Jersey, XL",31.7244,True,4,3,"XL","XL","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,"","Jerseys","Clothing"
236,"Multi",48.0673,,0,"LJ-0192-X","","","Long-Sleeve Logo Jersey, XL",29.0807,True,4,3,"XL","XL","S",28.8404,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Jerseys","Clothing"
237,"Multi",49.99,,0,"LJ-0192-X","","","Long-Sleeve Logo Jersey, XL",38.4923,True,4,3,"XL","XL","S",29.994,"","U","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey",2013-07-01 00:00:00.000,,"Current","Jerseys","Clothing"
445,"Black",59.99,,0,"SH-M897-S","","","Men's Sports Shorts, S",24.7459,True,4,3,"S","S","S",35.994,"","M","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Shorts","Clothing"
453,"Black",59.99,,0,"SH-M897-M","","","Men's Sports Shorts, M",24.7459,True,4,3,"M","M","S",35.994,"","M","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Shorts","Clothing"
454,"Black",59.99,,0,"SH-M897-L","","","Men's Sports Shorts, L",24.7459,True,4,3,"L","L","S",35.994,"","M","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Shorts","Clothing"
455,"Black",59.99,,0,"SH-M897-X","","","Men's Sports Shorts, XL",24.7459,True,4,3,"XL","XL","S",35.994,"","M","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Shorts","Clothing"
456,"Black",74.99,,0,"TG-W091-S","","","Women's Tights, S",30.9334,True,4,3,"S","S","S",44.994,"","W","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Tights","Clothing"
457,"Black",74.99,,0,"TG-W091-M","","","Women's Tights, M",30.9334,True,4,3,"M","M","S",44.994,"","W","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Tights","Clothing"
458,"Black",74.99,,0,"TG-W091-L","","","Women's Tights, L",30.9334,True,4,3,"L","L","S",44.994,"","W","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Tights","Clothing"
459,"Multi",89.99,,0,"SB-M891-S","","","Men's Bib-Shorts, S",37.1209,True,4,3,"S","S","S",53.994,"","M","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,"","Bib-Shorts","Clothing"
