season,match_key,match_date,team,innings,overs_played,runs_made,allocated_overs,rr
"2013","20130516KXP",2013-05-16 00:00:00.000,"Kings XI Punjab",1,19.6,171,20,8.55
"2013","20130517SH",2013-05-17 00:00:00.000,"Sunrisers Hyderabad",1,19.6,136,20,6.8
"2013","20130518KXP",2013-05-18 00:00:00.000,"Kings XI Punjab",1,19.6,183,20,9.15
"2013","20130519PW",2013-05-19 00:00:00.000,"Pune Warriors",1,19.6,172,20,8.6
"2013","20130519SH",2013-05-19 00:00:00.000,"Kolkata Knight Riders",1,19.6,130,20,6.5
"2013","20130521CSK",2013-05-21 00:00:00.000,"Chennai Super Kings",1,19.6,192,20,9.6
"2013","20130522RR",2013-05-22 00:00:00.000,"Sunrisers Hyderabad",1,19.6,132,20,6.6
"2013","20130526MI",2013-05-26 00:00:00.000,"Mumbai Indians",1,19.6,148,20,7.4
"2014","20140416KKR",2014-04-16 00:00:00.000,"Kolkata Knight Riders",1,19.6,163,20,8.15
"2014","20140417RCB",2014-04-17 00:00:00.000,"Delhi Daredevils",1,19.6,145,20,7.25
"2014","20140418KXP",2014-04-18 00:00:00.000,"Chennai Super Kings",1,19.6,205,20,10.25
"2014","20140418RR",2014-04-18 00:00:00.000,"Sunrisers Hyderabad",1,19.6,133,20,6.65
"2014","20140419RCB",2014-04-19 00:00:00.000,"Mumbai Indians",1,19.6,115,20,5.75
"2014","20140420KXP",2014-04-20 00:00:00.000,"Rajasthan Royals",1,19.6,191,20,9.55
"2014","20140422KXP",2014-04-22 00:00:00.000,"Kings XI Punjab",1,19.6,193,20,9.65
"2014","20140425CSK",2014-04-25 00:00:00.000,"Mumbai Indians",1,19.6,141,20,7.05
"2014","20140425SH",2014-04-25 00:00:00.000,"Sunrisers Hyderabad",1,19.6,184,20,9.2
"2014","20140426KXP",2014-04-26 00:00:00.000,"Kings XI Punjab",1,19.6,132,20,6.6
"2014","20140427CSK",2014-04-27 00:00:00.000,"Sunrisers Hyderabad",1,19.6,145,20,7.25
"2014","20140427DD",2014-04-27 00:00:00.000,"Mumbai Indians",1,19.6,125,20,6.25
"2014","20140429",2014-04-29 00:00:00.000,"Rajasthan Royals",1,19.6,152,20,7.6
"2014","20140430SH",2014-04-30 00:00:00.000,"Sunrisers Hyderabad",1,19.6,172,20,8.6
"2014","20140503MI",2014-05-03 00:00:00.000,"Kings XI Punjab",1,19.6,168,20,8.4
"2014","20140503RR",2014-05-03 00:00:00.000,"Delhi Daredevils",1,19.6,152,20,7.6
"2014","20140504RCB",2014-05-04 00:00:00.000,"Sunrisers Hyderabad",1,19.6,155,20,7.75
"2014","20140505CSK",2014-05-05 00:00:00.000,"Delhi Daredevils",1,19.6,178,20,8.9
"2014","20140505RR",2014-05-05 00:00:00.000,"Rajasthan Royals",1,19.6,170,20,8.5
"2014","20140507KKR",2014-05-07 00:00:00.000,"Delhi Daredevils",1,19.6,160,20,8
"2014","20140507KXP",2014-05-07 00:00:00.000,"Kings XI Punjab",1,19.6,231,20,11.55
"2014","20140509KXP",2014-05-09 00:00:00.000,"Kings XI Punjab",1,19.6,198,20,9.9
"2014","20140510SH",2014-05-10 00:00:00.000,"Delhi Daredevils",1,19.6,143,20,7.15
"2014","20140511KKR",2014-05-11 00:00:00.000,"Kings XI Punjab",1,19.6,149,20,7.45
"2014","20140513CSK",2014-05-13 00:00:00.000,"Rajasthan Royals",1,19.6,148,20,7.4
"2014","20140514KKR",2014-05-14 00:00:00.000,"Mumbai Indians",1,19.6,141,20,7.05
"2014","20140518RCB",2014-05-18 00:00:00.000,"Chennai Super Kings",1,19.6,138,20,6.9
"2014","20140519KXP",2014-05-19 00:00:00.000,"Delhi Daredevils",1,19.6,164,20,8.2
"2014","20140519MI",2014-05-19 00:00:00.000,"Mumbai Indians",1,19.6,178,20,8.9
"2014","20140520SH",2014-05-20 00:00:00.000,"Royal Challengers Bangalore",1,19.6,160,20,8
"2014","20140521MI",2014-05-21 00:00:00.000,"Kings XI Punjab",1,19.6,156,20,7.8
"2014","20140522KKR",2014-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,195,20,9.75
"2014","20140522SH",2014-05-22 00:00:00.000,"Chennai Super Kings",1,19.6,185,20,9.25
"2014","20140523KXP",2014-05-23 00:00:00.000,"Kings XI Punjab",1,19.6,179,20,8.95
"2014","20140527KKR",2014-05-27 00:00:00.000,"Kolkata Knight Riders",1,19.6,163,20,8.15
"2014","20140528CSK",2014-05-28 00:00:00.000,"Mumbai Indians",1,19.6,173,20,8.65
"2014","20140530KXP",2014-05-30 00:00:00.000,"Kings XI Punjab",1,19.6,226,20,11.3
"2014","20140601KKR",2014-06-01 00:00:00.000,"Kings XI Punjab",1,19.6,199,20,9.95
"2015","20150408KKR",2015-04-08 00:00:00.000,"Mumbai Indians",1,19.6,168,20,8.4
"2015","20150409CSK",2015-04-09 00:00:00.000,"Chennai Super Kings",1,19.6,150,20,7.5
"2015","20150410RR",2015-04-10 00:00:00.000,"Rajasthan Royals",1,19.6,162,20,8.1
"2015","20150411CSK",2015-04-11 00:00:00.000,"Chennai Super Kings",1,19.6,209,20,10.45
"2015","20150412RR",2015-04-12 00:00:00.000,"Delhi Daredevils",1,19.6,184,20,9.2
"2015","20150414RR",2015-04-14 00:00:00.000,"Mumbai Indians",1,19.6,164,20,8.2
"2015","20150415DD",2015-04-15 00:00:00.000,"Kings XI Punjab",1,19.6,165,20,8.25
"2015","20150416RR",2015-04-16 00:00:00.000,"Sunrisers Hyderabad",1,19.6,127,20,6.35
"2015","20150417CSK",2015-04-17 00:00:00.000,"Mumbai Indians",1,19.6,183,20,9.15
"2015","20150418DD",2015-04-18 00:00:00.000,"Delhi Daredevils",1,19.6,167,20,8.35
"2015","20150418KKR",2015-04-18 00:00:00.000,"Kings XI Punjab",1,19.6,155,20,7.75
"2015","20150419RR",2015-04-19 00:00:00.000,"Chennai Super Kings",1,19.6,156,20,7.8
"2015","20150420KKR",2015-04-20 00:00:00.000,"Delhi Daredevils",1,19.6,146,20,7.3
"2015","20150421",2015-04-21 00:00:00.000,"Rajasthan Royals",1,19.6,191,20,9.55
"2015","20150422CSK",2015-04-22 00:00:00.000,"Chennai Super Kings",1,19.6,181,20,9.05
"2015","20150423DD",2015-04-23 00:00:00.000,"Delhi Daredevils",1,19.6,190,20,9.5
"2015","20150424RCB",2015-04-24 00:00:00.000,"Rajasthan Royals",1,19.6,130,20,6.5
"2015","20150425CSK",2015-04-25 00:00:00.000,"Chennai Super Kings",1,19.6,192,20,9.6
"2015","20150427SH",2015-04-27 00:00:00.000,"Sunrisers Hyderabad",1,19.6,150,20,7.5
"2015","20150428CSK",2015-04-28 00:00:00.000,"Chennai Super Kings",1,19.6,134,20,6.7
"2015","20150429",2015-04-29 00:00:00.000,"Royal Challengers Bangalore",1,19.6,200,20,10
"2015","20150430KKR",2015-04-30 00:00:00.000,"Chennai Super Kings",1,19.6,165,20,8.25
"2015","20150501DD",2015-05-01 00:00:00.000,"Kings XI Punjab",1,19.6,118,20,5.9
"2015","20150501MI",2015-05-01 00:00:00.000,"Mumbai Indians",1,19.6,187,20,9.35
"2015","20150502SH",2015-05-02 00:00:00.000,"Sunrisers Hyderabad",1,19.6,192,20,9.6
"2015","20150503RR",2015-05-03 00:00:00.000,"Rajasthan Royals",1,19.6,189,20,9.45
"2015","20150504KKR",2015-05-04 00:00:00.000,"Kolkata Knight Riders",1,19.6,167,20,8.35
"2015","20150505MI",2015-05-05 00:00:00.000,"Delhi Daredevils",1,19.6,152,20,7.6
"2015","20150506RCB",2015-05-06 00:00:00.000,"Royal Challengers Bangalore",1,19.6,226,20,11.3
"2015","20150507KKR",2015-05-07 00:00:00.000,"Kolkata Knight Riders",1,19.6,171,20,8.55
"2015","20150508MI",2015-05-08 00:00:00.000,"Chennai Super Kings",1,19.6,158,20,7.9
"2015","20150509KKR",2015-05-09 00:00:00.000,"Kings XI Punjab",1,19.6,183,20,9.15
"2015","20150509SH",2015-05-09 00:00:00.000,"Sunrisers Hyderabad",1,19.6,163,20,8.15
"2015","20150510CSK",2015-05-10 00:00:00.000,"Chennai Super Kings",1,19.6,157,20,7.85
"2015","20150510RCB",2015-05-10 00:00:00.000,"Royal Challengers Bangalore",1,19.6,235,20,11.75
"2015","20150511SH",2015-05-11 00:00:00.000,"Sunrisers Hyderabad",1,19.6,185,20,9.25
"2015","20150512DD",2015-05-12 00:00:00.000,"Chennai Super Kings",1,19.6,119,20,5.95
"2015","20150516CSK",2015-05-16 00:00:00.000,"Kings XI Punjab",1,19.6,130,20,6.5
"2015","20150516RR",2015-05-16 00:00:00.000,"Rajasthan Royals",1,19.6,199,20,9.95
"2015","20150517",2015-05-17 00:00:00.000,"Delhi Daredevils",1,19.6,187,20,9.35
"2015","20150517MI",2015-05-17 00:00:00.000,"Sunrisers Hyderabad",1,19.6,113,20,5.65
"2015","20150520RCB",2015-05-20 00:00:00.000,"Royal Challengers Bangalore",1,19.6,180,20,9
"2015","20150524MI",2015-05-24 00:00:00.000,"Mumbai Indians",1,19.6,202,20,10.1
"2016","20160409RPS",2016-04-09 00:00:00.000,"Mumbai Indians",1,19.6,121,20,6.05
"2016","20160411GL",2016-04-11 00:00:00.000,"Kings XI Punjab",1,19.6,161,20,8.05
"2016","20160412RCB",2016-04-12 00:00:00.000,"Royal Challengers Bangalore",1,19.6,227,20,11.35
"2016","20160413MI",2016-04-13 00:00:00.000,"Kolkata Knight Riders",1,19.6,187,20,9.35
"2016","20160414GL",2016-04-14 00:00:00.000,"Rising Pune Supergiants",1,19.6,163,20,8.15
"2016","20160415DD",2016-04-15 00:00:00.000,"Kings XI Punjab",1,19.6,111,20,5.55
"2016","20160416GL",2016-04-16 00:00:00.000,"Mumbai Indians",1,19.6,143,20,7.15
"2016","20160416KKR",2016-04-16 00:00:00.000,"Sunrisers Hyderabad",1,19.6,142,20,7.1
"2016","20160417DD",2016-04-17 00:00:00.000,"Royal Challengers Bangalore",1,19.6,191,20,9.55
"2016","20160417KXP",2016-04-17 00:00:00.000,"Rising Pune Supergiants",1,19.6,152,20,7.6
"2016","20160418SH",2016-04-18 00:00:00.000,"Mumbai Indians",1,19.6,142,20,7.1
"2016","20160419KKR",2016-04-19 00:00:00.000,"Kings XI Punjab",1,19.6,138,20,6.9
"2016","20160420MI",2016-04-20 00:00:00.000,"Royal Challengers Bangalore",1,19.6,170,20,8.5
"2016","20160421SH",2016-04-21 00:00:00.000,"Gujarat Lions",1,19.6,135,20,6.75
"2016","20160423SH",2016-04-23 00:00:00.000,"Kings XI Punjab",1,19.6,143,20,7.15
"2016","20160424KKR",2016-04-24 00:00:00.000,"Rising Pune Supergiants",1,19.6,160,20,8
"2016","20160425MI",2016-04-25 00:00:00.000,"Mumbai Indians",1,19.6,189,20,9.45
"2016","20160426RPS",2016-04-26 00:00:00.000,"Sunrisers Hyderabad",1,19.6,118,20,5.9
"2016","20160427GL",2016-04-27 00:00:00.000,"Gujarat Lions",1,19.6,172,20,8.6
"2016","20160428MI",2016-04-28 00:00:00.000,"Kolkata Knight Riders",1,19.6,174,20,8.7
"2016","20160429GL",2016-04-29 00:00:00.000,"Rising Pune Supergiants",1,19.6,195,20,9.75
"2016","20160430DD",2016-04-30 00:00:00.000,"Delhi Daredevils",1,19.6,186,20,9.3
"2016","20160501MI",2016-05-01 00:00:00.000,"Rising Pune Supergiants",1,19.6,159,20,7.95
"2016","20160502KKR",2016-05-02 00:00:00.000,"Royal Challengers Bangalore",1,19.6,185,20,9.25
"2016","20160503DD",2016-05-03 00:00:00.000,"Gujarat Lions",1,19.6,149,20,7.45
"2016","20160504KKR",2016-05-04 00:00:00.000,"Kolkata Knight Riders",1,19.6,164,20,8.2
"2016","20160505RPS",2016-05-05 00:00:00.000,"Delhi Daredevils",1,19.6,162,20,8.1
"2016","20160506SH",2016-05-06 00:00:00.000,"Gujarat Lions",1,19.6,126,20,6.3
"2016","20160507RCB",2016-05-07 00:00:00.000,"Rising Pune Supergiants",1,19.6,191,20,9.55
"2016","20160508SH",2016-05-08 00:00:00.000,"Sunrisers Hyderabad",1,19.6,177,20,8.85
"2016","20160510SH",2016-05-10 00:00:00.000,"Sunrisers Hyderabad",1,19.6,137,20,6.85
"2016","20160513KXP",2016-05-13 00:00:00.000,"Mumbai Indians",1,19.6,124,20,6.2
"2016","20160514RCB",2016-05-14 00:00:00.000,"Royal Challengers Bangalore",1,19.6,248,20,12.4
"2016","20160515MI",2016-05-15 00:00:00.000,"Mumbai Indians",1,19.6,206,20,10.3
"2016","20160515SH",2016-05-15 00:00:00.000,"Kings XI Punjab",1,19.6,179,20,8.95
"2016","20160517RPS",2016-05-17 00:00:00.000,"Delhi Daredevils",1,19.6,121,20,6.05
"2016","20160519GL",2016-05-19 00:00:00.000,"Kolkata Knight Riders",1,19.6,124,20,6.2
"2016","20160520DD",2016-05-20 00:00:00.000,"Sunrisers Hyderabad",1,19.6,158,20,7.9
"2016","20160521GL",2016-05-21 00:00:00.000,"Mumbai Indians",1,19.6,172,20,8.6
"2016","20160521RPS",2016-05-21 00:00:00.000,"Kings XI Punjab",1,19.6,172,20,8.6
"2016","20160522KKR",2016-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,171,20,8.55
"2016","20160522RCB",2016-05-22 00:00:00.000,"Delhi Daredevils",1,19.6,138,20,6.9
"2016","20160524RCB",2016-05-24 00:00:00.000,"Gujarat Lions",1,19.6,158,20,7.9
"2016","20160525SH",2016-05-25 00:00:00.000,"Sunrisers Hyderabad",1,19.6,162,20,8.1
"2016","20160529SH",2016-05-29 00:00:00.000,"Sunrisers Hyderabad",1,19.6,208,20,10.4
"2017","20170405SH",2017-04-05 00:00:00.000,"Sunrisers Hyderabad",1,19.6,207,20,10.35
"2017","20170407KKR",2017-04-07 00:00:00.000,"Gujarat Lions",1,19.6,183,20,9.15
"2017","20170408KXP",2017-04-08 00:00:00.000,"Rising Pune Supergiant",1,19.6,163,20,8.15
"2017","20170408RCB",2017-04-08 00:00:00.000,"Royal Challengers Bangalore",1,19.6,157,20,7.85
"2017","20170409SH",2017-04-09 00:00:00.000,"Gujarat Lions",1,19.6,135,20,6.75
"2017","20170410KXP",2017-04-10 00:00:00.000,"Royal Challengers Bangalore",1,19.6,148,20,7.4
"2017","20170411DD",2017-04-11 00:00:00.000,"Delhi Daredevils",1,19.6,205,20,10.25
"2017","20170412MI",2017-04-12 00:00:00.000,"Sunrisers Hyderabad",1,19.6,158,20,7.9
"2017","20170414GL",2017-04-14 00:00:00.000,"Rising Pune Supergiant",1,19.6,171,20,8.55
"2017","20170414MI",2017-04-14 00:00:00.000,"Royal Challengers Bangalore",1,19.6,142,20,7.1
"2017","20170415DD",2017-04-15 00:00:00.000,"Delhi Daredevils",1,19.6,188,20,9.4
"2017","20170415KKR",2017-04-15 00:00:00.000,"Kolkata Knight Riders",1,19.6,172,20,8.6
"2017","20170416MI",2017-04-16 00:00:00.000,"Gujarat Lions",1,19.6,176,20,8.8
"2017","20170416RPS",2017-04-16 00:00:00.000,"Rising Pune Supergiant",1,19.6,161,20,8.05
"2017","20170417KKR",2017-04-17 00:00:00.000,"Delhi Daredevils",1,19.6,168,20,8.4
"2017","20170417SH",2017-04-17 00:00:00.000,"Sunrisers Hyderabad",1,19.6,159,20,7.95
"2017","20170418RCB",2017-04-18 00:00:00.000,"Royal Challengers Bangalore",1,19.6,213,20,10.65
"2017","20170419SH",2017-04-19 00:00:00.000,"Sunrisers Hyderabad",1,19.6,191,20,9.55
"2017","20170421GL",2017-04-21 00:00:00.000,"Kolkata Knight Riders",1,19.6,187,20,9.35
"2017","20170422MI",2017-04-22 00:00:00.000,"Mumbai Indians",1,19.6,142,20,7.1
"2017","20170422RPS",2017-04-22 00:00:00.000,"Sunrisers Hyderabad",1,19.6,176,20,8.8
"2017","20170423KXP",2017-04-23 00:00:00.000,"Kings XI Punjab",1,19.6,188,20,9.4
"2017","20170424RPS",2017-04-24 00:00:00.000,"Rising Pune Supergiant",1,19.6,160,20,8
"2017","20170427GL",2017-04-27 00:00:00.000,"Royal Challengers Bangalore",1,19.6,134,20,6.7
"2017","20170428KKR",2017-04-28 00:00:00.000,"Delhi Daredevils",1,19.6,160,20,8
"2017","20170428SH",2017-04-28 00:00:00.000,"Sunrisers Hyderabad",1,19.6,207,20,10.35
"2017","20170429",2017-04-29 00:00:00.000,"Gujarat Lions",1,19.6,153,20,7.65
"2017","20170429RPS",2017-04-29 00:00:00.000,"Rising Pune Supergiant",1,19.6,157,20,7.85
"2017","20170430SH",2017-04-30 00:00:00.000,"Sunrisers Hyderabad",1,19.6,209,20,10.45
"2017","20170501MI",2017-05-01 00:00:00.000,"Royal Challengers Bangalore",1,19.6,162,20,8.1
"2017","20170503RPS",2017-05-03 00:00:00.000,"Kolkata Knight Riders",1,19.6,155,20,7.75
"2017","20170506RPS",2017-05-06 00:00:00.000,"Rising Pune Supergiant",1,19.6,148,20,7.4
"2017","20170507GL",2017-05-07 00:00:00.000,"Kings XI Punjab",1,19.6,189,20,9.45
"2017","20170507KKR",2017-05-07 00:00:00.000,"Royal Challengers Bangalore",1,19.6,158,20,7.9
"2017","20170509KXP",2017-05-09 00:00:00.000,"Kings XI Punjab",1,19.6,167,20,8.35
"2017","20170510DD",2017-05-10 00:00:00.000,"Gujarat Lions",1,19.6,195,20,9.75
"2017","20170512DD",2017-05-12 00:00:00.000,"Delhi Daredevils",1,19.6,168,20,8.4
"2017","20170516RPS",2017-05-16 00:00:00.000,"Rising Pune Supergiant",1,19.6,162,20,8.1
"2008","20080421RR",2008-04-21 00:00:00.000,"Kings XI Punjab",1,19.7,166,20,8.3
"2008","20080422DD",2008-04-22 00:00:00.000,"Deccan Chargers",1,19.7,142,20,7.1
"2008","20080424RR",2008-04-24 00:00:00.000,"Deccan Chargers",1,19.7,214,20,10.7
"2008","20080426CSK",2008-04-26 00:00:00.000,"Kolkata Knight Riders",1,19.7,147,20,7.35
"2008","20080426RR",2008-04-26 00:00:00.000,"Royal Challengers Bangalore",1,19.7,135,20,6.75
"2008","20080429MI",2008-04-29 00:00:00.000,"Kolkata Knight Riders",1,19.7,137,20,6.85
"2008","20080501RR",2008-05-01 00:00:00.000,"Rajasthan Royals",1,19.7,196,20,9.8
"2008","20080509RR",2008-05-09 00:00:00.000,"Deccan Chargers",1,19.7,140,20,7
"2008","20080512KXP",2008-05-12 00:00:00.000,"Royal Challengers Bangalore",1,19.7,143,20,7.15
"2008","20080521KXP",2008-05-21 00:00:00.000,"Kings XI Punjab",1,19.7,189,20,9.45
"2008","20080526RR",2008-05-26 00:00:00.000,"Mumbai Indians",1,19.7,145,20,7.25
"2008","20080528KXP",2008-05-28 00:00:00.000,"Kings XI Punjab",1,19.7,221,20,11.05
"2009","20090418RCB",2009-04-18 00:00:00.000,"Royal Challengers Bangalore",1,19.7,133,20,6.65
"2009","20090420CSK",2009-04-20 00:00:00.000,"Chennai Super Kings",1,19.7,179,20,8.95
"2009","20090421KKR",2009-04-21 00:00:00.000,"Kings XI Punjab",1,19.7,158,20,7.9
"2009","20090426DD",2009-04-26 00:00:00.000,"Royal Challengers Bangalore",1,19.7,149,20,7.45
"2009","20090426KXP",2009-04-26 00:00:00.000,"Kings XI Punjab",1,19.7,139,20,6.95
"2009","20090427DC",2009-04-27 00:00:00.000,"Chennai Super Kings",1,19.7,165,20,8.25
"2009","20090501RCB",2009-05-01 00:00:00.000,"Royal Challengers Bangalore",1,19.7,145,20,7.25
"2009","20090503RCB",2009-05-03 00:00:00.000,"Mumbai Indians",1,19.7,149,20,7.45
"2009","20090504CSK",2009-05-04 00:00:00.000,"Chennai Super Kings",1,19.7,178,20,8.9
"2009","20090509CSK",2009-05-09 00:00:00.000,"Rajasthan Royals",1,19.7,140,20,7
"2009","20090509KXP",2009-05-09 00:00:00.000,"Deccan Chargers",1,19.7,168,20,8.4
"2009","20090510MI",2009-05-10 00:00:00.000,"Mumbai Indians",1,19.7,157,20,7.85
"2009","20090512MI",2009-05-12 00:00:00.000,"Kings XI Punjab",1,19.7,119,20,5.95
"2009","20090513DD",2009-05-13 00:00:00.000,"Delhi Daredevils",1,19.7,173,20,8.65
"2009","20090517KXP",2009-05-17 00:00:00.000,"Kings XI Punjab",1,19.7,134,20,6.7
"2009","20090518KKR",2009-05-18 00:00:00.000,"Chennai Super Kings",1,19.7,188,20,9.4
"2009","20090521DD",2009-05-21 00:00:00.000,"Mumbai Indians",1,19.7,165,20,8.25
"2009","20090522DC",2009-05-22 00:00:00.000,"Delhi Daredevils",1,19.7,153,20,7.65
"2010","20100315DD",2010-03-15 00:00:00.000,"Rajasthan Royals",1,19.7,141,20,7.05
"2010","20100316RCB",2010-03-16 00:00:00.000,"Kings XI Punjab",1,19.7,203,20,10.15
"2010","20100321",2010-03-21 00:00:00.000,"Kings XI Punjab",1,19.7,136,20,6.8
"2010","20100325MI",2010-03-25 00:00:00.000,"Chennai Super Kings",1,19.7,180,20,9
"2010","20100330MI",2010-03-30 00:00:00.000,"Kings XI Punjab",1,19.7,163,20,8.15
"2010","20100402RCB",2010-04-02 00:00:00.000,"Kings XI Punjab",1,19.7,181,20,9.05
"2010","20100403CSK",2010-04-03 00:00:00.000,"Chennai Super Kings",1,19.7,246,20,12.3
"2010","20100409KXP",2010-04-09 00:00:00.000,"Mumbai Indians",1,19.7,154,20,7.7
"2010","20100410RCB",2010-04-10 00:00:00.000,"Kolkata Knight Riders",1,19.7,160,20,8
"2010","20100413CSK",2010-04-13 00:00:00.000,"Kolkata Knight Riders",1,19.7,139,20,6.95
"2010","20100421MI",2010-04-21 00:00:00.000,"Mumbai Indians",1,19.7,184,20,9.2
"2010","20100425CSK",2010-04-25 00:00:00.000,"Chennai Super Kings",1,19.7,168,20,8.4
"2011","20110412MI",2011-04-12 00:00:00.000,"Royal Challengers Bangalore",1,19.7,140,20,7
"2011","20110412RR",2011-04-12 00:00:00.000,"Delhi Daredevils",1,19.7,151,20,7.55
"2011","20110413PW",2011-04-13 00:00:00.000,"Kochi Tuskers Kerala",1,19.7,148,20,7.4
"2011","20110415KKR",2011-04-15 00:00:00.000,"Rajasthan Royals",1,19.7,159,20,7.95
"2011","20110417DD",2011-04-17 00:00:00.000,"Pune Warriors",1,19.7,187,20,9.35
"2011","20110422MI",2011-04-22 00:00:00.000,"Mumbai Indians",1,19.7,164,20,8.2
"2011","20110422RCB",2011-04-22 00:00:00.000,"Kolkata Knight Riders",1,19.7,171,20,8.55
"2011","20110423DD",2011-04-23 00:00:00.000,"Delhi Daredevils",1,19.7,231,20,11.55
"2011","20110426RCB",2011-04-26 00:00:00.000,"Delhi Daredevils",1,19.7,160,20,8
"2011","20110509CSK",2011-05-09 00:00:00.000,"Chennai Super Kings",1,19.7,196,20,9.8
"2011","20110519KKR",2011-05-19 00:00:00.000,"Pune Warriors",1,19.7,118,20,5.9
"2012","20120407CSK",2012-04-07 00:00:00.000,"Chennai Super Kings",1,19.7,193,20,9.65
"2012","20120409MI",2012-04-09 00:00:00.000,"Deccan Chargers",1,19.7,138,20,6.9
"2012","20120413KKR",2012-04-13 00:00:00.000,"Rajasthan Royals",1,19.7,131,20,6.55
"2012","20120423RCB",2012-04-23 00:00:00.000,"Royal Challengers Bangalore",1,19.7,189,20,9.45
"2012","20120502KXP",2012-05-02 00:00:00.000,"Royal Challengers Bangalore",1,19.7,158,20,7.9
"2012","20120506RCB",2012-05-06 00:00:00.000,"Deccan Chargers",1,19.7,181,20,9.05
"2012","20120507KKR",2012-05-07 00:00:00.000,"Delhi Daredevils",1,19.7,153,20,7.65
"2012","20120519KKR",2012-05-19 00:00:00.000,"Kolkata Knight Riders",1,19.7,136,20,6.8
"2012","20120520DC",2012-05-20 00:00:00.000,"Deccan Chargers",1,19.7,132,20,6.6
"2012","20120523CSK",2012-05-23 00:00:00.000,"Chennai Super Kings",1,19.7,187,20,9.35
"2012","20120527KKR",2012-05-27 00:00:00.000,"Chennai Super Kings",1,19.7,190,20,9.5
"2013","20130408RR",2013-04-08 00:00:00.000,"Rajasthan Royals",1,19.7,144,20,7.2
"2013","20130415PW",2013-04-15 00:00:00.000,"Pune Warriors",1,19.7,159,20,7.95
"2013","20130417SH",2013-04-17 00:00:00.000,"Sunrisers Hyderabad",1,19.7,119,20,5.95
"2013","20130418CSK",2013-04-18 00:00:00.000,"Chennai Super Kings",1,19.7,169,20,8.45
"2013","20130427RR",2013-04-27 00:00:00.000,"Sunrisers Hyderabad",1,19.7,144,20,7.2
"2013","20130429MI",2013-04-29 00:00:00.000,"Mumbai Indians",1,19.7,174,20,8.7
"2013","20130501SH",2013-05-01 00:00:00.000,"Mumbai Indians",1,19.7,129,20,6.45
"2013","20130503KKR",2013-05-03 00:00:00.000,"Rajasthan Royals",1,19.7,132,20,6.6
"2013","20130505RR",2013-05-05 00:00:00.000,"Pune Warriors",1,19.7,178,20,8.9
"2013","20130507MI",2013-05-07 00:00:00.000,"Mumbai Indians",1,19.7,170,20,8.5
"2013","20130509RR",2013-05-09 00:00:00.000,"Kings XI Punjab",1,19.7,145,20,7.25
"2014","20140421CSK",2014-04-21 00:00:00.000,"Chennai Super Kings",1,19.7,177,20,8.85
"2014","20140423CSK",2014-04-23 00:00:00.000,"Chennai Super Kings",1,19.7,140,20,7
"2014","20140424KKR",2014-04-24 00:00:00.000,"Kolkata Knight Riders",1,19.7,150,20,7.5
"2014","20140428KXP",2014-04-28 00:00:00.000,"Royal Challengers Bangalore",1,19.7,124,20,6.2
"2014","20140506MI",2014-05-06 00:00:00.000,"Mumbai Indians",1,19.7,187,20,9.35
"2014","20140508SH",2014-05-08 00:00:00.000,"Sunrisers Hyderabad",1,19.7,134,20,6.7
"2014","20140510CSK",2014-05-10 00:00:00.000,"Mumbai Indians",1,19.7,157,20,7.85
"2014","20140511RR",2014-05-11 00:00:00.000,"Royal Challengers Bangalore",1,19.7,190,20,9.5
"2014","20140512MI",2014-05-12 00:00:00.000,"Sunrisers Hyderabad",1,19.7,157,20,7.85
"2014","20140514KXP",2014-05-14 00:00:00.000,"Sunrisers Hyderabad",1,19.7,205,20,10.25
"2014","20140515RR",2014-05-15 00:00:00.000,"Rajasthan Royals",1,19.7,201,20,10.05
"2014","20140520KKR",2014-05-20 00:00:00.000,"Chennai Super Kings",1,19.7,154,20,7.7
"2014","20140524CSK",2014-05-24 00:00:00.000,"Royal Challengers Bangalore",1,19.7,154,20,7.7
"2014","20140524KKR",2014-05-24 00:00:00.000,"Sunrisers Hyderabad",1,19.7,160,20,8
"2014","20140525MI",2014-05-25 00:00:00.000,"Rajasthan Royals",1,19.7,189,20,9.45
"2015","20150411RCB",2015-04-11 00:00:00.000,"Kolkata Knight Riders",1,19.7,177,20,8.85
"2015","20150412KXP",2015-04-12 00:00:00.000,"Kings XI Punjab",1,19.7,177,20,8.85
"2015","20150419MI",2015-04-19 00:00:00.000,"Mumbai Indians",1,19.7,209,20,10.45
"2015","20150422SH",2015-04-22 00:00:00.000,"Sunrisers Hyderabad",1,19.7,176,20,8.8
"2015","20150425MI",2015-04-25 00:00:00.000,"Mumbai Indians",1,19.7,157,20,7.85
"2015","20150503MI",2015-05-03 00:00:00.000,"Mumbai Indians",1,19.7,172,20,8.6
"2015","20150504CSK",2015-05-04 00:00:00.000,"Chennai Super Kings",1,19.7,148,20,7.4
"2015","20150507SH",2015-05-07 00:00:00.000,"Sunrisers Hyderabad",1,19.7,201,20,10.05
"2015","20150514MI",2015-05-14 00:00:00.000,"Mumbai Indians",1,19.7,171,20,8.55
"2015","20150522CSK",2015-05-22 00:00:00.000,"Royal Challengers Bangalore",1,19.7,139,20,6.95
"2016","20160422RCB",2016-04-22 00:00:00.000,"Royal Challengers Bangalore",1,19.7,185,20,9.25
