Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY
2015-08-18 00:00:00.000,"2015",3,8,18,20150818,"August","Aug 2015","Q3 2015",1,"Tuesday",2015-08-23 00:00:00.000,34,20150800,20150300,"15","FY16"
2015-08-19 00:00:00.000,"2015",3,8,19,20150819,"August","Aug 2015","Q3 2015",2,"Wednesday",2015-08-23 00:00:00.000,34,20150800,20150300,"15","FY16"
2015-08-20 00:00:00.000,"2015",3,8,20,20150820,"August","Aug 2015","Q3 2015",3,"Thursday",2015-08-23 00:00:00.000,34,20150800,20150300,"15","FY16"
2015-08-21 00:00:00.000,"2015",3,8,21,20150821,"August","Aug 2015","Q3 2015",4,"Friday",2015-08-23 00:00:00.000,34,20150800,20150300,"15","FY16"
2015-08-22 00:00:00.000,"2015",3,8,22,20150822,"August","Aug 2015","Q3 2015",5,"Saturday",2015-08-23 00:00:00.000,34,20150800,20150300,"15","FY16"
2015-08-23 00:00:00.000,"2015",3,8,23,20150823,"August","Aug 2015","Q3 2015",6,"Sunday",2015-08-23 00:00:00.000,34,20150800,20150300,"15","FY16"
2016-08-15 00:00:00.000,"2016",3,8,15,20160815,"August","Aug 2016","Q3 2016",0,"Monday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17"
2016-08-16 00:00:00.000,"2016",3,8,16,20160816,"August","Aug 2016","Q3 2016",1,"Tuesday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17"
2016-08-17 00:00:00.000,"2016",3,8,17,20160817,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17"
2016-08-18 00:00:00.000,"2016",3,8,18,20160818,"August","Aug 2016","Q3 2016",3,"Thursday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17"
2016-08-19 00:00:00.000,"2016",3,8,19,20160819,"August","Aug 2016","Q3 2016",4,"Friday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17"
2016-08-20 00:00:00.000,"2016",3,8,20,20160820,"August","Aug 2016","Q3 2016",5,"Saturday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17"
2016-08-21 00:00:00.000,"2016",3,8,21,20160821,"August","Aug 2016","Q3 2016",6,"Sunday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17"
2017-08-14 00:00:00.000,"2017",3,8,14,20170814,"August","Aug 2017","Q3 2017",0,"Monday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18"
2017-08-15 00:00:00.000,"2017",3,8,15,20170815,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18"
2017-08-16 00:00:00.000,"2017",3,8,16,20170816,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18"
2017-08-17 00:00:00.000,"2017",3,8,17,20170817,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18"
2017-08-18 00:00:00.000,"2017",3,8,18,20170818,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18"
2017-08-19 00:00:00.000,"2017",3,8,19,20170819,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18"
2017-08-20 00:00:00.000,"2017",3,8,20,20170820,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18"
2018-08-20 00:00:00.000,"2018",3,8,20,20180820,"August","Aug 2018","Q3 2018",0,"Monday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19"
2018-08-21 00:00:00.000,"2018",3,8,21,20180821,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19"
2018-08-22 00:00:00.000,"2018",3,8,22,20180822,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19"
2018-08-23 00:00:00.000,"2018",3,8,23,20180823,"August","Aug 2018","Q3 2018",3,"Thursday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19"
2018-08-24 00:00:00.000,"2018",3,8,24,20180824,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19"
2018-08-25 00:00:00.000,"2018",3,8,25,20180825,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19"
2018-08-26 00:00:00.000,"2018",3,8,26,20180826,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19"
2019-08-19 00:00:00.000,"2019",3,8,19,20190819,"August","Aug 2019","Q3 2019",0,"Monday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20"
2019-08-20 00:00:00.000,"2019",3,8,20,20190820,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20"
2019-08-21 00:00:00.000,"2019",3,8,21,20190821,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20"
2019-08-22 00:00:00.000,"2019",3,8,22,20190822,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20"
2019-08-23 00:00:00.000,"2019",3,8,23,20190823,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20"
2019-08-24 00:00:00.000,"2019",3,8,24,20190824,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20"
2019-08-25 00:00:00.000,"2019",3,8,25,20190825,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20"
2020-08-17 00:00:00.000,"2020",3,8,17,20200817,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21"
2020-08-18 00:00:00.000,"2020",3,8,18,20200818,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21"
2020-08-19 00:00:00.000,"2020",3,8,19,20200819,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21"
2020-08-20 00:00:00.000,"2020",3,8,20,20200820,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21"
2020-08-21 00:00:00.000,"2020",3,8,21,20200821,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21"
2020-08-22 00:00:00.000,"2020",3,8,22,20200822,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21"
2020-08-23 00:00:00.000,"2020",3,8,23,20200823,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21"
2021-08-16 00:00:00.000,"2021",3,8,16,20210816,"August","Aug 2021","Q3 2021",0,"Monday",2021-08-22 00:00:00.000,34,20210800,20210300,"21","FY22"
2021-08-17 00:00:00.000,"2021",3,8,17,20210817,"August","Aug 2021","Q3 2021",1,"Tuesday",2021-08-22 00:00:00.000,34,20210800,20210300,"21","FY22"
2021-08-18 00:00:00.000,"2021",3,8,18,20210818,"August","Aug 2021","Q3 2021",2,"Wednesday",2021-08-22 00:00:00.000,34,20210800,20210300,"21","FY22"
2021-08-19 00:00:00.000,"2021",3,8,19,20210819,"August","Aug 2021","Q3 2021",3,"Thursday",2021-08-22 00:00:00.000,34,20210800,20210300,"21","FY22"
2021-08-20 00:00:00.000,"2021",3,8,20,20210820,"August","Aug 2021","Q3 2021",4,"Friday",2021-08-22 00:00:00.000,34,20210800,20210300,"21","FY22"
2021-08-21 00:00:00.000,"2021",3,8,21,20210821,"August","Aug 2021","Q3 2021",5,"Saturday",2021-08-22 00:00:00.000,34,20210800,20210300,"21","FY22"
2021-08-22 00:00:00.000,"2021",3,8,22,20210822,"August","Aug 2021","Q3 2021",6,"Sunday",2021-08-22 00:00:00.000,34,20210800,20210300,"21","FY22"
2022-08-15 00:00:00.000,"2022",3,8,15,20220815,"August","Aug 2022","Q3 2022",0,"Monday",2022-08-21 00:00:00.000,34,20220800,20220300,"22","FY23"
2022-08-16 00:00:00.000,"2022",3,8,16,20220816,"August","Aug 2022","Q3 2022",1,"Tuesday",2022-08-21 00:00:00.000,34,20220800,20220300,"22","FY23"
2022-08-17 00:00:00.000,"2022",3,8,17,20220817,"August","Aug 2022","Q3 2022",2,"Wednesday",2022-08-21 00:00:00.000,34,20220800,20220300,"22","FY23"
2022-08-18 00:00:00.000,"2022",3,8,18,20220818,"August","Aug 2022","Q3 2022",3,"Thursday",2022-08-21 00:00:00.000,34,20220800,20220300,"22","FY23"
2022-08-19 00:00:00.000,"2022",3,8,19,20220819,"August","Aug 2022","Q3 2022",4,"Friday",2022-08-21 00:00:00.000,34,20220800,20220300,"22","FY23"
2022-08-20 00:00:00.000,"2022",3,8,20,20220820,"August","Aug 2022","Q3 2022",5,"Saturday",2022-08-21 00:00:00.000,34,20220800,20220300,"22","FY23"
2022-08-21 00:00:00.000,"2022",3,8,21,20220821,"August","Aug 2022","Q3 2022",6,"Sunday",2022-08-21 00:00:00.000,34,20220800,20220300,"22","FY23"
2013-08-12 00:00:00.000,"2013",3,8,12,20130812,"August","Aug 2013","Q3 2013",0,"Monday",2013-08-18 00:00:00.000,33,20130800,20130300,"13","FY14"
2013-08-13 00:00:00.000,"2013",3,8,13,20130813,"August","Aug 2013","Q3 2013",1,"Tuesday",2013-08-18 00:00:00.000,33,20130800,20130300,"13","FY14"
2013-08-14 00:00:00.000,"2013",3,8,14,20130814,"August","Aug 2013","Q3 2013",2,"Wednesday",2013-08-18 00:00:00.000,33,20130800,20130300,"13","FY14"
2013-08-15 00:00:00.000,"2013",3,8,15,20130815,"August","Aug 2013","Q3 2013",3,"Thursday",2013-08-18 00:00:00.000,33,20130800,20130300,"13","FY14"
2013-08-16 00:00:00.000,"2013",3,8,16,20130816,"August","Aug 2013","Q3 2013",4,"Friday",2013-08-18 00:00:00.000,33,20130800,20130300,"13","FY14"
2013-08-17 00:00:00.000,"2013",3,8,17,20130817,"August","Aug 2013","Q3 2013",5,"Saturday",2013-08-18 00:00:00.000,33,20130800,20130300,"13","FY14"
2013-08-18 00:00:00.000,"2013",3,8,18,20130818,"August","Aug 2013","Q3 2013",6,"Sunday",2013-08-18 00:00:00.000,33,20130800,20130300,"13","FY14"
2014-08-11 00:00:00.000,"2014",3,8,11,20140811,"August","Aug 2014","Q3 2014",0,"Monday",2014-08-17 00:00:00.000,33,20140800,20140300,"14","FY15"
2014-08-12 00:00:00.000,"2014",3,8,12,20140812,"August","Aug 2014","Q3 2014",1,"Tuesday",2014-08-17 00:00:00.000,33,20140800,20140300,"14","FY15"
2014-08-13 00:00:00.000,"2014",3,8,13,20140813,"August","Aug 2014","Q3 2014",2,"Wednesday",2014-08-17 00:00:00.000,33,20140800,20140300,"14","FY15"
2014-08-14 00:00:00.000,"2014",3,8,14,20140814,"August","Aug 2014","Q3 2014",3,"Thursday",2014-08-17 00:00:00.000,33,20140800,20140300,"14","FY15"
2014-08-15 00:00:00.000,"2014",3,8,15,20140815,"August","Aug 2014","Q3 2014",4,"Friday",2014-08-17 00:00:00.000,33,20140800,20140300,"14","FY15"
2014-08-16 00:00:00.000,"2014",3,8,16,20140816,"August","Aug 2014","Q3 2014",5,"Saturday",2014-08-17 00:00:00.000,33,20140800,20140300,"14","FY15"
2014-08-17 00:00:00.000,"2014",3,8,17,20140817,"August","Aug 2014","Q3 2014",6,"Sunday",2014-08-17 00:00:00.000,33,20140800,20140300,"14","FY15"
2015-08-10 00:00:00.000,"2015",3,8,10,20150810,"August","Aug 2015","Q3 2015",0,"Monday",2015-08-16 00:00:00.000,33,20150800,20150300,"15","FY16"
2015-08-11 00:00:00.000,"2015",3,8,11,20150811,"August","Aug 2015","Q3 2015",1,"Tuesday",2015-08-16 00:00:00.000,33,20150800,20150300,"15","FY16"
2015-08-12 00:00:00.000,"2015",3,8,12,20150812,"August","Aug 2015","Q3 2015",2,"Wednesday",2015-08-16 00:00:00.000,33,20150800,20150300,"15","FY16"
2015-08-13 00:00:00.000,"2015",3,8,13,20150813,"August","Aug 2015","Q3 2015",3,"Thursday",2015-08-16 00:00:00.000,33,20150800,20150300,"15","FY16"
2015-08-14 00:00:00.000,"2015",3,8,14,20150814,"August","Aug 2015","Q3 2015",4,"Friday",2015-08-16 00:00:00.000,33,20150800,20150300,"15","FY16"
2015-08-15 00:00:00.000,"2015",3,8,15,20150815,"August","Aug 2015","Q3 2015",5,"Saturday",2015-08-16 00:00:00.000,33,20150800,20150300,"15","FY16"
2015-08-16 00:00:00.000,"2015",3,8,16,20150816,"August","Aug 2015","Q3 2015",6,"Sunday",2015-08-16 00:00:00.000,33,20150800,20150300,"15","FY16"
2016-08-08 00:00:00.000,"2016",3,8,8,20160808,"August","Aug 2016","Q3 2016",0,"Monday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17"
2016-08-09 00:00:00.000,"2016",3,8,9,20160809,"August","Aug 2016","Q3 2016",1,"Tuesday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17"
2016-08-10 00:00:00.000,"2016",3,8,10,20160810,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17"
2016-08-11 00:00:00.000,"2016",3,8,11,20160811,"August","Aug 2016","Q3 2016",3,"Thursday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17"
2016-08-12 00:00:00.000,"2016",3,8,12,20160812,"August","Aug 2016","Q3 2016",4,"Friday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17"
2016-08-13 00:00:00.000,"2016",3,8,13,20160813,"August","Aug 2016","Q3 2016",5,"Saturday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17"
2016-08-14 00:00:00.000,"2016",3,8,14,20160814,"August","Aug 2016","Q3 2016",6,"Sunday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17"
2017-08-07 00:00:00.000,"2017",3,8,7,20170807,"August","Aug 2017","Q3 2017",0,"Monday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18"
2017-08-08 00:00:00.000,"2017",3,8,8,20170808,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18"
2017-08-09 00:00:00.000,"2017",3,8,9,20170809,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18"
2017-08-10 00:00:00.000,"2017",3,8,10,20170810,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18"
2017-08-11 00:00:00.000,"2017",3,8,11,20170811,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18"
2017-08-12 00:00:00.000,"2017",3,8,12,20170812,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18"
2017-08-13 00:00:00.000,"2017",3,8,13,20170813,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18"
2018-08-13 00:00:00.000,"2018",3,8,13,20180813,"August","Aug 2018","Q3 2018",0,"Monday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19"
2018-08-14 00:00:00.000,"2018",3,8,14,20180814,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19"
2018-08-15 00:00:00.000,"2018",3,8,15,20180815,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19"
2018-08-16 00:00:00.000,"2018",3,8,16,20180816,"August","Aug 2018","Q3 2018",3,"Thursday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19"
2018-08-17 00:00:00.000,"2018",3,8,17,20180817,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19"
2018-08-18 00:00:00.000,"2018",3,8,18,20180818,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19"
2018-08-19 00:00:00.000,"2018",3,8,19,20180819,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19"
2019-08-12 00:00:00.000,"2019",3,8,12,20190812,"August","Aug 2019","Q3 2019",0,"Monday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20"
2019-08-13 00:00:00.000,"2019",3,8,13,20190813,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20"
2019-08-14 00:00:00.000,"2019",3,8,14,20190814,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20"
2019-08-15 00:00:00.000,"2019",3,8,15,20190815,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20"
2019-08-16 00:00:00.000,"2019",3,8,16,20190816,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20"
2019-08-17 00:00:00.000,"2019",3,8,17,20190817,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20"
2019-08-18 00:00:00.000,"2019",3,8,18,20190818,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20"
2020-08-10 00:00:00.000,"2020",3,8,10,20200810,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21"
2020-08-11 00:00:00.000,"2020",3,8,11,20200811,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21"
2020-08-12 00:00:00.000,"2020",3,8,12,20200812,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21"
2020-08-13 00:00:00.000,"2020",3,8,13,20200813,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21"
2020-08-14 00:00:00.000,"2020",3,8,14,20200814,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21"
2020-08-15 00:00:00.000,"2020",3,8,15,20200815,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21"
2020-08-16 00:00:00.000,"2020",3,8,16,20200816,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21"
2021-08-09 00:00:00.000,"2021",3,8,9,20210809,"August","Aug 2021","Q3 2021",0,"Monday",2021-08-15 00:00:00.000,33,20210800,20210300,"21","FY22"
2021-08-10 00:00:00.000,"2021",3,8,10,20210810,"August","Aug 2021","Q3 2021",1,"Tuesday",2021-08-15 00:00:00.000,33,20210800,20210300,"21","FY22"
2021-08-11 00:00:00.000,"2021",3,8,11,20210811,"August","Aug 2021","Q3 2021",2,"Wednesday",2021-08-15 00:00:00.000,33,20210800,20210300,"21","FY22"
2021-08-12 00:00:00.000,"2021",3,8,12,20210812,"August","Aug 2021","Q3 2021",3,"Thursday",2021-08-15 00:00:00.000,33,20210800,20210300,"21","FY22"
2021-08-13 00:00:00.000,"2021",3,8,13,20210813,"August","Aug 2021","Q3 2021",4,"Friday",2021-08-15 00:00:00.000,33,20210800,20210300,"21","FY22"
2021-08-14 00:00:00.000,"2021",3,8,14,20210814,"August","Aug 2021","Q3 2021",5,"Saturday",2021-08-15 00:00:00.000,33,20210800,20210300,"21","FY22"
2021-08-15 00:00:00.000,"2021",3,8,15,20210815,"August","Aug 2021","Q3 2021",6,"Sunday",2021-08-15 00:00:00.000,33,20210800,20210300,"21","FY22"
2022-08-08 00:00:00.000,"2022",3,8,8,20220808,"August","Aug 2022","Q3 2022",0,"Monday",2022-08-14 00:00:00.000,33,20220800,20220300,"22","FY23"
2022-08-09 00:00:00.000,"2022",3,8,9,20220809,"August","Aug 2022","Q3 2022",1,"Tuesday",2022-08-14 00:00:00.000,33,20220800,20220300,"22","FY23"
2022-08-10 00:00:00.000,"2022",3,8,10,20220810,"August","Aug 2022","Q3 2022",2,"Wednesday",2022-08-14 00:00:00.000,33,20220800,20220300,"22","FY23"
2022-08-11 00:00:00.000,"2022",3,8,11,20220811,"August","Aug 2022","Q3 2022",3,"Thursday",2022-08-14 00:00:00.000,33,20220800,20220300,"22","FY23"
2022-08-12 00:00:00.000,"2022",3,8,12,20220812,"August","Aug 2022","Q3 2022",4,"Friday",2022-08-14 00:00:00.000,33,20220800,20220300,"22","FY23"
2022-08-13 00:00:00.000,"2022",3,8,13,20220813,"August","Aug 2022","Q3 2022",5,"Saturday",2022-08-14 00:00:00.000,33,20220800,20220300,"22","FY23"
2022-08-14 00:00:00.000,"2022",3,8,14,20220814,"August","Aug 2022","Q3 2022",6,"Sunday",2022-08-14 00:00:00.000,33,20220800,20220300,"22","FY23"
2013-09-09 00:00:00.000,"2013",3,9,9,20130909,"September","Sep 2013","Q3 2013",0,"Monday",2013-09-15 00:00:00.000,37,20130900,20130300,"13","FY14"
2013-09-10 00:00:00.000,"2013",3,9,10,20130910,"September","Sep 2013","Q3 2013",1,"Tuesday",2013-09-15 00:00:00.000,37,20130900,20130300,"13","FY14"
2013-09-11 00:00:00.000,"2013",3,9,11,20130911,"September","Sep 2013","Q3 2013",2,"Wednesday",2013-09-15 00:00:00.000,37,20130900,20130300,"13","FY14"
2013-09-12 00:00:00.000,"2013",3,9,12,20130912,"September","Sep 2013","Q3 2013",3,"Thursday",2013-09-15 00:00:00.000,37,20130900,20130300,"13","FY14"
2013-09-13 00:00:00.000,"2013",3,9,13,20130913,"September","Sep 2013","Q3 2013",4,"Friday",2013-09-15 00:00:00.000,37,20130900,20130300,"13","FY14"
2013-09-14 00:00:00.000,"2013",3,9,14,20130914,"September","Sep 2013","Q3 2013",5,"Saturday",2013-09-15 00:00:00.000,37,20130900,20130300,"13","FY14"
2013-09-15 00:00:00.000,"2013",3,9,15,20130915,"September","Sep 2013","Q3 2013",6,"Sunday",2013-09-15 00:00:00.000,37,20130900,20130300,"13","FY14"
2014-09-08 00:00:00.000,"2014",3,9,8,20140908,"September","Sep 2014","Q3 2014",0,"Monday",2014-09-14 00:00:00.000,37,20140900,20140300,"14","FY15"
2014-09-09 00:00:00.000,"2014",3,9,9,20140909,"September","Sep 2014","Q3 2014",1,"Tuesday",2014-09-14 00:00:00.000,37,20140900,20140300,"14","FY15"
2014-09-10 00:00:00.000,"2014",3,9,10,20140910,"September","Sep 2014","Q3 2014",2,"Wednesday",2014-09-14 00:00:00.000,37,20140900,20140300,"14","FY15"
2014-09-11 00:00:00.000,"2014",3,9,11,20140911,"September","Sep 2014","Q3 2014",3,"Thursday",2014-09-14 00:00:00.000,37,20140900,20140300,"14","FY15"
2014-09-12 00:00:00.000,"2014",3,9,12,20140912,"September","Sep 2014","Q3 2014",4,"Friday",2014-09-14 00:00:00.000,37,20140900,20140300,"14","FY15"
2014-09-13 00:00:00.000,"2014",3,9,13,20140913,"September","Sep 2014","Q3 2014",5,"Saturday",2014-09-14 00:00:00.000,37,20140900,20140300,"14","FY15"
2014-09-14 00:00:00.000,"2014",3,9,14,20140914,"September","Sep 2014","Q3 2014",6,"Sunday",2014-09-14 00:00:00.000,37,20140900,20140300,"14","FY15"
2015-09-07 00:00:00.000,"2015",3,9,7,20150907,"September","Sep 2015","Q3 2015",0,"Monday",2015-09-13 00:00:00.000,37,20150900,20150300,"15","FY16"
2015-09-08 00:00:00.000,"2015",3,9,8,20150908,"September","Sep 2015","Q3 2015",1,"Tuesday",2015-09-13 00:00:00.000,37,20150900,20150300,"15","FY16"
2015-09-09 00:00:00.000,"2015",3,9,9,20150909,"September","Sep 2015","Q3 2015",2,"Wednesday",2015-09-13 00:00:00.000,37,20150900,20150300,"15","FY16"
2015-09-10 00:00:00.000,"2015",3,9,10,20150910,"September","Sep 2015","Q3 2015",3,"Thursday",2015-09-13 00:00:00.000,37,20150900,20150300,"15","FY16"
2015-09-11 00:00:00.000,"2015",3,9,11,20150911,"September","Sep 2015","Q3 2015",4,"Friday",2015-09-13 00:00:00.000,37,20150900,20150300,"15","FY16"
2015-09-12 00:00:00.000,"2015",3,9,12,20150912,"September","Sep 2015","Q3 2015",5,"Saturday",2015-09-13 00:00:00.000,37,20150900,20150300,"15","FY16"
2015-09-13 00:00:00.000,"2015",3,9,13,20150913,"September","Sep 2015","Q3 2015",6,"Sunday",2015-09-13 00:00:00.000,37,20150900,20150300,"15","FY16"
2016-09-05 00:00:00.000,"2016",3,9,5,20160905,"September","Sep 2016","Q3 2016",0,"Monday",2016-09-11 00:00:00.000,37,20160900,20160300,"16","FY17"
2016-09-06 00:00:00.000,"2016",3,9,6,20160906,"September","Sep 2016","Q3 2016",1,"Tuesday",2016-09-11 00:00:00.000,37,20160900,20160300,"16","FY17"
2016-09-07 00:00:00.000,"2016",3,9,7,20160907,"September","Sep 2016","Q3 2016",2,"Wednesday",2016-09-11 00:00:00.000,37,20160900,20160300,"16","FY17"
2016-09-08 00:00:00.000,"2016",3,9,8,20160908,"September","Sep 2016","Q3 2016",3,"Thursday",2016-09-11 00:00:00.000,37,20160900,20160300,"16","FY17"
2016-09-09 00:00:00.000,"2016",3,9,9,20160909,"September","Sep 2016","Q3 2016",4,"Friday",2016-09-11 00:00:00.000,37,20160900,20160300,"16","FY17"
2016-09-10 00:00:00.000,"2016",3,9,10,20160910,"September","Sep 2016","Q3 2016",5,"Saturday",2016-09-11 00:00:00.000,37,20160900,20160300,"16","FY17"
2016-09-11 00:00:00.000,"2016",3,9,11,20160911,"September","Sep 2016","Q3 2016",6,"Sunday",2016-09-11 00:00:00.000,37,20160900,20160300,"16","FY17"
2017-09-04 00:00:00.000,"2017",3,9,4,20170904,"September","Sep 2017","Q3 2017",0,"Monday",2017-09-10 00:00:00.000,37,20170900,20170300,"17","FY18"
2017-09-05 00:00:00.000,"2017",3,9,5,20170905,"September","Sep 2017","Q3 2017",1,"Tuesday",2017-09-10 00:00:00.000,37,20170900,20170300,"17","FY18"
2017-09-06 00:00:00.000,"2017",3,9,6,20170906,"September","Sep 2017","Q3 2017",2,"Wednesday",2017-09-10 00:00:00.000,37,20170900,20170300,"17","FY18"
2017-09-07 00:00:00.000,"2017",3,9,7,20170907,"September","Sep 2017","Q3 2017",3,"Thursday",2017-09-10 00:00:00.000,37,20170900,20170300,"17","FY18"
2017-09-08 00:00:00.000,"2017",3,9,8,20170908,"September","Sep 2017","Q3 2017",4,"Friday",2017-09-10 00:00:00.000,37,20170900,20170300,"17","FY18"
2017-09-09 00:00:00.000,"2017",3,9,9,20170909,"September","Sep 2017","Q3 2017",5,"Saturday",2017-09-10 00:00:00.000,37,20170900,20170300,"17","FY18"
