ticket_nmbr,STATUS,change_date,TIME_IN_STATUS_HRS
"IN10269952","RESOLVED","",0
"IN10269955","RESOLVED","",0
"IN10269956","RESOLVED","",0
"IN10269957","RESOLVED","",0
"IN10269958","RESOLVED","",0
"IN10269959","RESOLVED","",0
"IN10269960","RESOLVED","",0
"IN10269961","RESOLVED","",0
"IN10269962","RESOLVED","",0
"IN10269963","RESOLVED","",0
"IN10269964","RESOLVED","",0
"IN10269965","RESOLVED","",0
"IN10269967","RESOLVED","",0
"IN10269968","RESOLVED","",0
"IN10269969","RESOLVED","",0
"IN10269974","RESOLVED","",0
"IN10269976","RESOLVED","",0
"IN10269977","RESOLVED","",0
"IN10269978","RESOLVED","",0
"IN10269979","RESOLVED","",0
"IN10269980","RESOLVED","",0
"IN10269981","RESOLVED","",0
"IN10269982","RESOLVED","",0
"IN10269984","RESOLVED","",0
"IN10269985","RESOLVED","",0
"IN10269986","RESOLVED","",0
"IN10269987","RESOLVED","",0
"IN10269988","RESOLVED","",0
"IN10269989","RESOLVED","",0
"IN10269990","RESOLVED","",0
"IN10269991","RESOLVED","",0
"IN10269992","RESOLVED","",0
"IN10269993","RESOLVED","",0
"IN10269995","RESOLVED","",0
"IN10269996","RESOLVED","",0
"IN10269997","RESOLVED","",0
"IN10270000","RESOLVED","",0
"IN10270001","RESOLVED","",0
"IN10270002","RESOLVED","",0
"IN10270003","RESOLVED","",0
"IN10270004","RESOLVED","",0
"IN10270005","RESOLVED","",0
"IN10270006","RESOLVED","",0
"IN10270007","RESOLVED","",0
"IN10270009","RESOLVED","",0
"IN10270010","RESOLVED","",0
"IN10270011","RESOLVED","",0
"IN10270012","RESOLVED","",0
"IN10270014","RESOLVED","",0
"IN10270015","RESOLVED","",0
"IN10270016","RESOLVED","",0
"IN10270017","RESOLVED","",0
"IN10270018","RESOLVED","",0
"IN10270019","RESOLVED","",0
"IN10270020","RESOLVED","",0
"IN10270021","RESOLVED","",0
"IN10270022","RESOLVED","",0
"IN10270024","RESOLVED","",0
"IN10270025","RESOLVED","",0
"IN10270026","RESOLVED","",0
"IN10270027","RESOLVED","",0
"IN10270028","RESOLVED","",0
"IN10270032","RESOLVED","",0
"IN10270033","RESOLVED","",0
"IN10270034","RESOLVED","",0
"IN10270035","RESOLVED","",0
"IN10270036","RESOLVED","",0
"IN10270037","RESOLVED","",0
"IN10270038","RESOLVED","",0
"IN10270039","RESOLVED","",0
"IN10270040","RESOLVED","",0
"IN10270041","RESOLVED","",0
"IN10270042","RESOLVED","",0
"IN10270044","RESOLVED","",0
"IN10270045","RESOLVED","",0
"IN10270046","RESOLVED","",0
"IN10270047","RESOLVED","",0
"IN10270048","RESOLVED","",0
"IN10270050","RESOLVED","",0
"IN10270051","RESOLVED","",0
"IN10270052","RESOLVED","",0
"IN10270053","RESOLVED","",0
"IN10270054","RESOLVED","",0
"IN10270055","RESOLVED","",0
"IN10270056","RESOLVED","",0
"IN10270057","RESOLVED","",0
"IN10270058","RESOLVED","",0
"IN10270059","RESOLVED","",0
"IN10270061","RESOLVED","",0
"IN10270062","RESOLVED","",0
"IN10270063","RESOLVED","",0
"IN10270064","RESOLVED","",0
"IN10270066","RESOLVED","",0
"IN10270068","RESOLVED","",0
"IN10270069","RESOLVED","",0
"IN10270071","RESOLVED","",0
"IN10270072","RESOLVED","",0
"IN10270073","RESOLVED","",0
"IN10270077","RESOLVED","",0
"IN10270078","RESOLVED","",0
"IN10270080","RESOLVED","",0
"IN10270081","RESOLVED","",0
"IN10270082","RESOLVED","",0
"IN10270083","RESOLVED","",0
"IN10270084","RESOLVED","",0
"IN10270085","RESOLVED","",0
"IN10270086","RESOLVED","",0
"IN10270088","RESOLVED","",0
"IN10270089","RESOLVED","",0
"IN10270090","RESOLVED","",0
"IN10270091","RESOLVED","",0
"IN10270092","RESOLVED","",0
"IN10270093","RESOLVED","",0
"IN10270095","RESOLVED","",0
"IN10270096","RESOLVED","",0
"IN10270097","RESOLVED","",0
"IN10270098","RESOLVED","",0
"IN10270100","RESOLVED","",0
"IN10270101","RESOLVED","",0
"IN10270102","RESOLVED","",0
"IN10270104","RESOLVED","",0
"IN10270105","RESOLVED","",0
"IN10270106","RESOLVED","",0
"IN10270107","RESOLVED","",0
"IN10270108","RESOLVED","",0
"IN10270109","RESOLVED","",0
"IN10270110","RESOLVED","",0
"IN10270111","RESOLVED","",0
"IN10270112","RESOLVED","",0
"IN10270113","RESOLVED","",0
"IN10270114","RESOLVED","",0
"IN10270115","RESOLVED","",0
"IN10270116","RESOLVED","",0
"IN10270117","RESOLVED","",0
"IN10270118","RESOLVED","",0
"IN10270119","RESOLVED","",0
"IN10270121","RESOLVED","",0
"IN10270122","RESOLVED","",0
"IN10270123","RESOLVED","",0
"IN10270124","RESOLVED","",0
"IN10270125","RESOLVED","",0
"IN10270126","RESOLVED","",0
"IN10270127","RESOLVED","",0
"IN10270128","RESOLVED","",0
"IN10270129","RESOLVED","",0
"IN10270130","RESOLVED","",0
"IN10270131","RESOLVED","",0
"IN10270132","RESOLVED","",0
"IN10270133","RESOLVED","",0
"IN10270134","RESOLVED","",0
"IN10270135","RESOLVED","",0
"IN10270136","RESOLVED","",0
"IN10270137","RESOLVED","",0
"IN10270138","RESOLVED","",0
"IN10270139","RESOLVED","",0
"IN10270141","RESOLVED","",0
"IN10270142","RESOLVED","",0
"IN10270143","RESOLVED","",0
"IN10270144","RESOLVED","",0
"IN10270145","RESOLVED","",0
"IN10270146","RESOLVED","",0
"IN10270147","RESOLVED","",0
"IN10270148","RESOLVED","",0
"IN10270149","RESOLVED","",0
"IN10270150","RESOLVED","",0
"IN10270151","RESOLVED","",0
"IN10270152","RESOLVED","",0
"IN10270153","RESOLVED","",0
"IN10270154","RESOLVED","",0
"IN10270155","RESOLVED","",0
"IN10270156","RESOLVED","",0
"IN10270157","RESOLVED","",0
"IN10270158","RESOLVED","",0
"IN10270159","RESOLVED","",0
"IN10270160","RESOLVED","",0
"IN10270161","RESOLVED","",0
"IN10270162","RESOLVED","",0
"IN10270164","RESOLVED","",0
"IN10270165","RESOLVED","",0
"IN10270166","RESOLVED","",0
"IN10270167","RESOLVED","",0
"IN10270168","RESOLVED","",0
"IN10270169","RESOLVED","",0
"IN10270170","RESOLVED","",0
"IN10270171","RESOLVED","",0
"IN10270172","RESOLVED","",0
"IN10270173","RESOLVED","",0
"IN10270174","RESOLVED","",0
"IN10270175","RESOLVED","",0
"IN10270176","RESOLVED","",0
"IN10270177","RESOLVED","",0
"IN10270178","RESOLVED","",0
"IN10270179","RESOLVED","",0
"IN10270180","RESOLVED","",0
"IN10270181","RESOLVED","",0
"IN10270183","RESOLVED","",0
"IN10270184","RESOLVED","",0
"IN10270185","RESOLVED","",0
"IN10270186","RESOLVED","",0
"IN10270187","RESOLVED","",0
"IN10270188","RESOLVED","",0
"IN10270189","RESOLVED","",0
"IN10270190","RESOLVED","",0
"IN10270192","RESOLVED","",0
"IN10270193","RESOLVED","",0
"IN10270194","RESOLVED","",0
"IN10270195","RESOLVED","",0
"IN10270196","RESOLVED","",0
"IN10270197","RESOLVED","",0
"IN10270198","RESOLVED","",0
"IN10270200","RESOLVED","",0
"IN10270201","RESOLVED","",0
"IN10270202","RESOLVED","",0
"IN10270203","RESOLVED","",0
"IN10270204","RESOLVED","",0
"IN10270205","RESOLVED","",0
"IN10270206","RESOLVED","",0
"IN10270207","RESOLVED","",0
"IN10270208","RESOLVED","",0
"IN10270209","RESOLVED","",0
"IN10270210","RESOLVED","",0
"IN10270211","RESOLVED","",0
"IN10270212","RESOLVED","",0
"IN10270213","RESOLVED","",0
"IN10270214","RESOLVED","",0
"IN10270215","RESOLVED","",0
"IN10270216","RESOLVED","",0
"IN10270217","RESOLVED","",0
"IN10270218","RESOLVED","",0
"IN10270219","RESOLVED","",0
"IN10270220","RESOLVED","",0
"IN10270221","RESOLVED","",0
"IN10270222","RESOLVED","",0
"IN10270223","RESOLVED","",0
"IN10270224","RESOLVED","",0
"IN10270226","RESOLVED","",0
"IN10270227","RESOLVED","",0
"IN10270228","RESOLVED","",0
"IN10270229","RESOLVED","",0
"IN10270230","RESOLVED","",0
"IN10270231","RESOLVED","",0
"IN10270232","RESOLVED","",0
"IN10270233","RESOLVED","",0
"IN10270234","RESOLVED","",0
"IN10270235","RESOLVED","",0
"IN10270236","RESOLVED","",0
"IN10270240","RESOLVED","",0
"IN10270241","RESOLVED","",0
"IN10270242","RESOLVED","",0
"IN10270244","RESOLVED","",0
"IN10270246","RESOLVED","",0
"IN10270247","RESOLVED","",0
"IN10270248","RESOLVED","",0
"IN10270249","RESOLVED","",0
"IN10270250","RESOLVED","",0
"IN10270251","RESOLVED","",0
"IN10270252","RESOLVED","",0
"IN10270253","RESOLVED","",0
"IN10270254","RESOLVED","",0
"IN10270255","RESOLVED","",0
"IN10270256","RESOLVED","",0
"IN10270257","RESOLVED","",0
"IN10270258","RESOLVED","",0
"IN10270259","RESOLVED","",0
"IN10270260","RESOLVED","",0
"IN10270261","RESOLVED","",0
"IN10270262","RESOLVED","",0
"IN10270263","RESOLVED","",0
"IN10270264","RESOLVED","",0
"IN10270265","RESOLVED","",0
"IN10270268","RESOLVED","",0
"IN10270269","RESOLVED","",0
"IN10270270","RESOLVED","",0
"IN10270271","RESOLVED","",0
"IN10270272","RESOLVED","",0
"IN10270273","RESOLVED","",0
"IN10270274","RESOLVED","",0
"IN10270275","RESOLVED","",0
"IN10270276","RESOLVED","",0
"IN10270277","RESOLVED","",0
"IN10270278","RESOLVED","",0
"IN10270279","RESOLVED","",0
"IN10270280","RESOLVED","",0
"IN10270281","RESOLVED","",0
"IN10270282","RESOLVED","",0
"IN10270283","RESOLVED","",0
"IN10270284","RESOLVED","",0
"IN10270285","RESOLVED","",0
"IN10270287","RESOLVED","",0
"IN10270288","RESOLVED","",0
"IN10270289","RESOLVED","",0
"IN10270291","RESOLVED","",0
"IN10270292","RESOLVED","",0
"IN10270293","RESOLVED","",0
"IN10270294","RESOLVED","",0
"IN10270295","RESOLVED","",0
"IN10270298","RESOLVED","",0
"IN10270299","RESOLVED","",0
"IN10270300","RESOLVED","",0
"IN10270301","RESOLVED","",0
"IN10270303","RESOLVED","",0
"IN10270304","RESOLVED","",0
"IN10270305","RESOLVED","",0
"IN10270306","RESOLVED","",0
"IN10270307","RESOLVED","",0
"IN10270308","RESOLVED","",0
"IN10270309","RESOLVED","",0
"IN10270310","RESOLVED","",0
"IN10270311","RESOLVED","",0
"IN10270312","RESOLVED","",0
"IN10270313","RESOLVED","",0
"IN10270314","RESOLVED","",0
"IN10270315","RESOLVED","",0
"IN10270316","RESOLVED","",0
"IN10270317","RESOLVED","",0
"IN10270318","RESOLVED","",0
"IN10270319","RESOLVED","",0
"IN10270321","RESOLVED","",0
"IN10270322","RESOLVED","",0
"IN10270323","RESOLVED","",0
"IN10270324","RESOLVED","",0
"IN10270325","RESOLVED","",0
"IN10270326","RESOLVED","",0
"IN10270327","RESOLVED","",0
"IN10270328","RESOLVED","",0
"IN10270330","RESOLVED","",0
"IN10270331","RESOLVED","",0
"IN10270332","RESOLVED","",0
"IN10270333","RESOLVED","",0
"IN10270334","RESOLVED","",0
"IN10270335","RESOLVED","",0
"IN10270336","RESOLVED","",0
"IN10270338","RESOLVED","",0
"IN10270339","RESOLVED","",0
"IN10270340","RESOLVED","",0
"IN10270341","RESOLVED","",0
"IN10270342","RESOLVED","",0
"IN10270343","RESOLVED","",0
"IN10270344","RESOLVED","",0
"IN10270345","RESOLVED","",0
"IN10270346","RESOLVED","",0
"IN10270347","RESOLVED","",0
"IN10270348","RESOLVED","",0
"IN10270349","RESOLVED","",0
"IN10270350","RESOLVED","",0
"IN10270351","RESOLVED","",0
"IN10270352","RESOLVED","",0
"IN10270353","RESOLVED","",0
"IN10270355","RESOLVED","",0
"IN10270356","RESOLVED","",0
"IN10270357","RESOLVED","",0
"IN10270358","RESOLVED","",0
"IN10270359","RESOLVED","",0
"IN10270360","RESOLVED","",0
"IN10270361","RESOLVED","",0
"IN10270362","RESOLVED","",0
"IN10270363","RESOLVED","",0
"IN10270367","RESOLVED","",0
"IN10270368","RESOLVED","",0
"IN10270369","RESOLVED","",0
"IN10270372","RESOLVED","",0
"IN10270373","RESOLVED","",0
"IN10270374","RESOLVED","",0
"IN10270376","RESOLVED","",0
"IN10270380","RESOLVED","",0
"IN10270381","RESOLVED","",0
"IN10270382","RESOLVED","",0
"IN10270383","RESOLVED","",0
"IN10270384","RESOLVED","",0
"IN10270385","RESOLVED","",0
"IN10270388","RESOLVED","",0
"IN10270389","RESOLVED","",0
"IN10270390","RESOLVED","",0
"IN10270391","RESOLVED","",0
"IN10270392","RESOLVED","",0
"IN10270393","RESOLVED","",0
"IN10270394","RESOLVED","",0
"IN10270395","RESOLVED","",0
"IN10270396","RESOLVED","",0
"IN10270397","RESOLVED","",0
"IN10270398","RESOLVED","",0
"IN10270399","RESOLVED","",0
"IN10270400","RESOLVED","",0
"IN10270401","RESOLVED","",0
"IN10270402","RESOLVED","",0
"IN10270403","RESOLVED","",0
"IN10270404","RESOLVED","",0
"IN10270405","RESOLVED","",0
"IN10270406","RESOLVED","",0
"IN10270407","RESOLVED","",0
"IN10270408","RESOLVED","",0
"IN10270409","RESOLVED","",0
"IN10270410","RESOLVED","",0
"IN10270411","RESOLVED","",0
"IN10270412","RESOLVED","",0
"IN10270413","RESOLVED","",0
"IN10270415","RESOLVED","",0
"IN10270416","RESOLVED","",0
"IN10270417","RESOLVED","",0
"IN10270419","RESOLVED","",0
"IN10270421","RESOLVED","",0
"IN10270422","RESOLVED","",0
"IN10270423","RESOLVED","",0
"IN10270424","RESOLVED","",0
"IN10270425","RESOLVED","",0
"IN10270426","RESOLVED","",0
"IN10270428","RESOLVED","",0
"IN10270429","RESOLVED","",0
"IN10270430","RESOLVED","",0
"IN10270431","RESOLVED","",0
"IN10270432","RESOLVED","",0
"IN10270433","RESOLVED","",0
"IN10270434","RESOLVED","",0
"IN10270435","RESOLVED","",0
"IN10270436","RESOLVED","",0
"IN10270437","RESOLVED","",0
"IN10270439","RESOLVED","",0
"IN10270440","RESOLVED","",0
"IN10270442","RESOLVED","",0
"IN10270444","RESOLVED","",0
"IN10270446","RESOLVED","",0
"IN10270447","RESOLVED","",0
"IN10270448","RESOLVED","",0
"IN10270449","RESOLVED","",0
"IN10270451","RESOLVED","",0
"IN10270452","RESOLVED","",0
"IN10270453","RESOLVED","",0
"IN10270454","RESOLVED","",0
"IN10270455","RESOLVED","",0
"IN10270456","RESOLVED","",0
"IN10270457","RESOLVED","",0
"IN10270458","RESOLVED","",0
"IN10270459","RESOLVED","",0
"IN10270460","RESOLVED","",0
"IN10270461","RESOLVED","",0
"IN10270462","RESOLVED","",0
"IN10270463","RESOLVED","",0
"IN10270464","RESOLVED","",0
"IN10270466","RESOLVED","",0
"IN10270467","RESOLVED","",0
"IN10270468","RESOLVED","",0
"IN10270469","RESOLVED","",0
"IN10270470","RESOLVED","",0
"IN10270471","RESOLVED","",0
"IN10270472","RESOLVED","",0
"IN10270473","RESOLVED","",0
"IN10270477","RESOLVED","",0
"IN10270478","RESOLVED","",0
"IN10270480","RESOLVED","",0
"IN10270481","RESOLVED","",0
"IN10270482","RESOLVED","",0
"IN10270483","RESOLVED","",0
"IN10270484","RESOLVED","",0
"IN10270485","RESOLVED","",0
"IN10270486","RESOLVED","",0
"IN10270487","RESOLVED","",0
"IN10270488","RESOLVED","",0
"IN10270489","RESOLVED","",0
"IN10270490","RESOLVED","",0
"IN10270491","RESOLVED","",0
"IN10270492","RESOLVED","",0
"IN10270493","RESOLVED","",0
"IN10270494","RESOLVED","",0
"IN10270495","RESOLVED","",0
"IN10270496","RESOLVED","",0
"IN10270498","RESOLVED","",0
"IN10270500","RESOLVED","",0
"IN10270501","RESOLVED","",0
"IN10270502","RESOLVED","",0
"IN10270503","RESOLVED","",0
"IN10270504","RESOLVED","",0
"IN10270505","RESOLVED","",0
"IN10270506","RESOLVED","",0
"IN10270507","RESOLVED","",0
"IN10270509","RESOLVED","",0
"IN10270510","RESOLVED","",0
"IN10270511","RESOLVED","",0
"IN10270512","RESOLVED","",0
"IN10270513","RESOLVED","",0
"IN10270536","RESOLVED","",0
"IN10270538","RESOLVED","",0
"IN10270539","RESOLVED","",0
"IN10270540","RESOLVED","",0
"IN10270541","RESOLVED","",0
"IN10270542","RESOLVED","",0
"IN10270543","RESOLVED","",0
"IN10270544","RESOLVED","",0
"IN10270545","RESOLVED","",0
"IN10270546","RESOLVED","",0
"IN10270548","RESOLVED","",0
"IN10270549","RESOLVED","",0
"IN10270550","RESOLVED","",0
"IN10270551","RESOLVED","",0
"IN10270552","RESOLVED","",0
"IN10270554","RESOLVED","",0
"IN10270556","RESOLVED","",0
"IN10270558","RESOLVED","",0
"IN10270559","RESOLVED","",0
"IN10270560","RESOLVED","",0
"IN10270561","RESOLVED","",0
"IN10270562","RESOLVED","",0
"IN10270563","RESOLVED","",0
"IN10270564","RESOLVED","",0
"IN10270566","RESOLVED","",0
"IN10270567","RESOLVED","",0
"IN10270568","RESOLVED","",0
"IN10270569","RESOLVED","",0
"IN10270570","RESOLVED","",0
"IN10270571","RESOLVED","",0
"IN10270572","RESOLVED","",0
"IN10270573","RESOLVED","",0
"IN10270575","RESOLVED","",0
"IN10270576","RESOLVED","",0
"IN10270577","RESOLVED","",0
"IN10270578","RESOLVED","",0
"IN10270580","RESOLVED","",0
"IN10270581","RESOLVED","",0
"IN10270582","RESOLVED","",0
"IN10270583","RESOLVED","",0
"IN10270584","RESOLVED","",0
"IN10270585","RESOLVED","",0
"IN10270586","RESOLVED","",0
"IN10270587","RESOLVED","",0
"IN10270588","RESOLVED","",0
"IN10270589","RESOLVED","",0
"IN10270590","RESOLVED","",0
"IN10270591","RESOLVED","",0
"IN10270592","RESOLVED","",0
"IN10270593","RESOLVED","",0
"IN10270594","RESOLVED","",0
"IN10270595","RESOLVED","",0
"IN10270596","RESOLVED","",0
"IN10270597","RESOLVED","",0
"IN10270601","RESOLVED","",0
"IN10270602","RESOLVED","",0
"IN10270603","RESOLVED","",0
"IN10270604","RESOLVED","",0
"IN10270605","RESOLVED","",0
"IN10270607","RESOLVED","",0
"IN10270610","RESOLVED","",0
"IN10270611","RESOLVED","",0
"IN10270612","RESOLVED","",0
"IN10270614","RESOLVED","",0
"IN10270615","RESOLVED","",0
"IN10270616","RESOLVED","",0
"IN10270617","RESOLVED","",0
"IN10270618","RESOLVED","",0
"IN10270619","RESOLVED","",0
"IN10270620","RESOLVED","",0
"IN10270621","RESOLVED","",0
"IN10270622","RESOLVED","",0
"IN10270623","RESOLVED","",0
"IN10270625","RESOLVED","",0
"IN10270626","RESOLVED","",0
"IN10270627","RESOLVED","",0
"IN10270628","RESOLVED","",0
"IN10270629","RESOLVED","",0
"IN10270630","RESOLVED","",0
"IN10270632","RESOLVED","",0
"IN10270633","RESOLVED","",0
"IN10270634","RESOLVED","",0
"IN10270635","RESOLVED","",0
"IN10270638","RESOLVED","",0
"IN10270639","RESOLVED","",0
"IN10270640","RESOLVED","",0
"IN10270644","RESOLVED","",0
"IN10270645","RESOLVED","",0
"IN10270646","RESOLVED","",0
"IN10270647","RESOLVED","",0
"IN10270648","RESOLVED","",0
"IN10270649","RESOLVED","",0
"IN10270651","RESOLVED","",0
"IN10270654","RESOLVED","",0
"IN10270655","RESOLVED","",0
"IN10270656","RESOLVED","",0
"IN10270657","RESOLVED","",0
"IN10270660","RESOLVED","",0
"IN10270661","RESOLVED","",0
"IN10270662","RESOLVED","",0
"IN10270663","RESOLVED","",0
"IN10270665","RESOLVED","",0
"IN10270673","RESOLVED","",0
"IN10270675","RESOLVED","",0
"IN10270676","RESOLVED","",0
"IN10270678","RESOLVED","",0
"IN10270679","RESOLVED","",0
"IN10270680","RESOLVED","",0
"IN10270683","RESOLVED","",0
"IN10270684","RESOLVED","",0
"IN10270685","RESOLVED","",0
"IN10270686","RESOLVED","",0
"IN10270687","RESOLVED","",0
"IN10270688","RESOLVED","",0
"IN10270690","RESOLVED","",0
"IN10270691","RESOLVED","",0
"IN10270693","RESOLVED","",0
"IN10270694","RESOLVED","",0
"IN10270695","RESOLVED","",0
"IN10270696","RESOLVED","",0
"IN10270697","RESOLVED","",0
"IN10270698","RESOLVED","",0
"IN10270699","RESOLVED","",0
"IN10270700","RESOLVED","",0
"IN10270702","RESOLVED","",0
"IN10270705","RESOLVED","",0
"IN10270706","RESOLVED","",0
"IN10270708","RESOLVED","",0
"IN10270709","RESOLVED","",0
"IN10270710","RESOLVED","",0
"IN10270711","RESOLVED","",0
"IN10270712","RESOLVED","",0
"IN10270713","RESOLVED","",0
"IN10270714","RESOLVED","",0
"IN10270715","RESOLVED","",0
"IN10270717","RESOLVED","",0
"IN10270718","RESOLVED","",0
"IN10270719","RESOLVED","",0
"IN10270721","RESOLVED","",0
"IN10270722","RESOLVED","",0
"IN10270723","RESOLVED","",0
"IN10270724","RESOLVED","",0
"IN10270727","RESOLVED","",0
"IN10270728","RESOLVED","",0
"IN10270729","RESOLVED","",0
"IN10270730","RESOLVED","",0
"IN10270731","RESOLVED","",0
"IN10270732","RESOLVED","",0
"IN10270733","RESOLVED","",0
"IN10270734","RESOLVED","",0
"IN10270735","RESOLVED","",0
"IN10270736","RESOLVED","",0
"IN10270737","RESOLVED","",0
"IN10270738","RESOLVED","",0
"IN10270741","RESOLVED","",0
"IN10270742","RESOLVED","",0
"IN10270743","RESOLVED","",0
"IN10270745","RESOLVED","",0
"IN10270746","RESOLVED","",0
"IN10270747","RESOLVED","",0
"IN10270748","RESOLVED","",0
"IN10270749","RESOLVED","",0
"IN10270751","RESOLVED","",0
"IN10270752","RESOLVED","",0
"IN10270753","RESOLVED","",0
"IN10270754","RESOLVED","",0
"IN10270756","RESOLVED","",0
"IN10270757","RESOLVED","",0
"IN10270759","RESOLVED","",0
"IN10270760","RESOLVED","",0
"IN10270762","RESOLVED","",0
"IN10270763","RESOLVED","",0
"IN10270764","RESOLVED","",0
"IN10270765","RESOLVED","",0
"IN10270766","RESOLVED","",0
"IN10270767","RESOLVED","",0
"IN10270768","RESOLVED","",0
"IN10270769","RESOLVED","",0
"IN10270770","RESOLVED","",0
"IN10270771","RESOLVED","",0
"IN10270772","RESOLVED","",0
"IN10270775","RESOLVED","",0
"IN10270777","RESOLVED","",0
"IN10270778","RESOLVED","",0
"IN10270779","RESOLVED","",0
"IN10270780","RESOLVED","",0
"IN10270782","RESOLVED","",0
"IN10270784","RESOLVED","",0
"IN10270786","RESOLVED","",0
"IN10270787","RESOLVED","",0
"IN10270788","RESOLVED","",0
"IN10270789","RESOLVED","",0
"IN10270791","RESOLVED","",0
"IN10270792","RESOLVED","",0
"IN10270795","RESOLVED","",0
"IN10270797","RESOLVED","",0
"IN10270799","RESOLVED","",0
"IN10270800","RESOLVED","",0
"IN10270802","RESOLVED","",0
"IN10270803","RESOLVED","",0
"IN10270804","RESOLVED","",0
"IN10270805","RESOLVED","",0
"IN10270806","RESOLVED","",0
"IN10270807","RESOLVED","",0
"IN10270808","RESOLVED","",0
"IN10270809","RESOLVED","",0
"IN10270810","RESOLVED","",0
"IN10270811","RESOLVED","",0
"IN10270812","RESOLVED","",0
"IN10270813","RESOLVED","",0
"IN10270814","RESOLVED","",0
"IN10270816","RESOLVED","",0
"IN10270817","RESOLVED","",0
"IN10270818","RESOLVED","",0
"IN10270819","RESOLVED","",0
"IN10270822","RESOLVED","",0
"IN10270823","RESOLVED","",0
"IN10270824","RESOLVED","",0
"IN10270825","RESOLVED","",0
"IN10270826","RESOLVED","",0
"IN10270828","RESOLVED","",0
"IN10270829","RESOLVED","",0
"IN10270830","RESOLVED","",0
"IN10270831","RESOLVED","",0
"IN10270832","RESOLVED","",0
"IN10270833","RESOLVED","",0
"IN10270834","RESOLVED","",0
"IN10270835","RESOLVED","",0
"IN10270836","RESOLVED","",0
"IN10270837","RESOLVED","",0
"IN10270839","RESOLVED","",0
"IN10270840","RESOLVED","",0
"IN10270841","RESOLVED","",0
"IN10270842","RESOLVED","",0
"IN10270843","RESOLVED","",0
"IN10270844","RESOLVED","",0
"IN10270845","RESOLVED","",0
"IN10270846","RESOLVED","",0
"IN10270847","RESOLVED","",0
"IN10270848","RESOLVED","",0
"IN10270849","RESOLVED","",0
"IN10270850","RESOLVED","",0
"IN10270851","RESOLVED","",0
"IN10270852","RESOLVED","",0
"IN10270855","RESOLVED","",0
"IN10270856","RESOLVED","",0
"IN10270857","RESOLVED","",0
"IN10270858","RESOLVED","",0
"IN10270859","RESOLVED","",0
"IN10270860","RESOLVED","",0
"IN10270861","RESOLVED","",0
"IN10270862","RESOLVED","",0
"IN10270864","RESOLVED","",0
"IN10270865","RESOLVED","",0
"IN10270866","RESOLVED","",0
"IN10270867","RESOLVED","",0
"IN10270868","RESOLVED","",0
"IN10270869","RESOLVED","",0
"IN10270870","RESOLVED","",0
"IN10270871","RESOLVED","",0
"IN10270872","RESOLVED","",0
"IN10270874","RESOLVED","",0
"IN10270875","RESOLVED","",0
"IN10270877","RESOLVED","",0
"IN10270878","RESOLVED","",0
"IN10270880","RESOLVED","",0
"IN10270881","RESOLVED","",0
"IN10270882","RESOLVED","",0
"IN10270886","RESOLVED","",0
"IN10270887","RESOLVED","",0
"IN10270888","RESOLVED","",0
"IN10270889","RESOLVED","",0
"IN10270890","RESOLVED","",0
"IN10270891","RESOLVED","",0
"IN10270892","RESOLVED","",0
"IN10270893","RESOLVED","",0
"IN10270894","RESOLVED","",0
"IN10270895","RESOLVED","",0
"IN10270896","RESOLVED","",0
"IN10270897","RESOLVED","",0
"IN10270899","RESOLVED","",0
"IN10270900","RESOLVED","",0
"IN10270901","RESOLVED","",0
"IN10270902","RESOLVED","",0
"IN10270903","RESOLVED","",0
"IN10270904","RESOLVED","",0
"IN10270911","RESOLVED","",0
"IN10270913","RESOLVED","",0
"IN10270917","RESOLVED","",0
"IN10270919","RESOLVED","",0
"IN10270920","RESOLVED","",0
"IN10270921","RESOLVED","",0
"IN10270923","RESOLVED","",0
"IN10270924","RESOLVED","",0
"IN10270925","RESOLVED","",0
"IN10270931","RESOLVED","",0
"IN10270933","RESOLVED","",0
"IN10270934","RESOLVED","",0
"IN10270937","RESOLVED","",0
"IN10270938","RESOLVED","",0
"IN10270939","RESOLVED","",0
"IN10270940","RESOLVED","",0
"IN10270941","RESOLVED","",0
"IN10270942","RESOLVED","",0
"IN10270943","RESOLVED","",0
"IN10270944","RESOLVED","",0
"IN10270945","RESOLVED","",0
"IN10270946","RESOLVED","",0
"IN10270947","RESOLVED","",0
"IN10270948","RESOLVED","",0
"IN10270949","RESOLVED","",0
"IN10270950","RESOLVED","",0
"IN10270951","RESOLVED","",0
"IN10270952","RESOLVED","",0
"IN10270953","RESOLVED","",0
"IN10270954","RESOLVED","",0
"IN10270955","RESOLVED","",0
"IN10270956","RESOLVED","",0
"IN10270957","RESOLVED","",0
"IN10270958","RESOLVED","",0
"IN10270959","RESOLVED","",0
"IN10270960","RESOLVED","",0
"IN10270961","RESOLVED","",0
"IN10270962","RESOLVED","",0
"IN10270963","RESOLVED","",0
"IN10270965","RESOLVED","",0
"IN10270966","RESOLVED","",0
"IN10270967","RESOLVED","",0
"IN10270969","RESOLVED","",0
"IN10270970","RESOLVED","",0
"IN10270971","RESOLVED","",0
"IN10270973","RESOLVED","",0
"IN10270974","RESOLVED","",0
"IN10270976","RESOLVED","",0
"IN10270977","RESOLVED","",0
"IN10270978","RESOLVED","",0
"IN10270980","RESOLVED","",0
"IN10270984","RESOLVED","",0
"IN10270985","RESOLVED","",0
"IN10270986","RESOLVED","",0
"IN10270988","RESOLVED","",0
"IN10270989","RESOLVED","",0
