Date,DateAsInteger,Year,Month,Quarter
2021-02-27 00:00:00.000,"20210227",2021,2,1
2021-02-28 00:00:00.000,"20210228",2021,2,1
2021-03-01 00:00:00.000,"20210301",2021,3,1
2021-03-02 00:00:00.000,"20210302",2021,3,1
2021-03-03 00:00:00.000,"20210303",2021,3,1
2021-03-04 00:00:00.000,"20210304",2021,3,1
2021-03-05 00:00:00.000,"20210305",2021,3,1
2021-03-06 00:00:00.000,"20210306",2021,3,1
2021-03-07 00:00:00.000,"20210307",2021,3,1
2021-03-08 00:00:00.000,"20210308",2021,3,1
2021-03-09 00:00:00.000,"20210309",2021,3,1
2021-03-10 00:00:00.000,"20210310",2021,3,1
2021-03-11 00:00:00.000,"20210311",2021,3,1
2021-03-12 00:00:00.000,"20210312",2021,3,1
2021-03-13 00:00:00.000,"20210313",2021,3,1
2021-03-14 00:00:00.000,"20210314",2021,3,1
2021-03-15 00:00:00.000,"20210315",2021,3,1
2021-03-16 00:00:00.000,"20210316",2021,3,1
2021-03-17 00:00:00.000,"20210317",2021,3,1
2021-03-18 00:00:00.000,"20210318",2021,3,1
2021-03-19 00:00:00.000,"20210319",2021,3,1
2021-03-20 00:00:00.000,"20210320",2021,3,1
2021-03-21 00:00:00.000,"20210321",2021,3,1
2021-03-22 00:00:00.000,"20210322",2021,3,1
2021-03-23 00:00:00.000,"20210323",2021,3,1
2021-03-24 00:00:00.000,"20210324",2021,3,1
2021-03-25 00:00:00.000,"20210325",2021,3,1
2021-03-26 00:00:00.000,"20210326",2021,3,1
2021-03-27 00:00:00.000,"20210327",2021,3,1
2021-03-28 00:00:00.000,"20210328",2021,3,1
2021-03-29 00:00:00.000,"20210329",2021,3,1
2021-03-30 00:00:00.000,"20210330",2021,3,1
2021-03-31 00:00:00.000,"20210331",2021,3,1
2020-04-01 00:00:00.000,"20200401",2020,4,2
2020-04-02 00:00:00.000,"20200402",2020,4,2
2020-04-03 00:00:00.000,"20200403",2020,4,2
2020-04-04 00:00:00.000,"20200404",2020,4,2
2020-04-05 00:00:00.000,"20200405",2020,4,2
2020-04-06 00:00:00.000,"20200406",2020,4,2
2020-04-07 00:00:00.000,"20200407",2020,4,2
2020-04-08 00:00:00.000,"20200408",2020,4,2
2020-04-09 00:00:00.000,"20200409",2020,4,2
2020-04-10 00:00:00.000,"20200410",2020,4,2
2020-04-11 00:00:00.000,"20200411",2020,4,2
2020-04-12 00:00:00.000,"20200412",2020,4,2
2020-04-13 00:00:00.000,"20200413",2020,4,2
2020-04-14 00:00:00.000,"20200414",2020,4,2
2020-04-15 00:00:00.000,"20200415",2020,4,2
2020-04-16 00:00:00.000,"20200416",2020,4,2
2020-04-17 00:00:00.000,"20200417",2020,4,2
2020-04-18 00:00:00.000,"20200418",2020,4,2
2020-04-19 00:00:00.000,"20200419",2020,4,2
2020-04-20 00:00:00.000,"20200420",2020,4,2
2020-04-21 00:00:00.000,"20200421",2020,4,2
2020-04-22 00:00:00.000,"20200422",2020,4,2
2020-04-23 00:00:00.000,"20200423",2020,4,2
2020-04-24 00:00:00.000,"20200424",2020,4,2
2020-04-25 00:00:00.000,"20200425",2020,4,2
2020-04-26 00:00:00.000,"20200426",2020,4,2
2020-04-27 00:00:00.000,"20200427",2020,4,2
2020-04-28 00:00:00.000,"20200428",2020,4,2
2020-04-29 00:00:00.000,"20200429",2020,4,2
2020-04-30 00:00:00.000,"20200430",2020,4,2
2020-05-01 00:00:00.000,"20200501",2020,5,2
2020-05-02 00:00:00.000,"20200502",2020,5,2
2020-05-03 00:00:00.000,"20200503",2020,5,2
2020-05-04 00:00:00.000,"20200504",2020,5,2
2020-05-05 00:00:00.000,"20200505",2020,5,2
2020-05-06 00:00:00.000,"20200506",2020,5,2
2020-05-07 00:00:00.000,"20200507",2020,5,2
2020-05-08 00:00:00.000,"20200508",2020,5,2
2020-05-09 00:00:00.000,"20200509",2020,5,2
2020-05-10 00:00:00.000,"20200510",2020,5,2
2020-05-11 00:00:00.000,"20200511",2020,5,2
2020-05-12 00:00:00.000,"20200512",2020,5,2
2020-05-13 00:00:00.000,"20200513",2020,5,2
2020-05-14 00:00:00.000,"20200514",2020,5,2
2020-05-15 00:00:00.000,"20200515",2020,5,2
2020-05-16 00:00:00.000,"20200516",2020,5,2
2020-05-17 00:00:00.000,"20200517",2020,5,2
2020-05-18 00:00:00.000,"20200518",2020,5,2
2020-05-19 00:00:00.000,"20200519",2020,5,2
2020-05-20 00:00:00.000,"20200520",2020,5,2
2020-05-21 00:00:00.000,"20200521",2020,5,2
2020-05-22 00:00:00.000,"20200522",2020,5,2
2020-05-23 00:00:00.000,"20200523",2020,5,2
2020-05-24 00:00:00.000,"20200524",2020,5,2
2020-05-25 00:00:00.000,"20200525",2020,5,2
2020-05-26 00:00:00.000,"20200526",2020,5,2
2020-05-27 00:00:00.000,"20200527",2020,5,2
2020-05-28 00:00:00.000,"20200528",2020,5,2
2020-05-29 00:00:00.000,"20200529",2020,5,2
2020-05-30 00:00:00.000,"20200530",2020,5,2
2020-05-31 00:00:00.000,"20200531",2020,5,2
2020-06-01 00:00:00.000,"20200601",2020,6,2
2020-06-02 00:00:00.000,"20200602",2020,6,2
2020-06-03 00:00:00.000,"20200603",2020,6,2
2020-06-04 00:00:00.000,"20200604",2020,6,2
2020-06-05 00:00:00.000,"20200605",2020,6,2
2020-06-06 00:00:00.000,"20200606",2020,6,2
2020-06-07 00:00:00.000,"20200607",2020,6,2
2020-06-08 00:00:00.000,"20200608",2020,6,2
2020-06-09 00:00:00.000,"20200609",2020,6,2
2020-06-10 00:00:00.000,"20200610",2020,6,2
2020-06-11 00:00:00.000,"20200611",2020,6,2
2020-06-12 00:00:00.000,"20200612",2020,6,2
2020-06-13 00:00:00.000,"20200613",2020,6,2
2020-06-14 00:00:00.000,"20200614",2020,6,2
2020-06-15 00:00:00.000,"20200615",2020,6,2
2020-06-16 00:00:00.000,"20200616",2020,6,2
2020-06-17 00:00:00.000,"20200617",2020,6,2
2020-06-18 00:00:00.000,"20200618",2020,6,2
2020-06-19 00:00:00.000,"20200619",2020,6,2
2020-06-20 00:00:00.000,"20200620",2020,6,2
2020-06-21 00:00:00.000,"20200621",2020,6,2
2020-06-22 00:00:00.000,"20200622",2020,6,2
2020-06-23 00:00:00.000,"20200623",2020,6,2
2020-06-24 00:00:00.000,"20200624",2020,6,2
2020-06-25 00:00:00.000,"20200625",2020,6,2
2020-06-26 00:00:00.000,"20200626",2020,6,2
2020-06-27 00:00:00.000,"20200627",2020,6,2
2020-06-28 00:00:00.000,"20200628",2020,6,2
2020-06-29 00:00:00.000,"20200629",2020,6,2
2020-06-30 00:00:00.000,"20200630",2020,6,2
2021-04-01 00:00:00.000,"20210401",2021,4,2
2021-04-02 00:00:00.000,"20210402",2021,4,2
2021-04-03 00:00:00.000,"20210403",2021,4,2
2021-04-04 00:00:00.000,"20210404",2021,4,2
2021-04-05 00:00:00.000,"20210405",2021,4,2
2021-04-06 00:00:00.000,"20210406",2021,4,2
2021-04-07 00:00:00.000,"20210407",2021,4,2
2021-04-08 00:00:00.000,"20210408",2021,4,2
2021-04-09 00:00:00.000,"20210409",2021,4,2
2021-04-10 00:00:00.000,"20210410",2021,4,2
2021-04-11 00:00:00.000,"20210411",2021,4,2
2021-04-12 00:00:00.000,"20210412",2021,4,2
2021-04-13 00:00:00.000,"20210413",2021,4,2
2021-04-14 00:00:00.000,"20210414",2021,4,2
2021-04-15 00:00:00.000,"20210415",2021,4,2
2021-04-16 00:00:00.000,"20210416",2021,4,2
2021-04-17 00:00:00.000,"20210417",2021,4,2
2021-04-18 00:00:00.000,"20210418",2021,4,2
2021-04-19 00:00:00.000,"20210419",2021,4,2
2021-04-20 00:00:00.000,"20210420",2021,4,2
2021-04-21 00:00:00.000,"20210421",2021,4,2
2021-04-22 00:00:00.000,"20210422",2021,4,2
2021-04-23 00:00:00.000,"20210423",2021,4,2
2021-04-24 00:00:00.000,"20210424",2021,4,2
2021-04-25 00:00:00.000,"20210425",2021,4,2
2021-04-26 00:00:00.000,"20210426",2021,4,2
2021-04-27 00:00:00.000,"20210427",2021,4,2
2021-04-28 00:00:00.000,"20210428",2021,4,2
2021-04-29 00:00:00.000,"20210429",2021,4,2
2021-04-30 00:00:00.000,"20210430",2021,4,2
2021-05-01 00:00:00.000,"20210501",2021,5,2
2021-05-02 00:00:00.000,"20210502",2021,5,2
2021-05-03 00:00:00.000,"20210503",2021,5,2
2021-05-04 00:00:00.000,"20210504",2021,5,2
2021-05-05 00:00:00.000,"20210505",2021,5,2
2021-05-06 00:00:00.000,"20210506",2021,5,2
2021-05-07 00:00:00.000,"20210507",2021,5,2
2021-05-08 00:00:00.000,"20210508",2021,5,2
2021-05-09 00:00:00.000,"20210509",2021,5,2
2021-05-10 00:00:00.000,"20210510",2021,5,2
2021-05-11 00:00:00.000,"20210511",2021,5,2
2021-05-12 00:00:00.000,"20210512",2021,5,2
2021-05-13 00:00:00.000,"20210513",2021,5,2
2021-05-14 00:00:00.000,"20210514",2021,5,2
2021-05-15 00:00:00.000,"20210515",2021,5,2
2021-05-16 00:00:00.000,"20210516",2021,5,2
2021-05-17 00:00:00.000,"20210517",2021,5,2
2021-05-18 00:00:00.000,"20210518",2021,5,2
2021-05-19 00:00:00.000,"20210519",2021,5,2
2021-05-20 00:00:00.000,"20210520",2021,5,2
2021-05-21 00:00:00.000,"20210521",2021,5,2
2021-05-22 00:00:00.000,"20210522",2021,5,2
2021-05-23 00:00:00.000,"20210523",2021,5,2
2021-05-24 00:00:00.000,"20210524",2021,5,2
2021-05-25 00:00:00.000,"20210525",2021,5,2
2021-05-26 00:00:00.000,"20210526",2021,5,2
2021-05-27 00:00:00.000,"20210527",2021,5,2
2021-05-28 00:00:00.000,"20210528",2021,5,2
2021-05-29 00:00:00.000,"20210529",2021,5,2
2021-05-30 00:00:00.000,"20210530",2021,5,2
2021-05-31 00:00:00.000,"20210531",2021,5,2
2021-06-01 00:00:00.000,"20210601",2021,6,2
2021-06-02 00:00:00.000,"20210602",2021,6,2
2021-06-03 00:00:00.000,"20210603",2021,6,2
2021-06-04 00:00:00.000,"20210604",2021,6,2
2021-06-05 00:00:00.000,"20210605",2021,6,2
2021-06-06 00:00:00.000,"20210606",2021,6,2
2021-06-07 00:00:00.000,"20210607",2021,6,2
2021-06-08 00:00:00.000,"20210608",2021,6,2
2021-06-09 00:00:00.000,"20210609",2021,6,2
2021-06-10 00:00:00.000,"20210610",2021,6,2
2021-06-11 00:00:00.000,"20210611",2021,6,2
2021-06-12 00:00:00.000,"20210612",2021,6,2
2021-06-13 00:00:00.000,"20210613",2021,6,2
2021-06-14 00:00:00.000,"20210614",2021,6,2
2021-06-15 00:00:00.000,"20210615",2021,6,2
2021-06-16 00:00:00.000,"20210616",2021,6,2
2021-06-17 00:00:00.000,"20210617",2021,6,2
2021-06-18 00:00:00.000,"20210618",2021,6,2
2021-06-19 00:00:00.000,"20210619",2021,6,2
2021-06-20 00:00:00.000,"20210620",2021,6,2
2021-06-21 00:00:00.000,"20210621",2021,6,2
2021-06-22 00:00:00.000,"20210622",2021,6,2
2021-06-23 00:00:00.000,"20210623",2021,6,2
2021-06-24 00:00:00.000,"20210624",2021,6,2
2021-06-25 00:00:00.000,"20210625",2021,6,2
2021-06-26 00:00:00.000,"20210626",2021,6,2
2021-06-27 00:00:00.000,"20210627",2021,6,2
2021-06-28 00:00:00.000,"20210628",2021,6,2
2021-06-29 00:00:00.000,"20210629",2021,6,2
2021-06-30 00:00:00.000,"20210630",2021,6,2
