POA code,Pop
6501,1042
6502,1260
6503,2197
6504,172
6505,126
6506,58
6507,551
6509,207
6510,1955
6511,546
6512,92
6513,210
6514,606
6515,267
6516,1821
6517,379
6518,196
6519,561
6521,361
6522,418
6525,3594
6528,390
6530,31932
6532,6981
6535,1379
6536,1358
6537,923
6556,2081
6558,2607
6560,1331
6562,1247
6564,309
6566,3255
6567,405
6568,223
6569,274
6571,73
6572,60
6574,81
6575,132
6603,1084
6605,39
6606,155
6608,129
6609,805
6612,220
6613,58
6614,19
6616,50
6620,459
6623,602
6625,43
6627,55
6628,32
6630,604
6631,26
6632,65
6635,362
6638,449
6639,78
6640,148
6642,969
6646,684
6701,5111
6705,290
6707,2934
6710,4105
6711,1
6712,2013
6713,1173
6714,18481
6716,774
6718,1023
6720,2540
6721,4631
6722,10565
6725,11395
6726,5586
6728,6351
6731,2
6733,1
6740,1317
6743,6382
6751,5074
6753,7565
6754,1420
6758,1716
6760,606
6762,875
6765,1879
6770,3141
7000,15323
7001,0
7004,8188
7005,14641
7007,3529
7008,12709
7009,12737
7010,17598
7011,15202
7012,861
7015,10687
7016,3181
7017,6420
7018,22199
7019,6971
7020,2658
7021,2611
7022,957
7023,366
7024,589
7025,1903
7026,1009
7027,309
7030,18645
7050,13342
7052,7748
7053,3724
7054,9508
7055,467
7109,9726
7112,3503
7113,1178
7116,2480
7117,922
7119,43
7120,1934
7139,1
7140,11468
7150,3069
7155,873
7162,641
7163,349
7170,5497
7171,3604
7172,4103
7173,7221
7174,206
7175,216
7176,188
7177,431
7178,331
7179,406
7180,159
7182,271
7183,47
7184,815
7185,106
7186,184
7187,139
7190,3360
7209,402
7210,1035
7211,241
7212,2076
7213,297
7214,660
7215,3560
7216,3478
7248,17343
7249,13487
7250,50100
7252,2950
7253,5166
7254,516
7255,930
7256,1612
7257,74
7258,996
7259,463
7260,3280
7261,259
7262,1693
7263,594
7264,639
7265,224
7267,802
7268,1069
7270,4226
7275,3307
7276,607
7277,6256
7290,2478
7291,625
7292,633
7300,3717
7301,4671
7302,1701
7303,2834
7304,6099
7305,1213
7306,4099
7307,11427
7310,28212
7315,15099
7316,6243
7320,16924
7321,4755
7322,4012
7325,8808
7330,6741
7331,617
7466,15
7467,1786
7468,703
7469,757
7470,716
