Team Name,Team Amount Raised,Team Member Count
"PLQS",0,4
"Party Fam",0,4
"PatzThePooey",0,4
"Possability Rules",0,4
"Psychologists and friends walking for Mental Health",0,4
"Run Forrest Run",0,4
"Sydney Sistas",0,4
"Tanca-Zambelli Family",0,4
"Team Christensen",0,4
"Team Nichole",0,4
"Team Turnbull",0,4
"Team Two - SMB Advisory",0,4
"Team rayne-boe",0,4
"The Auspuffs",0,4
"The Foxy Stepper",0,4
"The Funkiest Family",0,4
"The Holy Walkamolies",0,4
"The Persistant Perry's",0,4
"The Squad",0,4
"The Ted’s",0,4
"Tori’s Team",0,4
"Veksins",0,4
"WE CAN DO IT!!!",0,4
"WalkWineChocolate",0,4
"Walkie Talkie Team",0,4
"Walkin",0,4
"Walking on sunshine and sanitiser",0,4
"Walkingisourmedicine",0,4
"Weston Walk",0,4
"Wolffys",0,4
"the four muskateers",0,4
"walk alcoholics",0,4
"2021 Veg Challenge",0,12
"7TUT1",0,13
"8TUR01",0,7
"ALT's Amblers",0,10
"Adams",0,7
"Animal Instincts Australia Tribe",0,5
"Aware Family Wellness",0,7
"BV Dandenong",0,11
"Black Cat Institute",0,5
"Black Dog Raisers",0,8
"Blue Stars",0,6
"Breaking Free",0,11
"Brougham Bellas",0,5
"Cherry 🍒",0,5
"Coffs Crew",0,6
"CreerPM",0,7
"DecoRockstars!",0,5
"Elevate Butterflies",0,5
"Fam gathering",0,5
"Fight the stigma",0,5
"Funny Farm Family",0,5
"GO THA ROWE",0,8
"Getting off the Skin Couch",0,5
"GoodLife Cannington",0,9
"Goodlife Caloundra",0,7
"Goodlife Carindale",0,6
"Goodlife Cottesloe",0,7
"Goodlife Graceville",0,16
"Goodlife Innaloo",0,12
"Goodlife Nundah",0,7
"HCWA walkers",0,9
"Heels Up",0,5
"Hepburn Hikers",0,5
"Howitt Hall",0,14
"INDO Komodo Dragons",0,19
"In Mind Therapy",0,8
"Jeitani  Jet-setters",0,5
"Kalpakoff and Co",0,7
"Karlene",0,7
"Keep on walking",0,5
"Kiribetty",0,6
"Lead By Example",0,10
"Leila’s team",0,5
"Library Leg-its",0,5
"Meen",0,5
"Miles for Mindfulness.",0,7
"Mindful Meanderers",0,7
"Muffin tops",0,7
"Never Alone",0,5
"No Man Plan",0,5
"Our fine family",0,7
"Platinum healthcare",0,6
"Red Hot ChilliSteppers",0,5
"Salty Sailors",0,5
"Sara’s",0,7
"Sole Sister's",0,15
"Special Parking",0,8
"Splash Bros",0,6
"TAFE WEST - Bourke, Bre, Cobar & Nyngan",0,9
"TMT Boom",0,5
"Talk About It !",0,8
"Talkers and Walkers",0,5
"Taylor’s",0,6
"Team B-Well",0,5
"Team Boss!",0,5
"Team Donz",0,5
"Team Place",0,7
"Team Two",0,5
"Team Vic",0,6
"The 7 Sole Mates",0,5
"The Brave Ones",0,13
"The Girls",0,6
"The Kidd Clinic",0,6
"The Turtles",0,8
"Trippy emus",0,8
"Twisted Blister",0,6
"Under dogs",0,8
"Up I.T. Solutions Team & Co.",0,6
"Vanbrigjess",0,5
"Viki",0,5
"WalkforMentalHealthtogether",0,12
"Will walk for wine",0,5
"Witness_the_Fitness",0,6
"Wood walkers",0,6
"Zap Fitness South Australia",0,15
"gugs",0,6
"hot chips & gravy",0,13
"lads",0,8
"shoes for blues",0,7
"#BetterTogether",2269.3,22
"#TforTarzan",12910.4,34
"#teamworkmakesthedreamwork",6304.26,17
"100k’s in 31 days",3949.05,14
"141 Walkers",1445.9,34
"3324 hearts 💜",2284.6,22
"4 Ange",3849.85,25
"440 South Yarra",11021.69,31
"50 Feet Forward",6868.03,28
"7TUT13",981.7,19
"7TUT3",538.95,19
"7TUT4",240.75,16
"7TUT5",347.5,15
"7TUT7",575.25,16
"7TUT8",274,22
"8BEN01",1289.15,21
"8BEN02",2720.2,14
"8LAS2",764.5,18
"8MIG2",169.75,22
"8MUT1",1371,17
"8SOL2",68.25,18
"8TUR02",772,25
"ALLIED SEAFREIGHT",2079.15,16
"AMAHazing Pace",8739.75,14
"ART Your Life",6176.35,16
"AUS Team",3396.85,18
"Advance childcare Management",2662.95,22
"AlburyWodongaCCOMQueens",591,14
"Alinta Wellbeing",31762.47,23
"All About The Pace",2143.8,16
"All for one",733,20
"Amaranth Legends",173.5,17
"Angela Sullivan",6000.95,24
"Anxious Academics",811.85,16
"Australian Doula College",8118.2,18
"Aver Plan Managers",1442.55,14
"BELL PARK DRAGONS",2434.25,30
"BFT Rowville & Mitcham",3360.65,16
"BIG4 Easts Beach Holiday Park",14425.65,17
"BIM Bays",1532.45,16
"BODYWAR Outdoor Group Fitness",5465.9,23
"BSL Coburg LAC",501.4,23
"BURRANEER HAMMERHEADS RUGBY CLUB",7585.91,15
"Baby got track!",2989.05,18
"Bacchus Marsh Grammar School",4258.3,20
"Ballarat Community Walkers",5093.8,28
"Barwon MHDAS",9349.95,14
"Batmum's Jokers",887.25,15
"Bay City Steppers",225.75,16
"Baylins Gift",4165.8,18
"Beechworth Bakery Healesville",1148,15
"Bendelta",3256.1,17
"Break The Cycle (BTC)",21,14
"Brick Lane Crew",3327.1,24
"Bunnings Orange",1179.3,16
"C & G Fitness",15623.65,14
"CE Property Group",550.2,15
"CFR Avengers!",3104.55,14
"CHESS Connectors",1676.8,26
"COVID CLINIC SCREENERS",5486.95,20
"CQV/MANTRA",3042.9,32
"CVAS Year 11s",676.5,21
"Can’t Stop Won’t Stop",9474.4,18
"Cartford",8055.45,15
"Cessnock High School",7093.22,24
"Chaps United",1080.45,22
"Chris 958",1517.6,14
"Cisco Sole Mates",2124.2,21
"Citic Pacific Mining",1617,15
"Club Charlestown",3769.15,15
"Cold Concepts Refrigeration",5219.1,23
"Cowwarr Football Netball Club",14548.65,32
"Customer Science & Doll Martin",2960.95,16
"Dare to Be Different with Susan Czernich",668.55,22
"Deep Blue Company",6900.75,14
"Deepwater Dragon Boat Club",1406.9,18
"DocuSign Australia",5854.75,15
"Dromana College",3679.65,94
"Dromana Cycling Academy",836.97,14
"Dynamic A Team",25212.25,20
"EML MCM KIDS",3088.8,14
"Easier said than ran",1861.65,14
"East Coast BW",2568,23
"Eat @ 153 Cafe",1791,14
"Echuca Twin Rivers School",3008,14
"Edwards House 2021",3195,14
"End mental health stigma",13171.58,31
"Evatt House",8189.45,51
"Ever Forward",3507.6,14
"FF NSW State Team",1826.1,19
"FIT BEYOND 50",5213.35,15
"FLG People & Culture",5862.85,22
"Family fun times",1163.28,15
"FitBod Squad",5241.19,23
"Follow in our footsteps",5053.75,27
"For Emma",6991.31,23
"Fortitude Focus",2876.85,15
"Four in Handers",5105.85,16
"Fronius Australia",270,41
"Fronius Team",676.1,24
"Frontline",5617.1,21
"Fulton Hogan Utilities",2658.03,19
"GAWB Level 3",273.5,19
"GHD P&B Team",1688.45,22
"GRLC Team",2519.45,14
"Gals with SASS",7133.95,14
"General Pants",14779.35,79
"Georges River Youth",11701.5,25
"Getaway Trekking & Adventures",4048.45,20
"Gilman Go-Getters!",1236.85,21
"Gippsland Region Law Courts",3680,22
"GiveItAGo",3733.15,16
"Glasswing Therapy",1723.8,37
"Glowrey Wellbeing Challenge",2400.8,19
"Go  Lowes",20856.67,16
"Going the Distance",1531.55,17
"Goodlife Burnside....aka...Paradiso",562.6,16
"Goodlife Cleveland",1032.2,22
"Goodlife Coomera",68.25,15
"Goodlife Hindmarsh",236.45,14
"Goodlife Payneham",4119.35,22
"Goodlife Success",155.95,16
"Goodstart Moreton Downs",20,19
"Goodstart Quakers Hill Champs",745.38,19
"Griffith International",608.75,14
"HERE Property",2156.35,19
"HMF Walkers",2699.65,28
"HR - Human Rebels - Team",875.15,20
"HVG Derrimut",1103.3,19
"Harris Freidman Lawyers",205,18
"Healing Hikers",8016.1,17
"Healing Minds Psychology",5307.75,20
"Health in Mind Orange",4475.1,16
"Heart & Soul",689.4,18
"Heat",1496.4,16
"Holzworth Partners",357.25,14
"I'll Start Monday",1590.5,23
"ICLS",688.95,16
"Icon Metal",10149.35,21
"Illawarra Steelers Lisa Fiaola 2021",4216.55,32
"Illawarra Steelers SG Ball 21/22",3594.25,22
"Imagine Blue",20721.6,25
"In Memory of Dave Zee",4284.15,25
"In memory of Cody",3999.65,16
"Infrastructure Assessments",4304.6,16
"Intuitive Mamas",2178.75,15
"Izzat Striderz",1793.1,22
"J23",2889.05,20
"JCU Vet Science",4137.5,27
"JPC Staff",3270.2,14
"JS Aus",3452.55,19
"Jak’s Team for Mental Health",8070,23
"Jetts National Support Office",2288.2,27
"Jode's Excellent Adventures",2346.45,14
"Johnson Gang",32203.42,15
"Jooba's Joggers",6010.6,15
"Karney/Hoffman/Friend Girls",52.5,17
"Keeping on",3611.45,16
"LC - HPE Team",2096.26,16
"LMPT",9439.5,26
"Laura’s Ladies",7783.55,16
"Learn2thrive",4951.15,36
"Leica Microsystems",1620.8,24
"Let’s Beat Mental Health",205.25,19
"Life Matters",6184.85,40
"Little Coasties Kindergarten",3985.9,15
"Logan Wolves",362.57,15
"Lookatemmla",2003.95,24
"Love Harry G",11469.38,15
"Lowanna College PDS Projects 2021",1205.45,14
"M3 Logistics",2239.05,20
"MENA Rep 2021",9172.5,67
"MOTM - Month Of The Mind",5348.8,29
"MQASA",3496.9,20
"MRC Landscapes",2447.51,14
"Magpie Army",5965.7,14
"Medline Together – You’ll Never Walk Alone",940,23
"Medline Walkers",1183.5,14
"Melbourne airport finance team",1060.95,14
"Mental mamas",3948.25,15
"Merinda Seniors 2021",10383.45,37
"Mindful Miles",432.85,16
"Minds in Shape - Portland Victoria",3810.7,14
"Mitchell High Staff",5393.2,15
"Moles on the Move",3773.05,14
"Mooroolbark College 2021",2751,16
"Mother Duck Manly",2388.6,16
"Motorola Soloutions",1312.75,17
"Mount Eliza Secondary College",2283.75,31
"Move for Lump",8868.35,21
"Munters Australia",1268.7,14
"Mustard Team 2",3257.25,16
"Muz Warriors",4916.55,14
"My Choice Disability Support",772.45,16
"NCN People and Culture",73.5,14
"NPDS",1314.7,16
"NRR PHS",2515.15,17
"NWAC Risky Business",2198.95,19
"Neil Rigby",5811,15
"Nest Eagles",1069.75,24
"NewcastleNorthrop",3574.15,18
"Newycoast Altius Group",2712.14,17
"Northies Cronulla Hotel",3530.7,14
"OCP",5878.95,24
"One Paw Forward",4362.9,16
"One Step at a Time",5077.83,21
"Operational Technology",3237.85,14
"Our Beautiful Crazy",2331.45,19
"OurTown Kimba Community Challenge",1905.3,23
"P4S North Delivery Team",6108.8,30
"PHILLIPS 33",28710.69,33
"Pendle Hill HS",3303.97,26
"Peninsula Walkers",3618.82,21
"Pinewood Coles",2969.9,14
"Plan Partners and Plan Tracker",2795.45,14
"Pokémon Go",13280.35,14
"Priority Case Team",3359.4,15
"Pro Walkers",1902.95,23
"Provisional Pals",10955,16
"PubSec Muleys",9560.35,32
"QE 4 Wheelie Walkers",2284.7,39
"RAR Therapy",646.35,17
"REFORMERS",2476.05,15
"REX Team",1116.05,15
"Ranch Sorters Walking for Mental Health",1078.4,14
"Red Hot Chilly Steppers",3512.45,17
"Regional Business Team",6152.5,20
"Remembering Peter Richards",5812.35,29
"Residues Ready Shoes",768.5,16
"Run for Ken Newall",3456.35,17
"Running on empty",17328.83,16
"SBC Jwalk Youth",8776.83,15
"SOUTHERN CROSS FRASER COAST",383.4,16
"STAMFORD LEGENDS",1714.2,17
"STARFISH",2487.1,29
"STARS Steppers",222.65,17
"SUNSHINE 🌞",1298.9,15
"Safety and Health",634.57,17
"Saheli Group",1109.9,27
"SalesforceinANZ",14243,54
"School of Walk",10020.15,32
"Scorchers",2941.95,15
"Screaming Queens",1852.28,14
"Semple Property Group",1084.25,20
"Seymour Health Striders",6483.05,17
"Small Steps",4077.4,27
"Smartstone NSW",940.4,20
"Smith's Hill High School",3776.4,20
"Somerville Secondary College",2174.95,18
"Southern CC Dream team!!",768.4,14
"Speechie steppers",943.95,24
"Spotty Squad",816.35,15
"St Brigid's College",927,25
"St Columba’s Team",1886.1,19
"Star walkers",317.75,18
"Step Tiddas + 1",4004.42,18
"Step up APC",380.7,15
"Student Research Society @ Westmead (StResS)",6640.2,17
"Summerland Credit Union",3257.85,22
"Sunbury Physiotherapy",3142.15,16
"SuperFastDiet Community",10278,44
"THE INCENTIVE PT",955.6,17
"TLS Paky",1783.2,16
"Take a Hike",2636.6,16
"Team Aurora",1022.45,16
"Team Ben",7845.35,78
"Team GrainGrowers",6703.4,16
"Team Hammer",8368.05,21
"Team ISSF",1383.25,21
"Team JD",11242.6,14
"Team Jacinda",6657.6,14
"Team Kinnane",3071.4,15
"Team MacRob HPE",306,127
"Team Mel",1886.35,14
"Team Nick",2684.65,17
"Team Quinn",8508.65,18
"Team Renae",9445.55,81
"Team Rizon",2084.03,14
"Team SX",1273.4,16
"Team Skye",12161.41,81
"Team Steph",11016.55,85
"Team Thunder",7575.15,19
"Team Trug 21",4290.9,16
"Team Vega",120.75,14
"Temora Dragons Ladies LeagueTag",1515.15,16
"Tenacious Tenderfoots",8131.15,21
"TfNSW Freight",2794.7,14
"Thales Australia AWS Engineering Team",8330.4,40
"The Ardenators",4745.2,16
"The Beat",9012.1,15
"The Bootylicious Ladies",2104.4,15
"The Gogetters",2270.95,19
"The HBH Walkers",2839.5,26
"The Light Steppers",1486.4,14
"The Lockdown Walkers",955.25,23
"The Not Fast but Furious",4346.25,21
"The Product Pushers",3180.45,14
"The Sole Sisters",6936,18
"There's no shame",1795.4,20
"These chicks were made for walkin",5620.7,21
"Tillys Family",2536.3,17
"Today",2868.65,14
"Together We’re Stronger",2650.29,14
"Tomljenovic",22506.28,34
"Train with Tash",5548.92,35
"Trekking Crusaders",4175.55,15
"Triaxial Team",8859.2,32
"Trucare",2560.35,17
"UOW Law Students' Society",1664.76,14
"UOW PULSE",1250.55,22
"Uniting All Stars",3239.2,24
"Urzi Psychology",1767.9,14
"V Team - University of Newcastle",21345.5,30
"Velrada",1394.45,14
"WBC Walking Wonders",2080.95,14
"WOONGARRAH FDC",21,14
"WSC Group",2357.35,27
"Walk Forrest Walk",6866.15,17
"Walk This Way!!",5825.5,17
"Walk for Chris",20660.54,15
"Walk for Ty",4183.75,16
"Walkie Talkie",4907.6,15
"Walkie Talkies 1",1788.35,19
"Walking For Sarah",7654.2,22
"Walking for Happiness",6723.83,20
"Walking for Josh",1362.7,20
"Walking for Words",9632.05,14
"Walking with friends!",1634,16
"Waranara",152.15,16
"We are all in this together",565.3,21
"We've got Sole",21,28
"Wellpets Kallangur",1095.7,14
"Williamstown Warriors",327.6,24
"Windang Warriors",3921.5,17
"Wisewould Mahony",2234.9,20
"Wollongong City Nippers SLSC",7001.3,14
"Women Walk for Mental Health",4428.5,21
"Wonder Cats",718.6,18
"Wonthaggi Secondary College",2461.65,23
"Work On You, For You",5557.35,21
"XAMFAM",1107.2,15
"Zap Fitness Victoria",379.2,22
"Zap Tasmania",608.2,22
"Zenergy Health & Safety Community Walk",8029.65,19
"Zero 2 Runclub",4839.15,24
"[axr] Recruitment & Search",4410.79,18
"happy steppers",3079.2,14
"iPower",2262.7,17
"*NPU*",1472.6,13
"7TUT12",525.5,13
"8SOL1",844.95,13
"AEU Leadership",923.2,13
"Are you OK?",1418.55,13
"BCFK 1",715.75,13
"Barry Maney Group - Spare Parts",2474.15,13
"Big or Small let’s do this together",2156.95,13
"CALM OVER CHAOS",2675.35,13
"CTS Superheroes",5072.4,13
"Catapult",5502.5,13
"Challengers",1591.75,13
"Community Focus walk for mental health",739,13
"Coonamble High School",1974.73,13
"Cowra Real Estate",5449.35,13
"Cupie Clan",3537.45,13
"DOG by Dr Lisa",281,13
"EMI MRI",5069.03,13
"Empowered",1934.3,13
"Energy To Walk",1822.3,13
"Euphoria",72.45,13
"Every Life Matters",3112.4,13
"Exact Contracting",413.1,13
"FLG Fantastic Finance",3671.4,13
"Family Turnout",3285.3,13
"Footprints in the sand",1822,13
"GSSC Strollers",406.4,13
"Goodlife Marion",1028.25,13
"Gumps",736.3,13
"HR All Stars",180.65,13
"Healthy Workplaces",2868.85,13
"Holy Cannoli",4189.2,13
"Hume LAC Team",1565.95,13
"Hunter H2O",3040.85,13
"In loving memory🕊🕊🕊",6916.1,13
"Jess' Fam Fitness",8002.4,13
"Karuah Rooettes Womens Rugby League",3502.55,13
"Ken Behren's Camp Baron",3550.65,13
"Legends",1340.15,13
"Lenovo ISG Team",3014.05,13
"Lyre's Non-Alcoholic Spirits",2024.3,13
"Manning et al.",90.95,13
"Mental Health Walkers",1049.5,13
"Mightee Minds",1903.45,13
"Mostly BS(S) Walking Society",3421.95,13
"Moto ANZ Commercial",901.15,13
"NCO",6958.88,13
"NSW Kangaroos",3013,13
"Not Fast, Just Furious!",5936.04,13
"Nurses - Breaking a Lead",568.2,13
"Nuts",2309.15,13
"One step at a time.",3674.55,13
"One step forward",3174.35,13
"PACman",1422.95,13
"PandaMonium",886.75,13
"Port Stephens Toyota",1456.7,13
"Positive Mindset",6253.86,13
"Quirk Of Life",1983.95,13
"STEPPING OUT FOR MENTAL HEALTH",3590.3,13
"SWL2548",5509.4,13
"Serco Burnie",517.7,13
"Sixy Vibes",30,13
"Sole Sistas",2795.05,13
"Sole Train",2927.15,13
"Sole-Mates",5512.65,13
"St Mary’s Newborough",4178.15,13
"Steel-line Garage Doors Australia",3367.6,13
"Step Up, Walk and Talk",1638.8,13
"Talk the talk & Walk the walk",922.65,13
"Team Bangladesh",478.7,13
"Team IES",644.2,13
"Team Mission Possible",2734.15,13
"Team mmw3degrees",2478.3,13
"The Brew Crew",1757.1,13
"The Stigma-Free Zone",2590.05,13
"Tuggers Mental Health",402.65,13
"UNSW WOT Content crew",3433.05,13
"UNSW WOT Prod Crew",118.7,13
"WWS Steppers",3509.65,13
"Walkie Talkies (NW)",103.95,13
"Walking 9-5",2411.6,13
"Walking Winos",5410.2,13
"Wellness Warriors",222.95,13
"Western Sydney for mental health awareness",1065.85,13
"We’re all in this together",5804.65,13
"Zoe",4187,13
"iCoordinate",333.25,13
"mental health matters.",3626.45,13
"3",2630.35,12
"7TUT9",703.25,12
"8LAS1",982.35,12
"8MIG1",2262.35,12
"AUZI Insurance",2163,12
"Active and Healthy",3652.55,12
"Alina & Friends - Let’s Walk Together!",258.75,12
"Anglicare Blacktown",1618.9,12
"B2GH TfNSW",363.25,12
"BGB Squad",2566.1,12
"Bahamian Rhapsody",2151.5,12
"Bnei Akiva Perth",93.6,12
"Cisco Australia",1295.7,12
"Community Compliance",1203.95,12
"D&E",2613.3,12
"DES Leaders",2799.05,12
"Day by Day",168,12
"Dubbo Rhinos Rugby Club",849.48,12
"EPA Victoria South Metro Region",2049.25,12
"EXPLORERS BRIGHTON EAST",219.25,12
"Eat Pasta, Run Fasta",2365.05,12
"Educators Together!",1286,12
"Explorers Beaconsfield",587.75,12
"FCR Mighty Minds",2806.65,12
"Feelings Forward",3199.59,12
"Fernwood Mornington",1636.2,12
"Fitness First Chatswood",1342.2,12
"Focus Partners",6485.15,12
"For Clarkey",6179.55,12
"Fresh Head",2809.4,12
"Funding & Partnerships Team",6143.85,12
"Gerringong Preschool",518.2,12
"HP Team",2449.5,12
"HVG SEQ",8185.11,12
"Hakuna Matata",8708.9,12
"Hunter River Dragons",3245.44,12
"I would walk 500miles",3384,12
"ICT",188,12
"In memory of Az💙",1997.5,12
"JCDecaux Australia",5522,12
"JMA Legal",482.75,12
"James Fallon High School Prefects",2017.85,12
"Kenyan Park",2086.7,12
"Kit off krew",5986.4,12
"Level 4 GAWB",1358.7,12
"MS Dental",1782.25,12
"Mangaloo Movers",398.45,12
"Medline Movers",1357.65,12
"Medline One Step Forward",6015.7,12
"Mental AF",1464.1,12
"Mind Matters",5326.2,12
"Mustard Team 1",1815.8,12
"Off the Couch",9480.95,12
"Pavement Warriors",922.25,12
"Perrigo Walkers",2846.15,12
"Phillips Physio",1653.95,12
"Property Team",3779.5,12
"QLD Orthotics & Podiatry",906.3,12
"RDJones Group",3688.05,12
"Rebels 2021",110,12
"Red Hot Chilli Blisters",2023.9,12
"RedHot Chilli Steppers",5073.1,12
"Renegades",2273.85,12
"SASS",546.65,12
"SKPT",5787.38,12
"SOMEBODY CALL ER!",51.5,12
"SRG SUPPLY CHAIN",3188.5,12
"Services Australia",41,12
"Speed Balls F.C.",6221.85,12
"St Paul Apostle North",2389.1,12
"Stepz Fitness Lismore",1013,12
"Stomping out Stigma",36.75,12
"Syd/gong",1220.9,12
"Team Coates",1066.8,12
"Team Dumplings",4237.4,12
"Team Etto",405.95,12
"Team Love & Co",3987.1,12
"Team Meggy",2272.4,12
"Team_Awesome",652.2,12
"The Couch Potatoes",582,12
"The Proclaimers.",3198.75,12
"The Shelvers",668.7,12
"The Usual Suspects",2073.45,12
"The Walkie-Talkies",951,12
"The Wanderers (Head Office)",1034.75,12
"The mullets",6676.25,12
"The underdogs",2699.95,12
"The young and breathless",368.5,12
"Therapy & Recovery",3222.3,12
"Traynor peeps",1523.15,12
"Upward Love",5010.45,12
"WEST WYALONG HIGH SCHOOL",2148.05,12
"Walking with my thoughts!",1051.1,12
"West Coast Walkers",2792.2,12
"Woonona HS",2463.3,12
"You’ll Never Walk Alone!",2772.55,12
"itchy’s Angels",2532.9,12
"mental health matters !!!",871.4,12
"stronger together",3567.65,12
"#lets Do it",21,10
"1 William St Walkers (Veg and S&C united)",183.75,10
"7TUT2",761.25,10
"ACAI",1174.1,10
"AJH Squad",1533.3,10
"AP SUPERSTARS - THE WALKING CREW",4285.8,10
"Active Ingredients",6029.1,10
"Ako Si’i",1324.95,10
"All Saints Walkers",1125.95,10
"BC & Qwando",2953.02,10
"Balmain Veterinary Hospital",2812.7,10
"Battle Buddies",647.9,10
"Binge Walkers",3611.1,10
"Bottlebrush/Lockheed",1863.3,10
"Brand Stridelines",1646.85,10
"CCCWHC Walkers",1789.15,10
"CS Stars",4248.35,10
"CUC Far West Staff & Students",1323.7,10
"Call me an Uber",750.7,10
"Cardiff RSL Crew",1821.15,10
"Chafing the Dream - Lost in pace",984,10
"Chafing the Dream!",721.5,10
"Chalmers Girls",1763.5,10
"Community Kids, Valentine",1578.3,10
"Cowboys Team",2243.7,10
"Creative Fun Loving Walkers",3539.05,10
"Crib Point Netball Club",2129.05,10
"Customer & Operations Team",1440.2,10
"Databricks!",2016.45,10
"Denovo Recruitment",3296.65,10
"Dora's Explorers",11743.76,10
"EVERY STEP OF THE WAY",1152.86,10
"Empower Me",2614.5,10
"Every Step Counts 2021",14569.85,10
"Explorers Williams Landing",2722.7,10
"FLG Queensland State Team",1314.5,10
"Far From the Fridge!",277.2,10
"Feet of the Furious",4136.6,10
"Few Steps to The Bar",823.65,10
"Flourishing Fellowship",742.2,10
"Friendly Faces",1604.2,10
"Fulton Hogan - The CRU",2824.1,10
"Goodlife Alex Hills",185.9,10
"Gringos",100.4,10
"Harcourts and Co",957.2,10
"Hazelbrook AT-ATs",1695.35,10
"Heroes of the Vivified",2664,10
"Hippy Wanderers",2617.95,10
"Jetts Western Australia",1359.4,10
"Joyful Joggers",1305.1,10
"Komatsu Mt Thorley",845.6,10
"Kristylee’smentallillnessawareness",742.25,10
"Ladies HQ",879.6,10
"Lightning",2796.6,10
"Lotus",503.65,10
"MNP SECURITY",357.95,10
"Magic Feet",1177.65,10
"McLeicesters",1536.75,10
"Mind Crusaders",1509.65,10
"Misfit mums",1772.35,10
"Mitchelltons for Mental Health Awareness",1849.2,10
"Moorooka",2008.13,10
"Old Dogs, New Kicks",284.1,10
"One Agency Burnie",409.1,10
"One step two step",1306.35,10
"PSG Security",1828.15,10
"Pact Group",905.53,10
"Pastoral Services Murdoch",255,10
"Poche Centre for Indigenous Health",4818.11,10
"Push Your Body Not Your Mind",105.95,10
"Ricardashians",2676.65,10
"Run Fasta, Eat Pasta!",978.3,10
"SRJA Bundaberg",52.5,10
"SYC Ltd",2563.95,10
"Saints",3278.3,10
"Samantha Parker",370.65,10
"Self Care Queens",1694.35,10
"Society of Sceptical Optimists",4864.1,10
"Sooper dooper mental health troopers",1042.9,10
"South Coast Walkers",396.2,10
"Stepz Fitness Dapto",3225.55,10
"Swinny Strollers",2018.75,10
"Sydney Inner West",2909.9,10
"THE BUNKER",2444.25,10
"Tableau Champions",765.45,10
"Team",65,10
"Team Devine",396,10
"Team Sultana",1576.4,10
"Team Toyworld",1516.1,10
"Telstra DE Team 2021",6043.04,10
"The Brain Train",2301.85,10
"The Green Team - MQ Health",3294.1,10
"The Harry Trotters",1773.65,10
"The O-Team",3990.55,10
"The port melb gang",2408.35,10
"Tillys East Maitland",1251.05,10
"Transport Engineering Solutions",1222.9,10
"Trinity Beach State School",602.55,10
"Twisted Blisters",3022.8,10
"UMG Allied Health Heroes",779.75,10
"Unicorns",2074.25,10
"Ursula Frayne Centre",908,10
"Wagga Walkies",1725.15,10
"Walk Ya Talk",628.25,10
"Walk the Talk",3051.3,10
"Walkers of Melbourne",2321.35,10
"Walking 2 Womanhood",1936.9,10
"Walking Champions",794.2,10
"Walking Forward",221.35,10
"Walking Where YOU are is GREAT",5504.95,10
"Walking and Talking",2277.95,10
"Walking for Mick",1842.8,10
"Warby Warblers",2730.6,10
"We Got This",2856.6,10
"Western Walkers",204.75,10
"Women's Housing Company Team!!",379.45,10
"Youth and Family Services West - Good Shepherd",2143.05,10
"iCare Gang",664.2,10
"7TUT6",941.7,11
"8MUT2",1070.92,11
"ADAMANT JACK",4574.75,11
"AWL SQUAD",5513.65,11
"AccessAbility OT Team",685.15,11
"Adventure Buddies",3833.7,11
"All Minds Matter",7209.45,11
"Apparently Walking",1220.9,11
"BA Hot Chilli Steppers",2884.35,11
"BNI Edge",2105.4,11
"Best Friends Pets",2013.5,11
"Black Coal Dogs",3325.95,11
"BradClan",1418.5,11
"C.J.G",11105.9,11
"CC Team Awesome",2513.5,11
"CH NSW Staff",2592.15,11
"COG Ops Sydney Leadership Team",4694.5,11
"Catch us if you can",1153.75,11
"Cedars Christian College",1871.75,11
"Champions",4534.3,11
"Commercial Team",4460.6,11
"Coral Tree Family",2434.9,11
"Da Girls",3539.15,11
"Dan Perry memorial team",5570.45,11
"Desert Walkers",544.95,11
"Diana’s",3913.35,11
"Doin’ it for the boys",3847.55,11
"Eagle women kicking goals",1584,11
"Entrée Recruitment",1417,11
"Fast and Furious",872.1,11
"Fearless Focus Warriors",893.3,11
"Figure 8",2927.65,11
"Flatten the Curb",1951.9,11
"Fun Fusion",489.8,11
"Fun Raisins",2017.2,11
"Goodlife Nerang",910,11
"Goodstart Sanders St",1883.45,11
"Gould Swim Academy",2302,11
"Guest Relations Superstars Sydney",1495.15,11
"Happy Aussie Mums",3273.95,11
"Healthy Business Finances",877.2,11
"Heart & Sole",1800.38,11
"Holy walkamolies",461.2,11
"Hot StepperZ",742.65,11
"Hunter Strata",359.95,11
"K's FOR A CAUSE CREW",3410.55,11
"Keep walking",72.5,11
"Kennedy Cross",1228.25,11
"Kmart Seymour",437.25,11
"LMMHS Team A",1666.2,11
"LMMHS Team B",544.85,11
"Leah's Legends",1754,11
"Livramento",221.45,11
"Lozza's LEGacy",2845.5,11
"MSaW Walkers",5269.95,11
"Madis team",1781.95,11
"Magpie dodgers",733.4,11
"Meerkats",2332.35,11
"Monbulk Hawks",3699.05,11
"Nics Team",635.25,11
"Norah Head Hockey Heros",1688.4,11
"OAGS",3103.15,11
"One Small Step",5194.7,11
"P&C Australia Dream Team",629.75,11
"Panny-D Walkers",3654.1,11
"PaperCut",4081.05,11
"People Culture and Safety Team",1534.15,11
"Porters Creek Allstars",2176.55,11
"Powerful Women",1077.54,11
"ProMac",3183.5,11
"PubSec GTM",3374.4,11
"Queen Jalebi's",2208.9,11
"REDLANDS YEAR 8 LEGENDS",3253.65,11
"RICHO’s crew ⭐️",2891.7,11
