Megawatt Hours Demand,BA-Subregion,Date/Time
2841,"AZPS-N/A",2021-03-11 06:00:00.000
2623,"AZPS-N/A",2021-03-11 05:00:00.000
2530,"AZPS-N/A",2021-03-11 04:00:00.000
2505,"AZPS-N/A",2021-03-11 03:00:00.000
2511,"AZPS-N/A",2021-03-11 02:00:00.000
2564,"AZPS-N/A",2021-03-11 01:00:00.000
2668,"AZPS-N/A",2021-03-11 00:00:00.000
2836,"AZPS-N/A",2021-03-10 23:00:00.000
3010,"AZPS-N/A",2021-03-10 22:00:00.000
3128,"AZPS-N/A",2021-03-10 21:00:00.000
3151,"AZPS-N/A",2021-03-10 20:00:00.000
3060,"AZPS-N/A",2021-03-10 19:00:00.000
2874,"AZPS-N/A",2021-03-10 18:00:00.000
2568,"AZPS-N/A",2021-03-10 17:00:00.000
2286,"AZPS-N/A",2021-03-10 16:00:00.000
2156,"AZPS-N/A",2021-03-10 15:00:00.000
2113,"AZPS-N/A",2021-03-10 14:00:00.000
2129,"AZPS-N/A",2021-03-10 13:00:00.000
2215,"AZPS-N/A",2021-03-10 12:00:00.000
2327,"AZPS-N/A",2021-03-10 11:00:00.000
2550,"AZPS-N/A",2021-03-10 10:00:00.000
2804,"AZPS-N/A",2021-03-10 09:00:00.000
3047,"AZPS-N/A",2021-03-10 08:00:00.000
3074,"AZPS-N/A",2021-03-10 07:00:00.000
2741,"AZPS-N/A",2021-03-10 06:00:00.000
2530,"AZPS-N/A",2021-03-10 05:00:00.000
2455,"AZPS-N/A",2021-03-10 04:00:00.000
2435,"AZPS-N/A",2021-03-10 03:00:00.000
2466,"AZPS-N/A",2021-03-10 02:00:00.000
2529,"AZPS-N/A",2021-03-10 01:00:00.000
2636,"AZPS-N/A",2021-03-10 00:00:00.000
2824,"AZPS-N/A",2021-03-09 23:00:00.000
3001,"AZPS-N/A",2021-03-09 22:00:00.000
3117,"AZPS-N/A",2021-03-09 21:00:00.000
3160,"AZPS-N/A",2021-03-09 20:00:00.000
3075,"AZPS-N/A",2021-03-09 19:00:00.000
2850,"AZPS-N/A",2021-03-09 18:00:00.000
2586,"AZPS-N/A",2021-03-09 17:00:00.000
2401,"AZPS-N/A",2021-03-09 16:00:00.000
2284,"AZPS-N/A",2021-03-09 15:00:00.000
2253,"AZPS-N/A",2021-03-09 14:00:00.000
2275,"AZPS-N/A",2021-03-09 13:00:00.000
2328,"AZPS-N/A",2021-03-09 12:00:00.000
2415,"AZPS-N/A",2021-03-09 11:00:00.000
2558,"AZPS-N/A",2021-03-09 10:00:00.000
2864,"AZPS-N/A",2021-03-09 09:00:00.000
2936,"AZPS-N/A",2021-03-09 08:00:00.000
2849,"AZPS-N/A",2021-03-09 07:00:00.000
2625,"AZPS-N/A",2021-03-09 06:00:00.000
2456,"AZPS-N/A",2021-03-09 05:00:00.000
2401,"AZPS-N/A",2021-03-09 04:00:00.000
2421,"AZPS-N/A",2021-03-09 03:00:00.000
2456,"AZPS-N/A",2021-03-09 02:00:00.000
2545,"AZPS-N/A",2021-03-09 01:00:00.000
2666,"AZPS-N/A",2021-03-09 00:00:00.000
2880,"AZPS-N/A",2021-03-08 23:00:00.000
3076,"AZPS-N/A",2021-03-08 22:00:00.000
3188,"AZPS-N/A",2021-03-08 21:00:00.000
3259,"AZPS-N/A",2021-03-08 20:00:00.000
3227,"AZPS-N/A",2021-03-08 19:00:00.000
3091,"AZPS-N/A",2021-03-08 18:00:00.000
2842,"AZPS-N/A",2021-03-08 17:00:00.000
2596,"AZPS-N/A",2021-03-08 16:00:00.000
2473,"AZPS-N/A",2021-03-08 15:00:00.000
2366,"AZPS-N/A",2021-03-08 14:00:00.000
2335,"AZPS-N/A",2021-03-08 13:00:00.000
2334,"AZPS-N/A",2021-03-08 12:00:00.000
2411,"AZPS-N/A",2021-03-08 11:00:00.000
2550,"AZPS-N/A",2021-03-08 10:00:00.000
2767,"AZPS-N/A",2021-03-08 09:00:00.000
2876,"AZPS-N/A",2021-03-08 08:00:00.000
2790,"AZPS-N/A",2021-03-08 07:00:00.000
2558,"AZPS-N/A",2021-03-08 06:00:00.000
2409,"AZPS-N/A",2021-03-08 05:00:00.000
2362,"AZPS-N/A",2021-03-08 04:00:00.000
2360,"AZPS-N/A",2021-03-08 03:00:00.000
2422,"AZPS-N/A",2021-03-08 02:00:00.000
2492,"AZPS-N/A",2021-03-08 01:00:00.000
2616,"AZPS-N/A",2021-03-08 00:00:00.000
2825,"AZPS-N/A",2021-03-07 23:00:00.000
3013,"AZPS-N/A",2021-03-07 22:00:00.000
3131,"AZPS-N/A",2021-03-07 21:00:00.000
3214,"AZPS-N/A",2021-03-07 20:00:00.000
3185,"AZPS-N/A",2021-03-07 19:00:00.000
3017,"AZPS-N/A",2021-03-07 18:00:00.000
2750,"AZPS-N/A",2021-03-07 17:00:00.000
2467,"AZPS-N/A",2021-03-07 16:00:00.000
2358,"AZPS-N/A",2021-03-07 15:00:00.000
2259,"AZPS-N/A",2021-03-07 14:00:00.000
2327,"AZPS-N/A",2021-03-07 13:00:00.000
2235,"AZPS-N/A",2021-03-07 12:00:00.000
2251,"AZPS-N/A",2021-03-07 11:00:00.000
2314,"AZPS-N/A",2021-03-07 10:00:00.000
2455,"AZPS-N/A",2021-03-07 09:00:00.000
2553,"AZPS-N/A",2021-03-07 08:00:00.000
2534,"AZPS-N/A",2021-03-07 07:00:00.000
2421,"AZPS-N/A",2021-03-07 06:00:00.000
2368,"AZPS-N/A",2021-03-07 05:00:00.000
2334,"AZPS-N/A",2021-03-07 04:00:00.000
2366,"AZPS-N/A",2021-03-07 03:00:00.000
2412,"AZPS-N/A",2021-03-07 02:00:00.000
2500,"AZPS-N/A",2021-03-07 01:00:00.000
2609,"AZPS-N/A",2021-03-07 00:00:00.000
2776,"AZPS-N/A",2021-03-06 23:00:00.000
2925,"AZPS-N/A",2021-03-06 22:00:00.000
3033,"AZPS-N/A",2021-03-06 21:00:00.000
3126,"AZPS-N/A",2021-03-06 20:00:00.000
3085,"AZPS-N/A",2021-03-06 19:00:00.000
2903,"AZPS-N/A",2021-03-06 18:00:00.000
2632,"AZPS-N/A",2021-03-06 17:00:00.000
2387,"AZPS-N/A",2021-03-06 16:00:00.000
2232,"AZPS-N/A",2021-03-06 15:00:00.000
2147,"AZPS-N/A",2021-03-06 14:00:00.000
2123,"AZPS-N/A",2021-03-06 13:00:00.000
2151,"AZPS-N/A",2021-03-06 12:00:00.000
2234,"AZPS-N/A",2021-03-06 11:00:00.000
2384,"AZPS-N/A",2021-03-06 10:00:00.000
2538,"AZPS-N/A",2021-03-06 09:00:00.000
2654,"AZPS-N/A",2021-03-06 08:00:00.000
2621,"AZPS-N/A",2021-03-06 07:00:00.000
2496,"AZPS-N/A",2021-03-06 06:00:00.000
2403,"AZPS-N/A",2021-03-06 05:00:00.000
2382,"AZPS-N/A",2021-03-06 04:00:00.000
2399,"AZPS-N/A",2021-03-06 03:00:00.000
2440,"AZPS-N/A",2021-03-06 02:00:00.000
2528,"AZPS-N/A",2021-03-06 01:00:00.000
2635,"AZPS-N/A",2021-03-06 00:00:00.000
2792,"AZPS-N/A",2021-03-05 23:00:00.000
2939,"AZPS-N/A",2021-03-05 22:00:00.000
3033,"AZPS-N/A",2021-03-05 21:00:00.000
3064,"AZPS-N/A",2021-03-05 20:00:00.000
3014,"AZPS-N/A",2021-03-05 19:00:00.000
2875,"AZPS-N/A",2021-03-05 18:00:00.000
2604,"AZPS-N/A",2021-03-05 17:00:00.000
2383,"AZPS-N/A",2021-03-05 16:00:00.000
2271,"AZPS-N/A",2021-03-05 15:00:00.000
2205,"AZPS-N/A",2021-03-05 14:00:00.000
2218,"AZPS-N/A",2021-03-05 13:00:00.000
2258,"AZPS-N/A",2021-03-05 12:00:00.000
2409,"AZPS-N/A",2021-03-05 11:00:00.000
2597,"AZPS-N/A",2021-03-05 10:00:00.000
2905,"AZPS-N/A",2021-03-05 09:00:00.000
3145,"AZPS-N/A",2021-03-05 08:00:00.000
3101,"AZPS-N/A",2021-03-05 07:00:00.000
2812,"AZPS-N/A",2021-03-05 06:00:00.000
2607,"AZPS-N/A",2021-03-05 05:00:00.000
2500,"AZPS-N/A",2021-03-05 04:00:00.000
2482,"AZPS-N/A",2021-03-05 03:00:00.000
2493,"AZPS-N/A",2021-03-05 02:00:00.000
2554,"AZPS-N/A",2021-03-05 01:00:00.000
2664,"AZPS-N/A",2021-03-05 00:00:00.000
2825,"AZPS-N/A",2021-03-04 23:00:00.000
3012,"AZPS-N/A",2021-03-04 22:00:00.000
3129,"AZPS-N/A",2021-03-04 21:00:00.000
3140,"AZPS-N/A",2021-03-04 20:00:00.000
3070,"AZPS-N/A",2021-03-04 19:00:00.000
2803,"AZPS-N/A",2021-03-04 18:00:00.000
2521,"AZPS-N/A",2021-03-04 17:00:00.000
2319,"AZPS-N/A",2021-03-04 16:00:00.000
2253,"AZPS-N/A",2021-03-04 15:00:00.000
2266,"AZPS-N/A",2021-03-04 14:00:00.000
2309,"AZPS-N/A",2021-03-04 13:00:00.000
2380,"AZPS-N/A",2021-03-04 12:00:00.000
2456,"AZPS-N/A",2021-03-04 11:00:00.000
2665,"AZPS-N/A",2021-03-04 10:00:00.000
2928,"AZPS-N/A",2021-03-04 09:00:00.000
3064,"AZPS-N/A",2021-03-04 08:00:00.000
2998,"AZPS-N/A",2021-03-04 07:00:00.000
2717,"AZPS-N/A",2021-03-04 06:00:00.000
2531,"AZPS-N/A",2021-03-04 05:00:00.000
2456,"AZPS-N/A",2021-03-04 04:00:00.000
2441,"AZPS-N/A",2021-03-04 03:00:00.000
2488,"AZPS-N/A",2021-03-04 02:00:00.000
2533,"AZPS-N/A",2021-03-04 01:00:00.000
2641,"AZPS-N/A",2021-03-04 00:00:00.000
2807,"AZPS-N/A",2021-03-03 23:00:00.000
2994,"AZPS-N/A",2021-03-03 22:00:00.000
3110,"AZPS-N/A",2021-03-03 21:00:00.000
3151,"AZPS-N/A",2021-03-03 20:00:00.000
3081,"AZPS-N/A",2021-03-03 19:00:00.000
2856,"AZPS-N/A",2021-03-03 18:00:00.000
2601,"AZPS-N/A",2021-03-03 17:00:00.000
2387,"AZPS-N/A",2021-03-03 16:00:00.000
2299,"AZPS-N/A",2021-03-03 15:00:00.000
2218,"AZPS-N/A",2021-03-03 14:00:00.000
2223,"AZPS-N/A",2021-03-03 13:00:00.000
2296,"AZPS-N/A",2021-03-03 12:00:00.000
2434,"AZPS-N/A",2021-03-03 11:00:00.000
2662,"AZPS-N/A",2021-03-03 10:00:00.000
2998,"AZPS-N/A",2021-03-03 09:00:00.000
3277,"AZPS-N/A",2021-03-03 08:00:00.000
3229,"AZPS-N/A",2021-03-03 07:00:00.000
2913,"AZPS-N/A",2021-03-03 06:00:00.000
2666,"AZPS-N/A",2021-03-03 05:00:00.000
2560,"AZPS-N/A",2021-03-03 04:00:00.000
2526,"AZPS-N/A",2021-03-03 03:00:00.000
2521,"AZPS-N/A",2021-03-03 02:00:00.000
2553,"AZPS-N/A",2021-03-03 01:00:00.000
2659,"AZPS-N/A",2021-03-03 00:00:00.000
2815,"AZPS-N/A",2021-03-02 23:00:00.000
3021,"AZPS-N/A",2021-03-02 22:00:00.000
3122,"AZPS-N/A",2021-03-02 21:00:00.000
3158,"AZPS-N/A",2021-03-02 20:00:00.000
3060,"AZPS-N/A",2021-03-02 19:00:00.000
2806,"AZPS-N/A",2021-03-02 18:00:00.000
2510,"AZPS-N/A",2021-03-02 17:00:00.000
2294,"AZPS-N/A",2021-03-02 16:00:00.000
2183,"AZPS-N/A",2021-03-02 15:00:00.000
2306,"AZPS-N/A",2021-03-02 14:00:00.000
2352,"AZPS-N/A",2021-03-02 13:00:00.000
2298,"AZPS-N/A",2021-03-02 12:00:00.000
2452,"AZPS-N/A",2021-03-02 11:00:00.000
2732,"AZPS-N/A",2021-03-02 10:00:00.000
3072,"AZPS-N/A",2021-03-02 09:00:00.000
3373,"AZPS-N/A",2021-03-02 08:00:00.000
3337,"AZPS-N/A",2021-03-02 07:00:00.000
3013,"AZPS-N/A",2021-03-02 06:00:00.000
2777,"AZPS-N/A",2021-03-02 05:00:00.000
2676,"AZPS-N/A",2021-03-02 04:00:00.000
2632,"AZPS-N/A",2021-03-02 03:00:00.000
2631,"AZPS-N/A",2021-03-02 02:00:00.000
2666,"AZPS-N/A",2021-03-02 01:00:00.000
2733,"AZPS-N/A",2021-03-02 00:00:00.000
2903,"AZPS-N/A",2021-03-01 23:00:00.000
3066,"AZPS-N/A",2021-03-01 22:00:00.000
3164,"AZPS-N/A",2021-03-01 21:00:00.000
3175,"AZPS-N/A",2021-03-01 20:00:00.000
3075,"AZPS-N/A",2021-03-01 19:00:00.000
2760,"AZPS-N/A",2021-03-01 18:00:00.000
2449,"AZPS-N/A",2021-03-01 17:00:00.000
2254,"AZPS-N/A",2021-03-01 16:00:00.000
2175,"AZPS-N/A",2021-03-01 15:00:00.000
2178,"AZPS-N/A",2021-03-01 14:00:00.000
2260,"AZPS-N/A",2021-03-01 13:00:00.000
2387,"AZPS-N/A",2021-03-01 12:00:00.000
2620,"AZPS-N/A",2021-03-01 11:00:00.000
2957,"AZPS-N/A",2021-03-01 10:00:00.000
3381,"AZPS-N/A",2021-03-01 09:00:00.000
3732,"AZPS-N/A",2021-03-01 08:00:00.000
3662,"AZPS-N/A",2021-03-01 07:00:00.000
3292,"AZPS-N/A",2021-03-01 06:00:00.000
3023,"AZPS-N/A",2021-03-01 05:00:00.000
2872,"AZPS-N/A",2021-03-01 04:00:00.000
2812,"AZPS-N/A",2021-03-01 03:00:00.000
2796,"AZPS-N/A",2021-03-01 02:00:00.000
2807,"AZPS-N/A",2021-03-01 01:00:00.000
2883,"AZPS-N/A",2021-03-01 00:00:00.000
3032,"AZPS-N/A",2021-02-28 23:00:00.000
3179,"AZPS-N/A",2021-02-28 22:00:00.000
3275,"AZPS-N/A",2021-02-28 21:00:00.000
3294,"AZPS-N/A",2021-02-28 20:00:00.000
3157,"AZPS-N/A",2021-02-28 19:00:00.000
2821,"AZPS-N/A",2021-02-28 18:00:00.000
2451,"AZPS-N/A",2021-02-28 17:00:00.000
2204,"AZPS-N/A",2021-02-28 16:00:00.000
2120,"AZPS-N/A",2021-02-28 15:00:00.000
2150,"AZPS-N/A",2021-02-28 14:00:00.000
2207,"AZPS-N/A",2021-02-28 13:00:00.000
2287,"AZPS-N/A",2021-02-28 12:00:00.000
2465,"AZPS-N/A",2021-02-28 11:00:00.000
2681,"AZPS-N/A",2021-02-28 10:00:00.000
2922,"AZPS-N/A",2021-02-28 09:00:00.000
3054,"AZPS-N/A",2021-02-28 08:00:00.000
2973,"AZPS-N/A",2021-02-28 07:00:00.000
2790,"AZPS-N/A",2021-02-28 06:00:00.000
2664,"AZPS-N/A",2021-02-28 05:00:00.000
2608,"AZPS-N/A",2021-02-28 04:00:00.000
2582,"AZPS-N/A",2021-02-28 03:00:00.000
2596,"AZPS-N/A",2021-02-28 02:00:00.000
2639,"AZPS-N/A",2021-02-28 01:00:00.000
2702,"AZPS-N/A",2021-02-28 00:00:00.000
2819,"AZPS-N/A",2021-02-27 23:00:00.000
2930,"AZPS-N/A",2021-02-27 22:00:00.000
2976,"AZPS-N/A",2021-02-27 21:00:00.000
3035,"AZPS-N/A",2021-02-27 20:00:00.000
2965,"AZPS-N/A",2021-02-27 19:00:00.000
2685,"AZPS-N/A",2021-02-27 18:00:00.000
2387,"AZPS-N/A",2021-02-27 17:00:00.000
2164,"AZPS-N/A",2021-02-27 16:00:00.000
2058,"AZPS-N/A",2021-02-27 15:00:00.000
2051,"AZPS-N/A",2021-02-27 14:00:00.000
2100,"AZPS-N/A",2021-02-27 13:00:00.000
2218,"AZPS-N/A",2021-02-27 12:00:00.000
2428,"AZPS-N/A",2021-02-27 11:00:00.000
2689,"AZPS-N/A",2021-02-27 10:00:00.000
2999,"AZPS-N/A",2021-02-27 09:00:00.000
3181,"AZPS-N/A",2021-02-27 08:00:00.000
3108,"AZPS-N/A",2021-02-27 07:00:00.000
2897,"AZPS-N/A",2021-02-27 06:00:00.000
2750,"AZPS-N/A",2021-02-27 05:00:00.000
2675,"AZPS-N/A",2021-02-27 04:00:00.000
2647,"AZPS-N/A",2021-02-27 03:00:00.000
2650,"AZPS-N/A",2021-02-27 02:00:00.000
2674,"AZPS-N/A",2021-02-27 01:00:00.000
2747,"AZPS-N/A",2021-02-27 00:00:00.000
2876,"AZPS-N/A",2021-02-26 23:00:00.000
2993,"AZPS-N/A",2021-02-26 22:00:00.000
3040,"AZPS-N/A",2021-02-26 21:00:00.000
3037,"AZPS-N/A",2021-02-26 20:00:00.000
2965,"AZPS-N/A",2021-02-26 19:00:00.000
2699,"AZPS-N/A",2021-02-26 18:00:00.000
2427,"AZPS-N/A",2021-02-26 17:00:00.000
2225,"AZPS-N/A",2021-02-26 16:00:00.000
2148,"AZPS-N/A",2021-02-26 15:00:00.000
2134,"AZPS-N/A",2021-02-26 14:00:00.000
2192,"AZPS-N/A",2021-02-26 13:00:00.000
2351,"AZPS-N/A",2021-02-26 12:00:00.000
2555,"AZPS-N/A",2021-02-26 11:00:00.000
2865,"AZPS-N/A",2021-02-26 10:00:00.000
3247,"AZPS-N/A",2021-02-26 09:00:00.000
3512,"AZPS-N/A",2021-02-26 08:00:00.000
3414,"AZPS-N/A",2021-02-26 07:00:00.000
3095,"AZPS-N/A",2021-02-26 06:00:00.000
2836,"AZPS-N/A",2021-02-26 05:00:00.000
2703,"AZPS-N/A",2021-02-26 04:00:00.000
2658,"AZPS-N/A",2021-02-26 03:00:00.000
2648,"AZPS-N/A",2021-02-26 02:00:00.000
2681,"AZPS-N/A",2021-02-26 01:00:00.000
2754,"AZPS-N/A",2021-02-26 00:00:00.000
2890,"AZPS-N/A",2021-02-25 23:00:00.000
3051,"AZPS-N/A",2021-02-25 22:00:00.000
3138,"AZPS-N/A",2021-02-25 21:00:00.000
3137,"AZPS-N/A",2021-02-25 20:00:00.000
3062,"AZPS-N/A",2021-02-25 19:00:00.000
2759,"AZPS-N/A",2021-02-25 18:00:00.000
2449,"AZPS-N/A",2021-02-25 17:00:00.000
2251,"AZPS-N/A",2021-02-25 16:00:00.000
2174,"AZPS-N/A",2021-02-25 15:00:00.000
2167,"AZPS-N/A",2021-02-25 14:00:00.000
2194,"AZPS-N/A",2021-02-25 13:00:00.000
2297,"AZPS-N/A",2021-02-25 12:00:00.000
2474,"AZPS-N/A",2021-02-25 11:00:00.000
2707,"AZPS-N/A",2021-02-25 10:00:00.000
3002,"AZPS-N/A",2021-02-25 09:00:00.000
3221,"AZPS-N/A",2021-02-25 08:00:00.000
3136,"AZPS-N/A",2021-02-25 07:00:00.000
2837,"AZPS-N/A",2021-02-25 06:00:00.000
2610,"AZPS-N/A",2021-02-25 05:00:00.000
2499,"AZPS-N/A",2021-02-25 04:00:00.000
2472,"AZPS-N/A",2021-02-25 03:00:00.000
2477,"AZPS-N/A",2021-02-25 02:00:00.000
2545,"AZPS-N/A",2021-02-25 01:00:00.000
2640,"AZPS-N/A",2021-02-25 00:00:00.000
2805,"AZPS-N/A",2021-02-24 23:00:00.000
2993,"AZPS-N/A",2021-02-24 22:00:00.000
3104,"AZPS-N/A",2021-02-24 21:00:00.000
3158,"AZPS-N/A",2021-02-24 20:00:00.000
3097,"AZPS-N/A",2021-02-24 19:00:00.000
2846,"AZPS-N/A",2021-02-24 18:00:00.000
2552,"AZPS-N/A",2021-02-24 17:00:00.000
2328,"AZPS-N/A",2021-02-24 16:00:00.000
2221,"AZPS-N/A",2021-02-24 15:00:00.000
2183,"AZPS-N/A",2021-02-24 14:00:00.000
2220,"AZPS-N/A",2021-02-24 13:00:00.000
2287,"AZPS-N/A",2021-02-24 12:00:00.000
2461,"AZPS-N/A",2021-02-24 11:00:00.000
2701,"AZPS-N/A",2021-02-24 10:00:00.000
3021,"AZPS-N/A",2021-02-24 09:00:00.000
3280,"AZPS-N/A",2021-02-24 08:00:00.000
3194,"AZPS-N/A",2021-02-24 07:00:00.000
2866,"AZPS-N/A",2021-02-24 06:00:00.000
2645,"AZPS-N/A",2021-02-24 05:00:00.000
2540,"AZPS-N/A",2021-02-24 04:00:00.000
2504,"AZPS-N/A",2021-02-24 03:00:00.000
2496,"AZPS-N/A",2021-02-24 02:00:00.000
2540,"AZPS-N/A",2021-02-24 01:00:00.000
2631,"AZPS-N/A",2021-02-24 00:00:00.000
2786,"AZPS-N/A",2021-02-23 23:00:00.000
2979,"AZPS-N/A",2021-02-23 22:00:00.000
3098,"AZPS-N/A",2021-02-23 21:00:00.000
3145,"AZPS-N/A",2021-02-23 20:00:00.000
3093,"AZPS-N/A",2021-02-23 19:00:00.000
2838,"AZPS-N/A",2021-02-23 18:00:00.000
2532,"AZPS-N/A",2021-02-23 17:00:00.000
2320,"AZPS-N/A",2021-02-23 16:00:00.000
2254,"AZPS-N/A",2021-02-23 15:00:00.000
2191,"AZPS-N/A",2021-02-23 14:00:00.000
2217,"AZPS-N/A",2021-02-23 13:00:00.000
2314,"AZPS-N/A",2021-02-23 12:00:00.000
2487,"AZPS-N/A",2021-02-23 11:00:00.000
2765,"AZPS-N/A",2021-02-23 10:00:00.000
3124,"AZPS-N/A",2021-02-23 09:00:00.000
3380,"AZPS-N/A",2021-02-23 08:00:00.000
3273,"AZPS-N/A",2021-02-23 07:00:00.000
2932,"AZPS-N/A",2021-02-23 06:00:00.000
2693,"AZPS-N/A",2021-02-23 05:00:00.000
2572,"AZPS-N/A",2021-02-23 04:00:00.000
2534,"AZPS-N/A",2021-02-23 03:00:00.000
2528,"AZPS-N/A",2021-02-23 02:00:00.000
2569,"AZPS-N/A",2021-02-23 01:00:00.000
2659,"AZPS-N/A",2021-02-23 00:00:00.000
2816,"AZPS-N/A",2021-02-22 23:00:00.000
3007,"AZPS-N/A",2021-02-22 22:00:00.000
3099,"AZPS-N/A",2021-02-22 21:00:00.000
3156,"AZPS-N/A",2021-02-22 20:00:00.000
3104,"AZPS-N/A",2021-02-22 19:00:00.000
2835,"AZPS-N/A",2021-02-22 18:00:00.000
2528,"AZPS-N/A",2021-02-22 17:00:00.000
2307,"AZPS-N/A",2021-02-22 16:00:00.000
2230,"AZPS-N/A",2021-02-22 15:00:00.000
2204,"AZPS-N/A",2021-02-22 14:00:00.000
2256,"AZPS-N/A",2021-02-22 13:00:00.000
2351,"AZPS-N/A",2021-02-22 12:00:00.000
2542,"AZPS-N/A",2021-02-22 11:00:00.000
2850,"AZPS-N/A",2021-02-22 10:00:00.000
3203,"AZPS-N/A",2021-02-22 09:00:00.000
3530,"AZPS-N/A",2021-02-22 08:00:00.000
3411,"AZPS-N/A",2021-02-22 07:00:00.000
3053,"AZPS-N/A",2021-02-22 06:00:00.000
2799,"AZPS-N/A",2021-02-22 05:00:00.000
2664,"AZPS-N/A",2021-02-22 04:00:00.000
2604,"AZPS-N/A",2021-02-22 03:00:00.000
2604,"AZPS-N/A",2021-02-22 02:00:00.000
2611,"AZPS-N/A",2021-02-22 01:00:00.000
2677,"AZPS-N/A",2021-02-22 00:00:00.000
2813,"AZPS-N/A",2021-02-21 23:00:00.000
2976,"AZPS-N/A",2021-02-21 22:00:00.000
3076,"AZPS-N/A",2021-02-21 21:00:00.000
3105,"AZPS-N/A",2021-02-21 20:00:00.000
3018,"AZPS-N/A",2021-02-21 19:00:00.000
2720,"AZPS-N/A",2021-02-21 18:00:00.000
2394,"AZPS-N/A",2021-02-21 17:00:00.000
2149,"AZPS-N/A",2021-02-21 16:00:00.000
2039,"AZPS-N/A",2021-02-21 15:00:00.000
2024,"AZPS-N/A",2021-02-21 14:00:00.000
2076,"AZPS-N/A",2021-02-21 13:00:00.000
2179,"AZPS-N/A",2021-02-21 12:00:00.000
2335,"AZPS-N/A",2021-02-21 11:00:00.000
2558,"AZPS-N/A",2021-02-21 10:00:00.000
2792,"AZPS-N/A",2021-02-21 09:00:00.000
2949,"AZPS-N/A",2021-02-21 08:00:00.000
2872,"AZPS-N/A",2021-02-21 07:00:00.000
2711,"AZPS-N/A",2021-02-21 06:00:00.000
2601,"AZPS-N/A",2021-02-21 05:00:00.000
2540,"AZPS-N/A",2021-02-21 04:00:00.000
2533,"AZPS-N/A",2021-02-21 03:00:00.000
2541,"AZPS-N/A",2021-02-21 02:00:00.000
2587,"AZPS-N/A",2021-02-21 01:00:00.000
2673,"AZPS-N/A",2021-02-21 00:00:00.000
2807,"AZPS-N/A",2021-02-20 23:00:00.000
2933,"AZPS-N/A",2021-02-20 22:00:00.000
3014,"AZPS-N/A",2021-02-20 21:00:00.000
3049,"AZPS-N/A",2021-02-20 20:00:00.000
3016,"AZPS-N/A",2021-02-20 19:00:00.000
2743,"AZPS-N/A",2021-02-20 18:00:00.000
2432,"AZPS-N/A",2021-02-20 17:00:00.000
2212,"AZPS-N/A",2021-02-20 16:00:00.000
2087,"AZPS-N/A",2021-02-20 15:00:00.000
2076,"AZPS-N/A",2021-02-20 14:00:00.000
2121,"AZPS-N/A",2021-02-20 13:00:00.000
2249,"AZPS-N/A",2021-02-20 12:00:00.000
2435,"AZPS-N/A",2021-02-20 11:00:00.000
2714,"AZPS-N/A",2021-02-20 10:00:00.000
3019,"AZPS-N/A",2021-02-20 09:00:00.000
3186,"AZPS-N/A",2021-02-20 08:00:00.000
3084,"AZPS-N/A",2021-02-20 07:00:00.000
2888,"AZPS-N/A",2021-02-20 06:00:00.000
2736,"AZPS-N/A",2021-02-20 05:00:00.000
2664,"AZPS-N/A",2021-02-20 04:00:00.000
2647,"AZPS-N/A",2021-02-20 03:00:00.000
2647,"AZPS-N/A",2021-02-20 02:00:00.000
2700,"AZPS-N/A",2021-02-20 01:00:00.000
2767,"AZPS-N/A",2021-02-20 00:00:00.000
2906,"AZPS-N/A",2021-02-19 23:00:00.000
3017,"AZPS-N/A",2021-02-19 22:00:00.000
3076,"AZPS-N/A",2021-02-19 21:00:00.000
3077,"AZPS-N/A",2021-02-19 20:00:00.000
3021,"AZPS-N/A",2021-02-19 19:00:00.000
2763,"AZPS-N/A",2021-02-19 18:00:00.000
2482,"AZPS-N/A",2021-02-19 17:00:00.000
2267,"AZPS-N/A",2021-02-19 16:00:00.000
2203,"AZPS-N/A",2021-02-19 15:00:00.000
2201,"AZPS-N/A",2021-02-19 14:00:00.000
2288,"AZPS-N/A",2021-02-19 13:00:00.000
2423,"AZPS-N/A",2021-02-19 12:00:00.000
2655,"AZPS-N/A",2021-02-19 11:00:00.000
2991,"AZPS-N/A",2021-02-19 10:00:00.000
3368,"AZPS-N/A",2021-02-19 09:00:00.000
3694,"AZPS-N/A",2021-02-19 08:00:00.000
3564,"AZPS-N/A",2021-02-19 07:00:00.000
3227,"AZPS-N/A",2021-02-19 06:00:00.000
2991,"AZPS-N/A",2021-02-19 05:00:00.000
2859,"AZPS-N/A",2021-02-19 04:00:00.000
2811,"AZPS-N/A",2021-02-19 03:00:00.000
2804,"AZPS-N/A",2021-02-19 02:00:00.000
2824,"AZPS-N/A",2021-02-19 01:00:00.000
2895,"AZPS-N/A",2021-02-19 00:00:00.000
3017,"AZPS-N/A",2021-02-18 23:00:00.000
3174,"AZPS-N/A",2021-02-18 22:00:00.000
3255,"AZPS-N/A",2021-02-18 21:00:00.000
3253,"AZPS-N/A",2021-02-18 20:00:00.000
3173,"AZPS-N/A",2021-02-18 19:00:00.000
2854,"AZPS-N/A",2021-02-18 18:00:00.000
2521,"AZPS-N/A",2021-02-18 17:00:00.000
2325,"AZPS-N/A",2021-02-18 16:00:00.000
2259,"AZPS-N/A",2021-02-18 15:00:00.000
2252,"AZPS-N/A",2021-02-18 14:00:00.000
2376,"AZPS-N/A",2021-02-18 13:00:00.000
2478,"AZPS-N/A",2021-02-18 12:00:00.000
