Year,Name,Rank,Ranking,Gender,Ranking (groups)
2001,"Jay",59,-59,"Boys","51-70"
2001,"Joe",51,-51,"Boys","51-70"
2001,"Joel",62,-62,"Boys","51-70"
2001,"John",58,-58,"Boys","51-70"
2001,"Jonathan",66,-66,"Boys","51-70"
2001,"Jordan",26,-26,"Boys","21-30"
2001,"Joseph",8,-8,"Boys","1-10"
2001,"Josh",90,-90,"Boys","71-100"
2001,"Joshua",3,-3,"Boys","1-10"
2001,"Kai",64,-64,"Boys","51-70"
2001,"Kane",96,-96,"Boys","71-100"
2001,"Kian",72,-72,"Boys","71-100"
2001,"Kieran",34,-34,"Boys","31-50"
2001,"Kyle",42,-42,"Boys","31-50"
2001,"Leon",74,-74,"Boys","71-100"
2001,"Lewis",10,-10,"Boys","1-10"
2001,"Liam",24,-24,"Boys","21-30"
2001,"Louis",39,-39,"Boys","31-50"
2001,"Lucas",79,-79,"Boys","71-100"
2001,"Luke",11,-11,"Boys","11-20"
2001,"Marcus",83,-83,"Boys","71-100"
2001,"Mark",97,-97,"Boys","71-100"
2001,"Mason",85,-85,"Boys","71-100"
2001,"Matthew",9,-9,"Boys","1-10"
2001,"Max",35,-35,"Boys","31-50"
2001,"Michael",33,-33,"Boys","31-50"
2001,"Mitchell",88,-88,"Boys","71-100"
2001,"Mohammad",73,-73,"Boys","71-100"
2001,"Mohammed",22,-22,"Boys","21-30"
2001,"Morgan",57,-57,"Boys","51-70"
2001,"Muhammad",69,-69,"Boys","51-70"
2001,"Nathan",29,-29,"Boys","21-30"
2001,"Nicholas",82,-82,"Boys","71-100"
2001,"Oliver",12,-12,"Boys","11-20"
2001,"Oscar",77,-77,"Boys","71-100"
2001,"Owen",37,-37,"Boys","31-50"
2001,"Patrick",76,-76,"Boys","71-100"
2001,"Peter",86,-86,"Boys","71-100"
2001,"Reece",43,-43,"Boys","31-50"
2001,"Rhys",52,-52,"Boys","51-70"
2001,"Robert",47,-47,"Boys","31-50"
2001,"Ross",100,-100,"Boys","71-100"
2001,"Ryan",18,-18,"Boys","11-20"
2001,"Sam",55,-55,"Boys","51-70"
2001,"Samuel",7,-7,"Boys","1-10"
2001,"Scott",71,-71,"Boys","71-100"
2001,"Sean",67,-67,"Boys","51-70"
2001,"Stephen",99,-99,"Boys","71-100"
2001,"Taylor",65,-65,"Boys","51-70"
2001,"Thomas",2,-2,"Boys","1-10"
2001,"Toby",63,-63,"Boys","51-70"
2001,"Tom",89,-89,"Boys","71-100"
2001,"Tyler",41,-41,"Boys","31-50"
2001,"William",13,-13,"Boys","11-20"
2001,"Zachary",94,-94,"Boys","71-100"
2002,"Aaron",36,-36,"Boys","31-50"
2002,"Adam",17,-17,"Boys","11-20"
2002,"Aidan",67,-67,"Boys","51-70"
2002,"Alex",42,-42,"Boys","31-50"
2002,"Alexander",19,-19,"Boys","11-20"
2002,"Alfie",49,-49,"Boys","31-50"
2002,"Andrew",66,-66,"Boys","51-70"
2002,"Anthony",93,-93,"Boys","71-100"
2002,"Archie",55,-55,"Boys","51-70"
2002,"Ashley",95,-95,"Boys","71-100"
2002,"Bailey",78,-78,"Boys","71-100"
2002,"Ben",21,-21,"Boys","21-30"
2002,"Benjamin",6,-6,"Boys","1-10"
2002,"Billy",81,-81,"Boys","71-100"
2002,"Bradley",39,-39,"Boys","31-50"
2002,"Brandon",37,-37,"Boys","31-50"
2002,"Callum",16,-16,"Boys","11-20"
2002,"Cameron",27,-27,"Boys","21-30"
2002,"Charles",48,-48,"Boys","31-50"
2002,"Charlie",29,-29,"Boys","21-30"
2002,"Christopher",56,-56,"Boys","51-70"
2002,"Connor",26,-26,"Boys","21-30"
2002,"Daniel",5,-5,"Boys","1-10"
2002,"David",47,-47,"Boys","31-50"
2002,"Declan",89,-89,"Boys","71-100"
2002,"Dominic",75,-75,"Boys","71-100"
2002,"Dylan",28,-28,"Boys","21-30"
2002,"Edward",46,-46,"Boys","31-50"
2002,"Elliot",76,-76,"Boys","71-100"
2002,"Ellis",83,-83,"Boys","71-100"
2002,"Ethan",18,-18,"Boys","11-20"
2002,"Ewan",86,-86,"Boys","71-100"
2002,"Finlay",77,-77,"Boys","71-100"
2002,"Finley",91,-91,"Boys","71-100"
2002,"Gabriel",99,-99,"Boys","71-100"
2002,"George",15,-15,"Boys","11-20"
2002,"Harrison",52,-52,"Boys","51-70"
2002,"Harry",11,-11,"Boys","11-20"
2002,"Harvey",45,-45,"Boys","31-50"
2002,"Henry",51,-51,"Boys","51-70"
2002,"Isaac",63,-63,"Boys","51-70"
2002,"Jack",1,-1,"Boys","1-10"
2002,"Jacob",30,-30,"Boys","21-30"
2002,"Jake",25,-25,"Boys","21-30"
2002,"James",4,-4,"Boys","1-10"
2002,"Jamie",32,-32,"Boys","31-50"
2002,"Jason",94,-94,"Boys","71-100"
2002,"Jay",62,-62,"Boys","51-70"
2002,"Joe",54,-54,"Boys","51-70"
2002,"Joel",69,-69,"Boys","51-70"
2002,"John",64,-64,"Boys","51-70"
2002,"Jonathan",80,-80,"Boys","71-100"
2002,"Jordan",43,-43,"Boys","31-50"
2002,"Joseph",8,-8,"Boys","1-10"
2002,"Josh",84,-84,"Boys","71-100"
2002,"Joshua",2,-2,"Boys","1-10"
2002,"Kai",59,-59,"Boys","51-70"
2002,"Kian",68,-68,"Boys","51-70"
2002,"Kieran",34,-34,"Boys","31-50"
2002,"Kieron",100,-100,"Boys","71-100"
2002,"Kyle",40,-40,"Boys","31-50"
2002,"Leo",88,-88,"Boys","71-100"
2002,"Leon",73,-73,"Boys","71-100"
2002,"Lewis",14,-14,"Boys","11-20"
2002,"Liam",23,-23,"Boys","21-30"
2002,"Louis",41,-41,"Boys","31-50"
2002,"Lucas",72,-72,"Boys","71-100"
2002,"Luke",13,-13,"Boys","11-20"
2002,"Marcus",92,-92,"Boys","71-100"
2002,"Mason",85,-85,"Boys","71-100"
2002,"Matthew",12,-12,"Boys","11-20"
2002,"Max",33,-33,"Boys","31-50"
2002,"Michael",35,-35,"Boys","31-50"
2002,"Mohammad",65,-65,"Boys","51-70"
2002,"Mohammed",22,-22,"Boys","21-30"
2002,"Morgan",60,-60,"Boys","51-70"
2002,"Muhammad",61,-61,"Boys","51-70"
2002,"Nathan",24,-24,"Boys","21-30"
2002,"Nicholas",87,-87,"Boys","71-100"
2002,"Oliver",10,-10,"Boys","1-10"
2002,"Oscar",70,-70,"Boys","51-70"
2002,"Owen",31,-31,"Boys","31-50"
2002,"Patrick",82,-82,"Boys","71-100"
2002,"Peter",97,-97,"Boys","71-100"
2002,"Reece",44,-44,"Boys","31-50"
2002,"Rhys",53,-53,"Boys","51-70"
2002,"Robert",50,-50,"Boys","31-50"
2002,"Ryan",20,-20,"Boys","11-20"
2002,"Sam",57,-57,"Boys","51-70"
2002,"Samuel",7,-7,"Boys","1-10"
2002,"Scott",79,-79,"Boys","71-100"
2002,"Sean",74,-74,"Boys","71-100"
2002,"Sebastian",96,-96,"Boys","71-100"
2002,"Taylor",71,-71,"Boys","71-100"
2002,"Thomas",3,-3,"Boys","1-10"
2002,"Toby",58,-58,"Boys","51-70"
2002,"Tom",90,-90,"Boys","71-100"
2002,"Tyler",38,-38,"Boys","31-50"
2002,"William",9,-9,"Boys","1-10"
2002,"Zachary",98,-98,"Boys","71-100"
2003,"Aaron",43,-43,"Boys","31-50"
2003,"Adam",18,-18,"Boys","11-20"
2003,"Aidan",72,-72,"Boys","71-100"
2003,"Alex",42,-42,"Boys","31-50"
2003,"Alexander",20,-20,"Boys","11-20"
2003,"Alfie",17,-17,"Boys","11-20"
2003,"Andrew",75,-75,"Boys","71-100"
2003,"Anthony",96,-96,"Boys","71-100"
2003,"Archie",50,-50,"Boys","31-50"
2003,"Bailey",80,-80,"Boys","71-100"
2003,"Ben",26,-26,"Boys","21-30"
2003,"Benjamin",7,-7,"Boys","1-10"
2003,"Billy",84,-84,"Boys","71-100"
2003,"Bradley",44,-44,"Boys","31-50"
2003,"Brandon",40,-40,"Boys","31-50"
2003,"Callum",19,-19,"Boys","11-20"
2003,"Cameron",23,-23,"Boys","21-30"
2003,"Charles",48,-48,"Boys","31-50"
2003,"Charlie",24,-24,"Boys","21-30"
2003,"Christopher",59,-59,"Boys","51-70"
2003,"Connor",25,-25,"Boys","21-30"
2003,"Corey",99,-99,"Boys","71-100"
2003,"Daniel",5,-5,"Boys","1-10"
2003,"David",49,-49,"Boys","31-50"
2003,"Declan",92,-92,"Boys","71-100"
2003,"Dominic",71,-71,"Boys","71-100"
2003,"Dylan",28,-28,"Boys","21-30"
2003,"Edward",45,-45,"Boys","31-50"
2003,"Elliot",78,-78,"Boys","71-100"
2003,"Ellis",85,-85,"Boys","71-100"
2003,"Ethan",15,-15,"Boys","11-20"
2003,"Ewan",95,-95,"Boys","71-100"
2003,"Finlay",68,-68,"Boys","51-70"
2003,"Finley",83,-83,"Boys","71-100"
2003,"George",16,-16,"Boys","11-20"
2003,"Harrison",47,-47,"Boys","31-50"
2003,"Harry",11,-11,"Boys","11-20"
2003,"Harvey",36,-36,"Boys","31-50"
2003,"Henry",53,-53,"Boys","51-70"
2003,"Isaac",64,-64,"Boys","51-70"
2003,"Jack",1,-1,"Boys","1-10"
2003,"Jacob",27,-27,"Boys","21-30"
2003,"Jake",31,-31,"Boys","31-50"
2003,"James",4,-4,"Boys","1-10"
2003,"Jamie",32,-32,"Boys","31-50"
2003,"Jay",65,-65,"Boys","51-70"
2003,"Joe",55,-55,"Boys","51-70"
2003,"Joel",69,-69,"Boys","51-70"
2003,"John",66,-66,"Boys","51-70"
2003,"Jonathan",79,-79,"Boys","71-100"
2003,"Jordan",54,-54,"Boys","51-70"
2003,"Joseph",10,-10,"Boys","1-10"
2003,"Josh",93,-93,"Boys","71-100"
2003,"Joshua",2,-2,"Boys","1-10"
2003,"Jude",97,-97,"Boys","71-100"
2003,"Kai",56,-56,"Boys","51-70"
2003,"Kian",57,-57,"Boys","51-70"
2003,"Kieran",37,-37,"Boys","31-50"
2003,"Kyle",39,-39,"Boys","31-50"
2003,"Leo",77,-77,"Boys","71-100"
2003,"Leon",74,-74,"Boys","71-100"
2003,"Lewis",13,-13,"Boys","11-20"
2003,"Liam",29,-29,"Boys","21-30"
2003,"Logan",86,-86,"Boys","71-100"
2003,"Louis",41,-41,"Boys","31-50"
2003,"Luca",98,-98,"Boys","71-100"
2003,"Lucas",73,-73,"Boys","71-100"
2003,"Luke",14,-14,"Boys","11-20"
2003,"Marcus",100,-100,"Boys","71-100"
2003,"Mason",87,-87,"Boys","71-100"
2003,"Matthew",12,-12,"Boys","11-20"
2003,"Max",34,-34,"Boys","31-50"
2003,"Michael",38,-38,"Boys","31-50"
2003,"Mohammad",70,-70,"Boys","51-70"
2003,"Mohammed",21,-21,"Boys","21-30"
2003,"Morgan",58,-58,"Boys","51-70"
2003,"Muhammad",61,-61,"Boys","51-70"
2003,"Nathan",30,-30,"Boys","21-30"
2003,"Nicholas",91,-91,"Boys","71-100"
2003,"Noah",94,-94,"Boys","71-100"
2003,"Oliver",6,-6,"Boys","1-10"
2003,"Oscar",62,-62,"Boys","51-70"
2003,"Owen",33,-33,"Boys","31-50"
2003,"Patrick",81,-81,"Boys","71-100"
2003,"Reece",46,-46,"Boys","31-50"
2003,"Rhys",52,-52,"Boys","51-70"
2003,"Robert",60,-60,"Boys","51-70"
2003,"Ryan",22,-22,"Boys","21-30"
2003,"Sam",63,-63,"Boys","51-70"
2003,"Samuel",8,-8,"Boys","1-10"
2003,"Scott",82,-82,"Boys","71-100"
2003,"Sean",67,-67,"Boys","51-70"
2003,"Sebastian",88,-88,"Boys","71-100"
2003,"Spencer",90,-90,"Boys","71-100"
2003,"Taylor",76,-76,"Boys","71-100"
2003,"Thomas",3,-3,"Boys","1-10"
2003,"Toby",51,-51,"Boys","51-70"
2003,"Tom",89,-89,"Boys","71-100"
2003,"Tyler",35,-35,"Boys","31-50"
2003,"William",9,-9,"Boys","1-10"
2004,"Aaron",41,-41,"Boys","31-50"
2004,"Adam",24,-24,"Boys","21-30"
2004,"Aidan",70,-70,"Boys","51-70"
2004,"Alex",46,-46,"Boys","31-50"
2004,"Alexander",20,-20,"Boys","11-20"
2004,"Alfie",25,-25,"Boys","21-30"
2004,"Andrew",79,-79,"Boys","71-100"
2004,"Archie",45,-45,"Boys","31-50"
2004,"Bailey",68,-68,"Boys","51-70"
2004,"Ben",27,-27,"Boys","21-30"
2004,"Benjamin",9,-9,"Boys","1-10"
2004,"Billy",71,-71,"Boys","71-100"
2004,"Bradley",42,-42,"Boys","31-50"
2004,"Brandon",44,-44,"Boys","31-50"
2004,"Callum",18,-18,"Boys","11-20"
2004,"Cameron",29,-29,"Boys","21-30"
2004,"Charles",49,-49,"Boys","31-50"
2004,"Charlie",15,-15,"Boys","11-20"
2004,"Christopher",65,-65,"Boys","51-70"
2004,"Connor",28,-28,"Boys","21-30"
2004,"Daniel",5,-5,"Boys","1-10"
2004,"David",55,-55,"Boys","51-70"
2004,"Declan",92,-92,"Boys","71-100"
2004,"Dominic",84,-84,"Boys","71-100"
2004,"Dylan",21,-21,"Boys","21-30"
2004,"Edward",43,-43,"Boys","31-50"
2004,"Elliot",85,-85,"Boys","71-100"
2004,"Ellis",82,-82,"Boys","71-100"
2004,"Ethan",13,-13,"Boys","11-20"
2004,"Evan",99,-99,"Boys","71-100"
2004,"Finlay",63,-63,"Boys","51-70"
2004,"Finley",72,-72,"Boys","71-100"
2004,"Freddie",96,-96,"Boys","71-100"
2004,"Gabriel",98,-98,"Boys","71-100"
2004,"George",17,-17,"Boys","11-20"
2004,"Harrison",47,-47,"Boys","31-50"
2004,"Harry",11,-11,"Boys","11-20"
2004,"Harvey",32,-32,"Boys","31-50"
2004,"Henry",48,-48,"Boys","31-50"
2004,"Isaac",58,-58,"Boys","51-70"
2004,"Jack",1,-1,"Boys","1-10"
2004,"Jacob",23,-23,"Boys","21-30"
2004,"Jake",26,-26,"Boys","21-30"
2004,"James",4,-4,"Boys","1-10"
2004,"Jamie",33,-33,"Boys","31-50"
2004,"Jay",67,-67,"Boys","51-70"
2004,"Jayden",93,-93,"Boys","71-100"
2004,"Joe",56,-56,"Boys","51-70"
2004,"Joel",73,-73,"Boys","71-100"
2004,"John",64,-64,"Boys","51-70"
2004,"Jonathan",81,-81,"Boys","71-100"
2004,"Jordan",86,-86,"Boys","71-100"
2004,"Joseph",10,-10,"Boys","1-10"
2004,"Josh",100,-100,"Boys","71-100"
2004,"Joshua",2,-2,"Boys","1-10"
2004,"Jude",94,-94,"Boys","71-100"
2004,"Kai",62,-62,"Boys","51-70"
2004,"Kian",61,-61,"Boys","51-70"
2004,"Kieran",40,-40,"Boys","31-50"
2004,"Kyle",37,-37,"Boys","31-50"
2004,"Leo",57,-57,"Boys","51-70"
2004,"Leon",76,-76,"Boys","71-100"
2004,"Lewis",14,-14,"Boys","11-20"
2004,"Liam",30,-30,"Boys","21-30"
2004,"Logan",80,-80,"Boys","71-100"
2004,"Louie",91,-91,"Boys","71-100"
2004,"Louis",38,-38,"Boys","31-50"
2004,"Luca",95,-95,"Boys","71-100"
2004,"Lucas",75,-75,"Boys","71-100"
2004,"Luke",16,-16,"Boys","11-20"
2004,"Mason",77,-77,"Boys","71-100"
2004,"Matthew",12,-12,"Boys","11-20"
2004,"Max",34,-34,"Boys","31-50"
2004,"Michael",39,-39,"Boys","31-50"
2004,"Mohammad",69,-69,"Boys","51-70"
2004,"Mohammed",19,-19,"Boys","11-20"
2004,"Morgan",66,-66,"Boys","51-70"
2004,"Muhammad",51,-51,"Boys","51-70"
2004,"Nathan",31,-31,"Boys","31-50"
2004,"Noah",74,-74,"Boys","71-100"
2004,"Oliver",7,-7,"Boys","1-10"
2004,"Oscar",59,-59,"Boys","51-70"
2004,"Owen",35,-35,"Boys","31-50"
2004,"Patrick",89,-89,"Boys","71-100"
2004,"Reece",52,-52,"Boys","51-70"
2004,"Rhys",53,-53,"Boys","51-70"
2004,"Riley",88,-88,"Boys","71-100"
2004,"Robert",60,-60,"Boys","51-70"
2004,"Ryan",22,-22,"Boys","21-30"
2004,"Sam",54,-54,"Boys","51-70"
2004,"Samuel",6,-6,"Boys","1-10"
2004,"Scott",87,-87,"Boys","71-100"
2004,"Sean",83,-83,"Boys","71-100"
2004,"Sebastian",90,-90,"Boys","71-100"
2004,"Taylor",78,-78,"Boys","71-100"
2004,"Thomas",3,-3,"Boys","1-10"
2004,"Toby",50,-50,"Boys","31-50"
2004,"Tom",97,-97,"Boys","71-100"
2004,"Tyler",36,-36,"Boys","31-50"
2004,"William",8,-8,"Boys","1-10"
2005,"Aaron",45,-45,"Boys","31-50"
2005,"Adam",26,-26,"Boys","21-30"
2005,"Aidan",78,-78,"Boys","71-100"
2005,"Alex",53,-53,"Boys","51-70"
2005,"Alexander",22,-22,"Boys","21-30"
2005,"Alfie",23,-23,"Boys","21-30"
2005,"Andrew",88,-88,"Boys","71-100"
2005,"Archie",38,-38,"Boys","31-50"
2005,"Bailey",62,-62,"Boys","51-70"
2005,"Ben",32,-32,"Boys","31-50"
2005,"Benjamin",11,-11,"Boys","11-20"
2005,"Billy",71,-71,"Boys","71-100"
2005,"Bradley",39,-39,"Boys","31-50"
2005,"Brandon",47,-47,"Boys","31-50"
2005,"Callum",14,-14,"Boys","11-20"
2005,"Cameron",34,-34,"Boys","31-50"
2005,"Charles",49,-49,"Boys","31-50"
2005,"Charlie",12,-12,"Boys","11-20"
2005,"Christopher",76,-76,"Boys","71-100"
2005,"Connor",30,-30,"Boys","21-30"
2005,"Corey",91,-91,"Boys","71-100"
2005,"Daniel",6,-6,"Boys","1-10"
2005,"David",61,-61,"Boys","51-70"
2005,"Dominic",86,-86,"Boys","71-100"
2005,"Dylan",24,-24,"Boys","21-30"
2005,"Edward",46,-46,"Boys","31-50"
2005,"Elliot",82,-82,"Boys","71-100"
2005,"Ellis",87,-87,"Boys","71-100"
2005,"Ethan",18,-18,"Boys","11-20"
2005,"Evan",97,-97,"Boys","71-100"
2005,"Ewan",90,-90,"Boys","71-100"
2005,"Finlay",57,-57,"Boys","51-70"
2005,"Finley",64,-64,"Boys","51-70"
2005,"Freddie",79,-79,"Boys","71-100"
2005,"Frederick",98,-98,"Boys","71-100"
2005,"Gabriel",96,-96,"Boys","71-100"
2005,"George",17,-17,"Boys","11-20"
2005,"Harley",70,-70,"Boys","51-70"
2005,"Harrison",40,-40,"Boys","31-50"
2005,"Harry",9,-9,"Boys","1-10"
2005,"Harvey",27,-27,"Boys","21-30"
2005,"Henry",44,-44,"Boys","31-50"
2005,"Isaac",54,-54,"Boys","51-70"
2005,"Jack",1,-1,"Boys","1-10"
2005,"Jacob",21,-21,"Boys","21-30"
2005,"Jake",16,-16,"Boys","11-20"
2005,"James",4,-4,"Boys","1-10"
2005,"Jamie",33,-33,"Boys","31-50"
2005,"Jay",81,-81,"Boys","71-100"
2005,"Jayden",84,-84,"Boys","71-100"
2005,"Joe",65,-65,"Boys","51-70"
2005,"Joel",69,-69,"Boys","51-70"
2005,"John",72,-72,"Boys","71-100"
2005,"Jonathan",93,-93,"Boys","71-100"
2005,"Joseph",10,-10,"Boys","1-10"
2005,"Joshua",2,-2,"Boys","1-10"
2005,"Kai",66,-66,"Boys","51-70"
2005,"Kian",63,-63,"Boys","51-70"
2005,"Kieran",50,-50,"Boys","31-50"
2005,"Kyle",41,-41,"Boys","31-50"
2005,"Leo",37,-37,"Boys","31-50"
2005,"Leon",75,-75,"Boys","71-100"
2005,"Lewis",19,-19,"Boys","11-20"
2005,"Liam",28,-28,"Boys","21-30"
2005,"Logan",77,-77,"Boys","71-100"
2005,"Louis",43,-43,"Boys","31-50"
2005,"Luca",83,-83,"Boys","71-100"
2005,"Lucas",58,-58,"Boys","51-70"
2005,"Luke",13,-13,"Boys","11-20"
2005,"Mason",60,-60,"Boys","51-70"
2005,"Matthew",15,-15,"Boys","11-20"
2005,"Max",31,-31,"Boys","31-50"
2005,"Michael",42,-42,"Boys","31-50"
2005,"Mohammad",68,-68,"Boys","51-70"
2005,"Mohammed",20,-20,"Boys","11-20"
2005,"Morgan",80,-80,"Boys","71-100"
2005,"Muhammad",52,-52,"Boys","51-70"
2005,"Nathan",35,-35,"Boys","31-50"
2005,"Noah",51,-51,"Boys","51-70"
2005,"Oliver",5,-5,"Boys","1-10"
2005,"Oscar",55,-55,"Boys","51-70"
2005,"Owen",36,-36,"Boys","31-50"
2005,"Patrick",92,-92,"Boys","71-100"
2005,"Reece",56,-56,"Boys","51-70"
2005,"Rhys",59,-59,"Boys","51-70"
2005,"Riley",74,-74,"Boys","71-100"
2005,"Robert",73,-73,"Boys","71-100"
2005,"Ryan",25,-25,"Boys","21-30"
2005,"Sam",67,-67,"Boys","51-70"
2005,"Samuel",7,-7,"Boys","1-10"
2005,"Scott",99,-99,"Boys","71-100"
2005,"Sean",94,-94,"Boys","71-100"
2005,"Sebastian",89,-89,"Boys","71-100"
2005,"Taylor",85,-85,"Boys","71-100"
2005,"Thomas",3,-3,"Boys","1-10"
2005,"Toby",48,-48,"Boys","31-50"
2005,"Tyler",29,-29,"Boys","21-30"
2005,"William",8,-8,"Boys","1-10"
2005,"Zachary",95,-95,"Boys","71-100"
2005,"Zak",100,-100,"Boys","71-100"
2006,"Aaron",44,-44,"Boys","31-50"
2006,"Adam",26,-26,"Boys","21-30"
2006,"Aidan",86,-86,"Boys","71-100"
2006,"Alex",57,-57,"Boys","51-70"
2006,"Alexander",24,-24,"Boys","21-30"
2006,"Alfie",16,-16,"Boys","11-20"
2006,"Andrew",96,-96,"Boys","71-100"
2006,"Archie",40,-40,"Boys","31-50"
2006,"Ashton",84,-84,"Boys","71-100"
2006,"Bailey",71,-71,"Boys","71-100"
2006,"Ben",38,-38,"Boys","31-50"
2006,"Benjamin",12,-12,"Boys","11-20"
2006,"Billy",82,-82,"Boys","71-100"
2006,"Bradley",51,-51,"Boys","51-70"
2006,"Brandon",53,-53,"Boys","51-70"
2006,"Callum",13,-13,"Boys","11-20"
2006,"Cameron",30,-30,"Boys","21-30"
2006,"Charles",50,-50,"Boys","31-50"
2006,"Charlie",10,-10,"Boys","1-10"
2006,"Christopher",83,-83,"Boys","71-100"
2006,"Connor",35,-35,"Boys","31-50"
2006,"Corey",80,-80,"Boys","71-100"
2006,"Daniel",8,-8,"Boys","1-10"
2006,"David",67,-67,"Boys","51-70"
2006,"Dominic",92,-92,"Boys","71-100"
2006,"Dylan",23,-23,"Boys","21-30"
2006,"Edward",42,-42,"Boys","31-50"
2006,"Elliot",87,-87,"Boys","71-100"
2006,"Ellis",77,-77,"Boys","71-100"
2006,"Ethan",18,-18,"Boys","11-20"
2006,"Evan",85,-85,"Boys","71-100"
2006,"Ewan",100,-100,"Boys","71-100"
2006,"Finlay",59,-59,"Boys","51-70"
2006,"Finley",60,-60,"Boys","51-70"
2006,"Freddie",65,-65,"Boys","51-70"
2006,"Frederick",99,-99,"Boys","71-100"
2006,"Gabriel",98,-98,"Boys","71-100"
2006,"George",14,-14,"Boys","11-20"
2006,"Harley",68,-68,"Boys","51-70"
2006,"Harrison",36,-36,"Boys","31-50"
2006,"Harry",5,-5,"Boys","1-10"
2006,"Harvey",28,-28,"Boys","21-30"
2006,"Hayden",89,-89,"Boys","71-100"
2006,"Henry",39,-39,"Boys","31-50"
2006,"Isaac",55,-55,"Boys","51-70"
2006,"Jack",1,-1,"Boys","1-10"
2006,"Jacob",22,-22,"Boys","21-30"
2006,"Jake",15,-15,"Boys","11-20"
2006,"James",6,-6,"Boys","1-10"
2006,"Jamie",31,-31,"Boys","31-50"
2006,"Jay",90,-90,"Boys","71-100"
2006,"Jayden",66,-66,"Boys","51-70"
2006,"Joe",78,-78,"Boys","71-100"
2006,"Joel",74,-74,"Boys","71-100"
2006,"John",73,-73,"Boys","71-100"
2006,"Joseph",11,-11,"Boys","11-20"
2006,"Joshua",3,-3,"Boys","1-10"
2006,"Kai",63,-63,"Boys","51-70"
2006,"Kian",69,-69,"Boys","51-70"
2006,"Kieran",58,-58,"Boys","51-70"
2006,"Kyle",45,-45,"Boys","31-50"
2006,"Leo",33,-33,"Boys","31-50"
2006,"Leon",76,-76,"Boys","71-100"
2006,"Lewis",21,-21,"Boys","21-30"
2006,"Liam",32,-32,"Boys","31-50"
2006,"Logan",61,-61,"Boys","51-70"
2006,"Louis",54,-54,"Boys","51-70"
2006,"Luca",81,-81,"Boys","71-100"
2006,"Lucas",48,-48,"Boys","31-50"
2006,"Luke",17,-17,"Boys","11-20"
2006,"Mason",62,-62,"Boys","51-70"
2006,"Matthew",19,-19,"Boys","11-20"
2006,"Max",29,-29,"Boys","21-30"
2006,"Michael",41,-41,"Boys","31-50"
2006,"Mohammad",70,-70,"Boys","51-70"
2006,"Mohammed",20,-20,"Boys","11-20"
2006,"Morgan",88,-88,"Boys","71-100"
2006,"Muhammad",43,-43,"Boys","31-50"
2006,"Nathan",37,-37,"Boys","31-50"
2006,"Noah",47,-47,"Boys","31-50"
2006,"Oliver",4,-4,"Boys","1-10"
2006,"Oscar",46,-46,"Boys","31-50"
2006,"Owen",34,-34,"Boys","31-50"
2006,"Reece",56,-56,"Boys","51-70"
2006,"Reuben",97,-97,"Boys","71-100"
2006,"Rhys",49,-49,"Boys","31-50"
2006,"Riley",64,-64,"Boys","51-70"
2006,"Robert",75,-75,"Boys","71-100"
2006,"Ryan",25,-25,"Boys","21-30"
2006,"Sam",72,-72,"Boys","71-100"
2006,"Samuel",9,-9,"Boys","1-10"
2006,"Sean",95,-95,"Boys","71-100"
2006,"Sebastian",94,-94,"Boys","71-100"
2006,"Taylor",79,-79,"Boys","71-100"
2006,"Theo",91,-91,"Boys","71-100"
2006,"Thomas",2,-2,"Boys","1-10"
2006,"Toby",52,-52,"Boys","51-70"
2006,"Tyler",27,-27,"Boys","21-30"
2006,"William",7,-7,"Boys","1-10"
2006,"Zachary",93,-93,"Boys","71-100"
2007,"Aaron",49,-49,"Boys","31-50"
2007,"Adam",26,-26,"Boys","21-30"
2007,"Aidan",78,-78,"Boys","71-100"
2007,"Alex",58,-58,"Boys","51-70"
2007,"Alexander",22,-22,"Boys","21-30"
2007,"Alfie",10,-10,"Boys","1-10"
2007,"Andrew",99,-99,"Boys","71-100"
2007,"Archie",33,-33,"Boys","31-50"
2007,"Ashton",79,-79,"Boys","71-100"
2007,"Bailey",70,-70,"Boys","51-70"
2007,"Ben",48,-48,"Boys","31-50"
2007,"Benjamin",14,-14,"Boys","11-20"
2007,"Billy",89,-89,"Boys","71-100"
2007,"Bradley",68,-68,"Boys","51-70"
2007,"Brandon",66,-66,"Boys","51-70"
2007,"Callum",23,-23,"Boys","21-30"
2007,"Cameron",34,-34,"Boys","31-50"
2007,"Charles",54,-54,"Boys","51-70"
2007,"Charlie",7,-7,"Boys","1-10"
2007,"Christopher",86,-86,"Boys","71-100"
2007,"Connor",37,-37,"Boys","31-50"
2007,"Corey",93,-93,"Boys","71-100"
2007,"Daniel",6,-6,"Boys","1-10"
2007,"David",63,-63,"Boys","51-70"
2007,"Dominic",98,-98,"Boys","71-100"
2007,"Dylan",19,-19,"Boys","11-20"
2007,"Edward",40,-40,"Boys","31-50"
2007,"Elliot",91,-91,"Boys","71-100"
2007,"Ellis",83,-83,"Boys","71-100"
2007,"Ethan",15,-15,"Boys","11-20"
2007,"Evan",81,-81,"Boys","71-100"
2007,"Finlay",59,-59,"Boys","51-70"
2007,"Finley",46,-46,"Boys","31-50"
2007,"Freddie",64,-64,"Boys","51-70"
2007,"Frederick",100,-100,"Boys","71-100"
2007,"Gabriel",92,-92,"Boys","71-100"
2007,"George",12,-12,"Boys","11-20"
2007,"Harley",69,-69,"Boys","51-70"
2007,"Harrison",30,-30,"Boys","21-30"
