Empresa,Pacote,Data de lançamento,variable,value
4100,Pacote 17-Serv.vigilância/limpeza,2020-09-01 00:00:00.000,Comp_PacEmpresa,209853.4
3200,Pacote 01-Alimentaçao Trabalhador,2020-05-01 00:00:00.000,Comp_PacEmpresa,1013839.6400000006
4100,Pacote 10-Fretes,2020-02-01 00:00:00.000,Comp_PacEmpresa,641854.31
8100,Pacote 01-Alimentaçao Trabalhador,2020-11-01 00:00:00.000,Comp_PacEmpresa,630.3
3100,Pacote 21-Utilidades (energia elé/gases),2020-11-01 00:00:00.000,Comp_PacEmpresa,14966089.26
8100,Pacote 01-Alimentaçao Trabalhador,2020-02-01 00:00:00.000,Comp_PacEmpresa,601.0
4100,Pacote 15-Mat. expediente e desp.gerais,2020-04-01 00:00:00.000,Comp_PacEmpresa,25458.91
3100,"Pacote 16-Mat-prima(suc.,carvão,minerio)",2020-02-01 00:00:00.000,Comp_PacEmpresa,787830.72
8100,Pacote 11-Licenças(software) e supriment,2020-10-01 00:00:00.000,Comp_PacEmpresa,749.0
3100,Pacote 06-Comissões e PDD,2020-07-01 00:00:00.000,Comp_PacEmpresa,330053.53
1100,Pacote 15-Mat. expediente e desp.gerais,2020-06-01 00:00:00.000,Comp_PacEmpresa,3810.13
4100,"Pacote 20-Tributos (federais,estaduais)",2020-12-01 00:00:00.000,Comp_PacEmpresa,118724.98
1100,Pacote 17-Serv.vigilância/limpeza,2020-12-01 00:00:00.000,Comp_PacEmpresa,12789.24
3200,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Comp_PacEmpresa,657503.2400000001
3100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-04-01 00:00:00.000,Comp_PacEmpresa,5773915.169999998
3100,Pacote 06-Comissões e PDD,2020-02-01 00:00:00.000,Comp_PacEmpresa,301389.43
4100,Pacote 22-Viagens e reembolsos,2020-11-01 00:00:00.000,Comp_PacEmpresa,211068.62
3200,"Pacote 20-Tributos (federais,estaduais)",2020-08-01 00:00:00.000,Comp_PacEmpresa,611915.7899999997
3100,Pacote 06-Comissões e PDD,2020-10-01 00:00:00.000,Comp_PacEmpresa,348417.7
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-05-01 00:00:00.000,Comp_PacEmpresa,552046.75
4100,Pacote 18-Telefonia e internet,2020-12-01 00:00:00.000,Comp_PacEmpresa,114801.01000000004
3100,Pacote 21-Utilidades (energia elé/gases),2020-02-01 00:00:00.000,Comp_PacEmpresa,14629957.169999998
3100,Pacote 14-Manut.(serv/material)-Frota,2020-08-01 00:00:00.000,Comp_PacEmpresa,855121.5500000002
1100,Pacote 01-Alimentaçao Trabalhador,2020-01-01 00:00:00.000,Comp_PacEmpresa,136693.79
3200,Pacote 04-Brindes e doações,2020-02-01 00:00:00.000,Comp_PacEmpresa,143914.55
3100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-08-01 00:00:00.000,Comp_PacEmpresa,6266579.599999997
4100,"Pacote 20-Tributos (federais,estaduais)",2020-05-01 00:00:00.000,Comp_PacEmpresa,240141.01
3200,Pacote 22-Viagens e reembolsos,2020-05-01 00:00:00.000,Comp_PacEmpresa,108173.98
4100,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Comp_PacEmpresa,239883.38
3200,Pacote 04-Brindes e doações,2020-08-01 00:00:00.000,Comp_PacEmpresa,141014.55
4100,Pacote 07-Consultorias,2020-02-01 00:00:00.000,Comp_PacEmpresa,1580146.44
1100,Pacote 08-Embalagens,2020-01-01 00:00:00.000,Comp_PacEmpresa,50.0
3200,Pacote 01-Alimentaçao Trabalhador,2020-10-01 00:00:00.000,Comp_PacEmpresa,1073874.9200000004
1100,Pacote 19-Transporte de pessoal,2020-07-01 00:00:00.000,Comp_PacEmpresa,109683.75
9200,FORA DE PACOTE,2020-12-01 00:00:00.000,Comp_PacEmpresa,20061417.28
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-11-01 00:00:00.000,Comp_PacEmpresa,349842.4600000001
1100,Pacote 13-Manut.(serv/material)-Equipam.,2020-05-01 00:00:00.000,Comp_PacEmpresa,79871.39000000001
3200,Pacote 15-Mat. expediente e desp.gerais,2020-05-01 00:00:00.000,Comp_PacEmpresa,120773.08999999992
3100,Pacote 03-Armazenagem,2020-11-01 00:00:00.000,Comp_PacEmpresa,1499603.9799999995
9200,FORA DE PACOTE,2020-01-01 00:00:00.000,Comp_PacEmpresa,15811080.12
3200,Pacote 19-Transporte de pessoal,2020-10-01 00:00:00.000,Comp_PacEmpresa,968058.9
3100,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Comp_PacEmpresa,1100879.9399999997
8100,FORA DE PACOTE,2020-03-01 00:00:00.000,Comp_PacEmpresa,21271.56
4100,Pacote 08-Embalagens,2020-05-01 00:00:00.000,Comp_PacEmpresa,14392.59
3200,FORA DE PACOTE,2020-06-01 00:00:00.000,Comp_PacEmpresa,27701791.70999999
