Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,Month Name,Month & Year,Quarter & Year,DayOfWeek,DayOfWeekName,WeekEnding,MonthEnding,ISO Weeknumber,ISO Year,ISO Day of Year,Week & Year,WeeknYear,MonthnYear,QuarternYear,Fiscal Year,Fiscal Quarter,Fiscal Period,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,Day Type,WeekOffset,MonthOffset,QuarterOffset,YearOffset,FiscalYearOffset,WeekCompleted,MonthCompleted,QuarterCompleted
2020-01-27 00:00:00.000,2020,1,1,27,20200127,"January","Jan 2020","Q1 2020",1,"Monday",2020-02-02 00:00:00.000,2020-01-31 00:00:00.000,5,2020,29,"2020-05",20200500,20200100,20200100,"FY20","FQ3",7,False,True,"Unknown",True,"Weekday",-41,-10,-3,0,-1,True,True,True
2020-01-28 00:00:00.000,2020,1,1,28,20200128,"January","Jan 2020","Q1 2020",2,"Tuesday",2020-02-02 00:00:00.000,2020-01-31 00:00:00.000,5,2020,30,"2020-05",20200500,20200100,20200100,"FY20","FQ3",7,False,True,"Unknown",True,"Weekday",-41,-10,-3,0,-1,True,True,True
2020-01-29 00:00:00.000,2020,1,1,29,20200129,"January","Jan 2020","Q1 2020",3,"Wednesday",2020-02-02 00:00:00.000,2020-01-31 00:00:00.000,5,2020,31,"2020-05",20200500,20200100,20200100,"FY20","FQ3",7,False,True,"Unknown",True,"Weekday",-41,-10,-3,0,-1,True,True,True
2020-01-30 00:00:00.000,2020,1,1,30,20200130,"January","Jan 2020","Q1 2020",4,"Thursday",2020-02-02 00:00:00.000,2020-01-31 00:00:00.000,5,2020,32,"2020-05",20200500,20200100,20200100,"FY20","FQ3",7,False,True,"Unknown",True,"Weekday",-41,-10,-3,0,-1,True,True,True
2020-01-31 00:00:00.000,2020,1,1,31,20200131,"January","Jan 2020","Q1 2020",5,"Friday",2020-02-02 00:00:00.000,2020-01-31 00:00:00.000,5,2020,33,"2020-05",20200500,20200100,20200100,"FY20","FQ3",7,False,True,"Unknown",True,"Weekday",-41,-10,-3,0,-1,True,True,True
2020-02-01 00:00:00.000,2020,1,2,1,20200201,"February","Feb 2020","Q1 2020",6,"Saturday",2020-02-02 00:00:00.000,2020-02-29 00:00:00.000,5,2020,34,"2020-05",20200500,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-41,-9,-3,0,-1,True,True,True
2020-02-02 00:00:00.000,2020,1,2,2,20200202,"February","Feb 2020","Q1 2020",0,"Sunday",2020-02-02 00:00:00.000,2020-02-29 00:00:00.000,5,2020,35,"2020-05",20200500,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-41,-9,-3,0,-1,True,True,True
2020-02-03 00:00:00.000,2020,1,2,3,20200203,"February","Feb 2020","Q1 2020",1,"Monday",2020-02-09 00:00:00.000,2020-02-29 00:00:00.000,6,2020,36,"2020-06",20200600,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-40,-9,-3,0,-1,True,True,True
2020-02-04 00:00:00.000,2020,1,2,4,20200204,"February","Feb 2020","Q1 2020",2,"Tuesday",2020-02-09 00:00:00.000,2020-02-29 00:00:00.000,6,2020,37,"2020-06",20200600,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-40,-9,-3,0,-1,True,True,True
2020-02-05 00:00:00.000,2020,1,2,5,20200205,"February","Feb 2020","Q1 2020",3,"Wednesday",2020-02-09 00:00:00.000,2020-02-29 00:00:00.000,6,2020,38,"2020-06",20200600,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-40,-9,-3,0,-1,True,True,True
2020-02-06 00:00:00.000,2020,1,2,6,20200206,"February","Feb 2020","Q1 2020",4,"Thursday",2020-02-09 00:00:00.000,2020-02-29 00:00:00.000,6,2020,39,"2020-06",20200600,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-40,-9,-3,0,-1,True,True,True
2020-02-07 00:00:00.000,2020,1,2,7,20200207,"February","Feb 2020","Q1 2020",5,"Friday",2020-02-09 00:00:00.000,2020-02-29 00:00:00.000,6,2020,40,"2020-06",20200600,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-40,-9,-3,0,-1,True,True,True
2020-02-08 00:00:00.000,2020,1,2,8,20200208,"February","Feb 2020","Q1 2020",6,"Saturday",2020-02-09 00:00:00.000,2020-02-29 00:00:00.000,6,2020,41,"2020-06",20200600,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-40,-9,-3,0,-1,True,True,True
2020-02-09 00:00:00.000,2020,1,2,9,20200209,"February","Feb 2020","Q1 2020",0,"Sunday",2020-02-09 00:00:00.000,2020-02-29 00:00:00.000,6,2020,42,"2020-06",20200600,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-40,-9,-3,0,-1,True,True,True
2020-02-10 00:00:00.000,2020,1,2,10,20200210,"February","Feb 2020","Q1 2020",1,"Monday",2020-02-16 00:00:00.000,2020-02-29 00:00:00.000,7,2020,43,"2020-07",20200700,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-39,-9,-3,0,-1,True,True,True
2020-02-11 00:00:00.000,2020,1,2,11,20200211,"February","Feb 2020","Q1 2020",2,"Tuesday",2020-02-16 00:00:00.000,2020-02-29 00:00:00.000,7,2020,44,"2020-07",20200700,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-39,-9,-3,0,-1,True,True,True
2020-02-12 00:00:00.000,2020,1,2,12,20200212,"February","Feb 2020","Q1 2020",3,"Wednesday",2020-02-16 00:00:00.000,2020-02-29 00:00:00.000,7,2020,45,"2020-07",20200700,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-39,-9,-3,0,-1,True,True,True
2020-02-13 00:00:00.000,2020,1,2,13,20200213,"February","Feb 2020","Q1 2020",4,"Thursday",2020-02-16 00:00:00.000,2020-02-29 00:00:00.000,7,2020,46,"2020-07",20200700,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-39,-9,-3,0,-1,True,True,True
2020-02-14 00:00:00.000,2020,1,2,14,20200214,"February","Feb 2020","Q1 2020",5,"Friday",2020-02-16 00:00:00.000,2020-02-29 00:00:00.000,7,2020,47,"2020-07",20200700,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-39,-9,-3,0,-1,True,True,True
2020-02-15 00:00:00.000,2020,1,2,15,20200215,"February","Feb 2020","Q1 2020",6,"Saturday",2020-02-16 00:00:00.000,2020-02-29 00:00:00.000,7,2020,48,"2020-07",20200700,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-39,-9,-3,0,-1,True,True,True
2020-02-16 00:00:00.000,2020,1,2,16,20200216,"February","Feb 2020","Q1 2020",0,"Sunday",2020-02-16 00:00:00.000,2020-02-29 00:00:00.000,7,2020,49,"2020-07",20200700,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-39,-9,-3,0,-1,True,True,True
2020-02-17 00:00:00.000,2020,1,2,17,20200217,"February","Feb 2020","Q1 2020",1,"Monday",2020-02-23 00:00:00.000,2020-02-29 00:00:00.000,8,2020,50,"2020-08",20200800,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-38,-9,-3,0,-1,True,True,True
2020-02-18 00:00:00.000,2020,1,2,18,20200218,"February","Feb 2020","Q1 2020",2,"Tuesday",2020-02-23 00:00:00.000,2020-02-29 00:00:00.000,8,2020,51,"2020-08",20200800,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-38,-9,-3,0,-1,True,True,True
2020-02-19 00:00:00.000,2020,1,2,19,20200219,"February","Feb 2020","Q1 2020",3,"Wednesday",2020-02-23 00:00:00.000,2020-02-29 00:00:00.000,8,2020,52,"2020-08",20200800,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-38,-9,-3,0,-1,True,True,True
2020-02-20 00:00:00.000,2020,1,2,20,20200220,"February","Feb 2020","Q1 2020",4,"Thursday",2020-02-23 00:00:00.000,2020-02-29 00:00:00.000,8,2020,53,"2020-08",20200800,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-38,-9,-3,0,-1,True,True,True
2020-02-21 00:00:00.000,2020,1,2,21,20200221,"February","Feb 2020","Q1 2020",5,"Friday",2020-02-23 00:00:00.000,2020-02-29 00:00:00.000,8,2020,54,"2020-08",20200800,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-38,-9,-3,0,-1,True,True,True
2020-02-22 00:00:00.000,2020,1,2,22,20200222,"February","Feb 2020","Q1 2020",6,"Saturday",2020-02-23 00:00:00.000,2020-02-29 00:00:00.000,8,2020,55,"2020-08",20200800,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-38,-9,-3,0,-1,True,True,True
2020-02-23 00:00:00.000,2020,1,2,23,20200223,"February","Feb 2020","Q1 2020",0,"Sunday",2020-02-23 00:00:00.000,2020-02-29 00:00:00.000,8,2020,56,"2020-08",20200800,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-38,-9,-3,0,-1,True,True,True
2020-02-24 00:00:00.000,2020,1,2,24,20200224,"February","Feb 2020","Q1 2020",1,"Monday",2020-03-01 00:00:00.000,2020-02-29 00:00:00.000,9,2020,57,"2020-09",20200900,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-37,-9,-3,0,-1,True,True,True
2020-02-25 00:00:00.000,2020,1,2,25,20200225,"February","Feb 2020","Q1 2020",2,"Tuesday",2020-03-01 00:00:00.000,2020-02-29 00:00:00.000,9,2020,58,"2020-09",20200900,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-37,-9,-3,0,-1,True,True,True
2020-02-26 00:00:00.000,2020,1,2,26,20200226,"February","Feb 2020","Q1 2020",3,"Wednesday",2020-03-01 00:00:00.000,2020-02-29 00:00:00.000,9,2020,59,"2020-09",20200900,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-37,-9,-3,0,-1,True,True,True
2020-02-27 00:00:00.000,2020,1,2,27,20200227,"February","Feb 2020","Q1 2020",4,"Thursday",2020-03-01 00:00:00.000,2020-02-29 00:00:00.000,9,2020,60,"2020-09",20200900,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-37,-9,-3,0,-1,True,True,True
2020-02-28 00:00:00.000,2020,1,2,28,20200228,"February","Feb 2020","Q1 2020",5,"Friday",2020-03-01 00:00:00.000,2020-02-29 00:00:00.000,9,2020,61,"2020-09",20200900,20200200,20200100,"FY20","FQ3",8,False,True,"Unknown",True,"Weekday",-37,-9,-3,0,-1,True,True,True
2020-02-29 00:00:00.000,2020,1,2,29,20200229,"February","Feb 2020","Q1 2020",6,"Saturday",2020-03-01 00:00:00.000,2020-02-29 00:00:00.000,9,2020,62,"2020-09",20200900,20200200,20200100,"FY20","FQ3",8,False,False,"Unknown",False,"Weekend",-37,-9,-3,0,-1,True,True,True
2020-03-01 00:00:00.000,2020,1,3,1,20200301,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,9,2020,63,"2020-09",20200900,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-37,-8,-3,0,-1,True,True,True
2020-03-02 00:00:00.000,2020,1,3,2,20200302,"March","Mar 2020","Q1 2020",1,"Monday",2020-03-08 00:00:00.000,2020-03-31 00:00:00.000,10,2020,64,"2020-10",20201000,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-36,-8,-3,0,-1,True,True,True
2020-03-03 00:00:00.000,2020,1,3,3,20200303,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-03-08 00:00:00.000,2020-03-31 00:00:00.000,10,2020,65,"2020-10",20201000,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-36,-8,-3,0,-1,True,True,True
2020-03-04 00:00:00.000,2020,1,3,4,20200304,"March","Mar 2020","Q1 2020",3,"Wednesday",2020-03-08 00:00:00.000,2020-03-31 00:00:00.000,10,2020,66,"2020-10",20201000,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-36,-8,-3,0,-1,True,True,True
2020-03-05 00:00:00.000,2020,1,3,5,20200305,"March","Mar 2020","Q1 2020",4,"Thursday",2020-03-08 00:00:00.000,2020-03-31 00:00:00.000,10,2020,67,"2020-10",20201000,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-36,-8,-3,0,-1,True,True,True
2020-03-06 00:00:00.000,2020,1,3,6,20200306,"March","Mar 2020","Q1 2020",5,"Friday",2020-03-08 00:00:00.000,2020-03-31 00:00:00.000,10,2020,68,"2020-10",20201000,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-36,-8,-3,0,-1,True,True,True
2020-03-07 00:00:00.000,2020,1,3,7,20200307,"March","Mar 2020","Q1 2020",6,"Saturday",2020-03-08 00:00:00.000,2020-03-31 00:00:00.000,10,2020,69,"2020-10",20201000,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-36,-8,-3,0,-1,True,True,True
2020-03-08 00:00:00.000,2020,1,3,8,20200308,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-08 00:00:00.000,2020-03-31 00:00:00.000,10,2020,70,"2020-10",20201000,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-36,-8,-3,0,-1,True,True,True
2020-03-09 00:00:00.000,2020,1,3,9,20200309,"March","Mar 2020","Q1 2020",1,"Monday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,71,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-35,-8,-3,0,-1,True,True,True
2020-03-10 00:00:00.000,2020,1,3,10,20200310,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,72,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-35,-8,-3,0,-1,True,True,True
2020-03-11 00:00:00.000,2020,1,3,11,20200311,"March","Mar 2020","Q1 2020",3,"Wednesday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,73,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-35,-8,-3,0,-1,True,True,True
2020-03-12 00:00:00.000,2020,1,3,12,20200312,"March","Mar 2020","Q1 2020",4,"Thursday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,74,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-35,-8,-3,0,-1,True,True,True
2020-03-13 00:00:00.000,2020,1,3,13,20200313,"March","Mar 2020","Q1 2020",5,"Friday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,75,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-35,-8,-3,0,-1,True,True,True
2020-03-14 00:00:00.000,2020,1,3,14,20200314,"March","Mar 2020","Q1 2020",6,"Saturday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,76,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-35,-8,-3,0,-1,True,True,True
2020-03-15 00:00:00.000,2020,1,3,15,20200315,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,77,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-35,-8,-3,0,-1,True,True,True
2020-03-16 00:00:00.000,2020,1,3,16,20200316,"March","Mar 2020","Q1 2020",1,"Monday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,78,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-34,-8,-3,0,-1,True,True,True
2020-03-17 00:00:00.000,2020,1,3,17,20200317,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,79,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-34,-8,-3,0,-1,True,True,True
2020-03-18 00:00:00.000,2020,1,3,18,20200318,"March","Mar 2020","Q1 2020",3,"Wednesday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,80,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-34,-8,-3,0,-1,True,True,True
2020-03-19 00:00:00.000,2020,1,3,19,20200319,"March","Mar 2020","Q1 2020",4,"Thursday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,81,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-34,-8,-3,0,-1,True,True,True
2020-03-20 00:00:00.000,2020,1,3,20,20200320,"March","Mar 2020","Q1 2020",5,"Friday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,82,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-34,-8,-3,0,-1,True,True,True
2020-03-21 00:00:00.000,2020,1,3,21,20200321,"March","Mar 2020","Q1 2020",6,"Saturday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,83,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-34,-8,-3,0,-1,True,True,True
2020-03-22 00:00:00.000,2020,1,3,22,20200322,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,84,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-34,-8,-3,0,-1,True,True,True
2020-03-23 00:00:00.000,2020,1,3,23,20200323,"March","Mar 2020","Q1 2020",1,"Monday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,85,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-33,-8,-3,0,-1,True,True,True
2020-03-24 00:00:00.000,2020,1,3,24,20200324,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,86,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-33,-8,-3,0,-1,True,True,True
2020-03-25 00:00:00.000,2020,1,3,25,20200325,"March","Mar 2020","Q1 2020",3,"Wednesday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,87,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-33,-8,-3,0,-1,True,True,True
2020-03-26 00:00:00.000,2020,1,3,26,20200326,"March","Mar 2020","Q1 2020",4,"Thursday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,88,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-33,-8,-3,0,-1,True,True,True
2020-03-27 00:00:00.000,2020,1,3,27,20200327,"March","Mar 2020","Q1 2020",5,"Friday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,89,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-33,-8,-3,0,-1,True,True,True
2020-03-28 00:00:00.000,2020,1,3,28,20200328,"March","Mar 2020","Q1 2020",6,"Saturday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,90,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-33,-8,-3,0,-1,True,True,True
2020-03-29 00:00:00.000,2020,1,3,29,20200329,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,91,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-33,-8,-3,0,-1,True,True,True
2020-03-30 00:00:00.000,2020,1,3,30,20200330,"March","Mar 2020","Q1 2020",1,"Monday",2020-04-05 00:00:00.000,2020-03-31 00:00:00.000,14,2020,92,"2020-14",20201400,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-32,-8,-3,0,-1,True,True,True
2020-03-31 00:00:00.000,2020,1,3,31,20200331,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-04-05 00:00:00.000,2020-03-31 00:00:00.000,14,2020,93,"2020-14",20201400,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-32,-8,-3,0,-1,True,True,True
2020-04-01 00:00:00.000,2020,2,4,1,20200401,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,94,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-32,-7,-2,0,-1,True,True,True
2020-04-02 00:00:00.000,2020,2,4,2,20200402,"April","Apr 2020","Q2 2020",4,"Thursday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,95,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-32,-7,-2,0,-1,True,True,True
2020-04-03 00:00:00.000,2020,2,4,3,20200403,"April","Apr 2020","Q2 2020",5,"Friday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,96,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-32,-7,-2,0,-1,True,True,True
2020-04-04 00:00:00.000,2020,2,4,4,20200404,"April","Apr 2020","Q2 2020",6,"Saturday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,97,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-32,-7,-2,0,-1,True,True,True
2020-04-05 00:00:00.000,2020,2,4,5,20200405,"April","Apr 2020","Q2 2020",0,"Sunday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,98,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-32,-7,-2,0,-1,True,True,True
2020-04-06 00:00:00.000,2020,2,4,6,20200406,"April","Apr 2020","Q2 2020",1,"Monday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,99,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-31,-7,-2,0,-1,True,True,True
2020-04-07 00:00:00.000,2020,2,4,7,20200407,"April","Apr 2020","Q2 2020",2,"Tuesday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,100,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-31,-7,-2,0,-1,True,True,True
2020-04-08 00:00:00.000,2020,2,4,8,20200408,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,101,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-31,-7,-2,0,-1,True,True,True
2020-04-09 00:00:00.000,2020,2,4,9,20200409,"April","Apr 2020","Q2 2020",4,"Thursday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,102,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-31,-7,-2,0,-1,True,True,True
2020-04-10 00:00:00.000,2020,2,4,10,20200410,"April","Apr 2020","Q2 2020",5,"Friday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,103,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-31,-7,-2,0,-1,True,True,True
2020-04-11 00:00:00.000,2020,2,4,11,20200411,"April","Apr 2020","Q2 2020",6,"Saturday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,104,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-31,-7,-2,0,-1,True,True,True
2020-04-12 00:00:00.000,2020,2,4,12,20200412,"April","Apr 2020","Q2 2020",0,"Sunday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,105,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-31,-7,-2,0,-1,True,True,True
2020-04-13 00:00:00.000,2020,2,4,13,20200413,"April","Apr 2020","Q2 2020",1,"Monday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,106,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-30,-7,-2,0,-1,True,True,True
2020-04-14 00:00:00.000,2020,2,4,14,20200414,"April","Apr 2020","Q2 2020",2,"Tuesday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,107,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-30,-7,-2,0,-1,True,True,True
2020-04-15 00:00:00.000,2020,2,4,15,20200415,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,108,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-30,-7,-2,0,-1,True,True,True
2020-04-16 00:00:00.000,2020,2,4,16,20200416,"April","Apr 2020","Q2 2020",4,"Thursday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,109,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-30,-7,-2,0,-1,True,True,True
2020-04-17 00:00:00.000,2020,2,4,17,20200417,"April","Apr 2020","Q2 2020",5,"Friday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,110,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-30,-7,-2,0,-1,True,True,True
2020-04-18 00:00:00.000,2020,2,4,18,20200418,"April","Apr 2020","Q2 2020",6,"Saturday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,111,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-30,-7,-2,0,-1,True,True,True
2020-04-19 00:00:00.000,2020,2,4,19,20200419,"April","Apr 2020","Q2 2020",0,"Sunday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,112,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-30,-7,-2,0,-1,True,True,True
2020-04-20 00:00:00.000,2020,2,4,20,20200420,"April","Apr 2020","Q2 2020",1,"Monday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,113,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-29,-7,-2,0,-1,True,True,True
2020-04-21 00:00:00.000,2020,2,4,21,20200421,"April","Apr 2020","Q2 2020",2,"Tuesday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,114,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-29,-7,-2,0,-1,True,True,True
