Date,Year,MonthNr,YearMonth,Day,Month,Month short,DayInWeek,DayOfWeekName,WeekStart,WeekEnding,WeekofYear
1997-11-26 00:00:00.000,"1997",11,"199711",26,"November","Nov",3,"Wednesday",1997-11-24 00:00:00.000,1997-11-30 00:00:00.000,48
1998-11-04 00:00:00.000,"1998",11,"199811",4,"November","Nov",3,"Wednesday",1998-11-02 00:00:00.000,1998-11-08 00:00:00.000,45
1998-11-11 00:00:00.000,"1998",11,"199811",11,"November","Nov",3,"Wednesday",1998-11-09 00:00:00.000,1998-11-15 00:00:00.000,46
1998-11-18 00:00:00.000,"1998",11,"199811",18,"November","Nov",3,"Wednesday",1998-11-16 00:00:00.000,1998-11-22 00:00:00.000,47
1998-11-25 00:00:00.000,"1998",11,"199811",25,"November","Nov",3,"Wednesday",1998-11-23 00:00:00.000,1998-11-29 00:00:00.000,48
1999-11-03 00:00:00.000,"1999",11,"199911",3,"November","Nov",3,"Wednesday",1999-11-01 00:00:00.000,1999-11-07 00:00:00.000,45
1999-11-10 00:00:00.000,"1999",11,"199911",10,"November","Nov",3,"Wednesday",1999-11-08 00:00:00.000,1999-11-14 00:00:00.000,46
1999-11-17 00:00:00.000,"1999",11,"199911",17,"November","Nov",3,"Wednesday",1999-11-15 00:00:00.000,1999-11-21 00:00:00.000,47
1999-11-24 00:00:00.000,"1999",11,"199911",24,"November","Nov",3,"Wednesday",1999-11-22 00:00:00.000,1999-11-28 00:00:00.000,48
2000-11-01 00:00:00.000,"2000",11,"200011",1,"November","Nov",3,"Wednesday",2000-10-30 00:00:00.000,2000-11-05 00:00:00.000,45
2000-11-08 00:00:00.000,"2000",11,"200011",8,"November","Nov",3,"Wednesday",2000-11-06 00:00:00.000,2000-11-12 00:00:00.000,46
2000-11-15 00:00:00.000,"2000",11,"200011",15,"November","Nov",3,"Wednesday",2000-11-13 00:00:00.000,2000-11-19 00:00:00.000,47
2000-11-22 00:00:00.000,"2000",11,"200011",22,"November","Nov",3,"Wednesday",2000-11-20 00:00:00.000,2000-11-26 00:00:00.000,48
2000-11-29 00:00:00.000,"2000",11,"200011",29,"November","Nov",3,"Wednesday",2000-11-27 00:00:00.000,2000-12-03 00:00:00.000,49
2001-11-07 00:00:00.000,"2001",11,"200111",7,"November","Nov",3,"Wednesday",2001-11-05 00:00:00.000,2001-11-11 00:00:00.000,45
2001-11-14 00:00:00.000,"2001",11,"200111",14,"November","Nov",3,"Wednesday",2001-11-12 00:00:00.000,2001-11-18 00:00:00.000,46
2001-11-21 00:00:00.000,"2001",11,"200111",21,"November","Nov",3,"Wednesday",2001-11-19 00:00:00.000,2001-11-25 00:00:00.000,47
2001-11-28 00:00:00.000,"2001",11,"200111",28,"November","Nov",3,"Wednesday",2001-11-26 00:00:00.000,2001-12-02 00:00:00.000,48
2002-11-06 00:00:00.000,"2002",11,"200211",6,"November","Nov",3,"Wednesday",2002-11-04 00:00:00.000,2002-11-10 00:00:00.000,45
2002-11-13 00:00:00.000,"2002",11,"200211",13,"November","Nov",3,"Wednesday",2002-11-11 00:00:00.000,2002-11-17 00:00:00.000,46
2002-11-20 00:00:00.000,"2002",11,"200211",20,"November","Nov",3,"Wednesday",2002-11-18 00:00:00.000,2002-11-24 00:00:00.000,47
2002-11-27 00:00:00.000,"2002",11,"200211",27,"November","Nov",3,"Wednesday",2002-11-25 00:00:00.000,2002-12-01 00:00:00.000,48
2003-11-05 00:00:00.000,"2003",11,"200311",5,"November","Nov",3,"Wednesday",2003-11-03 00:00:00.000,2003-11-09 00:00:00.000,45
2003-11-12 00:00:00.000,"2003",11,"200311",12,"November","Nov",3,"Wednesday",2003-11-10 00:00:00.000,2003-11-16 00:00:00.000,46
2003-11-19 00:00:00.000,"2003",11,"200311",19,"November","Nov",3,"Wednesday",2003-11-17 00:00:00.000,2003-11-23 00:00:00.000,47
2003-11-26 00:00:00.000,"2003",11,"200311",26,"November","Nov",3,"Wednesday",2003-11-24 00:00:00.000,2003-11-30 00:00:00.000,48
2004-11-03 00:00:00.000,"2004",11,"200411",3,"November","Nov",3,"Wednesday",2004-11-01 00:00:00.000,2004-11-07 00:00:00.000,45
2004-11-10 00:00:00.000,"2004",11,"200411",10,"November","Nov",3,"Wednesday",2004-11-08 00:00:00.000,2004-11-14 00:00:00.000,46
2004-11-17 00:00:00.000,"2004",11,"200411",17,"November","Nov",3,"Wednesday",2004-11-15 00:00:00.000,2004-11-21 00:00:00.000,47
2004-11-24 00:00:00.000,"2004",11,"200411",24,"November","Nov",3,"Wednesday",2004-11-22 00:00:00.000,2004-11-28 00:00:00.000,48
2005-11-02 00:00:00.000,"2005",11,"200511",2,"November","Nov",3,"Wednesday",2005-10-31 00:00:00.000,2005-11-06 00:00:00.000,45
2005-11-09 00:00:00.000,"2005",11,"200511",9,"November","Nov",3,"Wednesday",2005-11-07 00:00:00.000,2005-11-13 00:00:00.000,46
2005-11-16 00:00:00.000,"2005",11,"200511",16,"November","Nov",3,"Wednesday",2005-11-14 00:00:00.000,2005-11-20 00:00:00.000,47
2005-11-23 00:00:00.000,"2005",11,"200511",23,"November","Nov",3,"Wednesday",2005-11-21 00:00:00.000,2005-11-27 00:00:00.000,48
2005-11-30 00:00:00.000,"2005",11,"200511",30,"November","Nov",3,"Wednesday",2005-11-28 00:00:00.000,2005-12-04 00:00:00.000,49
2006-11-01 00:00:00.000,"2006",11,"200611",1,"November","Nov",3,"Wednesday",2006-10-30 00:00:00.000,2006-11-05 00:00:00.000,45
2006-11-08 00:00:00.000,"2006",11,"200611",8,"November","Nov",3,"Wednesday",2006-11-06 00:00:00.000,2006-11-12 00:00:00.000,46
2006-11-15 00:00:00.000,"2006",11,"200611",15,"November","Nov",3,"Wednesday",2006-11-13 00:00:00.000,2006-11-19 00:00:00.000,47
2006-11-22 00:00:00.000,"2006",11,"200611",22,"November","Nov",3,"Wednesday",2006-11-20 00:00:00.000,2006-11-26 00:00:00.000,48
2006-11-29 00:00:00.000,"2006",11,"200611",29,"November","Nov",3,"Wednesday",2006-11-27 00:00:00.000,2006-12-03 00:00:00.000,49
2007-11-07 00:00:00.000,"2007",11,"200711",7,"November","Nov",3,"Wednesday",2007-11-05 00:00:00.000,2007-11-11 00:00:00.000,45
2007-11-14 00:00:00.000,"2007",11,"200711",14,"November","Nov",3,"Wednesday",2007-11-12 00:00:00.000,2007-11-18 00:00:00.000,46
2007-11-21 00:00:00.000,"2007",11,"200711",21,"November","Nov",3,"Wednesday",2007-11-19 00:00:00.000,2007-11-25 00:00:00.000,47
2007-11-28 00:00:00.000,"2007",11,"200711",28,"November","Nov",3,"Wednesday",2007-11-26 00:00:00.000,2007-12-02 00:00:00.000,48
2008-11-05 00:00:00.000,"2008",11,"200811",5,"November","Nov",3,"Wednesday",2008-11-03 00:00:00.000,2008-11-09 00:00:00.000,45
2008-11-12 00:00:00.000,"2008",11,"200811",12,"November","Nov",3,"Wednesday",2008-11-10 00:00:00.000,2008-11-16 00:00:00.000,46
2008-11-19 00:00:00.000,"2008",11,"200811",19,"November","Nov",3,"Wednesday",2008-11-17 00:00:00.000,2008-11-23 00:00:00.000,47
2008-11-26 00:00:00.000,"2008",11,"200811",26,"November","Nov",3,"Wednesday",2008-11-24 00:00:00.000,2008-11-30 00:00:00.000,48
2009-11-04 00:00:00.000,"2009",11,"200911",4,"November","Nov",3,"Wednesday",2009-11-02 00:00:00.000,2009-11-08 00:00:00.000,45
2009-11-11 00:00:00.000,"2009",11,"200911",11,"November","Nov",3,"Wednesday",2009-11-09 00:00:00.000,2009-11-15 00:00:00.000,46
2009-11-18 00:00:00.000,"2009",11,"200911",18,"November","Nov",3,"Wednesday",2009-11-16 00:00:00.000,2009-11-22 00:00:00.000,47
2009-11-25 00:00:00.000,"2009",11,"200911",25,"November","Nov",3,"Wednesday",2009-11-23 00:00:00.000,2009-11-29 00:00:00.000,48
2010-11-03 00:00:00.000,"2010",11,"201011",3,"November","Nov",3,"Wednesday",2010-11-01 00:00:00.000,2010-11-07 00:00:00.000,45
2010-11-10 00:00:00.000,"2010",11,"201011",10,"November","Nov",3,"Wednesday",2010-11-08 00:00:00.000,2010-11-14 00:00:00.000,46
2010-11-17 00:00:00.000,"2010",11,"201011",17,"November","Nov",3,"Wednesday",2010-11-15 00:00:00.000,2010-11-21 00:00:00.000,47
2010-11-24 00:00:00.000,"2010",11,"201011",24,"November","Nov",3,"Wednesday",2010-11-22 00:00:00.000,2010-11-28 00:00:00.000,48
2011-11-02 00:00:00.000,"2011",11,"201111",2,"November","Nov",3,"Wednesday",2011-10-31 00:00:00.000,2011-11-06 00:00:00.000,45
2011-11-09 00:00:00.000,"2011",11,"201111",9,"November","Nov",3,"Wednesday",2011-11-07 00:00:00.000,2011-11-13 00:00:00.000,46
2011-11-16 00:00:00.000,"2011",11,"201111",16,"November","Nov",3,"Wednesday",2011-11-14 00:00:00.000,2011-11-20 00:00:00.000,47
2011-11-23 00:00:00.000,"2011",11,"201111",23,"November","Nov",3,"Wednesday",2011-11-21 00:00:00.000,2011-11-27 00:00:00.000,48
2011-11-30 00:00:00.000,"2011",11,"201111",30,"November","Nov",3,"Wednesday",2011-11-28 00:00:00.000,2011-12-04 00:00:00.000,49
2012-11-07 00:00:00.000,"2012",11,"201211",7,"November","Nov",3,"Wednesday",2012-11-05 00:00:00.000,2012-11-11 00:00:00.000,46
2012-11-14 00:00:00.000,"2012",11,"201211",14,"November","Nov",3,"Wednesday",2012-11-12 00:00:00.000,2012-11-18 00:00:00.000,47
2012-11-21 00:00:00.000,"2012",11,"201211",21,"November","Nov",3,"Wednesday",2012-11-19 00:00:00.000,2012-11-25 00:00:00.000,48
2012-11-28 00:00:00.000,"2012",11,"201211",28,"November","Nov",3,"Wednesday",2012-11-26 00:00:00.000,2012-12-02 00:00:00.000,49
2013-11-06 00:00:00.000,"2013",11,"201311",6,"November","Nov",3,"Wednesday",2013-11-04 00:00:00.000,2013-11-10 00:00:00.000,45
2013-11-13 00:00:00.000,"2013",11,"201311",13,"November","Nov",3,"Wednesday",2013-11-11 00:00:00.000,2013-11-17 00:00:00.000,46
2013-11-20 00:00:00.000,"2013",11,"201311",20,"November","Nov",3,"Wednesday",2013-11-18 00:00:00.000,2013-11-24 00:00:00.000,47
2013-11-27 00:00:00.000,"2013",11,"201311",27,"November","Nov",3,"Wednesday",2013-11-25 00:00:00.000,2013-12-01 00:00:00.000,48
2014-11-05 00:00:00.000,"2014",11,"201411",5,"November","Nov",3,"Wednesday",2014-11-03 00:00:00.000,2014-11-09 00:00:00.000,45
2014-11-12 00:00:00.000,"2014",11,"201411",12,"November","Nov",3,"Wednesday",2014-11-10 00:00:00.000,2014-11-16 00:00:00.000,46
2014-11-19 00:00:00.000,"2014",11,"201411",19,"November","Nov",3,"Wednesday",2014-11-17 00:00:00.000,2014-11-23 00:00:00.000,47
2014-11-26 00:00:00.000,"2014",11,"201411",26,"November","Nov",3,"Wednesday",2014-11-24 00:00:00.000,2014-11-30 00:00:00.000,48
2015-11-04 00:00:00.000,"2015",11,"201511",4,"November","Nov",3,"Wednesday",2015-11-02 00:00:00.000,2015-11-08 00:00:00.000,45
2015-11-11 00:00:00.000,"2015",11,"201511",11,"November","Nov",3,"Wednesday",2015-11-09 00:00:00.000,2015-11-15 00:00:00.000,46
2015-11-18 00:00:00.000,"2015",11,"201511",18,"November","Nov",3,"Wednesday",2015-11-16 00:00:00.000,2015-11-22 00:00:00.000,47
2015-11-25 00:00:00.000,"2015",11,"201511",25,"November","Nov",3,"Wednesday",2015-11-23 00:00:00.000,2015-11-29 00:00:00.000,48
2016-11-02 00:00:00.000,"2016",11,"201611",2,"November","Nov",3,"Wednesday",2016-10-31 00:00:00.000,2016-11-06 00:00:00.000,45
2016-11-09 00:00:00.000,"2016",11,"201611",9,"November","Nov",3,"Wednesday",2016-11-07 00:00:00.000,2016-11-13 00:00:00.000,46
2016-11-16 00:00:00.000,"2016",11,"201611",16,"November","Nov",3,"Wednesday",2016-11-14 00:00:00.000,2016-11-20 00:00:00.000,47
2016-11-23 00:00:00.000,"2016",11,"201611",23,"November","Nov",3,"Wednesday",2016-11-21 00:00:00.000,2016-11-27 00:00:00.000,48
2016-11-30 00:00:00.000,"2016",11,"201611",30,"November","Nov",3,"Wednesday",2016-11-28 00:00:00.000,2016-12-04 00:00:00.000,49
2017-11-01 00:00:00.000,"2017",11,"201711",1,"November","Nov",3,"Wednesday",2017-10-30 00:00:00.000,2017-11-05 00:00:00.000,45
2017-11-08 00:00:00.000,"2017",11,"201711",8,"November","Nov",3,"Wednesday",2017-11-06 00:00:00.000,2017-11-12 00:00:00.000,46
2017-11-15 00:00:00.000,"2017",11,"201711",15,"November","Nov",3,"Wednesday",2017-11-13 00:00:00.000,2017-11-19 00:00:00.000,47
2017-11-22 00:00:00.000,"2017",11,"201711",22,"November","Nov",3,"Wednesday",2017-11-20 00:00:00.000,2017-11-26 00:00:00.000,48
2017-11-29 00:00:00.000,"2017",11,"201711",29,"November","Nov",3,"Wednesday",2017-11-27 00:00:00.000,2017-12-03 00:00:00.000,49
1991-09-04 00:00:00.000,"1991",9,"199109",4,"September","Sep",3,"Wednesday",1991-09-02 00:00:00.000,1991-09-08 00:00:00.000,36
1991-09-11 00:00:00.000,"1991",9,"199109",11,"September","Sep",3,"Wednesday",1991-09-09 00:00:00.000,1991-09-15 00:00:00.000,37
1991-09-18 00:00:00.000,"1991",9,"199109",18,"September","Sep",3,"Wednesday",1991-09-16 00:00:00.000,1991-09-22 00:00:00.000,38
1991-09-25 00:00:00.000,"1991",9,"199109",25,"September","Sep",3,"Wednesday",1991-09-23 00:00:00.000,1991-09-29 00:00:00.000,39
1992-09-02 00:00:00.000,"1992",9,"199209",2,"September","Sep",3,"Wednesday",1992-08-31 00:00:00.000,1992-09-06 00:00:00.000,36
1992-09-09 00:00:00.000,"1992",9,"199209",9,"September","Sep",3,"Wednesday",1992-09-07 00:00:00.000,1992-09-13 00:00:00.000,37
1992-09-16 00:00:00.000,"1992",9,"199209",16,"September","Sep",3,"Wednesday",1992-09-14 00:00:00.000,1992-09-20 00:00:00.000,38
1992-09-23 00:00:00.000,"1992",9,"199209",23,"September","Sep",3,"Wednesday",1992-09-21 00:00:00.000,1992-09-27 00:00:00.000,39
1992-09-30 00:00:00.000,"1992",9,"199209",30,"September","Sep",3,"Wednesday",1992-09-28 00:00:00.000,1992-10-04 00:00:00.000,40
1993-09-01 00:00:00.000,"1993",9,"199309",1,"September","Sep",3,"Wednesday",1993-08-30 00:00:00.000,1993-09-05 00:00:00.000,36
1993-09-08 00:00:00.000,"1993",9,"199309",8,"September","Sep",3,"Wednesday",1993-09-06 00:00:00.000,1993-09-12 00:00:00.000,37
1993-09-15 00:00:00.000,"1993",9,"199309",15,"September","Sep",3,"Wednesday",1993-09-13 00:00:00.000,1993-09-19 00:00:00.000,38
1993-09-22 00:00:00.000,"1993",9,"199309",22,"September","Sep",3,"Wednesday",1993-09-20 00:00:00.000,1993-09-26 00:00:00.000,39
1993-09-29 00:00:00.000,"1993",9,"199309",29,"September","Sep",3,"Wednesday",1993-09-27 00:00:00.000,1993-10-03 00:00:00.000,40
1994-09-07 00:00:00.000,"1994",9,"199409",7,"September","Sep",3,"Wednesday",1994-09-05 00:00:00.000,1994-09-11 00:00:00.000,37
1994-09-14 00:00:00.000,"1994",9,"199409",14,"September","Sep",3,"Wednesday",1994-09-12 00:00:00.000,1994-09-18 00:00:00.000,38
1994-09-21 00:00:00.000,"1994",9,"199409",21,"September","Sep",3,"Wednesday",1994-09-19 00:00:00.000,1994-09-25 00:00:00.000,39
1994-09-28 00:00:00.000,"1994",9,"199409",28,"September","Sep",3,"Wednesday",1994-09-26 00:00:00.000,1994-10-02 00:00:00.000,40
1995-09-06 00:00:00.000,"1995",9,"199509",6,"September","Sep",3,"Wednesday",1995-09-04 00:00:00.000,1995-09-10 00:00:00.000,37
1995-09-13 00:00:00.000,"1995",9,"199509",13,"September","Sep",3,"Wednesday",1995-09-11 00:00:00.000,1995-09-17 00:00:00.000,38
1995-09-20 00:00:00.000,"1995",9,"199509",20,"September","Sep",3,"Wednesday",1995-09-18 00:00:00.000,1995-09-24 00:00:00.000,39
1995-09-27 00:00:00.000,"1995",9,"199509",27,"September","Sep",3,"Wednesday",1995-09-25 00:00:00.000,1995-10-01 00:00:00.000,40
1996-09-04 00:00:00.000,"1996",9,"199609",4,"September","Sep",3,"Wednesday",1996-09-02 00:00:00.000,1996-09-08 00:00:00.000,36
1996-09-11 00:00:00.000,"1996",9,"199609",11,"September","Sep",3,"Wednesday",1996-09-09 00:00:00.000,1996-09-15 00:00:00.000,37
1996-09-18 00:00:00.000,"1996",9,"199609",18,"September","Sep",3,"Wednesday",1996-09-16 00:00:00.000,1996-09-22 00:00:00.000,38
1996-09-25 00:00:00.000,"1996",9,"199609",25,"September","Sep",3,"Wednesday",1996-09-23 00:00:00.000,1996-09-29 00:00:00.000,39
1997-09-03 00:00:00.000,"1997",9,"199709",3,"September","Sep",3,"Wednesday",1997-09-01 00:00:00.000,1997-09-07 00:00:00.000,36
1997-09-10 00:00:00.000,"1997",9,"199709",10,"September","Sep",3,"Wednesday",1997-09-08 00:00:00.000,1997-09-14 00:00:00.000,37
1997-09-17 00:00:00.000,"1997",9,"199709",17,"September","Sep",3,"Wednesday",1997-09-15 00:00:00.000,1997-09-21 00:00:00.000,38
1997-09-24 00:00:00.000,"1997",9,"199709",24,"September","Sep",3,"Wednesday",1997-09-22 00:00:00.000,1997-09-28 00:00:00.000,39
1998-09-02 00:00:00.000,"1998",9,"199809",2,"September","Sep",3,"Wednesday",1998-08-31 00:00:00.000,1998-09-06 00:00:00.000,36
1998-09-09 00:00:00.000,"1998",9,"199809",9,"September","Sep",3,"Wednesday",1998-09-07 00:00:00.000,1998-09-13 00:00:00.000,37
1998-09-16 00:00:00.000,"1998",9,"199809",16,"September","Sep",3,"Wednesday",1998-09-14 00:00:00.000,1998-09-20 00:00:00.000,38
1998-09-23 00:00:00.000,"1998",9,"199809",23,"September","Sep",3,"Wednesday",1998-09-21 00:00:00.000,1998-09-27 00:00:00.000,39
1998-09-30 00:00:00.000,"1998",9,"199809",30,"September","Sep",3,"Wednesday",1998-09-28 00:00:00.000,1998-10-04 00:00:00.000,40
1999-09-01 00:00:00.000,"1999",9,"199909",1,"September","Sep",3,"Wednesday",1999-08-30 00:00:00.000,1999-09-05 00:00:00.000,36
1999-09-08 00:00:00.000,"1999",9,"199909",8,"September","Sep",3,"Wednesday",1999-09-06 00:00:00.000,1999-09-12 00:00:00.000,37
1999-09-15 00:00:00.000,"1999",9,"199909",15,"September","Sep",3,"Wednesday",1999-09-13 00:00:00.000,1999-09-19 00:00:00.000,38
1999-09-22 00:00:00.000,"1999",9,"199909",22,"September","Sep",3,"Wednesday",1999-09-20 00:00:00.000,1999-09-26 00:00:00.000,39
1999-09-29 00:00:00.000,"1999",9,"199909",29,"September","Sep",3,"Wednesday",1999-09-27 00:00:00.000,1999-10-03 00:00:00.000,40
2000-09-06 00:00:00.000,"2000",9,"200009",6,"September","Sep",3,"Wednesday",2000-09-04 00:00:00.000,2000-09-10 00:00:00.000,37
2000-09-13 00:00:00.000,"2000",9,"200009",13,"September","Sep",3,"Wednesday",2000-09-11 00:00:00.000,2000-09-17 00:00:00.000,38
2000-09-20 00:00:00.000,"2000",9,"200009",20,"September","Sep",3,"Wednesday",2000-09-18 00:00:00.000,2000-09-24 00:00:00.000,39
2000-09-27 00:00:00.000,"2000",9,"200009",27,"September","Sep",3,"Wednesday",2000-09-25 00:00:00.000,2000-10-01 00:00:00.000,40
2001-09-05 00:00:00.000,"2001",9,"200109",5,"September","Sep",3,"Wednesday",2001-09-03 00:00:00.000,2001-09-09 00:00:00.000,36
2001-09-12 00:00:00.000,"2001",9,"200109",12,"September","Sep",3,"Wednesday",2001-09-10 00:00:00.000,2001-09-16 00:00:00.000,37
2001-09-19 00:00:00.000,"2001",9,"200109",19,"September","Sep",3,"Wednesday",2001-09-17 00:00:00.000,2001-09-23 00:00:00.000,38
2001-09-26 00:00:00.000,"2001",9,"200109",26,"September","Sep",3,"Wednesday",2001-09-24 00:00:00.000,2001-09-30 00:00:00.000,39
2002-09-04 00:00:00.000,"2002",9,"200209",4,"September","Sep",3,"Wednesday",2002-09-02 00:00:00.000,2002-09-08 00:00:00.000,36
2002-09-11 00:00:00.000,"2002",9,"200209",11,"September","Sep",3,"Wednesday",2002-09-09 00:00:00.000,2002-09-15 00:00:00.000,37
2002-09-18 00:00:00.000,"2002",9,"200209",18,"September","Sep",3,"Wednesday",2002-09-16 00:00:00.000,2002-09-22 00:00:00.000,38
2002-09-25 00:00:00.000,"2002",9,"200209",25,"September","Sep",3,"Wednesday",2002-09-23 00:00:00.000,2002-09-29 00:00:00.000,39
2003-09-03 00:00:00.000,"2003",9,"200309",3,"September","Sep",3,"Wednesday",2003-09-01 00:00:00.000,2003-09-07 00:00:00.000,36
2003-09-10 00:00:00.000,"2003",9,"200309",10,"September","Sep",3,"Wednesday",2003-09-08 00:00:00.000,2003-09-14 00:00:00.000,37
2003-09-17 00:00:00.000,"2003",9,"200309",17,"September","Sep",3,"Wednesday",2003-09-15 00:00:00.000,2003-09-21 00:00:00.000,38
2003-09-24 00:00:00.000,"2003",9,"200309",24,"September","Sep",3,"Wednesday",2003-09-22 00:00:00.000,2003-09-28 00:00:00.000,39
2004-09-01 00:00:00.000,"2004",9,"200409",1,"September","Sep",3,"Wednesday",2004-08-30 00:00:00.000,2004-09-05 00:00:00.000,36
2004-09-08 00:00:00.000,"2004",9,"200409",8,"September","Sep",3,"Wednesday",2004-09-06 00:00:00.000,2004-09-12 00:00:00.000,37
2004-09-15 00:00:00.000,"2004",9,"200409",15,"September","Sep",3,"Wednesday",2004-09-13 00:00:00.000,2004-09-19 00:00:00.000,38
2004-09-22 00:00:00.000,"2004",9,"200409",22,"September","Sep",3,"Wednesday",2004-09-20 00:00:00.000,2004-09-26 00:00:00.000,39
2004-09-29 00:00:00.000,"2004",9,"200409",29,"September","Sep",3,"Wednesday",2004-09-27 00:00:00.000,2004-10-03 00:00:00.000,40
2005-09-07 00:00:00.000,"2005",9,"200509",7,"September","Sep",3,"Wednesday",2005-09-05 00:00:00.000,2005-09-11 00:00:00.000,37
2005-09-14 00:00:00.000,"2005",9,"200509",14,"September","Sep",3,"Wednesday",2005-09-12 00:00:00.000,2005-09-18 00:00:00.000,38
2005-09-21 00:00:00.000,"2005",9,"200509",21,"September","Sep",3,"Wednesday",2005-09-19 00:00:00.000,2005-09-25 00:00:00.000,39
2005-09-28 00:00:00.000,"2005",9,"200509",28,"September","Sep",3,"Wednesday",2005-09-26 00:00:00.000,2005-10-02 00:00:00.000,40
2006-09-06 00:00:00.000,"2006",9,"200609",6,"September","Sep",3,"Wednesday",2006-09-04 00:00:00.000,2006-09-10 00:00:00.000,37
2006-09-13 00:00:00.000,"2006",9,"200609",13,"September","Sep",3,"Wednesday",2006-09-11 00:00:00.000,2006-09-17 00:00:00.000,38
2006-09-20 00:00:00.000,"2006",9,"200609",20,"September","Sep",3,"Wednesday",2006-09-18 00:00:00.000,2006-09-24 00:00:00.000,39
2006-09-27 00:00:00.000,"2006",9,"200609",27,"September","Sep",3,"Wednesday",2006-09-25 00:00:00.000,2006-10-01 00:00:00.000,40
2007-09-05 00:00:00.000,"2007",9,"200709",5,"September","Sep",3,"Wednesday",2007-09-03 00:00:00.000,2007-09-09 00:00:00.000,36
2007-09-12 00:00:00.000,"2007",9,"200709",12,"September","Sep",3,"Wednesday",2007-09-10 00:00:00.000,2007-09-16 00:00:00.000,37
2007-09-19 00:00:00.000,"2007",9,"200709",19,"September","Sep",3,"Wednesday",2007-09-17 00:00:00.000,2007-09-23 00:00:00.000,38
2007-09-26 00:00:00.000,"2007",9,"200709",26,"September","Sep",3,"Wednesday",2007-09-24 00:00:00.000,2007-09-30 00:00:00.000,39
2008-09-03 00:00:00.000,"2008",9,"200809",3,"September","Sep",3,"Wednesday",2008-09-01 00:00:00.000,2008-09-07 00:00:00.000,36
2008-09-10 00:00:00.000,"2008",9,"200809",10,"September","Sep",3,"Wednesday",2008-09-08 00:00:00.000,2008-09-14 00:00:00.000,37
2008-09-17 00:00:00.000,"2008",9,"200809",17,"September","Sep",3,"Wednesday",2008-09-15 00:00:00.000,2008-09-21 00:00:00.000,38
2008-09-24 00:00:00.000,"2008",9,"200809",24,"September","Sep",3,"Wednesday",2008-09-22 00:00:00.000,2008-09-28 00:00:00.000,39
2009-09-02 00:00:00.000,"2009",9,"200909",2,"September","Sep",3,"Wednesday",2009-08-31 00:00:00.000,2009-09-06 00:00:00.000,36
2009-09-09 00:00:00.000,"2009",9,"200909",9,"September","Sep",3,"Wednesday",2009-09-07 00:00:00.000,2009-09-13 00:00:00.000,37
2009-09-16 00:00:00.000,"2009",9,"200909",16,"September","Sep",3,"Wednesday",2009-09-14 00:00:00.000,2009-09-20 00:00:00.000,38
2009-09-23 00:00:00.000,"2009",9,"200909",23,"September","Sep",3,"Wednesday",2009-09-21 00:00:00.000,2009-09-27 00:00:00.000,39
2009-09-30 00:00:00.000,"2009",9,"200909",30,"September","Sep",3,"Wednesday",2009-09-28 00:00:00.000,2009-10-04 00:00:00.000,40
2010-09-01 00:00:00.000,"2010",9,"201009",1,"September","Sep",3,"Wednesday",2010-08-30 00:00:00.000,2010-09-05 00:00:00.000,36
2010-09-08 00:00:00.000,"2010",9,"201009",8,"September","Sep",3,"Wednesday",2010-09-06 00:00:00.000,2010-09-12 00:00:00.000,37
2010-09-15 00:00:00.000,"2010",9,"201009",15,"September","Sep",3,"Wednesday",2010-09-13 00:00:00.000,2010-09-19 00:00:00.000,38
2010-09-22 00:00:00.000,"2010",9,"201009",22,"September","Sep",3,"Wednesday",2010-09-20 00:00:00.000,2010-09-26 00:00:00.000,39
2010-09-29 00:00:00.000,"2010",9,"201009",29,"September","Sep",3,"Wednesday",2010-09-27 00:00:00.000,2010-10-03 00:00:00.000,40
2011-09-07 00:00:00.000,"2011",9,"201109",7,"September","Sep",3,"Wednesday",2011-09-05 00:00:00.000,2011-09-11 00:00:00.000,37
2011-09-14 00:00:00.000,"2011",9,"201109",14,"September","Sep",3,"Wednesday",2011-09-12 00:00:00.000,2011-09-18 00:00:00.000,38
2011-09-21 00:00:00.000,"2011",9,"201109",21,"September","Sep",3,"Wednesday",2011-09-19 00:00:00.000,2011-09-25 00:00:00.000,39
2011-09-28 00:00:00.000,"2011",9,"201109",28,"September","Sep",3,"Wednesday",2011-09-26 00:00:00.000,2011-10-02 00:00:00.000,40
2012-09-05 00:00:00.000,"2012",9,"201209",5,"September","Sep",3,"Wednesday",2012-09-03 00:00:00.000,2012-09-09 00:00:00.000,37
2012-09-12 00:00:00.000,"2012",9,"201209",12,"September","Sep",3,"Wednesday",2012-09-10 00:00:00.000,2012-09-16 00:00:00.000,38
2012-09-19 00:00:00.000,"2012",9,"201209",19,"September","Sep",3,"Wednesday",2012-09-17 00:00:00.000,2012-09-23 00:00:00.000,39
2012-09-26 00:00:00.000,"2012",9,"201209",26,"September","Sep",3,"Wednesday",2012-09-24 00:00:00.000,2012-09-30 00:00:00.000,40
2013-09-04 00:00:00.000,"2013",9,"201309",4,"September","Sep",3,"Wednesday",2013-09-02 00:00:00.000,2013-09-08 00:00:00.000,36
2013-09-11 00:00:00.000,"2013",9,"201309",11,"September","Sep",3,"Wednesday",2013-09-09 00:00:00.000,2013-09-15 00:00:00.000,37
2013-09-18 00:00:00.000,"2013",9,"201309",18,"September","Sep",3,"Wednesday",2013-09-16 00:00:00.000,2013-09-22 00:00:00.000,38
