state_abbr,data_year,population,Gender,Civilian,Officer
DC,1973,746000,Male,279,4780
DC,1974,723000,Female,495,250
DC,1974,723000,Male,466,4347
DC,1975,716000,Female,330,340
DC,1975,716000,Male,478,4243
DC,1976,702000,Female,342,319
DC,1976,702000,Male,264,4021
DC,1977,690000,Female,334,276
DC,1977,690000,Male,251,3890
DC,1978,674000,Female,351,325
DC,1978,674000,Male,222,3753
DC,1979,656000,Female,302,327
DC,1979,656000,Male,247,3707
DC,1980,635233,Female,271,316
DC,1980,635233,Male,215,3336
DC,1981,636000,Female,307,321
DC,1981,636000,Male,140,3273
DC,1982,631000,Female,288,419
DC,1982,631000,Male,236,3442
DC,1983,623000,Female,288,419
DC,1983,623000,Male,236,3442
DC,1984,623000,Female,258,472
DC,1984,623000,Male,239,3407
DC,1985,626000,Female,294,497
DC,1985,626000,Male,210,3340
DC,1986,626000,Female,297,529
DC,1986,626000,Male,240,3348
DC,1987,622000,Female,377,573
DC,1987,622000,Male,242,3336
DC,1988,620000,Female,437,631
DC,1988,620000,Male,281,3289
DC,1989,604000,Female,459,699
DC,1989,604000,Male,283,3275
DC,1990,606900,Female,499,931
DC,1990,606900,Male,282,3809
DC,1991,598000,Female,429,956
DC,1991,598000,Male,217,3546
DC,1992,589000,Female,541,986
DC,1992,589000,Male,242,3438
DC,1993,578000,Female,549,965
DC,1993,578000,Male,283,3425
DC,1994,570000,Female,419,935
DC,1994,570000,Male,236,3190
DC,1995,554000,Female,448,865
DC,1995,554000,Male,210,2826
DC,1996,543000,Female,508,894
DC,1996,543000,Male,251,2738
DC,1997,529000,Female,553,955
DC,1997,529000,Male,328,3268
DC,1998,523000,Female,456,927
DC,1998,523000,Male,291,3205
DC,1999,519000,Female,506,918
DC,1999,519000,Male,289,3186
DC,2000,572059,Female,717,934
DC,2000,572059,Male,329,3332
DC,2001,571822,Female,542,971
DC,2001,571822,Male,345,3598
DC,2002,570898,Female,665,990
DC,2002,570898,Male,348,3633
DC,2003,563384,Female,561,965
DC,2003,563384,Male,346,3544
DC,2004,553523,Female,510,1021
DC,2004,553523,Male,316,3767
DC,2005,550521,Female,430,1011
DC,2005,550521,Male,327,3787
DC,2006,581530,Female,451,1014
DC,2006,581530,Male,346,3782
DC,2007,588292,Female,474,1033
DC,2007,588292,Male,358,3869
DC,2008,591833,Female,491,1055
DC,2008,591833,Male,358,4021
DC,2009,599657,Female,471,1070
DC,2009,599657,Male,359,4069
DC,2010,601723,Female,370,958
DC,2010,601723,Male,277,3629
DC,2011,617996,Female,439,1002
DC,2011,617996,Male,344,3869
DC,2012,632323,Female,426,1015
DC,2012,632323,Male,349,3921
DC,2013,646449,Female,332,1088
DC,2013,646449,Male,268,4112
DC,2014,658893,Female,338,1071
DC,2014,658893,Male,291,4085
DC,2015,672228,Female,418,947
DC,2015,672228,Male,442,3938
DC,2016,681170,Female,424,920
DC,2016,681170,Male,368,3875
DC,2017,693972,Female,398,903
DC,2017,693972,Male,299,3325
DE,1960,461321,Male,95,462
DE,1961,459345,Male,116,603
DE,1962,483769,Male,77,478
DE,1963,491373,Male,41,297
DE,1964,502284,Male,39,296
DE,1965,520028,Male,40,314
DE,1966,526455,Male,38,311
DE,1967,796792,Male,45,330
DE,1968,806075,Male,33,353
DE,1969,558778,Male,76,405
DE,1970,561333,Male,97,397
DE,1971,571013,Female,25,5
DE,1971,571013,Male,30,521
DE,1972,571358,Female,151,5
DE,1972,571358,Male,96,1263
DE,1973,663763,Female,141,16
DE,1973,663763,Male,72,1078
DE,1974,574237,Female,105,16
DE,1974,574237,Male,67,762
DE,1975,580744,Female,106,17
DE,1975,580744,Male,77,826
DE,1976,583083,Female,101,18
DE,1976,583083,Male,63,811
DE,1977,661054,Female,162,22
DE,1977,661054,Male,91,1073
DE,1978,583537,Female,124,15
DE,1978,583537,Male,71,842
DE,1979,582357,Female,128,26
DE,1979,582357,Male,63,845
DE,1980,654345,Female,115,27
DE,1980,654345,Male,43,701
DE,1981,598000,Female,73,19
DE,1981,598000,Male,23,676
DE,1982,605860,Female,120,24
DE,1982,605860,Male,44,694
DE,1983,607678,Female,178,42
DE,1983,607678,Male,92,1101
DE,1984,614795,Female,196,43
DE,1984,614795,Male,103,1116
DE,1985,655478,Female,194,52
DE,1985,655478,Male,81,1173
DE,1986,651392,Female,194,54
DE,1986,651392,Male,88,1184
DE,1987,733577,Female,255,79
DE,1987,733577,Male,103,1424
DE,1988,683735,Female,240,71
DE,1988,683735,Male,197,1257
DE,1989,692488,Female,269,85
DE,1989,692488,Male,214,1294
DE,1990,753628,Female,411,125
DE,1990,753628,Male,215,1895
DE,1991,699396,Female,335,122
DE,1991,699396,Male,181,1749
DE,1992,1024253,Female,535,199
DE,1992,1024253,Male,295,2761
DE,1993,1042181,Female,562,241
DE,1993,1042181,Male,347,3069
DE,1994,1051091,Female,596,257
DE,1994,1051091,Male,362,3049
DE,1995,1069770,Female,600,259
DE,1995,1069770,Male,349,3069
DE,1996,1173365,Female,463,243
DE,1996,1173365,Male,227,2378
DE,1997,1184711,Female,324,226
DE,1997,1184711,Male,133,1867
DE,1998,764381,Female,450,206
DE,1998,764381,Male,302,2058
DE,1999,775132,Female,588,268
DE,1999,775132,Male,354,2161
DE,2000,806621,Female,631,278
DE,2000,806621,Male,382,2371
DE,2001,825603,Female,794,361
DE,2001,825603,Male,426,2574
DE,2002,849575,Female,806,392
DE,2002,849575,Male,438,3247
DE,2003,845023,Female,1133,545
DE,2003,845023,Male,482,2867
DE,2004,854779,Female,697,348
DE,2004,854779,Male,464,2561
DE,2005,870075,Female,819,412
DE,2005,870075,Male,413,2719
DE,2006,881748,Female,663,353
DE,2006,881748,Male,384,2526
DE,2007,917216,Female,674,336
DE,2007,917216,Male,424,2519
DE,2008,892606,Female,668,350
DE,2008,892606,Male,412,2558
DE,2009,907237,Female,646,362
DE,2009,907237,Male,400,2548
DE,2010,915164,Female,1114,564
DE,2010,915164,Male,674,4254
DE,2011,923759,Female,1039,528
DE,2011,923759,Male,664,4142
DE,2012,935504,Female,600,354
DE,2012,935504,Male,319,2082
DE,2013,949243,Female,697,420
DE,2013,949243,Male,327,2311
DE,2014,958690,Female,818,306
DE,2014,958690,Male,670,2671
DE,2015,962461,Female,801,297
DE,2015,962461,Male,524,2550
DE,2016,972572,Female,1052,325
DE,2016,972572,Male,604,2706
DE,2017,978771,Female,371,273
DE,2017,978771,Male,323,2009
FL,1960,6101318,Male,850,4122
FL,1961,5506836,Male,1171,4851
FL,1962,6049374,Male,1443,5441
FL,1963,6350259,Male,1532,5774
FL,1964,6823406,Male,1682,5986
FL,1965,6336569,Male,1157,4967
FL,1966,6665398,Male,1691,6503
FL,1967,6582773,Male,1844,7645
FL,1968,6602225,Male,1995,7270
FL,1969,7044334,Male,2331,7622
FL,1970,7245658,Male,2631,8339
FL,1971,7080339,Female,1028,93
FL,1971,7080339,Male,2919,11456
FL,1972,7275589,Female,2480,321
FL,1972,7275589,Male,2304,13146
FL,1973,7698209,Female,2413,832
FL,1973,7698209,Male,1683,14234
FL,1974,9356285,Female,3423,956
FL,1974,9356285,Male,2518,17924
FL,1975,9585324,Female,3990,1400
FL,1975,9585324,Male,2988,19317
FL,1976,8587082,Female,3649,1144
FL,1976,8587082,Male,2363,17412
FL,1977,8654901,Female,4147,1089
FL,1977,8654901,Male,2865,16929
FL,1978,8673773,Female,4844,1108
FL,1978,8673773,Male,3049,17292
FL,1979,8925333,Female,4911,1138
FL,1979,8925333,Male,3195,17141
FL,1980,9638637,Female,5063,1138
FL,1980,9638637,Male,3180,17159
FL,1981,10283872,Female,5608,1418
FL,1981,10283872,Male,3427,18232
FL,1982,10544006,Female,6332,1439
FL,1982,10544006,Male,4885,18737
FL,1983,10816904,Female,7404,1723
FL,1983,10816904,Male,5521,20842
FL,1984,11004237,Female,7751,1856
FL,1984,11004237,Male,5936,21316
FL,1985,11394870,Female,8396,2052
FL,1985,11394870,Male,6327,21864
FL,1986,11722365,Female,8862,2255
FL,1986,11722365,Male,6917,22702
FL,1987,12110941,Female,9774,2463
FL,1987,12110941,Male,6829,24117
FL,1988,12412311,Female,10306,2689
FL,1988,12412311,Male,7049,25183
FL,1989,12706303,Female,11586,2741
FL,1989,12706303,Male,7793,26377
FL,1990,17392470,Female,15714,3804
FL,1990,17392470,Male,11126,35675
FL,1991,13313659,Female,12294,3135
FL,1991,13313659,Male,9116,27868
FL,1992,13925099,Female,13076,3352
FL,1992,13925099,Male,9187,28871
FL,1993,14652426,Female,14692,3693
FL,1993,14652426,Male,10265,31230
FL,1994,14313765,Female,15300,3920
FL,1994,14313765,Male,10904,32028
FL,1995,15688090,Female,16717,4375
FL,1995,15688090,Male,11925,35257
FL,1996,14746642,Female,15624,4243
FL,1996,14746642,Male,10106,33107
FL,1997,15007458,Female,14902,4504
FL,1997,15007458,Male,9789,33464
FL,1998,14966475,Female,15197,4572
FL,1998,14966475,Male,10732,33286
FL,1999,15178289,Female,15933,4772
FL,1999,15178289,Male,10513,34680
FL,2000,16049613,Female,16340,5279
FL,2000,16049613,Male,10016,36004
FL,2001,16465493,Female,16240,5358
FL,2001,16465493,Male,8705,36563
FL,2002,16792071,Female,17674,5518
FL,2002,16792071,Male,11099,37278
FL,2003,17102484,Female,16686,5993
FL,2003,17102484,Male,10233,37391
FL,2004,17489500,Female,17961,6320
FL,2004,17489500,Male,10590,38810
FL,2005,17883830,Female,18307,6189
FL,2005,17883830,Male,11034,37776
FL,2006,18186529,Female,18450,6832
FL,2006,18186529,Male,10566,41497
FL,2007,18341214,Female,18959,6329
FL,2007,18341214,Male,11096,39030
FL,2008,18436905,Female,18810,6524
FL,2008,18436905,Male,11096,39136
FL,2009,18646709,Female,18602,6468
FL,2009,18646709,Male,10295,39753
FL,2010,18910325,Female,18422,6637
FL,2010,18910325,Male,10527,39765
FL,2011,19173658,Female,17799,6635
FL,2011,19173658,Male,10026,39260
FL,2012,19434305,Female,17777,6718
FL,2012,19434305,Male,10852,41169
FL,2013,19672665,Female,17924,6669
FL,2013,19672665,Male,10285,41437
FL,2014,20007473,Female,18322,6409
FL,2014,20007473,Male,10909,39512
FL,2015,20388277,Female,17711,6937
FL,2015,20388277,Male,9820,42193
FL,2016,20750677,Female,19612,7426
FL,2016,20750677,Male,11806,42062
FL,2017,21152963,Female,17938,7132
FL,2017,21152963,Male,10433,38844
GA,1960,5334916,Male,222,2549
GA,1961,4456527,Male,195,2281
GA,1962,4955619,Male,208,1972
GA,1963,5463901,Male,259,2584
GA,1964,5025419,Male,243,2278
GA,1965,4960391,Male,238,2322
GA,1966,4940048,Male,257,2348
GA,1967,5234964,Male,276,2675
GA,1968,5431778,Male,283,2672
GA,1969,5632838,Male,327,3153
GA,1970,5604690,Male,358,3258
GA,1971,5104809,Female,73,28
GA,1971,5104809,Male,219,4324
GA,1972,5217839,Female,787,144
GA,1972,5217839,Male,408,6895
GA,1973,5918113,Female,623,311
GA,1973,5918113,Male,409,7714
GA,1974,6065397,Female,933,468
GA,1974,6065397,Male,547,8875
GA,1975,6012820,Female,1097,566
GA,1975,6012820,Male,611,9168
GA,1976,5588007,Female,980,597
GA,1976,5588007,Male,730,8873
GA,1977,6073656,Female,1462,692
GA,1977,6073656,Male,807,10686
GA,1978,5698274,Female,1479,723
GA,1978,5698274,Male,879,10706
GA,1979,5772670,Female,1614,753
GA,1979,5772670,Male,911,10068
GA,1980,6106466,Female,1793,833
GA,1980,6106466,Male,839,10232
GA,1981,6132645,Female,1799,935
GA,1981,6132645,Male,793,10414
GA,1982,6433794,Female,2014,1064
GA,1982,6433794,Male,998,11303
GA,1983,6911853,Female,2563,1230
GA,1983,6911853,Male,1446,13324
GA,1984,7692037,Female,2607,1466
GA,1984,7692037,Male,1214,13500
GA,1985,7386216,Female,2953,1504
GA,1985,7386216,Male,1455,13655
GA,1986,7678483,Female,3219,1578
GA,1986,7678483,Male,1444,14195
GA,1987,7697243,Female,3375,1780
GA,1987,7697243,Male,1620,15001
GA,1988,7564623,Female,3536,1914
GA,1988,7564623,Male,1554,15305
GA,1989,7515094,Female,3774,2109
GA,1989,7515094,Male,1810,16198
GA,1990,7925280,Female,4919,2459
GA,1990,7925280,Male,2258,18813
GA,1991,8041602,Female,5428,2622
GA,1991,8041602,Male,2609,20173
GA,1992,7783287,Female,4985,2856
GA,1992,7783287,Male,3122,19322
GA,1993,7671543,Female,7427,2895
GA,1993,7671543,Male,4427,22407
GA,1994,8018275,Female,9265,4883
GA,1994,8018275,Male,6093,29674
GA,1995,7955249,Female,10221,4737
GA,1995,7955249,Male,6843,29662
GA,1996,8171100,Female,9122,4852
GA,1996,8171100,Male,6059,28918
GA,1997,9543872,Female,9478,5732
GA,1997,9543872,Male,6093,31505
GA,1998,8818995,Female,8723,5474
GA,1998,8818995,Male,5315,30175
GA,1999,8932100,Female,7864,3872
GA,1999,8932100,Male,4574,25967
GA,2000,9339048,Female,7786,3449
GA,2000,9339048,Male,4579,24666
GA,2001,9426907,Female,10461,5754
GA,2001,9426907,Male,6249,32426
GA,2002,9138797,Female,6742,3474
GA,2002,9138797,Male,3823,23089
GA,2003,9839287,Female,10258,5949
GA,2003,9839287,Male,6325,33189
GA,2004,11101346,Female,10652,6175
GA,2004,11101346,Male,6551,35168
GA,2005,10497970,Female,10370,6316
GA,2005,10497970,Male,6494,35204
GA,2006,11743145,Female,11472,6889
GA,2006,11743145,Male,7116,37560
GA,2007,10168475,Female,10123,6499
GA,2007,10168475,Male,5777,32646
GA,2008,10934614,Female,10754,7230
GA,2008,10934614,Male,6470,36555
GA,2009,10492556,Female,11107,6731
GA,2009,10492556,Male,6958,34661
GA,2010,10591328,Female,9769,6886
GA,2010,10591328,Male,5698,34077
GA,2011,10121544,Female,9979,6771
GA,2011,10121544,Male,6119,33609
GA,2012,10078833,Female,9569,6640
GA,2012,10078833,Male,5516,32916
GA,2013,10552837,Female,9748,6470
GA,2013,10552837,Male,5734,32508
GA,2014,10503162,Female,9598,6483
GA,2014,10503162,Male,5935,32240
GA,2015,10812277,Female,9761,6586
GA,2015,10812277,Male,5843,32796
GA,2016,10662998,Female,9555,6670
GA,2016,10662998,Male,5813,32482
GA,2017,10885394,Female,5353,4174
GA,2017,10885394,Male,2759,20520
GM,1960,62044,Male,0,0
GM,1968,188000,Male,0,0
GM,1970,86926,Male,0,0
GM,1971,173852,Male,0,0
GM,1974,86926,Male,0,0
GM,1976,173852,Male,0,0
GM,1977,86926,Male,0,0
GM,1978,86926,Male,0,0
GM,1979,86926,Male,0,0
GM,1980,86926,Male,0,0
GM,1981,86926,Male,0,0
GM,1982,86926,Male,0,0
GM,1983,0,Male,0,0
GM,1984,0,Male,0,0
GM,1985,0,Male,0,0
GM,1986,0,Male,0,0
GM,1987,0,Male,0,0
GM,1989,0,Male,0,0
GM,1990,0,Male,0,0
GM,1992,0,Male,0,0
GM,1993,0,Male,0,0
GM,1994,0,Male,0,0
GM,1995,0,Male,0,0
GM,1996,0,Male,0,0
GM,1997,0,Male,0,0
GM,1998,0,Male,0,0
GM,1999,0,Male,0,0
GM,2000,0,Female,42,13
GM,2000,0,Male,23,253
GM,2001,0,Male,0,0
GM,2002,0,Male,0,0
GM,2003,0,Male,0,0
GM,2004,0,Male,0,0
GM,2005,0,Male,0,0
GM,2006,0,Male,0,0
GM,2007,0,Male,0,0
GM,2008,0,Male,0,0
GM,2009,0,Male,0,0
GM,2010,0,Male,0,0
GM,2011,0,Male,0,0
GM,2012,0,Male,0,0
GM,2013,0,Male,0,0
GM,2014,0,Male,0,0
GM,2015,0,Male,0,0
GM,2016,0,Male,0,0
GM,2017,0,Female,47,24
GM,2017,0,Male,19,265
HI,1960,636977,Male,114,701
HI,1961,640031,Male,108,613
HI,1962,0,Male,111,649
HI,1963,699619,Male,28,462
HI,1964,742484,Male,137,883
HI,1965,707238,Male,148,1157
HI,1966,719083,Male,152,1246
HI,1967,744571,Male,199,1350
HI,1968,784085,Male,229,1255
HI,1969,800387,Male,223,1242
HI,1970,848493,Male,248,1325
HI,1971,791801,Female,195,20
HI,1971,791801,Male,132,1635
HI,1972,840737,Female,164,23
HI,1972,840737,Male,221,2306
HI,1973,988680,Female,284,12
HI,1973,988680,Male,175,2537
HI,1974,881824,Female,263,11
HI,1974,881824,Male,185,2126
HI,1975,896842,Female,273,24
HI,1975,896842,Male,133,2254
HI,1976,918842,Female,280,29
HI,1976,918842,Male,135,2254
HI,1977,926842,Female,290,28
HI,1977,926842,Male,132,2229
HI,1978,928842,Female,302,32
HI,1978,928842,Male,145,2213
HI,1979,946842,Female,278,42
HI,1979,946842,Male,115,2234
HI,1980,1011103,Female,285,64
HI,1980,1011103,Male,120,2258
HI,1981,1026095,Female,184,75
HI,1981,1026095,Male,246,2311
HI,1982,1041835,Female,348,93
HI,1982,1041835,Male,140,2344
HI,1983,1072227,Female,355,108
HI,1983,1072227,Male,150,2360
HI,1984,1088227,Female,344,114
HI,1984,1088227,Male,163,2433
HI,1985,1103930,Female,352,123
HI,1985,1103930,Male,155,2415
HI,1986,1111930,Female,308,128
HI,1986,1111930,Male,208,2391
HI,1987,1133879,Female,381,150
HI,1987,1133879,Male,154,2461
HI,1988,1143879,Female,384,166
HI,1988,1143879,Male,163,2477
HI,1989,1162879,Female,415,167
HI,1989,1162879,Male,183,2546
HI,1990,1159108,Female,360,186
HI,1990,1159108,Male,255,2645
HI,1991,1187105,Female,445,171
HI,1991,1187105,Male,198,2755
HI,1992,1213250,Female,479,192
HI,1992,1213250,Male,197,2810
HI,1993,1225983,Female,460,175
HI,1993,1225983,Male,221,2816
HI,1994,1233301,Female,478,190
HI,1994,1233301,Male,251,2662
HI,1995,1241665,Female,478,186
HI,1995,1241665,Male,226,2619
HI,1996,1238524,Female,500,203
HI,1996,1238524,Male,201,2676
HI,1997,1241657,Female,597,228
HI,1997,1241657,Male,257,2838
HI,1998,1289793,Female,651,162
HI,1998,1289793,Male,230,2847
HI,1999,1281793,Female,592,251
HI,1999,1281793,Male,234,2897
HI,2000,1314665,Female,612,254
HI,2000,1314665,Male,246,3031
HI,2001,1328623,Female,632,268
HI,2001,1328623,Male,244,2911
HI,2002,1350867,Female,611,274
HI,2002,1350867,Male,247,2946
HI,2003,1364659,Female,615,268
HI,2003,1364659,Male,246,2969
HI,2004,1370337,Female,582,270
HI,2004,1370337,Male,237,2863
HI,2005,1383742,Female,608,280
HI,2005,1383742,Male,242,2963
HI,2006,1394924,Female,611,284
HI,2006,1394924,Male,251,3033
HI,2007,1392635,Female,634,290
HI,2007,1392635,Male,267,3012
HI,2008,1397856,Female,627,315
HI,2008,1397856,Male,275,3103
HI,2009,1405431,Female,635,311
HI,2009,1405431,Male,281,3100
HI,2010,1479842,Female,617,298
HI,2010,1479842,Male,265,3070
HI,2011,1495625,Female,615,299
HI,2011,1495625,Male,262,3082
HI,2012,1514307,Female,614,290
HI,2012,1514307,Male,268,3073
HI,2013,2580908,Female,939,491
HI,2013,2580908,Male,464,4914
HI,2014,2608100,Female,1039,477
HI,2014,2608100,Male,373,5178
HI,2015,1556738,Female,630,294
HI,2015,1556738,Male,300,3066
HI,2016,1428557,Female,539,305
HI,2016,1428557,Male,245,2690
HI,2017,1427538,Female,543,307
HI,2017,1427538,Male,235,2644
IA,1960,3046521,Male,178,1475
IA,1961,2850543,Male,193,1400
IA,1962,2988339,Male,248,1677
IA,1963,3015350,Male,245,1601
IA,1964,3005632,Male,276,1670
IA,1965,3099469,Male,266,1762
IA,1966,3049462,Male,312,1872
IA,1967,2999944,Male,328,1843
IA,1968,3017659,Male,348,2009
IA,1969,3109806,Male,371,1942
IA,1970,3059650,Male,366,2044
IA,1971,3009280,Female,138,42
IA,1971,3009280,Male,219,2304
IA,1972,3089260,Female,384,91
IA,1972,3089260,Male,247,3071
IA,1973,4222879,Female,604,167
IA,1973,4222879,Male,291,4061
IA,1974,3156164,Female,536,139
IA,1974,3156164,Male,290,3092
IA,1975,3061206,Female,551,155
IA,1975,3061206,Male,266,3199
IA,1976,2993847,Female,602,127
IA,1976,2993847,Male,277,3148
IA,1977,3151729,Female,711,133
IA,1977,3151729,Male,322,3420
IA,1978,3022221,Female,733,137
IA,1978,3022221,Male,309,3329
IA,1979,2911703,Female,896,172
IA,1979,2911703,Male,429,3940
IA,1980,3411219,Female,936,179
IA,1980,3411219,Male,363,4055
IA,1981,3417520,Female,931,173
IA,1981,3417520,Male,379,3877
IA,1982,4724970,Female,1323,232
IA,1982,4724970,Male,506,5225
IA,1983,2917664,Female,935,150
IA,1983,2917664,Male,472,3940
IA,1984,2922583,Female,879,146
IA,1984,2922583,Male,384,3822
IA,1985,2896470,Female,968,164
IA,1985,2896470,Male,488,3938
IA,1986,2863256,Female,1024,155
IA,1986,2863256,Male,472,3939
IA,1987,2903149,Female,1082,170
IA,1987,2903149,Male,494,3998
IA,1988,2845958,Female,1078,173
IA,1988,2845958,Male,504,3940
IA,1989,2880483,Female,1109,193
IA,1989,2880483,Male,497,4054
IA,1990,3041472,Female,1184,221
IA,1990,3041472,Male,546,4388
IA,1991,3138015,Female,1244,230
IA,1991,3138015,Male,605,4676
IA,1992,4713744,Female,1736,321
IA,1992,4713744,Male,764,6704
IA,1993,3920788,Female,1480,274
IA,1993,3920788,Male,597,5628
IA,1994,3553886,Female,1417,280
IA,1994,3553886,Male,727,5139
IA,1995,3249526,Female,1354,275
IA,1995,3249526,Male,644,4976
IA,1996,3393442,Female,1491,388
IA,1996,3393442,Male,632,5014
IA,1997,3327314,Female,1594,307
IA,1997,3327314,Male,716,5034
IA,1998,3181549,Female,1499,345
IA,1998,3181549,Male,754,5109
IA,1999,3320138,Female,1651,348
IA,1999,3320138,Male,803,5204
IA,2000,3565389,Female,1874,358
IA,2000,3565389,Male,966,5335
IA,2001,3652073,Female,1854,365
IA,2001,3652073,Male,931,5588
IA,2002,3511372,Female,1888,373
IA,2002,3511372,Male,1000,5384
IA,2003,3633788,Female,1886,376
IA,2003,3633788,Male,1011,5525
IA,2004,3480184,Female,1870,380
IA,2004,3480184,Male,961,5177
IA,2005,3517975,Female,1888,398
IA,2005,3517975,Male,985,5304
IA,2006,3489369,Female,1824,393
IA,2006,3489369,Male,1057,5243
IA,2007,3515498,Female,1880,412
IA,2007,3515498,Male,1068,5376
IA,2008,3454799,Female,1978,415
IA,2008,3454799,Male,1165,5383
IA,2009,3549105,Female,1936,475
IA,2009,3549105,Male,1153,5516
IA,2010,3560199,Female,1925,451
IA,2010,3560199,Male,1167,5458
IA,2011,3360752,Female,1774,453
IA,2011,3360752,Male,1053,5184
IA,2012,3542549,Female,1971,398
IA,2012,3542549,Male,1268,5373
IA,2013,3505211,Female,1866,428
IA,2013,3505211,Male,1162,5326
IA,2014,3670976,Female,1997,412
IA,2014,3670976,Male,1211,5400
IA,2015,3755941,Female,2088,451
IA,2015,3755941,Male,1279,5548
IA,2016,3622675,Female,2021,455
IA,2016,3622675,Male,1301,5426
IA,2017,3179051,Female,1741,434
IA,2017,3179051,Male,1148,4801
ID,1960,797197,Male,45,376
ID,1961,748955,Male,59,531
ID,1962,807207,Male,52,516
ID,1963,861064,Male,72,557
ID,1964,769636,Male,71,545
ID,1965,764272,Male,75,566
ID,1966,747613,Male,79,569
ID,1967,812189,Male,88,596
ID,1968,772817,Male,107,604
ID,1969,792073,Male,107,665
ID,1970,736393,Male,112,773
ID,1971,809038,Female,4,71
ID,1971,809038,Male,31,828
ID,1972,839880,Female,88,177
ID,1972,839880,Male,30,1118
ID,1973,999028,Female,156,200
ID,1973,999028,Male,49,1228
ID,1974,862500,Female,154,175
ID,1974,862500,Male,43,1102
ID,1975,853210,Female,201,187
ID,1975,853210,Male,42,1378
ID,1976,857428,Female,183,213
ID,1976,857428,Male,45,1399
ID,1977,885529,Female,238,197
ID,1977,885529,Male,78,1326
ID,1978,898164,Female,244,219
ID,1978,898164,Male,40,1567
ID,1979,927486,Female,267,215
ID,1979,927486,Male,39,1536
ID,1980,964450,Female,277,215
ID,1980,964450,Male,47,1312
ID,1981,1008442,Female,253,243
ID,1981,1008442,Male,52,1393
ID,1982,990969,Female,194,312
ID,1982,990969,Male,36,1442
ID,1983,1022130,Female,303,232
ID,1983,1022130,Male,58,1607
ID,1984,1034699,Female,304,248
ID,1984,1034699,Male,61,1646
ID,1985,1092462,Female,336,256
ID,1985,1092462,Male,70,1716
ID,1986,1074066,Female,349,265
ID,1986,1074066,Male,74,1742
ID,1987,1045049,Female,402,252
ID,1987,1045049,Male,82,1752
ID,1988,1036525,Female,429,208
ID,1988,1036525,Male,89,1757
ID,1989,1072364,Female,448,217
ID,1989,1072364,Male,117,1787
ID,1990,1040655,Female,469,221
ID,1990,1040655,Male,115,1764
ID,1991,1124610,Female,508,263
ID,1991,1124610,Male,142,1919
ID,1992,1493499,Female,781,261
ID,1992,1493499,Male,233,2515
ID,1993,1332778,Female,641,213
ID,1993,1332778,Male,158,2235
ID,1994,1234552,Female,699,139
ID,1994,1234552,Male,146,2025
ID,1995,1236626,Female,719,137
ID,1995,1236626,Male,154,2118
ID,1996,1245699,Female,765,173
ID,1996,1245699,Male,172,2481
ID,1997,1285429,Female,716,142
ID,1997,1285429,Male,158,2134
ID,1998,1272832,Female,812,158
ID,1998,1272832,Male,181,2403
ID,1999,1335606,Female,837,184
ID,1999,1335606,Male,164,2517
ID,2000,1345069,Female,850,151
ID,2000,1345069,Male,195,2450
ID,2001,1364496,Female,969,153
ID,2001,1364496,Male,196,2495
ID,2002,1397903,Female,983,159
ID,2002,1397903,Male,240,2513
ID,2003,1423233,Female,952,161
ID,2003,1423233,Male,233,2562
ID,2004,1443504,Female,1140,192
ID,2004,1443504,Male,286,3063
ID,2005,1649378,Female,1215,204
ID,2005,1649378,Male,232,3078
ID,2006,1537222,Female,1148,202
ID,2006,1537222,Male,265,2750
ID,2007,1550280,Female,1057,199
ID,2007,1550280,Male,441,2769
ID,2008,1575635,Female,1326,199
ID,2008,1575635,Male,537,2801
ID,2009,1620426,Female,1284,205
ID,2009,1620426,Male,340,2842
ID,2010,1695574,Female,1402,227
ID,2010,1695574,Male,346,3033
ID,2011,1662947,Female,1296,202
ID,2011,1662947,Male,306,2954
ID,2012,1670163,Female,1300,183
ID,2012,1670163,Male,336,2947
ID,2013,1685521,Female,1346,185
ID,2013,1685521,Male,320,2870
ID,2014,1692343,Female,1282,197
ID,2014,1692343,Male,353,2874
ID,2015,1732511,Female,1365,225
ID,2015,1732511,Male,370,2951
ID,2016,1743721,Female,1388,224
ID,2016,1743721,Male,330,2990
ID,2017,1779810,Female,1314,204
ID,2017,1779810,Male,341,2647
IL,1960,14647507,Male,3812,24145
IL,1961,10494325,Male,447,4373
IL,1962,11021552,Male,1708,15116
IL,1963,11003888,Male,539,4778
IL,1964,11446357,Male,548,4678
IL,1965,11287752,Male,2179,15328
IL,1966,11628957,Male,2207,15990
IL,1967,11741672,Male,2350,16866
IL,1968,11775101,Male,928,5747
IL,1969,11895499,Male,4014,18445
IL,1970,12066035,Male,4295,19905
IL,1971,11916581,Female,175,50
IL,1971,11916581,Male,3823,21339
IL,1972,12272712,Female,2115,312
IL,1972,12272712,Male,1991,24930
IL,1973,12567386,Female,2254,440
IL,1973,12567386,Male,1516,25480
IL,1974,11920194,Female,2234,480
IL,1974,11920194,Male,1583,25137
IL,1975,11942053,Female,2800,606
IL,1975,11942053,Male,1933,25786
IL,1976,11646474,Female,2920,566
IL,1976,11646474,Male,1891,25405
IL,1977,12252406,Female,3136,818
IL,1977,12252406,Male,1943,26848
IL,1978,14416438,Female,4075,1010
IL,1978,14416438,Male,1827,30162
IL,1979,11774032,Female,4189,932
IL,1979,11774032,Male,1758,26479
IL,1980,12416687,Female,3765,960
IL,1980,12416687,Male,1692,25331
