id,last_start_date,sort_order,Time to Complete,Time to Entitled,Time to Under Construction
1a65b2d9-d871-4210-ba55-0a9427525d49,2016-11-21 00:00:00.000,3,18.0,,
1a780265-240a-4170-9b02-cab4627b61f4,1988-11-18 00:00:00.000,1,,7.0,
1a8338e6-31ff-4fa8-bff0-303d05ca605f,2020-03-16 00:00:00.000,2,,,16.0
1a8cfd7a-3ae3-4b78-9ddd-23a3f587c691,2003-10-27 00:00:00.000,1,,2.0,
1a8cfd7a-3ae3-4b78-9ddd-23a3f587c691,2003-10-27 00:00:00.000,2,,,29.0
1a8cfd7a-3ae3-4b78-9ddd-23a3f587c691,2003-10-27 00:00:00.000,3,43.0,,
1a90c3cf-d513-4923-b27c-985e19588dd2,2018-12-14 00:00:00.000,2,,,27.0
1a90c3cf-d513-4923-b27c-985e19588dd2,2018-12-14 00:00:00.000,3,53.0,,
1a93da31-49e1-4fd6-a9ce-eaf268716772,2006-11-17 00:00:00.000,2,,,14.0
1a93da31-49e1-4fd6-a9ce-eaf268716772,2006-11-17 00:00:00.000,3,24.0,,
1aa4acfb-c9e2-47c5-bfd8-96796fa06f00,2008-11-25 00:00:00.000,2,,,6.0
1aa4acfb-c9e2-47c5-bfd8-96796fa06f00,2008-11-25 00:00:00.000,3,32.0,,
1aa65000-3920-4be0-b807-de63357cbf23,2008-07-08 00:00:00.000,3,57.0,,
1aa88b08-8a96-4c05-b17b-68452dbc4dcd,2017-01-20 00:00:00.000,2,,,30.0
1aa89a56-3f6c-444c-97da-4f9411f1e450,2003-07-21 00:00:00.000,2,,,15.0
1ac8721b-6b4a-48a4-8157-b3e8d41f751c,1997-02-06 00:00:00.000,2,,,2.0
1ac8721b-6b4a-48a4-8157-b3e8d41f751c,1997-02-06 00:00:00.000,3,26.0,,
1acc6768-967a-4535-a115-e6ba44578ced,1998-08-04 00:00:00.000,2,,,21.0
1adc7435-718b-4a3d-b873-f8ac9cab3a6a,2019-08-22 00:00:00.000,2,,,16.0
1ae40189-4318-4a9e-9cd0-9623b12cef79,2019-05-16 00:00:00.000,2,,,14.0
1ae8b03f-28ec-4348-9c13-64dd0be1b007,2018-01-16 00:00:00.000,2,,,8.0
1ae8b03f-28ec-4348-9c13-64dd0be1b007,2018-01-16 00:00:00.000,3,18.0,,
1aea060b-ac8a-4cc6-b4e4-3c5b779a0782,2002-09-03 00:00:00.000,2,,,12.0
1aea060b-ac8a-4cc6-b4e4-3c5b779a0782,2002-09-03 00:00:00.000,3,27.0,,
1aec8603-6478-41e7-9382-36ceb6afd475,2000-04-07 00:00:00.000,3,14.0,,
1af925a5-91a4-4378-b78d-c2bda0ae1236,2020-01-30 00:00:00.000,2,,,12.0
1af925a5-91a4-4378-b78d-c2bda0ae1236,2020-01-30 00:00:00.000,3,37.0,,
1aff2673-c6a6-498a-b4df-440229781051,1999-06-03 00:00:00.000,3,31.0,,
1b125ebc-87f5-4da4-9f35-fcc543337ff1,2018-01-08 00:00:00.000,2,,,3.0
1b125ebc-87f5-4da4-9f35-fcc543337ff1,2018-01-08 00:00:00.000,3,9.0,,
1b3fcbcd-7f54-44ae-804b-bb753d982774,2018-12-12 00:00:00.000,2,,,10.0
1b3fcbcd-7f54-44ae-804b-bb753d982774,2018-12-12 00:00:00.000,3,42.0,,
1b44d6fc-d4e5-4513-850f-835a0c652a6c,2000-11-15 00:00:00.000,1,,1.0,
1b5f8833-ed63-4f94-a7bf-0176bed3ccd6,2012-01-19 00:00:00.000,2,,,46.0
1b5f8833-ed63-4f94-a7bf-0176bed3ccd6,2012-01-19 00:00:00.000,3,56.0,,
1b6100d4-5d29-44dd-931a-b12e9050be4e,2010-11-16 00:00:00.000,1,,3.0,
1b731744-92b4-479e-9000-06514b657770,2001-07-25 00:00:00.000,1,,15.0,
1b76921c-7db9-4ac4-911d-0be74714fd9b,2000-09-27 00:00:00.000,1,,1.0,
1b7852b9-3a48-4d40-ad95-0a409feb1947,2019-04-29 00:00:00.000,2,,,23.0
1b78629e-cf99-4785-bcde-1dae1de1c6b5,1989-11-07 00:00:00.000,1,,13.0,
1b8168d1-e77c-4021-8919-30c272846e1c,2016-09-12 00:00:00.000,2,,,4.0
1b8168d1-e77c-4021-8919-30c272846e1c,2016-09-12 00:00:00.000,3,10.0,,
1b88f304-3613-43aa-95ee-794e7bd97509,2018-12-20 00:00:00.000,2,,,15.0
1b88f304-3613-43aa-95ee-794e7bd97509,2018-12-20 00:00:00.000,3,34.0,,
1b8e5af5-8897-452f-ad54-394832df69ee,2004-08-09 00:00:00.000,1,,16.0,
1bb0e57a-8544-4f48-8f7a-b87b76db16d7,2020-01-29 00:00:00.000,2,,,9.0
1bc42d6e-f105-40ec-a9ca-9163e969f518,2004-03-26 00:00:00.000,2,,,10.0
1bc42d6e-f105-40ec-a9ca-9163e969f518,2004-03-26 00:00:00.000,3,10.0,,
1bca3e92-665d-4deb-8d57-6deaf1892357,2006-10-17 00:00:00.000,2,,,19.0
1bca3e92-665d-4deb-8d57-6deaf1892357,2006-10-17 00:00:00.000,3,41.0,,
1bce4ed5-2b1b-4fac-9265-cd861327e06b,2015-01-06 00:00:00.000,1,,51.0,
1bceb6c4-e563-4331-a479-16f61c1dd5c8,1994-03-21 00:00:00.000,1,,1.0,
1bceb6c4-e563-4331-a479-16f61c1dd5c8,1994-03-21 00:00:00.000,3,15.0,,
1bd2cc13-171e-4b48-ac3b-b9533adfa67c,2014-08-11 00:00:00.000,1,,12.0,
1bd2cc13-171e-4b48-ac3b-b9533adfa67c,2014-08-11 00:00:00.000,2,,,14.0
1bd2cc13-171e-4b48-ac3b-b9533adfa67c,2014-08-11 00:00:00.000,3,30.0,,
1bd94697-ef72-4ec6-a913-5a143b15373b,2018-11-09 00:00:00.000,1,,5.0,
1bd94697-ef72-4ec6-a913-5a143b15373b,2018-11-09 00:00:00.000,2,,,20.0
1be2f530-a09f-4619-bea1-6af594fbc419,2006-11-29 00:00:00.000,2,,,13.0
1be2f530-a09f-4619-bea1-6af594fbc419,2006-11-29 00:00:00.000,3,23.0,,
1be31358-dbc7-43e4-9cb7-10e2b2a917ca,2019-02-19 00:00:00.000,2,,,1.0
1bf7a55b-89b0-4deb-b9aa-89f6536b910f,2015-05-21 00:00:00.000,1,,4.0,
1c0c9239-ebe8-4d48-8395-006dc15f6a4b,1982-11-15 00:00:00.000,1,,12.0,
1c28f02d-c108-4332-ba02-1afe1a6028d4,2018-09-17 00:00:00.000,2,,,34.0
1c2db3e2-8424-471d-b0ff-50273d398182,2018-06-27 00:00:00.000,2,,,10.0
1c2db3e2-8424-471d-b0ff-50273d398182,2018-06-27 00:00:00.000,3,20.0,,
1c35d64e-8cfa-404d-880a-e60fdd97dde6,2016-07-01 00:00:00.000,1,,10.0,
1c35d64e-8cfa-404d-880a-e60fdd97dde6,2016-07-01 00:00:00.000,2,,,28.0
1c3e8804-50dc-4f96-8475-34ee99dabe5a,2018-05-22 00:00:00.000,1,,7.0,
1c3f34b1-af8b-44ad-949a-e3b16400dc6b,2002-07-24 00:00:00.000,1,,3.0,
1c468457-e252-4c2d-9c17-b2262a1bff3e,2007-05-31 00:00:00.000,1,,20.0,
1c53647e-4881-41a5-918e-4121e2378d30,2003-01-06 00:00:00.000,1,,4.0,
1c724263-c098-4562-a018-e64b287326dc,1990-07-17 00:00:00.000,2,,,15.0
1c724263-c098-4562-a018-e64b287326dc,1990-07-17 00:00:00.000,3,34.0,,
1c7b3d36-5b0d-43fe-9afc-d4fe9495fed0,2018-06-14 00:00:00.000,1,,10.0,
1c7e81ed-a84b-4a75-855b-8a78965925f5,2018-11-21 00:00:00.000,2,,,8.0
1c8526f9-5c38-4e42-b3fa-cb1678add93b,2009-10-09 00:00:00.000,1,,19.0,
1c91a7ce-ce37-4df2-8b48-dc4a301cea98,2003-10-22 00:00:00.000,1,,4.0,
1c922dd6-5f88-476a-a670-ba1a0586e70a,2000-11-15 00:00:00.000,1,,1.0,
1c96f5e5-b2c4-46ad-bec3-5135fc62779a,2001-06-27 00:00:00.000,1,,3.0,
1cb1faf1-29ac-4e1d-ade5-76ad9411b54b,2015-08-13 00:00:00.000,2,,,12.0
1cb4998b-3481-41c9-97fc-43f03344c57d,2019-03-25 00:00:00.000,2,,,15.0
1cbd7fce-ca4a-4b98-a1db-951df5251219,2001-05-14 00:00:00.000,3,23.0,,
1cc23e2c-65c4-4e04-8f1b-4aa9b8d58c1e,2020-01-24 00:00:00.000,1,,25.0,
1cc23e2c-65c4-4e04-8f1b-4aa9b8d58c1e,2020-01-24 00:00:00.000,2,,,79.0
1cc4eb78-6f84-4256-ab48-338f468fd808,2000-09-29 00:00:00.000,3,21.0,,
1cc9330e-f361-48e5-bcec-a0e91900006e,1992-07-31 00:00:00.000,2,,,15.0
1cc9330e-f361-48e5-bcec-a0e91900006e,1992-07-31 00:00:00.000,3,28.0,,
1cd601b5-eb03-4069-b0c0-7ef4a2e1f82e,1991-02-14 00:00:00.000,1,,18.0,
1cdf5c44-5007-4be4-a437-001ed42f3d37,1989-01-05 00:00:00.000,1,,3.0,
1cdf5c44-5007-4be4-a437-001ed42f3d37,1989-01-05 00:00:00.000,2,,,6.0
1cdf5c44-5007-4be4-a437-001ed42f3d37,1989-01-05 00:00:00.000,3,11.0,,
1ce30021-cb24-422b-adb3-fd5c7e76d9ec,2003-05-22 00:00:00.000,1,,16.0,
1ced00ac-3c2b-4027-8b73-526c2cf42829,2018-09-21 00:00:00.000,1,,1.0,
1cf590a9-68f6-426c-b68f-51ad5c92e814,2019-09-13 00:00:00.000,2,,,29.0
1cfa3512-157b-4ff9-b781-1b9e7d4cda9d,2005-02-03 00:00:00.000,1,,9.0,
1cfdc620-f5ab-4972-9aca-64733563f266,1994-07-18 00:00:00.000,2,,,20.0
1cfdc620-f5ab-4972-9aca-64733563f266,1994-07-18 00:00:00.000,3,42.0,,
1d03f3b2-310a-449e-94e8-4e4e15180bf7,1995-02-15 00:00:00.000,3,15.0,,
1d06848a-9e12-4353-a8d9-6ade13f86856,2019-04-25 00:00:00.000,2,,,28.0
1d39f679-9953-4003-8bbb-ce509d989d07,2017-02-10 00:00:00.000,2,,,95.0
1d39f679-9953-4003-8bbb-ce509d989d07,2017-02-10 00:00:00.000,3,131.0,,
1d3c84a4-61ab-4dc3-b286-fcf3ef77588d,2020-01-17 00:00:00.000,2,,,5.0
1d3c84a4-61ab-4dc3-b286-fcf3ef77588d,2020-01-17 00:00:00.000,3,18.0,,
1d4acde0-96fe-4ada-8483-2aad6d4bd27a,2017-03-07 00:00:00.000,1,,15.0,
1d4acde0-96fe-4ada-8483-2aad6d4bd27a,2017-03-07 00:00:00.000,2,,,31.0
1d4acde0-96fe-4ada-8483-2aad6d4bd27a,2017-03-07 00:00:00.000,3,50.0,,
1d4ecf1f-2ccb-4b66-a20c-57a2115c5bcb,2007-09-17 00:00:00.000,1,,2.0,
1d674cb6-f4ff-41d4-984a-2b41b53afcf0,1996-05-30 00:00:00.000,3,8.0,,
1d6a6f82-3616-4c88-a5ad-e396ea900845,2009-01-06 00:00:00.000,1,,4.0,
1d7818d9-e1c9-4384-8d26-3da3fdebd46b,2006-05-30 00:00:00.000,1,,67.0,
1d7b3d74-5b06-41ed-9b2d-a1670c0dfdc4,2005-02-14 00:00:00.000,2,,,20.0
1d7b3d74-5b06-41ed-9b2d-a1670c0dfdc4,2005-02-14 00:00:00.000,3,40.0,,
1d939a1f-87c0-4c67-b8cf-9dcee9d7454f,2014-07-01 00:00:00.000,1,,4.0,
1d974e81-65d3-46d2-9dda-8967fca11377,2019-05-03 00:00:00.000,2,,,43.0
1d9cf4dc-de10-4eb4-9814-aba9cf22ebbe,1992-06-18 00:00:00.000,1,,8.0,
1d9ef674-d938-40ed-b174-5983d3f848e4,2014-08-28 00:00:00.000,2,,,57.0
1d9ef674-d938-40ed-b174-5983d3f848e4,2014-08-28 00:00:00.000,3,140.0,,
1da2040e-cf2c-4bc2-8c8b-ba324a0fffcd,2009-12-29 00:00:00.000,1,,38.0,
1da5e5bb-5b98-48cc-81f2-3e994bd545c4,2008-06-06 00:00:00.000,3,46.0,,
1dadc0ed-c6eb-4807-b136-fcd7720915e4,2018-12-11 00:00:00.000,2,,,65.0
1db3d126-371a-46f7-a36b-fb4ec48e7f51,2016-01-06 00:00:00.000,1,,67.0,
1db9ba75-64fe-42dc-9985-40d99747b952,2019-03-28 00:00:00.000,1,,8.0,
1dcd7e73-b45d-4b6a-bf9c-01ffec3e4d56,2001-01-24 00:00:00.000,1,,2.0,
1dd775ff-ac10-4529-a0a9-aa1d088b12a9,2003-02-14 00:00:00.000,1,,5.0,
1ddd1229-d1e2-4bb6-aa64-fc60750a19ca,2003-12-24 00:00:00.000,2,,,18.0
1ddd1229-d1e2-4bb6-aa64-fc60750a19ca,2003-12-24 00:00:00.000,3,31.0,,
1ddef2a1-d508-4b90-8bb6-21c03917f828,2018-07-11 00:00:00.000,1,,25.0,
1ddef2a1-d508-4b90-8bb6-21c03917f828,2018-07-11 00:00:00.000,2,,,40.0
1de02ec8-9e19-4be4-ad17-bc6acfe26d8c,2000-11-28 00:00:00.000,3,21.0,,
1de70473-626e-494e-aa71-291194531a58,2006-01-06 00:00:00.000,1,,6.0,
1df125eb-9916-4a8e-ba75-5c4c5d4c9800,2017-06-08 00:00:00.000,2,,,8.0
1df1fd9a-08e3-4c1f-ad0d-3dbbea50d572,2016-11-28 00:00:00.000,1,,3.0,
1dfa68b8-2cf1-47d2-9609-4f30d8b5cf61,2017-12-18 00:00:00.000,2,,,11.0
1dfa68b8-2cf1-47d2-9609-4f30d8b5cf61,2017-12-18 00:00:00.000,3,21.0,,
1dfb6215-91d0-4ff7-b526-aa6c7becd5db,1997-03-14 00:00:00.000,2,,,4.0
1dfb6215-91d0-4ff7-b526-aa6c7becd5db,1997-03-14 00:00:00.000,3,13.0,,
1dfe048c-23e5-4a74-9eaf-c8b3fb47d2d7,2014-12-03 00:00:00.000,2,,,11.0
1dfe048c-23e5-4a74-9eaf-c8b3fb47d2d7,2014-12-03 00:00:00.000,3,23.0,,
1e02b961-2523-4c81-adcb-8a255da93bc9,2016-11-22 00:00:00.000,2,,,6.0
1e02b961-2523-4c81-adcb-8a255da93bc9,2016-11-22 00:00:00.000,3,17.0,,
1e0ec8ba-0488-4e1e-9f6c-8dd404296358,2017-06-06 00:00:00.000,1,,8.0,
1e19bf98-98b0-44c4-b13d-166fa1f849f0,1999-06-09 00:00:00.000,2,,,11.0
1e1d2216-56a1-47a5-88db-46ec7d008e7f,2006-01-20 00:00:00.000,1,,21.0,
1e1d2216-56a1-47a5-88db-46ec7d008e7f,2006-01-20 00:00:00.000,2,,,33.0
1e1d2216-56a1-47a5-88db-46ec7d008e7f,2006-01-20 00:00:00.000,3,34.0,,
1e227b1b-4e9c-4449-bed1-2e910f4b6bd1,2003-11-19 00:00:00.000,1,,5.0,
1e29e780-4639-4e94-b5ca-967797d7d7a2,2019-01-28 00:00:00.000,1,,7.0,
1e36b9b7-cd01-467e-b0b7-9a8c9584cab5,2008-06-05 00:00:00.000,1,,3.0,
1e397b3d-6b3d-40ad-972b-1373be544276,2020-02-11 00:00:00.000,2,,,17.0
1e397b3d-6b3d-40ad-972b-1373be544276,2020-02-11 00:00:00.000,3,39.0,,
1e53d6ac-da49-43c8-8d23-09e695164a3e,2019-11-13 00:00:00.000,1,,20.0,
1e53d6ac-da49-43c8-8d23-09e695164a3e,2019-11-13 00:00:00.000,2,,,55.0
1e53d6ac-da49-43c8-8d23-09e695164a3e,2019-11-13 00:00:00.000,3,81.0,,
1e5c7c7e-b00c-4aeb-8863-bedf9dbfb467,2019-11-04 00:00:00.000,2,,,5.0
1e5de9c3-b23f-4510-9fc0-9af45dcc0c63,2000-08-17 00:00:00.000,1,,1.0,
1e5de9c3-b23f-4510-9fc0-9af45dcc0c63,2000-08-17 00:00:00.000,3,27.0,,
1e664be6-0da5-4c4b-bd09-6cdc27dfb875,2017-07-18 00:00:00.000,2,,,12.0
1e664be6-0da5-4c4b-bd09-6cdc27dfb875,2017-07-18 00:00:00.000,3,27.0,,
1e754b14-cc13-414e-9519-5e365b39f625,2019-06-25 00:00:00.000,1,,2.0,
1e82c5cf-9cc1-4260-bbe4-642e82f2a248,2018-12-07 00:00:00.000,1,,8.0,
1e82c5cf-9cc1-4260-bbe4-642e82f2a248,2018-12-07 00:00:00.000,2,,,35.0
1e82c5cf-9cc1-4260-bbe4-642e82f2a248,2018-12-07 00:00:00.000,3,79.0,,
1e957123-dfe4-4285-9081-1122b2934051,2019-04-02 00:00:00.000,2,,,17.0
1ecdcd47-5f5a-4db5-b6a6-661302c89e55,2003-09-24 00:00:00.000,1,,3.0,
1ed843e5-2f3c-450f-9b8e-90931f6aa764,2015-11-02 00:00:00.000,2,,,7.0
1ed843e5-2f3c-450f-9b8e-90931f6aa764,2015-11-02 00:00:00.000,3,14.0,,
1ef70d7f-0f56-4055-b53f-39df0896ff97,2011-06-07 00:00:00.000,2,,,18.0
1ef70d7f-0f56-4055-b53f-39df0896ff97,2011-06-07 00:00:00.000,3,58.0,,
1f2810f3-b20a-46f5-b8cb-57a4b58c724b,2017-08-03 00:00:00.000,2,,,9.0
1f2810f3-b20a-46f5-b8cb-57a4b58c724b,2017-08-03 00:00:00.000,3,34.0,,
1f305b80-5ed3-4810-b717-c59209d58787,2003-01-14 00:00:00.000,1,,106.0,
1f31b750-e553-4e8b-998f-229e8131780a,1997-02-10 00:00:00.000,2,,,1.0
1f31b750-e553-4e8b-998f-229e8131780a,1997-02-10 00:00:00.000,3,13.0,,
1f49b365-4a56-4f97-899e-aec9f7f1610e,2007-10-23 00:00:00.000,1,,30.0,
1f4d56fe-6b97-4637-a5b8-17a864e8ef75,2008-05-22 00:00:00.000,2,,,61.0
1f4d56fe-6b97-4637-a5b8-17a864e8ef75,2008-05-22 00:00:00.000,3,86.0,,
1f53faaf-b573-49d9-b1bb-22ef40bdcd10,2007-01-22 00:00:00.000,1,,3.0,
1f53faaf-b573-49d9-b1bb-22ef40bdcd10,2007-01-22 00:00:00.000,2,,,12.0
1f53faaf-b573-49d9-b1bb-22ef40bdcd10,2007-01-22 00:00:00.000,3,45.0,,
1f5c5563-748f-47b4-8538-d9fc0668e22c,2011-03-08 00:00:00.000,1,,3.0,
1f61b789-6af1-471d-b43d-aee3011dd3bf,2006-11-03 00:00:00.000,1,,28.0,
1f650acc-bc51-4248-87f3-dff09fbcc1fe,2006-06-26 00:00:00.000,2,,,14.0
1f650acc-bc51-4248-87f3-dff09fbcc1fe,2006-06-26 00:00:00.000,3,32.0,,
1f67daf3-d7ae-41e5-b0fc-4bf4c29fed49,2016-10-04 00:00:00.000,2,,,11.0
1f67daf3-d7ae-41e5-b0fc-4bf4c29fed49,2016-10-04 00:00:00.000,3,12.0,,
1f723e9e-cf9f-402d-8507-92959a6b98ed,2014-10-06 00:00:00.000,1,,7.0,
1f723e9e-cf9f-402d-8507-92959a6b98ed,2014-10-06 00:00:00.000,2,,,22.0
1f723e9e-cf9f-402d-8507-92959a6b98ed,2014-10-06 00:00:00.000,3,32.0,,
1f745eb8-a20e-4325-b09c-cb41d4a929ae,2019-11-25 00:00:00.000,1,,33.0,
1f7778f2-f45a-4c2c-a6fe-113cad11f0fc,2003-03-28 00:00:00.000,2,,,11.0
1f7778f2-f45a-4c2c-a6fe-113cad11f0fc,2003-03-28 00:00:00.000,3,35.0,,
1f88e862-76b0-44da-81ef-1e706a1cdd7b,2006-10-17 00:00:00.000,2,,,18.0
1f88e862-76b0-44da-81ef-1e706a1cdd7b,2006-10-17 00:00:00.000,3,33.0,,
1f97447f-6a8b-4cc9-ab36-b8d9a55c63eb,2007-11-16 00:00:00.000,1,,6.0,
1fb949ed-62b2-42cb-8f33-4946a4934643,2019-05-28 00:00:00.000,2,,,37.0
1fcd9c52-ddef-4ecb-8310-26b2dca69430,2019-04-16 00:00:00.000,1,,13.0,
1fd2b044-fa86-499d-94af-cdef20f101b9,2019-07-30 00:00:00.000,1,,2.0,
1fd2b044-fa86-499d-94af-cdef20f101b9,2019-07-30 00:00:00.000,2,,,36.0
1fd48e6b-d3a5-492b-b677-ef98de318795,2019-08-27 00:00:00.000,2,,,4.0
1fe1338d-97f4-4df4-b4fb-695498bb4e2d,2019-02-25 00:00:00.000,2,,,34.0
1fe55e73-2b53-4821-93ce-0e82eb1663bf,2005-10-07 00:00:00.000,1,,10.0,
1ff1ac78-dc9d-4790-9665-d23ebb866433,2019-02-06 00:00:00.000,2,,,18.0
1fff6a0c-a6e9-4191-ad6a-03b1bc3501aa,2018-09-11 00:00:00.000,1,,5.0,
1fff6a0c-a6e9-4191-ad6a-03b1bc3501aa,2018-09-11 00:00:00.000,2,,,39.0
200577f0-5664-4216-b387-895b0b6c0135,2003-08-27 00:00:00.000,1,,3.0,
200b9f47-2c10-4bdf-9004-f114c79838fe,2006-06-06 00:00:00.000,1,,91.0,
20208f43-2476-4e34-8bf6-bfe50a74bb5d,2016-11-15 00:00:00.000,2,,,5.0
20208f43-2476-4e34-8bf6-bfe50a74bb5d,2016-11-15 00:00:00.000,3,8.0,,
202ad8f2-ba02-4d14-9a31-32d22aa5b532,2011-07-29 00:00:00.000,1,,11.0,
202e6fdb-c489-446d-8c15-67bc642dfe0e,2018-03-07 00:00:00.000,1,,7.0,
202e6fdb-c489-446d-8c15-67bc642dfe0e,2018-03-07 00:00:00.000,2,,,43.0
202e6fdb-c489-446d-8c15-67bc642dfe0e,2018-03-07 00:00:00.000,3,59.0,,
202f21e4-9803-4fd8-97a0-0e11aa318031,2010-05-27 00:00:00.000,1,,1.0,
20316a78-dfeb-4d2b-9928-5b153c5a3bd3,2001-09-10 00:00:00.000,2,,,16.0
20316a78-dfeb-4d2b-9928-5b153c5a3bd3,2001-09-10 00:00:00.000,3,30.0,,
203f6c77-c432-4c47-9bfc-1ee43719af68,2009-04-29 00:00:00.000,2,,,35.0
203f6c77-c432-4c47-9bfc-1ee43719af68,2009-04-29 00:00:00.000,3,52.0,,
20598cf3-39e9-41f8-963e-9a59b8209989,2019-12-27 00:00:00.000,1,,15.0,
20853d0d-94ca-40be-aaf7-8f4a80fec377,2000-07-06 00:00:00.000,1,,11.0,
20860a92-1775-4b37-815f-3a7b6206f79b,2009-03-09 00:00:00.000,1,,31.0,
20893e3d-3118-487f-8b79-1ff023dffac3,2019-08-05 00:00:00.000,2,,,10.0
2096c99e-2c57-4d6b-b6fb-e7dd9735d1ed,2004-04-28 00:00:00.000,1,,3.0,
20979931-c383-4181-a65d-72eafd4b38b9,2011-01-13 00:00:00.000,1,,41.0,
20992927-5a4b-4eb6-a9ab-c3b73f8585b6,2012-05-24 00:00:00.000,1,,21.0,
20a81bf6-8daa-48de-9311-6d0fa3fbee02,2019-05-16 00:00:00.000,1,,4.0,
20ad653c-ec6f-42b8-9a0f-ef0cf378d086,2020-03-20 00:00:00.000,1,,24.0,
20bb08d1-d32b-4ec9-80c1-3bebaada30f9,2006-05-05 00:00:00.000,2,,,8.0
20bb08d1-d32b-4ec9-80c1-3bebaada30f9,2006-05-05 00:00:00.000,3,24.0,,
20cc8c33-536a-49f4-a1d7-6ed0274eb543,2006-11-16 00:00:00.000,2,,,27.0
20cc8c33-536a-49f4-a1d7-6ed0274eb543,2006-11-16 00:00:00.000,3,38.0,,
20d010ab-173d-4f96-8739-77bd71fad362,1997-01-15 00:00:00.000,3,32.0,,
20f21782-7d5e-43b3-9c16-5fd414095a8b,2009-09-23 00:00:00.000,2,,,20.0
20f21782-7d5e-43b3-9c16-5fd414095a8b,2009-09-23 00:00:00.000,3,33.0,,
20f2c1e6-c601-43b1-8b11-5b1eefa7a27a,2019-10-07 00:00:00.000,2,,,19.0
20f5a85d-e6dc-48e6-9207-1fe70c89931d,2005-11-10 00:00:00.000,1,,7.0,
210a8209-6e0b-4215-8442-6bddc1a2d73e,2018-01-26 00:00:00.000,2,,,3.0
210a8209-6e0b-4215-8442-6bddc1a2d73e,2018-01-26 00:00:00.000,3,16.0,,
21159338-7706-4172-8848-771f47850cca,2016-11-07 00:00:00.000,2,,,12.0
2118ba7a-1ee4-4cbb-bc5d-79e1729f530f,2005-04-11 00:00:00.000,2,,,12.0
2118ba7a-1ee4-4cbb-bc5d-79e1729f530f,2005-04-11 00:00:00.000,3,28.0,,
2121907e-f6ce-46f3-a0ee-7de88c3ba370,2008-09-30 00:00:00.000,1,,2.0,
2121907e-f6ce-46f3-a0ee-7de88c3ba370,2008-09-30 00:00:00.000,3,27.0,,
2125e4c6-7f06-473f-9cd1-57a00de416a6,2005-01-24 00:00:00.000,2,,,12.0
2125e4c6-7f06-473f-9cd1-57a00de416a6,2005-01-24 00:00:00.000,3,31.0,,
212aace5-c5b3-492a-962d-e6cf263aa2f7,2013-12-16 00:00:00.000,1,,4.0,
212b10f1-17a0-404d-8392-a8c420cbd203,2014-09-15 00:00:00.000,1,,1.0,
2134ace4-6d7f-4fab-a497-39b27cb5f637,2006-03-31 00:00:00.000,2,,,17.0
2134ace4-6d7f-4fab-a497-39b27cb5f637,2006-03-31 00:00:00.000,3,31.0,,
213fe887-60e5-4230-b437-358b3e82a41a,2002-09-12 00:00:00.000,2,,,6.0
213fe887-60e5-4230-b437-358b3e82a41a,2002-09-12 00:00:00.000,3,12.0,,
2145ddd9-a6d0-472d-a295-601ae05fd81d,2004-09-16 00:00:00.000,1,,8.0,
21527c2a-79a0-4baf-aa06-d77f01e9c8db,2002-03-27 00:00:00.000,1,,1.0,
215d1887-4642-4aaa-b6ad-347ce77d5c55,2018-12-06 00:00:00.000,2,,,6.0
215d1887-4642-4aaa-b6ad-347ce77d5c55,2018-12-06 00:00:00.000,3,24.0,,
21674b93-ea30-4f24-9cf4-9171e164780d,2000-10-02 00:00:00.000,3,34.0,,
21770210-4ab7-4d60-8ab4-705a0f60f36d,2018-12-13 00:00:00.000,2,,,36.0
21770210-4ab7-4d60-8ab4-705a0f60f36d,2018-12-13 00:00:00.000,3,59.0,,
217af4cb-76fd-4659-9a73-38ea9fccbe53,2005-06-09 00:00:00.000,2,,,8.0
217af4cb-76fd-4659-9a73-38ea9fccbe53,2005-06-09 00:00:00.000,3,20.0,,
21913320-d02d-442f-8e33-439ab803bf83,2001-12-06 00:00:00.000,3,44.0,,
2194b46a-b763-4ae6-84bb-66da842fc021,1998-10-14 00:00:00.000,3,20.0,,
219b9aaa-c7dc-47de-9f5e-b5ce5d48e35d,1996-08-07 00:00:00.000,1,,6.0,
219b9aaa-c7dc-47de-9f5e-b5ce5d48e35d,1996-08-07 00:00:00.000,2,,,3.0
219b9aaa-c7dc-47de-9f5e-b5ce5d48e35d,1996-08-07 00:00:00.000,3,15.0,,
219c9cd9-0e14-41f5-99b6-0124d5f878d5,2007-01-11 00:00:00.000,1,,10.0,
21a38abf-0e7b-49ac-bad3-726b5865cb29,2001-02-28 00:00:00.000,1,,1.0,
21ab3487-8146-4a8a-989a-2094831df57b,2006-03-29 00:00:00.000,1,,4.0,
21ab3487-8146-4a8a-989a-2094831df57b,2006-03-29 00:00:00.000,2,,,7.0
21ab3487-8146-4a8a-989a-2094831df57b,2006-03-29 00:00:00.000,3,21.0,,
21af0050-2db9-4e88-a4c0-be69532ce206,2018-09-19 00:00:00.000,2,,,7.0
21af0050-2db9-4e88-a4c0-be69532ce206,2018-09-19 00:00:00.000,3,14.0,,
21b698c9-fd29-4e16-b035-5fecb9cc0d3e,2001-11-09 00:00:00.000,2,,,9.0
21b698c9-fd29-4e16-b035-5fecb9cc0d3e,2001-11-09 00:00:00.000,3,14.0,,
21c3b6a8-3590-4c68-bcf7-e031f7dec5b5,2015-05-11 00:00:00.000,1,,4.0,
