dim_time_id,time_alt_key,time,time_30,hour_30,minute_number,second_number,time_in_second,hourly_bucket,day_time_bucket_group_key,day_time_bucket
77495,213135,1899-12-30 21:31:35.000,"21:31:35",21,31,35,77495,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77513,213153,1899-12-30 21:31:53.000,"21:31:53",21,31,53,77513,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77561,213241,1899-12-30 21:32:41.000,"21:32:41",21,32,41,77561,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77566,213246,1899-12-30 21:32:46.000,"21:32:46",21,32,46,77566,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77661,213421,1899-12-30 21:34:21.000,"21:34:21",21,34,21,77661,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77668,213428,1899-12-30 21:34:28.000,"21:34:28",21,34,28,77668,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77743,213543,1899-12-30 21:35:43.000,"21:35:43",21,35,43,77743,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77753,213553,1899-12-30 21:35:53.000,"21:35:53",21,35,53,77753,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77765,213605,1899-12-30 21:36:05.000,"21:36:05",21,36,5,77765,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77777,213617,1899-12-30 21:36:17.000,"21:36:17",21,36,17,77777,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77790,213630,1899-12-30 21:36:30.000,"21:36:30",21,36,30,77790,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77805,213645,1899-12-30 21:36:45.000,"21:36:45",21,36,45,77805,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77814,213654,1899-12-30 21:36:54.000,"21:36:54",21,36,54,77814,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77834,213714,1899-12-30 21:37:14.000,"21:37:14",21,37,14,77834,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77847,213727,1899-12-30 21:37:27.000,"21:37:27",21,37,27,77847,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78107,214147,1899-12-30 21:41:47.000,"21:41:47",21,41,47,78107,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78134,214214,1899-12-30 21:42:14.000,"21:42:14",21,42,14,78134,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78313,214513,1899-12-30 21:45:13.000,"21:45:13",21,45,13,78313,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78323,214523,1899-12-30 21:45:23.000,"21:45:23",21,45,23,78323,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78369,214609,1899-12-30 21:46:09.000,"21:46:09",21,46,9,78369,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78414,214654,1899-12-30 21:46:54.000,"21:46:54",21,46,54,78414,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78417,214657,1899-12-30 21:46:57.000,"21:46:57",21,46,57,78417,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78522,214842,1899-12-30 21:48:42.000,"21:48:42",21,48,42,78522,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78566,214926,1899-12-30 21:49:26.000,"21:49:26",21,49,26,78566,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78616,215016,1899-12-30 21:50:16.000,"21:50:16",21,50,16,78616,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78620,215020,1899-12-30 21:50:20.000,"21:50:20",21,50,20,78620,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78646,215046,1899-12-30 21:50:46.000,"21:50:46",21,50,46,78646,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78666,215106,1899-12-30 21:51:06.000,"21:51:06",21,51,6,78666,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78689,215129,1899-12-30 21:51:29.000,"21:51:29",21,51,29,78689,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78703,215143,1899-12-30 21:51:43.000,"21:51:43",21,51,43,78703,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78737,215217,1899-12-30 21:52:17.000,"21:52:17",21,52,17,78737,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78779,215259,1899-12-30 21:52:59.000,"21:52:59",21,52,59,78779,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78808,215328,1899-12-30 21:53:28.000,"21:53:28",21,53,28,78808,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78811,215331,1899-12-30 21:53:31.000,"21:53:31",21,53,31,78811,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78933,215533,1899-12-30 21:55:33.000,"21:55:33",21,55,33,78933,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78992,215632,1899-12-30 21:56:32.000,"21:56:32",21,56,32,78992,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79052,215732,1899-12-30 21:57:32.000,"21:57:32",21,57,32,79052,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79083,215803,1899-12-30 21:58:03.000,"21:58:03",21,58,3,79083,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79094,215814,1899-12-30 21:58:14.000,"21:58:14",21,58,14,79094,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79127,215847,1899-12-30 21:58:47.000,"21:58:47",21,58,47,79127,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79189,215949,1899-12-30 21:59:49.000,"21:59:49",21,59,49,79189,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79198,215958,1899-12-30 21:59:58.000,"21:59:58",21,59,58,79198,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75652,210052,1899-12-30 21:00:52.000,"21:00:52",21,0,52,75652,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75782,210302,1899-12-30 21:03:02.000,"21:03:02",21,3,2,75782,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75891,210451,1899-12-30 21:04:51.000,"21:04:51",21,4,51,75891,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75942,210542,1899-12-30 21:05:42.000,"21:05:42",21,5,42,75942,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75948,210548,1899-12-30 21:05:48.000,"21:05:48",21,5,48,75948,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75953,210553,1899-12-30 21:05:53.000,"21:05:53",21,5,53,75953,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75955,210555,1899-12-30 21:05:55.000,"21:05:55",21,5,55,75955,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76024,210704,1899-12-30 21:07:04.000,"21:07:04",21,7,4,76024,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76303,211143,1899-12-30 21:11:43.000,"21:11:43",21,11,43,76303,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76416,211336,1899-12-30 21:13:36.000,"21:13:36",21,13,36,76416,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76442,211402,1899-12-30 21:14:02.000,"21:14:02",21,14,2,76442,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76455,211415,1899-12-30 21:14:15.000,"21:14:15",21,14,15,76455,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76508,211508,1899-12-30 21:15:08.000,"21:15:08",21,15,8,76508,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76557,211557,1899-12-30 21:15:57.000,"21:15:57",21,15,57,76557,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76600,211640,1899-12-30 21:16:40.000,"21:16:40",21,16,40,76600,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76630,211710,1899-12-30 21:17:10.000,"21:17:10",21,17,10,76630,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76656,211736,1899-12-30 21:17:36.000,"21:17:36",21,17,36,76656,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76668,211748,1899-12-30 21:17:48.000,"21:17:48",21,17,48,76668,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76830,212030,1899-12-30 21:20:30.000,"21:20:30",21,20,30,76830,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76900,212140,1899-12-30 21:21:40.000,"21:21:40",21,21,40,76900,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76926,212206,1899-12-30 21:22:06.000,"21:22:06",21,22,6,76926,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76935,212215,1899-12-30 21:22:15.000,"21:22:15",21,22,15,76935,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77002,212322,1899-12-30 21:23:22.000,"21:23:22",21,23,22,77002,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77073,212433,1899-12-30 21:24:33.000,"21:24:33",21,24,33,77073,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77081,212441,1899-12-30 21:24:41.000,"21:24:41",21,24,41,77081,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77103,212503,1899-12-30 21:25:03.000,"21:25:03",21,25,3,77103,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77167,212607,1899-12-30 21:26:07.000,"21:26:07",21,26,7,77167,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77273,212753,1899-12-30 21:27:53.000,"21:27:53",21,27,53,77273,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77345,212905,1899-12-30 21:29:05.000,"21:29:05",21,29,5,77345,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77371,212931,1899-12-30 21:29:31.000,"21:29:31",21,29,31,77371,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77399,212959,1899-12-30 21:29:59.000,"21:29:59",21,29,59,77399,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77405,213005,1899-12-30 21:30:05.000,"21:30:05",21,30,5,77405,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77443,213043,1899-12-30 21:30:43.000,"21:30:43",21,30,43,77443,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77454,213054,1899-12-30 21:30:54.000,"21:30:54",21,30,54,77454,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77644,213404,1899-12-30 21:34:04.000,"21:34:04",21,34,4,77644,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77786,213626,1899-12-30 21:36:26.000,"21:36:26",21,36,26,77786,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77948,213908,1899-12-30 21:39:08.000,"21:39:08",21,39,8,77948,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78082,214122,1899-12-30 21:41:22.000,"21:41:22",21,41,22,78082,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78113,214153,1899-12-30 21:41:53.000,"21:41:53",21,41,53,78113,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78160,214240,1899-12-30 21:42:40.000,"21:42:40",21,42,40,78160,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78210,214330,1899-12-30 21:43:30.000,"21:43:30",21,43,30,78210,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78216,214336,1899-12-30 21:43:36.000,"21:43:36",21,43,36,78216,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78254,214414,1899-12-30 21:44:14.000,"21:44:14",21,44,14,78254,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78301,214501,1899-12-30 21:45:01.000,"21:45:01",21,45,1,78301,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78344,214544,1899-12-30 21:45:44.000,"21:45:44",21,45,44,78344,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78378,214618,1899-12-30 21:46:18.000,"21:46:18",21,46,18,78378,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78496,214816,1899-12-30 21:48:16.000,"21:48:16",21,48,16,78496,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78521,214841,1899-12-30 21:48:41.000,"21:48:41",21,48,41,78521,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78549,214909,1899-12-30 21:49:09.000,"21:49:09",21,49,9,78549,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78558,214918,1899-12-30 21:49:18.000,"21:49:18",21,49,18,78558,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78576,214936,1899-12-30 21:49:36.000,"21:49:36",21,49,36,78576,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78599,214959,1899-12-30 21:49:59.000,"21:49:59",21,49,59,78599,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78674,215114,1899-12-30 21:51:14.000,"21:51:14",21,51,14,78674,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78706,215146,1899-12-30 21:51:46.000,"21:51:46",21,51,46,78706,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78726,215206,1899-12-30 21:52:06.000,"21:52:06",21,52,6,78726,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78828,215348,1899-12-30 21:53:48.000,"21:53:48",21,53,48,78828,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78863,215423,1899-12-30 21:54:23.000,"21:54:23",21,54,23,78863,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78942,215542,1899-12-30 21:55:42.000,"21:55:42",21,55,42,78942,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78945,215545,1899-12-30 21:55:45.000,"21:55:45",21,55,45,78945,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79038,215718,1899-12-30 21:57:18.000,"21:57:18",21,57,18,79038,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79088,215808,1899-12-30 21:58:08.000,"21:58:08",21,58,8,79088,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79157,215917,1899-12-30 21:59:17.000,"21:59:17",21,59,17,79157,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79193,215953,1899-12-30 21:59:53.000,"21:59:53",21,59,53,79193,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75680,210120,1899-12-30 21:01:20.000,"21:01:20",21,1,20,75680,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75684,210124,1899-12-30 21:01:24.000,"21:01:24",21,1,24,75684,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75691,210131,1899-12-30 21:01:31.000,"21:01:31",21,1,31,75691,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75785,210305,1899-12-30 21:03:05.000,"21:03:05",21,3,5,75785,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75849,210409,1899-12-30 21:04:09.000,"21:04:09",21,4,9,75849,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75893,210453,1899-12-30 21:04:53.000,"21:04:53",21,4,53,75893,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75930,210530,1899-12-30 21:05:30.000,"21:05:30",21,5,30,75930,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75944,210544,1899-12-30 21:05:44.000,"21:05:44",21,5,44,75944,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75954,210554,1899-12-30 21:05:54.000,"21:05:54",21,5,54,75954,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76022,210702,1899-12-30 21:07:02.000,"21:07:02",21,7,2,76022,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76073,210753,1899-12-30 21:07:53.000,"21:07:53",21,7,53,76073,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76084,210804,1899-12-30 21:08:04.000,"21:08:04",21,8,4,76084,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76109,210829,1899-12-30 21:08:29.000,"21:08:29",21,8,29,76109,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76119,210839,1899-12-30 21:08:39.000,"21:08:39",21,8,39,76119,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76182,210942,1899-12-30 21:09:42.000,"21:09:42",21,9,42,76182,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76218,211018,1899-12-30 21:10:18.000,"21:10:18",21,10,18,76218,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76240,211040,1899-12-30 21:10:40.000,"21:10:40",21,10,40,76240,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76255,211055,1899-12-30 21:10:55.000,"21:10:55",21,10,55,76255,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76318,211158,1899-12-30 21:11:58.000,"21:11:58",21,11,58,76318,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76319,211159,1899-12-30 21:11:59.000,"21:11:59",21,11,59,76319,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76332,211212,1899-12-30 21:12:12.000,"21:12:12",21,12,12,76332,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76352,211232,1899-12-30 21:12:32.000,"21:12:32",21,12,32,76352,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76422,211342,1899-12-30 21:13:42.000,"21:13:42",21,13,42,76422,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76444,211404,1899-12-30 21:14:04.000,"21:14:04",21,14,4,76444,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76445,211405,1899-12-30 21:14:05.000,"21:14:05",21,14,5,76445,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76463,211423,1899-12-30 21:14:23.000,"21:14:23",21,14,23,76463,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76481,211441,1899-12-30 21:14:41.000,"21:14:41",21,14,41,76481,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76590,211630,1899-12-30 21:16:30.000,"21:16:30",21,16,30,76590,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76747,211907,1899-12-30 21:19:07.000,"21:19:07",21,19,7,76747,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76877,212117,1899-12-30 21:21:17.000,"21:21:17",21,21,17,76877,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76922,212202,1899-12-30 21:22:02.000,"21:22:02",21,22,2,76922,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76923,212203,1899-12-30 21:22:03.000,"21:22:03",21,22,3,76923,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76965,212245,1899-12-30 21:22:45.000,"21:22:45",21,22,45,76965,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76979,212259,1899-12-30 21:22:59.000,"21:22:59",21,22,59,76979,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76988,212308,1899-12-30 21:23:08.000,"21:23:08",21,23,8,76988,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77127,212527,1899-12-30 21:25:27.000,"21:25:27",21,25,27,77127,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77186,212626,1899-12-30 21:26:26.000,"21:26:26",21,26,26,77186,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77191,212631,1899-12-30 21:26:31.000,"21:26:31",21,26,31,77191,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77265,212745,1899-12-30 21:27:45.000,"21:27:45",21,27,45,77265,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77286,212806,1899-12-30 21:28:06.000,"21:28:06",21,28,6,77286,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77338,212858,1899-12-30 21:28:58.000,"21:28:58",21,28,58,77338,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77348,212908,1899-12-30 21:29:08.000,"21:29:08",21,29,8,77348,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77449,213049,1899-12-30 21:30:49.000,"21:30:49",21,30,49,77449,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77480,213120,1899-12-30 21:31:20.000,"21:31:20",21,31,20,77480,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77512,213152,1899-12-30 21:31:52.000,"21:31:52",21,31,52,77512,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77570,213250,1899-12-30 21:32:50.000,"21:32:50",21,32,50,77570,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77582,213302,1899-12-30 21:33:02.000,"21:33:02",21,33,2,77582,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77617,213337,1899-12-30 21:33:37.000,"21:33:37",21,33,37,77617,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77619,213339,1899-12-30 21:33:39.000,"21:33:39",21,33,39,77619,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77632,213352,1899-12-30 21:33:52.000,"21:33:52",21,33,52,77632,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77691,213451,1899-12-30 21:34:51.000,"21:34:51",21,34,51,77691,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77701,213501,1899-12-30 21:35:01.000,"21:35:01",21,35,1,77701,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77778,213618,1899-12-30 21:36:18.000,"21:36:18",21,36,18,77778,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77844,213724,1899-12-30 21:37:24.000,"21:37:24",21,37,24,77844,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77908,213828,1899-12-30 21:38:28.000,"21:38:28",21,38,28,77908,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77939,213859,1899-12-30 21:38:59.000,"21:38:59",21,38,59,77939,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78046,214046,1899-12-30 21:40:46.000,"21:40:46",21,40,46,78046,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78061,214101,1899-12-30 21:41:01.000,"21:41:01",21,41,1,78061,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78081,214121,1899-12-30 21:41:21.000,"21:41:21",21,41,21,78081,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78165,214245,1899-12-30 21:42:45.000,"21:42:45",21,42,45,78165,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78189,214309,1899-12-30 21:43:09.000,"21:43:09",21,43,9,78189,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78303,214503,1899-12-30 21:45:03.000,"21:45:03",21,45,3,78303,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78495,214815,1899-12-30 21:48:15.000,"21:48:15",21,48,15,78495,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78546,214906,1899-12-30 21:49:06.000,"21:49:06",21,49,6,78546,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78710,215150,1899-12-30 21:51:50.000,"21:51:50",21,51,50,78710,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78720,215200,1899-12-30 21:52:00.000,"21:52:00",21,52,0,78720,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78724,215204,1899-12-30 21:52:04.000,"21:52:04",21,52,4,78724,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78732,215212,1899-12-30 21:52:12.000,"21:52:12",21,52,12,78732,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78735,215215,1899-12-30 21:52:15.000,"21:52:15",21,52,15,78735,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78739,215219,1899-12-30 21:52:19.000,"21:52:19",21,52,19,78739,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78819,215339,1899-12-30 21:53:39.000,"21:53:39",21,53,39,78819,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78860,215420,1899-12-30 21:54:20.000,"21:54:20",21,54,20,78860,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78869,215429,1899-12-30 21:54:29.000,"21:54:29",21,54,29,78869,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78906,215506,1899-12-30 21:55:06.000,"21:55:06",21,55,6,78906,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79028,215708,1899-12-30 21:57:08.000,"21:57:08",21,57,8,79028,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79051,215731,1899-12-30 21:57:31.000,"21:57:31",21,57,31,79051,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79098,215818,1899-12-30 21:58:18.000,"21:58:18",21,58,18,79098,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79100,215820,1899-12-30 21:58:20.000,"21:58:20",21,58,20,79100,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79162,215922,1899-12-30 21:59:22.000,"21:59:22",21,59,22,79162,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75604,210004,1899-12-30 21:00:04.000,"21:00:04",21,0,4,75604,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75776,210256,1899-12-30 21:02:56.000,"21:02:56",21,2,56,75776,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75817,210337,1899-12-30 21:03:37.000,"21:03:37",21,3,37,75817,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75828,210348,1899-12-30 21:03:48.000,"21:03:48",21,3,48,75828,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75872,210432,1899-12-30 21:04:32.000,"21:04:32",21,4,32,75872,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75889,210449,1899-12-30 21:04:49.000,"21:04:49",21,4,49,75889,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75965,210605,1899-12-30 21:06:05.000,"21:06:05",21,6,5,75965,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75973,210613,1899-12-30 21:06:13.000,"21:06:13",21,6,13,75973,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76016,210656,1899-12-30 21:06:56.000,"21:06:56",21,6,56,76016,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76173,210933,1899-12-30 21:09:33.000,"21:09:33",21,9,33,76173,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76176,210936,1899-12-30 21:09:36.000,"21:09:36",21,9,36,76176,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76204,211004,1899-12-30 21:10:04.000,"21:10:04",21,10,4,76204,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76220,211020,1899-12-30 21:10:20.000,"21:10:20",21,10,20,76220,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76267,211107,1899-12-30 21:11:07.000,"21:11:07",21,11,7,76267,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76338,211218,1899-12-30 21:12:18.000,"21:12:18",21,12,18,76338,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
