Date,Year,Month & Year,MonthnYear,MonthEnding,Fiscal Year,WeekEnding,Month Ending
2008-01-05 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-06 00:00:00.000,2008-01-31 00:00:00.000
2008-01-06 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-06 00:00:00.000,2008-01-31 00:00:00.000
2008-01-07 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-13 00:00:00.000,2008-01-31 00:00:00.000
2008-01-08 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-13 00:00:00.000,2008-01-31 00:00:00.000
2008-01-09 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-13 00:00:00.000,2008-01-31 00:00:00.000
2008-01-10 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-13 00:00:00.000,2008-01-31 00:00:00.000
2008-01-11 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-13 00:00:00.000,2008-01-31 00:00:00.000
2008-01-12 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-13 00:00:00.000,2008-01-31 00:00:00.000
2008-01-13 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-13 00:00:00.000,2008-01-31 00:00:00.000
2008-01-14 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-20 00:00:00.000,2008-01-31 00:00:00.000
2008-01-15 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-20 00:00:00.000,2008-01-31 00:00:00.000
2008-01-16 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-20 00:00:00.000,2008-01-31 00:00:00.000
2008-01-17 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-20 00:00:00.000,2008-01-31 00:00:00.000
2008-01-18 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-20 00:00:00.000,2008-01-31 00:00:00.000
2008-01-19 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-20 00:00:00.000,2008-01-31 00:00:00.000
2008-01-20 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-20 00:00:00.000,2008-01-31 00:00:00.000
2008-01-21 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-27 00:00:00.000,2008-01-31 00:00:00.000
2008-01-22 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-27 00:00:00.000,2008-01-31 00:00:00.000
2008-01-23 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-27 00:00:00.000,2008-01-31 00:00:00.000
2008-01-24 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-27 00:00:00.000,2008-01-31 00:00:00.000
2008-01-25 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-27 00:00:00.000,2008-01-31 00:00:00.000
2008-01-26 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-27 00:00:00.000,2008-01-31 00:00:00.000
2008-01-27 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-01-27 00:00:00.000,2008-01-31 00:00:00.000
2008-01-28 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-02-03 00:00:00.000,2008-01-31 00:00:00.000
2008-01-29 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-02-03 00:00:00.000,2008-01-31 00:00:00.000
2008-01-30 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-02-03 00:00:00.000,2008-01-31 00:00:00.000
2008-01-31 00:00:00.000,2008,"Jan 2008",20080100,2008-01-31 00:00:00.000,"FY08",2008-02-03 00:00:00.000,2008-01-31 00:00:00.000
2008-02-01 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-03 00:00:00.000,2008-02-29 00:00:00.000
2008-02-02 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-03 00:00:00.000,2008-02-29 00:00:00.000
2008-02-03 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-03 00:00:00.000,2008-02-29 00:00:00.000
2008-02-04 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-10 00:00:00.000,2008-02-29 00:00:00.000
2008-02-05 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-10 00:00:00.000,2008-02-29 00:00:00.000
2008-02-06 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-10 00:00:00.000,2008-02-29 00:00:00.000
2008-02-07 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-10 00:00:00.000,2008-02-29 00:00:00.000
2008-02-08 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-10 00:00:00.000,2008-02-29 00:00:00.000
2008-02-09 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-10 00:00:00.000,2008-02-29 00:00:00.000
2008-02-10 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-10 00:00:00.000,2008-02-29 00:00:00.000
2008-02-11 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-17 00:00:00.000,2008-02-29 00:00:00.000
2008-02-12 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-17 00:00:00.000,2008-02-29 00:00:00.000
2008-02-13 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-17 00:00:00.000,2008-02-29 00:00:00.000
2008-02-14 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-17 00:00:00.000,2008-02-29 00:00:00.000
2008-02-15 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-17 00:00:00.000,2008-02-29 00:00:00.000
2008-02-16 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-17 00:00:00.000,2008-02-29 00:00:00.000
2008-02-17 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-17 00:00:00.000,2008-02-29 00:00:00.000
2008-02-18 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-24 00:00:00.000,2008-02-29 00:00:00.000
2008-02-19 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-24 00:00:00.000,2008-02-29 00:00:00.000
2008-02-20 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-24 00:00:00.000,2008-02-29 00:00:00.000
2008-02-21 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-24 00:00:00.000,2008-02-29 00:00:00.000
2008-02-22 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-24 00:00:00.000,2008-02-29 00:00:00.000
2008-02-23 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-24 00:00:00.000,2008-02-29 00:00:00.000
2008-02-24 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-02-24 00:00:00.000,2008-02-29 00:00:00.000
2008-02-25 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-03-02 00:00:00.000,2008-02-29 00:00:00.000
2008-02-26 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-03-02 00:00:00.000,2008-02-29 00:00:00.000
2008-02-27 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-03-02 00:00:00.000,2008-02-29 00:00:00.000
2008-02-28 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-03-02 00:00:00.000,2008-02-29 00:00:00.000
2008-02-29 00:00:00.000,2008,"Feb 2008",20080200,2008-02-29 00:00:00.000,"FY08",2008-03-02 00:00:00.000,2008-02-29 00:00:00.000
2008-03-01 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-02 00:00:00.000,2008-03-31 00:00:00.000
2008-03-02 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-02 00:00:00.000,2008-03-31 00:00:00.000
2008-03-03 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-09 00:00:00.000,2008-03-31 00:00:00.000
2008-03-04 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-09 00:00:00.000,2008-03-31 00:00:00.000
2008-03-05 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-09 00:00:00.000,2008-03-31 00:00:00.000
2008-03-06 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-09 00:00:00.000,2008-03-31 00:00:00.000
2008-03-07 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-09 00:00:00.000,2008-03-31 00:00:00.000
2008-03-08 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-09 00:00:00.000,2008-03-31 00:00:00.000
2008-03-09 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-09 00:00:00.000,2008-03-31 00:00:00.000
2008-03-10 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-16 00:00:00.000,2008-03-31 00:00:00.000
2008-03-11 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-16 00:00:00.000,2008-03-31 00:00:00.000
2008-03-12 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-16 00:00:00.000,2008-03-31 00:00:00.000
2008-03-13 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-16 00:00:00.000,2008-03-31 00:00:00.000
2008-03-14 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-16 00:00:00.000,2008-03-31 00:00:00.000
2008-03-15 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-16 00:00:00.000,2008-03-31 00:00:00.000
2008-03-16 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-16 00:00:00.000,2008-03-31 00:00:00.000
2008-03-17 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-23 00:00:00.000,2008-03-31 00:00:00.000
2008-03-18 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-23 00:00:00.000,2008-03-31 00:00:00.000
2008-03-19 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-23 00:00:00.000,2008-03-31 00:00:00.000
2008-03-20 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-23 00:00:00.000,2008-03-31 00:00:00.000
2008-03-21 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-23 00:00:00.000,2008-03-31 00:00:00.000
2008-03-22 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-23 00:00:00.000,2008-03-31 00:00:00.000
2008-03-23 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-23 00:00:00.000,2008-03-31 00:00:00.000
2008-03-24 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-30 00:00:00.000,2008-03-31 00:00:00.000
2008-03-25 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-30 00:00:00.000,2008-03-31 00:00:00.000
2008-03-26 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-30 00:00:00.000,2008-03-31 00:00:00.000
2008-03-27 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-30 00:00:00.000,2008-03-31 00:00:00.000
2008-03-28 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-30 00:00:00.000,2008-03-31 00:00:00.000
2008-03-29 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-30 00:00:00.000,2008-03-31 00:00:00.000
2008-03-30 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-03-30 00:00:00.000,2008-03-31 00:00:00.000
2008-03-31 00:00:00.000,2008,"Mar 2008",20080300,2008-03-31 00:00:00.000,"FY08",2008-04-06 00:00:00.000,2008-03-31 00:00:00.000
2008-04-01 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-06 00:00:00.000,2008-04-30 00:00:00.000
2008-04-02 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-06 00:00:00.000,2008-04-30 00:00:00.000
2008-04-03 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-06 00:00:00.000,2008-04-30 00:00:00.000
2008-04-04 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-06 00:00:00.000,2008-04-30 00:00:00.000
2008-04-05 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-06 00:00:00.000,2008-04-30 00:00:00.000
2008-04-06 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-06 00:00:00.000,2008-04-30 00:00:00.000
2008-04-07 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-13 00:00:00.000,2008-04-30 00:00:00.000
2008-04-08 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-13 00:00:00.000,2008-04-30 00:00:00.000
2008-04-09 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-13 00:00:00.000,2008-04-30 00:00:00.000
2008-04-10 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-13 00:00:00.000,2008-04-30 00:00:00.000
2008-04-11 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-13 00:00:00.000,2008-04-30 00:00:00.000
2008-04-12 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-13 00:00:00.000,2008-04-30 00:00:00.000
2008-04-13 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-13 00:00:00.000,2008-04-30 00:00:00.000
2008-04-14 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-20 00:00:00.000,2008-04-30 00:00:00.000
2008-04-15 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-20 00:00:00.000,2008-04-30 00:00:00.000
2008-04-16 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-20 00:00:00.000,2008-04-30 00:00:00.000
2008-04-17 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-20 00:00:00.000,2008-04-30 00:00:00.000
2008-04-18 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-20 00:00:00.000,2008-04-30 00:00:00.000
2008-04-19 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-20 00:00:00.000,2008-04-30 00:00:00.000
2008-04-20 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-20 00:00:00.000,2008-04-30 00:00:00.000
2008-04-21 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-27 00:00:00.000,2008-04-30 00:00:00.000
2008-04-22 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-27 00:00:00.000,2008-04-30 00:00:00.000
2008-04-23 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-27 00:00:00.000,2008-04-30 00:00:00.000
2008-04-24 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-27 00:00:00.000,2008-04-30 00:00:00.000
2008-04-25 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-27 00:00:00.000,2008-04-30 00:00:00.000
2008-04-26 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-27 00:00:00.000,2008-04-30 00:00:00.000
2008-04-27 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-04-27 00:00:00.000,2008-04-30 00:00:00.000
2008-04-28 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-05-04 00:00:00.000,2008-04-30 00:00:00.000
2008-04-29 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-05-04 00:00:00.000,2008-04-30 00:00:00.000
2008-04-30 00:00:00.000,2008,"Apr 2008",20080400,2008-04-30 00:00:00.000,"FY08",2008-05-04 00:00:00.000,2008-04-30 00:00:00.000
2008-05-01 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-04 00:00:00.000,2008-05-31 00:00:00.000
2008-05-02 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-04 00:00:00.000,2008-05-31 00:00:00.000
2008-05-03 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-04 00:00:00.000,2008-05-31 00:00:00.000
2008-05-04 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-04 00:00:00.000,2008-05-31 00:00:00.000
2008-05-05 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-11 00:00:00.000,2008-05-31 00:00:00.000
2008-05-06 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-11 00:00:00.000,2008-05-31 00:00:00.000
2008-05-07 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-11 00:00:00.000,2008-05-31 00:00:00.000
2008-05-08 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-11 00:00:00.000,2008-05-31 00:00:00.000
2008-05-09 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-11 00:00:00.000,2008-05-31 00:00:00.000
2008-05-10 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-11 00:00:00.000,2008-05-31 00:00:00.000
2008-05-11 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-11 00:00:00.000,2008-05-31 00:00:00.000
2008-05-12 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-18 00:00:00.000,2008-05-31 00:00:00.000
2008-05-13 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-18 00:00:00.000,2008-05-31 00:00:00.000
2008-05-14 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-18 00:00:00.000,2008-05-31 00:00:00.000
2008-05-15 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-18 00:00:00.000,2008-05-31 00:00:00.000
2008-05-16 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-18 00:00:00.000,2008-05-31 00:00:00.000
2008-05-17 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-18 00:00:00.000,2008-05-31 00:00:00.000
2008-05-18 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-18 00:00:00.000,2008-05-31 00:00:00.000
2008-05-19 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-25 00:00:00.000,2008-05-31 00:00:00.000
2008-05-20 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-25 00:00:00.000,2008-05-31 00:00:00.000
2008-05-21 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-25 00:00:00.000,2008-05-31 00:00:00.000
2008-05-22 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-25 00:00:00.000,2008-05-31 00:00:00.000
2008-05-23 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-25 00:00:00.000,2008-05-31 00:00:00.000
2008-05-24 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-25 00:00:00.000,2008-05-31 00:00:00.000
2008-05-25 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-05-25 00:00:00.000,2008-05-31 00:00:00.000
2008-05-26 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-06-01 00:00:00.000,2008-05-31 00:00:00.000
2008-05-27 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-06-01 00:00:00.000,2008-05-31 00:00:00.000
2008-05-28 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-06-01 00:00:00.000,2008-05-31 00:00:00.000
2008-05-29 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-06-01 00:00:00.000,2008-05-31 00:00:00.000
2008-05-30 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-06-01 00:00:00.000,2008-05-31 00:00:00.000
2008-05-31 00:00:00.000,2008,"May 2008",20080500,2008-05-31 00:00:00.000,"FY08",2008-06-01 00:00:00.000,2008-05-31 00:00:00.000
2008-06-01 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-01 00:00:00.000,2008-06-30 00:00:00.000
2008-06-02 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-08 00:00:00.000,2008-06-30 00:00:00.000
2008-06-03 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-08 00:00:00.000,2008-06-30 00:00:00.000
2008-06-04 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-08 00:00:00.000,2008-06-30 00:00:00.000
2008-06-05 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-08 00:00:00.000,2008-06-30 00:00:00.000
2008-06-06 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-08 00:00:00.000,2008-06-30 00:00:00.000
2008-06-07 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-08 00:00:00.000,2008-06-30 00:00:00.000
2008-06-08 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-08 00:00:00.000,2008-06-30 00:00:00.000
2008-06-09 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-15 00:00:00.000,2008-06-30 00:00:00.000
2008-06-10 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-15 00:00:00.000,2008-06-30 00:00:00.000
2008-06-11 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-15 00:00:00.000,2008-06-30 00:00:00.000
2008-06-12 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-15 00:00:00.000,2008-06-30 00:00:00.000
2008-06-13 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-15 00:00:00.000,2008-06-30 00:00:00.000
2008-06-14 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-15 00:00:00.000,2008-06-30 00:00:00.000
2008-06-15 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-15 00:00:00.000,2008-06-30 00:00:00.000
2008-06-16 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-22 00:00:00.000,2008-06-30 00:00:00.000
2008-06-17 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-22 00:00:00.000,2008-06-30 00:00:00.000
2008-06-18 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-22 00:00:00.000,2008-06-30 00:00:00.000
2008-06-19 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-22 00:00:00.000,2008-06-30 00:00:00.000
2008-06-20 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-22 00:00:00.000,2008-06-30 00:00:00.000
2008-06-21 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-22 00:00:00.000,2008-06-30 00:00:00.000
2008-06-22 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-22 00:00:00.000,2008-06-30 00:00:00.000
2008-06-23 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-29 00:00:00.000,2008-06-30 00:00:00.000
2008-06-24 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-29 00:00:00.000,2008-06-30 00:00:00.000
2008-06-25 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-29 00:00:00.000,2008-06-30 00:00:00.000
2008-06-26 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-29 00:00:00.000,2008-06-30 00:00:00.000
2008-06-27 00:00:00.000,2008,"Jun 2008",20080600,2008-06-30 00:00:00.000,"FY08",2008-06-29 00:00:00.000,2008-06-30 00:00:00.000
