Index,variable,value
267,TextData,Finished processing hierarchy 'FQuarter Name' of table 'Calendar'.
268,TextData,Finished processing hierarchy 'Day Name' of table 'Calendar'.
269,TextData,Finished processing hierarchy 'Fiscal Month' of table 'Calendar'.
270,TextData,Finished processing hierarchy 'Day' of table 'Calendar'.
278,TextData,Finished processing hierarchy 'HomePhone' of table 'Employees'.
280,TextData,Finished processing hierarchy 'UnitPrice' of table 'Products'.
281,TextData,Finished processing hierarchy 'CategoryID' of table 'Products'.
289,TextData,Finished processing hierarchy 'OrderID' of table 'Orders'.
291,TextData,Finished processing hierarchy 'Country' of table 'Employees'.
294,TextData,Finished processing hierarchy 'Gender' of table 'Employees'.
295,TextData,Finished processing hierarchy 'PhotoPath' of table 'Employees'.
296,TextData,Finished processing hierarchy 'ReorderLevel' of table 'Products'.
297,TextData,Finished processing hierarchy 'QuantityPerUnit' of table 'Products'.
298,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Orders'.
299,TextData,Finished processing hierarchy 'PostalCode' of table 'Employees'.
300,TextData,Finished processing hierarchy 'UnitsInStock' of table 'Products'.
301,TextData,Finished processing hierarchy 'ProductName' of table 'Products'.
302,TextData,Finished processing hierarchy 'SupplierID' of table 'Products'.
305,TextData,Finished processing hierarchy 'Extension' of table 'Employees'.
306,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Products'.
308,TextData,Finished processing hierarchy 'Year Week' of table 'Calendar'.
309,TextData,Finished processing hierarchy 'CategoryName' of table 'Categories'.
310,TextData,Finished processing hierarchy 'Fiscal Year-Quarter' of table 'Calendar'.
311,TextData,Finished processing hierarchy 'Discontinued' of table 'Products'.
315,TextData,Finished processing hierarchy 'Day Name' of table 'Calendar'.
318,TextData,Finished processing hierarchy 'ReportsTo' of table 'Employees'.
319,TextData,Finished processing hierarchy 'CustomerID' of table 'Orders'.
320,TextData,Finished processing hierarchy 'Fax' of table 'Customers'.
323,TextData,Finished processing hierarchy 'ContactTitle' of table 'Suppliers'.
327,TextData,Finished processing relationship '03a667a1-a29f-451b-8508-dc265e6de1b7'.
328,TextData,Finished processing hierarchy 'Country' of table 'Customers'.
329,TextData,Finished processing hierarchy 'Year' of table 'Calendar'.
330,TextData,Finished processing hierarchy 'RequiredDate' of table 'Orders'.
331,TextData,Finished processing hierarchy 'SupplierID' of table 'Suppliers'.
332,TextData,Finished processing hierarchy 'CompanyName' of table 'Suppliers'.
333,TextData,Finished processing hierarchy 'Description' of table 'Categories'.
334,TextData,Finished processing hierarchy 'SortYearWeek' of table 'Calendar'.
335,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Suppliers'.
336,TextData,Finished processing hierarchy 'City' of table 'Suppliers'.
337,TextData,Finished processing hierarchy 'Freight' of table 'Orders'.
338,TextData,Finished processing hierarchy 'Phone' of table 'Suppliers'.
340,TextData,Finished processing hierarchy 'EmployeeID' of table 'Orders'.
341,TextData,Finished processing hierarchy 'Fiscal Quarter' of table 'Calendar'.
342,TextData,Finished processing hierarchy 'ShipRegion' of table 'Orders'.
343,TextData,Finished processing relationship '278c082b-7ea1-4967-b286-254a09d5c57f'.
345,TextData,Finished processing hierarchy 'Phone' of table 'Customers'.
346,TextData,Finished processing hierarchy 'Fiscal Year' of table 'Calendar'.
347,TextData,Finished processing relationship '6c663929-1b68-4e74-a271-ce1a0302d254'.
348,TextData,Finished processing hierarchy 'Fax' of table 'Suppliers'.
349,TextData,Finished processing hierarchy 'Discount' of table 'Orders'.
351,TextData,Finished processing hierarchy 'ShipCountry' of table 'Orders'.
352,TextData,Finished processing hierarchy 'ShipCity' of table 'Orders'.
353,TextData,Finished processing hierarchy 'OrderDate' of table 'Orders'.
355,TextData,Finished processing hierarchy 'ContactTitle' of table 'Customers'.
356,TextData,Finished processing hierarchy 'ShipAddress' of table 'Orders'.
357,TextData,Finished processing hierarchy 'ProductID' of table 'Orders'.
358,TextData,Finished processing hierarchy 'CompanyName' of table 'Customers'.
359,TextData,Finished processing relationship '40578fee-490f-4057-ae19-528f954c8f15'.
360,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Customers'.
361,TextData,Finished processing relationship '101685ea-07ee-4f88-a2d5-77cd3317e91c'.
362,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Solutions'.
363,TextData,Finished processing hierarchy 'UnitPrice' of table 'Orders'.
364,TextData,Finished processing relationship 'b5d40f35-dece-456a-92e0-52665dbc7aec'.
374,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Question8'.
376,TextData,Finished processing hierarchy '@NumberOfProducts' of table 'Question8'.
386,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Table'.
387,TextData,Finished processing hierarchy 'ProductID' of table 'Table'.
388,TextData,Finished processing hierarchy 'No of Products' of table 'Table'.
389,TextData,Finished processing hierarchy 'OrderID' of table 'Table'.
390,TextData,Finished processing hierarchy 'CustomerID' of table 'Table'.
391,TextData,Finished processing hierarchy 'Address' of table 'Suppliers'.
392,TextData,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Categories'.
393,TextData,Finished processing hierarchy 'PostalCode' of table 'Suppliers'.
394,TextData,Finished processing hierarchy 'Quantity' of table 'Orders'.
395,TextData,Finished processing hierarchy 'Country' of table 'Suppliers'.
396,TextData,Finished processing relationship 'fc9bbea6-473f-4cd1-9c40-6f9d69405546'.
397,TextData,Finished processing hierarchy 'ContactName' of table 'Customers'.
398,TextData,Finished processing hierarchy 'Sort FWeek no' of table 'Calendar'.
399,TextData,Finished processing hierarchy 'Sort FMonthYear' of table 'Calendar'.
400,TextData,Finished processing hierarchy 'ShipPostalCode' of table 'Orders'.
401,TextData,Finished processing hierarchy 'Fiscal Month' of table 'Calendar'.
402,TextData,Finished processing hierarchy 'Date' of table 'Calendar'.
403,TextData,Finished processing hierarchy 'HomePage' of table 'Suppliers'.
404,TextData,Finished processing hierarchy 'Year-Month' of table 'Calendar'.
405,TextData,Finished processing hierarchy 'PostalCode' of table 'Customers'.
406,TextData,Finished processing hierarchy 'Month Number' of table 'Calendar'.
407,TextData,Finished processing hierarchy 'Address' of table 'Customers'.
408,TextData,Finished processing relationship '58995b8d-9935-4eaa-93dd-cfbc1e5eea5e'.
410,TextData,Finished processing calculated column '_Sales' of table 'Orders'.
411,TextData,Finished processing hierarchy 'Week No' of table 'Calendar'.
20,TextData,Finished reading data for the 'Suppliers' table.
50,TextData,Finished reading data for the 'Categories' table.
62,TextData,Finished reading data for the 'Employees' table.
100,TextData,Finished reading data for the 'Products' table.
136,TextData,Finished reading data for the 'Customers' table.
165,TextData,Finished reading data for the 'Orders' table.
223,TextData,Finished reading data for the 'Calendar' table.
365,TextData,Finished reading data for the 'Question8' table.
368,TextData,Finished reading data for the 'Table' table.
38,StartTime,2022-03-20 17:54:33.000
39,StartTime,2022-03-20 17:54:33.000
40,StartTime,2022-03-20 17:54:33.000
41,StartTime,2022-03-20 17:54:33.000
42,StartTime,2022-03-20 17:54:33.000
43,StartTime,2022-03-20 17:54:33.000
44,StartTime,2022-03-20 17:54:33.000
88,StartTime,2022-03-20 17:54:33.000
92,StartTime,2022-03-20 17:54:33.000
93,StartTime,2022-03-20 17:54:33.000
94,StartTime,2022-03-20 17:54:33.000
98,StartTime,2022-03-20 17:54:33.000
99,StartTime,2022-03-20 17:54:33.000
122,StartTime,2022-03-20 17:54:33.000
123,StartTime,2022-03-20 17:54:33.000
124,StartTime,2022-03-20 17:54:33.000
125,StartTime,2022-03-20 17:54:33.000
126,StartTime,2022-03-20 17:54:33.000
127,StartTime,2022-03-20 17:54:33.000
128,StartTime,2022-03-20 17:54:33.000
129,StartTime,2022-03-20 17:54:33.000
130,StartTime,2022-03-20 17:54:33.000
131,StartTime,2022-03-20 17:54:33.000
155,StartTime,2022-03-20 17:54:34.000
156,StartTime,2022-03-20 17:54:34.000
157,StartTime,2022-03-20 17:54:34.000
158,StartTime,2022-03-20 17:54:34.000
159,StartTime,2022-03-20 17:54:34.000
160,StartTime,2022-03-20 17:54:34.000
192,StartTime,2022-03-20 17:54:34.000
193,StartTime,2022-03-20 17:54:34.000
194,StartTime,2022-03-20 17:54:34.000
195,StartTime,2022-03-20 17:54:34.000
196,StartTime,2022-03-20 17:54:34.000
197,StartTime,2022-03-20 17:54:34.000
198,StartTime,2022-03-20 17:54:34.000
208,StartTime,2022-03-20 17:54:34.000
209,StartTime,2022-03-20 17:54:34.000
210,StartTime,2022-03-20 17:54:34.000
211,StartTime,2022-03-20 17:54:34.000
212,StartTime,2022-03-20 17:54:34.000
220,StartTime,2022-03-20 17:54:34.000
221,StartTime,2022-03-20 17:54:34.000
222,StartTime,2022-03-20 17:54:34.000
249,StartTime,2022-03-20 17:54:34.000
250,StartTime,2022-03-20 17:54:34.000
251,StartTime,2022-03-20 17:54:34.000
252,StartTime,2022-03-20 17:54:34.000
253,StartTime,2022-03-20 17:54:34.000
254,StartTime,2022-03-20 17:54:34.000
256,StartTime,2022-03-20 17:54:34.000
259,StartTime,2022-03-20 17:54:34.000
282,StartTime,2022-03-20 17:54:35.000
284,StartTime,2022-03-20 17:54:35.000
285,StartTime,2022-03-20 17:54:35.000
286,StartTime,2022-03-20 17:54:35.000
304,StartTime,2022-03-20 17:54:35.000
307,StartTime,2022-03-20 17:54:35.000
312,StartTime,2022-03-20 17:54:35.000
313,StartTime,2022-03-20 17:54:35.000
314,StartTime,2022-03-20 17:54:35.000
317,StartTime,2022-03-20 17:54:35.000
321,StartTime,2022-03-20 17:54:35.000
322,StartTime,2022-03-20 17:54:35.000
324,StartTime,2022-03-20 17:54:35.000
325,StartTime,2022-03-20 17:54:35.000
326,StartTime,2022-03-20 17:54:35.000
339,StartTime,2022-03-20 17:54:35.000
344,StartTime,2022-03-20 17:54:35.000
350,StartTime,2022-03-20 17:54:35.000
354,StartTime,2022-03-20 17:54:35.000
379,StartTime,2022-03-20 17:54:35.000
409,StartTime,2022-03-20 17:54:35.000
412,StartTime,2022-03-20 17:54:35.000
2,StartTime,2022-03-20 17:54:28.000
4,StartTime,2022-03-20 17:54:28.000
276,StartTime,2022-03-20 17:54:35.000
277,StartTime,2022-03-20 17:54:35.000
279,StartTime,2022-03-20 17:54:35.000
6,StartTime,2022-03-20 17:54:28.000
7,StartTime,2022-03-20 17:54:29.000
11,StartTime,2022-03-20 17:54:29.000
12,StartTime,2022-03-20 17:54:28.000
15,StartTime,2022-03-20 17:54:28.000
16,StartTime,2022-03-20 17:54:28.000
17,StartTime,2022-03-20 17:54:28.000
18,StartTime,2022-03-20 17:54:28.000
19,StartTime,2022-03-20 17:54:28.000
35,StartTime,2022-03-20 17:54:32.000
36,StartTime,2022-03-20 17:54:28.000
56,StartTime,2022-03-20 17:54:32.000
57,StartTime,2022-03-20 17:54:28.000
85,StartTime,2022-03-20 17:54:32.000
86,StartTime,2022-03-20 17:54:28.000
120,StartTime,2022-03-20 17:54:32.000
121,StartTime,2022-03-20 17:54:28.000
150,StartTime,2022-03-20 17:54:32.000
151,StartTime,2022-03-20 17:54:28.000
164,StartTime,2022-03-20 17:54:28.000
188,StartTime,2022-03-20 17:54:34.000
189,StartTime,2022-03-20 17:54:28.000
213,StartTime,2022-03-20 17:54:28.000
246,StartTime,2022-03-20 17:54:34.000
247,StartTime,2022-03-20 17:54:28.000
372,StartTime,2022-03-20 17:54:35.000
373,StartTime,2022-03-20 17:54:35.000
384,StartTime,2022-03-20 17:54:35.000
385,StartTime,2022-03-20 17:54:35.000
283,StartTime,2022-03-20 17:54:35.000
287,StartTime,2022-03-20 17:54:35.000
288,StartTime,2022-03-20 17:54:35.000
290,StartTime,2022-03-20 17:54:35.000
292,StartTime,2022-03-20 17:54:35.000
293,StartTime,2022-03-20 17:54:35.000
303,StartTime,2022-03-20 17:54:35.000
316,StartTime,2022-03-20 17:54:35.000
3,StartTime,2022-03-20 17:54:28.000
5,StartTime,2022-03-20 17:54:28.000
13,StartTime,2022-03-20 17:54:30.000
14,StartTime,2022-03-20 17:54:30.000
37,StartTime,2022-03-20 17:54:33.000
45,StartTime,2022-03-20 17:54:33.000
46,StartTime,2022-03-20 17:54:33.000
47,StartTime,2022-03-20 17:54:33.000
48,StartTime,2022-03-20 17:54:33.000
49,StartTime,2022-03-20 17:54:33.000
58,StartTime,2022-03-20 17:54:33.000
59,StartTime,2022-03-20 17:54:33.000
60,StartTime,2022-03-20 17:54:33.000
61,StartTime,2022-03-20 17:54:33.000
87,StartTime,2022-03-20 17:54:33.000
89,StartTime,2022-03-20 17:54:33.000
90,StartTime,2022-03-20 17:54:33.000
91,StartTime,2022-03-20 17:54:33.000
95,StartTime,2022-03-20 17:54:33.000
96,StartTime,2022-03-20 17:54:33.000
97,StartTime,2022-03-20 17:54:33.000
101,StartTime,2022-03-20 17:54:33.000
102,StartTime,2022-03-20 17:54:33.000
103,StartTime,2022-03-20 17:54:33.000
105,StartTime,2022-03-20 17:54:33.000
106,StartTime,2022-03-20 17:54:33.000
107,StartTime,2022-03-20 17:54:33.000
132,StartTime,2022-03-20 17:54:33.000
133,StartTime,2022-03-20 17:54:33.000
134,StartTime,2022-03-20 17:54:33.000
135,StartTime,2022-03-20 17:54:33.000
152,StartTime,2022-03-20 17:54:34.000
153,StartTime,2022-03-20 17:54:34.000
154,StartTime,2022-03-20 17:54:34.000
161,StartTime,2022-03-20 17:54:34.000
162,StartTime,2022-03-20 17:54:34.000
163,StartTime,2022-03-20 17:54:34.000
190,StartTime,2022-03-20 17:54:34.000
191,StartTime,2022-03-20 17:54:34.000
199,StartTime,2022-03-20 17:54:34.000
200,StartTime,2022-03-20 17:54:34.000
201,StartTime,2022-03-20 17:54:34.000
202,StartTime,2022-03-20 17:54:34.000
203,StartTime,2022-03-20 17:54:34.000
204,StartTime,2022-03-20 17:54:34.000
205,StartTime,2022-03-20 17:54:34.000
206,StartTime,2022-03-20 17:54:34.000
207,StartTime,2022-03-20 17:54:34.000
214,StartTime,2022-03-20 17:54:34.000
215,StartTime,2022-03-20 17:54:34.000
216,StartTime,2022-03-20 17:54:34.000
217,StartTime,2022-03-20 17:54:34.000
218,StartTime,2022-03-20 17:54:34.000
219,StartTime,2022-03-20 17:54:34.000
248,StartTime,2022-03-20 17:54:34.000
255,StartTime,2022-03-20 17:54:34.000
257,StartTime,2022-03-20 17:54:34.000
258,StartTime,2022-03-20 17:54:34.000
260,StartTime,2022-03-20 17:54:34.000
261,StartTime,2022-03-20 17:54:34.000
262,StartTime,2022-03-20 17:54:34.000
263,StartTime,2022-03-20 17:54:34.000
264,StartTime,2022-03-20 17:54:34.000
265,StartTime,2022-03-20 17:54:34.000
266,StartTime,2022-03-20 17:54:34.000
267,StartTime,2022-03-20 17:54:34.000
268,StartTime,2022-03-20 17:54:34.000
269,StartTime,2022-03-20 17:54:34.000
270,StartTime,2022-03-20 17:54:34.000
278,StartTime,2022-03-20 17:54:35.000
280,StartTime,2022-03-20 17:54:35.000
281,StartTime,2022-03-20 17:54:35.000
289,StartTime,2022-03-20 17:54:35.000
291,StartTime,2022-03-20 17:54:35.000
294,StartTime,2022-03-20 17:54:35.000
295,StartTime,2022-03-20 17:54:35.000
296,StartTime,2022-03-20 17:54:35.000
297,StartTime,2022-03-20 17:54:35.000
298,StartTime,2022-03-20 17:54:35.000
299,StartTime,2022-03-20 17:54:35.000
300,StartTime,2022-03-20 17:54:35.000
301,StartTime,2022-03-20 17:54:35.000
302,StartTime,2022-03-20 17:54:35.000
305,StartTime,2022-03-20 17:54:35.000
306,StartTime,2022-03-20 17:54:35.000
308,StartTime,2022-03-20 17:54:35.000
309,StartTime,2022-03-20 17:54:35.000
310,StartTime,2022-03-20 17:54:35.000
311,StartTime,2022-03-20 17:54:35.000
315,StartTime,2022-03-20 17:54:35.000
318,StartTime,2022-03-20 17:54:35.000
319,StartTime,2022-03-20 17:54:35.000
320,StartTime,2022-03-20 17:54:35.000
323,StartTime,2022-03-20 17:54:35.000
327,StartTime,2022-03-20 17:54:35.000
328,StartTime,2022-03-20 17:54:35.000
329,StartTime,2022-03-20 17:54:35.000
330,StartTime,2022-03-20 17:54:35.000
331,StartTime,2022-03-20 17:54:35.000
332,StartTime,2022-03-20 17:54:35.000
333,StartTime,2022-03-20 17:54:35.000
334,StartTime,2022-03-20 17:54:35.000
335,StartTime,2022-03-20 17:54:35.000
336,StartTime,2022-03-20 17:54:35.000
337,StartTime,2022-03-20 17:54:35.000
338,StartTime,2022-03-20 17:54:35.000
340,StartTime,2022-03-20 17:54:35.000
341,StartTime,2022-03-20 17:54:35.000
342,StartTime,2022-03-20 17:54:35.000
343,StartTime,2022-03-20 17:54:35.000
345,StartTime,2022-03-20 17:54:35.000
346,StartTime,2022-03-20 17:54:35.000
347,StartTime,2022-03-20 17:54:35.000
348,StartTime,2022-03-20 17:54:35.000
349,StartTime,2022-03-20 17:54:35.000
351,StartTime,2022-03-20 17:54:35.000
352,StartTime,2022-03-20 17:54:35.000
353,StartTime,2022-03-20 17:54:35.000
355,StartTime,2022-03-20 17:54:35.000
356,StartTime,2022-03-20 17:54:35.000
357,StartTime,2022-03-20 17:54:35.000
358,StartTime,2022-03-20 17:54:35.000
359,StartTime,2022-03-20 17:54:35.000
360,StartTime,2022-03-20 17:54:35.000
361,StartTime,2022-03-20 17:54:35.000
362,StartTime,2022-03-20 17:54:35.000
363,StartTime,2022-03-20 17:54:35.000
364,StartTime,2022-03-20 17:54:35.000
374,StartTime,2022-03-20 17:54:35.000
376,StartTime,2022-03-20 17:54:35.000
386,StartTime,2022-03-20 17:54:35.000
387,StartTime,2022-03-20 17:54:35.000
388,StartTime,2022-03-20 17:54:35.000
389,StartTime,2022-03-20 17:54:35.000
390,StartTime,2022-03-20 17:54:35.000
391,StartTime,2022-03-20 17:54:35.000
392,StartTime,2022-03-20 17:54:35.000
393,StartTime,2022-03-20 17:54:35.000
394,StartTime,2022-03-20 17:54:35.000
395,StartTime,2022-03-20 17:54:35.000
396,StartTime,2022-03-20 17:54:35.000
397,StartTime,2022-03-20 17:54:35.000
398,StartTime,2022-03-20 17:54:35.000
399,StartTime,2022-03-20 17:54:35.000
400,StartTime,2022-03-20 17:54:35.000
401,StartTime,2022-03-20 17:54:35.000
402,StartTime,2022-03-20 17:54:35.000
403,StartTime,2022-03-20 17:54:35.000
404,StartTime,2022-03-20 17:54:35.000
405,StartTime,2022-03-20 17:54:35.000
406,StartTime,2022-03-20 17:54:35.000
407,StartTime,2022-03-20 17:54:35.000
408,StartTime,2022-03-20 17:54:35.000
410,StartTime,2022-03-20 17:54:35.000
411,StartTime,2022-03-20 17:54:35.000
20,StartTime,2022-03-20 17:54:32.000
50,StartTime,2022-03-20 17:54:32.000
62,StartTime,2022-03-20 17:54:32.000
100,StartTime,2022-03-20 17:54:32.000
136,StartTime,2022-03-20 17:54:32.000
165,StartTime,2022-03-20 17:54:34.000
223,StartTime,2022-03-20 17:54:34.000
365,StartTime,2022-03-20 17:54:35.000
368,StartTime,2022-03-20 17:54:35.000
38,EndTime,2022-03-20 17:54:33.000
39,EndTime,2022-03-20 17:54:33.000
40,EndTime,2022-03-20 17:54:33.000
41,EndTime,2022-03-20 17:54:33.000
42,EndTime,2022-03-20 17:54:33.000
43,EndTime,2022-03-20 17:54:33.000
44,EndTime,2022-03-20 17:54:33.000
88,EndTime,2022-03-20 17:54:33.000
92,EndTime,2022-03-20 17:54:33.000
93,EndTime,2022-03-20 17:54:33.000
94,EndTime,2022-03-20 17:54:33.000
98,EndTime,2022-03-20 17:54:33.000
99,EndTime,2022-03-20 17:54:33.000
122,EndTime,2022-03-20 17:54:33.000
123,EndTime,2022-03-20 17:54:33.000
124,EndTime,2022-03-20 17:54:33.000
125,EndTime,2022-03-20 17:54:33.000
126,EndTime,2022-03-20 17:54:33.000
127,EndTime,2022-03-20 17:54:33.000
128,EndTime,2022-03-20 17:54:33.000
129,EndTime,2022-03-20 17:54:33.000
130,EndTime,2022-03-20 17:54:33.000
131,EndTime,2022-03-20 17:54:33.000
155,EndTime,2022-03-20 17:54:34.000
156,EndTime,2022-03-20 17:54:34.000
157,EndTime,2022-03-20 17:54:34.000
158,EndTime,2022-03-20 17:54:34.000
159,EndTime,2022-03-20 17:54:34.000
160,EndTime,2022-03-20 17:54:34.000
192,EndTime,2022-03-20 17:54:34.000
193,EndTime,2022-03-20 17:54:34.000
194,EndTime,2022-03-20 17:54:34.000
195,EndTime,2022-03-20 17:54:34.000
196,EndTime,2022-03-20 17:54:34.000
197,EndTime,2022-03-20 17:54:34.000
198,EndTime,2022-03-20 17:54:34.000
208,EndTime,2022-03-20 17:54:34.000
209,EndTime,2022-03-20 17:54:34.000
210,EndTime,2022-03-20 17:54:34.000
211,EndTime,2022-03-20 17:54:34.000
212,EndTime,2022-03-20 17:54:34.000
220,EndTime,2022-03-20 17:54:34.000
221,EndTime,2022-03-20 17:54:34.000
222,EndTime,2022-03-20 17:54:34.000
249,EndTime,2022-03-20 17:54:34.000
250,EndTime,2022-03-20 17:54:34.000
251,EndTime,2022-03-20 17:54:34.000
252,EndTime,2022-03-20 17:54:34.000
253,EndTime,2022-03-20 17:54:34.000
254,EndTime,2022-03-20 17:54:34.000
256,EndTime,2022-03-20 17:54:34.000
259,EndTime,2022-03-20 17:54:34.000
282,EndTime,2022-03-20 17:54:35.000
284,EndTime,2022-03-20 17:54:35.000
285,EndTime,2022-03-20 17:54:35.000
286,EndTime,2022-03-20 17:54:35.000
304,EndTime,2022-03-20 17:54:35.000
307,EndTime,2022-03-20 17:54:35.000
312,EndTime,2022-03-20 17:54:35.000
313,EndTime,2022-03-20 17:54:35.000
314,EndTime,2022-03-20 17:54:35.000
317,EndTime,2022-03-20 17:54:35.000
321,EndTime,2022-03-20 17:54:35.000
322,EndTime,2022-03-20 17:54:35.000
324,EndTime,2022-03-20 17:54:35.000
325,EndTime,2022-03-20 17:54:35.000
326,EndTime,2022-03-20 17:54:35.000
339,EndTime,2022-03-20 17:54:35.000
344,EndTime,2022-03-20 17:54:35.000
350,EndTime,2022-03-20 17:54:35.000
354,EndTime,2022-03-20 17:54:35.000
379,EndTime,2022-03-20 17:54:35.000
409,EndTime,2022-03-20 17:54:35.000
412,EndTime,2022-03-20 17:54:35.000
2,EndTime,2022-03-20 17:54:28.000
4,EndTime,2022-03-20 17:54:28.000
276,EndTime,2022-03-20 17:54:35.000
277,EndTime,2022-03-20 17:54:35.000
279,EndTime,2022-03-20 17:54:35.000
6,EndTime,2022-03-20 17:54:29.000
7,EndTime,2022-03-20 17:54:29.000
11,EndTime,2022-03-20 17:54:29.000
12,EndTime,2022-03-20 17:54:29.000
15,EndTime,2022-03-20 17:54:32.000
16,EndTime,2022-03-20 17:54:32.000
17,EndTime,2022-03-20 17:54:32.000
18,EndTime,2022-03-20 17:54:32.000
19,EndTime,2022-03-20 17:54:32.000
35,EndTime,2022-03-20 17:54:33.000
36,EndTime,2022-03-20 17:54:33.000
56,EndTime,2022-03-20 17:54:33.000
57,EndTime,2022-03-20 17:54:33.000
85,EndTime,2022-03-20 17:54:33.000
86,EndTime,2022-03-20 17:54:33.000
120,EndTime,2022-03-20 17:54:33.000
121,EndTime,2022-03-20 17:54:33.000
150,EndTime,2022-03-20 17:54:34.000
151,EndTime,2022-03-20 17:54:34.000
164,EndTime,2022-03-20 17:54:34.000
188,EndTime,2022-03-20 17:54:34.000
189,EndTime,2022-03-20 17:54:34.000
213,EndTime,2022-03-20 17:54:34.000
246,EndTime,2022-03-20 17:54:34.000
247,EndTime,2022-03-20 17:54:34.000
372,EndTime,2022-03-20 17:54:35.000
373,EndTime,2022-03-20 17:54:35.000
384,EndTime,2022-03-20 17:54:35.000
385,EndTime,2022-03-20 17:54:35.000
283,EndTime,2022-03-20 17:54:35.000
287,EndTime,2022-03-20 17:54:35.000
288,EndTime,2022-03-20 17:54:35.000
290,EndTime,2022-03-20 17:54:35.000
292,EndTime,2022-03-20 17:54:35.000
293,EndTime,2022-03-20 17:54:35.000
303,EndTime,2022-03-20 17:54:35.000
316,EndTime,2022-03-20 17:54:35.000
3,EndTime,2022-03-20 17:54:28.000
5,EndTime,2022-03-20 17:54:28.000
13,EndTime,2022-03-20 17:54:30.000
14,EndTime,2022-03-20 17:54:30.000
37,EndTime,2022-03-20 17:54:33.000
45,EndTime,2022-03-20 17:54:33.000
46,EndTime,2022-03-20 17:54:33.000
47,EndTime,2022-03-20 17:54:33.000
48,EndTime,2022-03-20 17:54:33.000
49,EndTime,2022-03-20 17:54:33.000
58,EndTime,2022-03-20 17:54:33.000
59,EndTime,2022-03-20 17:54:33.000
60,EndTime,2022-03-20 17:54:33.000
61,EndTime,2022-03-20 17:54:33.000
87,EndTime,2022-03-20 17:54:33.000
89,EndTime,2022-03-20 17:54:33.000
90,EndTime,2022-03-20 17:54:33.000
91,EndTime,2022-03-20 17:54:33.000
95,EndTime,2022-03-20 17:54:33.000
96,EndTime,2022-03-20 17:54:33.000
97,EndTime,2022-03-20 17:54:33.000
101,EndTime,2022-03-20 17:54:33.000
102,EndTime,2022-03-20 17:54:33.000
103,EndTime,2022-03-20 17:54:33.000
105,EndTime,2022-03-20 17:54:33.000
106,EndTime,2022-03-20 17:54:33.000
107,EndTime,2022-03-20 17:54:33.000
132,EndTime,2022-03-20 17:54:33.000
133,EndTime,2022-03-20 17:54:33.000
134,EndTime,2022-03-20 17:54:33.000
135,EndTime,2022-03-20 17:54:33.000
152,EndTime,2022-03-20 17:54:34.000
153,EndTime,2022-03-20 17:54:34.000
154,EndTime,2022-03-20 17:54:34.000
161,EndTime,2022-03-20 17:54:34.000
162,EndTime,2022-03-20 17:54:34.000
163,EndTime,2022-03-20 17:54:34.000
190,EndTime,2022-03-20 17:54:34.000
191,EndTime,2022-03-20 17:54:34.000
199,EndTime,2022-03-20 17:54:34.000
200,EndTime,2022-03-20 17:54:34.000
201,EndTime,2022-03-20 17:54:34.000
202,EndTime,2022-03-20 17:54:34.000
203,EndTime,2022-03-20 17:54:34.000
204,EndTime,2022-03-20 17:54:34.000
205,EndTime,2022-03-20 17:54:34.000
206,EndTime,2022-03-20 17:54:34.000
207,EndTime,2022-03-20 17:54:34.000
214,EndTime,2022-03-20 17:54:34.000
215,EndTime,2022-03-20 17:54:34.000
216,EndTime,2022-03-20 17:54:34.000
217,EndTime,2022-03-20 17:54:34.000
218,EndTime,2022-03-20 17:54:34.000
219,EndTime,2022-03-20 17:54:34.000
248,EndTime,2022-03-20 17:54:34.000
255,EndTime,2022-03-20 17:54:34.000
257,EndTime,2022-03-20 17:54:34.000
258,EndTime,2022-03-20 17:54:34.000
260,EndTime,2022-03-20 17:54:34.000
261,EndTime,2022-03-20 17:54:34.000
262,EndTime,2022-03-20 17:54:34.000
263,EndTime,2022-03-20 17:54:34.000
264,EndTime,2022-03-20 17:54:34.000
265,EndTime,2022-03-20 17:54:34.000
266,EndTime,2022-03-20 17:54:34.000
267,EndTime,2022-03-20 17:54:34.000
268,EndTime,2022-03-20 17:54:34.000
269,EndTime,2022-03-20 17:54:34.000
270,EndTime,2022-03-20 17:54:35.000
278,EndTime,2022-03-20 17:54:35.000
280,EndTime,2022-03-20 17:54:35.000
281,EndTime,2022-03-20 17:54:35.000
289,EndTime,2022-03-20 17:54:35.000
291,EndTime,2022-03-20 17:54:35.000
294,EndTime,2022-03-20 17:54:35.000
295,EndTime,2022-03-20 17:54:35.000
296,EndTime,2022-03-20 17:54:35.000
