Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,Month Name,Month & Year,Quarter & Year,DayOfWeek,DayOfWeekName,WeekEnding,MonthEnding,ISO Weeknumber,ISO Year,ISO Day of Year,Week & Year,WeeknYear,MonthnYear,QuarternYear,Fiscal Year,Fiscal Quarter,Fiscal Period,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,Day Type,WeekOffset,MonthOffset,QuarterOffset,YearOffset,FiscalYearOffset,WeekCompleted,MonthCompleted,QuarterCompleted
2020-03-15 00:00:00.000,2020,1,3,15,20200315,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-15 00:00:00.000,2020-03-31 00:00:00.000,11,2020,77,"2020-11",20201100,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-77,-18,-6,-1,-2,True,True,True
2020-03-16 00:00:00.000,2020,1,3,16,20200316,"March","Mar 2020","Q1 2020",1,"Monday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,78,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-76,-18,-6,-1,-2,True,True,True
2020-03-17 00:00:00.000,2020,1,3,17,20200317,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,79,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-76,-18,-6,-1,-2,True,True,True
2020-03-18 00:00:00.000,2020,1,3,18,20200318,"March","Mar 2020","Q1 2020",3,"Wednesday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,80,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-76,-18,-6,-1,-2,True,True,True
2020-03-19 00:00:00.000,2020,1,3,19,20200319,"March","Mar 2020","Q1 2020",4,"Thursday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,81,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-76,-18,-6,-1,-2,True,True,True
2020-03-20 00:00:00.000,2020,1,3,20,20200320,"March","Mar 2020","Q1 2020",5,"Friday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,82,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-76,-18,-6,-1,-2,True,True,True
2020-03-21 00:00:00.000,2020,1,3,21,20200321,"March","Mar 2020","Q1 2020",6,"Saturday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,83,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-76,-18,-6,-1,-2,True,True,True
2020-03-22 00:00:00.000,2020,1,3,22,20200322,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-22 00:00:00.000,2020-03-31 00:00:00.000,12,2020,84,"2020-12",20201200,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-76,-18,-6,-1,-2,True,True,True
2020-03-23 00:00:00.000,2020,1,3,23,20200323,"March","Mar 2020","Q1 2020",1,"Monday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,85,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-75,-18,-6,-1,-2,True,True,True
2020-03-24 00:00:00.000,2020,1,3,24,20200324,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,86,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-75,-18,-6,-1,-2,True,True,True
2020-03-25 00:00:00.000,2020,1,3,25,20200325,"March","Mar 2020","Q1 2020",3,"Wednesday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,87,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-75,-18,-6,-1,-2,True,True,True
2020-03-26 00:00:00.000,2020,1,3,26,20200326,"March","Mar 2020","Q1 2020",4,"Thursday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,88,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-75,-18,-6,-1,-2,True,True,True
2020-03-27 00:00:00.000,2020,1,3,27,20200327,"March","Mar 2020","Q1 2020",5,"Friday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,89,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-75,-18,-6,-1,-2,True,True,True
2020-03-28 00:00:00.000,2020,1,3,28,20200328,"March","Mar 2020","Q1 2020",6,"Saturday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,90,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-75,-18,-6,-1,-2,True,True,True
2020-03-29 00:00:00.000,2020,1,3,29,20200329,"March","Mar 2020","Q1 2020",0,"Sunday",2020-03-29 00:00:00.000,2020-03-31 00:00:00.000,13,2020,91,"2020-13",20201300,20200300,20200100,"FY20","FQ3",9,False,False,"Unknown",False,"Weekend",-75,-18,-6,-1,-2,True,True,True
2020-03-30 00:00:00.000,2020,1,3,30,20200330,"March","Mar 2020","Q1 2020",1,"Monday",2020-04-05 00:00:00.000,2020-03-31 00:00:00.000,14,2020,92,"2020-14",20201400,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-74,-18,-6,-1,-2,True,True,True
2020-03-31 00:00:00.000,2020,1,3,31,20200331,"March","Mar 2020","Q1 2020",2,"Tuesday",2020-04-05 00:00:00.000,2020-03-31 00:00:00.000,14,2020,93,"2020-14",20201400,20200300,20200100,"FY20","FQ3",9,False,True,"Unknown",True,"Weekday",-74,-18,-6,-1,-2,True,True,True
2020-04-01 00:00:00.000,2020,2,4,1,20200401,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,94,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-74,-17,-5,-1,-2,True,True,True
2020-04-02 00:00:00.000,2020,2,4,2,20200402,"April","Apr 2020","Q2 2020",4,"Thursday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,95,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-74,-17,-5,-1,-2,True,True,True
2020-04-03 00:00:00.000,2020,2,4,3,20200403,"April","Apr 2020","Q2 2020",5,"Friday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,96,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-74,-17,-5,-1,-2,True,True,True
2020-04-04 00:00:00.000,2020,2,4,4,20200404,"April","Apr 2020","Q2 2020",6,"Saturday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,97,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-74,-17,-5,-1,-2,True,True,True
2020-04-05 00:00:00.000,2020,2,4,5,20200405,"April","Apr 2020","Q2 2020",0,"Sunday",2020-04-05 00:00:00.000,2020-04-30 00:00:00.000,14,2020,98,"2020-14",20201400,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-74,-17,-5,-1,-2,True,True,True
2020-04-06 00:00:00.000,2020,2,4,6,20200406,"April","Apr 2020","Q2 2020",1,"Monday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,99,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-73,-17,-5,-1,-2,True,True,True
2020-04-07 00:00:00.000,2020,2,4,7,20200407,"April","Apr 2020","Q2 2020",2,"Tuesday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,100,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-73,-17,-5,-1,-2,True,True,True
2020-04-08 00:00:00.000,2020,2,4,8,20200408,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,101,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-73,-17,-5,-1,-2,True,True,True
2020-04-09 00:00:00.000,2020,2,4,9,20200409,"April","Apr 2020","Q2 2020",4,"Thursday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,102,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-73,-17,-5,-1,-2,True,True,True
2020-04-10 00:00:00.000,2020,2,4,10,20200410,"April","Apr 2020","Q2 2020",5,"Friday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,103,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-73,-17,-5,-1,-2,True,True,True
2020-04-11 00:00:00.000,2020,2,4,11,20200411,"April","Apr 2020","Q2 2020",6,"Saturday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,104,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-73,-17,-5,-1,-2,True,True,True
2020-04-12 00:00:00.000,2020,2,4,12,20200412,"April","Apr 2020","Q2 2020",0,"Sunday",2020-04-12 00:00:00.000,2020-04-30 00:00:00.000,15,2020,105,"2020-15",20201500,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-73,-17,-5,-1,-2,True,True,True
2020-04-13 00:00:00.000,2020,2,4,13,20200413,"April","Apr 2020","Q2 2020",1,"Monday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,106,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-72,-17,-5,-1,-2,True,True,True
2020-04-14 00:00:00.000,2020,2,4,14,20200414,"April","Apr 2020","Q2 2020",2,"Tuesday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,107,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-72,-17,-5,-1,-2,True,True,True
2020-04-15 00:00:00.000,2020,2,4,15,20200415,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,108,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-72,-17,-5,-1,-2,True,True,True
2020-04-16 00:00:00.000,2020,2,4,16,20200416,"April","Apr 2020","Q2 2020",4,"Thursday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,109,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-72,-17,-5,-1,-2,True,True,True
2020-04-17 00:00:00.000,2020,2,4,17,20200417,"April","Apr 2020","Q2 2020",5,"Friday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,110,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-72,-17,-5,-1,-2,True,True,True
2020-04-18 00:00:00.000,2020,2,4,18,20200418,"April","Apr 2020","Q2 2020",6,"Saturday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,111,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-72,-17,-5,-1,-2,True,True,True
2020-04-19 00:00:00.000,2020,2,4,19,20200419,"April","Apr 2020","Q2 2020",0,"Sunday",2020-04-19 00:00:00.000,2020-04-30 00:00:00.000,16,2020,112,"2020-16",20201600,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-72,-17,-5,-1,-2,True,True,True
2020-04-20 00:00:00.000,2020,2,4,20,20200420,"April","Apr 2020","Q2 2020",1,"Monday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,113,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-71,-17,-5,-1,-2,True,True,True
2020-04-21 00:00:00.000,2020,2,4,21,20200421,"April","Apr 2020","Q2 2020",2,"Tuesday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,114,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-71,-17,-5,-1,-2,True,True,True
2020-04-22 00:00:00.000,2020,2,4,22,20200422,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,115,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-71,-17,-5,-1,-2,True,True,True
2020-04-23 00:00:00.000,2020,2,4,23,20200423,"April","Apr 2020","Q2 2020",4,"Thursday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,116,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-71,-17,-5,-1,-2,True,True,True
2020-04-24 00:00:00.000,2020,2,4,24,20200424,"April","Apr 2020","Q2 2020",5,"Friday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,117,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-71,-17,-5,-1,-2,True,True,True
2020-04-25 00:00:00.000,2020,2,4,25,20200425,"April","Apr 2020","Q2 2020",6,"Saturday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,118,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-71,-17,-5,-1,-2,True,True,True
2020-04-26 00:00:00.000,2020,2,4,26,20200426,"April","Apr 2020","Q2 2020",0,"Sunday",2020-04-26 00:00:00.000,2020-04-30 00:00:00.000,17,2020,119,"2020-17",20201700,20200400,20200200,"FY20","FQ4",10,False,False,"Unknown",False,"Weekend",-71,-17,-5,-1,-2,True,True,True
2020-04-27 00:00:00.000,2020,2,4,27,20200427,"April","Apr 2020","Q2 2020",1,"Monday",2020-05-03 00:00:00.000,2020-04-30 00:00:00.000,18,2020,120,"2020-18",20201800,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-70,-17,-5,-1,-2,True,True,True
2020-04-28 00:00:00.000,2020,2,4,28,20200428,"April","Apr 2020","Q2 2020",2,"Tuesday",2020-05-03 00:00:00.000,2020-04-30 00:00:00.000,18,2020,121,"2020-18",20201800,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-70,-17,-5,-1,-2,True,True,True
2020-04-29 00:00:00.000,2020,2,4,29,20200429,"April","Apr 2020","Q2 2020",3,"Wednesday",2020-05-03 00:00:00.000,2020-04-30 00:00:00.000,18,2020,122,"2020-18",20201800,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-70,-17,-5,-1,-2,True,True,True
2020-04-30 00:00:00.000,2020,2,4,30,20200430,"April","Apr 2020","Q2 2020",4,"Thursday",2020-05-03 00:00:00.000,2020-04-30 00:00:00.000,18,2020,123,"2020-18",20201800,20200400,20200200,"FY20","FQ4",10,False,True,"Unknown",True,"Weekday",-70,-17,-5,-1,-2,True,True,True
2020-05-01 00:00:00.000,2020,2,5,1,20200501,"May","May 2020","Q2 2020",5,"Friday",2020-05-03 00:00:00.000,2020-05-31 00:00:00.000,18,2020,124,"2020-18",20201800,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-70,-16,-5,-1,-2,True,True,True
2020-05-02 00:00:00.000,2020,2,5,2,20200502,"May","May 2020","Q2 2020",6,"Saturday",2020-05-03 00:00:00.000,2020-05-31 00:00:00.000,18,2020,125,"2020-18",20201800,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-70,-16,-5,-1,-2,True,True,True
2020-05-03 00:00:00.000,2020,2,5,3,20200503,"May","May 2020","Q2 2020",0,"Sunday",2020-05-03 00:00:00.000,2020-05-31 00:00:00.000,18,2020,126,"2020-18",20201800,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-70,-16,-5,-1,-2,True,True,True
2020-05-04 00:00:00.000,2020,2,5,4,20200504,"May","May 2020","Q2 2020",1,"Monday",2020-05-10 00:00:00.000,2020-05-31 00:00:00.000,19,2020,127,"2020-19",20201900,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-69,-16,-5,-1,-2,True,True,True
2020-05-05 00:00:00.000,2020,2,5,5,20200505,"May","May 2020","Q2 2020",2,"Tuesday",2020-05-10 00:00:00.000,2020-05-31 00:00:00.000,19,2020,128,"2020-19",20201900,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-69,-16,-5,-1,-2,True,True,True
2020-05-06 00:00:00.000,2020,2,5,6,20200506,"May","May 2020","Q2 2020",3,"Wednesday",2020-05-10 00:00:00.000,2020-05-31 00:00:00.000,19,2020,129,"2020-19",20201900,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-69,-16,-5,-1,-2,True,True,True
2020-05-07 00:00:00.000,2020,2,5,7,20200507,"May","May 2020","Q2 2020",4,"Thursday",2020-05-10 00:00:00.000,2020-05-31 00:00:00.000,19,2020,130,"2020-19",20201900,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-69,-16,-5,-1,-2,True,True,True
2020-05-08 00:00:00.000,2020,2,5,8,20200508,"May","May 2020","Q2 2020",5,"Friday",2020-05-10 00:00:00.000,2020-05-31 00:00:00.000,19,2020,131,"2020-19",20201900,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-69,-16,-5,-1,-2,True,True,True
2020-05-09 00:00:00.000,2020,2,5,9,20200509,"May","May 2020","Q2 2020",6,"Saturday",2020-05-10 00:00:00.000,2020-05-31 00:00:00.000,19,2020,132,"2020-19",20201900,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-69,-16,-5,-1,-2,True,True,True
2020-05-10 00:00:00.000,2020,2,5,10,20200510,"May","May 2020","Q2 2020",0,"Sunday",2020-05-10 00:00:00.000,2020-05-31 00:00:00.000,19,2020,133,"2020-19",20201900,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-69,-16,-5,-1,-2,True,True,True
2020-05-11 00:00:00.000,2020,2,5,11,20200511,"May","May 2020","Q2 2020",1,"Monday",2020-05-17 00:00:00.000,2020-05-31 00:00:00.000,20,2020,134,"2020-20",20202000,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-68,-16,-5,-1,-2,True,True,True
2020-05-12 00:00:00.000,2020,2,5,12,20200512,"May","May 2020","Q2 2020",2,"Tuesday",2020-05-17 00:00:00.000,2020-05-31 00:00:00.000,20,2020,135,"2020-20",20202000,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-68,-16,-5,-1,-2,True,True,True
2020-05-13 00:00:00.000,2020,2,5,13,20200513,"May","May 2020","Q2 2020",3,"Wednesday",2020-05-17 00:00:00.000,2020-05-31 00:00:00.000,20,2020,136,"2020-20",20202000,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-68,-16,-5,-1,-2,True,True,True
2020-05-14 00:00:00.000,2020,2,5,14,20200514,"May","May 2020","Q2 2020",4,"Thursday",2020-05-17 00:00:00.000,2020-05-31 00:00:00.000,20,2020,137,"2020-20",20202000,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-68,-16,-5,-1,-2,True,True,True
2020-05-15 00:00:00.000,2020,2,5,15,20200515,"May","May 2020","Q2 2020",5,"Friday",2020-05-17 00:00:00.000,2020-05-31 00:00:00.000,20,2020,138,"2020-20",20202000,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-68,-16,-5,-1,-2,True,True,True
2020-05-16 00:00:00.000,2020,2,5,16,20200516,"May","May 2020","Q2 2020",6,"Saturday",2020-05-17 00:00:00.000,2020-05-31 00:00:00.000,20,2020,139,"2020-20",20202000,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-68,-16,-5,-1,-2,True,True,True
2020-05-17 00:00:00.000,2020,2,5,17,20200517,"May","May 2020","Q2 2020",0,"Sunday",2020-05-17 00:00:00.000,2020-05-31 00:00:00.000,20,2020,140,"2020-20",20202000,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-68,-16,-5,-1,-2,True,True,True
2020-05-18 00:00:00.000,2020,2,5,18,20200518,"May","May 2020","Q2 2020",1,"Monday",2020-05-24 00:00:00.000,2020-05-31 00:00:00.000,21,2020,141,"2020-21",20202100,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-67,-16,-5,-1,-2,True,True,True
2020-05-19 00:00:00.000,2020,2,5,19,20200519,"May","May 2020","Q2 2020",2,"Tuesday",2020-05-24 00:00:00.000,2020-05-31 00:00:00.000,21,2020,142,"2020-21",20202100,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-67,-16,-5,-1,-2,True,True,True
2020-05-20 00:00:00.000,2020,2,5,20,20200520,"May","May 2020","Q2 2020",3,"Wednesday",2020-05-24 00:00:00.000,2020-05-31 00:00:00.000,21,2020,143,"2020-21",20202100,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-67,-16,-5,-1,-2,True,True,True
2020-05-21 00:00:00.000,2020,2,5,21,20200521,"May","May 2020","Q2 2020",4,"Thursday",2020-05-24 00:00:00.000,2020-05-31 00:00:00.000,21,2020,144,"2020-21",20202100,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-67,-16,-5,-1,-2,True,True,True
2020-05-22 00:00:00.000,2020,2,5,22,20200522,"May","May 2020","Q2 2020",5,"Friday",2020-05-24 00:00:00.000,2020-05-31 00:00:00.000,21,2020,145,"2020-21",20202100,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-67,-16,-5,-1,-2,True,True,True
2020-05-23 00:00:00.000,2020,2,5,23,20200523,"May","May 2020","Q2 2020",6,"Saturday",2020-05-24 00:00:00.000,2020-05-31 00:00:00.000,21,2020,146,"2020-21",20202100,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-67,-16,-5,-1,-2,True,True,True
2020-05-24 00:00:00.000,2020,2,5,24,20200524,"May","May 2020","Q2 2020",0,"Sunday",2020-05-24 00:00:00.000,2020-05-31 00:00:00.000,21,2020,147,"2020-21",20202100,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-67,-16,-5,-1,-2,True,True,True
2020-05-25 00:00:00.000,2020,2,5,25,20200525,"May","May 2020","Q2 2020",1,"Monday",2020-05-31 00:00:00.000,2020-05-31 00:00:00.000,22,2020,148,"2020-22",20202200,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-66,-16,-5,-1,-2,True,True,True
2020-05-26 00:00:00.000,2020,2,5,26,20200526,"May","May 2020","Q2 2020",2,"Tuesday",2020-05-31 00:00:00.000,2020-05-31 00:00:00.000,22,2020,149,"2020-22",20202200,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-66,-16,-5,-1,-2,True,True,True
2020-05-27 00:00:00.000,2020,2,5,27,20200527,"May","May 2020","Q2 2020",3,"Wednesday",2020-05-31 00:00:00.000,2020-05-31 00:00:00.000,22,2020,150,"2020-22",20202200,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-66,-16,-5,-1,-2,True,True,True
2020-05-28 00:00:00.000,2020,2,5,28,20200528,"May","May 2020","Q2 2020",4,"Thursday",2020-05-31 00:00:00.000,2020-05-31 00:00:00.000,22,2020,151,"2020-22",20202200,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-66,-16,-5,-1,-2,True,True,True
2020-05-29 00:00:00.000,2020,2,5,29,20200529,"May","May 2020","Q2 2020",5,"Friday",2020-05-31 00:00:00.000,2020-05-31 00:00:00.000,22,2020,152,"2020-22",20202200,20200500,20200200,"FY20","FQ4",11,False,True,"Unknown",True,"Weekday",-66,-16,-5,-1,-2,True,True,True
2020-05-30 00:00:00.000,2020,2,5,30,20200530,"May","May 2020","Q2 2020",6,"Saturday",2020-05-31 00:00:00.000,2020-05-31 00:00:00.000,22,2020,153,"2020-22",20202200,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-66,-16,-5,-1,-2,True,True,True
2020-05-31 00:00:00.000,2020,2,5,31,20200531,"May","May 2020","Q2 2020",0,"Sunday",2020-05-31 00:00:00.000,2020-05-31 00:00:00.000,22,2020,154,"2020-22",20202200,20200500,20200200,"FY20","FQ4",11,False,False,"Unknown",False,"Weekend",-66,-16,-5,-1,-2,True,True,True
2020-06-01 00:00:00.000,2020,2,6,1,20200601,"June","Jun 2020","Q2 2020",1,"Monday",2020-06-07 00:00:00.000,2020-06-30 00:00:00.000,23,2020,155,"2020-23",20202300,20200600,20200200,"FY20","FQ4",12,False,True,"Unknown",True,"Weekday",-65,-15,-5,-1,-2,True,True,True
2020-06-02 00:00:00.000,2020,2,6,2,20200602,"June","Jun 2020","Q2 2020",2,"Tuesday",2020-06-07 00:00:00.000,2020-06-30 00:00:00.000,23,2020,156,"2020-23",20202300,20200600,20200200,"FY20","FQ4",12,False,True,"Unknown",True,"Weekday",-65,-15,-5,-1,-2,True,True,True
2020-06-03 00:00:00.000,2020,2,6,3,20200603,"June","Jun 2020","Q2 2020",3,"Wednesday",2020-06-07 00:00:00.000,2020-06-30 00:00:00.000,23,2020,157,"2020-23",20202300,20200600,20200200,"FY20","FQ4",12,False,True,"Unknown",True,"Weekday",-65,-15,-5,-1,-2,True,True,True
2020-06-04 00:00:00.000,2020,2,6,4,20200604,"June","Jun 2020","Q2 2020",4,"Thursday",2020-06-07 00:00:00.000,2020-06-30 00:00:00.000,23,2020,158,"2020-23",20202300,20200600,20200200,"FY20","FQ4",12,False,True,"Unknown",True,"Weekday",-65,-15,-5,-1,-2,True,True,True
2020-06-05 00:00:00.000,2020,2,6,5,20200605,"June","Jun 2020","Q2 2020",5,"Friday",2020-06-07 00:00:00.000,2020-06-30 00:00:00.000,23,2020,159,"2020-23",20202300,20200600,20200200,"FY20","FQ4",12,False,True,"Unknown",True,"Weekday",-65,-15,-5,-1,-2,True,True,True
2020-06-06 00:00:00.000,2020,2,6,6,20200606,"June","Jun 2020","Q2 2020",6,"Saturday",2020-06-07 00:00:00.000,2020-06-30 00:00:00.000,23,2020,160,"2020-23",20202300,20200600,20200200,"FY20","FQ4",12,False,False,"Unknown",False,"Weekend",-65,-15,-5,-1,-2,True,True,True
2020-06-07 00:00:00.000,2020,2,6,7,20200607,"June","Jun 2020","Q2 2020",0,"Sunday",2020-06-07 00:00:00.000,2020-06-30 00:00:00.000,23,2020,161,"2020-23",20202300,20200600,20200200,"FY20","FQ4",12,False,False,"Unknown",False,"Weekend",-65,-15,-5,-1,-2,True,True,True
2020-06-08 00:00:00.000,2020,2,6,8,20200608,"June","Jun 2020","Q2 2020",1,"Monday",2020-06-14 00:00:00.000,2020-06-30 00:00:00.000,24,2020,162,"2020-24",20202400,20200600,20200200,"FY20","FQ4",12,False,True,"Unknown",True,"Weekday",-64,-15,-5,-1,-2,True,True,True
