PurchaseOrderID,PurchaseOrderDetailID,variable,value
1521,3425,ModifiedDate,2013-12-31 00:00:00.000
2889,6397,ModifiedDate,2014-05-19 00:00:00.000
29,73,ModifiedDate,2012-01-15 00:00:00.000
3106,6842,ModifiedDate,2014-06-04 00:00:00.000
3352,7413,ModifiedDate,2014-06-25 00:00:00.000
1836,4110,ModifiedDate,2014-02-04 00:00:00.000
3591,7921,ModifiedDate,2014-07-14 00:00:00.000
1214,2740,ModifiedDate,2013-11-27 00:00:00.000
3003,6631,ModifiedDate,2014-05-28 00:00:00.000
1237,2793,ModifiedDate,2013-11-29 00:00:00.000
3020,6677,ModifiedDate,2014-05-29 00:00:00.000
3486,7711,ModifiedDate,2014-07-04 00:00:00.000
3399,7512,ModifiedDate,2014-06-28 00:00:00.000
257,603,ModifiedDate,2012-10-09 00:00:00.000
765,1694,ModifiedDate,2013-09-08 00:00:00.000
19,42,ModifiedDate,2011-12-22 00:00:00.000
529,1188,ModifiedDate,2013-08-19 00:00:00.000
2951,6516,ModifiedDate,2014-05-23 00:00:00.000
634,1411,ModifiedDate,2013-08-27 00:00:00.000
436,960,ModifiedDate,2013-08-12 00:00:00.000
1305,2951,ModifiedDate,2013-12-06 00:00:00.000
1667,3732,ModifiedDate,2014-01-16 00:00:00.000
1484,3352,ModifiedDate,2013-12-26 00:00:00.000
644,1432,ModifiedDate,2013-08-28 00:00:00.000
218,518,ModifiedDate,2012-08-22 00:00:00.000
1589,3570,ModifiedDate,2014-01-08 00:00:00.000
1928,4323,ModifiedDate,2014-02-14 00:00:00.000
2932,6479,ModifiedDate,2014-05-21 00:00:00.000
852,1915,ModifiedDate,2013-09-15 00:00:00.000
682,1519,ModifiedDate,2013-09-01 00:00:00.000
584,1301,ModifiedDate,2013-08-22 00:00:00.000
427,943,ModifiedDate,2013-08-11 00:00:00.000
1440,3263,ModifiedDate,2013-12-24 00:00:00.000
1445,3270,ModifiedDate,2013-12-24 00:00:00.000
1889,4227,ModifiedDate,2014-02-12 00:00:00.000
3580,7901,ModifiedDate,2014-07-11 00:00:00.000
1458,3295,ModifiedDate,2013-12-25 00:00:00.000
863,1939,ModifiedDate,2013-09-16 00:00:00.000
1107,2496,ModifiedDate,2013-11-14 00:00:00.000
2741,6085,ModifiedDate,2014-05-02 00:00:00.000
3860,8493,ModifiedDate,2014-08-02 00:00:00.000
1222,2761,ModifiedDate,2013-11-28 00:00:00.000
2916,6446,ModifiedDate,2014-05-20 00:00:00.000
2714,6030,ModifiedDate,2014-04-30 00:00:00.000
1031,2324,ModifiedDate,2013-10-20 00:00:00.000
2612,5802,ModifiedDate,2014-04-22 00:00:00.000
3902,8569,ModifiedDate,2014-08-04 00:00:00.000
2622,5825,ModifiedDate,2014-04-23 00:00:00.000
261,612,ModifiedDate,2012-10-18 00:00:00.000
1435,3249,ModifiedDate,2013-12-21 00:00:00.000
3929,8638,ModifiedDate,2014-08-06 00:00:00.000
2175,4830,ModifiedDate,2014-03-10 00:00:00.000
2780,6169,ModifiedDate,2014-05-06 00:00:00.000
1629,3655,ModifiedDate,2014-01-10 00:00:00.000
2922,6458,ModifiedDate,2014-05-21 00:00:00.000
1908,4285,ModifiedDate,2014-02-13 00:00:00.000
2145,4770,ModifiedDate,2014-03-07 00:00:00.000
850,1909,ModifiedDate,2013-09-15 00:00:00.000
4007,8814,ModifiedDate,2015-08-12 12:25:46.406
2668,5918,ModifiedDate,2014-04-25 00:00:00.000
146,352,ModifiedDate,2012-04-18 00:00:00.000
2819,6249,ModifiedDate,2014-05-09 00:00:00.000
194,470,ModifiedDate,2012-07-02 00:00:00.000
2598,5777,ModifiedDate,2014-04-21 00:00:00.000
1445,3269,ModifiedDate,2013-12-24 00:00:00.000
2221,4936,Month,3
236,557,Month,9
1009,2249,Month,10
1846,4124,Month,2
867,1947,Month,9
45,101,Month,1
2170,4821,Month,3
3056,6750,Month,5
1714,3833,Month,1
1245,2807,Month,12
2794,6194,Month,5
1503,3387,Month,12
1855,4151,Month,2
3122,6876,Month,6
1889,4226,Month,2
2835,6287,Month,5
2380,5275,Month,3
2026,4529,Month,2
3688,8132,Month,7
1154,2615,Month,11
732,1623,Month,9
3779,8317,Month,7
325,734,Month,5
464,1024,Month,8
363,821,Month,5
3159,6964,Month,6
1373,3113,Month,12
653,1459,Month,8
2308,5115,Month,3
2221,4937,Month,3
1745,3906,Month,1
1045,2350,Month,10
2067,4622,Month,2
2044,4561,Month,2
1317,2989,Month,12
1521,3425,Month,12
2889,6397,Month,5
29,73,Month,1
3106,6842,Month,6
3352,7413,Month,6
1836,4110,Month,2
3591,7921,Month,7
1214,2740,Month,11
3003,6631,Month,5
1237,2793,Month,11
3020,6677,Month,5
3486,7711,Month,7
3399,7512,Month,6
257,603,Month,10
765,1694,Month,9
19,42,Month,12
529,1188,Month,8
2951,6516,Month,5
634,1411,Month,8
436,960,Month,8
1305,2951,Month,12
1667,3732,Month,1
1484,3352,Month,12
644,1432,Month,8
218,518,Month,8
1589,3570,Month,1
1928,4323,Month,2
2932,6479,Month,5
852,1915,Month,9
682,1519,Month,9
584,1301,Month,8
427,943,Month,8
1440,3263,Month,12
1445,3270,Month,12
1889,4227,Month,2
3580,7901,Month,7
1458,3295,Month,12
863,1939,Month,9
1107,2496,Month,11
2741,6085,Month,5
3860,8493,Month,8
1222,2761,Month,11
2916,6446,Month,5
2714,6030,Month,4
1031,2324,Month,10
2612,5802,Month,4
3902,8569,Month,8
2622,5825,Month,4
261,612,Month,10
1435,3249,Month,12
3929,8638,Month,8
2175,4830,Month,3
2780,6169,Month,5
1629,3655,Month,1
2922,6458,Month,5
1908,4285,Month,2
2145,4770,Month,3
850,1909,Month,9
4007,8814,Month,8
2668,5918,Month,4
146,352,Month,4
2819,6249,Month,5
194,470,Month,7
2598,5777,Month,4
1445,3269,Month,12
