Category,Subcategory,Month,OPEX
"Software","Website Hosting",2019-09-01 00:00:00.000,6105
"Software","Website Hosting",2019-10-01 00:00:00.000,4375
"Software","Website Hosting",2019-11-01 00:00:00.000,6581
"Software","Website Hosting",2019-12-01 00:00:00.000,6873
"Software","CRM system",2019-01-01 00:00:00.000,9018
"Software","CRM system",2019-02-01 00:00:00.000,9018
"Software","CRM system",2019-03-01 00:00:00.000,10086
"Software","CRM system",2019-04-01 00:00:00.000,10086
"Software","CRM system",2019-05-01 00:00:00.000,10021
"Software","CRM system",2019-06-01 00:00:00.000,10576
"Software","CRM system",2019-07-01 00:00:00.000,13200
"Software","CRM system",2019-08-01 00:00:00.000,10021
"Software","CRM system",2019-09-01 00:00:00.000,12528
"Software","CRM system",2019-10-01 00:00:00.000,9253
"Software","CRM system",2019-11-01 00:00:00.000,13655
"Software","CRM system",2019-12-01 00:00:00.000,10576
"Software","Purchases Old System",2019-01-01 00:00:00.000,4484
"Software","Purchases Old System",2019-02-01 00:00:00.000,4484
"Software","Purchases Old System",2019-03-01 00:00:00.000,5721
"Software","Purchases Old System",2019-04-01 00:00:00.000,5721
"Software","Purchases Old System",2019-05-01 00:00:00.000,4144
"Software","Purchases Old System",2019-06-01 00:00:00.000,4219
"Software","Purchases Old System",2019-07-01 00:00:00.000,3618
"Software","Purchases Old System",2019-08-01 00:00:00.000,4144
"Software","Purchases Old System",2019-09-01 00:00:00.000,4919
"Software","Purchases Old System",2019-10-01 00:00:00.000,4964
"Software","Purchases Old System",2019-11-01 00:00:00.000,4937
"Software","Purchases Old System",2019-12-01 00:00:00.000,4219
"Software","Purchases New System",2019-01-01 00:00:00.000,747
"Software","Purchases New System",2019-02-01 00:00:00.000,747
"Software","Purchases New System",2019-03-01 00:00:00.000,953
"Software","Purchases New System",2019-04-01 00:00:00.000,953
"Software","Purchases New System",2019-05-01 00:00:00.000,691
"Software","Purchases New System",2019-06-01 00:00:00.000,703
"Software","Purchases New System",2019-07-01 00:00:00.000,603
"Software","Purchases New System",2019-08-01 00:00:00.000,691
"Software","Purchases New System",2019-09-01 00:00:00.000,820
"Software","Purchases New System",2019-10-01 00:00:00.000,827
"Software","Purchases New System",2019-11-01 00:00:00.000,823
"Software","Purchases New System",2019-12-01 00:00:00.000,703
"Software","Business Intelligence",2020-01-01 00:00:00.000,1328
"Software","Business Intelligence",2020-02-01 00:00:00.000,1328
"Software","Business Intelligence",2020-03-01 00:00:00.000,1146
"Software","Business Intelligence",2020-04-01 00:00:00.000,1146
"Software","Business Intelligence",2020-05-01 00:00:00.000,1355
"Software","Business Intelligence",2020-06-01 00:00:00.000,1618
"Software","Business Intelligence",2020-07-01 00:00:00.000,1244
"Software","Business Intelligence",2020-08-01 00:00:00.000,1355
"Software","Business Intelligence",2020-09-01 00:00:00.000,1577
"Software","Business Intelligence",2020-10-01 00:00:00.000,845
"Software","Business Intelligence",2020-11-01 00:00:00.000,1434
"Software","Business Intelligence",2020-12-01 00:00:00.000,1618
"Software","Microsoft O365",2020-01-01 00:00:00.000,443
"Software","Microsoft O365",2020-02-01 00:00:00.000,443
"Software","Microsoft O365",2020-03-01 00:00:00.000,382
"Software","Microsoft O365",2020-04-01 00:00:00.000,382
"Software","Microsoft O365",2020-05-01 00:00:00.000,452
"Software","Microsoft O365",2020-06-01 00:00:00.000,539
"Software","Microsoft O365",2020-07-01 00:00:00.000,415
"Software","Microsoft O365",2020-08-01 00:00:00.000,452
"Software","Microsoft O365",2020-09-01 00:00:00.000,526
"Software","Microsoft O365",2020-10-01 00:00:00.000,282
"Software","Microsoft O365",2020-11-01 00:00:00.000,478
"Software","Microsoft O365",2020-12-01 00:00:00.000,539
"Software","Website Hosting",2020-01-01 00:00:00.000,5481
"Software","Website Hosting",2020-02-01 00:00:00.000,5481
"Software","Website Hosting",2020-03-01 00:00:00.000,5372
"Software","Website Hosting",2020-04-01 00:00:00.000,5372
"Software","Website Hosting",2020-05-01 00:00:00.000,5822
"Software","Website Hosting",2020-06-01 00:00:00.000,6873
"Software","Website Hosting",2020-07-01 00:00:00.000,12907
"Software","Website Hosting",2020-08-01 00:00:00.000,15409
"Software","Website Hosting",2020-09-01 00:00:00.000,11920
"Software","Website Hosting",2020-10-01 00:00:00.000,14648
"Software","Website Hosting",2020-11-01 00:00:00.000,12010
"Software","Website Hosting",2020-12-01 00:00:00.000,6873
"Software","CRM system",2020-01-01 00:00:00.000,9018
"Software","CRM system",2020-02-01 00:00:00.000,9018
"Software","CRM system",2020-03-01 00:00:00.000,10086
"Software","CRM system",2020-04-01 00:00:00.000,10086
"Software","CRM system",2020-05-01 00:00:00.000,10021
"Software","CRM system",2020-06-01 00:00:00.000,10576
"Software","CRM system",2020-07-01 00:00:00.000,13200
"Software","CRM system",2020-08-01 00:00:00.000,10021
"Software","CRM system",2020-09-01 00:00:00.000,12528
"Software","CRM system",2020-10-01 00:00:00.000,9253
"Software","CRM system",2020-11-01 00:00:00.000,13655
"Software","CRM system",2020-12-01 00:00:00.000,10576
"Software","Purchases Old System",2020-01-01 00:00:00.000,1881
"Software","Purchases Old System",2020-02-01 00:00:00.000,2895
"Software","Purchases Old System",2020-03-01 00:00:00.000,2695
"Software","Purchases Old System",2020-04-01 00:00:00.000,3810
"Software","Purchases Old System",2020-05-01 00:00:00.000,2695
"Software","Purchases Old System",2020-06-01 00:00:00.000,3810
"Software","Purchases Old System",2020-07-01 00:00:00.000,2174
"Software","Purchases Old System",2020-08-01 00:00:00.000,2353
"Software","Purchases Old System",2020-09-01 00:00:00.000,1881
"Software","Purchases Old System",2020-10-01 00:00:00.000,3810
"Software","Purchases Old System",2020-11-01 00:00:00.000,3041
"Software","Purchases Old System",2020-12-01 00:00:00.000,3810
"Software","Purchases New System",2020-01-01 00:00:00.000,747
"Software","Purchases New System",2020-02-01 00:00:00.000,747
"Software","Purchases New System",2020-03-01 00:00:00.000,953
"Software","Purchases New System",2020-04-01 00:00:00.000,953
"Software","Purchases New System",2020-05-01 00:00:00.000,691
"Software","Purchases New System",2020-06-01 00:00:00.000,703
"Software","Purchases New System",2020-07-01 00:00:00.000,603
"Software","Purchases New System",2020-08-01 00:00:00.000,691
"Software","Purchases New System",2020-09-01 00:00:00.000,820
"Software","Purchases New System",2020-10-01 00:00:00.000,827
"Software","Purchases New System",2020-11-01 00:00:00.000,823
"Software","Purchases New System",2020-12-01 00:00:00.000,703
"Salary","Sales Department",2017-01-01 00:00:00.000,370105
"Salary","Sales Department",2017-02-01 00:00:00.000,326786
"Salary","Sales Department",2017-03-01 00:00:00.000,384811
"Salary","Sales Department",2017-04-01 00:00:00.000,439822
"Salary","Sales Department",2017-05-01 00:00:00.000,458523
"Salary","Sales Department",2017-06-01 00:00:00.000,619456
"Salary","Sales Department",2017-07-01 00:00:00.000,524348
"Salary","Sales Department",2017-08-01 00:00:00.000,647048
"Salary","Sales Department",2017-09-01 00:00:00.000,557368
"Salary","Sales Department",2017-10-01 00:00:00.000,615032
"Salary","Sales Department",2017-11-01 00:00:00.000,802831
"Salary","Sales Department",2017-12-01 00:00:00.000,788234
"Salary","Production Department",2017-01-01 00:00:00.000,346295
"Salary","Production Department",2017-02-01 00:00:00.000,289524
"Salary","Production Department",2017-03-01 00:00:00.000,355097
"Salary","Production Department",2017-04-01 00:00:00.000,346783
"Salary","Production Department",2017-05-01 00:00:00.000,399691
"Salary","Production Department",2017-06-01 00:00:00.000,546092
"Salary","Production Department",2017-07-01 00:00:00.000,441037
"Salary","Production Department",2017-08-01 00:00:00.000,432400
"Salary","Production Department",2017-09-01 00:00:00.000,468572
"Salary","Production Department",2017-10-01 00:00:00.000,483913
"Salary","Production Department",2017-11-01 00:00:00.000,558232
"Salary","Production Department",2017-12-01 00:00:00.000,590261
"Salary","Operations Department",2017-01-01 00:00:00.000,133631
"Salary","Operations Department",2017-02-01 00:00:00.000,165941
"Salary","Operations Department",2017-03-01 00:00:00.000,178287
"Salary","Operations Department",2017-04-01 00:00:00.000,265901
"Salary","Operations Department",2017-05-01 00:00:00.000,286630
"Salary","Operations Department",2017-06-01 00:00:00.000,445270
"Salary","Operations Department",2017-07-01 00:00:00.000,299106
"Salary","Operations Department",2017-08-01 00:00:00.000,407069
"Salary","Operations Department",2017-09-01 00:00:00.000,391580
"Salary","Operations Department",2017-10-01 00:00:00.000,481316
"Salary","Operations Department",2017-11-01 00:00:00.000,506411
"Salary","Operations Department",2017-12-01 00:00:00.000,494823
"Salary","Sales Department",2018-01-01 00:00:00.000,290010
"Salary","Sales Department",2018-02-01 00:00:00.000,344640
"Salary","Sales Department",2018-03-01 00:00:00.000,301534
"Salary","Sales Department",2018-04-01 00:00:00.000,344640
"Salary","Sales Department",2018-05-01 00:00:00.000,290010
"Salary","Sales Department",2018-06-01 00:00:00.000,485399
"Salary","Sales Department",2018-07-01 00:00:00.000,301534
"Salary","Sales Department",2018-08-01 00:00:00.000,629090
"Salary","Sales Department",2018-09-01 00:00:00.000,436748
"Salary","Sales Department",2018-10-01 00:00:00.000,481932
"Salary","Sales Department",2018-11-01 00:00:00.000,629090
"Salary","Sales Department",2018-12-01 00:00:00.000,481932
"Salary","Production Department",2018-01-01 00:00:00.000,271353
"Salary","Production Department",2018-02-01 00:00:00.000,271735
"Salary","Production Department",2018-03-01 00:00:00.000,278250
"Salary","Production Department",2018-04-01 00:00:00.000,271735
"Salary","Production Department",2018-05-01 00:00:00.000,271353
"Salary","Production Department",2018-06-01 00:00:00.000,427912
"Salary","Production Department",2018-07-01 00:00:00.000,278250
"Salary","Production Department",2018-08-01 00:00:00.000,437425
"Salary","Production Department",2018-09-01 00:00:00.000,367168
"Salary","Production Department",2018-10-01 00:00:00.000,379189
"Salary","Production Department",2018-11-01 00:00:00.000,437425
"Salary","Production Department",2018-12-01 00:00:00.000,379189
"Salary","Operations Department",2018-01-01 00:00:00.000,104712
"Salary","Operations Department",2018-02-01 00:00:00.000,208357
"Salary","Operations Department",2018-03-01 00:00:00.000,139704
"Salary","Operations Department",2018-04-01 00:00:00.000,208357
"Salary","Operations Department",2018-05-01 00:00:00.000,104712
"Salary","Operations Department",2018-06-01 00:00:00.000,348909
"Salary","Operations Department",2018-07-01 00:00:00.000,139704
"Salary","Operations Department",2018-08-01 00:00:00.000,396818
"Salary","Operations Department",2018-09-01 00:00:00.000,306838
"Salary","Operations Department",2018-10-01 00:00:00.000,377154
"Salary","Operations Department",2018-11-01 00:00:00.000,396818
"Salary","Operations Department",2018-12-01 00:00:00.000,377154
"Salary","Sales Department",2019-01-01 00:00:00.000,386680
"Salary","Sales Department",2019-02-01 00:00:00.000,459520
"Salary","Sales Department",2019-03-01 00:00:00.000,402045
"Salary","Sales Department",2019-04-01 00:00:00.000,459520
"Salary","Sales Department",2019-05-01 00:00:00.000,386680
"Salary","Sales Department",2019-06-01 00:00:00.000,647199
"Salary","Sales Department",2019-07-01 00:00:00.000,402045
"Salary","Sales Department",2019-08-01 00:00:00.000,838787
"Salary","Sales Department",2019-09-01 00:00:00.000,582331
"Salary","Sales Department",2019-10-01 00:00:00.000,642576
"Salary","Sales Department",2019-11-01 00:00:00.000,838787
"Salary","Sales Department",2019-12-01 00:00:00.000,642576
"Salary","Production Department",2019-01-01 00:00:00.000,271353
"Salary","Production Department",2019-02-01 00:00:00.000,271735
"Salary","Production Department",2019-03-01 00:00:00.000,278250
"Salary","Production Department",2019-04-01 00:00:00.000,271735
"Salary","Production Department",2019-05-01 00:00:00.000,271353
"Salary","Production Department",2019-06-01 00:00:00.000,427912
"Salary","Production Department",2019-07-01 00:00:00.000,278250
"Salary","Production Department",2019-08-01 00:00:00.000,437425
"Salary","Production Department",2019-09-01 00:00:00.000,367168
"Salary","Production Department",2019-10-01 00:00:00.000,379189
"Salary","Production Department",2019-11-01 00:00:00.000,437425
"Salary","Production Department",2019-12-01 00:00:00.000,379189
"Salary","Operations Department",2019-01-01 00:00:00.000,104712
"Salary","Operations Department",2019-02-01 00:00:00.000,208357
"Salary","Operations Department",2019-03-01 00:00:00.000,139704
"Salary","Operations Department",2019-04-01 00:00:00.000,208357
"Salary","Operations Department",2019-05-01 00:00:00.000,104712
"Salary","Operations Department",2019-06-01 00:00:00.000,348909
"Salary","Operations Department",2019-07-01 00:00:00.000,139704
"Salary","Operations Department",2019-08-01 00:00:00.000,396818
"Salary","Operations Department",2019-09-01 00:00:00.000,306838
"Salary","Operations Department",2019-10-01 00:00:00.000,377154
"Salary","Operations Department",2019-11-01 00:00:00.000,396818
"Salary","Operations Department",2019-12-01 00:00:00.000,377154
"Salary","Sales Department",2020-01-01 00:00:00.000,293552
"Salary","Sales Department",2020-02-01 00:00:00.000,348182
"Salary","Sales Department",2020-03-01 00:00:00.000,304589
"Salary","Sales Department",2020-04-01 00:00:00.000,347695
"Salary","Sales Department",2020-05-01 00:00:00.000,293623
"Salary","Sales Department",2020-06-01 00:00:00.000,489714
"Salary","Sales Department",2020-07-01 00:00:00.000,310552
"Salary","Sales Department",2020-08-01 00:00:00.000,638108
"Salary","Sales Department",2020-09-01 00:00:00.000,446834
"Salary","Sales Department",2020-10-01 00:00:00.000,492018
"Salary","Sales Department",2020-11-01 00:00:00.000,632914
"Salary","Sales Department",2020-12-01 00:00:00.000,486247
"Salary","Production Department",2020-01-01 00:00:00.000,271353
"Salary","Production Department",2020-02-01 00:00:00.000,271735
"Salary","Production Department",2020-03-01 00:00:00.000,278250
"Salary","Production Department",2020-04-01 00:00:00.000,10576
"Salary","Production Department",2020-05-01 00:00:00.000,13200
"Salary","Production Department",2020-06-01 00:00:00.000,10021
"Salary","Production Department",2020-07-01 00:00:00.000,12528
"Salary","Production Department",2020-08-01 00:00:00.000,9253
"Salary","Production Department",2020-09-01 00:00:00.000,367168
"Salary","Production Department",2020-10-01 00:00:00.000,379189
"Salary","Production Department",2020-11-01 00:00:00.000,437425
"Salary","Production Department",2020-12-01 00:00:00.000,379189
"Salary","Operations Department",2020-01-01 00:00:00.000,104712
"Salary","Operations Department",2020-02-01 00:00:00.000,208357
"Salary","Operations Department",2020-03-01 00:00:00.000,139704
"Salary","Operations Department",2020-04-01 00:00:00.000,208357
"Salary","Operations Department",2020-05-01 00:00:00.000,104712
"Salary","Operations Department",2020-06-01 00:00:00.000,348909
"Salary","Operations Department",2020-07-01 00:00:00.000,139704
"Salary","Operations Department",2020-08-01 00:00:00.000,396818
"Salary","Operations Department",2020-09-01 00:00:00.000,306838
"Salary","Operations Department",2020-10-01 00:00:00.000,377154
"Salary","Operations Department",2020-11-01 00:00:00.000,396818
"Salary","Operations Department",2020-12-01 00:00:00.000,377154
