ProductKey,Product Code,Product Name,Manufacturer,Brand,Color,Weight,Unit Cost,Unit Price,Available Date,Subcategory,Category
694,"0306053","Proseware Photo Ink Jet Printer E290 Grey","Proseware, Inc.","Proseware","Grey",7.7,52,102,2007-05-09 00:00:00.000,"Printers, Scanners & Fax","Computers"
695,"0306054","Proseware Office Jet All-in-One Printer M500 Grey","Proseware, Inc.","Proseware","Grey",14.8,74.96,163,2005-06-09 00:00:00.000,"Printers, Scanners & Fax","Computers"
696,"0306055","Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey","Proseware, Inc.","Proseware","Grey",11.7,87.37,190,2005-04-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
697,"0306056","Proseware Photo Smart All-in-One Printer M380 Grey","Proseware, Inc.","Proseware","Grey",10.1,67.6,147,2007-06-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
698,"0306057","Proseware Wireless Photo All-in-One Printer M390 Grey","Proseware, Inc.","Proseware","Grey",3.5,86.45,188,2005-02-05 00:00:00.000,"Printers, Scanners & Fax","Computers"
699,"0306058","Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey","Proseware, Inc.","Proseware","Grey",5.3,90.13,196,2006-03-09 00:00:00.000,"Printers, Scanners & Fax","Computers"
729,"0306088","Proseware Scan Jet Digital Flat Bed Scanner M300 Green","Proseware, Inc.","Proseware","Green",17,55.64,121,2006-02-09 00:00:00.000,"Printers, Scanners & Fax","Computers"
730,"0306089","Proseware All-In-One Photo Printer M200 Green","Proseware, Inc.","Proseware","Green",14,62.54,136,2006-03-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
731,"0306090","Proseware Ink Jet Wireless All-In-One Printer M400 Green","Proseware, Inc.","Proseware","Green",14.4,59.32,129,2006-02-20 00:00:00.000,"Printers, Scanners & Fax","Computers"
732,"0306091","Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green","Proseware, Inc.","Proseware","Green",28,73.58,160,2008-03-09 00:00:00.000,"Printers, Scanners & Fax","Computers"
733,"0306092","Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","Proseware, Inc.","Proseware","Green",18.4,72.66,158,2005-02-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
734,"0306093","Proseware Duplex Scanner M200 Green","Proseware, Inc.","Proseware","Green",10,68.52,149,2009-01-02 00:00:00.000,"Printers, Scanners & Fax","Computers"
735,"0306094","Proseware High Speed Laser M2000 Green","Proseware, Inc.","Proseware","Green",22,69.25,209,2009-01-04 00:00:00.000,"Printers, Scanners & Fax","Computers"
736,"0306095","Proseware Laser Fax Printer M250 Green","Proseware, Inc.","Proseware","Green",12.4,54.26,118,2005-01-05 00:00:00.000,"Printers, Scanners & Fax","Computers"
737,"0306096","Proseware Color Ink Jet Fax, Copier, Phone M250 Green","Proseware, Inc.","Proseware","Green",45,73.12,159,2006-03-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
738,"0306097","Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green","Proseware, Inc.","Proseware","Green",28,75.54,228,2009-04-09 00:00:00.000,"Printers, Scanners & Fax","Computers"
739,"0306098","Proseware Slim-Design Fax Machine with Answering System X180 Green","Proseware, Inc.","Proseware","Green",20.5,78.19,236,2006-02-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
740,"0306099","Proseware High-Performance Business-Class Laser Fax X200 Green","Proseware, Inc.","Proseware","Green",21.5,82.17,248,2009-01-04 00:00:00.000,"Printers, Scanners & Fax","Computers"
741,"0306100","Proseware Professional Quality Plain-Paper Fax and Copier X100 Green","Proseware, Inc.","Proseware","Green",35,75.87,229,2009-02-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
742,"0306101","Proseware Photo Inkjet Printer E290 Green","Proseware, Inc.","Proseware","Green",18,52,102,2005-03-08 00:00:00.000,"Printers, Scanners & Fax","Computers"
1425,"0503018","The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey","The Phone Company","The Phone Company","Grey",6.9,175.27,529,2008-07-03 00:00:00.000,"Touch Screen Phones","Cell phones"
1426,"0503019","The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey","The Phone Company","The Phone Company","Grey",4.6,195.15,589,2007-06-04 00:00:00.000,"Touch Screen Phones","Cell phones"
1427,"0503020","The Phone Company Touch Screen Phones 26-2.2"" M200 Grey","The Phone Company","The Phone Company","Grey",11.2,105.77,230,2006-07-05 00:00:00.000,"Touch Screen Phones","Cell phones"
1428,"0503021","The Phone Company Touch Screen Phones 26-1.4"" M250 Grey","The Phone Company","The Phone Company","Grey",4.8,123.24,268,2006-07-06 00:00:00.000,"Touch Screen Phones","Cell phones"
1429,"0503022","The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey","The Phone Company","The Phone Company","Grey",12,132.9,289,2005-04-16 00:00:00.000,"Touch Screen Phones","Cell phones"
1430,"0503023","The Phone Company Touch Screen Phones SAW/Built-in M801 Grey","The Phone Company","The Phone Company","Grey",4.8,137.5,299,2008-02-05 00:00:00.000,"Touch Screen Phones","Cell phones"
1431,"0503024","The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey","The Phone Company","The Phone Company","Grey",1,117.73,256,2009-01-03 00:00:00.000,"Touch Screen Phones","Cell phones"
1432,"0503025","The Phone Company Touch Screen Phones Infrared M901 Grey","The Phone Company","The Phone Company","Grey",8,137.96,300,2005-07-30 00:00:00.000,"Touch Screen Phones","Cell phones"
1433,"0503026","The Phone Company Touch Screen Phones Capacitive M908 Grey","The Phone Company","The Phone Company","Grey",1,141.64,308,2006-05-16 00:00:00.000,"Touch Screen Phones","Cell phones"
1434,"0503027","The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey","The Phone Company","The Phone Company","Grey",1.2,123.24,268,2008-11-02 00:00:00.000,"Touch Screen Phones","Cell phones"
1435,"0503028","The Phone Company Touch Screen Phones SAW/On-wall M806 Grey","The Phone Company","The Phone Company","Grey",3,134.74,293,2005-05-05 00:00:00.000,"Touch Screen Phones","Cell phones"
1436,"0503029","The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey","The Phone Company","The Phone Company","Grey",3,118.65,258,2007-03-31 00:00:00.000,"Touch Screen Phones","Cell phones"
1437,"0503030","The Phone Company Finger Touch Screen Phones M30 Grey","The Phone Company","The Phone Company","Grey",2.6,91.51,199,2006-08-08 00:00:00.000,"Touch Screen Phones","Cell phones"
1438,"0503031","The Phone Company Pen Touch Screen Phones M320 Grey","The Phone Company","The Phone Company","Grey",3.9,133.36,290,2006-09-19 00:00:00.000,"Touch Screen Phones","Cell phones"
1439,"0503032","The Phone Company Sharp Touch Screen Phones M910 Grey","The Phone Company","The Phone Company","Grey",6,138.42,301,2006-02-28 00:00:00.000,"Touch Screen Phones","Cell phones"
1440,"0503033","The Phone Company Touch Screen Phones - CRT M11 Grey","The Phone Company","The Phone Company","Grey",4.7,86.91,189,2006-07-13 00:00:00.000,"Touch Screen Phones","Cell phones"
1441,"0503034","The Phone Company Touch Screen Phones - LCD M12 Grey","The Phone Company","The Phone Company","Grey",4.7,91.97,200,2006-11-18 00:00:00.000,"Touch Screen Phones","Cell phones"
1442,"0503035","The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold","The Phone Company","The Phone Company","Gold",4.8,175.27,529,2008-07-03 00:00:00.000,"Touch Screen Phones","Cell phones"
1443,"0503036","The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold","The Phone Company","The Phone Company","Gold",1,195.15,589,2007-06-04 00:00:00.000,"Touch Screen Phones","Cell phones"
1444,"0503037","The Phone Company Touch Screen Phones 26-2.2"" M200 Gold","The Phone Company","The Phone Company","Gold",8,105.77,230,2006-07-05 00:00:00.000,"Touch Screen Phones","Cell phones"
1445,"0503038","The Phone Company Touch Screen Phones 26-1.4"" M250 Gold","The Phone Company","The Phone Company","Gold",1,123.24,268,2006-07-06 00:00:00.000,"Touch Screen Phones","Cell phones"
1446,"0503039","The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","The Phone Company","The Phone Company","Gold",1.2,132.9,289,2005-04-16 00:00:00.000,"Touch Screen Phones","Cell phones"
1447,"0503040","The Phone Company Touch Screen Phones SAW/Built-in M801 Gold","The Phone Company","The Phone Company","Gold",3,137.5,299,2008-02-05 00:00:00.000,"Touch Screen Phones","Cell phones"
1448,"0503041","The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold","The Phone Company","The Phone Company","Gold",3,117.73,256,2009-01-03 00:00:00.000,"Touch Screen Phones","Cell phones"
1449,"0503042","The Phone Company Touch Screen Phones Infrared M901 Gold","The Phone Company","The Phone Company","Gold",2.6,137.96,300,2005-07-30 00:00:00.000,"Touch Screen Phones","Cell phones"
1450,"0503043","The Phone Company Touch Screen Phones Capacitive M908 Gold","The Phone Company","The Phone Company","Gold",3.9,141.64,308,2006-05-16 00:00:00.000,"Touch Screen Phones","Cell phones"
1451,"0503044","The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold","The Phone Company","The Phone Company","Gold",6,123.24,268,2008-11-02 00:00:00.000,"Touch Screen Phones","Cell phones"
1452,"0503045","The Phone Company Touch Screen Phones SAW/On-wall M806 Gold","The Phone Company","The Phone Company","Gold",4.7,134.74,293,2005-05-05 00:00:00.000,"Touch Screen Phones","Cell phones"
1453,"0503046","The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold","The Phone Company","The Phone Company","Gold",4.7,118.65,258,2007-03-31 00:00:00.000,"Touch Screen Phones","Cell phones"
1454,"0503047","The Phone Company Finger Touch Screen Phones M30 Gold","The Phone Company","The Phone Company","Gold",4.8,91.51,199,2006-08-08 00:00:00.000,"Touch Screen Phones","Cell phones"
1455,"0503048","The Phone Company Pen Touch Screen Phones M320 Gold","The Phone Company","The Phone Company","Gold",3.1,133.36,290,2006-09-19 00:00:00.000,"Touch Screen Phones","Cell phones"
1456,"0503049","The Phone Company Sharp Touch Screen Phones M910 Gold","The Phone Company","The Phone Company","Gold",3.7,138.42,301,2006-02-28 00:00:00.000,"Touch Screen Phones","Cell phones"
1457,"0503050","The Phone Company Touch Screen Phones - CRT M11 Gold","The Phone Company","The Phone Company","Gold",5.3,86.91,189,2006-07-13 00:00:00.000,"Touch Screen Phones","Cell phones"
1458,"0503051","The Phone Company Touch Screen Phones - LCD M12 Gold","The Phone Company","The Phone Company","Gold",5.3,91.97,200,2006-11-18 00:00:00.000,"Touch Screen Phones","Cell phones"
1480,"0504011","The Phone Company Smart phones without camera E100 Grey","The Phone Company","The Phone Company","Grey",8,65.77,129,2006-11-18 00:00:00.000,"Smart phones & PDAs","Cell phones"
1481,"0504012","The Phone Company Microsoft Windows Mobile M200 Grey","The Phone Company","The Phone Company","Grey",1,105.31,229,2009-02-14 00:00:00.000,"Smart phones & PDAs","Cell phones"
1482,"0504013","The Phone Company Smart phones 4 GB of Memory M300 Grey","The Phone Company","The Phone Company","Grey",1.2,109.91,239,2008-12-01 00:00:00.000,"Smart phones & PDAs","Cell phones"
1483,"0504014","The Phone Company Smart phones 8 GB of Memory M400 Grey","The Phone Company","The Phone Company","Grey",3,123.7,269,2007-07-07 00:00:00.000,"Smart phones & PDAs","Cell phones"
1484,"0504015","The Phone Company Smart phones 160x160 M26 Grey","The Phone Company","The Phone Company","Grey",3,95.65,208,2005-02-24 00:00:00.000,"Smart phones & PDAs","Cell phones"
1485,"0504016","The Phone Company Smart phones 6-LINE SCREEN M21 Grey","The Phone Company","The Phone Company","Grey",2.6,105.77,230,2006-05-19 00:00:00.000,"Smart phones & PDAs","Cell phones"
1486,"0504017","The Phone Company Smart phones 320 x 320 M86 Grey","The Phone Company","The Phone Company","Grey",3.9,132.44,288,2009-05-05 00:00:00.000,"Smart phones & PDAs","Cell phones"
1487,"0504018","The Phone Company Smart phones Unlocked M300 Grey","The Phone Company","The Phone Company","Grey",6,122.78,267,2007-03-31 00:00:00.000,"Smart phones & PDAs","Cell phones"
1488,"0504019","The Phone Company Smart phones Expert M400 Grey","The Phone Company","The Phone Company","Grey",4.7,137.96,300,2006-08-08 00:00:00.000,"Smart phones & PDAs","Cell phones"
1489,"0504020","The Phone Company Smart phones Unlocked International M800 Grey","The Phone Company","The Phone Company","Grey",4.7,142.56,310,2006-09-19 00:00:00.000,"Smart phones & PDAs","Cell phones"
1500,"0504031","The Phone Company Smart phones without camera E100 Pink","The Phone Company","The Phone Company","Pink",5.6,65.77,129,2006-11-18 00:00:00.000,"Smart phones & PDAs","Cell phones"
1501,"0504032","The Phone Company Microsoft Windows Mobile M200 Pink","The Phone Company","The Phone Company","Pink",4,105.31,229,2009-02-14 00:00:00.000,"Smart phones & PDAs","Cell phones"
1502,"0504033","The Phone Company Smart phones 4 GB of Memory M300 Pink","The Phone Company","The Phone Company","Pink",6.9,109.91,239,2008-12-01 00:00:00.000,"Smart phones & PDAs","Cell phones"
1503,"0504034","The Phone Company Smart phones 8 GB of Memory M400 Pink","The Phone Company","The Phone Company","Pink",4.6,123.7,269,2007-07-07 00:00:00.000,"Smart phones & PDAs","Cell phones"
1504,"0504035","The Phone Company Smart phones 160x160 M26 Pink","The Phone Company","The Phone Company","Pink",11.2,95.65,208,2005-02-24 00:00:00.000,"Smart phones & PDAs","Cell phones"
1505,"0504036","The Phone Company Smart phones 6-LINE SCREEN M21 Pink","The Phone Company","The Phone Company","Pink",4.8,105.77,230,2006-05-19 00:00:00.000,"Smart phones & PDAs","Cell phones"
1506,"0504037","The Phone Company Smart phones 320 x 320 M86 Pink","The Phone Company","The Phone Company","Pink",12,132.44,288,2009-05-05 00:00:00.000,"Smart phones & PDAs","Cell phones"
1507,"0504038","The Phone Company Smart phones Unlocked M300 Pink","The Phone Company","The Phone Company","Pink",4.8,122.78,267,2007-03-31 00:00:00.000,"Smart phones & PDAs","Cell phones"
1508,"0504039","The Phone Company Smart phones Expert M400 Pink","The Phone Company","The Phone Company","Pink",1,137.96,300,2006-08-08 00:00:00.000,"Smart phones & PDAs","Cell phones"
1509,"0504040","The Phone Company Smart phones Unlocked International M800 Pink","The Phone Company","The Phone Company","Pink",8,142.56,310,2006-09-19 00:00:00.000,"Smart phones & PDAs","Cell phones"
1510,"0504041","The Phone Company Smart phones without camera E100 Gold","The Phone Company","The Phone Company","Gold",1,65.77,129,2006-11-18 00:00:00.000,"Smart phones & PDAs","Cell phones"
1511,"0504042","The Phone Company Microsoft Windows Mobile M200 Gold","The Phone Company","The Phone Company","Gold",1.2,105.31,229,2009-02-14 00:00:00.000,"Smart phones & PDAs","Cell phones"
1512,"0504043","The Phone Company Smart phones 4 GB of Memory M300 Gold","The Phone Company","The Phone Company","Gold",3,109.91,239,2008-12-01 00:00:00.000,"Smart phones & PDAs","Cell phones"
1513,"0504044","The Phone Company Smart phones 8 GB of Memory M400 Gold","The Phone Company","The Phone Company","Gold",3,123.7,269,2007-07-07 00:00:00.000,"Smart phones & PDAs","Cell phones"
1514,"0504045","The Phone Company Smart phones 160x160 M26 Gold","The Phone Company","The Phone Company","Gold",2.6,95.65,208,2005-02-24 00:00:00.000,"Smart phones & PDAs","Cell phones"
1515,"0504046","The Phone Company Smart phones 6-LINE SCREEN M21 Gold","The Phone Company","The Phone Company","Gold",3.9,105.77,230,2006-05-19 00:00:00.000,"Smart phones & PDAs","Cell phones"
1516,"0504047","The Phone Company Smart phones 320 x 320 M86 Gold","The Phone Company","The Phone Company","Gold",6,132.44,288,2009-05-05 00:00:00.000,"Smart phones & PDAs","Cell phones"
1517,"0504048","The Phone Company Smart phones Unlocked M300 Gold","The Phone Company","The Phone Company","Gold",4.7,122.78,267,2007-03-31 00:00:00.000,"Smart phones & PDAs","Cell phones"
1518,"0504049","The Phone Company Smart phones Expert M400 Gold","The Phone Company","The Phone Company","Gold",4.7,137.96,300,2006-08-08 00:00:00.000,"Smart phones & PDAs","Cell phones"
1519,"0504050","The Phone Company Smart phones Unlocked International M800 Gold","The Phone Company","The Phone Company","Gold",4.8,142.56,310,2006-09-19 00:00:00.000,"Smart phones & PDAs","Cell phones"
1574,"0602004","SV DVD Player M130 Grey","Southridge Video","Southridge Video","Grey",4,27.59,59.99,2009-01-09 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1575,"0602005","SV DVD Player M140 Gold","Southridge Video","Southridge Video","Gold",4,28.05,60.99,2009-01-09 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1576,"0602006","SV DVD Movies E100 Yellow","Southridge Video","Southridge Video","Yellow",4,6.62,12.99,2006-01-10 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1580,"0602010","SV DVD Recorder L230 Grey","Southridge Video","Southridge Video","Grey",4,72.56,219,2007-09-19 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1581,"0602011","SV DVD Recorder L240 Gold","Southridge Video","Southridge Video","Gold",4,72.56,219,2007-09-19 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1592,"0602022","SV DVD 48 DVD Storage Binder M50 Red","Southridge Video","Southridge Video","Red",4,8.27,17.99,2005-01-02 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1593,"0602023","SV DVD 58 DVD Storage Binder M55 Red","Southridge Video","Southridge Video","Red",4,6.39,13.89,2006-02-04 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1594,"0602024","SV DVD 38 DVD Storage Binder E25 Red","Southridge Video","Southridge Video","Red",4,5.09,9.99,2005-01-08 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1595,"0602025","SV DVD 60 DVD Storage Binder L20 Red","Southridge Video","Southridge Video","Red",4,7.58,22.89,2006-05-06 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1596,"0602026","SV DVD 55DVD Storage Binder M56 Red","Southridge Video","Southridge Video","Red",4,5.82,12.66,2005-01-02 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1598,"0602028","SV DVD External DVD Burner M200 Grey","Southridge Video","Southridge Video","Grey",4,26.62,57.88,2008-06-02 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1599,"0602029","SV DVD External DVD Burner M200 Blue","Southridge Video","Southridge Video","Blue",4,26.62,57.88,2008-06-02 00:00:00.000,"Movie DVD","Music, Movies and Audio Books"
1661,"0701001","MGS Hand Games for kids E300 Yellow","Tailspin Toys","Tailspin Toys","Yellow",1,2.8,5.5,2008-03-09 00:00:00.000,"Boxed Games","Games and Toys"
1662,"0701002","MGS Hand Games for students E400 Yellow","Tailspin Toys","Tailspin Toys","Yellow",1.5,3.56,6.99,2005-02-08 00:00:00.000,"Boxed Games","Games and Toys"
1663,"0701003","MGS Hand Games men M300 Yellow","Tailspin Toys","Tailspin Toys","Yellow",2,3.17,6.89,2009-01-02 00:00:00.000,"Boxed Games","Games and Toys"
1664,"0701004","MGS Hand Games women M400 Yellow","Tailspin Toys","Tailspin Toys","Yellow",1.4,4.13,8.99,2006-02-08 00:00:00.000,"Boxed Games","Games and Toys"
1665,"0701005","MGS Hand Games for 12-16 boys E600 Yellow","Tailspin Toys","Tailspin Toys","Yellow",1.8,2.54,4.99,2005-01-04 00:00:00.000,"Boxed Games","Games and Toys"
1666,"0701006","MGS Hand Games for Office worker L299 Yellow","Tailspin Toys","Tailspin Toys","Yellow",1,5.6,16.89,2005-01-02 00:00:00.000,"Boxed Games","Games and Toys"
1673,"0701013","MGS Hand Games for kids E300 Red","Tailspin Toys","Tailspin Toys","Red",1,2.8,5.5,2008-03-09 00:00:00.000,"Boxed Games","Games and Toys"
1674,"0701014","MGS Hand Games for students E400 Red","Tailspin Toys","Tailspin Toys","Red",0.9,3.56,6.99,2005-02-08 00:00:00.000,"Boxed Games","Games and Toys"
1675,"0701015","MGS Hand Games men M300 Red","Tailspin Toys","Tailspin Toys","Red",1,3.17,6.89,2009-01-02 00:00:00.000,"Boxed Games","Games and Toys"
1676,"0701016","MGS Hand Games women M400 Red","Tailspin Toys","Tailspin Toys","Red",1.5,4.13,8.99,2006-02-08 00:00:00.000,"Boxed Games","Games and Toys"
1677,"0701017","MGS Hand Games for 12-16 boys E600 Red","Tailspin Toys","Tailspin Toys","Red",2,2.54,4.99,2005-01-04 00:00:00.000,"Boxed Games","Games and Toys"
1678,"0701018","MGS Hand Games for Office worker L299 Red","Tailspin Toys","Tailspin Toys","Red",1.4,5.6,16.89,2005-01-02 00:00:00.000,"Boxed Games","Games and Toys"
1685,"0701025","SV Hand Games for kids E30 Yellow","Southridge Video","Southridge Video","Yellow",1.2,2.75,5.39,2007-07-09 00:00:00.000,"Boxed Games","Games and Toys"
1686,"0701026","SV Hand Games for students E40 Yellow","Southridge Video","Southridge Video","Yellow",1.1,3.56,6.99,2005-02-12 00:00:00.000,"Boxed Games","Games and Toys"
1687,"0701027","SV Hand Games men M30 Yellow","Southridge Video","Southridge Video","Yellow",1,3.16,6.88,2009-01-12 00:00:00.000,"Boxed Games","Games and Toys"
1688,"0701028","SV Hand Games women M40 Yellow","Southridge Video","Southridge Video","Yellow",0.9,4.08,8.88,2006-05-08 00:00:00.000,"Boxed Games","Games and Toys"
1689,"0701029","SV Hand Games for 12-16 boys E60 Yellow","Southridge Video","Southridge Video","Yellow",1,2.54,4.98,2005-07-04 00:00:00.000,"Boxed Games","Games and Toys"
1690,"0701030","SV Hand Games for Office worker L28 Yellow","Southridge Video","Southridge Video","Yellow",1.5,5.63,16.99,2005-08-02 00:00:00.000,"Boxed Games","Games and Toys"
1697,"0701037","SV Hand Games for kids E30 Red","Southridge Video","Southridge Video","Red",1.7,2.75,5.39,2007-07-09 00:00:00.000,"Boxed Games","Games and Toys"
1698,"0701038","SV Hand Games for students E40 Red","Southridge Video","Southridge Video","Red",1.9,3.56,6.99,2005-02-12 00:00:00.000,"Boxed Games","Games and Toys"
1699,"0701039","SV Hand Games men M30 Red","Southridge Video","Southridge Video","Red",1.2,3.16,6.88,2009-01-12 00:00:00.000,"Boxed Games","Games and Toys"
1700,"0701040","SV Hand Games women M40 Red","Southridge Video","Southridge Video","Red",1.1,4.08,8.88,2006-05-08 00:00:00.000,"Boxed Games","Games and Toys"
1701,"0701041","SV Hand Games for 12-16 boys E60 Red","Southridge Video","Southridge Video","Red",1,2.54,4.98,2005-07-04 00:00:00.000,"Boxed Games","Games and Toys"
1702,"0701042","SV Hand Games for Office worker L28 Red","Southridge Video","Southridge Video","Red",0.8,5.63,16.99,2005-08-02 00:00:00.000,"Boxed Games","Games and Toys"
1116,"0402073","Fabrikam SLR Camera X147 Grey","Fabrikam, Inc.","Fabrikam","Grey",5,213.7,645,2006-12-31 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1117,"0402074","Fabrikam SLR Camera 35"" X358 Grey","Fabrikam, Inc.","Fabrikam","Grey",4,144.52,436.2,2005-06-16 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1118,"0402075","Fabrikam SLR Camera M147 Grey","Fabrikam, Inc.","Fabrikam","Grey",4.3,153.59,334,2006-09-03 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1119,"0402076","Fabrikam SLR Camera 35"" M358 Grey","Fabrikam, Inc.","Fabrikam","Grey",4.4,150.84,328,2007-02-28 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1120,"0402077","Fabrikam SLR Camera X148 Silver Grey","Fabrikam, Inc.","Fabrikam","Silver Grey",4.6,217.68,657,2006-07-13 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1121,"0402078","Fabrikam SLR Camera 35"" X358 Silver Grey","Fabrikam, Inc.","Fabrikam","Silver Grey",4.65,144.52,436.2,2004-09-16 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1122,"0402079","Fabrikam SLR Camera M148 Silver Grey","Fabrikam, Inc.","Fabrikam","Silver Grey",4.8,152.68,332,2006-08-02 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1123,"0402080","Fabrikam SLR Camera 35"" M358 Silver Grey","Fabrikam, Inc.","Fabrikam","Silver Grey",4.9,150.84,328,2005-11-13 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1124,"0402081","Fabrikam SLR Camera X148 Gold","Fabrikam, Inc.","Fabrikam","Gold",4.75,217.68,657,2007-11-15 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1125,"0402082","Fabrikam SLR Camera 35"" X358 Gold","Fabrikam, Inc.","Fabrikam","Gold",4.68,144.52,436.2,2005-06-16 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1126,"0402083","Fabrikam SLR Camera M148 Gold","Fabrikam, Inc.","Fabrikam","Gold",4.95,152.68,332,2009-04-11 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1127,"0402084","Fabrikam SLR Camera 35"" M358 Gold","Fabrikam, Inc.","Fabrikam","Gold",5.1,150.84,328,2006-07-03 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1128,"0402085","Fabrikam SLR Camera X149 Pink","Fabrikam, Inc.","Fabrikam","Pink",4.9,207.74,627,2008-09-30 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1129,"0402086","Fabrikam SLR Camera 35"" X358 Pink","Fabrikam, Inc.","Fabrikam","Pink",5.2,144.52,436.2,2005-04-16 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1130,"0402087","Fabrikam SLR Camera M149 Pink","Fabrikam, Inc.","Fabrikam","Pink",5.3,146.7,319,2008-02-05 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1131,"0402088","Fabrikam SLR Camera 35"" M358 Pink","Fabrikam, Inc.","Fabrikam","Pink",5.65,150.84,328,2009-01-03 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1132,"0402089","Fabrikam SLR Camera X149 Blue","Fabrikam, Inc.","Fabrikam","Blue",5.1,207.74,627,2005-07-30 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1133,"0402090","Fabrikam SLR Camera 35"" X358 Blue","Fabrikam, Inc.","Fabrikam","Blue",5.3,144.52,436.2,2006-05-16 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1134,"0402091","Fabrikam SLR Camera M149 Blue","Fabrikam, Inc.","Fabrikam","Blue",5.4,146.7,319,2008-11-02 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1135,"0402092","Fabrikam SLR Camera 35"" M358 Blue","Fabrikam, Inc.","Fabrikam","Blue",5.6,150.84,328,2005-05-05 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1136,"0402093","Fabrikam SLR Camera X150 Orange","Fabrikam, Inc.","Fabrikam","Orange",5.9,159.2,480.5,2007-03-31 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1137,"0402094","Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.","Fabrikam","Orange",6.1,144.52,436.2,2006-08-08 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1138,"0402095","Fabrikam SLR Camera M150 Orange","Fabrikam, Inc.","Fabrikam","Orange",5.25,180.22,391.9,2006-09-19 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1139,"0402096","Fabrikam SLR Camera 35"" M358 Orange","Fabrikam, Inc.","Fabrikam","Orange",4.9,150.84,328,2006-02-28 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1140,"0402097","Fabrikam SLR Camera X150 Green","Fabrikam, Inc.","Fabrikam","Green",4.6,159.2,480.5,2006-07-13 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
1141,"0402098","Fabrikam SLR Camera 35"" X358 Green","Fabrikam, Inc.","Fabrikam","Green",5.1,144.52,436.2,2006-11-18 00:00:00.000,"Digital SLR Cameras","Cameras and camcorders"
