Date,MonthNum,Month,MonthLong,Quarter,Year,FiscalMonthNum,FiscalMonth,FiscalMonthLong,FiscalQuarter,FiscalYear,CurMonthOffset,CurQuarterOffset,CurYearOffset,FutureDate,CurFiscalYearOffset,MonthYearNum,MonthYear,MonthYearLong,WeekdayNum,Weekday,WeekdayWeekend,WeekSequenceNum,CurWeekOffset
2018-10-30 00:00:00.000,10,"Oct","October","Q4",2018,4,"Oct","October","FQ2","FY19",-7,-2,-1,"Past","0",201810,"Oct-18","Oct-2018",2,"Tue","Weekday",44,-29
2018-10-31 00:00:00.000,10,"Oct","October","Q4",2018,4,"Oct","October","FQ2","FY19",-7,-2,-1,"Past","0",201810,"Oct-18","Oct-2018",3,"Wed","Weekday",44,-29
2018-11-01 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",4,"Thu","Weekday",44,-29
2018-11-02 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",5,"Fri","Weekday",44,-29
2018-11-05 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",1,"Mon","Weekday",45,-28
2018-11-06 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",2,"Tue","Weekday",45,-28
2018-11-07 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",3,"Wed","Weekday",45,-28
2018-11-08 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",4,"Thu","Weekday",45,-28
2018-11-09 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",5,"Fri","Weekday",45,-28
2018-11-12 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",1,"Mon","Weekday",46,-27
2018-11-13 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",2,"Tue","Weekday",46,-27
2018-11-14 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",3,"Wed","Weekday",46,-27
2018-11-15 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",4,"Thu","Weekday",46,-27
2018-11-16 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",5,"Fri","Weekday",46,-27
2018-11-19 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",1,"Mon","Weekday",47,-26
2018-11-20 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",2,"Tue","Weekday",47,-26
2018-11-21 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",3,"Wed","Weekday",47,-26
2018-11-22 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",4,"Thu","Weekday",47,-26
2018-11-23 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",5,"Fri","Weekday",47,-26
2018-11-26 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",1,"Mon","Weekday",48,-25
2018-11-27 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",2,"Tue","Weekday",48,-25
2018-11-28 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",3,"Wed","Weekday",48,-25
2018-11-29 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",4,"Thu","Weekday",48,-25
2018-11-30 00:00:00.000,11,"Nov","November","Q4",2018,5,"Nov","November","FQ2","FY19",-6,-2,-1,"Past","0",201811,"Nov-18","Nov-2018",5,"Fri","Weekday",48,-25
2018-12-03 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",1,"Mon","Weekday",49,-24
2018-12-04 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",2,"Tue","Weekday",49,-24
2018-12-05 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",3,"Wed","Weekday",49,-24
2018-12-06 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",4,"Thu","Weekday",49,-24
2018-12-07 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",5,"Fri","Weekday",49,-24
2018-12-10 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",1,"Mon","Weekday",50,-23
2018-12-11 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",2,"Tue","Weekday",50,-23
2018-12-12 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",3,"Wed","Weekday",50,-23
2018-12-13 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",4,"Thu","Weekday",50,-23
2018-12-14 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",5,"Fri","Weekday",50,-23
2018-12-17 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",1,"Mon","Weekday",51,-22
2018-12-18 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",2,"Tue","Weekday",51,-22
2018-12-19 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",3,"Wed","Weekday",51,-22
2018-12-20 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",4,"Thu","Weekday",51,-22
2018-12-21 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",5,"Fri","Weekday",51,-22
2018-12-24 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",1,"Mon","Weekday",52,-21
2018-12-25 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",2,"Tue","Weekday",52,-21
2018-12-26 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",3,"Wed","Weekday",52,-21
2018-12-27 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",4,"Thu","Weekday",52,-21
2018-12-28 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",5,"Fri","Weekday",52,-21
2018-12-31 00:00:00.000,12,"Dec","December","Q4",2018,6,"Dec","December","FQ2","FY19",-5,-2,-1,"Past","0",201812,"Dec-18","Dec-2018",1,"Mon","Weekday",53,-20
2019-01-01 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",53,-20
2019-01-02 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",53,-20
2019-01-03 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",53,-20
2019-01-04 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",53,-20
2019-01-05 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",6,"Sat","Weekend",53,-20
2019-01-06 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",0,"Sun","Weekend",54,-19
2019-01-07 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",54,-19
2019-01-08 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",54,-19
2019-01-09 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",54,-19
2019-01-10 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",54,-19
2019-01-11 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",54,-19
2019-01-12 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",6,"Sat","Weekend",54,-19
2019-01-13 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",0,"Sun","Weekend",55,-18
2019-01-14 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",55,-18
2019-01-15 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",55,-18
2019-01-16 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",55,-18
2019-01-17 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",55,-18
2019-01-18 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",55,-18
2019-01-19 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",6,"Sat","Weekend",55,-18
2019-01-20 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",0,"Sun","Weekend",56,-17
2019-01-21 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",56,-17
2019-01-22 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",56,-17
2019-01-23 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",56,-17
2019-01-24 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",56,-17
2019-01-25 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",56,-17
2019-01-26 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",6,"Sat","Weekend",56,-17
2019-01-27 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",0,"Sun","Weekend",57,-16
2019-01-28 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",57,-16
2019-01-29 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",57,-16
2019-01-30 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",57,-16
2019-01-31 00:00:00.000,1,"Jan","January","Q1",2019,7,"Jan","January","FQ3","FY19",-4,-1,0,"Past","0",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",57,-16
2019-02-01 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",5,"Fri","Weekday",57,-16
2019-02-02 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",6,"Sat","Weekend",57,-16
2019-02-03 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",0,"Sun","Weekend",58,-15
2019-02-04 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",1,"Mon","Weekday",58,-15
2019-02-05 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",2,"Tue","Weekday",58,-15
2019-02-06 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",3,"Wed","Weekday",58,-15
2019-02-07 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",4,"Thu","Weekday",58,-15
2019-02-08 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",5,"Fri","Weekday",58,-15
2019-02-09 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",6,"Sat","Weekend",58,-15
2019-02-10 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",0,"Sun","Weekend",59,-14
2019-02-11 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",1,"Mon","Weekday",59,-14
2019-02-12 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",2,"Tue","Weekday",59,-14
2019-02-13 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",3,"Wed","Weekday",59,-14
2019-02-14 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",4,"Thu","Weekday",59,-14
2019-02-15 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",5,"Fri","Weekday",59,-14
2019-02-16 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",6,"Sat","Weekend",59,-14
2019-02-17 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",0,"Sun","Weekend",60,-13
2019-02-18 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",1,"Mon","Weekday",60,-13
2019-02-19 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",2,"Tue","Weekday",60,-13
2019-02-20 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",3,"Wed","Weekday",60,-13
2019-02-21 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",4,"Thu","Weekday",60,-13
2019-02-22 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",5,"Fri","Weekday",60,-13
2019-02-23 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",6,"Sat","Weekend",60,-13
2019-02-24 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",0,"Sun","Weekend",61,-12
2019-02-25 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",1,"Mon","Weekday",61,-12
2019-02-26 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",2,"Tue","Weekday",61,-12
2019-02-27 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",3,"Wed","Weekday",61,-12
2019-02-28 00:00:00.000,2,"Feb","February","Q1",2019,8,"Feb","February","FQ3","FY19",-3,-1,0,"Past","0",201902,"Feb-19","Feb-2019",4,"Thu","Weekday",61,-12
2019-03-01 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",61,-12
2019-03-02 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",6,"Sat","Weekend",61,-12
2019-03-03 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",0,"Sun","Weekend",62,-11
2019-03-04 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",62,-11
2019-03-05 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",62,-11
2019-03-06 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",62,-11
2019-03-07 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",62,-11
2019-03-08 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",62,-11
2019-03-09 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",6,"Sat","Weekend",62,-11
2019-03-10 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",0,"Sun","Weekend",63,-10
2019-03-11 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",63,-10
2019-03-12 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",63,-10
2019-03-13 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",63,-10
2019-03-14 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",63,-10
2019-03-15 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",63,-10
2019-03-16 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",6,"Sat","Weekend",63,-10
2019-03-17 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",0,"Sun","Weekend",64,-9
2019-03-18 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",64,-9
2019-03-19 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",64,-9
2019-03-20 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",64,-9
2019-03-21 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",64,-9
2019-03-22 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",64,-9
2019-03-23 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",6,"Sat","Weekend",64,-9
2019-03-24 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",0,"Sun","Weekend",65,-8
2019-03-25 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",65,-8
2019-03-26 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",65,-8
2019-03-27 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",65,-8
2019-03-28 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",65,-8
2019-03-29 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",65,-8
2019-03-30 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",6,"Sat","Weekend",65,-8
2019-03-31 00:00:00.000,3,"Mar","March","Q1",2019,9,"Mar","March","FQ3","FY19",-2,-1,0,"Past","0",201903,"Mar-19","Mar-2019",0,"Sun","Weekend",66,-7
2019-04-01 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",1,"Mon","Weekday",66,-7
2019-04-02 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",2,"Tue","Weekday",66,-7
2019-04-03 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",3,"Wed","Weekday",66,-7
2019-04-04 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",4,"Thu","Weekday",66,-7
2019-04-05 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",5,"Fri","Weekday",66,-7
2019-04-06 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",6,"Sat","Weekend",66,-7
2019-04-07 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",0,"Sun","Weekend",67,-6
