SKFact,SKCasualty_Severity,SKCasualty_Type,SKDate,SKAge_Group,Number_of_Casualties,create_date,update_date
98575,3,6,2569,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98586,3,9,2378,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98588,3,11,2250,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98609,3,9,2380,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98622,3,6,2573,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98689,3,6,2580,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98698,3,9,2389,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98717,3,6,2583,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98757,3,6,2587,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98785,3,6,2590,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98811,3,9,2401,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98837,3,6,2596,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98891,3,9,2409,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98899,3,6,2602,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98951,3,6,2608,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
98980,3,6,2611,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99001,3,12,2229,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99051,3,6,2619,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99053,3,12,2235,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99062,3,6,2620,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99077,3,6,2622,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99168,3,9,2440,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99180,3,11,2313,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99237,3,6,2639,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99252,3,6,2641,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99290,3,6,2645,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99307,3,6,2647,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99344,3,4,2779,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99347,3,11,2332,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99357,3,11,2333,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99412,3,9,2467,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99426,3,9,2468,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99430,3,9,2469,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99436,3,2,2918,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99446,3,9,2471,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99457,3,9,2472,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99501,3,4,2797,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99571,3,12,2294,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99605,3,12,2298,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99615,3,6,2683,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99627,3,11,2364,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99639,3,11,2366,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99660,3,9,2497,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99693,3,9,2501,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99701,3,12,2310,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99725,3,9,2505,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99741,3,4,2827,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99747,3,4,2828,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99762,3,6,2701,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99822,3,12,2325,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99942,3,9,2532,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
99979,3,9,2537,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100001,3,9,2540,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100010,3,9,2541,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100015,3,9,2542,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100024,3,11,2415,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100025,3,4,2863,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100031,3,9,2544,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100046,3,11,2418,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100054,3,12,2355,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100084,3,6,2743,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100088,3,11,2423,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100115,3,6,2746,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100119,3,9,2555,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100143,3,12,2366,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100194,3,11,2437,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100214,3,9,2568,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100246,3,11,2444,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100252,3,12,2381,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100262,3,4,2894,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100281,3,12,2385,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100354,3,6,2779,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100409,3,4,2916,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100411,3,12,2404,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100427,3,9,2598,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100449,3,4,2921,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100463,3,11,2475,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100467,3,12,2412,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100468,3,9,2604,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100494,3,12,2415,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100514,3,9,2611,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100598,3,9,2624,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100620,3,12,2435,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100623,3,12,2436,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100638,3,9,2630,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100648,3,11,2504,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100661,3,11,2506,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100691,3,12,2447,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100753,3,6,2842,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100763,3,6,2843,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100789,3,9,2656,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100827,3,6,2854,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100876,3,9,2670,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100911,3,6,2868,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100924,3,9,2679,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100942,3,12,2490,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100959,3,6,2877,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
100999,3,9,2693,3,1,2021-12-06 18:01:25.643,2021-12-06 18:01:25.643
88795,3,1,1684,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89109,3,2,1700,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89144,3,2,1708,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89670,3,2,1805,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89761,3,2,1820,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89782,3,2,1824,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90033,3,2,1862,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90038,3,2,1863,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90402,3,9,1467,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90409,3,9,1468,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90482,3,2,1926,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90512,3,9,1482,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90553,3,9,1488,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90583,3,9,1492,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90618,3,9,1496,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90629,3,2,1946,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90641,3,9,1500,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90704,3,9,1509,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90751,3,9,1515,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90846,3,9,1529,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90886,3,9,1533,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90894,3,9,1534,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91002,3,9,1548,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91081,3,9,1558,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91105,3,1,2073,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91207,3,9,1574,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91254,3,9,1581,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91315,3,9,1588,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91443,3,11,1477,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91460,3,9,1607,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91546,3,9,1618,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91569,3,9,1620,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91587,3,9,1623,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91655,3,11,1504,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91682,3,9,1635,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91753,3,11,1515,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91764,3,9,1645,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91792,3,9,1649,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91796,3,11,1521,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91804,3,11,1522,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91828,3,9,1653,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91899,3,9,1662,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91913,3,9,1664,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91920,3,9,1665,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91957,3,9,1669,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91961,3,9,1670,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92000,3,11,1546,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92043,3,12,1488,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92067,3,12,1492,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92075,3,11,1557,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92101,3,11,1560,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92135,3,11,1564,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92156,3,12,1502,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92200,3,11,1572,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92248,3,12,1514,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92273,3,9,1709,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92281,3,9,1710,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92312,3,11,1586,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92337,3,9,1717,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92370,3,9,1721,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92372,3,11,1593,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92470,3,9,1733,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92508,3,2,2186,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92516,3,2,2187,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92524,3,12,1548,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92542,3,2,2190,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92559,3,9,1744,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92565,3,11,1617,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92569,3,9,1745,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92575,3,9,1746,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92585,3,11,1619,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92632,3,9,1753,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92653,3,9,1755,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92675,3,12,1566,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92735,3,12,1573,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92747,3,12,1574,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92766,3,9,1768,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92772,3,9,1769,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92788,3,2,2219,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92789,3,11,1643,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92820,3,9,1775,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92857,3,12,1587,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92961,3,9,1792,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93023,3,9,1799,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93045,3,9,1802,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93082,3,14,1486,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93083,3,11,1678,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93104,3,9,1809,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93137,3,2,2261,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93166,3,9,1816,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93195,3,11,1691,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93200,3,9,1819,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93245,3,11,1696,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93269,3,2,2275,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93287,3,9,1829,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93292,3,14,1509,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93340,3,9,1835,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93364,3,9,1837,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93379,3,9,1839,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93388,3,11,1712,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93399,3,12,1649,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93436,3,11,1717,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93442,3,14,1526,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93469,3,15,1465,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93470,3,14,1529,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93477,3,15,1466,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93485,3,15,1467,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93497,3,12,1660,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93502,3,9,1853,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93514,3,11,1726,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93516,3,15,1470,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93517,3,12,1662,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93564,3,14,1539,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93580,3,15,1477,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93593,3,12,1670,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93599,3,11,1735,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93626,3,15,1482,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93662,3,11,1742,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93676,3,14,1552,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93698,3,9,1874,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93706,3,9,1875,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93716,3,15,1492,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93728,3,11,1749,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93745,3,9,1879,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93747,3,15,1495,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93757,3,15,1496,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93762,3,9,1881,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93765,3,14,1561,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93775,3,15,1498,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93796,3,12,1692,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93797,3,11,1756,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93806,3,11,1757,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93821,3,9,1887,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93848,3,11,1762,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93860,3,9,1892,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93871,3,15,1509,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93883,3,12,1702,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93886,3,14,1574,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93888,3,11,1766,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93901,3,9,1896,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88693,3,4,1464,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88697,3,4,1465,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88707,3,4,1468,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88721,3,4,1472,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88736,3,4,1476,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88765,3,4,1484,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88815,3,4,1497,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88818,3,4,1498,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88841,3,4,1504,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88869,3,4,1512,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88876,3,4,1514,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88892,3,4,1519,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88916,3,4,1525,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
88934,3,4,1530,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89122,3,4,1575,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89173,3,4,1586,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89186,3,4,1589,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89210,3,4,1594,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89215,3,4,1595,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89253,3,4,1603,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89332,3,4,1618,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89351,3,4,1621,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89441,3,4,1637,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89465,3,4,1642,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89515,3,4,1652,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89543,3,4,1656,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89678,3,4,1678,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89689,3,4,1680,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89705,3,4,1683,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89732,3,4,1687,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89766,3,4,1693,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89771,3,4,1694,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89775,3,4,1695,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89833,3,4,1704,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
89902,3,4,1715,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90043,3,4,1735,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90092,3,4,1743,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90142,3,4,1750,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90642,3,4,1820,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90650,3,4,1821,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90660,3,4,1822,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90682,3,4,1826,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90687,3,4,1827,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90834,3,4,1847,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90840,3,4,1848,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90874,3,4,1852,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91008,3,4,1868,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91010,3,4,1869,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91033,3,4,1872,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91119,3,4,1883,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91128,3,4,1884,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91206,3,4,1894,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91229,3,4,1897,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91394,3,4,1918,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91444,3,4,1925,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91462,3,4,1927,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91487,3,4,1930,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91493,3,4,1931,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91498,3,4,1932,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91574,3,4,1941,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91604,3,4,1945,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91669,3,4,1954,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91706,3,4,1958,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91876,3,4,1979,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91948,3,4,1988,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92004,3,4,1995,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92025,3,4,1998,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92238,3,4,2025,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92472,3,4,2053,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93062,3,4,2124,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93158,3,4,2135,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93416,3,4,2163,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93548,3,4,2177,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93801,3,4,2205,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93843,3,4,2210,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93853,3,4,2211,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93869,3,4,2213,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93879,3,4,2214,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
