SKFact,SKCasualty_Severity,SKDate,SKLocal_Authority_District,Number_of_Casualities,create_date,update_date
6458,3,978,314,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6459,3,979,250,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6462,3,1,341,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6464,3,6,21,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6465,3,367,355,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6473,3,855,374,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6475,3,1227,4,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6479,3,613,237,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6481,3,981,123,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6483,3,368,292,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6487,3,126,155,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6488,3,493,105,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6491,3,1227,5,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6492,3,1224,197,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6493,3,250,32,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6494,3,248,160,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6495,3,613,238,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6497,3,4,151,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6498,3,372,37,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6500,3,1103,129,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6503,3,123,348,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6507,3,246,289,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6511,3,612,303,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6516,3,978,317,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6518,3,1346,203,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6519,3,1,344,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6523,3,368,294,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6525,3,735,244,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6527,3,128,29,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6534,3,4,153,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6538,3,128,30,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6539,3,491,236,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6540,3,494,44,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6542,3,246,291,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6545,3,615,113,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6549,3,1,346,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6551,3,369,232,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6552,3,371,104,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6553,3,127,95,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6554,3,124,287,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6558,3,859,123,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6559,3,245,356,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6569,3,733,375,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6571,3,1101,261,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6575,3,858,188,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6576,3,250,37,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6582,3,6,28,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6583,3,4,156,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6592,3,856,317,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6594,3,1225,139,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6598,3,612,308,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6600,3,1346,208,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6602,3,5,93,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6605,3,368,299,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6608,3,123,354,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6610,3,860,62,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6613,3,983,3,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6616,3,4,158,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6620,3,1103,136,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6625,3,1227,13,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6626,3,245,360,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6627,3,247,232,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6628,3,250,40,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6632,3,5,95,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6635,3,737,123,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6636,3,1103,137,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6641,3,491,242,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6651,3,369,238,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6652,3,128,37,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6656,3,612,312,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6661,3,367,367,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6663,3,738,61,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6664,3,1103,139,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6667,3,124,294,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6670,3,857,258,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6672,3,856,322,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6682,3,123,359,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6683,3,126,167,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6684,3,861,3,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6690,3,1349,22,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6691,3,1344,342,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6693,3,1,355,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6698,3,125,232,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6701,3,1227,18,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6704,3,612,315,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6706,3,3,228,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6709,3,372,50,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6711,3,1105,14,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6712,3,127,105,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6713,3,489,375,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6718,3,3,229,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6721,3,735,257,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6723,3,1101,271,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6726,3,127,106,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6732,3,245,367,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6734,3,612,317,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6735,3,616,61,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6736,3,980,203,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6740,3,1104,80,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6743,3,126,171,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6744,3,493,121,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6745,3,861,7,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6751,3,980,204,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6753,3,1349,26,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6756,3,6,39,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6757,3,368,309,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6759,3,1105,17,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6761,3,125,236,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6764,3,490,314,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6767,3,1222,342,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6769,3,249,113,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6771,3,983,13,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6774,3,739,4,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6775,3,1105,18,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6776,3,1101,274,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6780,3,247,242,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6781,3,611,384,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6790,3,5,105,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6791,3,4,169,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6793,3,735,261,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6796,3,125,238,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6800,3,978,335,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6802,3,1347,157,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6806,3,4,170,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6812,3,123,367,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6813,3,125,239,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6815,3,490,317,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6818,3,1225,153,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6821,3,1347,158,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6824,3,2,299,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6825,3,6,43,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6826,3,1100,341,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6827,3,494,62,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6828,3,490,318,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6830,3,1222,346,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6832,3,250,53,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6833,3,617,3,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6835,3,1347,159,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6837,3,6,44,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6839,3,1100,342,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6840,3,1105,22,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6845,3,1225,155,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6847,3,617,4,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6851,3,6,45,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6856,3,1100,343,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6860,3,856,334,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6868,3,3,238,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6869,3,370,188,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6870,3,1100,344,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6874,3,857,271,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6879,3,246,312,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6880,3,250,56,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6881,3,245,376,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6882,3,983,20,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6886,3,6,47,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6887,3,124,308,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6890,3,858,208,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6894,3,1344,355,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6895,3,6,48,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6898,3,736,204,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6899,3,1103,154,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6903,3,124,309,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6907,3,856,337,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6910,3,1223,287,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6911,3,247,250,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6913,3,978,342,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6914,3,1346,228,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6916,3,1347,164,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6917,3,5,113,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6918,3,368,319,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6920,3,1100,347,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6921,3,123,374,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6924,3,861,18,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6926,3,1225,160,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6929,3,246,315,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6931,3,615,137,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6932,3,981,151,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6935,3,734,334,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6939,3,490,325,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6940,3,495,5,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6943,3,861,19,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6944,3,978,344,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6946,3,1346,230,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6948,3,1347,166,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6949,3,371,129,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6956,3,490,326,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6959,3,246,317,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6960,3,250,61,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6961,3,614,203,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6962,3,2,308,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6964,3,736,208,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6971,3,859,149,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6974,3,1222,355,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6975,3,1225,163,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6977,3,981,154,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6980,3,1345,296,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6983,3,5,117,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6984,3,4,181,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6988,3,739,17,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6993,3,1101,287,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6994,3,124,314,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6995,3,126,186,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6996,3,123,378,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
6997,3,127,122,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7000,3,1223,292,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7001,3,1222,356,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7002,3,250,63,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7005,3,1348,105,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7006,3,6,54,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7012,3,859,151,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7014,3,612,334,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7018,3,983,28,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7022,3,739,19,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7028,3,1222,358,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7030,3,249,129,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7032,3,617,15,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7033,3,983,29,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7041,3,859,153,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7043,3,1227,39,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7044,3,246,322,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7046,3,614,208,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7051,3,737,149,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7052,3,1101,291,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7053,3,1100,355,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7057,3,492,204,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7061,3,246,323,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7069,3,2,314,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7071,3,1,378,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7073,3,371,136,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7075,3,734,342,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7079,3,613,274,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7082,3,5,123,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7083,3,1105,37,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7085,3,495,14,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7092,3,1346,239,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7094,3,734,344,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7096,3,1102,230,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7097,3,1104,102,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7100,3,127,129,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7114,3,494,80,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7115,3,492,208,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7119,3,859,158,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7122,3,1227,44,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7123,3,617,21,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7126,3,1348,113,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7127,3,737,154,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7129,3,1102,232,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7130,3,1104,104,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7131,3,124,323,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7136,3,859,159,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7140,3,978,356,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7142,3,1344,370,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7143,3,2,319,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7144,3,373,13,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7145,3,737,155,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7147,3,1105,41,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7148,3,1104,105,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7149,3,1101,297,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7150,3,1103,169,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7153,3,859,160,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7157,3,1346,243,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7158,3,368,334,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7161,3,1102,234,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7162,3,1104,106,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7170,3,614,216,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7173,3,981,166,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7175,3,1348,116,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7176,3,5,129,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7181,3,1101,299,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7182,3,1103,171,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7184,3,124,326,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7186,3,490,340,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7187,3,495,20,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7188,3,248,203,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7189,3,616,89,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7191,3,983,39,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7196,3,1349,53,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7197,3,3,258,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7198,3,2,322,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7203,3,493,149,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7204,3,857,291,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7208,3,615,154,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7211,3,1344,374,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7213,3,738,95,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7214,3,735,287,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7215,3,857,292,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7216,3,1224,242,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7217,3,1227,50,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7218,3,248,205,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7223,3,978,361,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7224,3,5,132,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7225,3,739,32,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7226,3,737,160,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7227,3,127,137,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7232,3,861,37,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7234,3,1223,307,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7235,3,246,334,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7236,3,249,142,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7249,3,860,102,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7250,3,858,230,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7254,3,617,29,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7256,3,983,43,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7260,3,735,290,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7261,3,1104,112,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7263,3,126,203,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7264,3,127,139,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7265,3,493,153,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7267,3,1227,53,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7270,3,613,286,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7274,3,1346,250,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7279,3,1104,113,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7280,3,493,154,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7281,3,495,26,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7284,3,247,273,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7286,3,616,95,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7287,3,615,159,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7291,3,129,13,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7292,3,860,105,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7294,3,1222,375,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7295,3,251,18,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7297,3,613,288,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7302,3,127,142,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7305,3,856,362,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7311,3,982,111,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7315,3,368,344,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7318,3,737,166,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7320,3,1102,244,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7323,3,493,157,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7324,3,857,299,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7325,3,861,43,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7327,3,247,276,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7330,3,4,203,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7332,3,738,103,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7348,3,1349,63,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7350,3,4,204,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7352,3,368,346,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7355,3,735,296,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
7356,3,736,232,1,2021-12-07 09:33:46.466,2021-12-07 09:33:46.466
