createdon,modifiedon,Segment Id,Segment Name,Segment Size,Entity Status,Segment Lifecycle,Segment Type,msdyncrm_segmentfilterquery,msdyncrm_segmentquery,msdyncrm_segmentqueryname,Link,Last Evaluated,Last Updated,msdyncrm_segmentactivationstatus_display,msdyncrm_segmentevaluationdurationinminutes,msdyncrm_segmentmemberids,msdyncrm_segmentrefreshrateintervalminutes,msdyncrm_segmenttype_display
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"7290252e-b14f-e911-a833-000d3a4e6cff","TC407471_StaticSegment_gUZHY1",5,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC407471contact1FirstName_MTUejc TC407471contact1LastName_yzZdCq' || contact_1.fullname == 'TC407471contact2FirstName_x1Xx5s TC407471contact2LastName_W9ZdKg' || contact_1.fullname == 'TC407471contact1FirstName_GURP28 TC407471contact1LastName_wYUO48' || contact_1.fullname == 'TC407471contact2FirstName_wWvcQq TC407471contact2LastName_zXNat6' || contact_1.fullname == 'TC407471contact_sameEmail_FirstName_0uMLJp TC407471contact_sameEmail_LastName_g0Q0mp')","","TC407471_StaticSegment_gUZHY1","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=7290252e-b14f-e911-a833-000d3a4e6cff",,,"",,"[""crm1198727d-b04f-e911-a833-000d3a4e6cff"",""crmfa73138e-b04f-e911-a833-000d3a4e6cff"",""crm5dbc42a1-b04f-e911-a833-000d3a4e6cff"",""crm102462b3-b04f-e911-a833-000d3a4e6cff"",""crma2f374c6-b04f-e911-a833-000d3a4e6cff""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"c7915edc-b34f-e911-a833-000d3a4e6cff","Linkedin_CJ",2,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.firstname STARTSWITH 'S')","","Linkedin_CJ","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=c7915edc-b34f-e911-a833-000d3a4e6cff",,,"",,"[""crmd3a7d08c-914f-e911-a82a-000d3a4e6483"",""crm594acf5f-934f-e911-a82a-000d3a4e6483"",""crm693e2ab9-b34f-e911-a833-000d3a4e6cff""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"aa71bbb9-ba4f-e911-a833-000d3a4e6cff","TC651273_StaticSegment_E3OJ2Y",3,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC651273contact1FirstName_PG92Jc TC651273contact1LastName_NaRvHF' || contact_1.fullname == 'TC651273contact2FirstName_AqxGno TC651273contact2LastName_xiduCX' || contact_1.fullname == 'TC651273contact3FirstName_DAVgMp TC651273contact3LastName_KA7ask')","","TC651273_StaticSegment_E3OJ2Y","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=aa71bbb9-ba4f-e911-a833-000d3a4e6cff",,,"",,"[""crmd57ab334-ba4f-e911-a833-000d3a4e6cff"",""crm197af14e-ba4f-e911-a833-000d3a4e6cff"",""crm75b82d6a-ba4f-e911-a833-000d3a4e6cff""]",,"Static segment"
2019-03-27 00:00:00.000,2019-03-29 00:00:00.000,"3a9ca3db-7650-e911-a834-000d3a4e6cff","UnSubscribe Segment",3,"","","Dynamic","","INTERACTION(SegmentUnsubscribed, SegmentUnsubscribed_Contact).FILTER(SegmentId == '31194aa1-7350-e911-a82a-000d3a4e6483').HAVING(COUNT() > 0)","UnSubscribe_Segment_a207ea19","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=3a9ca3db-7650-e911-a834-000d3a4e6cff",2019-03-29 15:31:10.000,,"",1,"[]",60,"Dynamic segment"
2019-03-27 00:00:00.000,2019-03-29 00:00:00.000,"e05c0746-9d50-e911-a834-000d3a4e6cff","Smart Scheduler Segment",6,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.firstname == 'Deepthi' || contact_1.firstname == 'Shruthi' || contact_1.firstname == 'Sonali' || contact_1.firstname == 'Chaitanya' || contact_1.firstname == 'Shalini' || contact_1.firstname == 'Anisha')","","Smart_Scheduler_Segment_f3d1f1f8","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=e05c0746-9d50-e911-a834-000d3a4e6cff",,,"",,"[""crm58b55f64-914f-e911-a82a-000d3a4e6483"",""crmd3a7d08c-914f-e911-a82a-000d3a4e6483"",""crm277d2833-934f-e911-a82a-000d3a4e6483"",""crm07369045-934f-e911-a82a-000d3a4e6483"",""crm594acf5f-934f-e911-a82a-000d3a4e6483"",""crm2d70f6ad-6850-e911-a82a-000d3a4e6483""]",,"Static segment"
2019-03-28 00:00:00.000,2019-03-29 00:00:00.000,"eb92ba33-3b51-e911-a834-000d3a4e6cff","sc12troggerinsights",3,"","","Dynamic","","INTERACTION(TriggerActivityContactProcessed, TriggerActivityContactProcessed_Contact).FILTER(CustomerJourneyId == '11979029-3951-e911-a834-000d3a4e6cff' &&
		ActivityId == '83d936a7-5878-c2a5-adbe-a0a98ca42ebd').HAVING(COUNT() > 0)","sc12troggerinsights","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=eb92ba33-3b51-e911-a834-000d3a4e6cff",2019-03-29 15:31:11.000,,"",1,"[]",60,"Dynamic segment"
2019-03-28 00:00:00.000,2019-03-28 00:00:00.000,"59e354d1-6651-e911-a834-000d3a4e6cff","SEg QC",,"","","Dynamic","","","SEg_QC_ebe56f85","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=59e354d1-6651-e911-a834-000d3a4e6cff",,,"",,"",,"Dynamic segment"
2019-03-28 00:00:00.000,2019-03-29 00:00:00.000,"5ba0ab5e-8251-e911-a834-000d3a4e6cff","Vseg",2,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.firstname == 'deepa' || contact_1.firstname == 'vasanthi')","","Vseg","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=5ba0ab5e-8251-e911-a834-000d3a4e6cff",,,"",,"[""crmbe8d0d63-8750-e911-a82b-000d3a4e6483"",""crme6c4fb8a-73de-4550-941b-d14ed9086277""]",,"Static segment"
2019-03-28 00:00:00.000,2019-03-30 00:00:00.000,"55a2e6bc-a251-e911-a834-000d3a4e6cff","Segment_Created_Today",0,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.createdon >= DATE(2019, 3, 28, 0, 0) &&
	contact_1.createdon <= DATE(2019, 3, 28, 0, 0))","Segment_Created_Today","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=55a2e6bc-a251-e911-a834-000d3a4e6cff",2019-03-30 12:02:40.000,,"",1,"[]",60,"Dynamic segment"
2019-03-28 00:00:00.000,2019-03-30 00:00:00.000,"f834aacc-a451-e911-a834-000d3a4e6cff","Contacts today",0,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(DATEDIFF(DAY, DATETIMEUTCNOW(), contact_1.createdon) == 0)","Contacts_today_fc5df881","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=f834aacc-a451-e911-a834-000d3a4e6cff",2019-03-30 11:56:39.000,,"",1,"[]",60,"Dynamic segment"
2019-03-29 00:00:00.000,2019-03-29 00:00:00.000,"059885fc-0c52-e911-a835-000d3a4e6cff","TC407471_StaticSegment_3UozEm",5,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC407471contact1FirstName_0dQhpR TC407471contact1LastName_UeJOk1' || contact_1.fullname == 'TC407471contact2FirstName_WVREv1 TC407471contact2LastName_wqrYvb' || contact_1.fullname == 'TC407471contact1FirstName_3eKCnz TC407471contact1LastName_QeuJCn' || contact_1.fullname == 'TC407471contact2FirstName_cP1N52 TC407471contact2LastName_O7LnDW' || contact_1.fullname == 'TC407471contact_sameEmail_FirstName_CskNdY TC407471contact_sameEmail_LastName_0EoVRi')","","TC407471_StaticSegment_3UozEm","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=059885fc-0c52-e911-a835-000d3a4e6cff",,,"",,"[""crm96386e45-0c52-e911-a835-000d3a4e6cff"",""crm3b16a757-0c52-e911-a835-000d3a4e6cff"",""crm9061186a-0c52-e911-a835-000d3a4e6cff"",""crm2829607c-0c52-e911-a835-000d3a4e6cff"",""crme77edb94-0c52-e911-a835-000d3a4e6cff""]",,"Static segment"
2019-03-29 00:00:00.000,2019-03-29 00:00:00.000,"61c978d8-4252-e911-a835-000d3a4e6cff","TC407471_StaticSegment_EYwsqc",5,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC407471contact1FirstName_ENW3YS TC407471contact1LastName_pSAh8s' || contact_1.fullname == 'TC407471contact2FirstName_WkzbYs TC407471contact2LastName_BMWC4o' || contact_1.fullname == 'TC407471contact1FirstName_kemwCS TC407471contact1LastName_mxBvKm' || contact_1.fullname == 'TC407471contact2FirstName_yn9u0B TC407471contact2LastName_0UzybK' || contact_1.fullname == 'TC407471_contact_sameEmail_FirstName__tmYNLj TC407471_contact_sameEmail_LastName__5CgGz7')","","TC407471_StaticSegment_EYwsqc","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=61c978d8-4252-e911-a835-000d3a4e6cff",,,"",,"[""crm6fa9ff20-4252-e911-a835-000d3a4e6cff"",""crm0206f132-4252-e911-a835-000d3a4e6cff"",""crm2d72dc44-4252-e911-a835-000d3a4e6cff"",""crmcea4c556-4252-e911-a835-000d3a4e6cff"",""crm074dc768-4252-e911-a835-000d3a4e6cff""]",,"Static segment"
2019-03-29 00:00:00.000,2019-03-30 00:00:00.000,"5039b545-4852-e911-a835-000d3a4e6cff","perf10k",10000,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.lastname == 'perf10k')","perf10k","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=5039b545-4852-e911-a835-000d3a4e6cff",2019-03-30 12:33:49.000,,"",1,"[]",60,"Dynamic segment"
