Index,Attribute:Slot,CPUTime,Duration (ms),Duration Text,End Time,End Time (int),EndTime,EventSubclass,IntegerData,ObjectName,Partition Event,RequestID,SessionID,Start Time (int),StartTime,TextData
128,,0,1,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,03a667a1-a29f-451b-8508-dc265e6de1b7,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing relationship '03a667a1-a29f-451b-8508-dc265e6de1b7'.
129,,0,1,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,QuantityPerUnit,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing hierarchy 'QuantityPerUnit' of table 'Products'.
130,,0,1,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,ProductName,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing hierarchy 'ProductName' of table 'Products'.
131,,0,1,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,58995b8d-9935-4eaa-93dd-cfbc1e5eea5e,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing relationship '58995b8d-9935-4eaa-93dd-cfbc1e5eea5e'.
132,,0,2,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,UnitPrice,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing hierarchy 'UnitPrice' of table 'Products'.
133,,0,2,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,UnitsOnOrder,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing hierarchy 'UnitsOnOrder' of table 'Products'.
134,,0,3,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,SupplierID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing hierarchy 'SupplierID' of table 'Products'.
135,,0,30,0 mins 0 sec,2022-03-20 17:54:33.000,20220320175433,2022-03-20 17:54:33.000,59,0,EmployeeID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175433,2022-03-20 17:54:33.000,Finished processing hierarchy 'EmployeeID' of table 'Employees'.
136,04,0,1991,0 mins 2 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,17,91,Customers-9b267f2a-d56d-4c80-8561-2d19309878bb,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175432,2022-03-20 17:54:32.000,Finished reading data for the 'Customers' table.
150,04,0,1994,0 mins 2 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,1,0,Customers-9b267f2a-d56d-4c80-8561-2d19309878bb,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175432,2022-03-20 17:54:32.000,Finished processing the 'Customers-9b267f2a-d56d-4c80-8561-2d19309878bb' partition of the 'Customers' table.
151,04,281,6286,0 mins 6 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Customers-9b267f2a-d56d-4c80-8561-2d19309878bb,True,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175428,2022-03-20 17:54:28.000,Finished processing partition 'Customers-9b267f2a-d56d-4c80-8561-2d19309878bb' of table 'Customers'.
152,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Phone,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Phone' of table 'Customers'.
153,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Country,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Country' of table 'Customers'.
154,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ContactName,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ContactName' of table 'Customers'.
155,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,CustomerID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'CustomerID' of table 'Customers'.
156,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Address,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Address' of table 'Customers'.
157,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Fax,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Fax' of table 'Customers'.
158,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Region,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Region' of table 'Customers'.
159,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ContactTitle,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ContactTitle' of table 'Customers'.
160,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Customers'.
161,,0,14,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,PostalCode,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'PostalCode' of table 'Customers'.
162,,0,14,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,CompanyName,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'CompanyName' of table 'Customers'.
163,,0,15,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,City,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'City' of table 'Customers'.
164,02,250,6317,0 mins 6 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,25,0,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175428,2022-03-20 17:54:28.000,"let __AS_Query__ = Orders,
__AS_Table__ = Table.FromValue(__AS_Query__),
__AS_Compact__ = Table.RemoveColumns(__AS_Table__, Table.ColumnsOfType(__AS_Table__, { type table, type record, type list })),
__AS_Effective__ = Table.TransformColumnNames(__AS_Compact__, Text.Clean)
in __AS_Effective__"
165,02,16,40,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,17,2155,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished reading data for the 'Orders' table.
188,02,16,45,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,1,0,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing the 'Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13' partition of the 'Orders' table.
189,02,516,6691,0 mins 6 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13,True,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175428,2022-03-20 17:54:28.000,Finished processing partition 'Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13' of table 'Orders'.
190,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,CustomerID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'CustomerID' of table 'Orders'.
191,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,OrderDate,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'OrderDate' of table 'Orders'.
192,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShippedDate,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShippedDate' of table 'Orders'.
193,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,fc9bbea6-473f-4cd1-9c40-6f9d69405546,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing relationship 'fc9bbea6-473f-4cd1-9c40-6f9d69405546'.
194,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShipCountry,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShipCountry' of table 'Orders'.
195,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,EmployeeID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'EmployeeID' of table 'Orders'.
196,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Freight,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Freight' of table 'Orders'.
197,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShipPostalCode,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShipPostalCode' of table 'Orders'.
198,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,OrderID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'OrderID' of table 'Orders'.
199,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,RequiredDate,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'RequiredDate' of table 'Orders'.
200,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,UnitPrice,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'UnitPrice' of table 'Orders'.
201,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ProductID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ProductID' of table 'Orders'.
202,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Quantity,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Quantity' of table 'Orders'.
203,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Discount,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Discount' of table 'Orders'.
204,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,_Sales,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing calculated column '_Sales' of table 'Orders'.
205,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShipName,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShipName' of table 'Orders'.
206,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShipRegion,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShipRegion' of table 'Orders'.
207,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Table'.
208,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ProductID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ProductID' of table 'Table'.
209,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,OrderID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'OrderID' of table 'Table'.
210,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,No of Products,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'No of Products' of table 'Table'.
211,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,_Sales,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy '_Sales' of table 'Orders'.
212,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,CustomerID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'CustomerID' of table 'Table'.
213,05,219,6383,0 mins 6 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,25,0,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175428,2022-03-20 17:54:28.000,"let __AS_Query__ = Calendar,
__AS_Table__ = Table.FromValue(__AS_Query__),
__AS_Compact__ = Table.RemoveColumns(__AS_Table__, Table.ColumnsOfType(__AS_Table__, { type table, type record, type list })),
__AS_Effective__ = Table.TransformColumnNames(__AS_Compact__, Text.Clean)
in __AS_Effective__"
214,,0,11,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Orders'.
215,,0,11,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShipCity,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShipCity' of table 'Orders'.
216,,0,11,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,b5d40f35-dece-456a-92e0-52665dbc7aec,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing relationship 'b5d40f35-dece-456a-92e0-52665dbc7aec'.
217,,0,11,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,40578fee-490f-4057-ae19-528f954c8f15,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing relationship '40578fee-490f-4057-ae19-528f954c8f15'.
218,,0,11,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShipAddress,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShipAddress' of table 'Orders'.
219,,0,11,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,ShipVia,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'ShipVia' of table 'Orders'.
220,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Question8'.
221,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,OrderID,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'OrderID' of table 'Question8'.
222,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,@NumberOfProducts,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy '@NumberOfProducts' of table 'Question8'.
223,05,0,43,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,17,672,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished reading data for the 'Calendar' table.
246,05,0,47,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,1,0,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing the 'Calendar-0154c2ab-c463-4172-a79c-58edddea5f72' partition of the 'Calendar' table.
247,05,297,6781,0 mins 6 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72,True,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175428,2022-03-20 17:54:28.000,Finished processing partition 'Calendar-0154c2ab-c463-4172-a79c-58edddea5f72' of table 'Calendar'.
248,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Year Week,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Year Week' of table 'Calendar'.
249,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Fiscal Year-Quarter,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Fiscal Year-Quarter' of table 'Calendar'.
250,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Year,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Year' of table 'Calendar'.
251,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Fiscal Quarter,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Fiscal Quarter' of table 'Calendar'.
252,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Sort FMonthYear,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Sort FMonthYear' of table 'Calendar'.
253,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Month Number,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Month Number' of table 'Calendar'.
254,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Sort FQuarterYear,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Sort FQuarterYear' of table 'Calendar'.
255,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Month Name,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Month Name' of table 'Calendar'.
256,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,101685ea-07ee-4f88-a2d5-77cd3317e91c,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing relationship '101685ea-07ee-4f88-a2d5-77cd3317e91c'.
257,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Date,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Date' of table 'Calendar'.
258,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,6c663929-1b68-4e74-a271-ce1a0302d254,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing relationship '6c663929-1b68-4e74-a271-ce1a0302d254'.
259,,0,1,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Year-Month,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Year-Month' of table 'Calendar'.
