StoreKey,GeographyKey,StoreType,StoreName,Status,OpenDate,CloseDate,ZipCode,ZipCodeExtension,StorePhone,StoreFax,AddressLine1,AddressLine2,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate
71,924,"Store","Contoso Russellville Store","On",2007-11-05 00:00:00.000,,"70001","77020","793-555-0179","793-555-0179","Russellville, AR St","Russellville, AR St","",25,700,2009-06-16 00:00:00.000
74,872,"Store","Contoso Marshall Store","On",2004-02-18 00:00:00.000,,"70001","77003","248-555-0134","248-555-0134","Marshall, TX Shopping mall","Marshall, TX Shopping mall","",33,560,2009-06-16 00:00:00.000
76,798,"Store","Contoso Beaumont No.1 Store","On",2004-02-20 00:00:00.000,,"70001","77019","896-555-0168","896-555-0168","Beaumont, Tt Shopping mall","Beaumont, Tt Shopping mall","",22,500,2009-06-16 00:00:00.000
79,579,"Store","Contoso Baytown Store","On",2004-01-17 00:00:00.000,,"70001","77005","119-555-0117","119-555-0117","Baytown, TX St Shopping mall","Baytown, TX St Shopping mall","",26,680,2009-06-16 00:00:00.000
81,793,"Store","Contoso Bacliff Store","On",2004-03-19 00:00:00.000,,"70001","77002","143-555-0173","143-555-0173","Bacliff Downtown Shopping mall","Bacliff Downtown Shopping mall","",19,455,2009-06-16 00:00:00.000
86,791,"Store","Contoso Austin Store","On",2004-08-24 00:00:00.000,,"70001","77004","172-555-0130","172-555-0130","Central East Austin St","Central East Austin St","",25,700,2009-06-16 00:00:00.000
89,923,"Store","Contoso Round Rock Store","On",2004-11-27 00:00:00.000,,"70001","77009","373-555-0142","373-555-0142","Egger Acres St","Egger Acres St","",33,560,2009-06-16 00:00:00.000
91,834,"Store","Contoso Georgetown Store","On",2003-01-29 00:00:00.000,,"75201","75203","777-555-0141","777-555-0141","Georgetown St","Georgetown St","",22,500,2009-06-16 00:00:00.000
94,837,"Store","Contoso Grand Prairie Store","On",2003-02-03 00:00:00.000,,"75201","75206","845-555-0184","845-555-0184","Grand Prairie, TX  Downtown","Grand Prairie, TX  Downtown","",25,700,2009-06-16 00:00:00.000
96,919,"Store","Contoso Richardson Store","On",2003-02-01 00:00:00.000,,"75201","75208","208-555-0114","208-555-0114","Richardson Downtown Shopping mall","Richardson Downtown Shopping mall","",19,455,2009-06-16 00:00:00.000
99,831,"Store","Contoso Fort Worth Store","On",2003-06-04 00:00:00.000,,"75201","75211","148-555-0145","148-555-0145","Amon Carter Museum St","Amon Carter Museum St","",22,500,2009-06-16 00:00:00.000
101,875,"Store","Contoso Miami No.1 Store","On",2003-08-06 00:00:00.000,,"33128","33130","199-555-0117","199-555-0117","FLW Flagler St","FLW Flagler St","",17,462,2009-06-16 00:00:00.000
104,937,"Store","Contoso Tallahassee No.1 Store","On",2003-11-09 00:00:00.000,,"32301","32301","200-555-0117","200-555-0117","Woodland Drives St","Woodland Drives St","",19,455,2009-06-16 00:00:00.000
109,830,"Store","Contoso Fort Lauderdale Store","On",2003-02-14 00:00:00.000,,"33304","33304","582-555-0178","582-555-0178","G Harold Martin Downtown","G Harold Martin Downtown","",25,700,2009-06-16 00:00:00.000
111,938,"Store","Contoso Tampa Store","On",2003-02-16 00:00:00.000,,"33605","33605","531-555-0183","531-555-0183","E Columbus Downtown","E Columbus Downtown","",26,680,2009-06-16 00:00:00.000
114,782,"Store","Contoso Albany Store","On",2004-02-12 00:00:00.000,,"12207","12207","697-555-0142","697-555-0142","N Pine St","N Pine St","",47,1125,2009-06-16 00:00:00.000
116,922,"Store","Contoso Rochester No.1 Store","On",2004-04-02 00:00:00.000,,"14608","14608","147-555-0179","147-555-0179","Madison St","Madison St","",17,462,2009-06-16 00:00:00.000
121,804,"Store","Contoso Brooklyn Store","On",2004-09-19 00:00:00.000,,"11238","11238","158-555-0191","158-555-0191","Flatbush Ave St","Flatbush Ave St","",47,1125,2009-06-16 00:00:00.000
124,922,"Store","Contoso Rochester No.2 Store","On",2004-12-22 00:00:00.000,,"14608","14608","510-555-0121","510-555-0121","Canal St","Canal St","",25,700,2009-06-16 00:00:00.000
126,823,"Store","Contoso Elmira Store","On",2004-02-24 00:00:00.000,,"14901","14901","139-555-0120","139-555-0120","Columbia St","Columbia St","",26,680,2009-06-16 00:00:00.000
131,891,"Store","Contoso Newark No.2 Store","On",2004-09-29 00:00:00.000,,"7102","7102","200-555-0112","200-555-0112","Edison PI St","Edison PI St","",17,462,2009-06-16 00:00:00.000
134,814,"Store","Contoso Clifton Store","On",2004-01-24 00:00:00.000,,"7013","7013","417-555-0154","417-555-0154","Kowal Downtown","Kowal Downtown","",26,680,2009-06-16 00:00:00.000
136,907,"Store","Contoso Passaic Store","On",2004-03-16 00:00:00.000,,"7055","7055","180-555-0136","180-555-0136","190 Paulison Ave","190 Paulison Ave","",33,560,2009-06-16 00:00:00.000
139,886,"Store","Contoso New Brunswick Store","On",2004-06-19 00:00:00.000,,"8901","8901","533-555-0111","533-555-0111","Suydam St","Suydam St","",17,462,2009-06-16 00:00:00.000
141,788,"Store","Contoso Atlantic City Store","On",2004-08-21 00:00:00.000,,"8401","8401","446-555-0118","446-555-0118","Pacific Ave","Pacific Ave","",26,680,2009-06-16 00:00:00.000
144,882,"Store","Contoso Morristown Store","On",2004-11-24 00:00:00.000,,"7960","7960","646-555-0185","646-555-0185","Washington St","Washington St","",47,1125,2009-06-16 00:00:00.000
146,802,"Store","Contoso Boston Store","On",2004-11-06 00:00:00.000,,"2210","2210","615-555-0110","615-555-0110","Channel Center St","Channel Center St","",17,460,2009-06-16 00:00:00.000
149,885,"Store","Contoso New Bedford Store","On",2004-02-19 00:00:00.000,,"2740","2740","965-555-0155","965-555-0155","Palmer CityCenter","Palmer CityCenter","",26,680,2009-06-16 00:00:00.000
151,868,"Store","Contoso Lowell Store","On",2004-02-21 00:00:00.000,,"1852","1852","181-555-0124","181-555-0124","Gorham Citycenter","Gorham Citycenter","",33,560,2009-06-16 00:00:00.000
154,917,"Store","Contoso Quincy Store","On",2004-02-18 00:00:00.000,,"2169","2169","870-555-0122","870-555-0122","Thomas E Burgin St","Thomas E Burgin St","",17,462,2009-06-16 00:00:00.000
156,449,"Store","Contoso Cambridge Store","On",2004-04-20 00:00:00.000,,"2138","2138","594-555-0110","594-555-0110","8 Story St  Shopping mall","8 Story St  Shopping mall","",26,680,2009-06-16 00:00:00.000
159,869,"Store","Contoso Lynn Store","On",2004-07-23 00:00:00.000,,"1904","1904","869-555-0119","869-555-0119","Congress Rd","Congress Rd","",33,560,2009-06-16 00:00:00.000
161,848,"Store","Contoso Holyoke Store","On",2004-08-25 00:00:00.000,,"1040","1040","819-555-0198","819-555-0198","Old Jarvis Ave","Old Jarvis Ave","",22,500,2009-06-16 00:00:00.000
164,914,"Store","Contoso Provincetown Store","On",2004-12-02 00:00:00.000,,"2657","2657","181-555-0156","181-555-0156","Alden St","Alden St","",26,680,2009-06-16 00:00:00.000
166,795,"Store","Contoso Bangor Store","On",2004-10-17 00:00:00.000,,"4401","4401","201-555-0163","201-555-0163","Woodland Dr St Shopping mall","Woodland Dr St Shopping mall","",33,560,2009-06-16 00:00:00.000
169,862,"Store","Contoso Lewiston Store","On",2004-02-20 00:00:00.000,,"4240","4240","140-555-0132","140-555-0132","50 Kevin St","50 Kevin St","",17,460,2009-06-16 00:00:00.000
171,932,"Store","Contoso South Portland Store","On",2004-02-22 00:00:00.000,,"4106","4106","990-555-0172","990-555-0172","Robert Mills St","Robert Mills St","",25,700,2009-06-16 00:00:00.000
174,948,"Store","Contoso Waterbury Store","On",2004-03-19 00:00:00.000,,"6702","6702","238-555-0116","238-555-0116","192 Bank St Shopping mall","192 Bank St Shopping mall","",33,560,2009-06-16 00:00:00.000
176,816,"Store","Contoso Darien Store","On",2004-05-21 00:00:00.000,,"6820","6820","438-555-0172","438-555-0172","Lakeside Ave Shopping mall","Lakeside Ave Shopping mall","",22,500,2009-06-16 00:00:00.000
179,889,"Store","Contoso New London Store","On",2004-08-24 00:00:00.000,,"6320","6320","156-555-0199","156-555-0199","Jefferson Ave","Jefferson Ave","",26,680,2009-06-16 00:00:00.000
181,946,"Store","Contoso Virginia Beach Store","On",2004-10-26 00:00:00.000,,"23451","23451","753-555-0129","753-555-0129","Atlantic Shopping mall","Atlantic Shopping mall","",19,455,2009-06-16 00:00:00.000
186,811,"Store","Contoso Charlottesville Store","On",2004-02-18 00:00:00.000,,"22903","22903","751-555-0134","751-555-0134","Grady Ave StShopping mall","Grady Ave StShopping mall","",25,700,2009-06-16 00:00:00.000
189,841,"Store","Contoso Greenville Store","On",2004-02-21 00:00:00.000,,"29601","29601","517-555-0122","517-555-0122","Lavinia St Shopping mall","Lavinia St Shopping mall","",33,560,2009-06-16 00:00:00.000
191,785,"Store","Contoso Annapolis Store","On",2004-01-17 00:00:00.000,,"21401","21401","908-555-0159","908-555-0159","Cherry Grove Ave Shopping mall","Cherry Grove Ave Shopping mall","",22,500,2009-06-16 00:00:00.000
194,920,"Store","Contoso Ridgely Store","On",2004-04-20 00:00:00.000,,"21660","21660","310-555-0133","310-555-0133","Deerfield St","Deerfield St","",25,700,2009-06-16 00:00:00.000
196,905,"Store","Contoso Parkville Store","On",2004-06-22 00:00:00.000,,"21234","21234","949-555-0174","949-555-0174","Parkville St Shopping mall","Parkville St Shopping mall","",19,455,2009-06-16 00:00:00.000
201,506,"Store","Contoso London Store","On",2004-11-27 00:00:00.000,,"","","927-555-0168","927-555-0168","London, W1C 1HG, United Kingdom","London, W1C 1HG, United Kingdom","",17,462,2009-06-16 00:00:00.000
204,576,"Store","Contoso York Store","On",2004-08-27 00:00:00.000,,"","","848-555-0163","848-555-0163","Spurriergate York, North Yorkshire Citycenter, United Kingdom","Spurriergate York, North Yorkshire Citycenter, United Kingdom","",78,680,2009-06-16 00:00:00.000
206,761,"Store","Contoso Manchester Store","On",2004-06-19 00:00:00.000,,"","","869-555-0125","869-555-0125"," Windsor Ave Failsworth, Manchester Citycenter, United Kingdom"," Windsor Ave Failsworth, Manchester Citycenter, United Kingdom","",11,680,2009-06-16 00:00:00.000
209,738,"Store","Contoso Baildon Store","On",2004-09-22 00:00:00.000,,"","","138-555-0118","138-555-0118","West Ln, Baildon, Shipley Citycenter, United","West Ln, Baildon, Shipley Citycenter, United","",32,680,2009-06-16 00:00:00.000
211,774,"Store","Contoso Stockport Store","On",2004-11-24 00:00:00.000,,"","","224-555-0187","224-555-0187","Buxton Rd High Lane, Stockport Citycenter, United Kingdom","Buxton Rd High Lane, Stockport Citycenter, United Kingdom","",34,680,2009-06-16 00:00:00.000
214,501,"Store","Contoso Leeds Store","On",2004-06-27 00:00:00.000,,"","","407-555-0165","407-555-0165","Leeds Citycenter, United Kingdom","Leeds Citycenter, United Kingdom","",25,680,2009-06-16 00:00:00.000
216,762,"Store","Contoso Marseille Store","On",2008-04-29 00:00:00.000,,"13006","13006","142-555-0139","142-555-0139","Citycenter Marseille, France","Citycenter Marseille, France","",13,680,2009-06-16 00:00:00.000
219,767,"Store","Contoso Nice Store","On",2004-02-02 00:00:00.000,,"51000","51000","315-555-0144","315-555-0144","Citycenter Reims, France","Citycenter Reims, France","",32,680,2009-06-16 00:00:00.000
221,775,"Store","Contoso Strasbourg Store","On",2004-09-04 00:00:00.000,,"67000","67000","310-555-0117","310-555-0117","Downtown Strasbourg, France","Downtown Strasbourg, France","",10,630,2009-06-16 00:00:00.000
224,749,"Store","Contoso Firenze Store","On",2004-12-07 00:00:00.000,,"50122","50122","110-555-0112","110-555-0112","","","",45,500,2009-06-16 00:00:00.000
226,763,"Store","Contoso Milan Store","On",2004-04-09 00:00:00.000,,"20149","20149","202-555-0187","202-555-0187","","","",23,500,2009-06-16 00:00:00.000
231,752,"Store","Contoso Hofheim Store","On",2004-06-17 00:00:00.000,,"65719","65719","405-555-0171","405-555-0171","Citycenter Hofheim am Taunus, Germany","Citycenter Hofheim am Taunus, Germany","",25,500,2009-06-16 00:00:00.000
234,747,"Store","Contoso Dusseldorf Store","On",2007-09-12 00:00:00.000,,"40229","40229","283-555-0185","283-555-0185","Citycenter, Düsseldorf, Germany","Citycenter, Düsseldorf, Germany","",24,500,2009-06-16 00:00:00.000
236,739,"Store","Contoso Baumholder Store","On",2004-06-25 00:00:00.000,,"55774","55774","733-555-0128","733-555-0128","Shopping Mall Baumholder, Germany","Shopping Mall Baumholder, Germany","",28,500,2009-06-16 00:00:00.000
239,765,"Store","Contoso Munich Store","On",2006-02-28 00:00:00.000,,"80331","80331","497-555-0181","497-555-0181","Citycenter München, Germany","Citycenter München, Germany","",18,500,2009-06-16 00:00:00.000
241,745,"Store","Contoso Copenhagen Store","On",2004-04-30 00:00:00.000,,"","","123-555-0167","123-555-0167","Ny Carlsbergvej 14 St, Denmark","Ny Carlsbergvej 14 St, Denmark","",25,680,2009-06-16 00:00:00.000
244,758,"Store","Contoso Ljubljana Store","On",2004-07-02 00:00:00.000,,"1000","1000","129-555-0199","129-555-0199","Citycenter Ljubljana, Slovenia","Citycenter Ljubljana, Slovenia","",36,680,2009-06-16 00:00:00.000
246,740,"Store","Contoso Berne Store","On",2004-04-20 00:00:00.000,,"","","590-555-0152","590-555-0152","","","",53,680,2009-06-16 00:00:00.000
249,746,"Store","Contoso Dublin Store","On",2006-02-20 00:00:00.000,,"","","720-555-0158","720-555-0158","Pconnell Street Upper Dublin, DUBLIN 1, Ireland","Pconnell Street Upper Dublin, DUBLIN 1, Ireland","",55,680,2009-06-16 00:00:00.000
251,728,"Store","Contoso Singapore Store","On",2004-04-22 00:00:00.000,,"302699","302699","842-555-0158","842-555-0158","Havelock Road Shopping mall, Singapore","Havelock Road Shopping mall, Singapore","",27,480,2009-06-16 00:00:00.000
254,734,"Store","Contoso Yerevan Store","On",2004-03-28 00:00:00.000,,"10","10","919-555-0140","919-555-0140","Amiryan Street Yerevan,  Armenia","Amiryan Street Yerevan,  Armenia","",15,480,2009-06-16 00:00:00.000
256,721,"Store","Contoso Mumbai Store","On",2004-07-30 00:00:00.000,,"201901","201901","425-555-0117","425-555-0117","Mumbai Citycenter, Maharashtra, India","Mumbai Citycenter, Maharashtra, India","",35,480,2009-06-16 00:00:00.000
259,716,"Store","Contoso Hong Kong No.1 Store","On",2004-08-03 00:00:00.000,,"","","500-555-0172","500-555-0172","Hong Kong,  New Town Plaza‎","Hong Kong,  New Town Plaza‎","",35,480,2009-06-16 00:00:00.000
261,714,"Store","Contoso Damascus No.1 Store","On",2007-10-05 00:00:00.000,,"35005","35005","582-555-0148","582-555-0148","Nissan Street, Mezze Damascus, Syria","Nissan Street, Mezze Damascus, Syria","",35,480,2009-06-16 00:00:00.000
264,708,"Store","Contoso Ashgabat No.1 Store","On",2004-01-18 00:00:00.000,,"744000","744000","521-555-0113","521-555-0113","Gorogly Street, Turkmenistan","Gorogly Street, Turkmenistan","",68,480,2009-06-16 00:00:00.000
271,722,"Store","Contoso Nagoya Store","On",2008-08-18 00:00:00.000,,"40175","40175","719-555-0181","719-555-0181","North district  Nagoya,Japan","North district  Nagoya,Japan","",50,480,2009-06-16 00:00:00.000
273,719,"Store","Contoso Kyoto Store","On",2009-09-02 00:00:00.000,,"","","473-555-0117","473-555-0117","Kyoto centre district","Kyoto centre district","",50,480,2009-06-16 00:00:00.000
276,711,"Store","Contoso Bishkek Store","On",2006-08-13 00:00:00.000,,"720005","720005","238-555-0197","238-555-0197","Biskek shopping mall, Chuskaya Oblast Kyrgyzstan","Biskek shopping mall, Chuskaya Oblast Kyrgyzstan","",50,480,2009-06-16 00:00:00.000
278,733,"Store","Contoso Urumqi Store","On",2005-07-15 00:00:00.000,,"830000","830000","970-555-0138","970-555-0138","Ulaanbaatar, Ulaanbaatar Mongolia","Ulaanbaatar, Ulaanbaatar Mongolia","",50,480,2009-06-16 00:00:00.000
3,856,"Store","Contoso Kennewick Store","On",2004-02-12 00:00:00.000,,"97001","97003","212-555-0187","212-555-0187","Kennewick,  Downtown","Kennewick,  Downtown","",26,680,2009-06-18 00:00:00.000
8,935,"Store","Contoso Sunnyside Store","On",2004-07-02 00:00:00.000,,"97001","97008","913-555-0172","913-555-0172","Sunnyside, WA Citycenter","Sunnyside, WA Citycenter","",17,460,2009-06-18 00:00:00.000
13,930,"Store","Contoso Snoqualmie Store","On",2004-12-22 00:00:00.000,,"97001","97013","122-555-0189","122-555-0189","Snoqualmie, Citycenter","Snoqualmie, Citycenter","",33,560,2009-06-18 00:00:00.000
18,944,"Store","Contoso Veradale Store","On",2004-07-27 00:00:00.000,,"97001","97018","632-555-0129","632-555-0129","Veradale, Citycenter","Veradale, Citycenter","",26,680,2009-06-18 00:00:00.000
23,836,"Store","Contoso Grand Junction Store","On",2004-01-24 00:00:00.000,,"87001","87004","913-555-0196","913-555-0196","Grand Junction Downtown","Grand Junction Downtown","",17,460,2009-06-18 00:00:00.000
28,809,"Store","Contoso Castle Rock Store","On",2004-06-19 00:00:00.000,,"87001","87009","115-555-0179","115-555-0179","Castle Rock Downtown","Castle Rock Downtown","",33,560,2009-06-18 00:00:00.000
33,799,"Store","Contoso Berthoud Store","On",2004-11-24 00:00:00.000,,"87001","87014","668-555-0130","668-555-0130","Berthoud, CO St","Berthoud, CO St","",26,680,2009-06-18 00:00:00.000
38,940,"Store","Contoso Thornton Store","On",2003-04-29 00:00:00.000,,"87001","87019","333-555-0173","333-555-0173","Shopping mall, Citycenter","Shopping mall, Citycenter","",22,500,2009-06-18 00:00:00.000
43,786,"Store","Contoso Appleton Store","On",2003-09-04 00:00:00.000,,"54001","54003","164-555-0164","164-555-0164","Appleton, WI Newark St","Appleton, WI Newark St","",33,560,2009-06-18 00:00:00.000
53,821,"Store","Contoso East Troy Store","On",2004-08-18 00:00:00.000,,"54001","54013","191-555-0112","191-555-0112","East Troy, DW St Shopping mall","East Troy, DW St Shopping mall","",22,500,2009-06-18 00:00:00.000
58,928,"Store","Contoso Sheboygan Store","On",2004-12-26 00:00:00.000,,"54001","54018","319-555-0139","319-555-0139","Sheboygan, WIAmsterdam Ave","Sheboygan, WIAmsterdam Ave","",19,455,2009-06-18 00:00:00.000
63,822,"Store","Contoso Edgerton Store","On",2004-05-31 00:00:00.000,,"54001","54023","679-555-0113","679-555-0113","Edgerton, WI Broadway","Edgerton, WI Broadway","",25,700,2009-06-18 00:00:00.000
68,849,"Store","Contoso Houston No.3 Store","On",2004-07-02 00:00:00.000,,"70001","77010","226-555-0197","226-555-0197","Texas Houston Brewster St","Texas Houston Brewster St","",22,500,2009-06-18 00:00:00.000
73,929,"Store","Contoso Shreveport Store","On",2004-10-17 00:00:00.000,,"70001","77002","522-555-0147","522-555-0147","Texas Houston 1300 Baker St","Texas Houston 1300 Baker St","",19,455,2009-06-18 00:00:00.000
78,798,"Store","Contoso Beaumont No.2 Store","On",2004-02-22 00:00:00.000,,"70001","77046","808-555-0172","808-555-0172","Beaumont, TX Downtown","Beaumont, TX Downtown","",25,700,2009-06-18 00:00:00.000
83,906,"Store","Contoso Pasadena Store","On",2004-05-21 00:00:00.000,,"70001","77003","314-555-0113","314-555-0113","Pasadena, TX St Shopping mall","Pasadena, TX St Shopping mall","",47,1125,2009-06-18 00:00:00.000
88,453,"Store","Contoso Cedar Park Store","On",2004-10-26 00:00:00.000,,"70001","77011","577-555-0185","577-555-0185","Cedar Park, TX St","Cedar Park, TX St","",19,455,2009-06-18 00:00:00.000
93,787,"Store","Contoso Arlington Store","On",2003-08-31 00:00:00.000,,"75201","75205","204-555-0115","204-555-0115","Central Oaks Shopping mall","Central Oaks Shopping mall","",25,700,2009-06-18 00:00:00.000
98,817,"Store","Contoso Denton Store","On",2003-05-03 00:00:00.000,,"75201","75210","913-555-0184","913-555-0184","Denton Citycenter Shopping mall","Denton Citycenter Shopping mall","",47,1125,2009-06-18 00:00:00.000
103,853,"Store","Contoso Jacksonville Store","On",2003-10-08 00:00:00.000,,"32254","32254","454-555-0119","454-555-0119","Lackawanna Park St","Lackawanna Park St","",26,680,2009-06-18 00:00:00.000
108,860,"Store","Contoso Lakeland Store","On",2003-02-13 00:00:00.000,,"33815","33815","477-555-0132","477-555-0132","N Missouri Ave","N Missouri Ave","",17,460,2009-06-18 00:00:00.000
113,807,"Store","Contoso Cape Canaveral Store","On",2004-02-14 00:00:00.000,,"32920","32920","260-555-0119","260-555-0119","Astronaut Blvd St","Astronaut Blvd St","",33,560,2009-06-18 00:00:00.000
118,936,"Store","Contoso Syracuse Store","On",2004-06-16 00:00:00.000,,"13203","13203","234-555-0169","234-555-0169","520 Pearl St","520 Pearl St","",26,680,2009-06-18 00:00:00.000
123,852,"Store","Contoso Ithaca Store","On",2004-11-21 00:00:00.000,,"14850","14850","361-555-0180","361-555-0180","Cascadilla Ave St","Cascadilla Ave St","",17,460,2009-06-18 00:00:00.000
128,943,"Store","Contoso Trenton No.1 Store","On",2004-03-26 00:00:00.000,,"8608","8608","350-555-0167","350-555-0167","241 E State St","241 E State St","",33,560,2009-06-18 00:00:00.000
133,908,"Store","Contoso Paterson Store","On",2008-12-03 00:00:00.000,,"7505","7505","653-555-0144","653-555-0144","Federal Plaza St","Federal Plaza St","",26,680,2009-06-18 00:00:00.000
138,945,"Store","Contoso Vineland Store","On",2004-05-18 00:00:00.000,,"8360","8360","984-555-0148","984-555-0148","W Cherry St","W Cherry St","",22,500,2009-06-18 00:00:00.000
143,847,"Store","Contoso Hoboken Store","On",2004-10-23 00:00:00.000,,"7030","7030","110-555-0182","110-555-0182","322 8th St","322 8th St","",33,560,2009-06-18 00:00:00.000
153,846,"Store","Contoso Hingham Store","On",2004-01-17 00:00:00.000,,"2043","2043","696-555-0157","696-555-0157","Crowes Ln St","Crowes Ln St","",22,500,2009-06-18 00:00:00.000
158,844,"Store","Contoso Haverhill Store","On",2004-06-22 00:00:00.000,,"1832","1832","368-555-0113","368-555-0113","Hilldale Ave St","Hilldale Ave St","",19,455,2009-06-18 00:00:00.000
163,826,"Store","Contoso Falmouth Store","On",2004-11-27 00:00:00.000,,"2540","2540","429-555-0137","429-555-0137","Shore Citycenter Shopping mall","Shore Citycenter Shopping mall","",25,700,2009-06-18 00:00:00.000
168,855,"Store","Contoso Kennebunkport Store","On",2004-02-19 00:00:00.000,,"4046","4046","587-555-0115","587-555-0115","School St","School St","",22,500,2009-06-18 00:00:00.000
173,801,"Store","Contoso Bridgeport Store","On",2004-02-18 00:00:00.000,,"6604","6604","609-555-0153","609-555-0153","Center St","Center St","",19,455,2009-06-18 00:00:00.000
178,864,"Store","Contoso Litchfield County Store","On",2004-07-23 00:00:00.000,,"6759","6759","164-555-0114","164-555-0114","CTuDED Rd, Litchfield County","CTuDED Rd, Litchfield County","",25,700,2009-06-18 00:00:00.000
183,784,"Store","Contoso Anchorage Store","On",2004-12-02 00:00:00.000,,"","","110-555-0115","110-555-0115","4800 Spenard Road,Shopping mall","4800 Spenard Road,Shopping mall","",47,1125,2009-06-18 00:00:00.000
188,873,"Store","Contoso Martinsville Store","On",2004-02-20 00:00:00.000,,"24112","24112","809-555-0133","809-555-0133","Monroe St","Monroe St","",19,455,2009-06-18 00:00:00.000
193,850,"Store","Contoso Howard Store","On",2004-03-19 00:00:00.000,,"21794","21794","167-555-0139","167-555-0139","River Valley Chase St Shopping mall","River Valley Chase St Shopping mall","",25,700,2009-06-18 00:00:00.000
198,835,"Store","Contoso North Harford Store","On",2004-08-24 00:00:00.000,,"20874","20874","817-555-0186","817-555-0186","Wisteria St Shopping mall","Wisteria St Shopping mall","",47,1125,2009-06-18 00:00:00.000
203,751,"Store","Contoso Glasgow Store","On",2007-08-16 00:00:00.000,,"","","289-555-0196","289-555-0196","Renfrew St Glasgow, Lanarkshire, Citycenter, United Kingdom","Renfrew St Glasgow, Lanarkshire, Citycenter, United Kingdom","",26,680,2009-06-18 00:00:00.000
208,781,"Store","Contoso West Yorkshire Store","On",2004-03-21 00:00:00.000,,"","","318-555-0137","318-555-0137","22 Market Sq Shipley, West Yorkshire, BD18 3QJ, United Kingdom","22 Market Sq Shipley, West Yorkshire, BD18 3QJ, United Kingdom","",90,680,2009-06-18 00:00:00.000
213,753,"Store","Contoso Knotty Ash Store","On",2004-03-26 00:00:00.000,,"","","785-555-0132","785-555-0132","East Prescot Road Knotty Ash, Citycenter, United Kingdom","East Prescot Road Knotty Ash, Citycenter, United Kingdom","",24,680,2009-06-18 00:00:00.000
218,777,"Store","Contoso Toulouse Store","On",2004-09-11 00:00:00.000,,"31000","31000","575-555-0126","575-555-0126","Citycenter  toulouse, France","Citycenter  toulouse, France","",23,680,2009-06-18 00:00:00.000
223,779,"Store","Contoso Venezia Store","On",2009-07-06 00:00:00.000,,"30124","30124","330-555-2568","330-555-2568","","","",11,500,2009-06-18 00:00:00.000
228,586,"Store","Contoso Berlin Store","On",2008-10-09 00:00:00.000,,"10178","10178","730-555-0117","730-555-0117","Downtown Berlin, Germany","Downtown Berlin, Germany","",13,500,2009-06-18 00:00:00.000
233,756,"Store","Contoso Landstuhl Store","On",2004-08-20 00:00:00.000,,"66917","66917","447-555-0186","447-555-0186","Citycenter Wallhalben, Germany","Citycenter Wallhalben, Germany","",21,500,2009-06-18 00:00:00.000
238,769,"Store","Contoso obamberg Store","On",2004-05-27 00:00:00.000,,"96049","96049","520-555-0177","520-555-0177","Citycenter Bamberg, Germany","Citycenter Bamberg, Germany","",29,500,2009-06-18 00:00:00.000
243,760,"Store","Contoso Madrid Store","On",2004-03-01 00:00:00.000,,"28049","28049","166-555-0156","166-555-0156","Alcobendas Shopping mall MADRID, Spain","Alcobendas Shopping mall MADRID, Spain","",35,680,2009-06-18 00:00:00.000
248,778,"Store","Contoso Valletta Store","On",2004-02-19 00:00:00.000,,"","","265-555-0195","265-555-0195","Citycenter, Fgura, Malta","Citycenter, Fgura, Malta","",42,680,2009-06-18 00:00:00.000
253,558,"Store","Contoso Sydney No.1 Store","On",2005-06-27 00:00:00.000,,"2000","2000","203-555-0196","203-555-0196","Sydney Citycenter, Australia","Sydney Citycenter, Australia","",20,480,2009-06-18 00:00:00.000
258,731,"Store","Contoso Thimphu No.1 Store","On",2009-07-02 00:00:00.000,,"","","295-555-0161","295-555-0161","Citycenter, Thimphu, Bhutan","Citycenter, Thimphu, Bhutan","",35,480,2009-06-18 00:00:00.000
263,764,"Store","Contoso Moscow  No.1 Store","On",2004-06-07 00:00:00.000,,"107031","107031","254-555-0114","254-555-0114","Citycenter, Russia","Citycenter, Russia","",65,480,2009-06-18 00:00:00.000
268,732,"Store","Contoso Tokyo No.2 Store","On",2006-04-19 00:00:00.000,,"","","228-555-0159","228-555-0159","Citycenter, Shinjuku-kuTokyo, Japan‎","Citycenter, Shinjuku-kuTokyo, Japan‎","",68,480,2009-06-18 00:00:00.000
270,724,"Store","Contoso Osaka No.1 Store","On",2005-06-17 00:00:00.000,,"39894","39894","295-555-0161","295-555-0161","Downtown,Osaka, Japan","Downtown,Osaka, Japan","",80,480,2009-06-18 00:00:00.000
275,712,"Store","Contoso Busan Store","On",2006-07-12 00:00:00.000,,"","","465-555-0156","465-555-0156","Korea Citycenter Namchendong, Suyeong-Gu, Busan","Korea Citycenter Namchendong, Suyeong-Gu, Busan","",50,480,2009-06-18 00:00:00.000
277,727,"Store","Contoso Shanghai No.1 Store","On",2004-02-14 00:00:00.000,,"201800","201800","708-555-0141","708-555-0141","China Shanghai, Jiading Distrct Yongguang Rd","China Shanghai, Jiading Distrct Yongguang Rd","",95,480,2009-06-18 00:00:00.000
280,715,"Store","Contoso Guangzhou Store","On",2009-07-17 00:00:00.000,,"510000","510000","124-555-0114","124-555-0114","China Guangzhou, Guangdong Tianhe Distrct","China Guangzhou, Guangdong Tianhe Distrct","",131,480,2009-06-18 00:00:00.000
