Datekey,FullDateLabel,DateDescription,CalendarYear,CalendarYearLabel,CalendarHalfYear,CalendarHalfYearLabel,CalendarQuarter,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeek,CalendarWeekLabel,CalendarDayOfWeek,CalendarDayOfWeekLabel,FiscalYear,FiscalYearLabel,FiscalHalfYear,FiscalHalfYearLabel,FiscalQuarter,FiscalQuarterLabel,FiscalMonth,FiscalMonthLabel,IsWorkDay,IsHoliday,HolidayName
2006-09-18 00:00:00.000,"2006-09-18","2006/09/18",2006,"Year 2006",20062,"H2",20063,"Q3",200609,"September",200638,"Week 38",2006382,"Monday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200609,"Month 9","WorkDay",0,"None"
2006-09-25 00:00:00.000,"2006-09-25","2006/09/25",2006,"Year 2006",20062,"H2",20063,"Q3",200609,"September",200639,"Week 39",2006392,"Monday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200609,"Month 9","WorkDay",0,"None"
2007-07-02 00:00:00.000,"2007-07-02","2007/07/02",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200727,"Week 27",2007272,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-09 00:00:00.000,"2007-07-09","2007/07/09",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200728,"Week 28",2007282,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-16 00:00:00.000,"2007-07-16","2007/07/16",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200729,"Week 29",2007292,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-23 00:00:00.000,"2007-07-23","2007/07/23",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200730,"Week 30",2007302,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-30 00:00:00.000,"2007-07-30","2007/07/30",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200731,"Week 31",2007312,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-08-06 00:00:00.000,"2007-08-06","2007/08/06",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200732,"Week 32",2007322,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-08-13 00:00:00.000,"2007-08-13","2007/08/13",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200733,"Week 33",2007332,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-08-20 00:00:00.000,"2007-08-20","2007/08/20",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200734,"Week 34",2007342,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-08-27 00:00:00.000,"2007-08-27","2007/08/27",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200735,"Week 35",2007352,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-09-03 00:00:00.000,"2007-09-03","2007/09/03",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200736,"Week 36",2007362,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2007-09-10 00:00:00.000,"2007-09-10","2007/09/10",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200737,"Week 37",2007372,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2007-09-17 00:00:00.000,"2007-09-17","2007/09/17",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200738,"Week 38",2007382,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2007-09-24 00:00:00.000,"2007-09-24","2007/09/24",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200739,"Week 39",2007392,"Monday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2008-07-07 00:00:00.000,"2008-07-07","2008/07/07",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200828,"Week 28",2008282,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-07-14 00:00:00.000,"2008-07-14","2008/07/14",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200829,"Week 29",2008292,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-07-21 00:00:00.000,"2008-07-21","2008/07/21",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200830,"Week 30",2008302,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-07-28 00:00:00.000,"2008-07-28","2008/07/28",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200831,"Week 31",2008312,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-08-04 00:00:00.000,"2008-08-04","2008/08/04",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200832,"Week 32",2008322,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
2008-08-11 00:00:00.000,"2008-08-11","2008/08/11",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200833,"Week 33",2008332,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
2008-08-18 00:00:00.000,"2008-08-18","2008/08/18",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200834,"Week 34",2008342,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
2008-08-25 00:00:00.000,"2008-08-25","2008/08/25",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200835,"Week 35",2008352,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
2008-09-01 00:00:00.000,"2008-09-01","2008/09/01",2008,"Year 2008",20082,"H2",20083,"Q3",200809,"September",200836,"Week 36",2008362,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200809,"Month 9","WorkDay",0,"None"
2008-09-08 00:00:00.000,"2008-09-08","2008/09/08",2008,"Year 2008",20082,"H2",20083,"Q3",200809,"September",200837,"Week 37",2008372,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200809,"Month 9","WorkDay",0,"None"
2008-09-15 00:00:00.000,"2008-09-15","2008/09/15",2008,"Year 2008",20082,"H2",20083,"Q3",200809,"September",200838,"Week 38",2008382,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200809,"Month 9","WorkDay",0,"None"
2008-09-22 00:00:00.000,"2008-09-22","2008/09/22",2008,"Year 2008",20082,"H2",20083,"Q3",200809,"September",200839,"Week 39",2008392,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200809,"Month 9","WorkDay",0,"None"
2008-09-29 00:00:00.000,"2008-09-29","2008/09/29",2008,"Year 2008",20082,"H2",20083,"Q3",200809,"September",200840,"Week 40",2008402,"Monday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200809,"Month 9","WorkDay",0,"None"
2009-07-06 00:00:00.000,"2009-07-06","2009/07/06",2009,"Year 2009",20092,"H2",20093,"Q3",200907,"July",200928,"Week 28",2009282,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200907,"Month 7","WorkDay",0,"None"
2009-07-13 00:00:00.000,"2009-07-13","2009/07/13",2009,"Year 2009",20092,"H2",20093,"Q3",200907,"July",200929,"Week 29",2009292,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200907,"Month 7","WorkDay",0,"None"
2009-07-20 00:00:00.000,"2009-07-20","2009/07/20",2009,"Year 2009",20092,"H2",20093,"Q3",200907,"July",200930,"Week 30",2009302,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200907,"Month 7","WorkDay",0,"None"
2009-07-27 00:00:00.000,"2009-07-27","2009/07/27",2009,"Year 2009",20092,"H2",20093,"Q3",200907,"July",200931,"Week 31",2009312,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200907,"Month 7","WorkDay",0,"None"
2009-08-03 00:00:00.000,"2009-08-03","2009/08/03",2009,"Year 2009",20092,"H2",20093,"Q3",200908,"August",200932,"Week 32",2009322,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200908,"Month 8","WorkDay",0,"None"
2009-08-10 00:00:00.000,"2009-08-10","2009/08/10",2009,"Year 2009",20092,"H2",20093,"Q3",200908,"August",200933,"Week 33",2009332,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200908,"Month 8","WorkDay",0,"None"
2009-08-17 00:00:00.000,"2009-08-17","2009/08/17",2009,"Year 2009",20092,"H2",20093,"Q3",200908,"August",200934,"Week 34",2009342,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200908,"Month 8","WorkDay",0,"None"
2009-08-24 00:00:00.000,"2009-08-24","2009/08/24",2009,"Year 2009",20092,"H2",20093,"Q3",200908,"August",200935,"Week 35",2009352,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200908,"Month 8","WorkDay",0,"None"
2009-08-31 00:00:00.000,"2009-08-31","2009/08/31",2009,"Year 2009",20092,"H2",20093,"Q3",200908,"August",200936,"Week 36",2009362,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200908,"Month 8","WorkDay",0,"None"
2009-09-07 00:00:00.000,"2009-09-07","2009/09/07",2009,"Year 2009",20092,"H2",20093,"Q3",200909,"September",200937,"Week 37",2009372,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200909,"Month 9","WorkDay",0,"None"
2009-09-14 00:00:00.000,"2009-09-14","2009/09/14",2009,"Year 2009",20092,"H2",20093,"Q3",200909,"September",200938,"Week 38",2009382,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200909,"Month 9","WorkDay",0,"None"
2009-09-21 00:00:00.000,"2009-09-21","2009/09/21",2009,"Year 2009",20092,"H2",20093,"Q3",200909,"September",200939,"Week 39",2009392,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200909,"Month 9","WorkDay",0,"None"
2009-09-28 00:00:00.000,"2009-09-28","2009/09/28",2009,"Year 2009",20092,"H2",20093,"Q3",200909,"September",200940,"Week 40",2009402,"Monday",2009,"FiscalYear 2009",20092,"H2",20093,"Q3",200909,"Month 9","WorkDay",0,"None"
2010-07-05 00:00:00.000,"2010-07-05","2010/07/05",2010,"Year 2010",20102,"H2",20103,"Q3",201007,"July",201028,"Week 28",2010282,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201007,"Month 7","WorkDay",0,"None"
2010-07-12 00:00:00.000,"2010-07-12","2010/07/12",2010,"Year 2010",20102,"H2",20103,"Q3",201007,"July",201029,"Week 29",2010292,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201007,"Month 7","WorkDay",0,"None"
2010-07-19 00:00:00.000,"2010-07-19","2010/07/19",2010,"Year 2010",20102,"H2",20103,"Q3",201007,"July",201030,"Week 30",2010302,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201007,"Month 7","WorkDay",0,"None"
2010-07-26 00:00:00.000,"2010-07-26","2010/07/26",2010,"Year 2010",20102,"H2",20103,"Q3",201007,"July",201031,"Week 31",2010312,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201007,"Month 7","WorkDay",0,"None"
2010-08-02 00:00:00.000,"2010-08-02","2010/08/02",2010,"Year 2010",20102,"H2",20103,"Q3",201008,"August",201032,"Week 32",2010322,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201008,"Month 8","WorkDay",0,"None"
2010-08-09 00:00:00.000,"2010-08-09","2010/08/09",2010,"Year 2010",20102,"H2",20103,"Q3",201008,"August",201033,"Week 33",2010332,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201008,"Month 8","WorkDay",0,"None"
2010-08-16 00:00:00.000,"2010-08-16","2010/08/16",2010,"Year 2010",20102,"H2",20103,"Q3",201008,"August",201034,"Week 34",2010342,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201008,"Month 8","WorkDay",0,"None"
2010-08-23 00:00:00.000,"2010-08-23","2010/08/23",2010,"Year 2010",20102,"H2",20103,"Q3",201008,"August",201035,"Week 35",2010352,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201008,"Month 8","WorkDay",0,"None"
2010-08-30 00:00:00.000,"2010-08-30","2010/08/30",2010,"Year 2010",20102,"H2",20103,"Q3",201008,"August",201036,"Week 36",2010362,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201008,"Month 8","WorkDay",0,"None"
2010-09-06 00:00:00.000,"2010-09-06","2010/09/06",2010,"Year 2010",20102,"H2",20103,"Q3",201009,"September",201037,"Week 37",2010372,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201009,"Month 9","WorkDay",0,"None"
2010-09-13 00:00:00.000,"2010-09-13","2010/09/13",2010,"Year 2010",20102,"H2",20103,"Q3",201009,"September",201038,"Week 38",2010382,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201009,"Month 9","WorkDay",0,"None"
2010-09-20 00:00:00.000,"2010-09-20","2010/09/20",2010,"Year 2010",20102,"H2",20103,"Q3",201009,"September",201039,"Week 39",2010392,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201009,"Month 9","WorkDay",0,"None"
2010-09-27 00:00:00.000,"2010-09-27","2010/09/27",2010,"Year 2010",20102,"H2",20103,"Q3",201009,"September",201040,"Week 40",2010402,"Monday",2010,"FiscalYear 2010",20102,"H2",20103,"Q3",201009,"Month 9","WorkDay",0,"None"
2011-07-04 00:00:00.000,"2011-07-04","2011/07/04",2011,"Year 2011",20112,"H2",20113,"Q3",201107,"July",201128,"Week 28",2011282,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201107,"Month 7","WorkDay",0,"None"
2011-07-11 00:00:00.000,"2011-07-11","2011/07/11",2011,"Year 2011",20112,"H2",20113,"Q3",201107,"July",201129,"Week 29",2011292,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201107,"Month 7","WorkDay",0,"None"
2011-07-18 00:00:00.000,"2011-07-18","2011/07/18",2011,"Year 2011",20112,"H2",20113,"Q3",201107,"July",201130,"Week 30",2011302,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201107,"Month 7","WorkDay",0,"None"
2011-07-25 00:00:00.000,"2011-07-25","2011/07/25",2011,"Year 2011",20112,"H2",20113,"Q3",201107,"July",201131,"Week 31",2011312,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201107,"Month 7","WorkDay",0,"None"
2011-08-01 00:00:00.000,"2011-08-01","2011/08/01",2011,"Year 2011",20112,"H2",20113,"Q3",201108,"August",201132,"Week 32",2011322,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201108,"Month 8","WorkDay",0,"None"
2011-08-08 00:00:00.000,"2011-08-08","2011/08/08",2011,"Year 2011",20112,"H2",20113,"Q3",201108,"August",201133,"Week 33",2011332,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201108,"Month 8","WorkDay",0,"None"
2011-08-15 00:00:00.000,"2011-08-15","2011/08/15",2011,"Year 2011",20112,"H2",20113,"Q3",201108,"August",201134,"Week 34",2011342,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201108,"Month 8","WorkDay",0,"None"
2011-08-22 00:00:00.000,"2011-08-22","2011/08/22",2011,"Year 2011",20112,"H2",20113,"Q3",201108,"August",201135,"Week 35",2011352,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201108,"Month 8","WorkDay",0,"None"
2011-08-29 00:00:00.000,"2011-08-29","2011/08/29",2011,"Year 2011",20112,"H2",20113,"Q3",201108,"August",201136,"Week 36",2011362,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201108,"Month 8","WorkDay",0,"None"
2011-09-05 00:00:00.000,"2011-09-05","2011/09/05",2011,"Year 2011",20112,"H2",20113,"Q3",201109,"September",201137,"Week 37",2011372,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201109,"Month 9","WorkDay",0,"None"
2011-09-12 00:00:00.000,"2011-09-12","2011/09/12",2011,"Year 2011",20112,"H2",20113,"Q3",201109,"September",201138,"Week 38",2011382,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201109,"Month 9","WorkDay",0,"None"
2011-09-19 00:00:00.000,"2011-09-19","2011/09/19",2011,"Year 2011",20112,"H2",20113,"Q3",201109,"September",201139,"Week 39",2011392,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201109,"Month 9","WorkDay",0,"None"
2011-09-26 00:00:00.000,"2011-09-26","2011/09/26",2011,"Year 2011",20112,"H2",20113,"Q3",201109,"September",201140,"Week 40",2011402,"Monday",2011,"FiscalYear 2011",20112,"H2",20113,"Q3",201109,"Month 9","WorkDay",0,"None"
2005-10-04 00:00:00.000,"2005-10-04","2005/10/04",2005,"Year 2005",20052,"H2",20054,"Q4",200510,"October",200541,"Week 41",2005413,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200510,"Month 10","WorkDay",0,"None"
2005-10-11 00:00:00.000,"2005-10-11","2005/10/11",2005,"Year 2005",20052,"H2",20054,"Q4",200510,"October",200542,"Week 42",2005423,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200510,"Month 10","WorkDay",0,"None"
2005-10-18 00:00:00.000,"2005-10-18","2005/10/18",2005,"Year 2005",20052,"H2",20054,"Q4",200510,"October",200543,"Week 43",2005433,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200510,"Month 10","WorkDay",0,"None"
2005-10-25 00:00:00.000,"2005-10-25","2005/10/25",2005,"Year 2005",20052,"H2",20054,"Q4",200510,"October",200544,"Week 44",2005443,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200510,"Month 10","WorkDay",0,"None"
2005-11-01 00:00:00.000,"2005-11-01","2005/11/01",2005,"Year 2005",20052,"H2",20054,"Q4",200511,"November",200545,"Week 45",2005453,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200511,"Month 11","WorkDay",0,"None"
2005-11-08 00:00:00.000,"2005-11-08","2005/11/08",2005,"Year 2005",20052,"H2",20054,"Q4",200511,"November",200546,"Week 46",2005463,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200511,"Month 11","WorkDay",0,"None"
2005-11-15 00:00:00.000,"2005-11-15","2005/11/15",2005,"Year 2005",20052,"H2",20054,"Q4",200511,"November",200547,"Week 47",2005473,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200511,"Month 11","WorkDay",0,"None"
2005-11-22 00:00:00.000,"2005-11-22","2005/11/22",2005,"Year 2005",20052,"H2",20054,"Q4",200511,"November",200548,"Week 48",2005483,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200511,"Month 11","WorkDay",0,"None"
2005-11-29 00:00:00.000,"2005-11-29","2005/11/29",2005,"Year 2005",20052,"H2",20054,"Q4",200511,"November",200549,"Week 49",2005493,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200511,"Month 11","WorkDay",0,"None"
2005-12-06 00:00:00.000,"2005-12-06","2005/12/06",2005,"Year 2005",20052,"H2",20054,"Q4",200512,"December",200550,"Week 50",2005503,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200512,"Month 12","WorkDay",0,"None"
2005-12-13 00:00:00.000,"2005-12-13","2005/12/13",2005,"Year 2005",20052,"H2",20054,"Q4",200512,"December",200551,"Week 51",2005513,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200512,"Month 12","WorkDay",0,"None"
2005-12-20 00:00:00.000,"2005-12-20","2005/12/20",2005,"Year 2005",20052,"H2",20054,"Q4",200512,"December",200552,"Week 52",2005523,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200512,"Month 12","WorkDay",0,"None"
2005-12-27 00:00:00.000,"2005-12-27","2005/12/27",2005,"Year 2005",20052,"H2",20054,"Q4",200512,"December",200553,"Week 53",2005533,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20054,"Q4",200512,"Month 12","WorkDay",0,"None"
2006-10-03 00:00:00.000,"2006-10-03","2006/10/03",2006,"Year 2006",20062,"H2",20064,"Q4",200610,"October",200640,"Week 40",2006403,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200610,"Month 10","WorkDay",0,"None"
2006-10-10 00:00:00.000,"2006-10-10","2006/10/10",2006,"Year 2006",20062,"H2",20064,"Q4",200610,"October",200641,"Week 41",2006413,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200610,"Month 10","WorkDay",0,"None"
2006-10-17 00:00:00.000,"2006-10-17","2006/10/17",2006,"Year 2006",20062,"H2",20064,"Q4",200610,"October",200642,"Week 42",2006423,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200610,"Month 10","WorkDay",0,"None"
2006-10-24 00:00:00.000,"2006-10-24","2006/10/24",2006,"Year 2006",20062,"H2",20064,"Q4",200610,"October",200643,"Week 43",2006433,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200610,"Month 10","WorkDay",0,"None"
2006-10-31 00:00:00.000,"2006-10-31","2006/10/31",2006,"Year 2006",20062,"H2",20064,"Q4",200610,"October",200644,"Week 44",2006443,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200610,"Month 10","WorkDay",0,"None"
2006-11-07 00:00:00.000,"2006-11-07","2006/11/07",2006,"Year 2006",20062,"H2",20064,"Q4",200611,"November",200645,"Week 45",2006453,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200611,"Month 11","WorkDay",0,"None"
2006-11-14 00:00:00.000,"2006-11-14","2006/11/14",2006,"Year 2006",20062,"H2",20064,"Q4",200611,"November",200646,"Week 46",2006463,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200611,"Month 11","WorkDay",0,"None"
2006-11-21 00:00:00.000,"2006-11-21","2006/11/21",2006,"Year 2006",20062,"H2",20064,"Q4",200611,"November",200647,"Week 47",2006473,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200611,"Month 11","WorkDay",0,"None"
2006-11-28 00:00:00.000,"2006-11-28","2006/11/28",2006,"Year 2006",20062,"H2",20064,"Q4",200611,"November",200648,"Week 48",2006483,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200611,"Month 11","WorkDay",0,"None"
2006-12-05 00:00:00.000,"2006-12-05","2006/12/05",2006,"Year 2006",20062,"H2",20064,"Q4",200612,"December",200649,"Week 49",2006493,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200612,"Month 12","WorkDay",0,"None"
2006-12-12 00:00:00.000,"2006-12-12","2006/12/12",2006,"Year 2006",20062,"H2",20064,"Q4",200612,"December",200650,"Week 50",2006503,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200612,"Month 12","WorkDay",0,"None"
2006-12-19 00:00:00.000,"2006-12-19","2006/12/19",2006,"Year 2006",20062,"H2",20064,"Q4",200612,"December",200651,"Week 51",2006513,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200612,"Month 12","WorkDay",0,"None"
2006-12-26 00:00:00.000,"2006-12-26","2006/12/26",2006,"Year 2006",20062,"H2",20064,"Q4",200612,"December",200652,"Week 52",2006523,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20064,"Q4",200612,"Month 12","WorkDay",0,"None"
2007-10-02 00:00:00.000,"2007-10-02","2007/10/02",2007,"Year 2007",20072,"H2",20074,"Q4",200710,"October",200740,"Week 40",2007403,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200710,"Month 10","WorkDay",0,"None"
2007-10-09 00:00:00.000,"2007-10-09","2007/10/09",2007,"Year 2007",20072,"H2",20074,"Q4",200710,"October",200741,"Week 41",2007413,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200710,"Month 10","WorkDay",0,"None"
2007-10-16 00:00:00.000,"2007-10-16","2007/10/16",2007,"Year 2007",20072,"H2",20074,"Q4",200710,"October",200742,"Week 42",2007423,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200710,"Month 10","WorkDay",0,"None"
2007-10-23 00:00:00.000,"2007-10-23","2007/10/23",2007,"Year 2007",20072,"H2",20074,"Q4",200710,"October",200743,"Week 43",2007433,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200710,"Month 10","WorkDay",0,"None"
2007-10-30 00:00:00.000,"2007-10-30","2007/10/30",2007,"Year 2007",20072,"H2",20074,"Q4",200710,"October",200744,"Week 44",2007443,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200710,"Month 10","WorkDay",0,"None"
2007-11-06 00:00:00.000,"2007-11-06","2007/11/06",2007,"Year 2007",20072,"H2",20074,"Q4",200711,"November",200745,"Week 45",2007453,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200711,"Month 11","WorkDay",0,"None"
2007-11-13 00:00:00.000,"2007-11-13","2007/11/13",2007,"Year 2007",20072,"H2",20074,"Q4",200711,"November",200746,"Week 46",2007463,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200711,"Month 11","WorkDay",0,"None"
2007-11-20 00:00:00.000,"2007-11-20","2007/11/20",2007,"Year 2007",20072,"H2",20074,"Q4",200711,"November",200747,"Week 47",2007473,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200711,"Month 11","WorkDay",0,"None"
2007-11-27 00:00:00.000,"2007-11-27","2007/11/27",2007,"Year 2007",20072,"H2",20074,"Q4",200711,"November",200748,"Week 48",2007483,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200711,"Month 11","WorkDay",0,"None"
2007-12-04 00:00:00.000,"2007-12-04","2007/12/04",2007,"Year 2007",20072,"H2",20074,"Q4",200712,"December",200749,"Week 49",2007493,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200712,"Month 12","WorkDay",0,"None"
2007-12-11 00:00:00.000,"2007-12-11","2007/12/11",2007,"Year 2007",20072,"H2",20074,"Q4",200712,"December",200750,"Week 50",2007503,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200712,"Month 12","WorkDay",0,"None"
2007-12-18 00:00:00.000,"2007-12-18","2007/12/18",2007,"Year 2007",20072,"H2",20074,"Q4",200712,"December",200751,"Week 51",2007513,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200712,"Month 12","WorkDay",0,"None"
2007-12-25 00:00:00.000,"2007-12-25","2007/12/25",2007,"Year 2007",20072,"H2",20074,"Q4",200712,"December",200752,"Week 52",2007523,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20074,"Q4",200712,"Month 12","WorkDay",0,"None"
