Congresistas,Partido Político,Bancada,Proyectos de Ley,Leyes Aprobadas,Efectividad Individual,Porporción de contribucion x Bancada,IdRecord,Foto,Foto 1,Foto 130,Efectividad Bancada,Score,Ranking
"Tan De Inafuko Aurelia","Fuerza Popular","Fuerza Popular",216,40,0.1852,0.006,59,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/114-x4Sw6Kb5Lu7Wr4N.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.19663286034353994,51
"Mulder Bedoya Mauricio","Partido Aprista Peruano","Concertación Parlamentaria",196,37,0.1888,0.026600000000000002,14,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/81-z4Zf2Ay1Lb5Qa1B.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.20230381569474443,0.1955519078473722,52
"Sarmiento Betancourt Freddy Fernando","Fuerza Popular","Fuerza Popular",373,68,0.18230000000000002,0.0102,56,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/108-h5Gw9Jr9Bu8Wl1Q.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.19518286034353996,53
"Solórzano Flores Ana Maria","Gana Perú","Nacionalista Gana Perú",134,32,0.23879999999999998,0.0040999999999999995,67,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/111-l5Kh3Lj2Fn1Dh4E.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.19514017355793772,54
"Ccama Layme Francisco","Fuerza Popular","Fuerza Popular",209,38,0.1818,0.0056999999999999993,60,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/25-v5Tw4Sz7Bz4Pc3J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.19493286034353996,55
"Kobashigawa Kobashigawa Ramón","Fuerza Popular","Fuerza Popular",361,65,0.1801,0.0097,57,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/64-n6Af5Oc1Yu6On3G.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.19408286034353994,56
"Luna Gálvez José León","Alianza Solidaridad Nacional","Solidaridad Nacional",218,47,0.21559999999999999,0.0207,118,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/72-x5Dg8Ea3Yy7Lx5G.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.16959578207381371,0.19259789103690683,57
"Bruce Montes De Oca Carlos Ricardo","Perú Posible","Concertación Parlamentaria",167,30,0.1796,0.0216,15,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/18-k1Ry5Sd4Bz4Gu8Q.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.20230381569474443,0.1909519078473722,58
"Isla Rojas Víctor","Gana Perú","Nacionalista Gana Perú",165,38,0.2303,0.0048,68,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/61-c1Tl0Cu4Wh4Dk1P.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.19089017355793775,59
"Bardález Cochagne Aldo Maximiliano","Fuerza Popular","Fuerza Popular",288,50,0.1736,0.0075,61,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/12-q8Ud1Ge7Pu9Nc2I.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.19083286034353997,60
"Neyra Huamaní Rofilio T.","Fuerza Popular","Fuerza Popular",162,28,0.1728,0.0042,62,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/83-h7Og6Bq1Ue7Le7V.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.19043286034353996,61
"Acha Romaní Walter","Gana Perú","No Agrupados",236,41,0.17370000000000002,0.030899999999999997,98,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/2-g6Sw6Gu5Hp1Tq8Y.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.20316027088036118,0.18843013544018061,62
"Omonte Durand María Del Carmen","Perú Posible","Perú Posible",255,49,0.19219999999999998,0.0168,103,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/86-l9Qi6Dy2Mo6Jx1L.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.18780380527939661,63
"Julca Jara Dalmacio Modesto","Perú Posible","Perú Posible",287,54,0.1882,0.018500000000000003,104,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/63-z0Gp7Zj7Qr1Sk6X.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.18580380527939663,64
"Pérez Del Solar Cuculiza Gabriela Lourdes","Alianza por el Gran Cambio","Concertación Parlamentaria",168,28,0.16670000000000001,0.0202,16,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/91-j4Ei3Qi8Sz6Oj3I.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.20230381569474443,0.18450190784737222,65
"Castagnino Lema Juan Cesar","Perú Posible","Perú Posible",266,49,0.18420000000000003,0.0168,105,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/24-r1Ya8Qy9Jg9Km9X.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.18380380527939666,66
"Crisólogo Espejo Víctor Walberto","Perú Posible","Perú Posible",319,56,0.17550000000000002,0.0192,106,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/35-o4Eu2Dg4Vc3Xb4A.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.17945380527939664,67
"Delgado Zegarra Jaime Ricardo","Gana Perú","Dignidad Y Democracia",159,35,0.22010000000000002,0.0079,18,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/39-l8Qt3Xg7Bh8Zi1J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.17735987514188423,68
"Jara Velásquez Ana Ethel Del Rosario","Gana Perú","Nacionalista Gana Perú",75,15,0.2,0.0019,70,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/62-k5Tt2Fs6Fy3Ap5Q.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.17574017355793775,69
"Gutiérrez Cóndor Josue Manuel","Gana Perú","Nacionalista Gana Perú",247,49,0.1984,0.0063,69,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/55-g6Ra2Xm6Nz5Mt7I.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.17494017355793773,70
"Monterola Abregú Wuilian Alfonso","Perú Posible","Unión Regional",277,54,0.1949,0.0253,126,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/79-n0Hb5Rh9Bj2Xo3E.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15489003275620028,0.17489501637810012,71
"Mora Zevallos Daniel Emiliano","Perú Posible","Perú Posible",181,30,0.16570000000000001,0.0103,109,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/80-h5Rt9Rw8Yr9Wz5B.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.17455380527939662,72
"Rondón Fudinaga Gustavo Bernardo","Alianza Solidaridad Nacional","Solidaridad Nacional",429,76,0.1772,0.0334,119,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/102-d4Ux2Cl0Hn1Si6M.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.16959578207381371,0.17339789103690684,73
"Chehade Moya Omar Karim","Gana Perú","No Agrupados",169,24,0.142,0.0181,99,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/28-u0Xd8Xn0Jg3Hf6G.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.20316027088036118,0.17258013544018058,74
"Espinoza Rosales Rennán Samuel","Perú Posible","Perú Posible",246,39,0.1585,0.0134,110,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/45-b7Pr7Mx5Rz0On7T.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.17095380527939663,75
"Zeballos Salinas Vicente Antonio","Alianza Solidaridad Nacional","Solidaridad Nacional",343,59,0.172,0.0259,120,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/131-z7Po7Ci4Mc8Im4Z.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.16959578207381371,0.17079789103690685,76
"Lay Sun Humberto","Alianza por el Gran Cambio","Unión Regional",253,47,0.1858,0.022000000000000002,127,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/65-q0Pm8Me8Nf0Yw8M.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15489003275620028,0.17034501637810012,77
"Huaire Chuquichaico Casio Faustino","Perú Posible","Perú Posible",405,63,0.15560000000000002,0.0216,107,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/56-h5Vc8Ja0Cj1Gc8Z.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.16950380527939662,78
"Valle Ramírez Willyam Tito","Somos Perú","Perú Posible",408,63,0.15439999999999998,0.0216,108,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/124-a7Tx3Fy3Yu1Iv6O.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.18340761055879326,0.16890380527939663,79
"Capuñay Quispe Esther Yovana","Alianza Solidaridad Nacional","Solidaridad Nacional",343,57,0.16620000000000001,0.025,121,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/21-v0Cv6Nr4Xa3Ki4S.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.16959578207381371,0.16789789103690686,80
"Belaunde Moreyra Martin","Alianza Solidaridad Nacional","Solidaridad Nacional",265,44,0.166,0.019299999999999998,123,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/16-f4Hh4Da0Aw9Qm7V.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.16959578207381371,0.16779789103690684,81
"Chávez Cossío Martha Gladys","Fuerza Popular","Fuerza Popular",56,7,0.125,0.001,63,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/27-m0Dl6Dl4Ve3Xy4H.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.16653286034353995,82
"Wong Pujada Enrique","Alianza por el Gran Cambio","Solidaridad Nacional",348,55,0.158,0.0242,122,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/127-p8Ys0Ob6Ko1Br1K.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.16959578207381371,0.16379789103690684,83
"Gamarra Saldívar Teófilo","Gana Perú","Nacionalista Gana Perú",390,68,0.1744,0.0087,71,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/50-m6Go1Il2Lv8Bz8R.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.16294017355793772,84
"Reynaga Soto Jhon Arquimides","Gana Perú","Dignidad Y Democracia",244,45,0.1844,0.0102,19,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/97-m8Fg6Ch1Yy8Tx9B.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.15950987514188422,85
"Rivas Texeira Martín","Gana Perú","Nacionalista Gana Perú",314,52,0.1656,0.0066,73,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/99-n9Tu2Br6Et9Oz1Z.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.15854017355793773,86
"Acuña Peralta Virgilio","Alianza Solidaridad Nacional","Solidaridad Nacional",330,48,0.14550000000000002,0.021099999999999997,124,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/4-n3Mz0Tj4Nt9Op8W.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.16959578207381371,0.15754789103690686,87
"Lewis Del Alcázar Norman David","Perú Posible","Unión Regional",441,69,0.1565,0.0323,125,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/69-x8Cm3Nj8Vm9Ur9P.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15489003275620028,0.15569501637810013,88
"De La Torre Dueñas Hernán","Gana Perú","Nacionalista Gana Perú",451,71,0.1574,0.0091,72,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/38-b3Kx1Te0Xr9Af5A.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.15444017355793774,89
"Urquizo Maggia José Antonio","Gana Perú","Nacionalista Gana Perú",173,27,0.1561,0.0034000000000000002,79,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/120-z8Nx5Nt7No8Of9E.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.15379017355793773,90
"Yrupailla Montes César Elmer","Gana Perú","Nacionalista Gana Perú",411,64,0.1557,0.008199999999999999,75,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/129-t6Dn6Dd2Em5Ee4L.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.15359017355793775,91
"Zamudio Briceño Tomás Martín","Gana Perú","Nacionalista Gana Perú",489,75,0.1534,0.0096,74,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/130-m8Ua1Hv6Bs2Pz9J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.15244017355793774,92
"Coa Aguilar Rubén Rolando","Gana Perú","Nacionalista Gana Perú",242,37,0.15289999999999998,0.0046999999999999993,78,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/30-d2Qn0Dr8Ej9Dr1O.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.15219017355793774,93
"García Belaúnde Víctor Andrés","Perú Posible","Acción Popular - Frente Amplio",178,30,0.1685,0.0103,5,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/51-e1Dj2Mc7Xn5Za7P.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.15130439616832023,94
"Tejada Galindo Sergio Fernando","Gana Perú","Dignidad Y Democracia",313,52,0.1661,0.0118,20,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/116-x8Au6Hv5Sv3Ph3I.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.1503598751418842,95
"Falconí Picardo Marco Tulio","Perú Posible","Unión Regional",341,49,0.1437,0.0229,130,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/46-w9Ua2Zj6Up2Vt8E.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15489003275620028,0.14929501637810014,96
"Zerillo Bazalar Manuel Salvador","Gana Perú","Nacionalista Gana Perú",279,41,0.147,0.0052,80,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/132-b3Tt2Wi5Jw7Kq4C.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14924017355793773,97
"Molina Martínez Agustín F.","Gana Perú","Nacionalista Gana Perú",385,56,0.14550000000000002,0.0070999999999999995,77,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/78-n4Rk2Ka4Yc7Ki7J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14849017355793775,98
"Canches Guzmán Rogelio Antenor","Gana Perú","Unión Regional",414,58,0.1401,0.0271,128,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/20-h0Vr2Ho5Ko6Lg8V.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15489003275620028,0.14749501637810014,99
"Huayama Neira Leonidas","Gana Perú","Nacionalista Gana Perú",516,74,0.1434,0.0093999999999999986,76,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/57-r5Re8Il5Di5Tw3H.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14744017355793773,100
