DATE_PK,CALENDAR_DT,DAY_NM,DAY_WEEK_NUM,DAY_MONTH_NUM,DAY_YEAR_NUM,WEEK_YEAR_NUM,MONTH_NM,MONTH_NUM,QUARTER_YEAR_NUM,CALENDAR_YEAR_NUM,FISCAL_MONTH_NUM,FISCAL_QUARTER_NUM,FISCAL_YEAR_NUM,IS_LAST_DAY_OF_MONTH_IND,IS_WEEKEND_IND,IS_COMPANY_HOLIDAY_IND,COMPANY_HOLIDAY_NM,COL_YearMonth,COL_FISCAL_QTR_NM
20210127,2021-01-27 00:00:00.000,"Wednesday",4,27,27,5,"January",1,1,2021,4,2,2021,"N","N","N","","20211","Q2"
20220105,2022-01-05 00:00:00.000,"Wednesday",4,5,5,2,"January",1,1,2022,4,2,2022,"N","N","N","","20221","Q2"
20220112,2022-01-12 00:00:00.000,"Wednesday",4,12,12,3,"January",1,1,2022,4,2,2022,"N","N","N","","20221","Q2"
20220119,2022-01-19 00:00:00.000,"Wednesday",4,19,19,4,"January",1,1,2022,4,2,2022,"N","N","N","","20221","Q2"
20220126,2022-01-26 00:00:00.000,"Wednesday",4,26,26,5,"January",1,1,2022,4,2,2022,"N","N","N","","20221","Q2"
20230104,2023-01-04 00:00:00.000,"Wednesday",4,4,4,1,"January",1,1,2023,4,2,2023,"N","N","N","","20231","Q2"
20230111,2023-01-11 00:00:00.000,"Wednesday",4,11,11,2,"January",1,1,2023,4,2,2023,"N","N","N","","20231","Q2"
20230118,2023-01-18 00:00:00.000,"Wednesday",4,18,18,3,"January",1,1,2023,4,2,2023,"N","N","N","","20231","Q2"
20230125,2023-01-25 00:00:00.000,"Wednesday",4,25,25,4,"January",1,1,2023,4,2,2023,"N","N","N","","20231","Q2"
20240103,2024-01-03 00:00:00.000,"Wednesday",4,3,3,1,"January",1,1,2024,4,2,2024,"N","N","N","","20241","Q2"
20240110,2024-01-10 00:00:00.000,"Wednesday",4,10,10,2,"January",1,1,2024,4,2,2024,"N","N","N","","20241","Q2"
20240117,2024-01-17 00:00:00.000,"Wednesday",4,17,17,3,"January",1,1,2024,4,2,2024,"N","N","N","","20241","Q2"
20240124,2024-01-24 00:00:00.000,"Wednesday",4,24,24,4,"January",1,1,2024,4,2,2024,"N","N","N","","20241","Q2"
20100303,2010-03-03 00:00:00.000,"Wednesday",4,3,62,10,"March",3,1,2010,6,2,2010,"N","N","N","","20103","Q2"
20100310,2010-03-10 00:00:00.000,"Wednesday",4,10,69,11,"March",3,1,2010,6,2,2010,"N","N","N","","20103","Q2"
20100317,2010-03-17 00:00:00.000,"Wednesday",4,17,76,12,"March",3,1,2010,6,2,2010,"N","N","N","","20103","Q2"
20100324,2010-03-24 00:00:00.000,"Wednesday",4,24,83,13,"March",3,1,2010,6,2,2010,"N","N","N","","20103","Q2"
20110302,2011-03-02 00:00:00.000,"Wednesday",4,2,61,10,"March",3,1,2011,6,2,2011,"N","N","N","","20113","Q2"
20110309,2011-03-09 00:00:00.000,"Wednesday",4,9,68,11,"March",3,1,2011,6,2,2011,"N","N","N","","20113","Q2"
20110316,2011-03-16 00:00:00.000,"Wednesday",4,16,75,12,"March",3,1,2011,6,2,2011,"N","N","N","","20113","Q2"
20110323,2011-03-23 00:00:00.000,"Wednesday",4,23,82,13,"March",3,1,2011,6,2,2011,"N","N","N","","20113","Q2"
20110330,2011-03-30 00:00:00.000,"Wednesday",4,30,89,14,"March",3,1,2011,6,2,2011,"N","N","N","","20113","Q2"
20120307,2012-03-07 00:00:00.000,"Wednesday",4,7,67,10,"March",3,1,2012,6,2,2012,"N","N","N","","20123","Q2"
20120314,2012-03-14 00:00:00.000,"Wednesday",4,14,74,11,"March",3,1,2012,6,2,2012,"N","N","N","","20123","Q2"
20120321,2012-03-21 00:00:00.000,"Wednesday",4,21,81,12,"March",3,1,2012,6,2,2012,"N","N","N","","20123","Q2"
20120328,2012-03-28 00:00:00.000,"Wednesday",4,28,88,13,"March",3,1,2012,6,2,2012,"N","N","N","","20123","Q2"
20130306,2013-03-06 00:00:00.000,"Wednesday",4,6,65,10,"March",3,1,2013,6,2,2013,"N","N","N","","20133","Q2"
20130313,2013-03-13 00:00:00.000,"Wednesday",4,13,72,11,"March",3,1,2013,6,2,2013,"N","N","N","","20133","Q2"
20130320,2013-03-20 00:00:00.000,"Wednesday",4,20,79,12,"March",3,1,2013,6,2,2013,"N","N","N","","20133","Q2"
20130327,2013-03-27 00:00:00.000,"Wednesday",4,27,86,13,"March",3,1,2013,6,2,2013,"N","N","N","","20133","Q2"
20140305,2014-03-05 00:00:00.000,"Wednesday",4,5,64,10,"March",3,1,2014,6,2,2014,"N","N","N","","20143","Q2"
20140312,2014-03-12 00:00:00.000,"Wednesday",4,12,71,11,"March",3,1,2014,6,2,2014,"N","N","N","","20143","Q2"
20140319,2014-03-19 00:00:00.000,"Wednesday",4,19,78,12,"March",3,1,2014,6,2,2014,"N","N","N","","20143","Q2"
20140326,2014-03-26 00:00:00.000,"Wednesday",4,26,85,13,"March",3,1,2014,6,2,2014,"N","N","N","","20143","Q2"
20150304,2015-03-04 00:00:00.000,"Wednesday",4,4,63,10,"March",3,1,2015,6,2,2015,"N","N","N","","20153","Q2"
20150311,2015-03-11 00:00:00.000,"Wednesday",4,11,70,11,"March",3,1,2015,6,2,2015,"N","N","N","","20153","Q2"
20150318,2015-03-18 00:00:00.000,"Wednesday",4,18,77,12,"March",3,1,2015,6,2,2015,"N","N","N","","20153","Q2"
20150325,2015-03-25 00:00:00.000,"Wednesday",4,25,84,13,"March",3,1,2015,6,2,2015,"N","N","N","","20153","Q2"
20160302,2016-03-02 00:00:00.000,"Wednesday",4,2,62,10,"March",3,1,2016,6,2,2016,"N","N","N","","20163","Q2"
20160309,2016-03-09 00:00:00.000,"Wednesday",4,9,69,11,"March",3,1,2016,6,2,2016,"N","N","N","","20163","Q2"
20160316,2016-03-16 00:00:00.000,"Wednesday",4,16,76,12,"March",3,1,2016,6,2,2016,"N","N","N","","20163","Q2"
20160323,2016-03-23 00:00:00.000,"Wednesday",4,23,83,13,"March",3,1,2016,6,2,2016,"N","N","N","","20163","Q2"
20160330,2016-03-30 00:00:00.000,"Wednesday",4,30,90,14,"March",3,1,2016,6,2,2016,"N","N","N","","20163","Q2"
20170301,2017-03-01 00:00:00.000,"Wednesday",4,1,60,9,"March",3,1,2017,6,2,2017,"N","N","N","","20173","Q2"
20170308,2017-03-08 00:00:00.000,"Wednesday",4,8,67,10,"March",3,1,2017,6,2,2017,"N","N","N","","20173","Q2"
20170315,2017-03-15 00:00:00.000,"Wednesday",4,15,74,11,"March",3,1,2017,6,2,2017,"N","N","N","","20173","Q2"
20170322,2017-03-22 00:00:00.000,"Wednesday",4,22,81,12,"March",3,1,2017,6,2,2017,"N","N","N","","20173","Q2"
20170329,2017-03-29 00:00:00.000,"Wednesday",4,29,88,13,"March",3,1,2017,6,2,2017,"N","N","N","","20173","Q2"
20180307,2018-03-07 00:00:00.000,"Wednesday",4,7,66,10,"March",3,1,2018,6,2,2018,"N","N","N","","20183","Q2"
20180314,2018-03-14 00:00:00.000,"Wednesday",4,14,73,11,"March",3,1,2018,6,2,2018,"N","N","N","","20183","Q2"
20180321,2018-03-21 00:00:00.000,"Wednesday",4,21,80,12,"March",3,1,2018,6,2,2018,"N","N","N","","20183","Q2"
20180328,2018-03-28 00:00:00.000,"Wednesday",4,28,87,13,"March",3,1,2018,6,2,2018,"N","N","N","","20183","Q2"
20190306,2019-03-06 00:00:00.000,"Wednesday",4,6,65,10,"March",3,1,2019,6,2,2019,"N","N","N","","20193","Q2"
20190313,2019-03-13 00:00:00.000,"Wednesday",4,13,72,11,"March",3,1,2019,6,2,2019,"N","N","N","","20193","Q2"
20190320,2019-03-20 00:00:00.000,"Wednesday",4,20,79,12,"March",3,1,2019,6,2,2019,"N","N","N","","20193","Q2"
20190327,2019-03-27 00:00:00.000,"Wednesday",4,27,86,13,"March",3,1,2019,6,2,2019,"N","N","N","","20193","Q2"
20200304,2020-03-04 00:00:00.000,"Wednesday",4,4,64,10,"March",3,1,2020,6,2,2020,"N","N","N","","20203","Q2"
20200311,2020-03-11 00:00:00.000,"Wednesday",4,11,71,11,"March",3,1,2020,6,2,2020,"N","N","N","","20203","Q2"
20200318,2020-03-18 00:00:00.000,"Wednesday",4,18,78,12,"March",3,1,2020,6,2,2020,"N","N","N","","20203","Q2"
20200325,2020-03-25 00:00:00.000,"Wednesday",4,25,85,13,"March",3,1,2020,6,2,2020,"N","N","N","","20203","Q2"
20210303,2021-03-03 00:00:00.000,"Wednesday",4,3,62,10,"March",3,1,2021,6,2,2021,"N","N","N","","20213","Q2"
20210310,2021-03-10 00:00:00.000,"Wednesday",4,10,69,11,"March",3,1,2021,6,2,2021,"N","N","N","","20213","Q2"
20210317,2021-03-17 00:00:00.000,"Wednesday",4,17,76,12,"March",3,1,2021,6,2,2021,"N","N","N","","20213","Q2"
20210324,2021-03-24 00:00:00.000,"Wednesday",4,24,83,13,"March",3,1,2021,6,2,2021,"N","N","N","","20213","Q2"
20220302,2022-03-02 00:00:00.000,"Wednesday",4,2,61,10,"March",3,1,2022,6,2,2022,"N","N","N","","20223","Q2"
20220309,2022-03-09 00:00:00.000,"Wednesday",4,9,68,11,"March",3,1,2022,6,2,2022,"N","N","N","","20223","Q2"
20220316,2022-03-16 00:00:00.000,"Wednesday",4,16,75,12,"March",3,1,2022,6,2,2022,"N","N","N","","20223","Q2"
20220323,2022-03-23 00:00:00.000,"Wednesday",4,23,82,13,"March",3,1,2022,6,2,2022,"N","N","N","","20223","Q2"
20220330,2022-03-30 00:00:00.000,"Wednesday",4,30,89,14,"March",3,1,2022,6,2,2022,"N","N","N","","20223","Q2"
20230301,2023-03-01 00:00:00.000,"Wednesday",4,1,60,9,"March",3,1,2023,6,2,2023,"N","N","N","","20233","Q2"
20230308,2023-03-08 00:00:00.000,"Wednesday",4,8,67,10,"March",3,1,2023,6,2,2023,"N","N","N","","20233","Q2"
20230315,2023-03-15 00:00:00.000,"Wednesday",4,15,74,11,"March",3,1,2023,6,2,2023,"N","N","N","","20233","Q2"
20230322,2023-03-22 00:00:00.000,"Wednesday",4,22,81,12,"March",3,1,2023,6,2,2023,"N","N","N","","20233","Q2"
20230329,2023-03-29 00:00:00.000,"Wednesday",4,29,88,13,"March",3,1,2023,6,2,2023,"N","N","N","","20233","Q2"
20240306,2024-03-06 00:00:00.000,"Wednesday",4,6,66,10,"March",3,1,2024,6,2,2024,"N","N","N","","20243","Q2"
20240313,2024-03-13 00:00:00.000,"Wednesday",4,13,73,11,"March",3,1,2024,6,2,2024,"N","N","N","","20243","Q2"
20240320,2024-03-20 00:00:00.000,"Wednesday",4,20,80,12,"March",3,1,2024,6,2,2024,"N","N","N","","20243","Q2"
20240327,2024-03-27 00:00:00.000,"Wednesday",4,27,87,13,"March",3,1,2024,6,2,2024,"N","N","N","","20243","Q2"
20100203,2010-02-03 00:00:00.000,"Wednesday",4,3,34,6,"February",2,1,2010,5,2,2010,"N","N","N","","20102","Q2"
20100210,2010-02-10 00:00:00.000,"Wednesday",4,10,41,7,"February",2,1,2010,5,2,2010,"N","N","N","","20102","Q2"
20100217,2010-02-17 00:00:00.000,"Wednesday",4,17,48,8,"February",2,1,2010,5,2,2010,"N","N","N","","20102","Q2"
20100224,2010-02-24 00:00:00.000,"Wednesday",4,24,55,9,"February",2,1,2010,5,2,2010,"N","N","N","","20102","Q2"
20110202,2011-02-02 00:00:00.000,"Wednesday",4,2,33,6,"February",2,1,2011,5,2,2011,"N","N","N","","20112","Q2"
20110209,2011-02-09 00:00:00.000,"Wednesday",4,9,40,7,"February",2,1,2011,5,2,2011,"N","N","N","","20112","Q2"
20110216,2011-02-16 00:00:00.000,"Wednesday",4,16,47,8,"February",2,1,2011,5,2,2011,"N","N","N","","20112","Q2"
20110223,2011-02-23 00:00:00.000,"Wednesday",4,23,54,9,"February",2,1,2011,5,2,2011,"N","N","N","","20112","Q2"
20120201,2012-02-01 00:00:00.000,"Wednesday",4,1,32,5,"February",2,1,2012,5,2,2012,"N","N","N","","20122","Q2"
20120208,2012-02-08 00:00:00.000,"Wednesday",4,8,39,6,"February",2,1,2012,5,2,2012,"N","N","N","","20122","Q2"
20120215,2012-02-15 00:00:00.000,"Wednesday",4,15,46,7,"February",2,1,2012,5,2,2012,"N","N","N","","20122","Q2"
20120222,2012-02-22 00:00:00.000,"Wednesday",4,22,53,8,"February",2,1,2012,5,2,2012,"N","N","N","","20122","Q2"
20130206,2013-02-06 00:00:00.000,"Wednesday",4,6,37,6,"February",2,1,2013,5,2,2013,"N","N","N","","20132","Q2"
20130213,2013-02-13 00:00:00.000,"Wednesday",4,13,44,7,"February",2,1,2013,5,2,2013,"N","N","N","","20132","Q2"
20130220,2013-02-20 00:00:00.000,"Wednesday",4,20,51,8,"February",2,1,2013,5,2,2013,"N","N","N","","20132","Q2"
20130227,2013-02-27 00:00:00.000,"Wednesday",4,27,58,9,"February",2,1,2013,5,2,2013,"N","N","N","","20132","Q2"
20140205,2014-02-05 00:00:00.000,"Wednesday",4,5,36,6,"February",2,1,2014,5,2,2014,"N","N","N","","20142","Q2"
20140212,2014-02-12 00:00:00.000,"Wednesday",4,12,43,7,"February",2,1,2014,5,2,2014,"N","N","N","","20142","Q2"
20140219,2014-02-19 00:00:00.000,"Wednesday",4,19,50,8,"February",2,1,2014,5,2,2014,"N","N","N","","20142","Q2"
20140226,2014-02-26 00:00:00.000,"Wednesday",4,26,57,9,"February",2,1,2014,5,2,2014,"N","N","N","","20142","Q2"
20150204,2015-02-04 00:00:00.000,"Wednesday",4,4,35,6,"February",2,1,2015,5,2,2015,"N","N","N","","20152","Q2"
20150211,2015-02-11 00:00:00.000,"Wednesday",4,11,42,7,"February",2,1,2015,5,2,2015,"N","N","N","","20152","Q2"
20150218,2015-02-18 00:00:00.000,"Wednesday",4,18,49,8,"February",2,1,2015,5,2,2015,"N","N","N","","20152","Q2"
20150225,2015-02-25 00:00:00.000,"Wednesday",4,25,56,9,"February",2,1,2015,5,2,2015,"N","N","N","","20152","Q2"
20160203,2016-02-03 00:00:00.000,"Wednesday",4,3,34,6,"February",2,1,2016,5,2,2016,"N","N","N","","20162","Q2"
20160210,2016-02-10 00:00:00.000,"Wednesday",4,10,41,7,"February",2,1,2016,5,2,2016,"N","N","N","","20162","Q2"
20160217,2016-02-17 00:00:00.000,"Wednesday",4,17,48,8,"February",2,1,2016,5,2,2016,"N","N","N","","20162","Q2"
20160224,2016-02-24 00:00:00.000,"Wednesday",4,24,55,9,"February",2,1,2016,5,2,2016,"N","N","N","","20162","Q2"
20170201,2017-02-01 00:00:00.000,"Wednesday",4,1,32,5,"February",2,1,2017,5,2,2017,"N","N","N","","20172","Q2"
20170208,2017-02-08 00:00:00.000,"Wednesday",4,8,39,6,"February",2,1,2017,5,2,2017,"N","N","N","","20172","Q2"
20170215,2017-02-15 00:00:00.000,"Wednesday",4,15,46,7,"February",2,1,2017,5,2,2017,"N","N","N","","20172","Q2"
20170222,2017-02-22 00:00:00.000,"Wednesday",4,22,53,8,"February",2,1,2017,5,2,2017,"N","N","N","","20172","Q2"
20180207,2018-02-07 00:00:00.000,"Wednesday",4,7,38,6,"February",2,1,2018,5,2,2018,"N","N","N","","20182","Q2"
20180214,2018-02-14 00:00:00.000,"Wednesday",4,14,45,7,"February",2,1,2018,5,2,2018,"N","N","N","","20182","Q2"
20180221,2018-02-21 00:00:00.000,"Wednesday",4,21,52,8,"February",2,1,2018,5,2,2018,"N","N","N","","20182","Q2"
20190206,2019-02-06 00:00:00.000,"Wednesday",4,6,37,6,"February",2,1,2019,5,2,2019,"N","N","N","","20192","Q2"
20190213,2019-02-13 00:00:00.000,"Wednesday",4,13,44,7,"February",2,1,2019,5,2,2019,"N","N","N","","20192","Q2"
20190220,2019-02-20 00:00:00.000,"Wednesday",4,20,51,8,"February",2,1,2019,5,2,2019,"N","N","N","","20192","Q2"
20190227,2019-02-27 00:00:00.000,"Wednesday",4,27,58,9,"February",2,1,2019,5,2,2019,"N","N","N","","20192","Q2"
20200205,2020-02-05 00:00:00.000,"Wednesday",4,5,36,6,"February",2,1,2020,5,2,2020,"N","N","N","","20202","Q2"
20200212,2020-02-12 00:00:00.000,"Wednesday",4,12,43,7,"February",2,1,2020,5,2,2020,"N","N","N","","20202","Q2"
20200219,2020-02-19 00:00:00.000,"Wednesday",4,19,50,8,"February",2,1,2020,5,2,2020,"N","N","N","","20202","Q2"
20200226,2020-02-26 00:00:00.000,"Wednesday",4,26,57,9,"February",2,1,2020,5,2,2020,"N","N","N","","20202","Q2"
20210203,2021-02-03 00:00:00.000,"Wednesday",4,3,34,6,"February",2,1,2021,5,2,2021,"N","N","N","","20212","Q2"
20210210,2021-02-10 00:00:00.000,"Wednesday",4,10,41,7,"February",2,1,2021,5,2,2021,"N","N","N","","20212","Q2"
20210217,2021-02-17 00:00:00.000,"Wednesday",4,17,48,8,"February",2,1,2021,5,2,2021,"N","N","N","","20212","Q2"
20210224,2021-02-24 00:00:00.000,"Wednesday",4,24,55,9,"February",2,1,2021,5,2,2021,"N","N","N","","20212","Q2"
20220202,2022-02-02 00:00:00.000,"Wednesday",4,2,33,6,"February",2,1,2022,5,2,2022,"N","N","N","","20222","Q2"
20220209,2022-02-09 00:00:00.000,"Wednesday",4,9,40,7,"February",2,1,2022,5,2,2022,"N","N","N","","20222","Q2"
20220216,2022-02-16 00:00:00.000,"Wednesday",4,16,47,8,"February",2,1,2022,5,2,2022,"N","N","N","","20222","Q2"
20220223,2022-02-23 00:00:00.000,"Wednesday",4,23,54,9,"February",2,1,2022,5,2,2022,"N","N","N","","20222","Q2"
20230201,2023-02-01 00:00:00.000,"Wednesday",4,1,32,5,"February",2,1,2023,5,2,2023,"N","N","N","","20232","Q2"
20230208,2023-02-08 00:00:00.000,"Wednesday",4,8,39,6,"February",2,1,2023,5,2,2023,"N","N","N","","20232","Q2"
20230215,2023-02-15 00:00:00.000,"Wednesday",4,15,46,7,"February",2,1,2023,5,2,2023,"N","N","N","","20232","Q2"
20230222,2023-02-22 00:00:00.000,"Wednesday",4,22,53,8,"February",2,1,2023,5,2,2023,"N","N","N","","20232","Q2"
20240207,2024-02-07 00:00:00.000,"Wednesday",4,7,38,6,"February",2,1,2024,5,2,2024,"N","N","N","","20242","Q2"
20240214,2024-02-14 00:00:00.000,"Wednesday",4,14,45,7,"February",2,1,2024,5,2,2024,"N","N","N","","20242","Q2"
20240221,2024-02-21 00:00:00.000,"Wednesday",4,21,52,8,"February",2,1,2024,5,2,2024,"N","N","N","","20242","Q2"
20240228,2024-02-28 00:00:00.000,"Wednesday",4,28,59,9,"February",2,1,2024,5,2,2024,"N","N","N","","20242","Q2"
20100707,2010-07-07 00:00:00.000,"Wednesday",4,7,188,28,"July",7,3,2010,10,4,2010,"N","N","N","","20107","Q4"
20100714,2010-07-14 00:00:00.000,"Wednesday",4,14,195,29,"July",7,3,2010,10,4,2010,"N","N","N","","20107","Q4"
20100721,2010-07-21 00:00:00.000,"Wednesday",4,21,202,30,"July",7,3,2010,10,4,2010,"N","N","N","","20107","Q4"
20100728,2010-07-28 00:00:00.000,"Wednesday",4,28,209,31,"July",7,3,2010,10,4,2010,"N","N","N","","20107","Q4"
20100901,2010-09-01 00:00:00.000,"Wednesday",4,1,244,36,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20100908,2010-09-08 00:00:00.000,"Wednesday",4,8,251,37,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20100915,2010-09-15 00:00:00.000,"Wednesday",4,15,258,38,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20100922,2010-09-22 00:00:00.000,"Wednesday",4,22,265,39,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20100929,2010-09-29 00:00:00.000,"Wednesday",4,29,272,40,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20110706,2011-07-06 00:00:00.000,"Wednesday",4,6,187,28,"July",7,3,2011,10,4,2011,"N","N","N","","20117","Q4"
20110713,2011-07-13 00:00:00.000,"Wednesday",4,13,194,29,"July",7,3,2011,10,4,2011,"N","N","N","","20117","Q4"
20110720,2011-07-20 00:00:00.000,"Wednesday",4,20,201,30,"July",7,3,2011,10,4,2011,"N","N","N","","20117","Q4"
20110727,2011-07-27 00:00:00.000,"Wednesday",4,27,208,31,"July",7,3,2011,10,4,2011,"N","N","N","","20117","Q4"
20110907,2011-09-07 00:00:00.000,"Wednesday",4,7,250,37,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20110914,2011-09-14 00:00:00.000,"Wednesday",4,14,257,38,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20110921,2011-09-21 00:00:00.000,"Wednesday",4,21,264,39,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20110928,2011-09-28 00:00:00.000,"Wednesday",4,28,271,40,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20120704,2012-07-04 00:00:00.000,"Wednesday",4,4,186,27,"July",7,3,2012,10,4,2012,"N","N","N","","20127","Q4"
20120711,2012-07-11 00:00:00.000,"Wednesday",4,11,193,28,"July",7,3,2012,10,4,2012,"N","N","N","","20127","Q4"
20120718,2012-07-18 00:00:00.000,"Wednesday",4,18,200,29,"July",7,3,2012,10,4,2012,"N","N","N","","20127","Q4"
20120725,2012-07-25 00:00:00.000,"Wednesday",4,25,207,30,"July",7,3,2012,10,4,2012,"N","N","N","","20127","Q4"
20120905,2012-09-05 00:00:00.000,"Wednesday",4,5,249,36,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20120912,2012-09-12 00:00:00.000,"Wednesday",4,12,256,37,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20120919,2012-09-19 00:00:00.000,"Wednesday",4,19,263,38,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20120926,2012-09-26 00:00:00.000,"Wednesday",4,26,270,39,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20130703,2013-07-03 00:00:00.000,"Wednesday",4,3,184,27,"July",7,3,2013,10,4,2013,"N","N","N","","20137","Q4"
20130710,2013-07-10 00:00:00.000,"Wednesday",4,10,191,28,"July",7,3,2013,10,4,2013,"N","N","N","","20137","Q4"
20130717,2013-07-17 00:00:00.000,"Wednesday",4,17,198,29,"July",7,3,2013,10,4,2013,"N","N","N","","20137","Q4"
20130724,2013-07-24 00:00:00.000,"Wednesday",4,24,205,30,"July",7,3,2013,10,4,2013,"N","N","N","","20137","Q4"
20130904,2013-09-04 00:00:00.000,"Wednesday",4,4,247,36,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20130911,2013-09-11 00:00:00.000,"Wednesday",4,11,254,37,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20130918,2013-09-18 00:00:00.000,"Wednesday",4,18,261,38,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20130925,2013-09-25 00:00:00.000,"Wednesday",4,25,268,39,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20140702,2014-07-02 00:00:00.000,"Wednesday",4,2,183,27,"July",7,3,2014,10,4,2014,"N","N","N","","20147","Q4"
20140709,2014-07-09 00:00:00.000,"Wednesday",4,9,190,28,"July",7,3,2014,10,4,2014,"N","N","N","","20147","Q4"
20140716,2014-07-16 00:00:00.000,"Wednesday",4,16,197,29,"July",7,3,2014,10,4,2014,"N","N","N","","20147","Q4"
20140723,2014-07-23 00:00:00.000,"Wednesday",4,23,204,30,"July",7,3,2014,10,4,2014,"N","N","N","","20147","Q4"
20140730,2014-07-30 00:00:00.000,"Wednesday",4,30,211,31,"July",7,3,2014,10,4,2014,"N","N","N","","20147","Q4"
20140903,2014-09-03 00:00:00.000,"Wednesday",4,3,246,36,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20140910,2014-09-10 00:00:00.000,"Wednesday",4,10,253,37,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20140917,2014-09-17 00:00:00.000,"Wednesday",4,17,260,38,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20140924,2014-09-24 00:00:00.000,"Wednesday",4,24,267,39,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20150701,2015-07-01 00:00:00.000,"Wednesday",4,1,182,27,"July",7,3,2015,10,4,2015,"N","N","N","","20157","Q4"
20150708,2015-07-08 00:00:00.000,"Wednesday",4,8,189,28,"July",7,3,2015,10,4,2015,"N","N","N","","20157","Q4"
20150715,2015-07-15 00:00:00.000,"Wednesday",4,15,196,29,"July",7,3,2015,10,4,2015,"N","N","N","","20157","Q4"
20150722,2015-07-22 00:00:00.000,"Wednesday",4,22,203,30,"July",7,3,2015,10,4,2015,"N","N","N","","20157","Q4"
20150729,2015-07-29 00:00:00.000,"Wednesday",4,29,210,31,"July",7,3,2015,10,4,2015,"N","N","N","","20157","Q4"
20150902,2015-09-02 00:00:00.000,"Wednesday",4,2,245,36,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20150909,2015-09-09 00:00:00.000,"Wednesday",4,9,252,37,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20150916,2015-09-16 00:00:00.000,"Wednesday",4,16,259,38,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20150923,2015-09-23 00:00:00.000,"Wednesday",4,23,266,39,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20160706,2016-07-06 00:00:00.000,"Wednesday",4,6,188,28,"July",7,3,2016,10,4,2016,"N","N","N","","20167","Q4"
20160713,2016-07-13 00:00:00.000,"Wednesday",4,13,195,29,"July",7,3,2016,10,4,2016,"N","N","N","","20167","Q4"
20160720,2016-07-20 00:00:00.000,"Wednesday",4,20,202,30,"July",7,3,2016,10,4,2016,"N","N","N","","20167","Q4"
20160727,2016-07-27 00:00:00.000,"Wednesday",4,27,209,31,"July",7,3,2016,10,4,2016,"N","N","N","","20167","Q4"
20160907,2016-09-07 00:00:00.000,"Wednesday",4,7,251,37,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20160914,2016-09-14 00:00:00.000,"Wednesday",4,14,258,38,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20160921,2016-09-21 00:00:00.000,"Wednesday",4,21,265,39,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20160928,2016-09-28 00:00:00.000,"Wednesday",4,28,272,40,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20170705,2017-07-05 00:00:00.000,"Wednesday",4,5,186,27,"July",7,3,2017,10,4,2017,"N","N","N","","20177","Q4"
20170712,2017-07-12 00:00:00.000,"Wednesday",4,12,193,28,"July",7,3,2017,10,4,2017,"N","N","N","","20177","Q4"
20170719,2017-07-19 00:00:00.000,"Wednesday",4,19,200,29,"July",7,3,2017,10,4,2017,"N","N","N","","20177","Q4"
20170726,2017-07-26 00:00:00.000,"Wednesday",4,26,207,30,"July",7,3,2017,10,4,2017,"N","N","N","","20177","Q4"
20170906,2017-09-06 00:00:00.000,"Wednesday",4,6,249,36,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20170913,2017-09-13 00:00:00.000,"Wednesday",4,13,256,37,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20170920,2017-09-20 00:00:00.000,"Wednesday",4,20,263,38,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20170927,2017-09-27 00:00:00.000,"Wednesday",4,27,270,39,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
