Expense Items,Expense Category,Month,Expense Values
"Quality Assurance","Other Expenses",2018-05-01 00:00:00.000,692.54662442104791
"SPU Training","Other Expenses",2015-05-01 00:00:00.000,13077.39516337014
"SPU Training","Other Expenses",2015-06-01 00:00:00.000,13469.717018271245
"SPU Training","Other Expenses",2015-07-01 00:00:00.000,13335.019848088534
"SPU Training","Other Expenses",2015-08-01 00:00:00.000,12668.268855684108
"SPU Training","Other Expenses",2015-09-01 00:00:00.000,12414.903478570424
"SPU Training","Other Expenses",2015-10-01 00:00:00.000,11794.158304641904
"SPU Training","Other Expenses",2015-11-01 00:00:00.000,11204.450389409807
"SPU Training","Other Expenses",2015-12-01 00:00:00.000,10868.316877727513
"SPU Training","Other Expenses",2016-01-01 00:00:00.000,10759.633708950239
"SPU Training","Other Expenses",2016-02-01 00:00:00.000,10436.844697681732
"SPU Training","Other Expenses",2016-03-01 00:00:00.000,10436.844697681732
"SPU Training","Other Expenses",2016-04-01 00:00:00.000,10228.107803728097
"SPU Training","Other Expenses",2016-05-01 00:00:00.000,9921.2645696162544
"SPU Training","Other Expenses",2016-06-01 00:00:00.000,9921.2645696162544
"SPU Training","Other Expenses",2016-07-01 00:00:00.000,9921.2645696162544
"SPU Training","Other Expenses",2016-08-01 00:00:00.000,10417.327798097067
"SPU Training","Other Expenses",2016-09-01 00:00:00.000,9896.4614081922136
"SPU Training","Other Expenses",2016-10-01 00:00:00.000,9896.4614081922136
"SPU Training","Other Expenses",2016-11-01 00:00:00.000,9995.4260222741359
"SPU Training","Other Expenses",2016-12-01 00:00:00.000,9695.56324160591
"SPU Training","Other Expenses",2017-01-01 00:00:00.000,9210.7850795256145
"SPU Training","Other Expenses",2017-02-01 00:00:00.000,9487.1086319113838
"SPU Training","Other Expenses",2017-03-01 00:00:00.000,9771.7218908687264
"SPU Training","Other Expenses",2017-04-01 00:00:00.000,9478.570234142664
"SPU Training","Other Expenses",2017-05-01 00:00:00.000,9857.71304350837
"SPU Training","Other Expenses",2017-06-01 00:00:00.000,9759.1359130732872
"SPU Training","Other Expenses",2017-07-01 00:00:00.000,9271.1791174196223
"SPU Training","Other Expenses",2017-08-01 00:00:00.000,9549.3144909422117
"SPU Training","Other Expenses",2017-09-01 00:00:00.000,9167.3419113045238
"SPU Training","Other Expenses",2017-10-01 00:00:00.000,9350.6887495306146
"SPU Training","Other Expenses",2017-11-01 00:00:00.000,9631.209412016533
"SPU Training","Other Expenses",2017-12-01 00:00:00.000,9245.96103553587
"SPU Training","Other Expenses",2018-01-01 00:00:00.000,8783.6629837590772
"SPU Training","Other Expenses",2018-02-01 00:00:00.000,8783.6629837590772
"SPU Training","Other Expenses",2018-03-01 00:00:00.000,8959.33624343426
"SPU Training","Other Expenses",2018-04-01 00:00:00.000,8690.5561561312315
"SPU Training","Other Expenses",2018-05-01 00:00:00.000,8516.7450330086067
"Training Travel Expenses","Other Expenses",2015-05-01 00:00:00.000,8649.1277367264011
"Training Travel Expenses","Other Expenses",2015-06-01 00:00:00.000,8389.6539046246089
"Training Travel Expenses","Other Expenses",2015-07-01 00:00:00.000,8725.2400608095941
"Training Travel Expenses","Other Expenses",2015-08-01 00:00:00.000,9074.249663241977
"Training Travel Expenses","Other Expenses",2015-09-01 00:00:00.000,9164.9921598743967
"Training Travel Expenses","Other Expenses",2015-10-01 00:00:00.000,9623.2417678681177
"Training Travel Expenses","Other Expenses",2015-11-01 00:00:00.000,9815.70660322548
"Training Travel Expenses","Other Expenses",2015-12-01 00:00:00.000,9521.2354051287166
"Training Travel Expenses","Other Expenses",2016-01-01 00:00:00.000,9426.023051077429
"Training Travel Expenses","Other Expenses",2016-02-01 00:00:00.000,9708.8037426097526
"Training Travel Expenses","Other Expenses",2016-03-01 00:00:00.000,9320.4515929053614
"Training Travel Expenses","Other Expenses",2016-04-01 00:00:00.000,9786.47417255063
"Training Travel Expenses","Other Expenses",2016-05-01 00:00:00.000,9982.2036560016422
"Training Travel Expenses","Other Expenses",2016-06-01 00:00:00.000,10082.02569256166
"Training Travel Expenses","Other Expenses",2016-07-01 00:00:00.000,9678.744664859194
"Training Travel Expenses","Other Expenses",2016-08-01 00:00:00.000,9194.8074316162347
"Training Travel Expenses","Other Expenses",2016-09-01 00:00:00.000,9102.85935730007
"Training Travel Expenses","Other Expenses",2016-10-01 00:00:00.000,8920.80217015407
"Training Travel Expenses","Other Expenses",2016-11-01 00:00:00.000,9277.634256960233
"Training Travel Expenses","Other Expenses",2016-12-01 00:00:00.000,9463.1869420994371
"Training Travel Expenses","Other Expenses",2017-01-01 00:00:00.000,9179.2913338364542
"Training Travel Expenses","Other Expenses",2017-02-01 00:00:00.000,8720.32676714463
"Training Travel Expenses","Other Expenses",2017-03-01 00:00:00.000,8371.5136964588455
"Training Travel Expenses","Other Expenses",2017-04-01 00:00:00.000,8538.9439703880216
"Training Travel Expenses","Other Expenses",2017-05-01 00:00:00.000,8282.77565127638
"Training Travel Expenses","Other Expenses",2017-06-01 00:00:00.000,8448.43116430191
"Training Travel Expenses","Other Expenses",2017-07-01 00:00:00.000,8363.94685265889
"Training Travel Expenses","Other Expenses",2017-08-01 00:00:00.000,7945.7495100259448
"Training Travel Expenses","Other Expenses",2017-09-01 00:00:00.000,7707.3770247251668
"Training Travel Expenses","Other Expenses",2017-10-01 00:00:00.000,7630.3032544779153
"Training Travel Expenses","Other Expenses",2017-11-01 00:00:00.000,7935.5153846570329
"Training Travel Expenses","Other Expenses",2017-12-01 00:00:00.000,8332.2911538898843
"Training Travel Expenses","Other Expenses",2018-01-01 00:00:00.000,8082.3224192731886
"Training Travel Expenses","Other Expenses",2018-02-01 00:00:00.000,8486.438540236848
"Training Travel Expenses","Other Expenses",2018-03-01 00:00:00.000,8486.438540236848
"Training Travel Expenses","Other Expenses",2018-04-01 00:00:00.000,8401.57415483448
"Training Travel Expenses","Other Expenses",2018-05-01 00:00:00.000,8569.6056379311685
"Share Of Corporate Overhead","Other Expenses",2015-05-01 00:00:00.000,164096.828568288
"Share Of Corporate Overhead","Other Expenses",2015-06-01 00:00:00.000,172301.6699967024
"Share Of Corporate Overhead","Other Expenses",2015-07-01 00:00:00.000,180916.75349653754
"Share Of Corporate Overhead","Other Expenses",2015-08-01 00:00:00.000,179107.58596157216
"Share Of Corporate Overhead","Other Expenses",2015-09-01 00:00:00.000,170152.20666349353
"Share Of Corporate Overhead","Other Expenses",2015-10-01 00:00:00.000,166749.16253022366
"Share Of Corporate Overhead","Other Expenses",2015-11-01 00:00:00.000,171751.63740613038
"Share Of Corporate Overhead","Other Expenses",2015-12-01 00:00:00.000,171751.63740613038
"Share Of Corporate Overhead","Other Expenses",2016-01-01 00:00:00.000,176904.18652831431
"Share Of Corporate Overhead","Other Expenses",2016-02-01 00:00:00.000,168058.97720189858
"Share Of Corporate Overhead","Other Expenses",2016-03-01 00:00:00.000,168058.97720189858
"Share Of Corporate Overhead","Other Expenses",2016-04-01 00:00:00.000,163017.20788584164
"Share Of Corporate Overhead","Other Expenses",2016-05-01 00:00:00.000,156496.51957040795
"Share Of Corporate Overhead","Other Expenses",2016-06-01 00:00:00.000,154931.55437470388
"Share Of Corporate Overhead","Other Expenses",2016-07-01 00:00:00.000,158030.18546219793
"Share Of Corporate Overhead","Other Expenses",2016-08-01 00:00:00.000,161190.78917144189
"Share Of Corporate Overhead","Other Expenses",2016-09-01 00:00:00.000,167638.42073829958
"Share Of Corporate Overhead","Other Expenses",2016-10-01 00:00:00.000,170991.18915306558
"Share Of Corporate Overhead","Other Expenses",2016-11-01 00:00:00.000,177830.83671918823
"Share Of Corporate Overhead","Other Expenses",2016-12-01 00:00:00.000,179609.1450863801
"Share Of Corporate Overhead","Other Expenses",2017-01-01 00:00:00.000,179609.1450863801
"Share Of Corporate Overhead","Other Expenses",2017-02-01 00:00:00.000,183201.32798810772
"Share Of Corporate Overhead","Other Expenses",2017-03-01 00:00:00.000,175873.27486858339
"Share Of Corporate Overhead","Other Expenses",2017-04-01 00:00:00.000,174114.54211989755
"Share Of Corporate Overhead","Other Expenses",2017-05-01 00:00:00.000,167149.96043510165
"Share Of Corporate Overhead","Other Expenses",2017-06-01 00:00:00.000,162135.46162204861
"Share Of Corporate Overhead","Other Expenses",2017-07-01 00:00:00.000,160514.10700582812
"Share Of Corporate Overhead","Other Expenses",2017-08-01 00:00:00.000,160514.10700582812
"Share Of Corporate Overhead","Other Expenses",2017-09-01 00:00:00.000,162119.2480758864
"Share Of Corporate Overhead","Other Expenses",2017-10-01 00:00:00.000,160498.05559512752
"Share Of Corporate Overhead","Other Expenses",2017-11-01 00:00:00.000,160498.05559512752
"Share Of Corporate Overhead","Other Expenses",2017-12-01 00:00:00.000,152473.15281537114
"Share Of Corporate Overhead","Other Expenses",2018-01-01 00:00:00.000,157047.34739983227
"Share Of Corporate Overhead","Other Expenses",2018-02-01 00:00:00.000,158617.82087383061
"Share Of Corporate Overhead","Other Expenses",2018-03-01 00:00:00.000,158617.82087383061
"Share Of Corporate Overhead","Other Expenses",2018-04-01 00:00:00.000,155445.46445635398
"Share Of Corporate Overhead","Other Expenses",2018-05-01 00:00:00.000,149227.64587809981
"Showroom Amortization","Other Expenses",2015-05-01 00:00:00.000,7205.0522544000005
"Showroom Amortization","Other Expenses",2015-06-01 00:00:00.000,7060.951209312
"Showroom Amortization","Other Expenses",2015-07-01 00:00:00.000,6849.1226730326389
"Showroom Amortization","Other Expenses",2015-08-01 00:00:00.000,6917.613899762965
"Showroom Amortization","Other Expenses",2015-09-01 00:00:00.000,7055.9661777582251
"Showroom Amortization","Other Expenses",2015-10-01 00:00:00.000,7126.5258395358078
"Showroom Amortization","Other Expenses",2015-11-01 00:00:00.000,6841.4648059543742
"Showroom Amortization","Other Expenses",2015-12-01 00:00:00.000,7115.12339819255
"Showroom Amortization","Other Expenses",2016-01-01 00:00:00.000,7115.12339819255
"Showroom Amortization","Other Expenses",2016-02-01 00:00:00.000,7257.4258661564008
"Showroom Amortization","Other Expenses",2016-03-01 00:00:00.000,6967.1288315101447
"Showroom Amortization","Other Expenses",2016-04-01 00:00:00.000,7245.8139847705506
"Showroom Amortization","Other Expenses",2016-05-01 00:00:00.000,7535.6465441613727
"Showroom Amortization","Other Expenses",2016-06-01 00:00:00.000,7234.2206823949173
"Showroom Amortization","Other Expenses",2016-07-01 00:00:00.000,7595.931716514664
"Showroom Amortization","Other Expenses",2016-08-01 00:00:00.000,7444.01308218437
"Showroom Amortization","Other Expenses",2016-09-01 00:00:00.000,7518.4532130062144
"Showroom Amortization","Other Expenses",2016-10-01 00:00:00.000,7894.375873656526
"Showroom Amortization","Other Expenses",2016-11-01 00:00:00.000,7736.4883561833949
"Showroom Amortization","Other Expenses",2016-12-01 00:00:00.000,7349.6639383742249
"Showroom Amortization","Other Expenses",2017-01-01 00:00:00.000,6982.1807414555133
"Showroom Amortization","Other Expenses",2017-02-01 00:00:00.000,6842.5371266264028
"Showroom Amortization","Other Expenses",2017-03-01 00:00:00.000,6500.4102702950813
"Showroom Amortization","Other Expenses",2017-04-01 00:00:00.000,6305.3979621862291
"Showroom Amortization","Other Expenses",2017-05-01 00:00:00.000,6557.6138806736772
"Showroom Amortization","Other Expenses",2017-06-01 00:00:00.000,6295.30932544673
"Showroom Amortization","Other Expenses",2017-07-01 00:00:00.000,6610.0747917190674
"Showroom Amortization","Other Expenses",2017-08-01 00:00:00.000,6279.571052133113
"Showroom Amortization","Other Expenses",2017-09-01 00:00:00.000,6028.3882100477886
"Showroom Amortization","Other Expenses",2017-10-01 00:00:00.000,6088.6720921482674
"Showroom Amortization","Other Expenses",2017-11-01 00:00:00.000,6149.55881306975
"Showroom Amortization","Other Expenses",2017-12-01 00:00:00.000,6211.0544012004475
"Showroom Amortization","Other Expenses",2018-01-01 00:00:00.000,5900.5016811404248
"Showroom Amortization","Other Expenses",2018-02-01 00:00:00.000,6195.5267651974464
"Showroom Amortization","Other Expenses",2018-03-01 00:00:00.000,6319.4373005013949
"Showroom Amortization","Other Expenses",2018-04-01 00:00:00.000,6382.6316735064083
"Showroom Amortization","Other Expenses",2018-05-01 00:00:00.000,6063.5000898310882
"Payroll - Construction Admin","Payroll",2015-05-01 00:00:00.000,125386.2005734738
"Payroll - Construction Admin","Payroll",2015-06-01 00:00:00.000,127893.92458494328
"Payroll - Construction Admin","Payroll",2015-07-01 00:00:00.000,133009.681568341
"Payroll - Construction Admin","Payroll",2015-08-01 00:00:00.000,136999.97201539125
"Payroll - Construction Admin","Payroll",2015-09-01 00:00:00.000,134259.97257508343
"Payroll - Construction Admin","Payroll",2015-10-01 00:00:00.000,140972.9712038376
"Payroll - Construction Admin","Payroll",2015-11-01 00:00:00.000,142382.700915876
"Payroll - Construction Admin","Payroll",2015-12-01 00:00:00.000,138111.2198883997
"Payroll - Construction Admin","Payroll",2016-01-01 00:00:00.000,136730.10768951569
"Payroll - Construction Admin","Payroll",2016-02-01 00:00:00.000,132628.20445883021
"Payroll - Construction Admin","Payroll",2016-03-01 00:00:00.000,127323.076280477
"Payroll - Construction Admin","Payroll",2016-04-01 00:00:00.000,128596.30704328178
"Payroll - Construction Admin","Payroll",2016-05-01 00:00:00.000,129882.27011371461
"Payroll - Construction Admin","Payroll",2016-06-01 00:00:00.000,133778.73821712605
"Payroll - Construction Admin","Payroll",2016-07-01 00:00:00.000,139129.88774581108
"Payroll - Construction Admin","Payroll",2016-08-01 00:00:00.000,140521.1866232692
"Payroll - Construction Admin","Payroll",2016-09-01 00:00:00.000,141926.39848950191
"Payroll - Construction Admin","Payroll",2016-10-01 00:00:00.000,140507.13450460689
"Payroll - Construction Admin","Payroll",2016-11-01 00:00:00.000,144722.34853974509
"Payroll - Construction Admin","Payroll",2016-12-01 00:00:00.000,143275.12505434765
"Payroll - Construction Admin","Payroll",2017-01-01 00:00:00.000,140409.62255326068
"Payroll - Construction Admin","Payroll",2017-02-01 00:00:00.000,146026.00745539111
"Payroll - Construction Admin","Payroll",2017-03-01 00:00:00.000,143105.48730628326
"Payroll - Construction Admin","Payroll",2017-04-01 00:00:00.000,145967.59705240894
"Payroll - Construction Admin","Payroll",2017-05-01 00:00:00.000,140128.89317031257
"Payroll - Construction Admin","Payroll",2017-06-01 00:00:00.000,145734.04889712509
"Payroll - Construction Admin","Payroll",2017-07-01 00:00:00.000,150106.07036403884
"Payroll - Construction Admin","Payroll",2017-08-01 00:00:00.000,150106.07036403884
"Payroll - Construction Admin","Payroll",2017-09-01 00:00:00.000,145602.88825311765
"Payroll - Construction Admin","Payroll",2017-10-01 00:00:00.000,142690.8304880553
"Payroll - Construction Admin","Payroll",2017-11-01 00:00:00.000,144117.73879293588
"Payroll - Construction Admin","Payroll",2017-12-01 00:00:00.000,136911.85185328909
"Payroll - Construction Admin","Payroll",2018-01-01 00:00:00.000,138280.97037182195
"Payroll - Construction Admin","Payroll",2018-02-01 00:00:00.000,135515.35096438552
"Payroll - Construction Admin","Payroll",2018-03-01 00:00:00.000,138225.65798367321
"Payroll - Construction Admin","Payroll",2018-04-01 00:00:00.000,138225.65798367321
"Payroll - Construction Admin","Payroll",2018-05-01 00:00:00.000,134078.888244163
"P/R Taxes - Construction Admin","Payroll",2015-05-01 00:00:00.000,13871.296069417544
"P/R Taxes - Construction Admin","Payroll",2015-06-01 00:00:00.000,14287.43495150007
"P/R Taxes - Construction Admin","Payroll",2015-07-01 00:00:00.000,13715.937553440068
"P/R Taxes - Construction Admin","Payroll",2015-08-01 00:00:00.000,13441.618802371266
"P/R Taxes - Construction Admin","Payroll",2015-09-01 00:00:00.000,13038.370238300129
"P/R Taxes - Construction Admin","Payroll",2015-10-01 00:00:00.000,13429.521345449133
"P/R Taxes - Construction Admin","Payroll",2015-11-01 00:00:00.000,12892.340491631167
"P/R Taxes - Construction Admin","Payroll",2015-12-01 00:00:00.000,12376.646871965921
"P/R Taxes - Construction Admin","Payroll",2016-01-01 00:00:00.000,12747.9462781249
"P/R Taxes - Construction Admin","Payroll",2016-02-01 00:00:00.000,12492.9873525624
"P/R Taxes - Construction Admin","Payroll",2016-03-01 00:00:00.000,12492.9873525624
"P/R Taxes - Construction Admin","Payroll",2016-04-01 00:00:00.000,12742.847099613649
"P/R Taxes - Construction Admin","Payroll",2016-05-01 00:00:00.000,12360.561686625239
"P/R Taxes - Construction Admin","Payroll",2016-06-01 00:00:00.000,11866.139219160228
"P/R Taxes - Construction Admin","Payroll",2016-07-01 00:00:00.000,12222.123395735036
"P/R Taxes - Construction Admin","Payroll",2016-08-01 00:00:00.000,11733.238459905633
"P/R Taxes - Construction Admin","Payroll",2016-09-01 00:00:00.000,11733.238459905633
"P/R Taxes - Construction Admin","Payroll",2016-10-01 00:00:00.000,11263.908921509408
"P/R Taxes - Construction Admin","Payroll",2016-11-01 00:00:00.000,11038.63074307922
"P/R Taxes - Construction Admin","Payroll",2016-12-01 00:00:00.000,10928.244435648428
"P/R Taxes - Construction Admin","Payroll",2017-01-01 00:00:00.000,11365.374213074367
"P/R Taxes - Construction Admin","Payroll",2017-02-01 00:00:00.000,11479.027955205111
"P/R Taxes - Construction Admin","Payroll",2017-03-01 00:00:00.000,11479.027955205111
"P/R Taxes - Construction Admin","Payroll",2017-04-01 00:00:00.000,11249.447396101006
"P/R Taxes - Construction Admin","Payroll",2017-05-01 00:00:00.000,11361.941870062017
"P/R Taxes - Construction Admin","Payroll",2017-06-01 00:00:00.000,10907.464195259536
"P/R Taxes - Construction Admin","Payroll",2017-07-01 00:00:00.000,11016.538837212131
"P/R Taxes - Construction Admin","Payroll",2017-08-01 00:00:00.000,10906.37344884001
"P/R Taxes - Construction Admin","Payroll",2017-09-01 00:00:00.000,11233.564652305209
"P/R Taxes - Construction Admin","Payroll",2017-10-01 00:00:00.000,11233.564652305209
"P/R Taxes - Construction Admin","Payroll",2017-11-01 00:00:00.000,11682.907238397418
"P/R Taxes - Construction Admin","Payroll",2017-12-01 00:00:00.000,11799.736310781394
"P/R Taxes - Construction Admin","Payroll",2018-01-01 00:00:00.000,12035.731036997022
"P/R Taxes - Construction Admin","Payroll",2018-02-01 00:00:00.000,11915.373726627053
"P/R Taxes - Construction Admin","Payroll",2018-03-01 00:00:00.000,12153.681201159592
"P/R Taxes - Construction Admin","Payroll",2018-04-01 00:00:00.000,12396.754825182785
"P/R Taxes - Construction Admin","Payroll",2018-05-01 00:00:00.000,12644.68992168644
"Workers Comp - Const.Admin","Payroll",2015-05-01 00:00:00.000,2943.2345040806404
"Workers Comp - Const.Admin","Payroll",2015-06-01 00:00:00.000,3060.9638842438662
"Workers Comp - Const.Admin","Payroll",2015-07-01 00:00:00.000,3030.3542454014282
"Workers Comp - Const.Admin","Payroll",2015-08-01 00:00:00.000,3060.6577878554426
"Workers Comp - Const.Admin","Payroll",2015-09-01 00:00:00.000,3213.6906772482148
"Workers Comp - Const.Admin","Payroll",2015-10-01 00:00:00.000,3053.0061433858036
"Workers Comp - Const.Admin","Payroll",2015-11-01 00:00:00.000,2900.3558362165131
"Workers Comp - Const.Admin","Payroll",2015-12-01 00:00:00.000,2929.3593945786779
"Workers Comp - Const.Admin","Payroll",2016-01-01 00:00:00.000,2812.1850187955306
"Workers Comp - Const.Admin","Payroll",2016-02-01 00:00:00.000,2671.5757678557538
"Workers Comp - Const.Admin","Payroll",2016-03-01 00:00:00.000,2618.1442524986387
"Workers Comp - Const.Admin","Payroll",2016-04-01 00:00:00.000,2749.0514651235708
"Workers Comp - Const.Admin","Payroll",2016-05-01 00:00:00.000,2666.5799211698636
"Workers Comp - Const.Admin","Payroll",2016-06-01 00:00:00.000,2559.916724323069
"Workers Comp - Const.Admin","Payroll",2016-07-01 00:00:00.000,2431.9208881069158
"Workers Comp - Const.Admin","Payroll",2016-08-01 00:00:00.000,2383.2824703447773
"Workers Comp - Const.Admin","Payroll",2016-09-01 00:00:00.000,2502.446593862016
"Workers Comp - Const.Admin","Payroll",2016-10-01 00:00:00.000,2602.5444576164969
"Workers Comp - Const.Admin","Payroll",2016-11-01 00:00:00.000,2602.5444576164969
"Workers Comp - Const.Admin","Payroll",2016-12-01 00:00:00.000,2628.5699021926616
"Workers Comp - Const.Admin","Payroll",2017-01-01 00:00:00.000,2759.998397302295
"Workers Comp - Const.Admin","Payroll",2017-02-01 00:00:00.000,2787.5983812753184
"Workers Comp - Const.Admin","Payroll",2017-03-01 00:00:00.000,2648.2184622115519
"Workers Comp - Const.Admin","Payroll",2017-04-01 00:00:00.000,2727.6650160778986
"Workers Comp - Const.Admin","Payroll",2017-05-01 00:00:00.000,2864.0482668817936
"Workers Comp - Const.Admin","Payroll",2017-06-01 00:00:00.000,2720.8458535377035
"Workers Comp - Const.Admin","Payroll",2017-07-01 00:00:00.000,2693.6373950023262
"Workers Comp - Const.Admin","Payroll",2017-08-01 00:00:00.000,2666.7010210523026
"Workers Comp - Const.Admin","Payroll",2017-09-01 00:00:00.000,2586.6999904207337
"Workers Comp - Const.Admin","Payroll",2017-10-01 00:00:00.000,2483.2319908039044
"Workers Comp - Const.Admin","Payroll",2017-11-01 00:00:00.000,2383.9027111717483
"Workers Comp - Const.Admin","Payroll",2017-12-01 00:00:00.000,2312.3856298365959
"Workers Comp - Const.Admin","Payroll",2018-01-01 00:00:00.000,2266.1379172398638
"Workers Comp - Const.Admin","Payroll",2018-02-01 00:00:00.000,2175.4924005502689
"Workers Comp - Const.Admin","Payroll",2018-03-01 00:00:00.000,2131.9825525392635
"Workers Comp - Const.Admin","Payroll",2018-04-01 00:00:00.000,2089.3429014884782
"Workers Comp - Const.Admin","Payroll",2018-05-01 00:00:00.000,1984.8757564140544
"Health Insurance Const.Admin","Payroll",2015-05-01 00:00:00.000,19890.563769108649
"Health Insurance Const.Admin","Payroll",2015-06-01 00:00:00.000,19094.941218344306
"Health Insurance Const.Admin","Payroll",2015-07-01 00:00:00.000,19285.890630527749
"Health Insurance Const.Admin","Payroll",2015-08-01 00:00:00.000,18514.455005306638
"Health Insurance Const.Admin","Payroll",2015-09-01 00:00:00.000,18699.599555359702
"Health Insurance Const.Admin","Payroll",2015-10-01 00:00:00.000,17764.619577591719
"Health Insurance Const.Admin","Payroll",2015-11-01 00:00:00.000,17231.680990263965
"Health Insurance Const.Admin","Payroll",2015-12-01 00:00:00.000,17576.314610069247
"Health Insurance Const.Admin","Payroll",2016-01-01 00:00:00.000,18279.367194472019
"Health Insurance Const.Admin","Payroll",2016-02-01 00:00:00.000,19193.335554195619
"Health Insurance Const.Admin","Payroll",2016-03-01 00:00:00.000,19961.068976363444
"Health Insurance Const.Admin","Payroll",2016-04-01 00:00:00.000,19162.626217308905
"Health Insurance Const.Admin","Payroll",2016-05-01 00:00:00.000,18970.999955135816
"Health Insurance Const.Admin","Payroll",2016-06-01 00:00:00.000,19729.839953341252
"Health Insurance Const.Admin","Payroll",2016-07-01 00:00:00.000,19335.243154274423
"Health Insurance Const.Admin","Payroll",2016-08-01 00:00:00.000,20108.652880445403
"Health Insurance Const.Admin","Payroll",2016-09-01 00:00:00.000,19706.479822836493
"Health Insurance Const.Admin","Payroll",2016-10-01 00:00:00.000,19903.544621064859
"Health Insurance Const.Admin","Payroll",2016-11-01 00:00:00.000,20102.580067275507
"Health Insurance Const.Admin","Payroll",2016-12-01 00:00:00.000,20705.657469293772
"Health Insurance Const.Admin","Payroll",2017-01-01 00:00:00.000,21119.770618679649
"Health Insurance Const.Admin","Payroll",2017-02-01 00:00:00.000,20274.97979393246
"Health Insurance Const.Admin","Payroll",2017-03-01 00:00:00.000,20072.229995993133
"Health Insurance Const.Admin","Payroll",2017-04-01 00:00:00.000,20875.11919583286
"Health Insurance Const.Admin","Payroll",2017-05-01 00:00:00.000,19831.363236041216
"Health Insurance Const.Admin","Payroll",2017-06-01 00:00:00.000,19831.363236041216
"Health Insurance Const.Admin","Payroll",2017-07-01 00:00:00.000,19236.422338959979
"Health Insurance Const.Admin","Payroll",2017-08-01 00:00:00.000,18851.693892180778
"Health Insurance Const.Admin","Payroll",2017-09-01 00:00:00.000,19040.210831102584
"Health Insurance Const.Admin","Payroll",2017-10-01 00:00:00.000,18659.406614480533
"Health Insurance Const.Admin","Payroll",2017-11-01 00:00:00.000,17726.436283756506
"Health Insurance Const.Admin","Payroll",2017-12-01 00:00:00.000,17903.700646594072
"Health Insurance Const.Admin","Payroll",2018-01-01 00:00:00.000,18440.811665991892
"Health Insurance Const.Admin","Payroll",2018-02-01 00:00:00.000,17887.587316012134
"Health Insurance Const.Admin","Payroll",2018-03-01 00:00:00.000,17172.083823371649
"Health Insurance Const.Admin","Payroll",2018-04-01 00:00:00.000,17343.804661605365
"Health Insurance Const.Admin","Payroll",2018-05-01 00:00:00.000,18210.994894685635
"Payroll-Admin/Accounting","Payroll",2015-05-01 00:00:00.000,4708.4814349816334
"Payroll-Admin/Accounting","Payroll",2015-06-01 00:00:00.000,4802.6510636812654
"Payroll-Admin/Accounting","Payroll",2015-07-01 00:00:00.000,4562.5185104972024
"Payroll-Admin/Accounting","Payroll",2015-08-01 00:00:00.000,4516.89332539223
"Payroll-Admin/Accounting","Payroll",2015-09-01 00:00:00.000,4697.5690584079193
"Payroll-Admin/Accounting","Payroll",2015-10-01 00:00:00.000,4650.59336782384
"Payroll-Admin/Accounting","Payroll",2015-11-01 00:00:00.000,4650.59336782384
"Payroll-Admin/Accounting","Payroll",2015-12-01 00:00:00.000,4697.0993015020786
"Payroll-Admin/Accounting","Payroll",2016-01-01 00:00:00.000,4791.04128753212
"Payroll-Admin/Accounting","Payroll",2016-02-01 00:00:00.000,4695.2204617814778
"Payroll-Admin/Accounting","Payroll",2016-03-01 00:00:00.000,4648.2682571636633
"Payroll-Admin/Accounting","Payroll",2016-04-01 00:00:00.000,4415.85484430548
"Payroll-Admin/Accounting","Payroll",2016-05-01 00:00:00.000,4460.0133927485349
"Payroll-Admin/Accounting","Payroll",2016-06-01 00:00:00.000,4237.0127231111073
"Payroll-Admin/Accounting","Payroll",2016-07-01 00:00:00.000,4109.9023414177736
"Payroll-Admin/Accounting","Payroll",2016-08-01 00:00:00.000,4068.8033180035959
"Payroll-Admin/Accounting","Payroll",2016-09-01 00:00:00.000,4150.1793843636688
"Payroll-Admin/Accounting","Payroll",2016-10-01 00:00:00.000,4357.6883535818515
"Payroll-Admin/Accounting","Payroll",2016-11-01 00:00:00.000,4444.8421206534895
"Payroll-Admin/Accounting","Payroll",2016-12-01 00:00:00.000,4222.6000146208144
"Payroll-Admin/Accounting","Payroll",2017-01-01 00:00:00.000,4349.278015059439
"Payroll-Admin/Accounting","Payroll",2017-02-01 00:00:00.000,4262.2924547582506
"Payroll-Admin/Accounting","Payroll",2017-03-01 00:00:00.000,4049.1778320203375
"Payroll-Admin/Accounting","Payroll",2017-04-01 00:00:00.000,3927.7024970597272
"Payroll-Admin/Accounting","Payroll",2017-05-01 00:00:00.000,4045.5335719715195
"Payroll-Admin/Accounting","Payroll",2017-06-01 00:00:00.000,4045.5335719715195
"Payroll-Admin/Accounting","Payroll",2017-07-01 00:00:00.000,4166.8995791306652
"Payroll-Admin/Accounting","Payroll",2017-08-01 00:00:00.000,4208.568574921971
"Payroll-Admin/Accounting","Payroll",2017-09-01 00:00:00.000,4082.3115176743122
"Payroll-Admin/Accounting","Payroll",2017-10-01 00:00:00.000,3959.8421721440827
"Payroll-Admin/Accounting","Payroll",2017-11-01 00:00:00.000,3880.6453287012009
"Payroll-Admin/Accounting","Payroll",2017-12-01 00:00:00.000,3764.225968840165
"Payroll-Admin/Accounting","Payroll",2018-01-01 00:00:00.000,3688.9414494633616
"Payroll-Admin/Accounting","Payroll",2018-02-01 00:00:00.000,3836.4991074418958
"Payroll-Admin/Accounting","Payroll",2018-03-01 00:00:00.000,3759.7691252930581
