COD_FILIAL,DT_E_S,COD_ITEM,COR,TAMANHO,LOCAL_EST,QTD_EST,VL_CUSTO_EST,CENTRO_CUSTO,ESTAMPA,CHAVE_ESTOQUE
"2",2019-10-31 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",145,385.7,"3","ÚNICA",658
"2",2019-10-31 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",120,554.4,"5","ÚNICA",659
"2",2019-10-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",132,1032.24,"5","ÚNICA",661
"2",2019-10-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",214,214,"8","ÚNICA",663
"2",2019-10-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",158,617.78,"1","ÚNICA",668
"2",2019-10-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",170,936.7,"3","ÚNICA",669
"2",2018-11-30 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",234,365.04,"2","ÚNICA",673
"2",2018-11-30 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",416,2129.92,"6","ÚNICA",678
"2",2018-11-30 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",315,3307.5,"4","ÚNICA",681
"2",2018-11-30 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",465,2157.6,"4","ÚNICA",685
"2",2018-11-30 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",418,3160.08,"6","ÚNICA",687
"2",2018-11-30 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",311,3218.85,"7","ÚNICA",689
"2",2018-11-30 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",342,2209.32,"2","ÚNICA",696
"2",2018-11-30 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",497,3682.77,"8","ÚNICA",697
"2",2018-11-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",208,2639.52,"3","ÚNICA",699
"2",2019-11-30 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",213,115.02,"1","ÚNICA",701
"2",2019-11-30 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",146,54.02,"3","ÚNICA",710
"2",2019-11-30 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",215,586.95,"1","ÚNICA",712
"2",2019-11-30 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",238,1232.84,"3","ÚNICA",714
"2",2019-11-30 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",159,1335.6,"7","ÚNICA",715
"2",2019-11-30 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",102,600.78,"2","ÚNICA",725
"2",2019-11-30 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",167,781.56,"5","ÚNICA",726
"2",2018-12-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",343,634.55,"6","ÚNICA",730
"2",2018-12-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",495,5227.2,"4","ÚNICA",734
"2",2018-12-31 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",339,4027.32,"6","ÚNICA",735
"2",2018-12-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",349,2582.6,"3","ÚNICA",736
"2",2018-12-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",441,163.17,"3","ÚNICA",738
"2",2018-12-31 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",374,4936.8,"6","ÚNICA",744
"2",2018-12-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",487,5712.51,"7","ÚNICA",745
"2",2018-12-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",407,2490.84,"1","ÚNICA",752
"2",2019-12-31 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",206,482.04,"4","ÚNICA",759
"2",2019-12-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",227,799.04,"3","ÚNICA",760
"2",2019-12-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",154,702.24,"2","ÚNICA",761
"2",2019-12-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",164,813.44,"5","ÚNICA",762
"2",2019-12-31 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",118,488.52,"5","ÚNICA",763
"2",2019-12-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",247,988,"6","ÚNICA",764
"2",2019-12-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",232,48.72,"8","ÚNICA",766
"2",2019-12-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",155,238.7,"1","ÚNICA",768
"2",2019-12-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",132,343.2,"4","ÚNICA",777
"2",2019-12-31 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",241,1127.88,"6","ÚNICA",778
"2",2019-12-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",199,1247.73,"5","ÚNICA",781
"2",2019-12-31 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",123,896.67,"2","ÚNICA",783
"1",2018-01-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",283,905.6,"1","ÚNICA",2
"1",2018-01-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",282,1895.04,"3","ÚNICA",5
"1",2018-01-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",254,88.9,"6","ÚNICA",10
"1",2018-01-31 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",310,297.6,"1","ÚNICA",11
"1",2018-01-31 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",414,1324.8,"2","ÚNICA",13
"1",2018-01-31 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",330,2910.6,"6","ÚNICA",14
"1",2018-01-31 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",241,1749.66,"2","ÚNICA",16
"1",2018-01-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",391,907.12,"7","ÚNICA",19
"1",2018-01-31 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",414,894.24,"7","ÚNICA",20
"1",2018-01-31 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",496,2966.08,"2","ÚNICA",22
"1",2018-01-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",220,1922.8,"1","ÚNICA",25
"1",2019-01-31 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",327,912.33,"3","ÚNICA",31
"1",2019-01-31 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",203,1624,"1","ÚNICA",37
"1",2019-01-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",447,1720.95,"2","ÚNICA",40
"1",2019-01-31 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",260,3494.4,"7","ÚNICA",43
"1",2019-01-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",360,5547.6,"5","ÚNICA",45
"1",2019-01-31 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",338,973.44,"3","ÚNICA",48
"1",2019-01-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",478,2600.32,"1","ÚNICA",52
"1",2019-01-31 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",490,8334.9,"3","ÚNICA",55
"1",2020-01-31 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",150,166.5,"8","ÚNICA",57
"1",2020-01-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",226,169.5,"6","ÚNICA",58
"1",2020-01-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",199,931.32,"7","ÚNICA",61
"1",2020-01-31 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",221,1392.3,"6","ÚNICA",63
"1",2020-01-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",212,1060,"2","ÚNICA",64
"1",2020-01-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",216,844.56,"6","ÚNICA",73
"1",2020-01-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",115,110.4,"4","ÚNICA",75
"1",2020-01-31 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",208,931.84,"4","ÚNICA",84
"1",2018-02-28 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",480,2678.4,"7","ÚNICA",87
"1",2018-02-28 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",320,2358.4,"2","ÚNICA",88
"1",2018-02-28 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",396,3991.68,"8","ÚNICA",91
"1",2018-02-28 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",363,3252.48,"2","ÚNICA",98
"1",2018-02-28 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",297,2025.54,"1","ÚNICA",100
"1",2018-02-28 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",348,3201.6,"4","ÚNICA",101
"1",2018-02-28 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",408,4993.92,"7","ÚNICA",102
"1",2018-02-28 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",467,1092.78,"2","ÚNICA",104
"1",2019-02-28 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",363,653.4,"2","ÚNICA",113
"1",2019-02-28 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",424,1102.4,"2","ÚNICA",114
"1",2019-02-28 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",289,2658.8,"8","ÚNICA",120
"1",2019-02-28 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",471,1544.88,"4","ÚNICA",125
"1",2019-02-28 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",494,7054.32,"3","ÚNICA",127
"1",2019-02-28 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",384,5660.16,"7","ÚNICA",128
"1",2019-02-28 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",488,6558.72,"6","ÚNICA",130
"1",2019-02-28 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",369,678.96,"3","ÚNICA",131
"1",2019-02-28 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",447,8135.4,"5","ÚNICA",138
"1",2019-02-28 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",463,8250.66,"3","ÚNICA",139
"1",2019-02-28 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",366,3074.4,"1","ÚNICA",140
"1",2020-02-29 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",137,286.33,"3","ÚNICA",144
"1",2020-02-29 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",240,1152,"7","ÚNICA",145
"1",2020-02-29 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",192,1167.36,"5","ÚNICA",146
"1",2020-02-29 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",169,760.5,"8","ÚNICA",147
"1",2020-02-29 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",112,336,"4","ÚNICA",148
"1",2020-02-29 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",232,102.08,"4","ÚNICA",151
"1",2020-02-29 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",248,624.96,"2","ÚNICA",154
"1",2020-02-29 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",102,445.74,"7","ÚNICA",157
"1",2020-02-29 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",210,777,"7","ÚNICA",161
"1",2020-02-29 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",109,392.4,"7","ÚNICA",163
"1",2020-02-29 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",144,1039.68,"1","ÚNICA",165
"1",2018-03-31 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",363,2123.55,"3","ÚNICA",171
"1",2018-03-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",385,2583.35,"7","ÚNICA",172
"1",2018-03-31 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",340,3570,"7","ÚNICA",177
"1",2018-03-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",320,1030.4,"2","ÚNICA",180
"1",2018-03-31 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",492,5077.44,"3","ÚNICA",186
"1",2018-03-31 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",313,2563.47,"2","ÚNICA",190
"1",2018-03-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",383,3791.7,"1","ÚNICA",191
"1",2018-03-31 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",369,5276.7,"1","ÚNICA",194
"1",2018-03-31 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",431,4538.43,"8","ÚNICA",195
"1",2019-03-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",318,524.7,"5","ÚNICA",198
"1",2019-03-31 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",212,934.92,"4","ÚNICA",199
"1",2019-03-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",347,2252.03,"8","ÚNICA",200
"1",2019-03-31 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",479,5259.42,"7","ÚNICA",203
"1",2019-03-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",352,763.84,"7","ÚNICA",208
"1",2019-03-31 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",273,687.96,"6","ÚNICA",216
"1",2019-03-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",422,1561.4,"4","ÚNICA",217
"1",2020-03-31 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",152,355.68,"2","ÚNICA",227
"1",2020-03-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",141,558.36,"7","ÚNICA",228
"1",2020-03-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",110,250.8,"5","ÚNICA",229
"1",2020-03-31 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",173,114.18,"6","ÚNICA",235
"1",2020-03-31 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",235,545.2,"3","ÚNICA",237
"1",2020-03-31 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",195,1064.7,"1","ÚNICA",238
"1",2020-03-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",201,1756.74,"1","ÚNICA",241
"1",2020-03-31 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",209,2006.4,"6","ÚNICA",242
"1",2020-03-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",222,1198.8,"7","ÚNICA",247
"1",2020-03-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",202,1373.6,"1","ÚNICA",248
"1",2020-03-31 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",245,1440.6,"1","ÚNICA",252
"1",2018-04-30 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",360,936,"5","ÚNICA",254
"1",2018-04-30 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",267,1615.35,"4","ÚNICA",256
"1",2018-04-30 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",363,3775.2,"7","ÚNICA",258
"1",2018-04-30 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",277,166.2,"4","ÚNICA",263
"1",2018-04-30 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",378,1058.4,"5","ÚNICA",264
"1",2018-04-30 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",321,1438.08,"4","ÚNICA",266
"1",2018-04-30 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",262,1980.72,"8","ÚNICA",267
"1",2018-04-30 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",484,1713.36,"7","ÚNICA",272
"1",2018-04-30 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",469,1782.2,"4","ÚNICA",273
"1",2018-04-30 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",474,2588.04,"6","ÚNICA",274
"1",2018-04-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",401,3897.72,"2","ÚNICA",279
"1",2018-04-30 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",335,5628,"7","ÚNICA",280
"1",2019-04-30 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",347,489.27,"5","ÚNICA",281
"1",2019-04-30 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",350,1102.5,"5","ÚNICA",282
"1",2019-04-30 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",432,1321.92,"1","ÚNICA",283
"1",2019-04-30 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",383,2654.19,"1","ÚNICA",284
"1",2019-04-30 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",436,4002.48,"3","ÚNICA",287
"1",2019-04-30 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",440,3168,"7","ÚNICA",288
"1",2019-04-30 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",427,6191.5,"4","ÚNICA",289
"1",2019-04-30 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",452,1012.48,"5","ÚNICA",292
"1",2019-04-30 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",368,2962.4,"4","ÚNICA",297
"1",2019-04-30 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",499,6227.52,"2","ÚNICA",298
"1",2019-04-30 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",242,416.24,"7","ÚNICA",299
"1",2019-04-30 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",263,3497.9,"8","ÚNICA",305
"1",2019-04-30 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",221,3527.16,"8","ÚNICA",308
"1",2020-04-30 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",228,184.68,"5","ÚNICA",309
"1",2020-04-30 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",109,98.1,"6","ÚNICA",310
"1",2020-04-30 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",121,348.48,"6","ÚNICA",313
"1",2020-04-30 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",141,879.84,"4","ÚNICA",314
"1",2020-04-30 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",146,946.08,"7","ÚNICA",315
"1",2020-04-30 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",190,760,"8","ÚNICA",316
"1",2020-04-30 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",171,47.88,"7","ÚNICA",318
"1",2020-04-30 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",232,454.72,"8","ÚNICA",320
"1",2020-04-30 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",219,1541.76,"6","ÚNICA",324
"1",2020-04-30 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",223,871.93,"6","ÚNICA",325
"1",2018-05-31 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",498,717.12,"6","ÚNICA",337
"1",2018-05-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",356,3588.48,"6","ÚNICA",342
"1",2018-05-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",311,214.59,"4","ÚNICA",346
"1",2018-05-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",403,1466.92,"3","ÚNICA",348
"1",2018-05-31 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",296,1654.64,"6","ÚNICA",358
"1",2018-05-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",442,3712.8,"7","ÚNICA",359
"1",2018-05-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",300,2856,"6","ÚNICA",360
"1",2018-05-31 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",415,6150.3,"6","ÚNICA",362
"1",2018-05-31 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",217,1992.06,"3","ÚNICA",363
"1",2019-05-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",304,1994.24,"4","ÚNICA",370
"1",2019-05-31 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",366,4611.6,"5","ÚNICA",371
"1",2019-05-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",496,2430.4,"6","ÚNICA",376
"1",2019-05-31 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",253,4128.96,"3","ÚNICA",382
"1",2019-05-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",274,1835.8,"2","ÚNICA",385
"1",2019-05-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",235,2098.55,"1","ÚNICA",389
"1",2019-05-31 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",468,7665.84,"7","ÚNICA",390
"1",2019-05-31 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",493,4791.96,"2","ÚNICA",391
"1",2018-06-30 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",374,2962.08,"3","ÚNICA",399
"1",2018-06-30 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",309,1254.54,"8","ÚNICA",404
"1",2018-06-30 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",489,4586.82,"8","ÚNICA",406
"1",2018-06-30 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",282,3039.96,"8","ÚNICA",408
"1",2018-06-30 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",259,3418.8,"3","ÚNICA",410
"1",2018-06-30 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",271,2008.11,"1","ÚNICA",414
"1",2019-06-30 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",268,2701.44,"5","ÚNICA",426
"1",2019-06-30 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",494,4940,"1","ÚNICA",429
"1",2019-06-30 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",412,1779.84,"4","ÚNICA",433
"1",2019-06-30 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",385,2964.5,"4","ÚNICA",436
"1",2019-06-30 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",285,4446,"3","ÚNICA",438
"1",2019-06-30 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",490,4081.7,"5","ÚNICA",444
"1",2019-06-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",401,7578.9,"2","ÚNICA",447
"1",2018-07-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",331,2330.24,"5","ÚNICA",452
"1",2018-07-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",441,163.17,"5","ÚNICA",458
"1",2018-07-31 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",416,1131.52,"3","ÚNICA",461
"1",2018-07-31 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",463,5736.57,"8","ÚNICA",463
"1",2018-07-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",451,1244.76,"6","ÚNICA",467
"1",2018-07-31 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",374,830.28,"3","ÚNICA",468
"1",2018-07-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",426,2982,"3","ÚNICA",469
"1",2018-07-31 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",420,1965.6,"3","ÚNICA",470
"1",2018-07-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",333,3669.66,"5","ÚNICA",473
"1",2018-07-31 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",225,2398.5,"6","ÚNICA",474
"1",2018-07-31 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",357,5397.84,"7","ÚNICA",476
"1",2019-07-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",369,940.95,"4","ÚNICA",478
"1",2019-07-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",239,1104.18,"3","ÚNICA",480
"1",2019-07-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",407,3418.8,"3","ÚNICA",484
"1",2019-07-31 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",267,357.78,"8","ÚNICA",487
"1",2019-07-31 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",494,8299.2,"5","ÚNICA",494
"1",2019-07-31 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",465,1562.4,"6","ÚNICA",496
"1",2019-07-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",368,1508.8,"5","ÚNICA",497
"1",2019-07-31 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",402,5101.38,"8","ÚNICA",503
"1",2018-08-31 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",348,1252.8,"6","ÚNICA",507
"1",2018-08-31 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",269,365.84,"1","ÚNICA",515
"1",2018-08-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",451,1262.8,"5","ÚNICA",516
"1",2018-08-31 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",406,3239.88,"1","ÚNICA",519
"1",2018-08-31 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",254,1051.56,"1","ÚNICA",524
"1",2018-08-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",402,2291.4,"4","ÚNICA",527
"1",2018-08-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",270,1836,"6","ÚNICA",528
"1",2018-08-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",215,2328.45,"7","ÚNICA",529
"1",2019-08-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",300,1056,"5","ÚNICA",536
"1",2019-08-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",274,1928.96,"3","ÚNICA",538
"1",2019-08-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",231,2402.4,"3","ÚNICA",540
"1",2019-08-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",413,276.71,"5","ÚNICA",542
