statisitcs_id,country_id,gender_id,age_group_id,suicides_no,population,generation_id,date
5634,47,2,6,1,61650,1,2013-12-31 00:00:00.000
5650,48,2,6,1,58790,1,2004-12-31 00:00:00.000
5698,48,2,6,1,65848,1,2008-12-31 00:00:00.000
5889,50,2,6,1,118620,1,2004-12-31 00:00:00.000
5913,50,2,6,1,122755,1,2006-12-31 00:00:00.000
5975,50,2,6,1,132081,1,2011-12-31 00:00:00.000
5986,50,2,6,1,134700,1,2012-12-31 00:00:00.000
6025,51,1,6,1,1511,1,2006-12-31 00:00:00.000
6505,55,1,6,1,1269,1,2006-12-31 00:00:00.000
6757,57,1,6,1,1003,1,2007-12-31 00:00:00.000
7186,60,2,6,1,559272,1,2012-12-31 00:00:00.000
7323,62,1,6,1,4276,1,2004-12-31 00:00:00.000
7325,62,2,6,1,5466,1,2004-12-31 00:00:00.000
7337,62,1,6,1,4357,1,2005-12-31 00:00:00.000
7338,62,2,6,1,5644,1,2005-12-31 00:00:00.000
7376,62,2,6,1,6315,1,2008-12-31 00:00:00.000
7388,62,2,6,1,6530,1,2009-12-31 00:00:00.000
7435,62,1,6,1,5470,1,2013-12-31 00:00:00.000
7822,66,2,6,1,48752,1,2005-12-31 00:00:00.000
7890,66,1,6,1,31435,1,2011-12-31 00:00:00.000
7901,66,1,6,1,33321,1,2012-12-31 00:00:00.000
7913,66,1,6,1,34794,1,2013-12-31 00:00:00.000
316,3,1,5,1,21188,1,2010-12-31 00:00:00.000
317,3,2,5,1,25150,1,2010-12-31 00:00:00.000
388,4,1,5,1,29960,1,2006-12-31 00:00:00.000
412,4,1,5,1,35879,1,2008-12-31 00:00:00.000
425,4,1,5,1,38002,1,2009-12-31 00:00:00.000
435,4,1,5,1,41999,1,2010-12-31 00:00:00.000
508,5,1,5,1,19527,1,2006-12-31 00:00:00.000
543,5,1,5,1,21837,1,2009-12-31 00:00:00.000
725,7,2,5,1,7609,1,2004-12-31 00:00:00.000
783,7,1,5,1,10523,1,2009-12-31 00:00:00.000
1843,16,2,5,1,71415,1,2007-12-31 00:00:00.000
1880,16,2,5,1,79168,1,2010-12-31 00:00:00.000
3037,26,1,5,1,4324,1,2007-12-31 00:00:00.000
3143,27,2,5,1,453146,1,2005-12-31 00:00:00.000
3179,27,2,5,1,502605,1,2008-12-31 00:00:00.000
3547,30,2,5,1,26010,1,2009-12-31 00:00:00.000
4217,36,1,5,1,74974,1,2005-12-31 00:00:00.000
4228,36,2,5,1,50864,1,2006-12-31 00:00:00.000
4253,36,2,5,1,63516,1,2008-12-31 00:00:00.000
4255,36,1,5,1,110218,1,2008-12-31 00:00:00.000
4266,36,2,5,1,68187,1,2009-12-31 00:00:00.000
4818,41,2,5,1,44074,1,2005-12-31 00:00:00.000
5553,47,2,5,1,171367,1,2006-12-31 00:00:00.000
5566,47,2,5,1,177879,1,2007-12-31 00:00:00.000
6015,51,1,5,1,32745,1,2005-12-31 00:00:00.000
6029,51,1,5,1,33952,1,2006-12-31 00:00:00.000
6051,51,1,5,1,40788,1,2008-12-31 00:00:00.000
6481,55,1,5,1,5030,1,2004-12-31 00:00:00.000
6529,55,1,5,1,5420,1,2008-12-31 00:00:00.000
6733,57,1,5,1,3501,1,2005-12-31 00:00:00.000
6747,57,1,5,1,3722,1,2006-12-31 00:00:00.000
6781,57,1,5,1,4543,1,2009-12-31 00:00:00.000
7870,66,2,5,1,206817,1,2009-12-31 00:00:00.000
241,3,1,2,1,28309,4,2004-12-31 00:00:00.000
242,3,1,4,1,41662,2,2004-12-31 00:00:00.000
253,3,1,3,1,26366,3,2005-12-31 00:00:00.000
254,3,2,3,1,26917,3,2005-12-31 00:00:00.000
256,3,1,4,1,43193,2,2005-12-31 00:00:00.000
265,3,1,2,1,29472,4,2006-12-31 00:00:00.000
266,3,1,4,1,44490,2,2006-12-31 00:00:00.000
278,3,1,3,1,27047,3,2007-12-31 00:00:00.000
279,3,1,2,1,30182,4,2007-12-31 00:00:00.000
280,3,2,4,1,48976,2,2007-12-31 00:00:00.000
289,3,1,3,1,27416,3,2008-12-31 00:00:00.000
291,3,1,2,1,30842,4,2008-12-31 00:00:00.000
292,3,1,4,1,47227,2,2008-12-31 00:00:00.000
303,3,1,3,1,27862,3,2009-12-31 00:00:00.000
304,3,2,4,1,51877,2,2009-12-31 00:00:00.000
318,3,1,2,1,31968,4,2010-12-31 00:00:00.000
319,3,2,4,1,53312,3,2010-12-31 00:00:00.000
325,3,1,5,1,22178,2,2011-12-31 00:00:00.000
326,3,2,3,1,29138,4,2011-12-31 00:00:00.000
327,3,1,2,1,32343,4,2011-12-31 00:00:00.000
328,3,1,4,1,50932,3,2011-12-31 00:00:00.000
339,3,2,4,1,54245,3,2012-12-31 00:00:00.000
351,3,2,4,1,54567,3,2013-12-31 00:00:00.000
367,4,2,2,1,62699,4,2004-12-31 00:00:00.000
391,4,1,2,1,86090,4,2006-12-31 00:00:00.000
403,4,2,2,1,73617,4,2007-12-31 00:00:00.000
437,4,2,2,1,80571,4,2010-12-31 00:00:00.000
438,4,2,3,1,104368,3,2010-12-31 00:00:00.000
446,4,1,5,1,43883,2,2011-12-31 00:00:00.000
451,4,2,2,1,75788,4,2011-12-31 00:00:00.000
459,4,2,3,1,110796,4,2012-12-31 00:00:00.000
460,4,1,2,1,111603,4,2012-12-31 00:00:00.000
469,4,1,2,1,110064,4,2013-12-31 00:00:00.000
493,5,1,4,1,38767,2,2005-12-31 00:00:00.000
529,5,2,4,1,43278,2,2008-12-31 00:00:00.000
736,7,2,2,1,28506,4,2005-12-31 00:00:00.000
747,7,1,3,1,23131,3,2006-12-31 00:00:00.000
748,7,2,2,1,29322,4,2006-12-31 00:00:00.000
760,7,2,4,1,28664,2,2007-12-31 00:00:00.000
761,7,2,2,1,30151,4,2007-12-31 00:00:00.000
772,7,1,3,1,23453,3,2008-12-31 00:00:00.000
773,7,2,3,1,24149,3,2008-12-31 00:00:00.000
786,7,2,3,1,24742,3,2009-12-31 00:00:00.000
810,7,1,5,1,11928,2,2011-12-31 00:00:00.000
811,7,2,4,1,34151,3,2011-12-31 00:00:00.000
821,7,1,2,1,34413,4,2012-12-31 00:00:00.000
832,7,1,5,1,12803,2,2013-12-31 00:00:00.000
833,7,2,2,1,35551,4,2013-12-31 00:00:00.000
1803,16,2,3,1,54147,3,2004-12-31 00:00:00.000
1804,16,2,4,1,104038,2,2004-12-31 00:00:00.000
1818,16,2,2,1,57341,4,2005-12-31 00:00:00.000
1819,16,2,4,1,105435,2,2005-12-31 00:00:00.000
1830,16,2,3,1,57514,3,2006-12-31 00:00:00.000
1831,16,1,2,1,61353,4,2006-12-31 00:00:00.000
1844,16,2,4,1,109618,2,2007-12-31 00:00:00.000
1891,16,2,5,1,80672,2,2011-12-31 00:00:00.000
1901,16,2,3,1,75365,4,2012-12-31 00:00:00.000
1902,16,2,4,1,125423,3,2012-12-31 00:00:00.000
1915,16,2,5,1,86452,2,2013-12-31 00:00:00.000
2494,21,2,3,1,90940,4,2011-12-31 00:00:00.000
3001,26,1,3,1,7482,3,2004-12-31 00:00:00.000
3015,26,2,3,1,7134,3,2005-12-31 00:00:00.000
3016,26,1,3,1,7688,3,2005-12-31 00:00:00.000
3017,26,1,4,1,9947,2,2005-12-31 00:00:00.000
3025,26,1,4,1,10115,2,2006-12-31 00:00:00.000
3038,26,2,3,1,7699,3,2007-12-31 00:00:00.000
3039,26,1,3,1,8183,3,2007-12-31 00:00:00.000
3085,26,1,5,1,4824,2,2011-12-31 00:00:00.000
3097,26,1,4,1,11033,3,2012-12-31 00:00:00.000
3098,26,1,2,1,11176,4,2012-12-31 00:00:00.000
3489,30,2,2,1,21091,4,2004-12-31 00:00:00.000
3511,30,2,3,1,21650,3,2006-12-31 00:00:00.000
3525,30,2,2,1,22072,4,2007-12-31 00:00:00.000
3526,30,2,4,1,41594,2,2007-12-31 00:00:00.000
3561,30,2,3,1,22558,3,2010-12-31 00:00:00.000
3562,30,2,2,1,22907,4,2010-12-31 00:00:00.000
3571,30,2,3,1,22337,4,2011-12-31 00:00:00.000
3572,30,2,2,1,22926,4,2011-12-31 00:00:00.000
3573,30,2,4,1,42475,3,2011-12-31 00:00:00.000
4219,36,2,4,1,220232,2,2005-12-31 00:00:00.000
4243,36,2,2,1,220418,4,2007-12-31 00:00:00.000
4279,36,1,2,1,254945,4,2010-12-31 00:00:00.000
4304,36,1,5,1,138505,2,2012-12-31 00:00:00.000
4474,38,2,2,1,169332,4,2006-12-31 00:00:00.000
4701,40,2,3,1,33120,3,2005-12-31 00:00:00.000
4713,40,2,3,1,33421,3,2006-12-31 00:00:00.000
4736,40,2,3,1,34796,3,2008-12-31 00:00:00.000
4748,40,1,2,1,30148,4,2009-12-31 00:00:00.000
4749,40,2,3,1,35557,3,2009-12-31 00:00:00.000
4774,40,2,3,1,37231,4,2011-12-31 00:00:00.000
4785,40,2,2,1,31459,4,2012-12-31 00:00:00.000
4786,40,2,3,1,38629,4,2012-12-31 00:00:00.000
4817,41,1,3,1,29584,3,2005-12-31 00:00:00.000
4853,41,1,2,1,29288,4,2008-12-31 00:00:00.000
4854,41,1,3,1,31016,3,2008-12-31 00:00:00.000
4867,41,2,2,1,27616,4,2009-12-31 00:00:00.000
4903,41,1,2,1,28647,4,2012-12-31 00:00:00.000
4915,41,2,3,1,29657,4,2013-12-31 00:00:00.000
5037,42,2,3,1,89909,4,2013-12-31 00:00:00.000
5038,42,2,5,1,107634,2,2013-12-31 00:00:00.000
5555,47,2,4,1,394079,2,2006-12-31 00:00:00.000
5891,50,2,2,1,296310,4,2004-12-31 00:00:00.000
6004,51,2,3,1,55188,3,2004-12-31 00:00:00.000
6016,51,2,3,1,62046,3,2005-12-31 00:00:00.000
6032,51,2,4,1,77166,2,2006-12-31 00:00:00.000
6043,51,2,2,1,61878,4,2007-12-31 00:00:00.000
6044,51,2,4,1,84797,2,2007-12-31 00:00:00.000
6053,51,1,2,1,184417,4,2008-12-31 00:00:00.000
6066,51,2,3,1,100429,3,2009-12-31 00:00:00.000
6076,51,2,3,1,113923,3,2010-12-31 00:00:00.000
6091,51,2,3,1,122957,4,2011-12-31 00:00:00.000
6101,51,1,5,1,64600,2,2012-12-31 00:00:00.000
6102,51,2,3,1,133051,4,2012-12-31 00:00:00.000
6112,51,2,3,1,143703,4,2013-12-31 00:00:00.000
6483,55,1,3,1,8823,3,2004-12-31 00:00:00.000
6495,55,1,3,1,8846,3,2005-12-31 00:00:00.000
6496,55,2,4,1,12482,2,2005-12-31 00:00:00.000
6507,55,1,3,1,8894,3,2006-12-31 00:00:00.000
6508,55,1,2,1,10473,4,2006-12-31 00:00:00.000
6509,55,2,4,1,12698,2,2006-12-31 00:00:00.000
6531,55,2,4,1,13057,2,2008-12-31 00:00:00.000
6541,55,1,3,1,8944,3,2009-12-31 00:00:00.000
6566,55,2,5,1,6091,2,2011-12-31 00:00:00.000
6567,55,1,2,1,10177,4,2011-12-31 00:00:00.000
6579,55,1,5,1,6126,2,2012-12-31 00:00:00.000
6582,55,2,2,1,9859,4,2012-12-31 00:00:00.000
6723,57,1,2,1,8174,4,2004-12-31 00:00:00.000
6736,57,1,2,1,8093,4,2005-12-31 00:00:00.000
6748,57,1,2,1,8084,4,2006-12-31 00:00:00.000
6759,57,2,3,1,7714,3,2007-12-31 00:00:00.000
6760,57,1,3,1,8368,3,2007-12-31 00:00:00.000
6770,57,1,2,1,8117,4,2008-12-31 00:00:00.000
6771,57,1,3,1,8453,3,2008-12-31 00:00:00.000
6806,57,1,3,1,6615,4,2011-12-31 00:00:00.000
6807,57,1,2,1,7169,4,2011-12-31 00:00:00.000
6817,57,1,5,1,5437,2,2012-12-31 00:00:00.000
6831,57,1,2,1,6804,4,2013-12-31 00:00:00.000
6832,57,1,4,1,13718,3,2013-12-31 00:00:00.000
7043,59,2,2,1,112313,4,2010-12-31 00:00:00.000
7054,59,2,2,1,109517,4,2011-12-31 00:00:00.000
7067,59,2,2,1,106474,4,2012-12-31 00:00:00.000
7331,62,2,3,1,38640,3,2004-12-31 00:00:00.000
7917,66,2,5,1,250752,2,2013-12-31 00:00:00.000
144,2,2,1,1,448529,4,2005-12-31 00:00:00.000
155,2,1,1,1,464213,4,2006-12-31 00:00:00.000
255,3,1,1,1,28690,4,2005-12-31 00:00:00.000
623,6,1,1,1,622381,4,2005-12-31 00:00:00.000
636,6,1,1,1,619058,4,2006-12-31 00:00:00.000
737,7,1,1,1,36381,4,2005-12-31 00:00:00.000
749,7,2,1,1,36453,4,2006-12-31 00:00:00.000
750,7,1,1,1,37049,4,2006-12-31 00:00:00.000
1572,14,2,1,1,247600,4,2004-12-31 00:00:00.000
1596,14,2,1,1,240427,4,2006-12-31 00:00:00.000
1716,15,2,1,1,722349,4,2006-12-31 00:00:00.000
2075,18,2,1,1,336170,4,2006-12-31 00:00:00.000
2076,18,1,1,1,353711,4,2006-12-31 00:00:00.000
2411,21,2,1,1,71710,4,2004-12-31 00:00:00.000
2423,21,1,1,1,71890,4,2005-12-31 00:00:00.000
2435,21,1,1,1,68740,4,2006-12-31 00:00:00.000
2532,22,2,1,1,310728,4,2004-12-31 00:00:00.000
2556,22,2,1,1,302489,4,2006-12-31 00:00:00.000
2915,25,2,1,1,517798,4,2006-12-31 00:00:00.000
3263,28,1,1,1,96224,4,2005-12-31 00:00:00.000
3396,29,2,1,1,517602,4,2006-12-31 00:00:00.000
3611,31,1,1,1,283674,4,2004-12-31 00:00:00.000
3624,31,2,1,1,270266,4,2005-12-31 00:00:00.000
3732,32,1,1,1,631409,4,2004-12-31 00:00:00.000
3744,32,2,1,1,611245,4,2005-12-31 00:00:00.000
3755,32,2,1,1,623474,4,2006-12-31 00:00:00.000
4464,38,2,1,1,112115,4,2005-12-31 00:00:00.000
4572,39,2,1,1,210788,4,2004-12-31 00:00:00.000
4584,39,2,1,1,200467,4,2005-12-31 00:00:00.000
4596,39,2,1,1,189257,4,2006-12-31 00:00:00.000
4943,42,1,1,1,101372,4,2005-12-31 00:00:00.000
4955,42,2,1,1,97629,4,2006-12-31 00:00:00.000
5196,44,1,1,1,1019999,4,2006-12-31 00:00:00.000
5424,46,2,1,1,301502,4,2005-12-31 00:00:00.000
5435,46,1,1,1,317159,4,2006-12-31 00:00:00.000
5554,47,2,1,1,328131,4,2006-12-31 00:00:00.000
5890,50,2,1,1,287120,4,2004-12-31 00:00:00.000
5892,50,1,1,1,299631,4,2004-12-31 00:00:00.000
6276,53,2,1,1,1110276,4,2006-12-31 00:00:00.000
6611,56,1,1,1,413105,4,2004-12-31 00:00:00.000
6735,57,2,1,1,6977,4,2005-12-31 00:00:00.000
6852,58,1,1,1,260300,4,2004-12-31 00:00:00.000
6875,58,2,1,1,243400,4,2006-12-31 00:00:00.000
6876,58,1,1,1,258200,4,2006-12-31 00:00:00.000
6983,59,2,1,1,94970,4,2005-12-31 00:00:00.000
7212,61,2,1,1,1975353,4,2004-12-31 00:00:00.000
7332,62,1,1,1,52238,4,2004-12-31 00:00:00.000
7344,62,2,1,1,49858,4,2005-12-31 00:00:00.000
7354,62,2,1,1,49822,4,2006-12-31 00:00:00.000
7571,64,1,1,1,432800,4,2004-12-31 00:00:00.000
7932,67,2,1,1,3642427,4,2004-12-31 00:00:00.000
204,2,2,1,1,412838,5,2010-12-31 00:00:00.000
216,2,2,1,1,407570,5,2011-12-31 00:00:00.000
228,2,2,1,1,402730,5,2012-12-31 00:00:00.000
240,2,1,1,1,420342,5,2013-12-31 00:00:00.000
290,3,1,1,1,28759,5,2008-12-31 00:00:00.000
452,4,2,1,1,77270,5,2011-12-31 00:00:00.000
648,6,2,1,1,588775,5,2007-12-31 00:00:00.000
762,7,1,1,1,37602,5,2007-12-31 00:00:00.000
1019,9,2,1,1,324354,5,2008-12-31 00:00:00.000
1020,9,1,1,1,342263,5,2008-12-31 00:00:00.000
1031,9,1,1,1,338266,5,2009-12-31 00:00:00.000
1043,9,1,1,1,338094,5,2010-12-31 00:00:00.000
1067,9,1,1,1,328547,5,2012-12-31 00:00:00.000
1079,9,2,1,1,315034,5,2013-12-31 00:00:00.000
1080,9,1,1,1,333559,5,2013-12-31 00:00:00.000
1486,13,2,1,1,386007,5,2007-12-31 00:00:00.000
1487,13,1,1,1,403466,5,2007-12-31 00:00:00.000
1500,13,1,1,1,398343,5,2008-12-31 00:00:00.000
1511,13,1,1,1,392594,5,2009-12-31 00:00:00.000
1560,13,2,1,1,357050,5,2013-12-31 00:00:00.000
1620,14,2,1,1,231806,5,2008-12-31 00:00:00.000
1643,14,2,1,1,222940,5,2010-12-31 00:00:00.000
1668,14,2,1,1,207818,5,2012-12-31 00:00:00.000
1679,14,1,1,1,215702,5,2013-12-31 00:00:00.000
1740,15,1,1,1,734932,5,2008-12-31 00:00:00.000
1752,15,1,1,1,718727,5,2009-12-31 00:00:00.000
1980,17,2,1,1,461711,5,2008-12-31 00:00:00.000
1992,17,2,1,1,453948,5,2009-12-31 00:00:00.000
2003,17,1,1,1,479853,5,2010-12-31 00:00:00.000
2028,17,2,1,1,468843,5,2012-12-31 00:00:00.000
2100,18,1,1,1,349108,5,2008-12-31 00:00:00.000
2112,18,2,1,1,330729,5,2009-12-31 00:00:00.000
2147,18,1,1,1,340022,5,2012-12-31 00:00:00.000
2159,18,2,1,1,324362,5,2013-12-31 00:00:00.000
2160,18,1,1,1,339830,5,2013-12-31 00:00:00.000
2364,20,1,1,1,685233,5,2010-12-31 00:00:00.000
2459,21,2,1,1,61285,5,2008-12-31 00:00:00.000
2460,21,1,1,1,64680,5,2008-12-31 00:00:00.000
2519,21,1,1,1,68210,5,2013-12-31 00:00:00.000
2591,22,2,1,1,290188,5,2009-12-31 00:00:00.000
2603,22,1,1,1,300513,5,2010-12-31 00:00:00.000
2639,22,2,1,1,288186,5,2013-12-31 00:00:00.000
2640,22,1,1,1,301477,5,2013-12-31 00:00:00.000
2927,25,1,1,1,545096,5,2007-12-31 00:00:00.000
2987,25,2,1,1,524175,5,2012-12-31 00:00:00.000
2999,25,2,1,1,524573,5,2013-12-31 00:00:00.000
3288,28,1,1,1,92446,5,2007-12-31 00:00:00.000
3312,28,1,1,1,88273,5,2009-12-31 00:00:00.000
3358,28,2,1,1,77645,5,2013-12-31 00:00:00.000
3359,28,1,1,1,81898,5,2013-12-31 00:00:00.000
3444,29,2,1,1,477532,5,2010-12-31 00:00:00.000
3479,29,2,1,1,471456,5,2013-12-31 00:00:00.000
3560,30,1,1,1,21935,5,2010-12-31 00:00:00.000
3570,30,1,1,1,21828,5,2011-12-31 00:00:00.000
3648,31,2,1,1,278844,5,2007-12-31 00:00:00.000
3672,31,2,1,1,290873,5,2009-12-31 00:00:00.000
3708,31,2,1,1,307698,5,2012-12-31 00:00:00.000
3792,32,2,1,1,650032,5,2009-12-31 00:00:00.000
3815,32,1,1,1,712716,5,2011-12-31 00:00:00.000
3924,33,2,1,1,2743696,5,2010-12-31 00:00:00.000
4305,36,1,1,1,250917,5,2012-12-31 00:00:00.000
4488,38,1,1,1,104290,5,2007-12-31 00:00:00.000
4499,38,2,1,1,95665,5,2008-12-31 00:00:00.000
4500,38,1,1,1,100371,5,2008-12-31 00:00:00.000
4547,38,1,1,1,97001,5,2012-12-31 00:00:00.000
4559,38,1,1,1,98867,5,2013-12-31 00:00:00.000
4643,39,2,1,1,153084,5,2010-12-31 00:00:00.000
4644,39,1,1,1,161599,5,2010-12-31 00:00:00.000
4655,39,2,1,1,146411,5,2011-12-31 00:00:00.000
4656,39,1,1,1,154519,5,2011-12-31 00:00:00.000
4762,40,1,1,1,31209,5,2010-12-31 00:00:00.000
4914,41,1,1,1,20804,5,2013-12-31 00:00:00.000
4966,42,2,1,1,96189,5,2007-12-31 00:00:00.000
4977,42,2,1,1,94783,5,2008-12-31 00:00:00.000
4992,42,1,1,1,99208,5,2009-12-31 00:00:00.000
5014,42,2,1,1,90807,5,2011-12-31 00:00:00.000
5028,42,1,1,1,92585,5,2012-12-31 00:00:00.000
5244,44,2,1,1,970105,5,2010-12-31 00:00:00.000
5256,44,2,1,1,967820,5,2011-12-31 00:00:00.000
5327,45,2,1,1,290770,5,2007-12-31 00:00:00.000
5328,45,1,1,1,305270,5,2007-12-31 00:00:00.000
5459,46,1,1,1,314384,5,2008-12-31 00:00:00.000
5472,46,1,1,1,314371,5,2009-12-31 00:00:00.000
5483,46,1,1,1,313990,5,2010-12-31 00:00:00.000
5507,46,2,1,1,299751,5,2012-12-31 00:00:00.000
5508,46,1,1,1,313738,5,2012-12-31 00:00:00.000
5519,46,1,1,1,315341,5,2013-12-31 00:00:00.000
5591,47,2,1,1,337598,5,2009-12-31 00:00:00.000
5614,47,2,1,1,342739,5,2011-12-31 00:00:00.000
5626,47,1,1,1,358553,5,2012-12-31 00:00:00.000
5639,47,2,1,1,347709,5,2013-12-31 00:00:00.000
5939,50,1,1,1,284529,5,2008-12-31 00:00:00.000
5950,50,1,1,1,280317,5,2009-12-31 00:00:00.000
5976,50,1,1,1,270676,5,2011-12-31 00:00:00.000
5998,50,2,1,1,239617,5,2013-12-31 00:00:00.000
5999,50,1,1,1,261151,5,2013-12-31 00:00:00.000
6042,51,1,1,1,61319,5,2007-12-31 00:00:00.000
6554,55,1,1,1,9962,5,2010-12-31 00:00:00.000
6671,56,1,1,1,391205,5,2009-12-31 00:00:00.000
6695,56,2,1,1,344544,5,2011-12-31 00:00:00.000
6696,56,1,1,1,363937,5,2011-12-31 00:00:00.000
6707,56,1,1,1,359823,5,2012-12-31 00:00:00.000
6719,56,1,1,1,358022,5,2013-12-31 00:00:00.000
6899,58,1,1,1,245300,5,2008-12-31 00:00:00.000
6923,58,1,1,1,235500,5,2010-12-31 00:00:00.000
6947,58,2,1,1,214900,5,2012-12-31 00:00:00.000
6948,58,1,1,1,224700,5,2012-12-31 00:00:00.000
7066,59,2,1,1,89873,5,2012-12-31 00:00:00.000
7079,59,1,1,1,96956,5,2013-12-31 00:00:00.000
7176,60,1,1,1,5198162,5,2011-12-31 00:00:00.000
7272,61,2,1,1,2128209,5,2009-12-31 00:00:00.000
7295,61,2,1,1,2190917,5,2011-12-31 00:00:00.000
7296,61,1,1,1,2317337,5,2011-12-31 00:00:00.000
7308,61,2,1,1,2249607,5,2012-12-31 00:00:00.000
7380,62,2,1,1,49401,5,2008-12-31 00:00:00.000
7392,62,1,1,1,52427,5,2009-12-31 00:00:00.000
7439,62,2,1,1,48022,5,2013-12-31 00:00:00.000
7524,63,1,1,1,514297,5,2010-12-31 00:00:00.000
7548,63,1,1,1,527714,5,2012-12-31 00:00:00.000
7560,63,2,1,1,512011,5,2013-12-31 00:00:00.000
7608,64,2,1,1,394319,5,2007-12-31 00:00:00.000
7619,64,1,1,1,414488,5,2008-12-31 00:00:00.000
7632,64,2,1,1,388714,5,2009-12-31 00:00:00.000
7656,64,2,1,1,388670,5,2011-12-31 00:00:00.000
7680,64,2,1,1,388582,5,2013-12-31 00:00:00.000
7895,66,2,1,1,478619,5,2011-12-31 00:00:00.000
8004,67,1,1,1,3586875,5,2010-12-31 00:00:00.000
167,2,1,1,2,455269,5,2007-12-31 00:00:00.000
179,2,2,1,2,425776,5,2008-12-31 00:00:00.000
180,2,1,1,2,447151,5,2008-12-31 00:00:00.000
203,2,1,1,2,433795,5,2010-12-31 00:00:00.000
426,4,1,1,2,79180,5,2009-12-31 00:00:00.000
684,6,2,1,2,588803,5,2010-12-31 00:00:00.000
720,6,2,1,2,610848,5,2013-12-31 00:00:00.000
1055,9,1,1,2,332601,5,2011-12-31 00:00:00.000
1499,13,2,1,2,381011,5,2008-12-31 00:00:00.000
1536,13,2,1,2,364605,5,2011-12-31 00:00:00.000
1607,14,2,1,2,236481,5,2007-12-31 00:00:00.000
1608,14,1,1,2,247780,5,2007-12-31 00:00:00.000
1655,14,1,1,2,229413,5,2011-12-31 00:00:00.000
1727,15,1,1,2,750899,5,2007-12-31 00:00:00.000
1739,15,2,1,2,691240,5,2008-12-31 00:00:00.000
1788,15,2,1,2,634193,5,2012-12-31 00:00:00.000
1967,17,1,1,2,499126,5,2007-12-31 00:00:00.000
1991,17,1,1,2,479988,5,2009-12-31 00:00:00.000
2015,17,1,1,2,483911,5,2011-12-31 00:00:00.000
2040,17,2,1,2,483804,5,2013-12-31 00:00:00.000
2087,18,1,1,2,351664,5,2007-12-31 00:00:00.000
2099,18,2,1,2,332388,5,2008-12-31 00:00:00.000
2111,18,1,1,2,347259,5,2009-12-31 00:00:00.000
2506,21,1,1,2,67323,5,2012-12-31 00:00:00.000
2579,22,2,1,2,293500,5,2008-12-31 00:00:00.000
2580,22,1,1,2,306062,5,2008-12-31 00:00:00.000
2615,22,1,1,2,299347,5,2011-12-31 00:00:00.000
3323,28,1,1,2,86692,5,2010-12-31 00:00:00.000
3347,28,2,1,2,79129,5,2012-12-31 00:00:00.000
3407,29,1,1,2,531164,5,2007-12-31 00:00:00.000
3443,29,1,1,2,503475,5,2010-12-31 00:00:00.000
3467,29,1,1,2,497525,5,2012-12-31 00:00:00.000
3719,31,1,1,2,327603,5,2013-12-31 00:00:00.000
3779,32,2,1,2,648707,5,2008-12-31 00:00:00.000
3780,32,1,1,2,682613,5,2008-12-31 00:00:00.000
3804,32,1,1,2,696652,5,2010-12-31 00:00:00.000
3900,33,1,1,2,2866857,5,2008-12-31 00:00:00.000
3912,33,2,1,2,2725983,5,2009-12-31 00:00:00.000
3936,33,2,1,2,2705018,5,2011-12-31 00:00:00.000
4293,36,1,1,2,242095,5,2011-12-31 00:00:00.000
4487,38,2,1,2,99706,5,2007-12-31 00:00:00.000
4619,39,1,1,2,177345,5,2008-12-31 00:00:00.000
4632,39,2,1,2,160188,5,2009-12-31 00:00:00.000
4680,39,1,1,2,144800,5,2013-12-31 00:00:00.000
5026,42,2,1,2,89061,5,2012-12-31 00:00:00.000
5035,42,2,1,2,87604,5,2013-12-31 00:00:00.000
5232,44,2,1,2,971815,5,2009-12-31 00:00:00.000
5268,44,2,1,2,963480,5,2012-12-31 00:00:00.000
5340,45,1,1,2,301970,5,2008-12-31 00:00:00.000
5399,45,2,1,2,291080,5,2013-12-31 00:00:00.000
5447,46,1,1,2,315302,5,2007-12-31 00:00:00.000
5565,47,2,1,2,331670,5,2007-12-31 00:00:00.000
5580,47,2,1,2,334826,5,2008-12-31 00:00:00.000
5700,48,1,1,2,699445,5,2008-12-31 00:00:00.000
5724,48,1,1,2,690556,5,2010-12-31 00:00:00.000
5974,50,2,1,2,248914,5,2011-12-31 00:00:00.000
5985,50,1,1,2,265879,5,2012-12-31 00:00:00.000
6912,58,1,1,2,241200,5,2009-12-31 00:00:00.000
7042,59,1,1,2,95051,5,2010-12-31 00:00:00.000
7128,60,2,1,2,5074249,5,2007-12-31 00:00:00.000
7152,60,2,1,2,5093511,5,2009-12-31 00:00:00.000
7164,60,2,1,2,5109731,5,2010-12-31 00:00:00.000
7175,60,2,1,2,5126281,5,2011-12-31 00:00:00.000
7259,61,2,1,2,2092458,5,2008-12-31 00:00:00.000
7260,61,1,1,2,2209304,5,2008-12-31 00:00:00.000
7404,62,1,1,2,52202,5,2010-12-31 00:00:00.000
7414,62,2,1,2,48495,5,2011-12-31 00:00:00.000
7488,63,2,1,2,500349,5,2007-12-31 00:00:00.000
7523,63,2,1,2,487899,5,2010-12-31 00:00:00.000
7536,63,2,1,2,491569,5,2011-12-31 00:00:00.000
7643,64,1,1,2,410594,5,2010-12-31 00:00:00.000
7655,64,1,1,2,409701,5,2011-12-31 00:00:00.000
7679,64,1,1,2,409829,5,2013-12-31 00:00:00.000
7871,66,2,1,2,478874,5,2009-12-31 00:00:00.000
7883,66,1,1,2,488434,5,2010-12-31 00:00:00.000
7894,66,1,1,2,490065,5,2011-12-31 00:00:00.000
