gdp_id,country_id," gdp_for_year ($) ",date
349,41,9209559296,2012-12-31 00:00:00.000
359,4,30749308511,2012-12-31 00:00:00.000
369,42,11668685524,2012-12-31 00:00:00.000
379,43,1201090018604,2012-12-31 00:00:00.000
389,44,828946812397,2012-12-31 00:00:00.000
399,45,176192886551,2012-12-31 00:00:00.000
409,46,510229136227,2012-12-31 00:00:00.000
419,47,40429734400,2012-12-31 00:00:00.000
429,48,24595319574,2012-12-31 00:00:00.000
439,49,500360816828,2012-12-31 00:00:00.000
449,50,101564800000,2012-12-31 00:00:00.000
459,51,186833516484,2012-12-31 00:00:00.000
469,5,4656350000,2012-12-31 00:00:00.000
479,52,1222807284485,2012-12-31 00:00:00.000
489,53,171664638717,2012-12-31 00:00:00.000
499,54,2210256976945,2012-12-31 00:00:00.000
509,55,692933741,2012-12-31 00:00:00.000
519,56,40742313861,2012-12-31 00:00:00.000
529,57,1059498884,2012-12-31 00:00:00.000
539,58,290673681684,2012-12-31 00:00:00.000
549,59,46352802766,2012-12-31 00:00:00.000
559,60,396332702639,2012-12-31 00:00:00.000
569,61,1336018949806,2012-12-31 00:00:00.000
579,6,497884216569,2012-12-31 00:00:00.000
589,62,4980000000,2012-12-31 00:00:00.000
599,63,543880647757,2012-12-31 00:00:00.000
609,64,668043614123,2012-12-31 00:00:00.000
619,65,397558094270,2012-12-31 00:00:00.000
629,66,35164210526,2012-12-31 00:00:00.000
639,67,2662085168499,2012-12-31 00:00:00.000
649,68,16155255000000,2012-12-31 00:00:00.000
659,7,1573670250,2012-12-31 00:00:00.000
669,8,2465188674415,2012-12-31 00:00:00.000
679,9,53903022339,2012-12-31 00:00:00.000
10,10,1842628005830,2013-12-31 00:00:00.000
20,11,278384332694,2013-12-31 00:00:00.000
30,1,552025140252,2013-12-31 00:00:00.000
40,12,380191881860,2013-12-31 00:00:00.000
50,13,49745088112,2013-12-31 00:00:00.000
60,14,58085856019,2013-12-31 00:00:00.000
70,15,77148000000,2013-12-31 00:00:00.000
80,16,24084572491,2013-12-31 00:00:00.000
90,17,209402444996,2013-12-31 00:00:00.000
100,18,343584385594,2013-12-31 00:00:00.000
110,19,95129659000,2013-12-31 00:00:00.000
120,20,21977401900,2013-12-31 00:00:00.000
130,21,25137153149,2013-12-31 00:00:00.000
140,2,430068712972,2013-12-31 00:00:00.000
150,22,269980111643,2013-12-31 00:00:00.000
160,23,2811077725704,2013-12-31 00:00:00.000
170,24,3752513503278,2013-12-31 00:00:00.000
180,25,239862011450,2013-12-31 00:00:00.000
190,26,842620111,2013-12-31 00:00:00.000
200,27,53851058955,2013-12-31 00:00:00.000
210,28,2990006534,2013-12-31 00:00:00.000
220,29,135215704419,2013-12-31 00:00:00.000
230,30,15548321544,2013-12-31 00:00:00.000
240,31,239389340720,2013-12-31 00:00:00.000
250,3,10627600000,2013-12-31 00:00:00.000
260,32,292489185194,2013-12-31 00:00:00.000
270,33,2130491320659,2013-12-31 00:00:00.000
280,34,5155717056271,2013-12-31 00:00:00.000
290,35,236634552078,2013-12-31 00:00:00.000
300,36,174161142454,2013-12-31 00:00:00.000
310,37,7335027592,2013-12-31 00:00:00.000
320,38,30254677297,2013-12-31 00:00:00.000
330,39,46417340375,2013-12-31 00:00:00.000
340,40,61739352212,2013-12-31 00:00:00.000
350,41,10145114180,2013-12-31 00:00:00.000
360,4,32539547872,2013-12-31 00:00:00.000
370,42,12129642296,2013-12-31 00:00:00.000
380,43,1274443078609,2013-12-31 00:00:00.000
390,44,866680000367,2013-12-31 00:00:00.000
400,45,190785204764,2013-12-31 00:00:00.000
410,46,523502127660,2013-12-31 00:00:00.000
420,47,45599994000,2013-12-31 00:00:00.000
430,48,28965906502,2013-12-31 00:00:00.000
440,49,524234322597,2013-12-31 00:00:00.000
450,50,102450000000,2013-12-31 00:00:00.000
460,51,198727747253,2013-12-31 00:00:00.000
470,5,4612500000,2013-12-31 00:00:00.000
480,52,1305604981272,2013-12-31 00:00:00.000
490,53,191549024911,2013-12-31 00:00:00.000
500,54,2297128039058,2013-12-31 00:00:00.000
510,55,721207148,2013-12-31 00:00:00.000
520,56,45519650911,2013-12-31 00:00:00.000
530,57,1328091524,2013-12-31 00:00:00.000
540,58,304454327499,2013-12-31 00:00:00.000
550,59,48116256926,2013-12-31 00:00:00.000
560,60,366829390479,2013-12-31 00:00:00.000
570,61,1361854206549,2013-12-31 00:00:00.000
580,6,520925468953,2013-12-31 00:00:00.000
590,62,5145757576,2013-12-31 00:00:00.000
600,63,578742001488,2013-12-31 00:00:00.000
610,64,688504173431,2013-12-31 00:00:00.000
620,65,420333333333,2013-12-31 00:00:00.000
630,66,39197543860,2013-12-31 00:00:00.000
640,67,2739818680930,2013-12-31 00:00:00.000
650,68,16691517000000,2013-12-31 00:00:00.000
660,7,1612573850,2013-12-31 00:00:00.000
670,8,2472806919902,2013-12-31 00:00:00.000
680,9,55758754072,2013-12-31 00:00:00.000
