Date,Month,Item,Import,Quantity
2018-10-03 00:00:00.000,10,"zanahoria entera pelada",2780,3
2018-10-04 00:00:00.000,10,"zanahoria entera pelada",2780,3
2018-10-05 00:00:00.000,10,"zanahoria entera pelada",2780,3
2018-10-11 00:00:00.000,10,"zanahoria entera pelada",2780,3
2018-10-18 00:00:00.000,10,"zanahoria entera pelada",2780,3
2018-10-23 00:00:00.000,10,"zanahoria entera pelada",2780,3
2018-10-26 00:00:00.000,10,"mineral con gas",2761,12
2018-10-22 00:00:00.000,10,"mineral con gas",2757,12
2018-10-02 00:00:00.000,10,"mineral con gas",2654,12
2018-10-02 00:00:00.000,10,"mineral sin gas",2654,12
2018-10-19 00:00:00.000,10,"mineral sin gas",2523,12
2018-10-22 00:00:00.000,10,"atun lomitos en agua",2516,6
2018-10-17 00:00:00.000,10,"cebollin",2400,4
2018-10-24 00:00:00.000,10,"cebollin",2400,4
2018-10-03 00:00:00.000,10,"arroz pregraneado",2361,3
2018-10-17 00:00:00.000,10,"envase aluminio c-25",2000,20
2018-10-17 00:00:00.000,10,"mascarilla  desechable",1900,100
2018-10-22 00:00:00.000,10,"aji verde",1800,0
2018-10-03 00:00:00.000,10,"cebollin",1800,3
2018-10-09 00:00:00.000,10,"cebollin",1800,3
2018-10-09 00:00:00.000,10,"te corriente",1549,100
2018-10-16 00:00:00.000,10,"lechuga hidro española",1400,4
2018-10-16 00:00:00.000,10,"zapallo italiano",1350,3
2018-10-30 00:00:00.000,10,"zapallo italiano",1250,5
2018-10-23 00:00:00.000,10,"zapallo italiano",1200,3
2018-10-04 00:00:00.000,10,"champiñon",1140,3
2018-10-11 00:00:00.000,10,"semola",470,0
2018-10-22 00:00:00.000,10,"repollo blanco procesado",-1123,-1
2018-10-12 00:00:00.000,10,"apio medialuna procesado",-1290,-1
2018-10-27 00:00:00.000,10,"betarraga cubo procesada",-4035,-3
2018-10-09 00:00:00.000,10,"rallador",-15546,-1
2018-10-31 00:00:00.000,10,"austral litro",-15950,-12
2019-01-31 00:00:00.000,1,"individual papel",255000,10000
2019-01-20 00:00:00.000,1,"aceite oliva",148000,40
2019-01-21 00:00:00.000,1,"bolsa vacio 30 x 40",126980,1000
2019-01-07 00:00:00.000,1,"merluza fresca por unidad",90000,100
2019-01-20 00:00:00.000,1,"merluza fresca por unidad",90000,100
2019-01-31 00:00:00.000,1,"merluza fresca por unidad",90000,100
2019-01-08 00:00:00.000,1,"pollo ganso",86104,24
2019-01-29 00:00:00.000,1,"pollo ganso",81979,22
2019-01-23 00:00:00.000,1,"pollo ganso",80294,22
2019-01-04 00:00:00.000,1,"pollo en cuartos",79800,120
2019-01-31 00:00:00.000,1,"autoadhesivos res/sani/color",78000,20000
2019-01-16 00:00:00.000,1,"tomate",73150,81
2019-01-20 00:00:00.000,1,"pollo ganso",71361,20
2019-01-28 00:00:00.000,1,"coca zero jarabe 19 lt",68043,19
2019-01-04 00:00:00.000,1,"coca zero jarabe 19 lt",67666,19
2019-01-17 00:00:00.000,1,"coca ligth jarabe 19 lt",66937,19
2019-01-18 00:00:00.000,1,"pechuga  pollo deshuezada",66650,31
2019-01-17 00:00:00.000,1,"sprite jarabe 19 lt",64996,19
2019-01-11 00:00:00.000,1,"pechuga  pollo deshuezada",64930,30
2019-01-04 00:00:00.000,1,"coca jarabe 19 lt",63716,19
2019-01-18 00:00:00.000,1,"tomate",61180,64
2019-01-22 00:00:00.000,1,"tomate",57950,61
2019-01-24 00:00:00.000,1,"barril kunstm torob 30 lt",54504,30
2019-01-02 00:00:00.000,1,"barril kunstm torob 30 lt",54077,30
2019-01-30 00:00:00.000,1,"barril kunstm torob 30 lt",54077,30
2019-01-07 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-08 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-10 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-11 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-17 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-18 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-21 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-22 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-23 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-25 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-28 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-29 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-31 00:00:00.000,1,"pollo en cuartos",53200,80
2019-01-04 00:00:00.000,1,"barril kunstm torob 30 lt",53045,30
2019-01-11 00:00:00.000,1,"barril kunstm torob 30 lt",52635,30
2019-01-17 00:00:00.000,1,"barril kunstm torob 30 lt",51912,30
2019-01-09 00:00:00.000,1,"tomate",51350,65
2019-01-10 00:00:00.000,1,"pollo ganso",49613,13
2019-01-02 00:00:00.000,1,"pollo en cuartos",47880,72
2019-01-24 00:00:00.000,1,"merluza fresca por unidad",47500,50
2019-01-24 00:00:00.000,1,"plato bajo restaurant",47208,24
2019-01-31 00:00:00.000,1,"tomate",46600,58
2019-01-04 00:00:00.000,1,"pechuga  pollo deshuezada",46010,21
2019-01-09 00:00:00.000,1,"pechuga  pollo deshuezada",45150,21
2019-01-07 00:00:00.000,1,"merluza fresca por unidad",45000,50
2019-01-03 00:00:00.000,1,"trutro ala pollo",44262,18
2019-01-10 00:00:00.000,1,"pechuga  pollo deshuezada",44183,21
2019-01-07 00:00:00.000,1,"pechuga  pollo deshuezada",44075,21
2019-01-03 00:00:00.000,1,"pechuga  pollo deshuezada",43860,20
2019-01-14 00:00:00.000,1,"pechuga  pollo deshuezada",43839,20
2019-01-23 00:00:00.000,1,"crema caja litro",43685,24
2019-01-30 00:00:00.000,1,"pechuga  pollo deshuezada",43624,20
2019-01-11 00:00:00.000,1,"atun lomitos en agua",43285,48
2019-01-23 00:00:00.000,1,"pechuga  pollo deshuezada",43258,20
2019-01-11 00:00:00.000,1,"bowl  cesar transparente",43200,270
2019-01-15 00:00:00.000,1,"media luna argentina",43092,240
2019-01-02 00:00:00.000,1,"pechuga  pollo deshuezada",43000,20
2019-01-17 00:00:00.000,1,"pechuga  pollo deshuezada",43000,20
2019-01-25 00:00:00.000,1,"pechuga  pollo deshuezada",43000,20
2019-01-28 00:00:00.000,1,"pechuga  pollo deshuezada",42570,20
2019-01-24 00:00:00.000,1,"plato entrada restaurant",42360,24
2019-01-29 00:00:00.000,1,"papas pre-fritas",42145,50
2019-01-09 00:00:00.000,1,"queso parmesano pieza",42082,7
2019-01-22 00:00:00.000,1,"pechuga  pollo deshuezada",40795,21
2019-01-21 00:00:00.000,1,"pocillo degustacion con tapa",39950,2500
2019-01-03 00:00:00.000,1,"carga cilindro gas licuado 15K",39156,3
2019-01-07 00:00:00.000,1,"carga cilindro gas licuado 15K",39156,3
2019-01-09 00:00:00.000,1,"carga cilindro gas licuado 15K",39156,3
2019-01-28 00:00:00.000,1,"merluza filete por kilo",39000,20
2019-01-07 00:00:00.000,1,"pangasius (corvinilla)",39000,20
2019-01-16 00:00:00.000,1,"pangasius (corvinilla)",39000,20
2019-01-28 00:00:00.000,1,"pangasius (corvinilla)",39000,20
2019-01-18 00:00:00.000,1,"carga cilindro gas licuado 15K",38935,3
2019-01-15 00:00:00.000,1,"carga cilindro gas licuado 15K",38824,3
2019-01-31 00:00:00.000,1,"tomate",38250,45
2019-01-04 00:00:00.000,1,"pisco mistral 35 litro",37793,12
2019-01-29 00:00:00.000,1,"carga cilindro gas licuado 15K",37604,3
2019-01-31 00:00:00.000,1,"limon",37600,34
2019-01-31 00:00:00.000,1,"limon",37600,35
2019-01-21 00:00:00.000,1,"carga cilindro gas licuado 15K",37493,3
2019-01-25 00:00:00.000,1,"pisco mistral 35 litro",37062,12
2019-01-24 00:00:00.000,1,"Barril heineken 30 lts.",36629,30
2019-01-17 00:00:00.000,1,"austral litro",36452,24
2019-01-18 00:00:00.000,1,"papa cubo fresca",35960,62
2019-01-31 00:00:00.000,1,"austral litro",35536,24
2019-01-03 00:00:00.000,1,"Barril heineken 30 lts.",34545,30
2019-01-08 00:00:00.000,1,"Barril heineken 30 lts.",34545,30
2019-01-31 00:00:00.000,1,"barril kunstm torob 30 lt",34010,30
2019-01-31 00:00:00.000,1,"papas pre-fritas",33999,36
2019-01-22 00:00:00.000,1,"austral litro",33881,24
2019-01-25 00:00:00.000,1,"austral litro",33313,24
2019-01-15 00:00:00.000,1,"Barril heineken 30 lts.",32967,30
2019-01-14 00:00:00.000,1,"tomate",32752,37
2019-01-22 00:00:00.000,1,"bolsas basura 100x130",32500,25
2019-01-31 00:00:00.000,1,"tomate",32300,38
2019-01-09 00:00:00.000,1,"huevos primera blanco",32216,540
2019-01-03 00:00:00.000,1,"envase 2214",31250,250
2019-01-11 00:00:00.000,1,"copa cortado simple",31184,800
2019-01-17 00:00:00.000,1,"copa postre trans.200cc 800 un",31184,800
2019-01-03 00:00:00.000,1,"pavo entero asado",28905,19
2019-01-10 00:00:00.000,1,"cheesecake",27567,8
2019-01-18 00:00:00.000,1,"papas enteras procesadas",27260,47
2019-01-02 00:00:00.000,1,"paltas",27000,15
2019-01-08 00:00:00.000,1,"tapa vaso coca cola",26720,2000
2019-01-20 00:00:00.000,1,"pollo en cuartos",26600,40
2019-01-24 00:00:00.000,1,"pollo en cuartos",26600,40
2019-01-30 00:00:00.000,1,"pollo en cuartos",26600,40
2019-01-24 00:00:00.000,1,"huevos primera blanco",26212,540
2019-01-14 00:00:00.000,1,"queso gauda laminado",26100,9
2019-01-15 00:00:00.000,1,"austral calafate individual",25864,24
2019-01-08 00:00:00.000,1,"tomate",25500,30
2019-01-16 00:00:00.000,1,"tomate",25500,34
2019-01-20 00:00:00.000,1,"tomate",25500,34
2019-01-29 00:00:00.000,1,"empanadas queso cocktail",25210,200
2019-01-20 00:00:00.000,1,"cibulet",24200,11
2019-01-22 00:00:00.000,1,"papas pre-fritas",24000,3
2019-01-20 00:00:00.000,1,"aceite para cocinar",23250,36
2019-01-25 00:00:00.000,1,"jugo guallarauco",22560,48
2019-01-02 00:00:00.000,1,"jamon pierna laminado",22520,4
2019-01-21 00:00:00.000,1,"jamon pierna laminado",22520,4
2019-01-24 00:00:00.000,1,"trutro corto de pollo",22301,16
2019-01-02 00:00:00.000,1,"crema caja litro",21842,12
2019-01-09 00:00:00.000,1,"crema caja litro",21842,12
2019-01-16 00:00:00.000,1,"crema caja litro",21842,12
2019-01-30 00:00:00.000,1,"crema caja litro",21842,12
2019-01-02 00:00:00.000,1,"huevos primera blanco",21478,360
2019-01-04 00:00:00.000,1,"huevos primera blanco",21478,360
2019-01-24 00:00:00.000,1,"vaso largo combinado",21140,70
2019-01-08 00:00:00.000,1,"mayonesa especial harol",21024,24
2019-01-21 00:00:00.000,1,"mayonesa especial harol",21024,24
2019-01-28 00:00:00.000,1,"mayonesa especial harol",21024,24
2019-01-03 00:00:00.000,1,"papas pre-fritas",20400,24
2019-01-09 00:00:00.000,1,"papas pre-fritas",20400,24
2019-01-15 00:00:00.000,1,"Brownie",20319,60
2019-01-15 00:00:00.000,1,"tomate",20203,23
2019-01-04 00:00:00.000,1,"toalla papel blanco",20000,8
2019-01-29 00:00:00.000,1,"toalla papel blanco",20000,8
2019-01-02 00:00:00.000,1,"chorizo parrillero",19840,8
2019-01-21 00:00:00.000,1,"chorizo parrillero",19840,8
2019-01-31 00:00:00.000,1,"te breaskfast",19471,200
2019-01-03 00:00:00.000,1,"aceite para freidora",19000,20
2019-01-09 00:00:00.000,1,"aceite para freidora",19000,20
2019-01-22 00:00:00.000,1,"guantes quirurgico m",19000,1000
2019-01-11 00:00:00.000,1,"huevos primera blanco",18932,360
2019-01-20 00:00:00.000,1,"aceite para freidora",18876,20
2019-01-23 00:00:00.000,1,"aceite para freidora",18876,20
2019-01-20 00:00:00.000,1,"choclo en pasta para pastel",18872,14
2019-01-20 00:00:00.000,1,"limon",18800,17
2019-01-25 00:00:00.000,1,"limon",18800,18
2019-01-04 00:00:00.000,1,"limon",18800,18
2019-01-08 00:00:00.000,1,"limon",18800,18
2019-01-15 00:00:00.000,1,"limon",18800,18
2019-01-22 00:00:00.000,1,"limon",18800,18
2019-01-11 00:00:00.000,1,"limon",18800,19
2019-01-24 00:00:00.000,1,"vaso cristal nuevo 500 cc",18768,24
2019-01-14 00:00:00.000,1,"paltas",18760,7
2019-01-21 00:00:00.000,1,"toalla papel blanco",18760,8
2019-01-04 00:00:00.000,1,"austral litro",18624,12
2019-01-11 00:00:00.000,1,"austral litro",18480,12
2019-01-23 00:00:00.000,1,"cheesecake",18200,16
2019-01-03 00:00:00.000,1,"austral litro",18047,12
2019-01-08 00:00:00.000,1,"austral litro",18047,12
2019-01-09 00:00:00.000,1,"aceite para cocinar",18001,24
2019-01-02 00:00:00.000,1,"tomate",17850,21
2019-01-20 00:00:00.000,1,"huevos primera blanco",17474,360
2019-01-23 00:00:00.000,1,"huevos primera blanco",17474,360
2019-01-24 00:00:00.000,1,"huevos primera blanco",17474,360
2019-01-30 00:00:00.000,1,"huevos primera blanco",17474,360
2019-01-03 00:00:00.000,1,"queso gauda laminado",17400,6
2019-01-09 00:00:00.000,1,"queso gauda laminado",17400,6
2019-01-28 00:00:00.000,1,"queso gauda laminado",17400,6
2019-01-16 00:00:00.000,1,"paltas",17360,7
2019-01-15 00:00:00.000,1,"austral litro",17223,12
2019-01-29 00:00:00.000,1,"austral litro",17087,12
2019-01-04 00:00:00.000,1,"jugo guallarauco",16920,36
2019-01-02 00:00:00.000,1,"alfajor",16704,36
2019-01-04 00:00:00.000,1,"pisco campanario 750",16401,12
2019-01-18 00:00:00.000,1,"papa chaucha fresca",16240,28
2019-01-11 00:00:00.000,1,"arroz",16170,30
2019-01-08 00:00:00.000,1,"betarraga cubo procesada",16140,12
2019-01-10 00:00:00.000,1,"betarraga cubo procesada",16140,12
2019-01-16 00:00:00.000,1,"betarraga cubo procesada",16140,12
2019-01-21 00:00:00.000,1,"betarraga cubo procesada",16140,12
2019-01-24 00:00:00.000,1,"betarraga cubo procesada",16140,12
2019-01-29 00:00:00.000,1,"betarraga cubo procesada",16140,12
2019-01-31 00:00:00.000,1,"betarraga cubo procesada",16140,12
2019-01-22 00:00:00.000,1,"cebollas",16000,32
2019-01-16 00:00:00.000,1,"cebollas",16000,34
2019-01-31 00:00:00.000,1,"cebollas",16000,34
2019-01-04 00:00:00.000,1,"tomate",15800,20
2019-01-07 00:00:00.000,1,"lechuga fina procesada",15600,12
2019-01-08 00:00:00.000,1,"lechuga fina procesada",15600,12
2019-01-09 00:00:00.000,1,"lechuga fina procesada",15600,12
2019-01-23 00:00:00.000,1,"lechuga fina procesada",15600,12
2019-01-28 00:00:00.000,1,"lechuga fina procesada",15600,12
2019-01-23 00:00:00.000,1,"aceite para cocinar",15500,24
2019-01-31 00:00:00.000,1,"tomate",15300,18
2019-01-03 00:00:00.000,1,"envase aluminio c-25",14997,150
2019-01-04 00:00:00.000,1,"antigrasa desengrasante",14850,15
2019-01-16 00:00:00.000,1,"antigrasa desengrasante",14850,15
2019-01-10 00:00:00.000,1,"servilletas restaurant200xpaqu",14650,250
2019-01-22 00:00:00.000,1,"lechuga fina procesada",14300,11
2019-01-16 00:00:00.000,1,"leche caja litro",14204,24
2019-01-07 00:00:00.000,1,"papas enteras procesadas",13920,24
2019-01-25 00:00:00.000,1,"cristal cero",13901,24
2019-01-30 00:00:00.000,1,"ketchup sachet 10 cc",13823,528
2019-01-25 00:00:00.000,1,"molida de pavo",13800,6
2019-01-14 00:00:00.000,1,"coca light botella",13526,48
2019-01-11 00:00:00.000,1,"zapallo camote",13524,14
2019-01-10 00:00:00.000,1,"coca light botella",13522,48
2019-01-21 00:00:00.000,1,"coca zero botella",13518,48
2019-01-22 00:00:00.000,1,"aceitunas naturales",13448,8
2019-01-03 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-08 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-10 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-15 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-22 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-23 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-24 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-28 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-29 00:00:00.000,1,"papa cubo fresca",13340,23
2019-01-14 00:00:00.000,1,"papas",13340,23
2019-01-21 00:00:00.000,1,"queso chacra pieza",13333,3
2019-01-14 00:00:00.000,1,"zapallo camote",13132,13
2019-01-18 00:00:00.000,1,"zapallo camote",13132,13
2019-01-30 00:00:00.000,1,"mostaza sachet 10 cc",12978,528
2019-01-02 00:00:00.000,1,"royal litro",12912,12
2019-01-30 00:00:00.000,1,"royal litro",12912,12
2019-01-30 00:00:00.000,1,"papa cubo fresca",12760,22
2019-01-31 00:00:00.000,1,"papa cubo fresca",12760,22
2019-01-03 00:00:00.000,1,"coca botella",12623,48
2019-01-11 00:00:00.000,1,"royal litro",12567,12
2019-01-08 00:00:00.000,1,"huevos primera blanco",12555,180
2019-01-03 00:00:00.000,1,"royal litro",12273,12
2019-01-08 00:00:00.000,1,"royal litro",12273,12
2019-01-02 00:00:00.000,1,"betarraga cubo procesada",12105,9
2019-01-03 00:00:00.000,1,"betarraga cubo procesada",12105,9
2019-01-07 00:00:00.000,1,"betarraga cubo procesada",12105,9
2019-01-14 00:00:00.000,1,"betarraga cubo procesada",12105,9
2019-01-15 00:00:00.000,1,"royal litro",11712,12
2019-01-29 00:00:00.000,1,"royal litro",11620,12
2019-01-25 00:00:00.000,1,"papa cubo fresca",11600,20
2019-01-22 00:00:00.000,1,"royal litro",11520,12
2019-01-25 00:00:00.000,1,"royal litro",11327,12
2019-01-04 00:00:00.000,1,"corona individual",11287,24
2019-01-17 00:00:00.000,1,"papa cubo fresca",11210,23
2019-01-05 00:00:00.000,1,"aceitunas negra con cuesco",11094,6
2019-01-17 00:00:00.000,1,"envase aluminio c-10",11057,140
2019-01-03 00:00:00.000,1,"envase aluminio c-18",11038,120
2019-01-02 00:00:00.000,1,"arroz",10780,20
2019-01-04 00:00:00.000,1,"arroz",10780,20
2019-01-20 00:00:00.000,1,"arroz",10780,20
2019-01-23 00:00:00.000,1,"arroz",10780,20
2019-01-24 00:00:00.000,1,"arroz",10780,20
2019-01-30 00:00:00.000,1,"arroz",10780,20
2019-01-31 00:00:00.000,1,"zapallo camote",10780,11
2019-01-02 00:00:00.000,1,"cocadas",10608,24
2019-01-02 00:00:00.000,1,"Trufa",10566,18
2019-01-20 00:00:00.000,1,"mayonesa especial harol",10512,12
2019-01-04 00:00:00.000,1,"lechuga fina procesada",10400,8
2019-01-31 00:00:00.000,1,"lechuga fina procesada",10400,8
2019-01-04 00:00:00.000,1,"corona 710 cc",10106,12
2019-01-12 00:00:00.000,1,"aceitunas naturales",10086,6
2019-01-05 00:00:00.000,1,"mani salado",10086,6
2019-01-20 00:00:00.000,1,"toalla papel blanco",10000,4
2019-01-04 00:00:00.000,1,"tetra blanco santa helena 1.5",9916,8
2019-01-04 00:00:00.000,1,"tetra tinto santa helena 1.5",9916,8
2019-01-17 00:00:00.000,1,"envase sandwich triangular",9907,110
2019-01-17 00:00:00.000,1,"envase aluminio c-25",9898,100
2019-01-16 00:00:00.000,1,"lavaloza",9750,15
2019-01-20 00:00:00.000,1,"lavaloza",9750,15
2019-01-31 00:00:00.000,1,"hierba manzanilla",9735,100
2019-01-31 00:00:00.000,1,"hierba menta",9735,100
2019-01-21 00:00:00.000,1,"queso cream cheese pieza",9606,5
2019-01-18 00:00:00.000,1,"alcohol gel",9500,5
2019-01-22 00:00:00.000,1,"alcohol gel",9500,5
2019-01-29 00:00:00.000,1,"asepcol (sanitizante alcohol)",9500,5
2019-01-16 00:00:00.000,1,"zapallo italiano",9500,70
2019-01-04 00:00:00.000,1,"zapallo camote",9440,8
2019-01-10 00:00:00.000,1,"toalla papel blanco",9380,4
2019-01-08 00:00:00.000,1,"ajinomoto",9360,3
2019-01-14 00:00:00.000,1,"chuleta  parrillera",9173,3
2019-01-04 00:00:00.000,1,"salsa de tomate 200 gr",9120,48
2019-01-20 00:00:00.000,1,"salsa de tomate 200 gr",9120,48
2019-01-24 00:00:00.000,1,"salsa de tomate 200 gr",9120,48
2019-01-25 00:00:00.000,1,"lechuga fina procesada",9100,7
2019-01-11 00:00:00.000,1,"naranja",8900,18
2019-01-03 00:00:00.000,1,"queso chacra pieza",8889,4
2019-01-08 00:00:00.000,1,"zapallo camote",8820,9
2019-01-24 00:00:00.000,1,"acelga tira",8800,8
2019-01-31 00:00:00.000,1,"zapallo italiano",8800,70
2019-01-16 00:00:00.000,1,"zanahoria juliana procesada",8720,8
2019-01-02 00:00:00.000,1,"papa chaucha fresca",8700,15
2019-01-07 00:00:00.000,1,"papa chaucha fresca",8700,15
2019-01-09 00:00:00.000,1,"papa chaucha fresca",8700,15
2019-01-11 00:00:00.000,1,"papa chaucha fresca",8700,15
2019-01-14 00:00:00.000,1,"papa chaucha fresca",8700,15
2019-01-21 00:00:00.000,1,"papa chaucha fresca",8700,15
2019-01-08 00:00:00.000,1,"jugo limon suc",8550,20
2019-01-20 00:00:00.000,1,"jugo limon suc",8550,20
2019-01-28 00:00:00.000,1,"jugo limon suc",8550,20
2019-01-04 00:00:00.000,1,"cebollas",8500,17
2019-01-16 00:00:00.000,1,"cebollas",8500,17
2019-01-20 00:00:00.000,1,"cebollas",8500,17
2019-01-24 00:00:00.000,1,"zanahoria entera pelada",8340,9
2019-01-14 00:00:00.000,1,"mineral sin gas",8260,36
2019-01-21 00:00:00.000,1,"mineral sin gas",8256,36
2019-01-21 00:00:00.000,1,"papel higenico",8208,6
2019-01-18 00:00:00.000,1,"betarraga cubo procesada",8070,6
2019-01-22 00:00:00.000,1,"betarraga cubo procesada",8070,6
2019-01-18 00:00:00.000,1,"cebollas",8000,13
2019-01-15 00:00:00.000,1,"cebollas",8000,16
2019-01-11 00:00:00.000,1,"cebollas",8000,17
2019-01-02 00:00:00.000,1,"aceite sachet 300x10 cc",7929,300
2019-01-07 00:00:00.000,1,"pan colacion",7840,8
2019-01-14 00:00:00.000,1,"pan colacion",7840,8
2019-01-21 00:00:00.000,1,"pan colacion",7840,8
2019-01-25 00:00:00.000,1,"tortilla de trigo 25 cm",7835,60
2019-01-31 00:00:00.000,1,"cebollas",7800,15
2019-01-31 00:00:00.000,1,"cebollas",7800,17
2019-01-08 00:00:00.000,1,"zapallo italiano",7799,70
2019-01-09 00:00:00.000,1,"tomillo fresco hidro",7740,18
2019-01-24 00:00:00.000,1,"zanahoria juliana procesada",7630,7
2019-01-02 00:00:00.000,1,"hielo",7588,14
2019-01-08 00:00:00.000,1,"hielo",7588,14
2019-01-23 00:00:00.000,1,"hielo",7588,14
2019-01-24 00:00:00.000,1,"hielo",7588,14
2019-01-28 00:00:00.000,1,"hielo",7588,14
2019-01-05 00:00:00.000,1,"fondo alcachofas frasco kilo",7563,3
2019-01-28 00:00:00.000,1,"leche caja litro",7560,12
2019-01-04 00:00:00.000,1,"papa chaucha fresca",7540,13
2019-01-16 00:00:00.000,1,"papa chaucha fresca",7540,13
2019-01-18 00:00:00.000,1,"papa chaucha fresca",7540,13
2019-01-11 00:00:00.000,1,"cochayuyo",7500,3
2019-01-25 00:00:00.000,1,"cochayuyo",7500,3
2019-01-03 00:00:00.000,1,"envase aluminio c-10",7498,100
2019-01-22 00:00:00.000,1,"120 tres medallas 187 cc",7396,4
2019-01-12 00:00:00.000,1,"mani salado",7396,4
2019-01-08 00:00:00.000,1,"aji salsa kilo",7125,12
2019-01-02 00:00:00.000,1,"leche caja litro",7102,12
2019-01-09 00:00:00.000,1,"leche caja litro",7102,12
2019-01-23 00:00:00.000,1,"leche caja litro",7102,12
2019-01-30 00:00:00.000,1,"leche caja litro",7102,12
2019-01-09 00:00:00.000,1,"leche descremada caja litro",7102,12
2019-01-16 00:00:00.000,1,"leche descremada caja litro",7102,12
2019-01-23 00:00:00.000,1,"leche descremada caja litro",7102,12
2019-01-30 00:00:00.000,1,"leche descremada caja litro",7102,12
2019-01-24 00:00:00.000,1,"Trufa",7044,12
2019-01-08 00:00:00.000,1,"comino molido",7020,3
2019-01-08 00:00:00.000,1,"oregano",7020,3
2019-01-04 00:00:00.000,1,"servilletas restaurant200xpaqu",7000,250
2019-01-03 00:00:00.000,1,"cuchara plastico blanco",6980,1000
2019-01-17 00:00:00.000,1,"cuchillo plastico blanco",6980,1000
2019-01-17 00:00:00.000,1,"tenedor plastico blanco",6980,1000
2019-01-15 00:00:00.000,1,"Muffin arandanos",6900,12
2019-01-20 00:00:00.000,1,"mostaza 1 kilo",6897,12
2019-01-02 00:00:00.000,1,"pan colacion",6860,7
2019-01-08 00:00:00.000,1,"pan colacion",6860,7
2019-01-09 00:00:00.000,1,"pan colacion",6860,7
2019-01-10 00:00:00.000,1,"pan colacion",6860,7
2019-01-28 00:00:00.000,1,"pan colacion",6860,7
2019-01-24 00:00:00.000,1,"coca light botella",6763,24
2019-01-14 00:00:00.000,1,"coca zero botella",6763,24
2019-01-24 00:00:00.000,1,"coca zero botella",6763,24
2019-01-24 00:00:00.000,1,"fanta botella",6763,24
2019-01-14 00:00:00.000,1,"sprite zero botella",6763,24
2019-01-24 00:00:00.000,1,"sprite zero botella",6763,24
2019-01-10 00:00:00.000,1,"coca zero botella",6761,24
2019-01-10 00:00:00.000,1,"ginger ale botella",6761,24
2019-01-10 00:00:00.000,1,"tonica botella",6761,24
2019-01-21 00:00:00.000,1,"coca light botella",6759,24
2019-01-21 00:00:00.000,1,"ginger ale botella",6759,24
2019-01-21 00:00:00.000,1,"sprite zero botella",6759,24
2019-01-08 00:00:00.000,1,"coca zero botella",6756,24
2019-01-08 00:00:00.000,1,"sprite botella",6756,24
2019-01-08 00:00:00.000,1,"sprite zero botella",6756,24
2019-01-03 00:00:00.000,1,"coca light botella",6704,24
2019-01-03 00:00:00.000,1,"coca zero botella",6704,24
2019-01-08 00:00:00.000,1,"cochayuyo",6600,3
2019-01-20 00:00:00.000,1,"papel higenico",6600,4
2019-01-11 00:00:00.000,1,"lechuga fina procesada",6500,5
2019-01-23 00:00:00.000,1,"pulverizador",6500,5
2019-01-03 00:00:00.000,1,"bolsa camiseta 40x50",6490,500
2019-01-17 00:00:00.000,1,"bolsa camiseta 40x50",6490,500
2019-01-20 00:00:00.000,1,"poroto verde cong c/frances",6444,6
2019-01-28 00:00:00.000,1,"coca botella",6390,24
2019-01-28 00:00:00.000,1,"coca zero botella",6390,24
2019-01-14 00:00:00.000,1,"coca botella",6367,24
2019-01-24 00:00:00.000,1,"coca botella",6367,24
2019-01-10 00:00:00.000,1,"coca botella",6365,24
2019-01-04 00:00:00.000,1,"coca botella",6355,24
2019-01-04 00:00:00.000,1,"coca zero botella",6355,24
2019-01-03 00:00:00.000,1,"palmitos en tarro 800grs",6344,4
2019-01-23 00:00:00.000,1,"palmitos en tarro 800grs",6344,4
2019-01-25 00:00:00.000,1,"palmitos en tarro 800grs",6344,4
2019-01-16 00:00:00.000,1,"vaso segafredo 12 oz",6200,100
2019-01-16 00:00:00.000,1,"alcohol gel",6000,5
2019-01-09 00:00:00.000,1,"coliflor",6000,5
2019-01-03 00:00:00.000,1,"bolsa porcionadora 15x20 tranp",5980,1000
2019-01-03 00:00:00.000,1,"pan colacion",5880,6
2019-01-04 00:00:00.000,1,"pan colacion",5880,6
2019-01-11 00:00:00.000,1,"pan colacion",5880,6
2019-01-31 00:00:00.000,1,"pan colacion",5880,6
2019-01-04 00:00:00.000,1,"pimenton rojo",5880,14
2019-01-20 00:00:00.000,1,"guantes quirurgico m",5700,300
