Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,StartOfWeek,Start of Month,Year In Last Four Years,WeekOrder,Start of Wk Display,Start Of Week Display Year
2017-10-24 00:00:00.000,"2017",4,10,24,20171024,"October","Oct 2017","Q4 2017",2,"Tuesday",2017-10-28 00:00:00.000,43,20171000,20170400,"17","FY18",2017-10-22 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43030,2017-10-22 00:00:00.000,2017
2017-10-25 00:00:00.000,"2017",4,10,25,20171025,"October","Oct 2017","Q4 2017",3,"Wednesday",2017-10-28 00:00:00.000,43,20171000,20170400,"17","FY18",2017-10-22 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43030,2017-10-22 00:00:00.000,2017
2017-10-26 00:00:00.000,"2017",4,10,26,20171026,"October","Oct 2017","Q4 2017",4,"Thursday",2017-10-28 00:00:00.000,43,20171000,20170400,"17","FY18",2017-10-22 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43030,2017-10-22 00:00:00.000,2017
2017-10-27 00:00:00.000,"2017",4,10,27,20171027,"October","Oct 2017","Q4 2017",5,"Friday",2017-10-28 00:00:00.000,43,20171000,20170400,"17","FY18",2017-10-22 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43030,2017-10-22 00:00:00.000,2017
2017-10-28 00:00:00.000,"2017",4,10,28,20171028,"October","Oct 2017","Q4 2017",6,"Saturday",2017-10-28 00:00:00.000,43,20171000,20170400,"17","FY18",2017-10-22 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43030,2017-10-22 00:00:00.000,2017
2017-10-29 00:00:00.000,"2017",4,10,29,20171029,"October","Oct 2017","Q4 2017",0,"Sunday",2017-11-04 00:00:00.000,44,20171000,20170400,"17","FY18",2017-10-29 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43037,2017-10-29 00:00:00.000,2017
2017-10-30 00:00:00.000,"2017",4,10,30,20171030,"October","Oct 2017","Q4 2017",1,"Monday",2017-11-04 00:00:00.000,44,20171000,20170400,"17","FY18",2017-10-29 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43037,2017-10-29 00:00:00.000,2017
2017-10-31 00:00:00.000,"2017",4,10,31,20171031,"October","Oct 2017","Q4 2017",2,"Tuesday",2017-11-04 00:00:00.000,44,20171000,20170400,"17","FY18",2017-10-29 00:00:00.000,2017-10-01 00:00:00.000,"Y",-43037,2017-10-29 00:00:00.000,2017
2017-11-01 00:00:00.000,"2017",4,11,1,20171101,"November","Nov 2017","Q4 2017",3,"Wednesday",2017-11-04 00:00:00.000,44,20171100,20170400,"17","FY18",2017-10-29 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43037,2017-10-29 00:00:00.000,2017
2017-11-02 00:00:00.000,"2017",4,11,2,20171102,"November","Nov 2017","Q4 2017",4,"Thursday",2017-11-04 00:00:00.000,44,20171100,20170400,"17","FY18",2017-10-29 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43037,2017-10-29 00:00:00.000,2017
2017-11-03 00:00:00.000,"2017",4,11,3,20171103,"November","Nov 2017","Q4 2017",5,"Friday",2017-11-04 00:00:00.000,44,20171100,20170400,"17","FY18",2017-10-29 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43037,2017-10-29 00:00:00.000,2017
2017-11-04 00:00:00.000,"2017",4,11,4,20171104,"November","Nov 2017","Q4 2017",6,"Saturday",2017-11-04 00:00:00.000,44,20171100,20170400,"17","FY18",2017-10-29 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43037,2017-10-29 00:00:00.000,2017
2017-11-05 00:00:00.000,"2017",4,11,5,20171105,"November","Nov 2017","Q4 2017",0,"Sunday",2017-11-11 00:00:00.000,45,20171100,20170400,"17","FY18",2017-11-05 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43044,2017-11-05 00:00:00.000,2017
2017-11-06 00:00:00.000,"2017",4,11,6,20171106,"November","Nov 2017","Q4 2017",1,"Monday",2017-11-11 00:00:00.000,45,20171100,20170400,"17","FY18",2017-11-05 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43044,2017-11-05 00:00:00.000,2017
2017-11-07 00:00:00.000,"2017",4,11,7,20171107,"November","Nov 2017","Q4 2017",2,"Tuesday",2017-11-11 00:00:00.000,45,20171100,20170400,"17","FY18",2017-11-05 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43044,2017-11-05 00:00:00.000,2017
2017-11-08 00:00:00.000,"2017",4,11,8,20171108,"November","Nov 2017","Q4 2017",3,"Wednesday",2017-11-11 00:00:00.000,45,20171100,20170400,"17","FY18",2017-11-05 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43044,2017-11-05 00:00:00.000,2017
2017-11-09 00:00:00.000,"2017",4,11,9,20171109,"November","Nov 2017","Q4 2017",4,"Thursday",2017-11-11 00:00:00.000,45,20171100,20170400,"17","FY18",2017-11-05 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43044,2017-11-05 00:00:00.000,2017
2017-11-10 00:00:00.000,"2017",4,11,10,20171110,"November","Nov 2017","Q4 2017",5,"Friday",2017-11-11 00:00:00.000,45,20171100,20170400,"17","FY18",2017-11-05 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43044,2017-11-05 00:00:00.000,2017
2017-11-11 00:00:00.000,"2017",4,11,11,20171111,"November","Nov 2017","Q4 2017",6,"Saturday",2017-11-11 00:00:00.000,45,20171100,20170400,"17","FY18",2017-11-05 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43044,2017-11-05 00:00:00.000,2017
2017-11-12 00:00:00.000,"2017",4,11,12,20171112,"November","Nov 2017","Q4 2017",0,"Sunday",2017-11-18 00:00:00.000,46,20171100,20170400,"17","FY18",2017-11-12 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43051,2017-11-12 00:00:00.000,2017
2017-11-13 00:00:00.000,"2017",4,11,13,20171113,"November","Nov 2017","Q4 2017",1,"Monday",2017-11-18 00:00:00.000,46,20171100,20170400,"17","FY18",2017-11-12 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43051,2017-11-12 00:00:00.000,2017
2017-11-14 00:00:00.000,"2017",4,11,14,20171114,"November","Nov 2017","Q4 2017",2,"Tuesday",2017-11-18 00:00:00.000,46,20171100,20170400,"17","FY18",2017-11-12 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43051,2017-11-12 00:00:00.000,2017
2017-11-15 00:00:00.000,"2017",4,11,15,20171115,"November","Nov 2017","Q4 2017",3,"Wednesday",2017-11-18 00:00:00.000,46,20171100,20170400,"17","FY18",2017-11-12 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43051,2017-11-12 00:00:00.000,2017
2017-11-16 00:00:00.000,"2017",4,11,16,20171116,"November","Nov 2017","Q4 2017",4,"Thursday",2017-11-18 00:00:00.000,46,20171100,20170400,"17","FY18",2017-11-12 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43051,2017-11-12 00:00:00.000,2017
2017-11-17 00:00:00.000,"2017",4,11,17,20171117,"November","Nov 2017","Q4 2017",5,"Friday",2017-11-18 00:00:00.000,46,20171100,20170400,"17","FY18",2017-11-12 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43051,2017-11-12 00:00:00.000,2017
2017-11-18 00:00:00.000,"2017",4,11,18,20171118,"November","Nov 2017","Q4 2017",6,"Saturday",2017-11-18 00:00:00.000,46,20171100,20170400,"17","FY18",2017-11-12 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43051,2017-11-12 00:00:00.000,2017
2017-11-19 00:00:00.000,"2017",4,11,19,20171119,"November","Nov 2017","Q4 2017",0,"Sunday",2017-11-25 00:00:00.000,47,20171100,20170400,"17","FY18",2017-11-19 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43058,2017-11-19 00:00:00.000,2017
2017-11-20 00:00:00.000,"2017",4,11,20,20171120,"November","Nov 2017","Q4 2017",1,"Monday",2017-11-25 00:00:00.000,47,20171100,20170400,"17","FY18",2017-11-19 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43058,2017-11-19 00:00:00.000,2017
2017-11-21 00:00:00.000,"2017",4,11,21,20171121,"November","Nov 2017","Q4 2017",2,"Tuesday",2017-11-25 00:00:00.000,47,20171100,20170400,"17","FY18",2017-11-19 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43058,2017-11-19 00:00:00.000,2017
2017-11-22 00:00:00.000,"2017",4,11,22,20171122,"November","Nov 2017","Q4 2017",3,"Wednesday",2017-11-25 00:00:00.000,47,20171100,20170400,"17","FY18",2017-11-19 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43058,2017-11-19 00:00:00.000,2017
2017-11-23 00:00:00.000,"2017",4,11,23,20171123,"November","Nov 2017","Q4 2017",4,"Thursday",2017-11-25 00:00:00.000,47,20171100,20170400,"17","FY18",2017-11-19 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43058,2017-11-19 00:00:00.000,2017
2017-11-24 00:00:00.000,"2017",4,11,24,20171124,"November","Nov 2017","Q4 2017",5,"Friday",2017-11-25 00:00:00.000,47,20171100,20170400,"17","FY18",2017-11-19 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43058,2017-11-19 00:00:00.000,2017
2017-11-25 00:00:00.000,"2017",4,11,25,20171125,"November","Nov 2017","Q4 2017",6,"Saturday",2017-11-25 00:00:00.000,47,20171100,20170400,"17","FY18",2017-11-19 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43058,2017-11-19 00:00:00.000,2017
2017-11-26 00:00:00.000,"2017",4,11,26,20171126,"November","Nov 2017","Q4 2017",0,"Sunday",2017-12-02 00:00:00.000,48,20171100,20170400,"17","FY18",2017-11-26 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43065,2017-11-26 00:00:00.000,2017
2017-11-27 00:00:00.000,"2017",4,11,27,20171127,"November","Nov 2017","Q4 2017",1,"Monday",2017-12-02 00:00:00.000,48,20171100,20170400,"17","FY18",2017-11-26 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43065,2017-11-26 00:00:00.000,2017
2017-11-28 00:00:00.000,"2017",4,11,28,20171128,"November","Nov 2017","Q4 2017",2,"Tuesday",2017-12-02 00:00:00.000,48,20171100,20170400,"17","FY18",2017-11-26 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43065,2017-11-26 00:00:00.000,2017
2017-11-29 00:00:00.000,"2017",4,11,29,20171129,"November","Nov 2017","Q4 2017",3,"Wednesday",2017-12-02 00:00:00.000,48,20171100,20170400,"17","FY18",2017-11-26 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43065,2017-11-26 00:00:00.000,2017
2017-11-30 00:00:00.000,"2017",4,11,30,20171130,"November","Nov 2017","Q4 2017",4,"Thursday",2017-12-02 00:00:00.000,48,20171100,20170400,"17","FY18",2017-11-26 00:00:00.000,2017-11-01 00:00:00.000,"Y",-43065,2017-11-26 00:00:00.000,2017
2017-12-01 00:00:00.000,"2017",4,12,1,20171201,"December","Dec 2017","Q4 2017",5,"Friday",2017-12-02 00:00:00.000,48,20171200,20170400,"17","FY18",2017-11-26 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43065,2017-11-26 00:00:00.000,2017
2017-12-02 00:00:00.000,"2017",4,12,2,20171202,"December","Dec 2017","Q4 2017",6,"Saturday",2017-12-02 00:00:00.000,48,20171200,20170400,"17","FY18",2017-11-26 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43065,2017-11-26 00:00:00.000,2017
2017-12-03 00:00:00.000,"2017",4,12,3,20171203,"December","Dec 2017","Q4 2017",0,"Sunday",2017-12-09 00:00:00.000,49,20171200,20170400,"17","FY18",2017-12-03 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43072,2017-12-03 00:00:00.000,2017
2017-12-04 00:00:00.000,"2017",4,12,4,20171204,"December","Dec 2017","Q4 2017",1,"Monday",2017-12-09 00:00:00.000,49,20171200,20170400,"17","FY18",2017-12-03 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43072,2017-12-03 00:00:00.000,2017
2017-12-05 00:00:00.000,"2017",4,12,5,20171205,"December","Dec 2017","Q4 2017",2,"Tuesday",2017-12-09 00:00:00.000,49,20171200,20170400,"17","FY18",2017-12-03 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43072,2017-12-03 00:00:00.000,2017
2017-12-06 00:00:00.000,"2017",4,12,6,20171206,"December","Dec 2017","Q4 2017",3,"Wednesday",2017-12-09 00:00:00.000,49,20171200,20170400,"17","FY18",2017-12-03 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43072,2017-12-03 00:00:00.000,2017
2017-12-07 00:00:00.000,"2017",4,12,7,20171207,"December","Dec 2017","Q4 2017",4,"Thursday",2017-12-09 00:00:00.000,49,20171200,20170400,"17","FY18",2017-12-03 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43072,2017-12-03 00:00:00.000,2017
2017-12-08 00:00:00.000,"2017",4,12,8,20171208,"December","Dec 2017","Q4 2017",5,"Friday",2017-12-09 00:00:00.000,49,20171200,20170400,"17","FY18",2017-12-03 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43072,2017-12-03 00:00:00.000,2017
2017-12-09 00:00:00.000,"2017",4,12,9,20171209,"December","Dec 2017","Q4 2017",6,"Saturday",2017-12-09 00:00:00.000,49,20171200,20170400,"17","FY18",2017-12-03 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43072,2017-12-03 00:00:00.000,2017
2017-12-10 00:00:00.000,"2017",4,12,10,20171210,"December","Dec 2017","Q4 2017",0,"Sunday",2017-12-16 00:00:00.000,50,20171200,20170400,"17","FY18",2017-12-10 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43079,2017-12-10 00:00:00.000,2017
2017-12-11 00:00:00.000,"2017",4,12,11,20171211,"December","Dec 2017","Q4 2017",1,"Monday",2017-12-16 00:00:00.000,50,20171200,20170400,"17","FY18",2017-12-10 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43079,2017-12-10 00:00:00.000,2017
2017-12-12 00:00:00.000,"2017",4,12,12,20171212,"December","Dec 2017","Q4 2017",2,"Tuesday",2017-12-16 00:00:00.000,50,20171200,20170400,"17","FY18",2017-12-10 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43079,2017-12-10 00:00:00.000,2017
2017-12-13 00:00:00.000,"2017",4,12,13,20171213,"December","Dec 2017","Q4 2017",3,"Wednesday",2017-12-16 00:00:00.000,50,20171200,20170400,"17","FY18",2017-12-10 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43079,2017-12-10 00:00:00.000,2017
2017-12-14 00:00:00.000,"2017",4,12,14,20171214,"December","Dec 2017","Q4 2017",4,"Thursday",2017-12-16 00:00:00.000,50,20171200,20170400,"17","FY18",2017-12-10 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43079,2017-12-10 00:00:00.000,2017
2017-12-15 00:00:00.000,"2017",4,12,15,20171215,"December","Dec 2017","Q4 2017",5,"Friday",2017-12-16 00:00:00.000,50,20171200,20170400,"17","FY18",2017-12-10 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43079,2017-12-10 00:00:00.000,2017
2017-12-16 00:00:00.000,"2017",4,12,16,20171216,"December","Dec 2017","Q4 2017",6,"Saturday",2017-12-16 00:00:00.000,50,20171200,20170400,"17","FY18",2017-12-10 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43079,2017-12-10 00:00:00.000,2017
2017-12-17 00:00:00.000,"2017",4,12,17,20171217,"December","Dec 2017","Q4 2017",0,"Sunday",2017-12-23 00:00:00.000,51,20171200,20170400,"17","FY18",2017-12-17 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43086,2017-12-17 00:00:00.000,2017
2017-12-18 00:00:00.000,"2017",4,12,18,20171218,"December","Dec 2017","Q4 2017",1,"Monday",2017-12-23 00:00:00.000,51,20171200,20170400,"17","FY18",2017-12-17 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43086,2017-12-17 00:00:00.000,2017
2017-12-19 00:00:00.000,"2017",4,12,19,20171219,"December","Dec 2017","Q4 2017",2,"Tuesday",2017-12-23 00:00:00.000,51,20171200,20170400,"17","FY18",2017-12-17 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43086,2017-12-17 00:00:00.000,2017
2017-12-20 00:00:00.000,"2017",4,12,20,20171220,"December","Dec 2017","Q4 2017",3,"Wednesday",2017-12-23 00:00:00.000,51,20171200,20170400,"17","FY18",2017-12-17 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43086,2017-12-17 00:00:00.000,2017
2017-12-21 00:00:00.000,"2017",4,12,21,20171221,"December","Dec 2017","Q4 2017",4,"Thursday",2017-12-23 00:00:00.000,51,20171200,20170400,"17","FY18",2017-12-17 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43086,2017-12-17 00:00:00.000,2017
2017-12-22 00:00:00.000,"2017",4,12,22,20171222,"December","Dec 2017","Q4 2017",5,"Friday",2017-12-23 00:00:00.000,51,20171200,20170400,"17","FY18",2017-12-17 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43086,2017-12-17 00:00:00.000,2017
2017-12-23 00:00:00.000,"2017",4,12,23,20171223,"December","Dec 2017","Q4 2017",6,"Saturday",2017-12-23 00:00:00.000,51,20171200,20170400,"17","FY18",2017-12-17 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43086,2017-12-17 00:00:00.000,2017
2017-12-24 00:00:00.000,"2017",4,12,24,20171224,"December","Dec 2017","Q4 2017",0,"Sunday",2017-12-30 00:00:00.000,52,20171200,20170400,"17","FY18",2017-12-24 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43093,2017-12-24 00:00:00.000,2017
2017-12-25 00:00:00.000,"2017",4,12,25,20171225,"December","Dec 2017","Q4 2017",1,"Monday",2017-12-30 00:00:00.000,52,20171200,20170400,"17","FY18",2017-12-24 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43093,2017-12-24 00:00:00.000,2017
2017-12-26 00:00:00.000,"2017",4,12,26,20171226,"December","Dec 2017","Q4 2017",2,"Tuesday",2017-12-30 00:00:00.000,52,20171200,20170400,"17","FY18",2017-12-24 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43093,2017-12-24 00:00:00.000,2017
2017-12-27 00:00:00.000,"2017",4,12,27,20171227,"December","Dec 2017","Q4 2017",3,"Wednesday",2017-12-30 00:00:00.000,52,20171200,20170400,"17","FY18",2017-12-24 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43093,2017-12-24 00:00:00.000,2017
2017-12-28 00:00:00.000,"2017",4,12,28,20171228,"December","Dec 2017","Q4 2017",4,"Thursday",2017-12-30 00:00:00.000,52,20171200,20170400,"17","FY18",2017-12-24 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43093,2017-12-24 00:00:00.000,2017
2017-12-29 00:00:00.000,"2017",4,12,29,20171229,"December","Dec 2017","Q4 2017",5,"Friday",2017-12-30 00:00:00.000,52,20171200,20170400,"17","FY18",2017-12-24 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43093,2017-12-24 00:00:00.000,2017
2017-12-30 00:00:00.000,"2017",4,12,30,20171230,"December","Dec 2017","Q4 2017",6,"Saturday",2017-12-30 00:00:00.000,52,20171200,20170400,"17","FY18",2017-12-24 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43093,2017-12-24 00:00:00.000,2017
2017-12-31 00:00:00.000,"2017",4,12,31,20171231,"December","Dec 2017","Q4 2017",0,"Sunday",2018-01-06 00:00:00.000,53,20171200,20170400,"17","FY18",2017-12-31 00:00:00.000,2017-12-01 00:00:00.000,"Y",-43100,2017-12-31 00:00:00.000,2017
2017-01-01 00:00:00.000,"2017",1,1,1,20170101,"January","Jan 2017","Q1 2017",0,"Sunday",2017-01-07 00:00:00.000,1,20170100,20170100,"17","FY18",2017-01-01 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42736,2017-01-01 00:00:00.000,2017
2017-01-02 00:00:00.000,"2017",1,1,2,20170102,"January","Jan 2017","Q1 2017",1,"Monday",2017-01-07 00:00:00.000,1,20170100,20170100,"17","FY18",2017-01-01 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42736,2017-01-01 00:00:00.000,2017
2017-01-03 00:00:00.000,"2017",1,1,3,20170103,"January","Jan 2017","Q1 2017",2,"Tuesday",2017-01-07 00:00:00.000,1,20170100,20170100,"17","FY18",2017-01-01 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42736,2017-01-01 00:00:00.000,2017
2017-01-04 00:00:00.000,"2017",1,1,4,20170104,"January","Jan 2017","Q1 2017",3,"Wednesday",2017-01-07 00:00:00.000,1,20170100,20170100,"17","FY18",2017-01-01 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42736,2017-01-01 00:00:00.000,2017
2017-01-05 00:00:00.000,"2017",1,1,5,20170105,"January","Jan 2017","Q1 2017",4,"Thursday",2017-01-07 00:00:00.000,1,20170100,20170100,"17","FY18",2017-01-01 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42736,2017-01-01 00:00:00.000,2017
2017-01-06 00:00:00.000,"2017",1,1,6,20170106,"January","Jan 2017","Q1 2017",5,"Friday",2017-01-07 00:00:00.000,1,20170100,20170100,"17","FY18",2017-01-01 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42736,2017-01-01 00:00:00.000,2017
2017-01-07 00:00:00.000,"2017",1,1,7,20170107,"January","Jan 2017","Q1 2017",6,"Saturday",2017-01-07 00:00:00.000,1,20170100,20170100,"17","FY18",2017-01-01 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42736,2017-01-01 00:00:00.000,2017
2017-01-08 00:00:00.000,"2017",1,1,8,20170108,"January","Jan 2017","Q1 2017",0,"Sunday",2017-01-14 00:00:00.000,2,20170100,20170100,"17","FY18",2017-01-08 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42743,2017-01-08 00:00:00.000,2017
2017-01-09 00:00:00.000,"2017",1,1,9,20170109,"January","Jan 2017","Q1 2017",1,"Monday",2017-01-14 00:00:00.000,2,20170100,20170100,"17","FY18",2017-01-08 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42743,2017-01-08 00:00:00.000,2017
2017-01-10 00:00:00.000,"2017",1,1,10,20170110,"January","Jan 2017","Q1 2017",2,"Tuesday",2017-01-14 00:00:00.000,2,20170100,20170100,"17","FY18",2017-01-08 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42743,2017-01-08 00:00:00.000,2017
2017-01-11 00:00:00.000,"2017",1,1,11,20170111,"January","Jan 2017","Q1 2017",3,"Wednesday",2017-01-14 00:00:00.000,2,20170100,20170100,"17","FY18",2017-01-08 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42743,2017-01-08 00:00:00.000,2017
2017-01-12 00:00:00.000,"2017",1,1,12,20170112,"January","Jan 2017","Q1 2017",4,"Thursday",2017-01-14 00:00:00.000,2,20170100,20170100,"17","FY18",2017-01-08 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42743,2017-01-08 00:00:00.000,2017
2017-01-13 00:00:00.000,"2017",1,1,13,20170113,"January","Jan 2017","Q1 2017",5,"Friday",2017-01-14 00:00:00.000,2,20170100,20170100,"17","FY18",2017-01-08 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42743,2017-01-08 00:00:00.000,2017
2017-01-14 00:00:00.000,"2017",1,1,14,20170114,"January","Jan 2017","Q1 2017",6,"Saturday",2017-01-14 00:00:00.000,2,20170100,20170100,"17","FY18",2017-01-08 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42743,2017-01-08 00:00:00.000,2017
2017-01-15 00:00:00.000,"2017",1,1,15,20170115,"January","Jan 2017","Q1 2017",0,"Sunday",2017-01-21 00:00:00.000,3,20170100,20170100,"17","FY18",2017-01-15 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42750,2017-01-15 00:00:00.000,2017
2017-01-16 00:00:00.000,"2017",1,1,16,20170116,"January","Jan 2017","Q1 2017",1,"Monday",2017-01-21 00:00:00.000,3,20170100,20170100,"17","FY18",2017-01-15 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42750,2017-01-15 00:00:00.000,2017
2017-01-17 00:00:00.000,"2017",1,1,17,20170117,"January","Jan 2017","Q1 2017",2,"Tuesday",2017-01-21 00:00:00.000,3,20170100,20170100,"17","FY18",2017-01-15 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42750,2017-01-15 00:00:00.000,2017
2017-01-18 00:00:00.000,"2017",1,1,18,20170118,"January","Jan 2017","Q1 2017",3,"Wednesday",2017-01-21 00:00:00.000,3,20170100,20170100,"17","FY18",2017-01-15 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42750,2017-01-15 00:00:00.000,2017
2017-01-19 00:00:00.000,"2017",1,1,19,20170119,"January","Jan 2017","Q1 2017",4,"Thursday",2017-01-21 00:00:00.000,3,20170100,20170100,"17","FY18",2017-01-15 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42750,2017-01-15 00:00:00.000,2017
2017-01-20 00:00:00.000,"2017",1,1,20,20170120,"January","Jan 2017","Q1 2017",5,"Friday",2017-01-21 00:00:00.000,3,20170100,20170100,"17","FY18",2017-01-15 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42750,2017-01-15 00:00:00.000,2017
2017-01-21 00:00:00.000,"2017",1,1,21,20170121,"January","Jan 2017","Q1 2017",6,"Saturday",2017-01-21 00:00:00.000,3,20170100,20170100,"17","FY18",2017-01-15 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42750,2017-01-15 00:00:00.000,2017
2017-01-22 00:00:00.000,"2017",1,1,22,20170122,"January","Jan 2017","Q1 2017",0,"Sunday",2017-01-28 00:00:00.000,4,20170100,20170100,"17","FY18",2017-01-22 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42757,2017-01-22 00:00:00.000,2017
2017-01-23 00:00:00.000,"2017",1,1,23,20170123,"January","Jan 2017","Q1 2017",1,"Monday",2017-01-28 00:00:00.000,4,20170100,20170100,"17","FY18",2017-01-22 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42757,2017-01-22 00:00:00.000,2017
2017-01-24 00:00:00.000,"2017",1,1,24,20170124,"January","Jan 2017","Q1 2017",2,"Tuesday",2017-01-28 00:00:00.000,4,20170100,20170100,"17","FY18",2017-01-22 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42757,2017-01-22 00:00:00.000,2017
2017-01-25 00:00:00.000,"2017",1,1,25,20170125,"January","Jan 2017","Q1 2017",3,"Wednesday",2017-01-28 00:00:00.000,4,20170100,20170100,"17","FY18",2017-01-22 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42757,2017-01-22 00:00:00.000,2017
2017-01-26 00:00:00.000,"2017",1,1,26,20170126,"January","Jan 2017","Q1 2017",4,"Thursday",2017-01-28 00:00:00.000,4,20170100,20170100,"17","FY18",2017-01-22 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42757,2017-01-22 00:00:00.000,2017
2017-01-27 00:00:00.000,"2017",1,1,27,20170127,"January","Jan 2017","Q1 2017",5,"Friday",2017-01-28 00:00:00.000,4,20170100,20170100,"17","FY18",2017-01-22 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42757,2017-01-22 00:00:00.000,2017
2017-01-28 00:00:00.000,"2017",1,1,28,20170128,"January","Jan 2017","Q1 2017",6,"Saturday",2017-01-28 00:00:00.000,4,20170100,20170100,"17","FY18",2017-01-22 00:00:00.000,2017-01-01 00:00:00.000,"Y",-42757,2017-01-22 00:00:00.000,2017
