Source.Name,nr,jrnID,trNr,trLineNr,desc,amnt,amntTp,docRef,custSupID,invRef,invPurSalTp,invTp,invDt,mutTp,invDueDt,Debet,Credit,Link_CustSupl,Link_Journal
"Multivers_V32_2017.xaf","3","I","1-6","137","Grondhark 'Wolf'",143.99,"C","","C7001","20170006","P","D",2017-01-08 00:00:00.000,"I",2017-02-07 00:00:00.000,0,143.99,"Multivers_V32_2017.xaf-C7001","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","4","I","2-15","171","Flyer juni 2017",247.34,"C","","C7002","20170022","P","D",2017-02-07 00:00:00.000,"I",2017-02-21 00:00:00.000,0,247.34,"Multivers_V32_2017.xaf-C7002","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","5","I","1-4","20","Flyer voorjaar 2017",453.97,"C","","C7002","20170004","P","D",2017-01-07 00:00:00.000,"I",2017-01-21 00:00:00.000,0,453.97,"Multivers_V32_2017.xaf-C7002","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","6","I","2-22","201","Fact 140224-001",3180,"C","","C7003","20170023","P","D",2017-02-24 00:00:00.000,"I",2017-03-26 00:00:00.000,0,3180,"Multivers_V32_2017.xaf-C7003","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","7","I","2-22","197","22-2398509",5347.87,"C","","C7004","20170025","P","D",2017-02-25 00:00:00.000,"I",2017-03-11 00:00:00.000,0,5347.87,"Multivers_V32_2017.xaf-C7004","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","8","I","1-13","205","Merit Garden Products Ltd",140.19,"C","","C7004","20170016","P","D",2017-01-27 00:00:00.000,"I",2017-02-10 00:00:00.000,0,140.19,"Multivers_V32_2017.xaf-C7004","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","9","I","1-17","100","Factuur 445455",50,"C","","C7005","20170021","P","D",2017-01-18 00:00:00.000,"I",2017-02-17 00:00:00.000,0,50,"Multivers_V32_2017.xaf-C7005","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","10","I","1-2","131","Cadeau-actie",176.66,"C","","C7005","20170002","P","D",2017-01-06 00:00:00.000,"I",2017-02-05 00:00:00.000,0,176.66,"Multivers_V32_2017.xaf-C7005","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","11","I","2-16","168","Factuurnummer 445453",3598,"C","","C7005","20170020","P","D",2017-02-10 00:00:00.000,"I",2017-03-12 00:00:00.000,0,3598,"Multivers_V32_2017.xaf-C7005","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","12","IO","1-1","1","Uw factuur 2017-22-01-st3",539.06,"C","","C7005","02017001","P","D",2017-01-25 00:00:00.000,"I",2017-02-24 00:00:00.000,0,539.06,"Multivers_V32_2017.xaf-C7005","Multivers_V32_2017.xaf-IO"
"Multivers_V32_2017.xaf","13","I","2-11","151","L. de Lange Aardewerk",266.2,"C","","C7005","20170013","P","D",2017-02-05 00:00:00.000,"I",2017-03-07 00:00:00.000,0,266.2,"Multivers_V32_2017.xaf-C7005","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","14","I","1-8","106","Maandnota energie",234.86,"C","","C7006","20170008","P","D",2017-01-10 00:00:00.000,"I",2017-01-24 00:00:00.000,0,234.86,"Multivers_V32_2017.xaf-C7006","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","15","I","1-11","106","",79.62,"C","","C7008","20170015","P","D",2017-02-17 00:00:00.000,"I",2017-03-03 00:00:00.000,0,79.62,"Multivers_V32_2017.xaf-C7008","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","16","I","1-9","124","Firma Muller's Kantoorbenodigd",473.11,"C","","C7008","20170009","P","D",2017-01-12 00:00:00.000,"I",2017-01-26 00:00:00.000,0,473.11,"Multivers_V32_2017.xaf-C7008","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","17","I","2-22","194","Fact 006538",816.75,"C","","C7009","20170024","P","D",2017-02-24 00:00:00.000,"I",2017-03-10 00:00:00.000,0,816.75,"Multivers_V32_2017.xaf-C7009","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","18","I","1-14","161","McDonall Douglas Co.",732.6,"C","","C7010","20170017","P","D",2017-01-11 00:00:00.000,"I",2017-02-10 00:00:00.000,0,732.6,"Multivers_V32_2017.xaf-C7010","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","19","I","2-14","163","McDonall Douglas Co.",366.3,"C","","C7010","20170018","P","D",2017-02-06 00:00:00.000,"I",2017-03-08 00:00:00.000,0,366.3,"Multivers_V32_2017.xaf-C7010","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","20","I","1-14","165","Janssens & Zn B.V. Plantenkwek",1770.2,"C","","C7011","20170019","P","D",2017-01-25 00:00:00.000,"I",2017-02-24 00:00:00.000,0,1770.2,"Multivers_V32_2017.xaf-C7011","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","21","I","1-5","23","Ass.kantoor """"OP GOED GELUK""""",157.12,"C","","C7013","20170005","P","D",2017-01-07 00:00:00.000,"I",2017-02-06 00:00:00.000,0,157.12,"Multivers_V32_2017.xaf-C7013","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","22","I","1-1","1","Ass.kantoor """"OP GOED GELUK""""",132.77,"C","","C7013","20170001","P","D",2017-01-04 00:00:00.000,"I",2017-02-03 00:00:00.000,0,132.77,"Multivers_V32_2017.xaf-C7013","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","23","I","1-7","25","Ass.kantoor """"OP GOED GELUK""""",121,"C","","C7013","20170007","P","D",2017-01-09 00:00:00.000,"I",2017-02-08 00:00:00.000,0,121,"Multivers_V32_2017.xaf-C7013","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","24","I","1-10","143","De Terrafirm B.V.",383.57,"C","","C7014","20170011","P","D",2017-01-20 00:00:00.000,"I",2017-02-03 00:00:00.000,0,383.57,"Multivers_V32_2017.xaf-C7014","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","25","I","2-11","154","De Terrafirm B.V.",181.5,"C","","C7014","20170014","P","D",2017-02-17 00:00:00.000,"I",2017-03-03 00:00:00.000,0,181.5,"Multivers_V32_2017.xaf-C7014","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","26","I","2-12","147","De Terrafirm B.V.",488.84,"C","","C7014","20170012","P","D",2017-02-16 00:00:00.000,"I",2017-03-02 00:00:00.000,0,488.84,"Multivers_V32_2017.xaf-C7014","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","27","I","1-9","140","De Terrafirm B.V.",127.66,"C","","C7014","20170010","P","D",2017-01-18 00:00:00.000,"I",2017-02-01 00:00:00.000,0,127.66,"Multivers_V32_2017.xaf-C7014","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","28","I","2-24","215","Factuur project 2012-103",3502.95,"C","","C7015","20170027","P","D",2017-02-01 00:00:00.000,"I",2017-03-03 00:00:00.000,0,3502.95,"Multivers_V32_2017.xaf-C7015","Multivers_V32_2017.xaf-I"
"Multivers_V32_2017.xaf","29","V","2-19","159","Van Bekkerem B.V.",1355.2,"D","","D1001","20170028","S","D",2017-02-02 00:00:00.000,"I",2017-02-16 00:00:00.000,1355.2,0,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","30","V","1-1","181","uw telefonische order",4781.32,"D","","D1001","20170001","S","D",2017-01-10 00:00:00.000,"I",2017-01-24 00:00:00.000,4781.32,0,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","31","V","1-3","186","uw telefonische order",2916.1,"D","","D1001","20170004","S","D",2017-01-13 00:00:00.000,"I",2017-01-27 00:00:00.000,2916.1,0,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","32","V","1-7","24","uw telefonische order",4353.58,"D","","D1001","20170008","S","D",2017-01-21 00:00:00.000,"I",2017-02-04 00:00:00.000,4353.58,0,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","33","V","1-7","93","Van Bekkerem B.V. Bloemisterij",2057,"D","","D1001","20170007","S","D",2017-01-20 00:00:00.000,"I",2017-02-03 00:00:00.000,2057,0,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","34","V","1-17","143","Van Bekkerem B.V.",268.33,"D","","D1001","20170015","S","D",2017-01-29 00:00:00.000,"I",2017-02-12 00:00:00.000,268.33,0,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","35","V","1-2","5","Fa. Brokma Blokhutten v/h Gebr",2408.63,"D","","D1002","20170002","S","D",2017-01-12 00:00:00.000,"I",2017-02-11 00:00:00.000,2408.63,0,"Multivers_V32_2017.xaf-D1002","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","36","V","1-4","14","Telefonisch overeengekomen",191.18,"D","","D1002","20170005","S","D",2017-01-18 00:00:00.000,"I",2017-02-17 00:00:00.000,191.18,0,"Multivers_V32_2017.xaf-D1002","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","37","V","1-15","117","Offerte 20141215-1",60.5,"D","","D1002","20170022","S","D",2017-01-31 00:00:00.000,"I",2017-03-02 00:00:00.000,60.5,0,"Multivers_V32_2017.xaf-D1002","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","38","V","2-14","111","Fa. Brokma Blokhutten v/h Gebr",3630,"D","","D1002","20170020","S","D",2017-02-20 00:00:00.000,"I",2017-03-22 00:00:00.000,3630,0,"Multivers_V32_2017.xaf-D1002","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","39","V","2-18","146","Incasso Kwartaal OH Tuin",76.2,"D","","D1003","20170025","S","D",2017-02-01 00:00:00.000,"I",2017-02-06 00:00:00.000,76.2,0,"Multivers_V32_2017.xaf-D1003","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","40","V","2-21","169","Van Haaften International B.V.",125.84,"D","","D1003","20170029","S","D",2017-02-28 00:00:00.000,"I",2017-03-05 00:00:00.000,125.84,0,"Multivers_V32_2017.xaf-D1003","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","41","V","2-22","178","Incasso Kwartaal OH Tuin",97.07,"D","","D1003","20170031","S","D",2017-02-15 00:00:00.000,"I",2017-02-20 00:00:00.000,97.07,0,"Multivers_V32_2017.xaf-D1003","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","42","V","2-5","167","Garden Impressions Beverly",1223,"D","","D1004","20170013","S","D",2017-02-04 00:00:00.000,"I",2017-02-09 00:00:00.000,1223,0,"Multivers_V32_2017.xaf-D1004","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","43","V","2-21","174","Garden Impressions Beverly",2973.56,"D","","D1004","20170030","S","D",2017-02-28 00:00:00.000,"I",2017-03-05 00:00:00.000,2973.56,0,"Multivers_V32_2017.xaf-D1004","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","44","V","1-5","27","Tuinwereld Van Schaik B.V.",108.54,"D","","D1006","20170009","S","D",2017-01-23 00:00:00.000,"I",2017-02-06 00:00:00.000,108.54,0,"Multivers_V32_2017.xaf-D1006","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","45","V","1-3","45","Tuinwereld Van Schaik B.V.",524.73,"D","","D1006","20170003","S","D",2017-01-13 00:00:00.000,"I",2017-01-27 00:00:00.000,524.73,0,"Multivers_V32_2017.xaf-D1006","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","46","V","2-18","149","Installatieondhoud jaarlijks",287.88,"D","","D1006","20170026","S","D",2017-02-01 00:00:00.000,"I",2017-02-15 00:00:00.000,287.88,0,"Multivers_V32_2017.xaf-D1006","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","47","V","1-15","122","Tuinwereld Van Schaik B.V.",1881.07,"D","","D1006","20170023","S","D",2017-01-31 00:00:00.000,"I",2017-02-14 00:00:00.000,1881.07,0,"Multivers_V32_2017.xaf-D1006","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","48","V","2-8","77","Tuinwereld Van Schaik B.V.",108.17,"D","","D1006","20170017","S","D",2017-02-11 00:00:00.000,"I",2017-02-25 00:00:00.000,108.17,0,"Multivers_V32_2017.xaf-D1006","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","49","V","2-5","30","Volgens offerte 18-01-14",404.14,"D","","D1007","20170010","S","D",2017-02-01 00:00:00.000,"I",2017-03-03 00:00:00.000,404.14,0,"Multivers_V32_2017.xaf-D1007","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","50","V","2-18","152","Halfjaar OH tuin",181.7,"D","","D1007","20170027","S","D",2017-02-01 00:00:00.000,"I",2017-03-03 00:00:00.000,181.7,0,"Multivers_V32_2017.xaf-D1007","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","51","V","1-4","17","Uw aanvraag d.d. 16-01-2017",1028.5,"D","","D1007","20170006","S","D",2017-01-18 00:00:00.000,"I",2017-02-17 00:00:00.000,1028.5,0,"Multivers_V32_2017.xaf-D1007","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","52","V","2-9","43","MELBICKS GARDEN & LEISURE",6402.37,"D","","D1009","20170016","S","D",2017-02-05 00:00:00.000,"I",2017-03-07 00:00:00.000,6402.37,0,"Multivers_V32_2017.xaf-D1009","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","53","V","2-10","157","MELBICKS GARDEN & LEISURE",272.19,"D","","D1009","20170014","S","D",2017-02-03 00:00:00.000,"I",2017-03-05 00:00:00.000,272.19,0,"Multivers_V32_2017.xaf-D1009","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","54","V","2-5","71","Van Onna Groenvoorziening B.V.",998.7,"D","","D1010","20170011","S","D",2017-02-01 00:00:00.000,"I",2017-02-15 00:00:00.000,998.7,0,"Multivers_V32_2017.xaf-D1010","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","55","V","2-12","100","Tuincentrum 'Amsterdam'",2207.04,"D","","D1011","20170019","S","D",2017-02-17 00:00:00.000,"I",2017-03-03 00:00:00.000,2207.04,0,"Multivers_V32_2017.xaf-D1011","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","56","V","1-11","83","Tuincentrum 'Amsterdam'",759.48,"D","","D1011","20170018","S","D",2017-01-15 00:00:00.000,"I",2017-01-29 00:00:00.000,759.48,0,"Multivers_V32_2017.xaf-D1011","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","57","V","2-20","162","Inkoopcombinatie CO-OP",5445,"D","","D1013","20160013","S","D",2017-02-09 00:00:00.000,"I",2017-02-23 00:00:00.000,5445,0,"Multivers_V32_2017.xaf-D1013","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","58","V","2-16","114","Steenplaza F. de Vries",652.19,"D","","D1014","20170021","S","D",2017-02-08 00:00:00.000,"I",2017-03-10 00:00:00.000,652.19,0,"Multivers_V32_2017.xaf-D1014","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","59","V","2-5","155","Opdrachtnr: 140126-003",123.14,"D","","D1015","20170012","S","D",2017-02-04 00:00:00.000,"I",2017-03-06 00:00:00.000,123.14,0,"Multivers_V32_2017.xaf-D1015","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","60","V","1-15","136","Vijver- en Tuincentrum Pelckma",2840,"D","","D1015","20170024","S","D",2017-01-31 00:00:00.000,"I",2017-03-02 00:00:00.000,2840,0,"Multivers_V32_2017.xaf-D1015","Multivers_V32_2017.xaf-V"
"Multivers_V32_2017.xaf","61","ING","2-4","11","Van Bekkerem B.V.",2000,"C","","D1001","20170008","S","",2017-02-24 00:00:00.000,"P",2017-02-24 00:00:00.000,0,2000,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-ING"
"Multivers_V32_2017.xaf","62","ING","2-5","13","Van Bekkerem B.V.",2353.58,"C","","D1001","20170008","S","",2017-02-28 00:00:00.000,"P",2017-02-28 00:00:00.000,0,2353.58,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-ING"
"Multivers_V32_2017.xaf","63","ING","2-3","18","Van Bekkerem B.V.",181.5,"C","","D1001","20170004","S","",2017-02-24 00:00:00.000,"P",2017-02-24 00:00:00.000,0,181.5,"Multivers_V32_2017.xaf-D1001","Multivers_V32_2017.xaf-ING"
"Multivers_V32_2017.xaf","64","AA","2-1","4","Van Haaften International B.V.",76.2,"C","","D1003","20170025","S","",2017-02-15 00:00:00.000,"P",2017-02-15 00:00:00.000,0,76.2,"Multivers_V32_2017.xaf-D1003","Multivers_V32_2017.xaf-AA"
"Multivers_V32_2017.xaf","65","ING","2-6","16","Tuinwereld Van Schaik B.V.",108.54,"C","","D1006","20170009","S","",2017-02-23 00:00:00.000,"P",2017-02-23 00:00:00.000,0,108.54,"Multivers_V32_2017.xaf-D1006","Multivers_V32_2017.xaf-ING"
"Multivers_V32_2017.xaf","66","ING","2-2","7","Steenplaza F. de Vries",652.19,"C","","D1014","20170021","S","",2017-02-24 00:00:00.000,"P",2017-02-24 00:00:00.000,0,652.19,"Multivers_V32_2017.xaf-D1014","Multivers_V32_2017.xaf-ING"
