Source.Name,accID,accDesc,accTp,leadCode,leadDescription,leadReference,Link
"Multivers_V32_2017.xaf","3050","Voorraad vijvers en toebehoren","B","","","BVrdHanVoo","Multivers_V32_2017.xaf-3050"
"Multivers_V32_2017.xaf","3090","Overige inkopen","B","","","BVrdHanVoo","Multivers_V32_2017.xaf-3090"
"Multivers_V32_2017.xaf","4000","Lonen en salarissen","P","","","WPerLesLon","Multivers_V32_2017.xaf-4000"
"Multivers_V32_2017.xaf","4010","vakantiegeld","P","","","WPerLesVag","Multivers_V32_2017.xaf-4010"
"Multivers_V32_2017.xaf","4040","Ziekengeld","P","","","WPerLesLon","Multivers_V32_2017.xaf-4040"
"Multivers_V32_2017.xaf","4050","Sociale lasten","P","","","WPerSolPsv","Multivers_V32_2017.xaf-4050"
"Multivers_V32_2017.xaf","4090","Overige personeelskosten","P","","","WPerOvpOvp","Multivers_V32_2017.xaf-4090"
"Multivers_V32_2017.xaf","4091","Verstrekkingen personeel","P","","","WPerLesLin","Multivers_V32_2017.xaf-4091"
"Multivers_V32_2017.xaf","4095","Interne kosten medewerkers","P","","","WPerOvpOvp","Multivers_V32_2017.xaf-4095"
"Multivers_V32_2017.xaf","4110","Huur gebouwen","P","","","WBedHuiBeh","Multivers_V32_2017.xaf-4110"
"Multivers_V32_2017.xaf","4130","Belastingen onroerend goed","P","","","WBedHuiOnz","Multivers_V32_2017.xaf-4130"
"Multivers_V32_2017.xaf","4160","Onderhoud/Schoonmaken gebouwen","P","","","WBedHuiOng","Multivers_V32_2017.xaf-4160"
"Multivers_V32_2017.xaf","4170","Gas, licht en water","P","","","WBedHuiGas","Multivers_V32_2017.xaf-4170"
"Multivers_V32_2017.xaf","4260","Onderhoud inventaris","P","","","WBedEemRoi","Multivers_V32_2017.xaf-4260"
"Multivers_V32_2017.xaf","4300","Kantoorbenodigdheden","P","","","WBedKanKan","Multivers_V32_2017.xaf-4300"
"Multivers_V32_2017.xaf","4310","Zegel- en portokosten","P","","","WBedKanPor","Multivers_V32_2017.xaf-4310"
"Multivers_V32_2017.xaf","4320","Telefoonkosten (mobiel)","P","","","WBedKanTef","Multivers_V32_2017.xaf-4320"
"Multivers_V32_2017.xaf","4330","Drukwerk","P","","","WBedKanDru","Multivers_V32_2017.xaf-4330"
"Multivers_V32_2017.xaf","4410","Kosten bedrijfsauto's","P","","","WBedAutRoa","Multivers_V32_2017.xaf-4410"
"Multivers_V32_2017.xaf","4500","Reclame / Advertenties","P","","","WBedVkkRea","Multivers_V32_2017.xaf-4500"
"Multivers_V32_2017.xaf","4610","Interest","P","","","WFbeRlsRhl","Multivers_V32_2017.xaf-4610"
"Multivers_V32_2017.xaf","4700","Afschrijving dub. debiteuren","P","","","WBedVkkAdd","Multivers_V32_2017.xaf-4700"
"Multivers_V32_2017.xaf","4730","Accountantskosten","P","","","WBedAeaAov","Multivers_V32_2017.xaf-4730"
"Multivers_V32_2017.xaf","4750","Assuranties","P","","","WBedAssOva","Multivers_V32_2017.xaf-4750"
"Multivers_V32_2017.xaf","4790","Diverse algemene kosten","P","","","WBedAlkOal","Multivers_V32_2017.xaf-4790"
"Multivers_V32_2017.xaf","4801","Afschrijving oprichting en uitgifte van aandelen","P","","","WAfsAivOek","Multivers_V32_2017.xaf-4801"
"Multivers_V32_2017.xaf","4803","Afschr. onderzoek en ontwikkeling","P","","","WAfsAivKoe","Multivers_V32_2017.xaf-4803"
"Multivers_V32_2017.xaf","4811","Afschr. overige immateri�le vaste activa","P","","","WAfsAivOiv","Multivers_V32_2017.xaf-4811"
"Multivers_V32_2017.xaf","4820","Afschrijving bedrijfsgebouwen","P","","","WAfsAmvBeg","Multivers_V32_2017.xaf-4820"
"Multivers_V32_2017.xaf","4825","Afschrijving bedrijfsterreinen","P","","","WAfsAmvBeg","Multivers_V32_2017.xaf-4825"
"Multivers_V32_2017.xaf","4830","Afschrijving computer en software","P","","","WAfsAmvMei","Multivers_V32_2017.xaf-4830"
"Multivers_V32_2017.xaf","4835","Afschrijving machines en installaties","P","","","WAfsAmvMei","Multivers_V32_2017.xaf-4835"
"Multivers_V32_2017.xaf","4840","Afschrijving transportmiddelen","P","","","WAfsAmvTev","Multivers_V32_2017.xaf-4840"
"Multivers_V32_2017.xaf","4850","Afschrijving inventaris","P","","","WAfsAmvTev","Multivers_V32_2017.xaf-4850"
"Multivers_V32_2017.xaf","5000","Dekking","B","","","BVrdHalVoo","Multivers_V32_2017.xaf-5000"
"Multivers_V32_2017.xaf","5500","Dekking Projectkosten","P","","","WBedDokDok","Multivers_V32_2017.xaf-5500"
"Multivers_V32_2017.xaf","6050","Dekking assemblage","B","","","BLimKruSto","Multivers_V32_2017.xaf-6050"
"Multivers_V32_2017.xaf","6510","OHW Materiaal (Tuinaanleg en Onderhoud)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6510"
"Multivers_V32_2017.xaf","6512","OHW Materiaal (Aanleg- en constructiewerk)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6512"
"Multivers_V32_2017.xaf","6515","OHW Materiaal (Bestrating en Montage)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6515"
"Multivers_V32_2017.xaf","6520","OHW Urenl (Tuinaanleg en Onderhoud)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6520"
"Multivers_V32_2017.xaf","6522","OHW Uren (Aanleg- en constructiewerk)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6522"
"Multivers_V32_2017.xaf","6525","OHW Uren (Bestrating en Montage)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6525"
"Multivers_V32_2017.xaf","6530","OHW Werk Derden (Tuinaanleg en Onderhoud)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6530"
"Multivers_V32_2017.xaf","6532","OHW Werk Derden (Aanleg- en constructiewerk)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6532"
"Multivers_V32_2017.xaf","6535","OHW Werk Derden (Bestrating en Montage)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6535"
"Multivers_V32_2017.xaf","6540","OHW Diversen (Tuinaanleg en Onderhoud)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6540"
"Multivers_V32_2017.xaf","6542","OHW Diversen (Aanleg- en constructiewerk)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6542"
"Multivers_V32_2017.xaf","6545","OHW Diversen (Bestrating en Montage)","B","","","BProOnpOnk","Multivers_V32_2017.xaf-6545"
"Multivers_V32_2017.xaf","7000","Kostprijs kamerplanten","P","","","WKprInhInh","Multivers_V32_2017.xaf-7000"
"Multivers_V32_2017.xaf","7010","Kostprijs aardewerk","P","","","WKprInhInh","Multivers_V32_2017.xaf-7010"
"Multivers_V32_2017.xaf","7020","Kostprijs tuinmeubelen","P","","","WKprInhInh","Multivers_V32_2017.xaf-7020"
"Multivers_V32_2017.xaf","7030","Kostprijs tuingereedschap","P","","","WKprInhInh","Multivers_V32_2017.xaf-7030"
"Multivers_V32_2017.xaf","7040","Kostprijs overige tuinbenodigdheden","P","","","WKprInhInh","Multivers_V32_2017.xaf-7040"
"Multivers_V32_2017.xaf","7050","Kostprijs vijvers en toebehoren","P","","","WKprInhInh","Multivers_V32_2017.xaf-7050"
"Multivers_V32_2017.xaf","7080","Inkoopprijsverschillen","P","","","WKprInhInh","Multivers_V32_2017.xaf-7080"
"Multivers_V32_2017.xaf","7090","Kostprijs Inkopen diversen","P","","","WKprInhInh","Multivers_V32_2017.xaf-7090"
"Multivers_V32_2017.xaf","7510","Kostprijs Materiaal (Tuinaanleg en Onderhoud)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7510"
"Multivers_V32_2017.xaf","7512","Kostprijs Materiaal (Aanleg- en constructiewerk)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7512"
"Multivers_V32_2017.xaf","7515","Kostprijs Materiaal (Bestrating en Montage)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7515"
"Multivers_V32_2017.xaf","7520","Kostprijs Uren (Tuinaanleg en Onderhoud)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7520"
"Multivers_V32_2017.xaf","7522","Kostprijs Uren (Aanleg- en constructiewerk)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7522"
"Multivers_V32_2017.xaf","7525","Kostprijs Uren (Bestrating en Montage)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7525"
"Multivers_V32_2017.xaf","7530","Kostprijs Werk Derden (Tuinaanleg en Onderhoud)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7530"
"Multivers_V32_2017.xaf","7532","Kostprijs Werk Derden (Aanleg- en constructiewerk)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7532"
"Multivers_V32_2017.xaf","7535","Kostprijs Werk Derden  (Bestrating en Montage)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7535"
"Multivers_V32_2017.xaf","7540","Kostprijs Diversen (Tuinaanleg en Onderhoud)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7540"
"Multivers_V32_2017.xaf","7542","Kostprijs Diversen (Aanleg- en constructiewerk)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7542"
"Multivers_V32_2017.xaf","7545","Kostprijs Diversen (Bestrating en Montage)","P","","","WKprInpInp","Multivers_V32_2017.xaf-7545"
"Multivers_V32_2017.xaf","8000","Opbrengst kamerplanten","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8000"
"Multivers_V32_2017.xaf","8010","Opbrengst aardewerk","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8010"
"Multivers_V32_2017.xaf","8020","Opbrengst tuinmeubelen","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8020"
"Multivers_V32_2017.xaf","8030","Opbrengst tuingereedschap","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8030"
"Multivers_V32_2017.xaf","8040","Opbrengst overige tuinbenodigdheden","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8040"
"Multivers_V32_2017.xaf","8050","Opbrengst vijvers en toebehoren","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8050"
"Multivers_V32_2017.xaf","8060","Opbrengst onderhoud","P","","","WOmzNodOdh","Multivers_V32_2017.xaf-8060"
"Multivers_V32_2017.xaf","8070","Opbrengst tuinaanleg en bestrating","P","","","WOmzNodOdh","Multivers_V32_2017.xaf-8070"
"Multivers_V32_2017.xaf","8090","Opbrengst diversen","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8090"
"Multivers_V32_2017.xaf","8600","Opbrengst projecten","P","","","WOmzNohOlh","Multivers_V32_2017.xaf-8600"
"Multivers_V32_2017.xaf","9030","Betalingsverschillen debiteur","P","","","WBedAdlBet","Multivers_V32_2017.xaf-9030"
"Multivers_V32_2017.xaf","9035","Betalingsverschillen crediteur","P","","","WBedAdlBet","Multivers_V32_2017.xaf-9035"
"Multivers_V32_2017.xaf","9040","Verkoopresultaat imm. vaste activa","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9040"
"Multivers_V32_2017.xaf","9041","Verkoopresultaat bedrijfsgebouwen","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9041"
"Multivers_V32_2017.xaf","9042","Verkoopresultaat bedrijfsterreinen","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9042"
"Multivers_V32_2017.xaf","9043","Verkoopresultaat computers  en software","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9043"
"Multivers_V32_2017.xaf","9044","Verkoopresultaat machines en installaties","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9044"
"Multivers_V32_2017.xaf","9045","Verkoopresultaat transportmiddelen","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9045"
"Multivers_V32_2017.xaf","9046","Verkoopresultaat inventaris","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9046"
"Multivers_V32_2017.xaf","9050","Betalingskortingen debiteuren","P","","","WKprBtkBed","Multivers_V32_2017.xaf-9050"
"Multivers_V32_2017.xaf","9055","Betalingskortingen crediteuren","P","","","WKprBtkBec","Multivers_V32_2017.xaf-9055"
"Multivers_V32_2017.xaf","9070","Koersverschillen","P","","","WFbeWisWis","Multivers_V32_2017.xaf-9070"
"Multivers_V32_2017.xaf","9080","Herwaardering voorraad","P","","","WOmzNooNdo","Multivers_V32_2017.xaf-9080"
"Multivers_V32_2017.xaf","9090","Diverse baten en lasten","P","","","WBbeBubBub","Multivers_V32_2017.xaf-9090"
"Multivers_V32_2017.xaf","9170","Kasverschillen","P","","","WBedAdlKav","Multivers_V32_2017.xaf-9170"
"Multivers_V32_2017.xaf","9300","Verkoopresultaten vaste activa","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9300"
"Multivers_V32_2017.xaf","9800","Verkoopwinst imm. vaste activa","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9800"
"Multivers_V32_2017.xaf","9810","Verkoopwinst materi�le. vaste activa","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9810"
"Multivers_V32_2017.xaf","9900","Verkoopresultaten imm. vaste activa","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9900"
"Multivers_V32_2017.xaf","9910","Verkoopverlies materi�le vaste activa","P","","","WOvbOvoOvo","Multivers_V32_2017.xaf-9910"
"ExactOnline_V32_2016.xaf","0310","Geplaatst kapitaal","B","11","Materiële vaste activa","BEivGokGea","ExactOnline_V32_2016.xaf-0310"
"ExactOnline_V32_2016.xaf","1101","473677091","B","16","Liquide middelen","BLimBanRba","ExactOnline_V32_2016.xaf-1101"
"ExactOnline_V32_2016.xaf","5110","Afschrijvingskosten gebouwen","P","42","Afschrijvingen","WAfsAmvBeg","ExactOnline_V32_2016.xaf-5110"
"ExactOnline_V32_2016.xaf","5300","Resultaat verkoop activa","P","42","Afschrijvingen","WAfsRvmBei","ExactOnline_V32_2016.xaf-5300"
"ExactOnline_V32_2016.xaf","8900","Overige bedrijfsopbrengsten","P","30","Omzet","WOmzNopOlh","ExactOnline_V32_2016.xaf-8900"
"ExactOnline_V32_2016.xaf","1670","Tussenrekening assurantiën","B","22","Schulden","BVorOvrOvk","ExactOnline_V32_2016.xaf-1670"
"ExactOnline_V32_2016.xaf","9405","Inkoopkortingen","P","44","Financieel opbrengsten en kosten","WKprIebIeb","ExactOnline_V32_2016.xaf-9405"
"ExactOnline_V32_2016.xaf","0300","Gebouwen","B","11","Materiële vaste activa","BMvaBegVvp","ExactOnline_V32_2016.xaf-0300"
"ExactOnline_V32_2016.xaf","1300","Debiteuren","B","14","Kortlopende vorderingen","BVorDebHad","ExactOnline_V32_2016.xaf-1300"
"ExactOnline_V32_2016.xaf","5130","Afschrijvingskosten bedrijfsinventaris","P","42","Afschrijvingen","WAfsAmvBei","ExactOnline_V32_2016.xaf-5130"
"ExactOnline_V32_2016.xaf","9400","Verkoopkortingen","P","44","Financieel opbrengsten en kosten","WOmzKebVek","ExactOnline_V32_2016.xaf-9400"
"ExactOnline_V32_2016.xaf","7100","Inkoopkosten","P","40","Kostprijs verkopen","WKprInhInh","ExactOnline_V32_2016.xaf-7100"
"ExactOnline_V32_2016.xaf","3330","Voorraad supplementen","B","13","Voorraden","","ExactOnline_V32_2016.xaf-3330"
"ExactOnline_V32_2016.xaf","5510","Exploitatiekosten","P","43","Overige bedrijfskosten","WBedEemOee","ExactOnline_V32_2016.xaf-5510"
"ExactOnline_V32_2016.xaf","9415","Betalingsverschillen inkoop","P","","","WBedAdlBet","ExactOnline_V32_2016.xaf-9415"
"ExactOnline_V32_2016.xaf","9410","Betalingsverschillen verkoop","P","43","Overige bedrijfskosten","WBedAdlBet","ExactOnline_V32_2016.xaf-9410"
"ExactOnline_V32_2016.xaf","4040","Pensioenlasten","P","","","WPerPenDpe","ExactOnline_V32_2016.xaf-4040"
"ExactOnline_V32_2016.xaf","0700","Eigen vermogen/Aandelenkapitaal","B","20","Eigen vermogen","BEivGokGea","ExactOnline_V32_2016.xaf-0700"
"ExactOnline_V32_2016.xaf","1500","Af te dragen BTW hoog","B","22","Schulden","BVorBtwTtv","ExactOnline_V32_2016.xaf-1500"
"ExactOnline_V32_2016.xaf","2200","Nog te ontvangen facturen/goederen","B","22","Schulden","BSchOpaNto","ExactOnline_V32_2016.xaf-2200"
"ExactOnline_V32_2016.xaf","3000","Voorraad handelsgoederen","B","13","Voorraden","BVrdHanVoo","ExactOnline_V32_2016.xaf-3000"
"ExactOnline_V32_2016.xaf","9001","VAT test","P","","","WKprInpInp","ExactOnline_V32_2016.xaf-9001"
"ExactOnline_V32_2016.xaf","8320","Omzet outdoor sports","P","30","Omzet","WOmzNopOlh","ExactOnline_V32_2016.xaf-8320"
"ExactOnline_V32_2016.xaf","4900","Werkkostenregeling","P","41","Personeelskosten","WPerWkfOwr","ExactOnline_V32_2016.xaf-4900"
"ExactOnline_V32_2016.xaf","8330","Omzet sports supplementen","P","30","Omzet","WOmzNopOlh","ExactOnline_V32_2016.xaf-8330"
"ExactOnline_V32_2016.xaf","4901","Diverse personeelsbeloningen","P","41","Personeelskosten","WPerOvpOvp","ExactOnline_V32_2016.xaf-4901"
"ExactOnline_V32_2016.xaf","0301","Afschrijving gebouwen","B","11","Materiële vaste activa","BMvaBegCae","ExactOnline_V32_2016.xaf-0301"
"ExactOnline_V32_2016.xaf","9150","Resultaat correcties BTW aangifte","P","44","Financieel opbrengsten en kosten","WPerWkoCiB","ExactOnline_V32_2016.xaf-9150"
"ExactOnline_V32_2016.xaf","7330","Kostprijs verkopen supplementen","P","40","Kostprijs verkopen","WKprInhInh","ExactOnline_V32_2016.xaf-7330"
"ExactOnline_V32_2016.xaf","7400","Assemblage","P","40","Kostprijs verkopen","WKprKuwKuw","ExactOnline_V32_2016.xaf-7400"
"ExactOnline_V32_2016.xaf","0750","Overige reserve","B","20","Eigen vermogen","BEivOreOvw","ExactOnline_V32_2016.xaf-0750"
"ExactOnline_V32_2016.xaf","9200","Rekenverschillen","P","44","Financieel opbrengsten en kosten","WOvbOvoOvo","ExactOnline_V32_2016.xaf-9200"
"ExactOnline_V32_2016.xaf","5590","Overige kosten","P","43","Overige bedrijfskosten","WBedOrgOok","ExactOnline_V32_2016.xaf-5590"
"ExactOnline_V32_2016.xaf","1510","Af te dragen BTW laag","B","22","Schulden","BVorBtwTtv","ExactOnline_V32_2016.xaf-1510"
"ExactOnline_V32_2016.xaf","2000","Vraagposten","B","22","Schulden","BSchOpaNtb","ExactOnline_V32_2016.xaf-2000"
"ExactOnline_V32_2016.xaf","9300","Valutaverschillen","P","44","Financieel opbrengsten en kosten","WFbeWisWis","ExactOnline_V32_2016.xaf-9300"
"ExactOnline_V32_2016.xaf","2400","Goederen onderweg","B","","","BVrdHanVoo","ExactOnline_V32_2016.xaf-2400"
"ExactOnline_V32_2016.xaf","0800","Voorziening pensioenen DGA","B","","","BVrzVvpVpd","ExactOnline_V32_2016.xaf-0800"
"ExactOnline_V32_2016.xaf","9265","Activa afstoting resultaat","P","46","Uitzonderlijke opbrengsten en kosten","WAfsRvmBei","ExactOnline_V32_2016.xaf-9265"
"ExactOnline_V32_2016.xaf","8310","Omzet indoor sports","P","30","Omzet","WOmzNopOlh","ExactOnline_V32_2016.xaf-8310"
"ExactOnline_V32_2016.xaf","1000","Kas","B","16","Liquide middelen","BLimKasKas","ExactOnline_V32_2016.xaf-1000"
"ExactOnline_V32_2016.xaf","9270","Activa realisatie winst","P","46","Uitzonderlijke opbrengsten en kosten","WAfsRvmBei","ExactOnline_V32_2016.xaf-9270"
"ExactOnline_V32_2016.xaf","1599","Tussenrekening correcties BTW aangifte","B","22","Schulden","BVorBtwTtv","ExactOnline_V32_2016.xaf-1599"
"ExactOnline_V32_2016.xaf","0860","Activa herwaarderingen","B","20","Eigen vermogen","BEivHerHew","ExactOnline_V32_2016.xaf-0860"
"ExactOnline_V32_2016.xaf","0440","Bedrijfsinventaris","B","11","Materiële vaste activa","BMvaBeiVvp","ExactOnline_V32_2016.xaf-0440"
"ExactOnline_V32_2016.xaf","0420","Transport en vervoermiddelen","B","11","Materiële vaste activa","BMvaTevVvp","ExactOnline_V32_2016.xaf-0420"
"ExactOnline_V32_2016.xaf","0485","Herwaardering bedrijfsinventaris","B","11","Materiële vaste activa","BMvaBeiCuh","ExactOnline_V32_2016.xaf-0485"
"ExactOnline_V32_2016.xaf","1830","vakantiegeld","B","","","BSchSalTvg","ExactOnline_V32_2016.xaf-1830"
"ExactOnline_V32_2016.xaf","4100","Sociale lasten","P","","","WPerSolPsv","ExactOnline_V32_2016.xaf-4100"
"ExactOnline_V32_2016.xaf","8110","Omzet buitenland leveringen buiten de EU","P","30","Omzet","WOmzNohOln","ExactOnline_V32_2016.xaf-8110"
"ExactOnline_V32_2016.xaf","5403","Kosten ontwikkeling","P","","","WBedOrgOeo","ExactOnline_V32_2016.xaf-5403"
"ExactOnline_V32_2016.xaf","1100","Bank","B","16","Liquide middelen","BLimBanRba","ExactOnline_V32_2016.xaf-1100"
"ExactOnline_V32_2016.xaf","0110","Personeelsactiviteiten ""buitenshuis""","B","10","Immateriële vaste activa","BMvaObeVvp","ExactOnline_V32_2016.xaf-0110"
"ExactOnline_V32_2016.xaf","0480","Herwaarderingen transport- en vervoersmiddelen","B","11","Materiële vaste activa","BMvaTevCuh","ExactOnline_V32_2016.xaf-0480"
"ExactOnline_V32_2016.xaf","1700","Loonheffingen","B","","","BSchLheAfb","ExactOnline_V32_2016.xaf-1700"
"ExactOnline_V32_2016.xaf","9275","Activa realisatie verlies","P","46","Uitzonderlijke opbrengsten en kosten","WAfsRvmBei","ExactOnline_V32_2016.xaf-9275"
"ExactOnline_V32_2016.xaf","8010","Omzet binnenland laag tarief","P","30","Omzet","WOmzNohOli","ExactOnline_V32_2016.xaf-8010"
"ExactOnline_V32_2016.xaf","1520","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","ExactOnline_V32_2016.xaf-1520"
"ExactOnline_V32_2016.xaf","2300","uitgestelde omzet","B","","","BSchOvsOvs","ExactOnline_V32_2016.xaf-2300"
"ExactOnline_V32_2016.xaf","9260","Activa verkoop resultaat","P","46","Uitzonderlijke opbrengsten en kosten","WAfsRvmBei","ExactOnline_V32_2016.xaf-9260"
"ExactOnline_V32_2016.xaf","4010","vakantiegeld","P","","","WPerLesVag","ExactOnline_V32_2016.xaf-4010"
"ExactOnline_V32_2016.xaf","5120","Afschrijvingskosten transport en vervoermiddelen","P","42","Afschrijvingen","WAfsAmvTev","ExactOnline_V32_2016.xaf-5120"
"ExactOnline_V32_2016.xaf","1512","Af te dragen BTW verwerving goederen binnen EU","B","22","Schulden","BVorBtwTtv","ExactOnline_V32_2016.xaf-1512"
"ExactOnline_V32_2016.xaf","0450","Afschrijving bedrijfsinventaris","B","11","Materiële vaste activa","BMvaBeiCae","ExactOnline_V32_2016.xaf-0450"
"ExactOnline_V32_2016.xaf","1600","Crediteuren","B","22","Schulden","BSchCreHac","ExactOnline_V32_2016.xaf-1600"
"ExactOnline_V32_2016.xaf","9000","test grootboekrekening","P","","","WKprInpInp","ExactOnline_V32_2016.xaf-9000"
"ExactOnline_V32_2016.xaf","2100","Netto lonen","B","","","BSchSalNet","ExactOnline_V32_2016.xaf-2100"
"ExactOnline_V32_2016.xaf","1310","Voorziening oninbare debiteuren","B","14","Kortlopende vorderingen","BVorDebVdd","ExactOnline_V32_2016.xaf-1310"
"ExactOnline_V32_2016.xaf","4000","Bruto lonen","P","","","WPerLesLon","ExactOnline_V32_2016.xaf-4000"
"ExactOnline_V32_2016.xaf","7310","Kostprijs verkopen indoor sports","P","40","Kostprijs verkopen","WKprInhInh","ExactOnline_V32_2016.xaf-7310"
"ExactOnline_V32_2016.xaf","0430","Afschrijving transport en vervoermiddelen","B","11","Materiële vaste activa","BMvaTevCae","ExactOnline_V32_2016.xaf-0430"
"ExactOnline_V32_2016.xaf","7300","Kostprijs verkopen overig","P","40","Kostprijs verkopen","WKprInhInh","ExactOnline_V32_2016.xaf-7300"
"ExactOnline_V32_2016.xaf","3320","Voorraad outdoor sports","B","13","Voorraden","","ExactOnline_V32_2016.xaf-3320"
"ExactOnline_V32_2016.xaf","1295","Niet toegewezen","B","16","Liquide middelen","BSchOvsOvs","ExactOnline_V32_2016.xaf-1295"
"ExactOnline_V32_2016.xaf","5560","Bankkosten","P","43","Overige bedrijfskosten","WBedAdlBan","ExactOnline_V32_2016.xaf-5560"
"ExactOnline_V32_2016.xaf","3700","Voorraadherwaardering","B","13","Voorraden","BVrdHanHvv","ExactOnline_V32_2016.xaf-3700"
"ExactOnline_V32_2016.xaf","7200","Prijsverschillen","P","40","Kostprijs verkopen","WKprInhInh","ExactOnline_V32_2016.xaf-7200"
"ExactOnline_V32_2016.xaf","3600","Goederen in bewerking","B","13","Voorraden","BVrdHalVoo","ExactOnline_V32_2016.xaf-3600"
"ExactOnline_V32_2016.xaf","5530","Autokosten","P","43","Overige bedrijfskosten","WBedAutOak","ExactOnline_V32_2016.xaf-5530"
"ExactOnline_V32_2016.xaf","005","Goodwill","B","","","BIvaGooCae","ExactOnline_V32_2016.xaf-005"
"ExactOnline_V32_2016.xaf","8000","Omzet binnenland hoog tarief","P","30","Omzet","WOmzNohOle","ExactOnline_V32_2016.xaf-8000"
"ExactOnline_V32_2016.xaf","8020","Omzet binnenland nultarief","P","30","Omzet","WOmzNohOli","ExactOnline_V32_2016.xaf-8020"
"ExactOnline_V32_2016.xaf","0770","Onverdeeld resultaat over dit jaar","B","20","Eigen vermogen","BEivOreRvh","ExactOnline_V32_2016.xaf-0770"
"ExactOnline_V32_2016.xaf","1102","bank test","B","16","Liquide middelen","BLimBanRba","ExactOnline_V32_2016.xaf-1102"
"ExactOnline_V32_2016.xaf","3310","Voorraad indoor sports","B","13","Voorraden","","ExactOnline_V32_2016.xaf-3310"
"ExactOnline_V32_2016.xaf","9002","AP test","B","","","BSchCreHac","ExactOnline_V32_2016.xaf-9002"
"ExactOnline_V32_2016.xaf","1290","Kruisposten liquide middelen","B","16","Liquide middelen","BLimKruSto","ExactOnline_V32_2016.xaf-1290"
"ExactOnline_V32_2016.xaf","1511","Af te dragen BTW levering buiten EU (invoer)","B","22","Schulden","BVorBtwTtv","ExactOnline_V32_2016.xaf-1511"
"ExactOnline_V32_2016.xaf","8100","Omzet buitenland intracommunautair","P","30","Omzet","WOmzNohOle","ExactOnline_V32_2016.xaf-8100"
"ExactOnline_V32_2016.xaf","5550","Algemene kosten","P","43","Overige bedrijfskosten","WBedAlkOal","ExactOnline_V32_2016.xaf-5550"
"ExactOnline_V32_2016.xaf","2900","Tussenrekening beginbalans","B","22","Schulden","BSchOvsOvs","ExactOnline_V32_2016.xaf-2900"
"ExactOnline_V32_2016.xaf","9250","Resultaat activa herwaarderingen","P","46","Uitzonderlijke opbrengsten en kosten","WAfsOwmBeg","ExactOnline_V32_2016.xaf-9250"
"ExactOnline_V32_2016.xaf","1513","BTW prive-gebruik","B","22","Schulden","BVorBtwTtv","ExactOnline_V32_2016.xaf-1513"
"ExactOnline_V32_2016.xaf","5520","Kantoorkosten","P","43","Overige bedrijfskosten","WBedKanOka","ExactOnline_V32_2016.xaf-5520"
"ExactOnline_V32_2016.xaf","7320","Kostprijs verkopen outdoor sports","P","40","Kostprijs verkopen","WKprInhInh","ExactOnline_V32_2016.xaf-7320"
"ExactOnline_V32_2016.xaf","5500","Huisvestingskosten","P","43","Overige bedrijfskosten","WBedHuiOhv","ExactOnline_V32_2016.xaf-5500"
"ExactOnline_V32_2016.xaf","5540","Verkoopkosten","P","43","Overige bedrijfskosten","WBedVkkOvr","ExactOnline_V32_2016.xaf-5540"
"XmlAuditfileFinancieel3.2_test.xaf","String","String","B","String","String","String","XmlAuditfileFinancieel3.2_test.xaf-String"
