%manager_id,GW,GW_points,benched_points,gw_rank,transfers,hits,total_points,overall_rank,team_value,Chips Used,bulk_rank
2015160,4,62,3,2992104,3,4,310,192355,101,"","Top 1mil"
3364390,12,89,3,114353,3,4,789,157159,102.4,"","Top 1mil"
125462,12,88,12,139307,3,4,775,247592,101.6,"","Top 1mil"
125462,16,65,22,2635248,3,4,1041,94134,103.3,"","Top 100k"
1777548,12,70,8,1810624,3,4,801,100353,104.2,"","Top 1mil"
1777548,16,61,5,3433015,3,4,1019,193644,105.1,"","Top 1mil"
631628,8,71,6,278309,3,4,475,1183493,102,"","Top 10mil"
631628,18,55,0,1622564,3,4,1061,765571,104.8,"","Top 1mil"
631628,21,62,1,1613873,3,4,1216,622758,104.6,"","Top 1mil"
6097006,19,41,0,3331759,3,4,1103,770386,103.9,"","Top 1mil"
6097006,21,78,2,615883,3,4,1226,541412,103.9,"","Top 1mil"
3142961,22,66,0,1672656,3,4,1280,567000,102.3,"","Top 1mil"
1818807,3,62,4,2307124,3,4,213,1164475,100.7,"","Top 10mil"
1818807,13,40,10,5512121,3,4,745,1416889,102.4,"","Top 10mil"
5383714,6,30,4,7441176,3,4,351,2265588,99.8,"","Top 10mil"
3060005,5,59,17,3239760,3,4,338,957701,100.5,"","Top 1mil"
3060005,16,55,0,4679653,3,4,970,609529,103,"","Top 1mil"
3060005,26,122,4,1339341,3,4,1485,1089991,100.7,"","Top 10mil"
4329760,25,61,0,1811239,3,4,1325,1728902,102.7,"","Top 10mil"
1174308,6,51,7,1891034,2,4,460,4139,101.9,"","Top 10k"
1174308,20,32,0,5790726,2,4,1321,4329,104.6,"","Top 10k"
1174308,21,86,0,219393,2,4,1403,3571,104.1,"","Top 10k"
1174308,27,34,10,3616656,2,4,1842,2272,104.3,"","Top 10k"
272984,8,56,1,2613127,2,4,510,348385,101.3,"","Top 1mil"
272984,9,69,17,3856110,2,4,575,689496,101.2,"","Top 1mil"
272984,18,65,0,515997,2,4,1197,18603,103.7,"","Top 100k"
272984,27,47,1,1401863,2,4,1837,2854,104.5,"","Top 10k"
49759,5,52,2,4913753,2,4,349,633801,100.6,"","Top 1mil"
49759,17,78,0,93462,2,4,1096,112293,104.1,"","Top 1mil"
49759,18,56,0,1447450,2,4,1148,122997,104.4,"","Top 1mil"
2015160,12,74,7,1167936,2,4,797,116334,103.5,"","Top 1mil"
2015160,13,61,0,898699,2,4,854,106113,104,"","Top 1mil"
2015160,19,58,0,798397,2,4,1216,64219,105.1,"","Top 100k"
2015160,22,99,2,52377,2,4,1431,20545,105.7,"","Top 100k"
1767909,18,60,0,951931,2,4,1131,193180,104.1,"","Top 1mil"
1767909,19,51,0,1562291,2,4,1178,191014,103.8,"","Top 1mil"
1767909,27,50,0,1055481,2,4,1755,47974,104.8,"","Top 100k"
3364390,9,83,11,2042043,2,4,597,321609,101.3,"","Top 1mil"
3364390,13,63,0,683213,2,4,848,132311,102.8,"","Top 1mil"
3364390,15,50,4,2407188,2,4,962,139229,103,"","Top 1mil"
3364390,17,63,0,1025611,2,4,1090,136584,104,"","Top 1mil"
3364390,22,79,4,555175,2,4,1410,42391,104.7,"","Top 100k"
3364390,24,59,7,2964814,2,4,1490,87902,105.4,"","Top 100k"
125462,5,50,2,5365283,2,4,355,488928,100.7,"","Top 1mil"
125462,7,48,8,1554808,2,4,447,470012,100.9,"","Top 1mil"
125462,8,58,5,2100557,2,4,501,514734,101.1,"","Top 1mil"
125462,19,51,0,1562291,2,4,1196,120525,103.4,"","Top 1mil"
125462,20,54,6,913473,2,4,1246,97302,103.6,"","Top 100k"
125462,21,81,5,437772,2,4,1323,85735,103.6,"","Top 100k"
125462,22,55,7,3567941,2,4,1374,112338,104,"","Top 1mil"
44922,4,55,6,4642559,2,4,281,855318,100.3,"","Top 1mil"
44922,10,72,22,111147,2,4,664,138850,101.8,"","Top 1mil"
44922,22,44,23,5948629,2,4,1433,18872,104.1,"","Top 100k"
44922,23,38,10,3399317,2,4,1467,19358,104.5,"","Top 100k"
1777548,4,66,7,2077179,2,4,309,206394,101,"","Top 1mil"
1777548,19,32,0,5358038,2,4,1173,216495,105.3,"","Top 1mil"
1777548,23,25,10,7669474,2,4,1366,263193,105.8,"","Top 1mil"
1777548,25,56,2,2629673,2,4,1500,246130,106.5,"","Top 1mil"
661771,9,69,12,3856110,2,4,574,703971,100.8,"","Top 1mil"
661771,21,59,2,1838006,2,4,1291,179689,104.4,"","Top 1mil"
661771,24,70,4,1603426,2,4,1456,180647,105.2,"","Top 1mil"
631628,2,71,8,1244841,2,4,130,2702954,100.2,"","Top 10mil"
631628,5,58,6,3447969,2,4,323,1517512,101.2,"","Top 10mil"
631628,15,41,2,5041022,2,4,870,1154900,104.2,"","Top 10mil"
631628,23,36,19,4102970,2,4,1292,772469,104.6,"","Top 1mil"
631628,25,52,0,3435284,2,4,1425,667745,105,"","Top 1mil"
6097006,23,51,5,581989,2,4,1342,388832,104.5,"","Top 1mil"
6097006,27,43,0,1960238,2,4,1587,617898,105,"","Top 1mil"
3142961,5,57,8,3693057,2,4,354,505970,100.7,"","Top 1mil"
5383714,23,39,6,3066991,2,4,1254,1182536,100.3,"","Top 10mil"
3060005,2,66,10,1932270,2,4,147,1488339,100.5,"","Top 10mil"
3060005,7,46,6,1972133,2,4,440,623176,101,"","Top 1mil"
3060005,8,62,6,1235190,2,4,498,576882,101,"","Top 1mil"
3060005,17,55,3,2376921,2,4,1021,657206,102.9,"","Top 1mil"
3060005,18,85,0,20670,2,4,1102,373432,102.8,"","Top 1mil"
3060005,19,31,11,5598100,2,4,1129,513466,102.5,"","Top 1mil"
3060005,24,21,0,8613792,2,4,1293,1475337,101.2,"","Top 10mil"
3060005,27,43,8,1960238,2,4,1524,1091287,100.6,"","Top 10mil"
4329760,4,59,8,3673194,2,4,227,3628700,99.9,"","Top 10mil"
4329760,7,37,6,4512746,2,4,355,3860798,100.5,"","Top 10mil"
4329760,8,68,0,465344,2,4,419,3227204,100.4,"","Top 10mil"
4329760,10,28,1,7728266,2,4,539,2904560,101.2,"","Top 10mil"
4329760,17,44,0,4883229,2,4,914,2555233,102.3,"","Top 10mil"
4329760,26,99,8,3126340,2,4,1420,1790611,102.3,"","Top 10mil"
3364390,4,75,7,681202,3,8,309,209095,100.9,"","Top 1mil"
3364390,16,77,4,813777,3,8,1031,134415,103.4,"","Top 1mil"
3364390,18,79,0,62793,3,8,1161,81561,104.2,"","Top 100k"
3364390,20,43,9,2798368,3,8,1266,52234,104.5,"","Top 100k"
3364390,21,81,13,463926,4,12,1335,61281,104,"","Top 100k"
1777548,10,58,2,964745,3,8,670,103796,103.2,"","Top 1mil"
631628,13,56,1,1669411,3,8,772,896881,104,"","Top 1mil"
6097006,10,51,6,2134173,3,8,590,1385739,101.6,"","Top 10mil"
6097006,16,89,7,117148,3,8,976,541316,103.5,"","Top 1mil"
1818807,10,40,7,5016452,3,8,593,1305323,101.9,"","Top 10mil"
4329760,5,67,6,1532514,3,8,286,3343893,99.8,"","Top 10mil"
4329760,6,48,2,2715108,4,12,322,3672859,100.2,"","Top 10mil"
4329760,11,50,7,2414871,3,8,581,2936332,101.4,"","Top 10mil"
4329760,12,79,10,634407,3,8,652,2592685,101.5,"","Top 10mil"
4329760,18,69,0,305792,3,8,975,2164054,102.2,"","Top 10mil"
4329760,21,37,6,6146706,3,8,1095,2253082,101.9,"","Top 10mil"
4329760,22,55,12,3601046,3,8,1142,2343044,102,"","Top 10mil"
1174308,8,67,9,491136,0,0,575,1511,101.2,"wildcard","Top 10k"
1174308,19,62,5,470779,0,0,1293,1468,104.7,"freehit","Top 10k"
1174308,26,142,14,315932,2,4,1812,840,104.4,"3xc","Top 10k"
272984,20,63,5,225289,0,0,1337,1739,103,"wildcard","Top 10k"
272984,26,135,2,613302,3,4,1794,2061,104.6,"3xc","Top 10k"
49759,19,54,0,1113233,0,0,1202,101087,102.8,"wildcard","Top 1mil"
49759,26,133,7,673704,0,0,1738,19104,104.5,"wildcard","Top 100k"
49759,27,53,8,700899,0,0,1791,16730,104.7,"freehit","Top 100k"
2015160,7,59,9,228461,0,0,488,31181,102,"wildcard","Top 100k"
2015160,26,127,17,1051263,3,8,1723,30746,105.6,"3xc","Top 100k"
1767909,16,70,14,1616182,0,0,1026,153940,104,"wildcard","Top 1mil"
1767909,26,144,3,256024,2,4,1709,45238,105,"3xc","Top 100k"
3364390,8,59,8,1701265,0,0,518,235024,100.8,"wildcard","Top 1mil"
3364390,19,70,21,157496,0,0,1231,37198,104.8,"freehit","Top 100k"
3364390,26,133,5,724552,6,20,1687,78424,105.1,"3xc","Top 100k"
3364390,27,51,6,888300,0,0,1738,72817,105.1,"freehit","Top 100k"
125462,9,75,3,3037211,0,0,576,668975,100.7,"wildcard","Top 1mil"
125462,26,144,15,268457,4,8,1674,102624,104.6,"3xc","Top 1mil"
125462,27,60,6,257048,0,0,1734,79056,104.6,"freehit","Top 100k"
44922,7,52,8,800710,0,0,454,334845,100.8,"wildcard","Top 1mil"
44922,20,48,1,1626156,0,0,1309,8303,105.1,"freehit","Top 10k"
44922,21,84,9,279285,0,0,1393,6014,103.6,"wildcard","Top 10k"
44922,26,82,6,4659396,2,4,1675,99539,105.1,"3xc","Top 100k"
44922,27,53,12,700899,0,0,1728,88604,105,"freehit","Top 100k"
1777548,7,41,4,3075801,0,0,467,162894,101.5,"wildcard","Top 1mil"
1777548,26,147,22,183728,2,4,1643,178547,106.4,"3xc","Top 1mil"
1777548,27,52,13,795255,0,0,1695,161945,106.3,"freehit","Top 1mil"
661771,4,77,5,418813,0,0,279,901155,99.9,"wildcard","Top 1mil"
661771,19,54,5,1113233,0,0,1207,85323,105.1,"freehit","Top 100k"
661771,26,149,8,148488,3,8,1638,192147,104.6,"3xc","Top 1mil"
661771,27,52,11,795255,0,0,1690,174393,104.7,"freehit","Top 1mil"
3976053,2,71,0,1210297,1,0,137,2123941,100.1,"bboost","Top 10mil"
3976053,19,68,9,212296,0,0,1139,426881,100.6,"freehit","Top 1mil"
3976053,26,127,19,1006262,0,0,1590,370899,101.3,"freehit","Top 1mil"
631628,3,66,9,1300987,0,0,196,1992257,101.1,"wildcard","Top 10mil"
631628,22,44,15,5787478,0,0,1260,740257,104.7,"freehit","Top 1mil"
631628,26,135,6,613302,3,8,1552,576431,105,"3xc","Top 1mil"
631628,27,52,16,795255,0,0,1604,519740,104.9,"freehit","Top 1mil"
6097006,5,61,10,2562959,0,0,335,1041346,100,"wildcard","Top 10mil"
6097006,26,82,7,4595339,0,0,1548,599867,105.1,"wildcard","Top 1mil"
3598744,10,38,16,5340392,0,0,596,1219190,101.5,"wildcard","Top 10mil"
3598744,22,49,9,4724121,0,0,1287,514995,104.5,"freehit","Top 1mil"
3142961,13,49,4,2975101,0,0,770,921200,100.5,"wildcard","Top 1mil"
3142961,19,63,14,416570,0,0,1135,457842,102.7,"freehit","Top 1mil"
3142961,26,135,12,601334,2,0,1552,572606,102.3,"3xc","Top 1mil"
1818807,5,82,5,131358,0,0,368,236507,100.7,"wildcard","Top 1mil"
1818807,21,69,4,1094691,0,0,1173,1061293,102.2,"wildcard","Top 10mil"
1818807,22,54,8,3631536,0,0,1227,1082277,103,"freehit","Top 10mil"
1818807,26,131,7,806309,2,4,1513,847490,103.7,"3xc","Top 1mil"
5383714,8,60,11,1485530,0,0,451,1987426,99.5,"wildcard","Top 10mil"
5383714,22,49,3,4724121,0,0,1219,1176433,100.2,"freehit","Top 10mil"
5383714,26,137,16,512157,2,0,1491,1031268,100.1,"3xc","Top 10mil"
3060005,9,72,9,3416663,0,0,570,796708,101,"wildcard","Top 1mil"
3060005,20,31,0,5833021,0,0,1160,579234,102.6,"freehit","Top 1mil"
3060005,22,71,4,1046824,0,0,1256,776268,100.9,"wildcard","Top 1mil"
2538292,19,39,0,3565564,0,0,1043,1611701,97.5,"wildcard","Top 10mil"
4329760,16,75,9,947382,0,0,874,2356117,101.6,"wildcard","Top 10mil"
4329760,19,66,2,279434,0,0,1041,1658516,102.5,"freehit","Top 10mil"
4329760,27,54,3,615851,0,0,1474,1590601,102.1,"freehit","Top 10mil"
