Calendar Year,Calendar Month,Product Subcategory,Plan Amt,Sales Territory Country,ProductKey,OrderDateKey,SalesTerritoryKey,Year Month,Sales Territory Group,Month Number
2013,"August","Mountain Bikes",97703.8983,"United Kingdom",353,20130801,10,"2013-Aug","Europe",8
2013,"August","Hydration Packs",369.421,"United Kingdom",487,20130801,10,"2013-Aug","Europe",8
2013,"August","Tires and Tubes",2382.7846,"United Kingdom",480,20130801,10,"2013-Aug","Europe",8
2013,"August","Bottles and Cages",767.0351,"United Kingdom",477,20130801,10,"2013-Aug","Europe",8
2013,"August","Caps",291.9069,"United Kingdom",225,20130801,10,"2013-Aug","Europe",8
2013,"August","Jerseys",1504.5335,"United Kingdom",228,20130801,10,"2013-Aug","Europe",8
2013,"August","Road Bikes",65811.2783,"United Kingdom",372,20130801,10,"2013-Aug","Europe",8
2013,"August","Helmets",3055.8018,"United Kingdom",214,20130802,10,"2013-Aug","Europe",8
2013,"August","Touring Bikes",61976.8081,"United Kingdom",560,20130802,10,"2013-Aug","Europe",8
2013,"August","Shorts",313.4604,"United Kingdom",474,20130803,10,"2013-Aug","Europe",8
2013,"August","Vests",355.4924,"United Kingdom",471,20130803,10,"2013-Aug","Europe",8
2013,"August","Fenders",221.4914,"United Kingdom",485,20130805,10,"2013-Aug","Europe",8
2013,"August","Gloves",137.1025,"United Kingdom",463,20130806,10,"2013-Aug","Europe",8
2013,"August","Cleaners",71.2105,"United Kingdom",484,20130808,10,"2013-Aug","Europe",8
2013,"August","Socks",50.3288,"United Kingdom",481,20130808,10,"2013-Aug","Europe",8
2013,"August","Bike Stands",356.0523,"United Kingdom",486,20130814,10,"2013-Aug","Europe",8
2013,"September","Mountain Bikes",62071.2718,"United Kingdom",353,20130901,10,"2013-Sep","Europe",9
2013,"September","Jerseys",1429.9252,"United Kingdom",228,20130901,10,"2013-Sep","Europe",9
2013,"September","Gloves",255.6619,"United Kingdom",463,20130901,10,"2013-Sep","Europe",9
2013,"September","Tires and Tubes",1970.7579,"United Kingdom",480,20130901,10,"2013-Sep","Europe",9
2013,"September","Hydration Packs",239.1937,"United Kingdom",487,20130901,10,"2013-Sep","Europe",9
2013,"September","Helmets",2252.5359,"United Kingdom",214,20130901,10,"2013-Sep","Europe",9
2013,"September","Caps",218.9847,"United Kingdom",225,20130901,10,"2013-Sep","Europe",9
2013,"September","Touring Bikes",56490.5111,"United Kingdom",560,20130901,10,"2013-Sep","Europe",9
2013,"September","Bottles and Cages",421.3185,"United Kingdom",477,20130901,10,"2013-Sep","Europe",9
2013,"September","Cleaners",55.329,"United Kingdom",484,20130901,10,"2013-Sep","Europe",9
2013,"September","Fenders",191.2158,"United Kingdom",485,20130903,10,"2013-Sep","Europe",9
2013,"September","Shorts",243.5522,"United Kingdom",475,20130903,10,"2013-Sep","Europe",9
2013,"September","Road Bikes",34703.4905,"United Kingdom",372,20130903,10,"2013-Sep","Europe",9
2013,"September","Socks",31.2835,"United Kingdom",481,20130905,10,"2013-Sep","Europe",9
2013,"September","Vests",165.7261,"United Kingdom",472,20130905,10,"2013-Sep","Europe",9
2013,"September","Bike Racks",208.7888,"United Kingdom",483,20130906,10,"2013-Sep","Europe",9
2013,"September","Bike Stands",276.6452,"United Kingdom",486,20130906,10,"2013-Sep","Europe",9
2013,"October","Tires and Tubes",2583.1368,"United Kingdom",480,20131001,10,"2013-Oct","Europe",10
2013,"October","Fenders",369.1523,"United Kingdom",485,20131001,10,"2013-Oct","Europe",10
2013,"October","Caps",291.9069,"United Kingdom",225,20131001,10,"2013-Oct","Europe",10
2013,"October","Jerseys",1887.3793,"United Kingdom",228,20131001,10,"2013-Oct","Europe",10
2013,"October","Helmets",3094.9787,"United Kingdom",214,20131001,10,"2013-Oct","Europe",10
2013,"October","Bottles and Cages",668.6281,"United Kingdom",477,20131001,10,"2013-Oct","Europe",10
2013,"October","Vests",426.5909,"United Kingdom",471,20131001,10,"2013-Oct","Europe",10
2013,"October","Touring Bikes",47018.7839,"United Kingdom",561,20131001,10,"2013-Oct","Europe",10
2013,"October","Mountain Bikes",88710.7796,"United Kingdom",353,20131002,10,"2013-Oct","Europe",10
2013,"October","Hydration Packs",492.5614,"United Kingdom",487,20131002,10,"2013-Oct","Europe",10
2013,"October","Road Bikes",72763.6802,"United Kingdom",372,20131002,10,"2013-Oct","Europe",10
2013,"October","Gloves",274.205,"United Kingdom",463,20131002,10,"2013-Oct","Europe",10
2013,"October","Bike Racks",671.7967,"United Kingdom",483,20131004,10,"2013-Oct","Europe",10
2013,"October","Socks",60.3945,"United Kingdom",481,20131004,10,"2013-Oct","Europe",10
2013,"October","Shorts",78.3651,"United Kingdom",475,20131005,10,"2013-Oct","Europe",10
2013,"October","Cleaners",44.5065,"United Kingdom",484,20131010,10,"2013-Oct","Europe",10
2013,"October","Bike Stands",356.0523,"United Kingdom",486,20131026,10,"2013-Oct","Europe",10
2013,"November","Road Bikes",61245.7816,"United Kingdom",374,20131101,10,"2013-Nov","Europe",11
2013,"November","Helmets",2130.7772,"United Kingdom",214,20131101,10,"2013-Nov","Europe",11
2013,"November","Jerseys",1382.9564,"United Kingdom",228,20131101,10,"2013-Nov","Europe",11
2013,"November","Mountain Bikes",60410.0955,"United Kingdom",353,20131101,10,"2013-Nov","Europe",11
2013,"November","Tires and Tubes",1817.6722,"United Kingdom",480,20131101,10,"2013-Nov","Europe",11
2013,"November","Bottles and Cages",553.3774,"United Kingdom",477,20131101,10,"2013-Nov","Europe",11
2013,"November","Caps",148.5968,"United Kingdom",225,20131101,10,"2013-Nov","Europe",11
2013,"November","Touring Bikes",44828.7405,"United Kingdom",560,20131101,10,"2013-Nov","Europe",11
2013,"November","Vests",165.7261,"United Kingdom",471,20131102,10,"2013-Nov","Europe",11
2013,"November","Gloves",298.2723,"United Kingdom",463,20131102,10,"2013-Nov","Europe",11
2013,"November","Fenders",229.4589,"United Kingdom",485,20131103,10,"2013-Nov","Europe",11
2013,"November","Bike Racks",313.1833,"United Kingdom",483,20131103,10,"2013-Nov","Europe",11
2013,"November","Socks",39.1044,"United Kingdom",481,20131104,10,"2013-Nov","Europe",11
2013,"November","Shorts",304.4402,"United Kingdom",474,20131104,10,"2013-Nov","Europe",11
2013,"November","Cleaners",48.4129,"United Kingdom",484,20131107,10,"2013-Nov","Europe",11
2013,"November","Hydration Packs",287.0325,"United Kingdom",487,20131110,10,"2013-Nov","Europe",11
2013,"November","Bike Stands",553.2904,"United Kingdom",486,20131114,10,"2013-Nov","Europe",11
2013,"December","Mountain Bikes",139108.1747,"United Kingdom",353,20131201,10,"2013-Dec","Europe",12
2013,"December","Tires and Tubes",2832.6421,"United Kingdom",480,20131201,10,"2013-Dec","Europe",12
2013,"December","Helmets",3173.3326,"United Kingdom",214,20131201,10,"2013-Dec","Europe",12
2013,"December","Jerseys",2068.7308,"United Kingdom",228,20131201,10,"2013-Dec","Europe",12
2013,"December","Bottles and Cages",845.2994,"United Kingdom",477,20131201,10,"2013-Dec","Europe",12
2013,"December","Gloves",575.8306,"United Kingdom",463,20131201,10,"2013-Dec","Europe",12
2013,"December","Hydration Packs",800.4122,"United Kingdom",487,20131201,10,"2013-Dec","Europe",12
2013,"December","Touring Bikes",65881.6602,"United Kingdom",560,20131201,10,"2013-Dec","Europe",12
2013,"December","Road Bikes",62939.4817,"United Kingdom",372,20131201,10,"2013-Dec","Europe",12
2013,"December","Fenders",442.9828,"United Kingdom",485,20131203,10,"2013-Dec","Europe",12
2013,"December","Bike Stands",356.0523,"United Kingdom",486,20131203,10,"2013-Dec","Europe",12
2013,"December","Caps",372.4329,"United Kingdom",225,20131203,10,"2013-Dec","Europe",12
2013,"December","Bike Racks",537.4374,"United Kingdom",483,20131204,10,"2013-Dec","Europe",12
2013,"December","Shorts",313.4604,"United Kingdom",474,20131205,10,"2013-Dec","Europe",12
2013,"December","Socks",90.5918,"United Kingdom",481,20131206,10,"2013-Dec","Europe",12
2013,"December","Cleaners",71.2105,"United Kingdom",484,20131208,10,"2013-Dec","Europe",12
2013,"December","Vests",213.2955,"United Kingdom",472,20131211,10,"2013-Dec","Europe",12
2013,"January","Mountain Bikes",31786.1883,"Germany",353,20130101,8,"2013-Jan","Europe",1
2013,"January","Bottles and Cages",205.0306,"Germany",477,20130101,8,"2013-Jan","Europe",1
2013,"January","Touring Bikes",18237.7059,"Germany",564,20130101,8,"2013-Jan","Europe",1
2013,"January","Road Bikes",31367.7928,"Germany",372,20130103,8,"2013-Jan","Europe",1
2013,"January","Helmets",700.1125,"Germany",214,20130103,8,"2013-Jan","Europe",1
2013,"January","Jerseys",669.7337,"Germany",228,20130103,8,"2013-Jan","Europe",1
2013,"January","Gloves",85.2206,"Germany",463,20130103,8,"2013-Jan","Europe",1
2013,"January","Tires and Tubes",403.554,"Germany",480,20130103,8,"2013-Jan","Europe",1
2013,"January","Caps",54.7462,"Germany",225,20130104,8,"2013-Jan","Europe",1
2013,"January","Fenders",95.6079,"Germany",485,20130104,8,"2013-Jan","Europe",1
2013,"January","Vests",220.9682,"Germany",471,20130104,8,"2013-Jan","Europe",1
2013,"January","Bike Racks",104.3944,"Germany",483,20130111,8,"2013-Jan","Europe",1
2013,"January","Hydration Packs",95.6775,"Germany",487,20130121,8,"2013-Jan","Europe",1
2013,"January","Bike Stands",138.3226,"Germany",486,20130128,8,"2013-Jan","Europe",1
2013,"January","Cleaners",6.9161,"Germany",484,20130129,8,"2013-Jan","Europe",1
2013,"February","Tires and Tubes",1780.5748,"Germany",480,20130201,8,"2013-Feb","Europe",2
2013,"February","Helmets",1762.9625,"Germany",214,20130201,8,"2013-Feb","Europe",2
2013,"February","Jerseys",982.8722,"Germany",228,20130201,8,"2013-Feb","Europe",2
2013,"February","Bottles and Cages",276.1532,"Germany",477,20130201,8,"2013-Feb","Europe",2
2013,"February","Mountain Bikes",29601.9948,"Germany",353,20130202,8,"2013-Feb","Europe",2
2013,"February","Caps",161.0521,"Germany",225,20130202,8,"2013-Feb","Europe",2
2013,"February","Cleaners",26.7039,"Germany",484,20130202,8,"2013-Feb","Europe",2
2013,"February","Bike Racks",268.7187,"Germany",483,20130203,8,"2013-Feb","Europe",2
2013,"February","Road Bikes",31484.7387,"Germany",374,20130204,8,"2013-Feb","Europe",2
2013,"February","Vests",142.197,"Germany",471,20130206,8,"2013-Feb","Europe",2
2013,"February","Gloves",109.682,"Germany",463,20130206,8,"2013-Feb","Europe",2
2013,"February","Touring Bikes",32789.7598,"Germany",561,20130207,8,"2013-Feb","Europe",2
2013,"February","Fenders",196.8812,"Germany",485,20130208,8,"2013-Feb","Europe",2
2013,"February","Bike Stands",178.0261,"Germany",486,20130214,8,"2013-Feb","Europe",2
2013,"March","Mountain Bikes",33836.2425,"Germany",353,20130301,8,"2013-Mar","Europe",3
2013,"March","Bottles and Cages",331.8525,"Germany",477,20130301,8,"2013-Mar","Europe",3
2013,"March","Helmets",1461.1044,"Germany",214,20130301,8,"2013-Mar","Europe",3
2013,"March","Jerseys",1162.0317,"Germany",228,20130301,8,"2013-Mar","Europe",3
2013,"March","Socks",7.8209,"Germany",481,20130301,8,"2013-Mar","Europe",3
2013,"March","Road Bikes",36547.4701,"Germany",372,20130301,8,"2013-Mar","Europe",3
2013,"March","Caps",156.4176,"Germany",225,20130301,8,"2013-Mar","Europe",3
2013,"March","Gloves",106.5258,"Germany",463,20130301,8,"2013-Mar","Europe",3
2013,"March","Shorts",182.6641,"Germany",474,20130302,8,"2013-Mar","Europe",3
2013,"March","Fenders",248.5805,"Germany",485,20130302,8,"2013-Mar","Europe",3
2013,"March","Tires and Tubes",1472.031,"Germany",480,20130302,8,"2013-Mar","Europe",3
2013,"March","Vests",165.7261,"Germany",471,20130302,8,"2013-Mar","Europe",3
2013,"March","Touring Bikes",23088.7843,"Germany",561,20130302,8,"2013-Mar","Europe",3
2013,"March","Cleaners",20.7484,"Germany",484,20130305,8,"2013-Mar","Europe",3
2013,"March","Bike Racks",417.5777,"Germany",483,20130313,8,"2013-Mar","Europe",3
2013,"March","Bike Stands",276.6452,"Germany",486,20130316,8,"2013-Mar","Europe",3
2013,"March","Hydration Packs",47.8387,"Germany",487,20130324,8,"2013-Mar","Europe",3
2013,"April","Mountain Bikes",42859.8695,"Germany",353,20130401,8,"2013-Apr","Europe",4
2013,"April","Bottles and Cages",503.131,"Germany",477,20130401,8,"2013-Apr","Europe",4
2013,"April","Helmets",1449.547,"Germany",214,20130401,8,"2013-Apr","Europe",4
2013,"April","Fenders",295.3218,"Germany",485,20130401,8,"2013-Apr","Europe",4
2013,"April","Tires and Tubes",1779.3432,"Germany",480,20130401,8,"2013-Apr","Europe",4
2013,"April","Touring Bikes",29591.3692,"Germany",561,20130401,8,"2013-Apr","Europe",4
2013,"April","Caps",191.2493,"Germany",225,20130401,8,"2013-Apr","Europe",4
2013,"April","Hydration Packs",246.2807,"Germany",487,20130402,8,"2013-Apr","Europe",4
2013,"April","Bike Stands",534.0784,"Germany",486,20130402,8,"2013-Apr","Europe",4
2013,"April","Jerseys",1025.4081,"Germany",228,20130402,8,"2013-Apr","Europe",4
2013,"April","Cleaners",53.4078,"Germany",484,20130403,8,"2013-Apr","Europe",4
2013,"April","Road Bikes",38905.8755,"Germany",374,20130403,8,"2013-Apr","Europe",4
2013,"April","Gloves",329.046,"Germany",463,20130406,8,"2013-Apr","Europe",4
2013,"April","Bike Racks",134.3593,"Germany",483,20130407,8,"2013-Apr","Europe",4
2013,"April","Vests",142.197,"Germany",471,20130416,8,"2013-Apr","Europe",4
2013,"April","Socks",40.263,"Germany",481,20130420,8,"2013-Apr","Europe",4
2013,"May","Tires and Tubes",1144.537,"Germany",480,20130501,8,"2013-May","Europe",5
2013,"May","Helmets",1491.544,"Germany",214,20130501,8,"2013-May","Europe",5
2013,"May","Road Bikes",40481.8089,"Germany",374,20130501,8,"2013-May","Europe",5
2013,"May","Bottles and Cages",376.1766,"Germany",477,20130501,8,"2013-May","Europe",5
2013,"May","Touring Bikes",29253.6666,"Germany",560,20130501,8,"2013-May","Europe",5
2013,"May","Caps",172.0594,"Germany",225,20130501,8,"2013-May","Europe",5
2013,"May","Mountain Bikes",26044.9473,"Germany",353,20130502,8,"2013-May","Europe",5
2013,"May","Fenders",152.9726,"Germany",485,20130505,8,"2013-May","Europe",5
2013,"May","Cleaners",20.7484,"Germany",484,20130505,8,"2013-May","Europe",5
2013,"May","Jerseys",669.7337,"Germany",228,20130505,8,"2013-May","Europe",5
2013,"May","Gloves",127.831,"Germany",463,20130511,8,"2013-May","Europe",5
2013,"May","Socks",23.4626,"Germany",481,20130512,8,"2013-May","Europe",5
2013,"May","Hydration Packs",191.355,"Germany",487,20130514,8,"2013-May","Europe",5
2013,"May","Bike Stands",276.6452,"Germany",486,20130517,8,"2013-May","Europe",5
2013,"May","Vests",55.242,"Germany",472,20130521,8,"2013-May","Europe",5
2013,"June","Mountain Bikes",85257.8004,"Germany",353,20130601,8,"2013-Jun","Europe",6
2013,"June","Bottles and Cages",563.5143,"Germany",477,20130601,8,"2013-Jun","Europe",6
2013,"June","Fenders",467.5929,"Germany",485,20130601,8,"2013-Jun","Europe",6
2013,"June","Helmets",2624.8553,"Germany",214,20130601,8,"2013-Jun","Europe",6
2013,"June","Jerseys",1681.4064,"Germany",228,20130601,8,"2013-Jun","Europe",6
2013,"June","Road Bikes",48262.6715,"Germany",374,20130601,8,"2013-Jun","Europe",6
2013,"June","Gloves",301.6255,"Germany",463,20130601,8,"2013-Jun","Europe",6
2013,"June","Touring Bikes",46416.115,"Germany",560,20130601,8,"2013-Jun","Europe",6
2013,"June","Tires and Tubes",1939.0181,"Germany",480,20130602,8,"2013-Jun","Europe",6
2013,"June","Caps",231.5123,"Germany",225,20130602,8,"2013-Jun","Europe",6
2013,"June","Cleaners",80.1118,"Germany",484,20130602,8,"2013-Jun","Europe",6
2013,"June","Socks",30.1973,"Germany",481,20130604,8,"2013-Jun","Europe",6
2013,"June","Hydration Packs",246.2807,"Germany",487,20130607,8,"2013-Jun","Europe",6
2013,"June","Bike Racks",134.3593,"Germany",483,20130607,8,"2013-Jun","Europe",6
2013,"June","Vests",142.197,"Germany",471,20130614,8,"2013-Jun","Europe",6
2013,"July","Road Bikes",41703.1192,"Germany",372,20130701,8,"2013-Jul","Europe",7
2013,"July","Caps",172.0594,"Germany",225,20130701,8,"2013-Jul","Europe",7
2013,"July","Helmets",1887.2598,"Germany",214,20130701,8,"2013-Jul","Europe",7
2013,"July","Cleaners",48.4129,"Germany",484,20130701,8,"2013-Jul","Europe",7
2013,"July","Mountain Bikes",53905.5225,"Germany",353,20130701,8,"2013-Jul","Europe",7
2013,"July","Tires and Tubes",1811.6173,"Germany",480,20130701,8,"2013-Jul","Europe",7
2013,"July","Bottles and Cages",350.9741,"Germany",477,20130701,8,"2013-Jul","Europe",7
2013,"July","Gloves",213.0516,"Germany",463,20130701,8,"2013-Jul","Europe",7
2013,"July","Jerseys",1078.5336,"Germany",228,20130701,8,"2013-Jul","Europe",7
2013,"July","Fenders",229.4589,"Germany",485,20130702,8,"2013-Jul","Europe",7
2013,"July","Touring Bikes",36630.7768,"Germany",560,20130702,8,"2013-Jul","Europe",7
2013,"July","Hydration Packs",334.8712,"Germany",487,20130705,8,"2013-Jul","Europe",7
2013,"July","Vests",331.4523,"Germany",471,20130710,8,"2013-Jul","Europe",7
2013,"July","Bike Stands",276.6452,"Germany",486,20130710,8,"2013-Jul","Europe",7
2013,"July","Socks",7.8209,"Germany",481,20130719,8,"2013-Jul","Europe",7
2013,"July","Bike Racks",208.7888,"Germany",483,20130719,8,"2013-Jul","Europe",7
2013,"August","Gloves",301.6255,"Germany",463,20130801,8,"2013-Aug","Europe",8
2013,"August","Bottles and Cages",524.3821,"Germany",477,20130801,8,"2013-Aug","Europe",8
2013,"August","Tires and Tubes",1863.3066,"Germany",480,20130801,8,"2013-Aug","Europe",8
2013,"August","Helmets",2154.732,"Germany",214,20130801,8,"2013-Aug","Europe",8
2013,"August","Jerseys",1840.3647,"Germany",228,20130801,8,"2013-Aug","Europe",8
2013,"August","Caps",211.3808,"Germany",225,20130801,8,"2013-Aug","Europe",8
2013,"August","Touring Bikes",30900.4995,"Germany",560,20130801,8,"2013-Aug","Europe",8
2013,"August","Mountain Bikes",91645.4564,"Germany",353,20130802,8,"2013-Aug","Europe",8
2013,"August","Road Bikes",36518.3772,"Germany",378,20130806,8,"2013-Aug","Europe",8
2013,"August","Bike Stands",356.0523,"Germany",486,20130808,8,"2013-Aug","Europe",8
2013,"August","Hydration Packs",246.2807,"Germany",487,20130809,8,"2013-Aug","Europe",8
2013,"August","Vests",71.0985,"Germany",473,20130809,8,"2013-Aug","Europe",8
2013,"August","Fenders",319.932,"Germany",485,20130811,8,"2013-Aug","Europe",8
2013,"August","Socks",20.1315,"Germany",481,20130813,8,"2013-Aug","Europe",8
2013,"August","Bike Racks",403.078,"Germany",483,20130813,8,"2013-Aug","Europe",8
2013,"August","Cleaners",44.5065,"Germany",484,20130815,8,"2013-Aug","Europe",8
2013,"August","Shorts",78.3651,"Germany",476,20130823,8,"2013-Aug","Europe",8
2013,"September","Mountain Bikes",70570.6743,"Germany",353,20130901,8,"2013-Sep","Europe",9
2013,"September","Fenders",267.7021,"Germany",485,20130901,8,"2013-Sep","Europe",9
2013,"September","Tires and Tubes",1178.152,"Germany",480,20130901,8,"2013-Sep","Europe",9
2013,"September","Caps",242.4474,"Germany",225,20130901,8,"2013-Sep","Europe",9
2013,"September","Touring Bikes",39487.2171,"Germany",560,20130901,8,"2013-Sep","Europe",9
2013,"September","Helmets",1765.5011,"Germany",214,20130901,8,"2013-Sep","Europe",9
2013,"September","Bottles and Cages",506.4782,"Germany",477,20130902,8,"2013-Sep","Europe",9
2013,"September","Cleaners",62.2452,"Germany",484,20130902,8,"2013-Sep","Europe",9
2013,"September","Vests",276.2102,"Germany",471,20130902,8,"2013-Sep","Europe",9
2013,"September","Jerseys",1151.5923,"Germany",228,20130902,8,"2013-Sep","Europe",9
2013,"September","Road Bikes",36453.837,"Germany",372,20130903,8,"2013-Sep","Europe",9
2013,"September","Hydration Packs",95.6775,"Germany",487,20130904,8,"2013-Sep","Europe",9
2013,"September","Shorts",60.888,"Germany",474,20130918,8,"2013-Sep","Europe",9
2013,"September","Socks",15.6418,"Germany",481,20130921,8,"2013-Sep","Europe",9
2013,"September","Gloves",21.3052,"Germany",463,20130926,8,"2013-Sep","Europe",9
2013,"October","Mountain Bikes",81280.1928,"Germany",353,20131001,8,"2013-Oct","Europe",10
2013,"October","Jerseys",1719.4637,"Germany",228,20131001,8,"2013-Oct","Europe",10
2013,"October","Tires and Tubes",2434.7593,"Germany",480,20131001,8,"2013-Oct","Europe",10
2013,"October","Road Bikes",67867.0434,"Germany",372,20131001,8,"2013-Oct","Europe",10
2013,"October","Caps",271.7754,"Germany",225,20131001,8,"2013-Oct","Europe",10
2013,"October","Bike Stands",1068.1568,"Germany",486,20131001,8,"2013-Oct","Europe",10
2013,"October","Socks",60.3945,"Germany",481,20131001,8,"2013-Oct","Europe",10
2013,"October","Hydration Packs",246.2807,"Germany",487,20131001,8,"2013-Oct","Europe",10
2013,"October","Touring Bikes",51652.6361,"Germany",560,20131001,8,"2013-Oct","Europe",10
2013,"October","Bottles and Cages",493.0764,"Germany",477,20131001,8,"2013-Oct","Europe",10
2013,"October","Cleaners",62.3091,"Germany",484,20131002,8,"2013-Oct","Europe",10
2013,"October","Helmets",2311.4398,"Germany",214,20131002,8,"2013-Oct","Europe",10
2013,"October","Fenders",246.1015,"Germany",485,20131004,8,"2013-Oct","Europe",10
2013,"October","Vests",426.5909,"Germany",471,20131004,8,"2013-Oct","Europe",10
2013,"October","Gloves",191.9435,"Germany",463,20131008,8,"2013-Oct","Europe",10
2013,"October","Bike Racks",134.3593,"Germany",483,20131031,8,"2013-Oct","Europe",10
2013,"November","Road Bikes",54563.1726,"Germany",374,20131101,8,"2013-Nov","Europe",11
2013,"November","Bottles and Cages",457.8391,"Germany",477,20131101,8,"2013-Nov","Europe",11
2013,"November","Gloves",298.2723,"Germany",463,20131101,8,"2013-Nov","Europe",11
2013,"November","Mountain Bikes",75090.0307,"Germany",353,20131101,8,"2013-Nov","Europe",11
2013,"November","Caps",211.1638,"Germany",225,20131101,8,"2013-Nov","Europe",11
2013,"November","Jerseys",1179.4308,"Germany",228,20131101,8,"2013-Nov","Europe",11
2013,"November","Tires and Tubes",1870.5393,"Germany",480,20131101,8,"2013-Nov","Europe",11
2013,"November","Helmets",2130.7772,"Germany",214,20131101,8,"2013-Nov","Europe",11
2013,"November","Touring Bikes",33636.4838,"Germany",561,20131101,8,"2013-Nov","Europe",11
2013,"November","Vests",331.4523,"Germany",471,20131101,8,"2013-Nov","Europe",11
2013,"November","Fenders",344.1884,"Germany",485,20131102,8,"2013-Nov","Europe",11
2013,"November","Socks",39.1044,"Germany",481,20131102,8,"2013-Nov","Europe",11
2013,"November","Bike Racks",313.1833,"Germany",483,20131102,8,"2013-Nov","Europe",11
2013,"November","Cleaners",55.329,"Germany",484,20131104,8,"2013-Nov","Europe",11
2013,"November","Bike Stands",138.3226,"Germany",486,20131123,8,"2013-Nov","Europe",11
2013,"December","Mountain Bikes",112197.308,"Germany",353,20131201,8,"2013-Dec","Europe",12
2013,"December","Helmets",3055.8018,"Germany",214,20131201,8,"2013-Dec","Europe",12
2013,"December","Caps",362.3672,"Germany",225,20131201,8,"2013-Dec","Europe",12
2013,"December","Tires and Tubes",2241.9648,"Germany",480,20131201,8,"2013-Dec","Europe",12
2013,"December","Fenders",566.0335,"Germany",485,20131201,8,"2013-Dec","Europe",12
2013,"December","Bottles and Cages",607.1475,"Germany",477,20131201,8,"2013-Dec","Europe",12
2013,"December","Hydration Packs",246.2807,"Germany",487,20131201,8,"2013-Dec","Europe",12
2013,"December","Road Bikes",60944.2342,"Germany",372,20131201,8,"2013-Dec","Europe",12
2013,"December","Touring Bikes",45482.7543,"Germany",560,20131202,8,"2013-Dec","Europe",12
2013,"December","Jerseys",1504.5335,"Germany",228,20131204,8,"2013-Dec","Europe",12
2013,"December","Gloves",164.523,"Germany",465,20131204,8,"2013-Dec","Europe",12
2013,"December","Bike Racks",403.078,"Germany",483,20131204,8,"2013-Dec","Europe",12
2013,"December","Vests",142.197,"Germany",471,20131205,8,"2013-Dec","Europe",12
2013,"December","Socks",50.3288,"Germany",481,20131207,8,"2013-Dec","Europe",12
2013,"December","Shorts",156.7302,"Germany",474,20131211,8,"2013-Dec","Europe",12
2013,"December","Cleaners",17.8026,"Germany",484,20131220,8,"2013-Dec","Europe",12
2013,"January","Road Bikes",8760.8758,"Canada",374,20130101,6,"2013-Jan","North America",1
2013,"January","Cleaners",20.7484,"Canada",484,20130101,6,"2013-Jan","North America",1
2013,"January","Helmets",365.2761,"Canada",214,20130101,6,"2013-Jan","North America",1
2013,"January","Mountain Bikes",18807.4124,"Canada",353,20130103,6,"2013-Jan","North America",1
2013,"January","Fenders",114.7295,"Canada",485,20130103,6,"2013-Jan","North America",1
2013,"January","Vests",165.7261,"Canada",472,20130103,6,"2013-Jan","North America",1
2013,"January","Tires and Tubes",597.1796,"Canada",480,20130103,6,"2013-Jan","North America",1
2013,"January","Jerseys",459.2485,"Canada",231,20130109,6,"2013-Jan","North America",1
2013,"January","Touring Bikes",9587.7405,"Canada",561,20130110,6,"2013-Jan","North America",1
2013,"January","Caps",31.2835,"Canada",225,20130110,6,"2013-Jan","North America",1
2013,"January","Bottles and Cages",166.8136,"Canada",477,20130111,6,"2013-Jan","North America",1
2013,"January","Shorts",365.3283,"Canada",474,20130111,6,"2013-Jan","North America",1
2013,"January","Gloves",213.0516,"Canada",463,20130111,6,"2013-Jan","North America",1
2013,"January","Hydration Packs",143.5162,"Canada",487,20130112,6,"2013-Jan","North America",1
2013,"January","Bike Racks",313.1833,"Canada",483,20130129,6,"2013-Jan","North America",1
2013,"February","Tires and Tubes",3125.6238,"Canada",480,20130201,6,"2013-Feb","North America",2
2013,"February","Helmets",2428.9706,"Canada",214,20130201,6,"2013-Feb","North America",2
2013,"February","Gloves",520.9896,"Canada",463,20130201,6,"2013-Feb","North America",2
2013,"February","Bottles and Cages",724.4992,"Canada",477,20130201,6,"2013-Feb","North America",2
2013,"February","Shorts",1645.6668,"Canada",474,20130201,6,"2013-Feb","North America",2
2013,"February","Jerseys",1685.8851,"Canada",228,20130201,6,"2013-Feb","North America",2
2013,"February","Fenders",959.796,"Canada",485,20130201,6,"2013-Feb","North America",2
2013,"February","Mountain Bikes",21934.051,"Canada",353,20130201,6,"2013-Feb","North America",2
2013,"February","Caps",191.2493,"Canada",225,20130203,6,"2013-Feb","North America",2
2013,"February","Hydration Packs",923.5525,"Canada",487,20130204,6,"2013-Feb","North America",2
2013,"February","Bike Racks",940.5154,"Canada",483,20130204,6,"2013-Feb","North America",2
2013,"February","Cleaners",97.9144,"Canada",484,20130206,6,"2013-Feb","North America",2
2013,"February","Bike Stands",178.0261,"Canada",486,20130207,6,"2013-Feb","North America",2
2013,"February","Vests",213.2955,"Canada",472,20130209,6,"2013-Feb","North America",2
2013,"February","Touring Bikes",13751.0743,"Canada",560,20130209,6,"2013-Feb","North America",2
2013,"February","Road Bikes",7708.6435,"Canada",376,20130209,6,"2013-Feb","North America",2
2013,"February","Socks",80.526,"Canada",481,20130210,6,"2013-Feb","North America",2
2013,"March","Bike Racks",835.1554,"Canada",483,20130301,6,"2013-Mar","North America",3
2013,"March","Tires and Tubes",2859.5025,"Canada",480,20130301,6,"2013-Mar","North America",3
2013,"March","Helmets",1887.2598,"Canada",214,20130301,6,"2013-Mar","North America",3
2013,"March","Gloves",511.3239,"Canada",463,20130301,6,"2013-Mar","North America",3
