last_discovered,device_pk,virtual_host_device_fk,chassis_u_location,chassis_device_id,chassis_device_name,vm_manager_device_fk,device_name,tags,in_service,service_level,device_type,device_subtype,virtual_subtype,device_serial,virtual_host,network_device,os_architecture,total_cpus,cores_per_cpu,threads_per_core,cpu_speed,total_cores,ram_mb,os_vendor,os_category,os_name,os_name_ver,os_version,os_version_number,os_end_of_life,os_end_of_support,hdw_end_of_life,hdw_end_of_support,manufacturer,hardware_model,asset_number,bios_version,bios_revision,bios_release_date,storage_room,building_name,room_name,row_name,rack_name,size_ru,account,customer_department,cloud_service_provider,cloud_service_name,cloud_instance_id,cloud_instance_name,cloud_instance_type,cloud_instance_status,cloud_location,cloud_notes,software_discovered,services_discovered,application_components_discovered,mounts_discovered,mount_points,parts_discovered,network_shares,local_disk_count,used_space,total_space,total_free_space,cpu_model,cpu_manufacturer,cpu_string,disk_type,parts_count,dns_records,is_blade,is_hyperthreaded,is_os_discovered,is_software_discovered,is_network_device,is_cluster,is_container,number_ip_addresses_discovered,all_ips,all_labels,line_item_cost,po_cost,first_po_date,last_po_date,all_cost_centers,all_cost_center_descriptions,Today_Date,Column,first_added,last_edited,os_name_norm,OS Group
2021-09-09 15:46:15.433,14836,,,,"",,"i-0a6c82a8eea98edba","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0a6c82a8eea98edba","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.144","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.353,2021-09-09 15:46:15.433,"","N/A"
2021-09-09 15:46:16.680,14837,,,,"",,"i-0c76e2f8a02676a79","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c76e2f8a02676a79","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.174","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.440,2021-09-09 15:46:16.680,"","N/A"
2021-09-09 15:46:16.756,14838,,,,"",,"i-0d92f358700e67bf3","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d92f358700e67bf3","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.168","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.526,2021-09-09 15:46:16.756,"","N/A"
2021-09-09 15:46:16.833,14839,,,,"",,"i-0f2ebc7cc18b16ea1","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f2ebc7cc18b16ea1","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.171","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.613,2021-09-09 15:46:16.833,"","N/A"
2021-09-09 15:46:16.913,14840,,,,"",,"i-0fc76ea76f8c729b4","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0fc76ea76f8c729b4","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.172","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.700,2021-09-09 15:46:16.913,"","N/A"
2021-09-09 15:46:16.996,14841,,,,"",,"i-0716a47ee9e4c9a31","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0716a47ee9e4c9a31","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.175","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.790,2021-09-09 15:46:16.996,"","N/A"
2021-09-09 15:46:17.076,14842,,,,"",,"i-0fcc27d359d29ec83","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0fcc27d359d29ec83","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.165","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.876,2021-09-09 15:46:17.076,"","N/A"
2021-09-09 15:46:17.156,14843,,,,"",,"i-0bc09c51a5ff5f80d","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0bc09c51a5ff5f80d","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.20","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:18.963,2021-09-09 15:46:17.156,"","N/A"
2021-09-09 15:46:17.236,14844,,,,"",,"i-0933ce8e717b0c850","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0933ce8e717b0c850","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.35","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.050,2021-09-09 15:46:17.236,"","N/A"
2021-09-09 15:46:17.320,14845,,,,"",,"i-0be7ba810788f220a","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0be7ba810788f220a","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.45","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.136,2021-09-09 15:46:17.320,"","N/A"
2021-09-09 15:46:17.400,14846,,,,"",,"i-0c8b10cf5aea7c6f7","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c8b10cf5aea7c6f7","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.40","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.226,2021-09-09 15:46:17.400,"","N/A"
2021-09-09 15:46:17.480,14847,,,,"",,"i-0957189c73514c252","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0957189c73514c252","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.36","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.313,2021-09-09 15:46:17.480,"","N/A"
2021-09-09 15:46:17.560,14848,,,,"",,"i-0cebfbf67468f2e19","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0cebfbf67468f2e19","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.39","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.400,2021-09-09 15:46:17.560,"","N/A"
2021-09-09 15:46:17.643,14849,,,,"",,"i-0b52c1592b2b619ae","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0b52c1592b2b619ae","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.33","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.490,2021-09-09 15:46:17.643,"","N/A"
2021-09-09 15:46:17.723,14851,,,,"",,"i-0c438cc0777fd2293","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c438cc0777fd2293","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.60","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.663,2021-09-09 15:46:17.723,"","N/A"
2021-09-09 15:46:17.803,14852,,,,"",,"i-066d119ab1013961e","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-066d119ab1013961e","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.56","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.753,2021-09-09 15:46:17.803,"","N/A"
2021-09-09 15:46:17.883,14853,,,,"",,"i-0f44a68c92d599690","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f44a68c92d599690","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.140.245","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.840,2021-09-09 15:46:17.883,"","N/A"
2021-09-09 15:46:17.966,14854,,,,"",,"i-094e1a25cc428acfa","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-094e1a25cc428acfa","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.132.245","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:19.930,2021-09-09 15:46:17.966,"","N/A"
2021-09-09 15:46:18.046,14855,,,,"",,"i-0e34ae4cf2e1368aa","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e34ae4cf2e1368aa","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.13","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.016,2021-09-09 15:46:18.046,"","N/A"
2021-09-09 15:46:18.133,14856,,,,"",,"i-08a2811a2be3ce09f","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-08a2811a2be3ce09f","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.14","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.103,2021-09-09 15:46:18.133,"","N/A"
2021-09-09 15:46:18.213,14857,,,,"",,"i-0ba3b7274dd61a8ed","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0ba3b7274dd61a8ed","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.24","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.190,2021-09-09 15:46:18.213,"","N/A"
2021-09-09 15:46:18.296,14858,,,,"",,"i-0d44f8b8240c79b89","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d44f8b8240c79b89","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.26","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.276,2021-09-09 15:46:18.296,"","N/A"
2021-09-09 15:46:18.376,14859,,,,"",,"i-088102972154e4655","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-088102972154e4655","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.26","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.363,2021-09-09 15:46:18.376,"","N/A"
2021-09-09 15:46:18.460,14860,,,,"",,"i-0bf15cbbbd0df8c28","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0bf15cbbbd0df8c28","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.4","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.450,2021-09-09 15:46:18.460,"","N/A"
2021-09-09 15:46:18.543,14861,,,,"",,"i-0c3b789d692906663","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c3b789d692906663","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.29","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.536,2021-09-09 15:46:18.543,"","N/A"
2021-09-09 15:46:18.626,14862,,,,"",,"i-0d217e6fbcc9acd85","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d217e6fbcc9acd85","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.71","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.626,2021-09-09 15:46:18.626,"","N/A"
2021-09-09 15:46:18.710,14863,,,,"",,"i-0c95a0d244861709f","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c95a0d244861709f","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.76","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.716,2021-09-09 15:46:18.710,"","N/A"
2021-09-09 15:46:18.793,14864,,,,"",,"i-0f396ff7b6885ba3c","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f396ff7b6885ba3c","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.86","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.803,2021-09-09 15:46:18.793,"","N/A"
2021-09-09 15:46:18.876,14865,,,,"",,"i-08520ff162b03674e","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-08520ff162b03674e","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.89","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.893,2021-09-09 15:46:18.876,"","N/A"
2021-09-09 15:46:18.956,14866,,,,"",,"i-08e0c4f080cffae87","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-08e0c4f080cffae87","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.88","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:20.980,2021-09-09 15:46:18.956,"","N/A"
2021-09-09 15:46:19.040,14867,,,,"",,"i-0a98abc6d1d046d1b","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0a98abc6d1d046d1b","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.110","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.066,2021-09-09 15:46:19.040,"","N/A"
2021-09-09 15:46:19.123,14868,,,,"",,"i-0990dfbd817cc1eef","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0990dfbd817cc1eef","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.106","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.153,2021-09-09 15:46:19.123,"","N/A"
2021-09-09 15:46:19.206,14869,,,,"",,"i-0ebcd79fe515130f0","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0ebcd79fe515130f0","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.141.122","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.236,2021-09-09 15:46:19.206,"","N/A"
2021-09-09 15:46:19.290,14870,,,,"",,"i-08b354bfeb11142b0","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-08b354bfeb11142b0","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.111","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.326,2021-09-09 15:46:19.290,"","N/A"
2021-09-09 15:46:19.373,14871,,,,"",,"i-0c2a43a5e675930cf","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c2a43a5e675930cf","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.133.54","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.413,2021-09-09 15:46:19.373,"","N/A"
2021-09-09 15:46:19.453,14872,,,,"",,"i-06270852c88b6c46c","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-06270852c88b6c46c","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.140.248","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.503,2021-09-09 15:46:19.453,"","N/A"
2021-09-09 15:46:19.536,14873,,,,"",,"i-0aeaf84a451904860","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0aeaf84a451904860","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.140.229","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.590,2021-09-09 15:46:19.536,"","N/A"
2021-09-09 15:46:19.620,14874,,,,"",,"i-09759be0d218890ca","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-09759be0d218890ca","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.140.228","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.676,2021-09-09 15:46:19.620,"","N/A"
2021-09-09 15:46:19.703,14875,,,,"",,"i-0feba906b304deeaf","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0feba906b304deeaf","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.140.242","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.766,2021-09-09 15:46:19.703,"","N/A"
2021-09-09 15:46:19.783,14876,,,,"",,"i-085044aa54ffdfd99","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-085044aa54ffdfd99","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.132.155","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.853,2021-09-09 15:46:19.783,"","N/A"
2021-09-09 15:46:19.863,14877,,,,"",,"i-0894d5455e2f24fa5","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0894d5455e2f24fa5","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.140.132","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:21.940,2021-09-09 15:46:19.863,"","N/A"
2021-09-09 15:46:19.943,14878,,,,"",,"i-0ad1f7c11dffca6fc","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0ad1f7c11dffca6fc","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.132.134","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:22.023,2021-09-09 15:46:19.943,"","N/A"
2021-09-09 15:46:20.023,14879,,,,"",,"i-0874b65227fd48a83","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0874b65227fd48a83","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.140.158","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:22.113,2021-09-09 15:46:20.023,"","N/A"
2021-09-09 15:46:20.106,14880,,,,"",,"i-0ec3fc6e9de0094f0","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0ec3fc6e9de0094f0","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.132.151","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:22.200,2021-09-09 15:46:20.106,"","N/A"
