Sale Key,variable,value
209632,Description,IT joke mug - that behavior is by design (White)
5399,Description,32 mm Anti static bubble wrap (Blue) 20m
209334,Description,The Gu red shirt XML tag t-shirt (White) 4XL
177347,Description,Permanent marker red 5mm nib (Red) 5mm
64581,Description,The Gu red shirt XML tag t-shirt (White) 3XS
132235,Description,Alien officer hoodie (Black) 4XL
149976,Description,Black and orange fragile despatch tape 48mmx100m
83333,Description,Developer joke mug - Oct 31 = Dec 25 (White)
78971,Description,Halloween skull mask (Gray) XL
26170,Description,Alien officer hoodie (Black) 3XL
162063,Description,Medium sized bubblewrap roll 20m
54181,Description,Developer joke mug - there are 10 types of people in the world (White)
52444,Description,Air cushion machine (Blue)
116564,Description,IT joke mug - that behavior is by design (White)
130622,Description,USB food flash drive - fortune cookie
50101,Description,Developer joke mug - this code was generated by a tool (White)
8408,Description,Void fill 300 L bag (White) 300L
71889,Description,The Gu red shirt XML tag t-shirt (White) XXS
145986,Description,Void fill 300 L bag (White) 300L
202305,Description,Developer joke mug - this code was generated by a tool (Black)
90949,Description,20 mm Double sided bubble wrap 10m
210862,Description,Shipping carton (Brown) 457x457x457mm
62079,Description,Developer joke mug - fun was unexpected at this time (Black)
191994,Description,The Gu red shirt XML tag t-shirt (Black) XXS
66367,Description,Black and orange fragile despatch tape 48mmx75m
130802,Description,Alien officer hoodie (Black) 5XL
68882,Description,Alien officer hoodie (Black) 5XL
158482,Description,Pack of 12 action figures (male)
169629,Description,Office cube periscope (Black)
80920,Description,Black and orange glass with care despatch tape  48mmx100m
127141,Description,Alien officer hoodie (Black) 5XL
211173,Description,32 mm Double sided bubble wrap 20m
9675,Description,RC vintage American toy coupe with remote control (Red) 1/50 scale
29065,Description,DBA joke mug - mind if I join you? (Black)
146157,Description,The Gu red shirt XML tag t-shirt (Black) XS
5267,Description,Developer joke mug - that's a hardware problem (White)
194110,Description,Developer joke mug - this code was generated by a tool (Black)
166041,Description,Black and orange handle with care despatch tape  48mmx75m
117570,Description,Superhero action jacket (Blue) 3XS
36097,Description,20 mm Double sided bubble wrap 20m
107986,Description,Air cushion film 200mmx200mm 325m
47202,Description,Ride on toy sedan car (Green) 1/12 scale
101779,Description,The Gu red shirt XML tag t-shirt (White) 3XS
199501,Description,Shipping carton (Brown) 229x229x229mm
92957,Description,10 mm Anti static bubble wrap (Blue) 50m
147665,Description,Ride on toy sedan car (Black) 1/12 scale
3175,Description,Animal with big feet slippers (Brown) M
205622,Description,Dinosaur battery-powered slippers (Green) L
38843,Description,Shipping carton (Brown) 457x279x279mm
165517,Description,Shipping carton (Brown) 480x270x320mm
139602,Description,IT joke mug - keyboard not found … press F1 to continue (White)
83934,Description,Developer joke mug - fun was unexpected at this time (White)
193626,Description,Tape dispenser (Blue)
109730,Description,Developer joke mug - when your hammer is C++ (White)
5181,Description,Small 9mm replacement blades 9mm
125198,Description,20 mm Double sided bubble wrap 10m
96242,Description,Large sized bubblewrap roll 50m
64032,Description,Animal with big feet slippers (Brown) M
204301,Description,Developer joke mug - understanding recursion requires understanding recursion (Black)
217875,Description,Chocolate beetles 250g
191973,Description,USB food flash drive - banana
80926,Description,The Gu red shirt XML tag t-shirt (Black) 7XL
89209,Description,DBA joke mug - SELECT caffeine FROM mug (Black)
15801,Description,Furry gorilla with big eyes slippers (Black) S
76169,Description,Developer joke mug - understanding recursion requires understanding recursion (White)
172551,Description,RC toy sedan car with remote control (Blue) 1/50 scale
103073,Description,Animal with big feet slippers (Brown) S
82766,Description,Clear packaging tape 48mmx75m
24812,Description,Superhero action jacket (Blue) 3XS
225548,Description,Black and orange fragile despatch tape 48mmx100m
56192,Package,Each
227784,Package,Each
87978,Package,Each
16428,Package,Each
219559,Package,Each
6658,Package,Each
27492,Package,Each
73926,Package,Packet
1005,Package,Pair
50910,Package,Each
95305,Package,Each
167719,Package,Each
41573,Package,Each
14043,Package,Each
14405,Package,Each
135223,Package,Each
33043,Package,Each
178497,Package,Each
31366,Package,Each
11450,Package,Each
60471,Package,Each
37360,Package,Each
155288,Package,Each
3871,Package,Each
61336,Package,Packet
57329,Package,Each
157954,Package,Each
63257,Package,Each
43209,Package,Each
161680,Package,Each
209632,Package,Each
5399,Package,Each
209334,Package,Each
177347,Package,Each
64581,Package,Each
132235,Package,Each
149976,Package,Each
83333,Package,Each
78971,Package,Each
26170,Package,Each
162063,Package,Each
54181,Package,Each
52444,Package,Each
116564,Package,Each
130622,Package,Each
50101,Package,Each
8408,Package,Each
71889,Package,Each
145986,Package,Each
202305,Package,Each
90949,Package,Each
210862,Package,Each
62079,Package,Each
191994,Package,Each
66367,Package,Each
130802,Package,Each
68882,Package,Each
158482,Package,Packet
169629,Package,Each
80920,Package,Each
127141,Package,Each
211173,Package,Each
9675,Package,Each
29065,Package,Each
146157,Package,Each
5267,Package,Each
194110,Package,Each
166041,Package,Each
117570,Package,Each
36097,Package,Each
107986,Package,Each
47202,Package,Each
101779,Package,Each
199501,Package,Each
92957,Package,Each
147665,Package,Each
3175,Package,Each
205622,Package,Each
38843,Package,Each
165517,Package,Each
139602,Package,Each
83934,Package,Each
193626,Package,Each
109730,Package,Each
5181,Package,Each
125198,Package,Each
96242,Package,Each
64032,Package,Each
204301,Package,Each
217875,Package,Bag
191973,Package,Each
80926,Package,Each
89209,Package,Each
15801,Package,Each
76169,Package,Each
172551,Package,Each
103073,Package,Each
82766,Package,Each
24812,Package,Each
225548,Package,Each
56192,Quantity,10
227784,Quantity,70
87978,Quantity,60
16428,Quantity,9
219559,Quantity,4
6658,Quantity,100
27492,Quantity,80
73926,Quantity,9
1005,Quantity,96
50910,Quantity,250
95305,Quantity,10
167719,Quantity,75
41573,Quantity,20
14043,Quantity,100
14405,Quantity,5
135223,Quantity,3
33043,Quantity,8
178497,Quantity,50
31366,Quantity,60
11450,Quantity,1
60471,Quantity,120
37360,Quantity,48
155288,Quantity,4
3871,Quantity,6
61336,Quantity,6
57329,Quantity,36
157954,Quantity,8
63257,Quantity,24
43209,Quantity,10
161680,Quantity,7
209632,Quantity,10
5399,Quantity,70
209334,Quantity,12
177347,Quantity,84
64581,Quantity,96
132235,Quantity,7
149976,Quantity,144
83333,Quantity,8
78971,Quantity,108
26170,Quantity,10
162063,Quantity,10
54181,Quantity,7
52444,Quantity,8
116564,Quantity,7
130622,Quantity,3
50101,Quantity,5
8408,Quantity,90
71889,Quantity,12
145986,Quantity,80
202305,Quantity,1
90949,Quantity,60
210862,Quantity,25
62079,Quantity,7
191994,Quantity,108
66367,Quantity,72
130802,Quantity,1
68882,Quantity,5
158482,Quantity,9
169629,Quantity,90
80920,Quantity,24
127141,Quantity,2
211173,Quantity,70
9675,Quantity,10
29065,Quantity,4
146157,Quantity,72
5267,Quantity,5
194110,Quantity,8
166041,Quantity,144
117570,Quantity,3
36097,Quantity,30
107986,Quantity,5
47202,Quantity,4
101779,Quantity,120
199501,Quantity,125
92957,Quantity,90
147665,Quantity,1
3175,Quantity,4
205622,Quantity,5
38843,Quantity,150
165517,Quantity,25
139602,Quantity,6
83934,Quantity,10
193626,Quantity,20
109730,Quantity,3
5181,Quantity,70
125198,Quantity,30
96242,Quantity,100
64032,Quantity,2
204301,Quantity,2
217875,Quantity,24
191973,Quantity,8
80926,Quantity,48
89209,Quantity,10
15801,Quantity,6
76169,Quantity,1
172551,Quantity,9
103073,Quantity,3
82766,Quantity,182
24812,Quantity,1
225548,Quantity,72
56192,Unit Price,25
227784,Unit Price,12
87978,Unit Price,37
16428,Unit Price,13
219559,Unit Price,230
6658,Unit Price,25
27492,Unit Price,18
73926,Unit Price,16
1005,Unit Price,5
50910,Unit Price,1
95305,Unit Price,4
167719,Unit Price,2
41573,Unit Price,4
14043,Unit Price,22
14405,Unit Price,90
135223,Unit Price,230
33043,Unit Price,32
178497,Unit Price,1
31366,Unit Price,18
11450,Unit Price,35
60471,Unit Price,4
37360,Unit Price,18
155288,Unit Price,13
3871,Unit Price,25
61336,Unit Price,240
57329,Unit Price,18
157954,Unit Price,345
63257,Unit Price,18
43209,Unit Price,13
161680,Unit Price,13
209632,Unit Price,13
5399,Unit Price,48
209334,Unit Price,18
177347,Unit Price,3
64581,Unit Price,18
132235,Unit Price,35
149976,Unit Price,4
83333,Unit Price,13
78971,Unit Price,18
26170,Unit Price,35
162063,Unit Price,20
54181,Unit Price,13
52444,Unit Price,1899
116564,Unit Price,13
130622,Unit Price,32
50101,Unit Price,13
8408,Unit Price,38
71889,Unit Price,18
145986,Unit Price,38
202305,Unit Price,13
90949,Unit Price,18
210862,Unit Price,2
62079,Unit Price,13
191994,Unit Price,18
66367,Unit Price,4
130802,Unit Price,35
68882,Unit Price,35
158482,Unit Price,16
169629,Unit Price,18
80920,Unit Price,4
127141,Unit Price,35
211173,Unit Price,37
9675,Unit Price,30
29065,Unit Price,13
146157,Unit Price,18
5267,Unit Price,13
194110,Unit Price,13
166041,Unit Price,4
117570,Unit Price,25
36097,Unit Price,33
107986,Unit Price,90
47202,Unit Price,230
101779,Unit Price,18
199501,Unit Price,1
92957,Unit Price,99
147665,Unit Price,230
3175,Unit Price,32
205622,Unit Price,32
38843,Unit Price,1
165517,Unit Price,3
139602,Unit Price,13
83934,Unit Price,13
193626,Unit Price,32
109730,Unit Price,13
5181,Unit Price,4
125198,Unit Price,18
96242,Unit Price,24
64032,Unit Price,32
204301,Unit Price,13
217875,Unit Price,9
191973,Unit Price,32
80926,Unit Price,18
89209,Unit Price,13
15801,Unit Price,32
76169,Unit Price,13
172551,Unit Price,25
103073,Unit Price,32
82766,Unit Price,3
24812,Unit Price,25
225548,Unit Price,4
56192,Tax Rate,15
227784,Tax Rate,15
87978,Tax Rate,15
16428,Tax Rate,15
219559,Tax Rate,15
6658,Tax Rate,15
27492,Tax Rate,15
73926,Tax Rate,15
1005,Tax Rate,15
50910,Tax Rate,15
95305,Tax Rate,15
167719,Tax Rate,15
41573,Tax Rate,15
14043,Tax Rate,15
14405,Tax Rate,15
135223,Tax Rate,15
33043,Tax Rate,15
178497,Tax Rate,15
31366,Tax Rate,15
11450,Tax Rate,15
60471,Tax Rate,15
37360,Tax Rate,15
155288,Tax Rate,15
3871,Tax Rate,15
61336,Tax Rate,15
57329,Tax Rate,15
157954,Tax Rate,15
63257,Tax Rate,15
43209,Tax Rate,15
161680,Tax Rate,15
209632,Tax Rate,15
5399,Tax Rate,15
209334,Tax Rate,15
177347,Tax Rate,15
64581,Tax Rate,15
132235,Tax Rate,15
149976,Tax Rate,15
83333,Tax Rate,15
78971,Tax Rate,15
26170,Tax Rate,15
162063,Tax Rate,15
54181,Tax Rate,15
52444,Tax Rate,15
116564,Tax Rate,15
130622,Tax Rate,15
50101,Tax Rate,15
8408,Tax Rate,15
71889,Tax Rate,15
145986,Tax Rate,15
202305,Tax Rate,15
90949,Tax Rate,15
210862,Tax Rate,15
62079,Tax Rate,15
191994,Tax Rate,15
66367,Tax Rate,15
130802,Tax Rate,15
68882,Tax Rate,15
158482,Tax Rate,15
169629,Tax Rate,15
80920,Tax Rate,15
127141,Tax Rate,15
211173,Tax Rate,15
9675,Tax Rate,15
29065,Tax Rate,15
146157,Tax Rate,15
5267,Tax Rate,15
194110,Tax Rate,15
166041,Tax Rate,15
117570,Tax Rate,15
36097,Tax Rate,15
107986,Tax Rate,15
47202,Tax Rate,15
101779,Tax Rate,15
199501,Tax Rate,15
92957,Tax Rate,15
147665,Tax Rate,15
3175,Tax Rate,15
205622,Tax Rate,15
38843,Tax Rate,15
165517,Tax Rate,15
139602,Tax Rate,15
83934,Tax Rate,15
193626,Tax Rate,15
109730,Tax Rate,15
5181,Tax Rate,15
125198,Tax Rate,15
96242,Tax Rate,15
64032,Tax Rate,15
204301,Tax Rate,15
217875,Tax Rate,10
191973,Tax Rate,15
80926,Tax Rate,15
89209,Tax Rate,15
15801,Tax Rate,15
76169,Tax Rate,15
172551,Tax Rate,15
103073,Tax Rate,15
82766,Tax Rate,15
24812,Tax Rate,15
225548,Tax Rate,15
56192,Total Excluding Tax,250
227784,Total Excluding Tax,875
87978,Total Excluding Tax,2220
16428,Total Excluding Tax,117
219559,Total Excluding Tax,920
6658,Total Excluding Tax,2500
27492,Total Excluding Tax,1480
73926,Total Excluding Tax,144
1005,Total Excluding Tax,480
50910,Total Excluding Tax,238
95305,Total Excluding Tax,45
167719,Total Excluding Tax,158
41573,Total Excluding Tax,70
14043,Total Excluding Tax,2200
14405,Total Excluding Tax,450
135223,Total Excluding Tax,690
33043,Total Excluding Tax,256
178497,Total Excluding Tax,56
31366,Total Excluding Tax,1080
11450,Total Excluding Tax,35
60471,Total Excluding Tax,444
37360,Total Excluding Tax,864
155288,Total Excluding Tax,52
3871,Total Excluding Tax,150
61336,Total Excluding Tax,1440
57329,Total Excluding Tax,648
157954,Total Excluding Tax,2760
63257,Total Excluding Tax,432
43209,Total Excluding Tax,130
161680,Total Excluding Tax,91
209632,Total Excluding Tax,130
5399,Total Excluding Tax,3360
209334,Total Excluding Tax,216
177347,Total Excluding Tax,227
64581,Total Excluding Tax,1728
132235,Total Excluding Tax,245
149976,Total Excluding Tax,590
83333,Total Excluding Tax,104
78971,Total Excluding Tax,1944
26170,Total Excluding Tax,350
162063,Total Excluding Tax,200
54181,Total Excluding Tax,91
52444,Total Excluding Tax,15192
116564,Total Excluding Tax,91
130622,Total Excluding Tax,96
50101,Total Excluding Tax,65
8408,Total Excluding Tax,3375
71889,Total Excluding Tax,216
145986,Total Excluding Tax,3000
202305,Total Excluding Tax,13
90949,Total Excluding Tax,1080
210862,Total Excluding Tax,52
62079,Total Excluding Tax,91
191994,Total Excluding Tax,1944
66367,Total Excluding Tax,266
130802,Total Excluding Tax,35
68882,Total Excluding Tax,175
158482,Total Excluding Tax,144
169629,Total Excluding Tax,1665
80920,Total Excluding Tax,98
127141,Total Excluding Tax,70
211173,Total Excluding Tax,2590
9675,Total Excluding Tax,300
29065,Total Excluding Tax,52
146157,Total Excluding Tax,1296
5267,Total Excluding Tax,65
194110,Total Excluding Tax,104
166041,Total Excluding Tax,533
117570,Total Excluding Tax,75
36097,Total Excluding Tax,990
107986,Total Excluding Tax,450
47202,Total Excluding Tax,920
101779,Total Excluding Tax,2160
199501,Total Excluding Tax,131
92957,Total Excluding Tax,8910
147665,Total Excluding Tax,230
3175,Total Excluding Tax,128
205622,Total Excluding Tax,160
38843,Total Excluding Tax,192
165517,Total Excluding Tax,68
139602,Total Excluding Tax,78
83934,Total Excluding Tax,130
193626,Total Excluding Tax,640
109730,Total Excluding Tax,39
5181,Total Excluding Tax,287
125198,Total Excluding Tax,540
96242,Total Excluding Tax,2400
64032,Total Excluding Tax,64
204301,Total Excluding Tax,26
217875,Total Excluding Tax,205
191973,Total Excluding Tax,256
80926,Total Excluding Tax,864
89209,Total Excluding Tax,130
15801,Total Excluding Tax,192
76169,Total Excluding Tax,13
172551,Total Excluding Tax,225
103073,Total Excluding Tax,96
82766,Total Excluding Tax,528
24812,Total Excluding Tax,25
225548,Total Excluding Tax,295
56192,Tax Amount,37.5
227784,Tax Amount,131.25
87978,Tax Amount,333.0
16428,Tax Amount,17.55
219559,Tax Amount,138.0
6658,Tax Amount,375.0
27492,Tax Amount,222.0
73926,Tax Amount,21.6
1005,Tax Amount,72.0
50910,Tax Amount,35.63
95305,Tax Amount,6.75
167719,Tax Amount,23.63
41573,Tax Amount,10.5
14043,Tax Amount,330.0
14405,Tax Amount,67.5
135223,Tax Amount,103.5
33043,Tax Amount,38.4
178497,Tax Amount,8.33
31366,Tax Amount,162.0
11450,Tax Amount,5.25
60471,Tax Amount,66.6
37360,Tax Amount,129.6
155288,Tax Amount,7.8
3871,Tax Amount,22.5
61336,Tax Amount,216.0
57329,Tax Amount,97.2
157954,Tax Amount,414.0
63257,Tax Amount,64.8
43209,Tax Amount,19.5
161680,Tax Amount,13.65
209632,Tax Amount,19.5
5399,Tax Amount,504.0
209334,Tax Amount,32.4
177347,Tax Amount,34.02
64581,Tax Amount,259.2
132235,Tax Amount,36.75
149976,Tax Amount,88.56
83333,Tax Amount,15.6
78971,Tax Amount,291.6
26170,Tax Amount,52.5
162063,Tax Amount,30.0
54181,Tax Amount,13.65
52444,Tax Amount,2278.8
116564,Tax Amount,13.65
130622,Tax Amount,14.4
50101,Tax Amount,9.75
8408,Tax Amount,506.25
71889,Tax Amount,32.4
145986,Tax Amount,450.0
202305,Tax Amount,1.95
90949,Tax Amount,162.0
210862,Tax Amount,7.88
62079,Tax Amount,13.65
191994,Tax Amount,291.6
66367,Tax Amount,39.96
130802,Tax Amount,5.25
68882,Tax Amount,26.25
158482,Tax Amount,21.6
169629,Tax Amount,249.75
80920,Tax Amount,14.76
127141,Tax Amount,10.5
211173,Tax Amount,388.5
9675,Tax Amount,45.0
29065,Tax Amount,7.8
146157,Tax Amount,194.4
5267,Tax Amount,9.75
194110,Tax Amount,15.6
166041,Tax Amount,79.92
117570,Tax Amount,11.25
36097,Tax Amount,148.5
107986,Tax Amount,67.5
47202,Tax Amount,138.0
101779,Tax Amount,324.0
199501,Tax Amount,19.69
92957,Tax Amount,1336.5
147665,Tax Amount,34.5
3175,Tax Amount,19.2
205622,Tax Amount,24.0
38843,Tax Amount,28.8
165517,Tax Amount,10.28
139602,Tax Amount,11.7
83934,Tax Amount,19.5
193626,Tax Amount,96.0
109730,Tax Amount,5.85
5181,Tax Amount,43.05
125198,Tax Amount,81.0
96242,Tax Amount,360.0
64032,Tax Amount,9.6
204301,Tax Amount,3.9
217875,Tax Amount,20.52
191973,Tax Amount,38.4
80926,Tax Amount,129.6
89209,Tax Amount,19.5
15801,Tax Amount,28.8
76169,Tax Amount,1.95
172551,Tax Amount,33.75
103073,Tax Amount,14.4
82766,Tax Amount,79.17
24812,Tax Amount,3.75
225548,Tax Amount,44.28
56192,Profit,125.0
227784,Profit,455.0
87978,Profit,1380.0
16428,Profit,76.5
219559,Profit,340.0
6658,Profit,900.0
27492,Profit,580.0
73926,Profit,94.5
1005,Profit,336.0
50910,Profit,125.0
95305,Profit,23.0
167719,Profit,75.0
41573,Profit,34.0
14043,Profit,1210.0
14405,Profit,180.0
135223,Profit,255.0
33043,Profit,192.0
178497,Profit,25.5
31366,Profit,660.0
11450,Profit,18.0
60471,Profit,252.0
37360,Profit,144.0
155288,Profit,34.0
3871,Profit,75.0
61336,Profit,909.0
57329,Profit,360.0
157954,Profit,1120.0
63257,Profit,240.0
43209,Profit,85.0
161680,Profit,59.5
209632,Profit,85.0
5399,Profit,1750.0
209334,Profit,120.0
177347,Profit,84.0
64581,Profit,1056.0
132235,Profit,126.0
149976,Profit,259.2
83333,Profit,68.0
78971,Profit,324.0
26170,Profit,180.0
162063,Profit,100.0
54181,Profit,59.5
52444,Profit,6072.0
116564,Profit,59.5
130622,Profit,60.0
50101,Profit,42.5
8408,Profit,1755.0
71889,Profit,132.0
145986,Profit,1560.0
202305,Profit,8.5
90949,Profit,600.0
210862,Profit,25.0
62079,Profit,59.5
191994,Profit,1188.0
66367,Profit,136.8
130802,Profit,18.0
68882,Profit,90.0
158482,Profit,94.5
169629,Profit,652.5
80920,Profit,50.4
127141,Profit,36.0
211173,Profit,1610.0
9675,Profit,150.0
29065,Profit,34.0
146157,Profit,792.0
5267,Profit,42.5
194110,Profit,68.0
166041,Profit,345.6
117570,Profit,18.0
36097,Profit,540.0
107986,Profit,180.0
47202,Profit,340.0
101779,Profit,1320.0
199501,Profit,62.5
92957,Profit,4860.0
147665,Profit,85.0
3175,Profit,96.0
205622,Profit,120.0
38843,Profit,102.0
165517,Profit,38.5
139602,Profit,51.0
83934,Profit,85.0
193626,Profit,300.0
109730,Profit,25.5
5181,Profit,105.0
125198,Profit,300.0
96242,Profit,1100.0
64032,Profit,48.0
204301,Profit,17.0
217875,Profit,91.2
191973,Profit,160.0
80926,Profit,456.0
89209,Profit,85.0
15801,Profit,144.0
76169,Profit,8.5
172551,Profit,112.5
103073,Profit,72.0
82766,Profit,218.4
24812,Profit,6.0
225548,Profit,129.6
56192,Total Including Tax,287.5
227784,Total Including Tax,1006.25
87978,Total Including Tax,2553.0
16428,Total Including Tax,134.55
219559,Total Including Tax,1058.0
6658,Total Including Tax,2875.0
27492,Total Including Tax,1702.0
73926,Total Including Tax,165.6
1005,Total Including Tax,552.0
50910,Total Including Tax,273.13
95305,Total Including Tax,51.75
167719,Total Including Tax,181.13
41573,Total Including Tax,80.5
14043,Total Including Tax,2530.0
14405,Total Including Tax,517.5
135223,Total Including Tax,793.5
33043,Total Including Tax,294.4
178497,Total Including Tax,63.83
31366,Total Including Tax,1242.0
11450,Total Including Tax,40.25
60471,Total Including Tax,510.6
37360,Total Including Tax,993.6
155288,Total Including Tax,59.8
3871,Total Including Tax,172.5
61336,Total Including Tax,1656.0
57329,Total Including Tax,745.2
157954,Total Including Tax,3174.0
63257,Total Including Tax,496.8
43209,Total Including Tax,149.5
161680,Total Including Tax,104.65
209632,Total Including Tax,149.5
5399,Total Including Tax,3864.0
209334,Total Including Tax,248.4
177347,Total Including Tax,260.82
64581,Total Including Tax,1987.2
132235,Total Including Tax,281.75
149976,Total Including Tax,678.96
83333,Total Including Tax,119.6
78971,Total Including Tax,2235.6
26170,Total Including Tax,402.5
162063,Total Including Tax,230.0
54181,Total Including Tax,104.65
52444,Total Including Tax,17470.8
116564,Total Including Tax,104.65
130622,Total Including Tax,110.4
50101,Total Including Tax,74.75
8408,Total Including Tax,3881.25
71889,Total Including Tax,248.4
145986,Total Including Tax,3450.0
202305,Total Including Tax,14.95
90949,Total Including Tax,1242.0
210862,Total Including Tax,60.38
62079,Total Including Tax,104.65
191994,Total Including Tax,2235.6
66367,Total Including Tax,306.36
130802,Total Including Tax,40.25
68882,Total Including Tax,201.25
158482,Total Including Tax,165.6
169629,Total Including Tax,1914.75
80920,Total Including Tax,113.16
127141,Total Including Tax,80.5
211173,Total Including Tax,2978.5
9675,Total Including Tax,345.0
29065,Total Including Tax,59.8
146157,Total Including Tax,1490.4
5267,Total Including Tax,74.75
194110,Total Including Tax,119.6
166041,Total Including Tax,612.72
117570,Total Including Tax,86.25
36097,Total Including Tax,1138.5
107986,Total Including Tax,517.5
47202,Total Including Tax,1058.0
101779,Total Including Tax,2484.0
199501,Total Including Tax,150.94
92957,Total Including Tax,10246.5
147665,Total Including Tax,264.5
3175,Total Including Tax,147.2
205622,Total Including Tax,184.0
38843,Total Including Tax,220.8
165517,Total Including Tax,78.78
139602,Total Including Tax,89.7
83934,Total Including Tax,149.5
193626,Total Including Tax,736.0
109730,Total Including Tax,44.85
5181,Total Including Tax,330.05
125198,Total Including Tax,621.0
96242,Total Including Tax,2760.0
64032,Total Including Tax,73.6
204301,Total Including Tax,29.9
217875,Total Including Tax,225.72
191973,Total Including Tax,294.4
80926,Total Including Tax,993.6
89209,Total Including Tax,149.5
15801,Total Including Tax,220.8
76169,Total Including Tax,14.95
172551,Total Including Tax,258.75
103073,Total Including Tax,110.4
82766,Total Including Tax,606.97
24812,Total Including Tax,28.75
225548,Total Including Tax,339.48
56192,Total Dry Items,10
227784,Total Dry Items,70
87978,Total Dry Items,60
16428,Total Dry Items,9
219559,Total Dry Items,4
6658,Total Dry Items,100
27492,Total Dry Items,80
73926,Total Dry Items,9
1005,Total Dry Items,96
50910,Total Dry Items,250
95305,Total Dry Items,10
167719,Total Dry Items,75
41573,Total Dry Items,20
14043,Total Dry Items,100
14405,Total Dry Items,5
135223,Total Dry Items,3
33043,Total Dry Items,8
178497,Total Dry Items,50
31366,Total Dry Items,60
11450,Total Dry Items,1
60471,Total Dry Items,120
37360,Total Dry Items,48
155288,Total Dry Items,4
3871,Total Dry Items,6
61336,Total Dry Items,6
57329,Total Dry Items,36
157954,Total Dry Items,8
63257,Total Dry Items,24
43209,Total Dry Items,10
161680,Total Dry Items,7
209632,Total Dry Items,10
5399,Total Dry Items,70
209334,Total Dry Items,12
177347,Total Dry Items,84
64581,Total Dry Items,96
132235,Total Dry Items,7
149976,Total Dry Items,144
83333,Total Dry Items,8
78971,Total Dry Items,108
26170,Total Dry Items,10
162063,Total Dry Items,10
54181,Total Dry Items,7
52444,Total Dry Items,8
116564,Total Dry Items,7
130622,Total Dry Items,3
50101,Total Dry Items,5
8408,Total Dry Items,90
71889,Total Dry Items,12
145986,Total Dry Items,80
202305,Total Dry Items,1
90949,Total Dry Items,60
210862,Total Dry Items,25
62079,Total Dry Items,7
191994,Total Dry Items,108
66367,Total Dry Items,72
130802,Total Dry Items,1
68882,Total Dry Items,5
158482,Total Dry Items,9
169629,Total Dry Items,90
80920,Total Dry Items,24
127141,Total Dry Items,2
211173,Total Dry Items,70
9675,Total Dry Items,10
29065,Total Dry Items,4
146157,Total Dry Items,72
5267,Total Dry Items,5
194110,Total Dry Items,8
166041,Total Dry Items,144
117570,Total Dry Items,3
36097,Total Dry Items,30
107986,Total Dry Items,5
47202,Total Dry Items,4
101779,Total Dry Items,120
199501,Total Dry Items,125
92957,Total Dry Items,90
147665,Total Dry Items,1
3175,Total Dry Items,4
205622,Total Dry Items,5
38843,Total Dry Items,150
165517,Total Dry Items,25
139602,Total Dry Items,6
83934,Total Dry Items,10
193626,Total Dry Items,20
109730,Total Dry Items,3
5181,Total Dry Items,70
125198,Total Dry Items,30
96242,Total Dry Items,100
64032,Total Dry Items,2
204301,Total Dry Items,2
217875,Total Dry Items,0
191973,Total Dry Items,8
80926,Total Dry Items,48
89209,Total Dry Items,10
15801,Total Dry Items,6
76169,Total Dry Items,1
172551,Total Dry Items,9
103073,Total Dry Items,3
82766,Total Dry Items,182
24812,Total Dry Items,1
225548,Total Dry Items,72
56192,Total Chiller Items,0
227784,Total Chiller Items,0
87978,Total Chiller Items,0
16428,Total Chiller Items,0
219559,Total Chiller Items,0
6658,Total Chiller Items,0
27492,Total Chiller Items,0
73926,Total Chiller Items,0
1005,Total Chiller Items,0
50910,Total Chiller Items,0
95305,Total Chiller Items,0
167719,Total Chiller Items,0
41573,Total Chiller Items,0
14043,Total Chiller Items,0
14405,Total Chiller Items,0
135223,Total Chiller Items,0
33043,Total Chiller Items,0
178497,Total Chiller Items,0
31366,Total Chiller Items,0
11450,Total Chiller Items,0
60471,Total Chiller Items,0
37360,Total Chiller Items,0
155288,Total Chiller Items,0
3871,Total Chiller Items,0
61336,Total Chiller Items,0
57329,Total Chiller Items,0
157954,Total Chiller Items,0
63257,Total Chiller Items,0
43209,Total Chiller Items,0
161680,Total Chiller Items,0
209632,Total Chiller Items,0
5399,Total Chiller Items,0
209334,Total Chiller Items,0
177347,Total Chiller Items,0
64581,Total Chiller Items,0
132235,Total Chiller Items,0
149976,Total Chiller Items,0
83333,Total Chiller Items,0
78971,Total Chiller Items,0
26170,Total Chiller Items,0
162063,Total Chiller Items,0
54181,Total Chiller Items,0
52444,Total Chiller Items,0
116564,Total Chiller Items,0
130622,Total Chiller Items,0
50101,Total Chiller Items,0
8408,Total Chiller Items,0
71889,Total Chiller Items,0
145986,Total Chiller Items,0
202305,Total Chiller Items,0
90949,Total Chiller Items,0
210862,Total Chiller Items,0
62079,Total Chiller Items,0
191994,Total Chiller Items,0
66367,Total Chiller Items,0
130802,Total Chiller Items,0
68882,Total Chiller Items,0
158482,Total Chiller Items,0
169629,Total Chiller Items,0
80920,Total Chiller Items,0
127141,Total Chiller Items,0
211173,Total Chiller Items,0
9675,Total Chiller Items,0
29065,Total Chiller Items,0
146157,Total Chiller Items,0
5267,Total Chiller Items,0
194110,Total Chiller Items,0
166041,Total Chiller Items,0
117570,Total Chiller Items,0
36097,Total Chiller Items,0
107986,Total Chiller Items,0
47202,Total Chiller Items,0
101779,Total Chiller Items,0
199501,Total Chiller Items,0
92957,Total Chiller Items,0
147665,Total Chiller Items,0
3175,Total Chiller Items,0
205622,Total Chiller Items,0
