Date,Age,Day of Week,Day of Year,Day Name,Start of Week,DayOfWeek,Weekend,MonthName,ShortMonth
2016-01-28 00:00:00.000,3,3,28,"Thursday",2016-01-25 00:00:00.000,4,"Weekday","January","JAN"
2016-01-30 00:00:00.000,3,5,30,"Saturday",2016-01-25 00:00:00.000,6,"Weekend","January","JAN"
2016-01-24 00:00:00.000,3,6,24,"Sunday",2016-01-18 00:00:00.000,7,"Weekend","January","JAN"
2016-01-23 00:00:00.000,3,5,23,"Saturday",2016-01-18 00:00:00.000,6,"Weekend","January","JAN"
2016-01-22 00:00:00.000,3,4,22,"Friday",2016-01-18 00:00:00.000,5,"Weekday","January","JAN"
2016-01-21 00:00:00.000,3,3,21,"Thursday",2016-01-18 00:00:00.000,4,"Weekday","January","JAN"
2016-01-20 00:00:00.000,3,2,20,"Wednesday",2016-01-18 00:00:00.000,3,"Weekday","January","JAN"
2016-01-19 00:00:00.000,3,1,19,"Tuesday",2016-01-18 00:00:00.000,2,"Weekday","January","JAN"
2016-01-18 00:00:00.000,3,0,18,"Monday",2016-01-18 00:00:00.000,1,"Weekday","January","JAN"
2016-01-11 00:00:00.000,3,0,11,"Monday",2016-01-11 00:00:00.000,1,"Weekday","January","JAN"
2016-01-12 00:00:00.000,3,1,12,"Tuesday",2016-01-11 00:00:00.000,2,"Weekday","January","JAN"
2016-01-13 00:00:00.000,3,2,13,"Wednesday",2016-01-11 00:00:00.000,3,"Weekday","January","JAN"
2016-01-15 00:00:00.000,3,4,15,"Friday",2016-01-11 00:00:00.000,5,"Weekday","January","JAN"
2016-01-16 00:00:00.000,3,5,16,"Saturday",2016-01-11 00:00:00.000,6,"Weekend","January","JAN"
2016-01-17 00:00:00.000,3,6,17,"Sunday",2016-01-11 00:00:00.000,7,"Weekend","January","JAN"
2016-01-14 00:00:00.000,3,3,14,"Thursday",2016-01-11 00:00:00.000,4,"Weekday","January","JAN"
2016-01-10 00:00:00.000,3,6,10,"Sunday",2016-01-04 00:00:00.000,7,"Weekend","January","JAN"
2016-01-09 00:00:00.000,3,5,9,"Saturday",2016-01-04 00:00:00.000,6,"Weekend","January","JAN"
2016-01-08 00:00:00.000,3,4,8,"Friday",2016-01-04 00:00:00.000,5,"Weekday","January","JAN"
2016-01-07 00:00:00.000,3,3,7,"Thursday",2016-01-04 00:00:00.000,4,"Weekday","January","JAN"
2016-01-06 00:00:00.000,3,2,6,"Wednesday",2016-01-04 00:00:00.000,3,"Weekday","January","JAN"
2016-01-05 00:00:00.000,3,1,5,"Tuesday",2016-01-04 00:00:00.000,2,"Weekday","January","JAN"
2016-01-04 00:00:00.000,3,0,4,"Monday",2016-01-04 00:00:00.000,1,"Weekday","January","JAN"
2015-12-28 00:00:00.000,3,0,362,"Monday",2015-12-28 00:00:00.000,1,"Weekday","December","DEC"
2015-12-29 00:00:00.000,3,1,363,"Tuesday",2015-12-28 00:00:00.000,2,"Weekday","December","DEC"
2015-12-30 00:00:00.000,3,2,364,"Wednesday",2015-12-28 00:00:00.000,3,"Weekday","December","DEC"
2016-01-01 00:00:00.000,3,4,1,"Friday",2015-12-28 00:00:00.000,5,"Weekday","January","JAN"
2016-01-02 00:00:00.000,3,5,2,"Saturday",2015-12-28 00:00:00.000,6,"Weekend","January","JAN"
2016-01-03 00:00:00.000,3,6,3,"Sunday",2015-12-28 00:00:00.000,7,"Weekend","January","JAN"
2015-12-31 00:00:00.000,3,3,365,"Thursday",2015-12-28 00:00:00.000,4,"Weekday","December","DEC"
2015-12-27 00:00:00.000,3,6,361,"Sunday",2015-12-21 00:00:00.000,7,"Weekend","December","DEC"
2015-12-26 00:00:00.000,3,5,360,"Saturday",2015-12-21 00:00:00.000,6,"Weekend","December","DEC"
2015-12-25 00:00:00.000,3,4,359,"Friday",2015-12-21 00:00:00.000,5,"Weekday","December","DEC"
2015-12-24 00:00:00.000,3,3,358,"Thursday",2015-12-21 00:00:00.000,4,"Weekday","December","DEC"
2015-12-23 00:00:00.000,3,2,357,"Wednesday",2015-12-21 00:00:00.000,3,"Weekday","December","DEC"
2015-12-22 00:00:00.000,3,1,356,"Tuesday",2015-12-21 00:00:00.000,2,"Weekday","December","DEC"
2015-12-21 00:00:00.000,3,0,355,"Monday",2015-12-21 00:00:00.000,1,"Weekday","December","DEC"
2015-12-14 00:00:00.000,3,0,348,"Monday",2015-12-14 00:00:00.000,1,"Weekday","December","DEC"
2015-12-15 00:00:00.000,3,1,349,"Tuesday",2015-12-14 00:00:00.000,2,"Weekday","December","DEC"
2015-12-16 00:00:00.000,3,2,350,"Wednesday",2015-12-14 00:00:00.000,3,"Weekday","December","DEC"
2015-12-17 00:00:00.000,3,3,351,"Thursday",2015-12-14 00:00:00.000,4,"Weekday","December","DEC"
2015-12-19 00:00:00.000,3,5,353,"Saturday",2015-12-14 00:00:00.000,6,"Weekend","December","DEC"
2015-12-20 00:00:00.000,3,6,354,"Sunday",2015-12-14 00:00:00.000,7,"Weekend","December","DEC"
2015-12-18 00:00:00.000,3,4,352,"Friday",2015-12-14 00:00:00.000,5,"Weekday","December","DEC"
2015-12-13 00:00:00.000,3,6,347,"Sunday",2015-12-07 00:00:00.000,7,"Weekend","December","DEC"
2015-12-12 00:00:00.000,3,5,346,"Saturday",2015-12-07 00:00:00.000,6,"Weekend","December","DEC"
2015-12-11 00:00:00.000,3,4,345,"Friday",2015-12-07 00:00:00.000,5,"Weekday","December","DEC"
2015-12-10 00:00:00.000,3,3,344,"Thursday",2015-12-07 00:00:00.000,4,"Weekday","December","DEC"
2015-12-09 00:00:00.000,3,2,343,"Wednesday",2015-12-07 00:00:00.000,3,"Weekday","December","DEC"
2015-12-08 00:00:00.000,3,1,342,"Tuesday",2015-12-07 00:00:00.000,2,"Weekday","December","DEC"
2015-12-07 00:00:00.000,3,0,341,"Monday",2015-12-07 00:00:00.000,1,"Weekday","December","DEC"
2015-12-01 00:00:00.000,3,1,335,"Tuesday",2015-11-30 00:00:00.000,2,"Weekday","December","DEC"
2015-11-30 00:00:00.000,3,0,334,"Monday",2015-11-30 00:00:00.000,1,"Weekday","November","NOV"
2015-12-02 00:00:00.000,3,2,336,"Wednesday",2015-11-30 00:00:00.000,3,"Weekday","December","DEC"
2015-12-06 00:00:00.000,3,6,340,"Sunday",2015-11-30 00:00:00.000,7,"Weekend","December","DEC"
2015-12-04 00:00:00.000,3,4,338,"Friday",2015-11-30 00:00:00.000,5,"Weekday","December","DEC"
2015-12-03 00:00:00.000,3,3,337,"Thursday",2015-11-30 00:00:00.000,4,"Weekday","December","DEC"
2015-12-05 00:00:00.000,3,5,339,"Saturday",2015-11-30 00:00:00.000,6,"Weekend","December","DEC"
2015-11-23 00:00:00.000,3,0,327,"Monday",2015-11-23 00:00:00.000,1,"Weekday","November","NOV"
2015-11-24 00:00:00.000,3,1,328,"Tuesday",2015-11-23 00:00:00.000,2,"Weekday","November","NOV"
2015-11-25 00:00:00.000,3,2,329,"Wednesday",2015-11-23 00:00:00.000,3,"Weekday","November","NOV"
2015-11-29 00:00:00.000,3,6,333,"Sunday",2015-11-23 00:00:00.000,7,"Weekend","November","NOV"
2015-11-27 00:00:00.000,3,4,331,"Friday",2015-11-23 00:00:00.000,5,"Weekday","November","NOV"
2015-11-28 00:00:00.000,3,5,332,"Saturday",2015-11-23 00:00:00.000,6,"Weekend","November","NOV"
2015-11-26 00:00:00.000,3,3,330,"Thursday",2015-11-23 00:00:00.000,4,"Weekday","November","NOV"
2015-11-16 00:00:00.000,3,0,320,"Monday",2015-11-16 00:00:00.000,1,"Weekday","November","NOV"
2015-11-17 00:00:00.000,3,1,321,"Tuesday",2015-11-16 00:00:00.000,2,"Weekday","November","NOV"
2015-11-18 00:00:00.000,3,2,322,"Wednesday",2015-11-16 00:00:00.000,3,"Weekday","November","NOV"
2015-11-20 00:00:00.000,3,4,324,"Friday",2015-11-16 00:00:00.000,5,"Weekday","November","NOV"
2015-11-21 00:00:00.000,3,5,325,"Saturday",2015-11-16 00:00:00.000,6,"Weekend","November","NOV"
2015-11-22 00:00:00.000,3,6,326,"Sunday",2015-11-16 00:00:00.000,7,"Weekend","November","NOV"
2015-11-19 00:00:00.000,3,3,323,"Thursday",2015-11-16 00:00:00.000,4,"Weekday","November","NOV"
2015-11-14 00:00:00.000,3,5,318,"Saturday",2015-11-09 00:00:00.000,6,"Weekend","November","NOV"
2015-11-13 00:00:00.000,3,4,317,"Friday",2015-11-09 00:00:00.000,5,"Weekday","November","NOV"
2015-11-12 00:00:00.000,3,3,316,"Thursday",2015-11-09 00:00:00.000,4,"Weekday","November","NOV"
2015-11-11 00:00:00.000,3,2,315,"Wednesday",2015-11-09 00:00:00.000,3,"Weekday","November","NOV"
2015-11-10 00:00:00.000,3,1,314,"Tuesday",2015-11-09 00:00:00.000,2,"Weekday","November","NOV"
2015-11-09 00:00:00.000,3,0,313,"Monday",2015-11-09 00:00:00.000,1,"Weekday","November","NOV"
2015-11-15 00:00:00.000,3,6,319,"Sunday",2015-11-09 00:00:00.000,7,"Weekend","November","NOV"
2015-11-03 00:00:00.000,3,1,307,"Tuesday",2015-11-02 00:00:00.000,2,"Weekday","November","NOV"
2015-11-02 00:00:00.000,3,0,306,"Monday",2015-11-02 00:00:00.000,1,"Weekday","November","NOV"
2015-11-04 00:00:00.000,3,2,308,"Wednesday",2015-11-02 00:00:00.000,3,"Weekday","November","NOV"
2015-11-06 00:00:00.000,3,4,310,"Friday",2015-11-02 00:00:00.000,5,"Weekday","November","NOV"
2015-11-08 00:00:00.000,3,6,312,"Sunday",2015-11-02 00:00:00.000,7,"Weekend","November","NOV"
2015-11-05 00:00:00.000,3,3,309,"Thursday",2015-11-02 00:00:00.000,4,"Weekday","November","NOV"
2015-11-07 00:00:00.000,3,5,311,"Saturday",2015-11-02 00:00:00.000,6,"Weekend","November","NOV"
2015-11-01 00:00:00.000,3,6,305,"Sunday",2015-10-26 00:00:00.000,7,"Weekend","November","NOV"
2015-10-31 00:00:00.000,3,5,304,"Saturday",2015-10-26 00:00:00.000,6,"Weekend","October","OCT"
2015-10-30 00:00:00.000,3,4,303,"Friday",2015-10-26 00:00:00.000,5,"Weekday","October","OCT"
2015-10-29 00:00:00.000,3,3,302,"Thursday",2015-10-26 00:00:00.000,4,"Weekday","October","OCT"
2015-10-28 00:00:00.000,3,2,301,"Wednesday",2015-10-26 00:00:00.000,3,"Weekday","October","OCT"
2015-10-27 00:00:00.000,3,1,300,"Tuesday",2015-10-26 00:00:00.000,2,"Weekday","October","OCT"
2015-10-26 00:00:00.000,3,0,299,"Monday",2015-10-26 00:00:00.000,1,"Weekday","October","OCT"
2015-10-19 00:00:00.000,3,0,292,"Monday",2015-10-19 00:00:00.000,1,"Weekday","October","OCT"
2015-10-20 00:00:00.000,3,1,293,"Tuesday",2015-10-19 00:00:00.000,2,"Weekday","October","OCT"
2015-10-21 00:00:00.000,3,2,294,"Wednesday",2015-10-19 00:00:00.000,3,"Weekday","October","OCT"
2015-10-23 00:00:00.000,3,4,296,"Friday",2015-10-19 00:00:00.000,5,"Weekday","October","OCT"
2015-10-24 00:00:00.000,3,5,297,"Saturday",2015-10-19 00:00:00.000,6,"Weekend","October","OCT"
2015-10-25 00:00:00.000,3,6,298,"Sunday",2015-10-19 00:00:00.000,7,"Weekend","October","OCT"
2015-10-22 00:00:00.000,3,3,295,"Thursday",2015-10-19 00:00:00.000,4,"Weekday","October","OCT"
2015-10-18 00:00:00.000,3,6,291,"Sunday",2015-10-12 00:00:00.000,7,"Weekend","October","OCT"
2015-10-17 00:00:00.000,3,5,290,"Saturday",2015-10-12 00:00:00.000,6,"Weekend","October","OCT"
2015-10-16 00:00:00.000,3,4,289,"Friday",2015-10-12 00:00:00.000,5,"Weekday","October","OCT"
2015-10-15 00:00:00.000,3,3,288,"Thursday",2015-10-12 00:00:00.000,4,"Weekday","October","OCT"
2015-10-14 00:00:00.000,3,2,287,"Wednesday",2015-10-12 00:00:00.000,3,"Weekday","October","OCT"
2015-10-13 00:00:00.000,3,1,286,"Tuesday",2015-10-12 00:00:00.000,2,"Weekday","October","OCT"
2015-10-12 00:00:00.000,3,0,285,"Monday",2015-10-12 00:00:00.000,1,"Weekday","October","OCT"
2015-10-05 00:00:00.000,3,0,278,"Monday",2015-10-05 00:00:00.000,1,"Weekday","October","OCT"
2015-10-06 00:00:00.000,3,1,279,"Tuesday",2015-10-05 00:00:00.000,2,"Weekday","October","OCT"
2015-10-07 00:00:00.000,3,2,280,"Wednesday",2015-10-05 00:00:00.000,3,"Weekday","October","OCT"
2015-10-09 00:00:00.000,3,4,282,"Friday",2015-10-05 00:00:00.000,5,"Weekday","October","OCT"
2015-10-11 00:00:00.000,3,6,284,"Sunday",2015-10-05 00:00:00.000,7,"Weekend","October","OCT"
2015-10-08 00:00:00.000,3,3,281,"Thursday",2015-10-05 00:00:00.000,4,"Weekday","October","OCT"
2015-10-10 00:00:00.000,3,5,283,"Saturday",2015-10-05 00:00:00.000,6,"Weekend","October","OCT"
2015-10-04 00:00:00.000,3,6,277,"Sunday",2015-09-28 00:00:00.000,7,"Weekend","October","OCT"
2015-10-03 00:00:00.000,3,5,276,"Saturday",2015-09-28 00:00:00.000,6,"Weekend","October","OCT"
2015-10-02 00:00:00.000,3,4,275,"Friday",2015-09-28 00:00:00.000,5,"Weekday","October","OCT"
2015-10-01 00:00:00.000,3,3,274,"Thursday",2015-09-28 00:00:00.000,4,"Weekday","October","OCT"
2015-09-30 00:00:00.000,3,2,273,"Wednesday",2015-09-28 00:00:00.000,3,"Weekday","September","SEP"
2015-09-29 00:00:00.000,3,1,272,"Tuesday",2015-09-28 00:00:00.000,2,"Weekday","September","SEP"
2015-09-28 00:00:00.000,3,0,271,"Monday",2015-09-28 00:00:00.000,1,"Weekday","September","SEP"
2017-06-30 00:00:00.000,2,4,181,"Friday",2017-06-26 00:00:00.000,5,"Weekday","June","JUN"
2017-06-26 00:00:00.000,2,0,177,"Monday",2017-06-26 00:00:00.000,1,"Weekday","June","JUN"
2017-06-29 00:00:00.000,2,3,180,"Thursday",2017-06-26 00:00:00.000,4,"Weekday","June","JUN"
2017-06-28 00:00:00.000,2,2,179,"Wednesday",2017-06-26 00:00:00.000,3,"Weekday","June","JUN"
2017-06-27 00:00:00.000,2,1,178,"Tuesday",2017-06-26 00:00:00.000,2,"Weekday","June","JUN"
2017-06-25 00:00:00.000,2,6,176,"Sunday",2017-06-19 00:00:00.000,7,"Weekend","June","JUN"
2017-06-24 00:00:00.000,2,5,175,"Saturday",2017-06-19 00:00:00.000,6,"Weekend","June","JUN"
2017-06-23 00:00:00.000,2,4,174,"Friday",2017-06-19 00:00:00.000,5,"Weekday","June","JUN"
2017-06-22 00:00:00.000,2,3,173,"Thursday",2017-06-19 00:00:00.000,4,"Weekday","June","JUN"
2017-06-21 00:00:00.000,2,2,172,"Wednesday",2017-06-19 00:00:00.000,3,"Weekday","June","JUN"
2017-06-20 00:00:00.000,2,1,171,"Tuesday",2017-06-19 00:00:00.000,2,"Weekday","June","JUN"
2017-06-19 00:00:00.000,2,0,170,"Monday",2017-06-19 00:00:00.000,1,"Weekday","June","JUN"
2017-06-12 00:00:00.000,2,0,163,"Monday",2017-06-12 00:00:00.000,1,"Weekday","June","JUN"
2017-06-13 00:00:00.000,2,1,164,"Tuesday",2017-06-12 00:00:00.000,2,"Weekday","June","JUN"
2017-06-14 00:00:00.000,2,2,165,"Wednesday",2017-06-12 00:00:00.000,3,"Weekday","June","JUN"
2017-06-16 00:00:00.000,2,4,167,"Friday",2017-06-12 00:00:00.000,5,"Weekday","June","JUN"
2017-06-17 00:00:00.000,2,5,168,"Saturday",2017-06-12 00:00:00.000,6,"Weekend","June","JUN"
2017-06-18 00:00:00.000,2,6,169,"Sunday",2017-06-12 00:00:00.000,7,"Weekend","June","JUN"
2017-06-15 00:00:00.000,2,3,166,"Thursday",2017-06-12 00:00:00.000,4,"Weekday","June","JUN"
2017-06-11 00:00:00.000,2,6,162,"Sunday",2017-06-05 00:00:00.000,7,"Weekend","June","JUN"
2017-06-10 00:00:00.000,2,5,161,"Saturday",2017-06-05 00:00:00.000,6,"Weekend","June","JUN"
2017-06-09 00:00:00.000,2,4,160,"Friday",2017-06-05 00:00:00.000,5,"Weekday","June","JUN"
2017-06-08 00:00:00.000,2,3,159,"Thursday",2017-06-05 00:00:00.000,4,"Weekday","June","JUN"
2017-06-07 00:00:00.000,2,2,158,"Wednesday",2017-06-05 00:00:00.000,3,"Weekday","June","JUN"
2017-06-06 00:00:00.000,2,1,157,"Tuesday",2017-06-05 00:00:00.000,2,"Weekday","June","JUN"
2017-06-05 00:00:00.000,2,0,156,"Monday",2017-06-05 00:00:00.000,1,"Weekday","June","JUN"
2017-05-29 00:00:00.000,2,0,149,"Monday",2017-05-29 00:00:00.000,1,"Weekday","May","MAY"
2017-05-30 00:00:00.000,2,1,150,"Tuesday",2017-05-29 00:00:00.000,2,"Weekday","May","MAY"
2017-05-31 00:00:00.000,2,2,151,"Wednesday",2017-05-29 00:00:00.000,3,"Weekday","May","MAY"
2017-06-04 00:00:00.000,2,6,155,"Sunday",2017-05-29 00:00:00.000,7,"Weekend","June","JUN"
2017-06-02 00:00:00.000,2,4,153,"Friday",2017-05-29 00:00:00.000,5,"Weekday","June","JUN"
2017-06-03 00:00:00.000,2,5,154,"Saturday",2017-05-29 00:00:00.000,6,"Weekend","June","JUN"
2017-06-01 00:00:00.000,2,3,152,"Thursday",2017-05-29 00:00:00.000,4,"Weekday","June","JUN"
2017-05-28 00:00:00.000,2,6,148,"Sunday",2017-05-22 00:00:00.000,7,"Weekend","May","MAY"
2017-05-27 00:00:00.000,2,5,147,"Saturday",2017-05-22 00:00:00.000,6,"Weekend","May","MAY"
2017-05-26 00:00:00.000,2,4,146,"Friday",2017-05-22 00:00:00.000,5,"Weekday","May","MAY"
2017-05-25 00:00:00.000,2,3,145,"Thursday",2017-05-22 00:00:00.000,4,"Weekday","May","MAY"
2017-05-24 00:00:00.000,2,2,144,"Wednesday",2017-05-22 00:00:00.000,3,"Weekday","May","MAY"
2017-05-23 00:00:00.000,2,1,143,"Tuesday",2017-05-22 00:00:00.000,2,"Weekday","May","MAY"
2017-05-22 00:00:00.000,2,0,142,"Monday",2017-05-22 00:00:00.000,1,"Weekday","May","MAY"
2017-05-15 00:00:00.000,2,0,135,"Monday",2017-05-15 00:00:00.000,1,"Weekday","May","MAY"
2017-05-16 00:00:00.000,2,1,136,"Tuesday",2017-05-15 00:00:00.000,2,"Weekday","May","MAY"
2017-05-17 00:00:00.000,2,2,137,"Wednesday",2017-05-15 00:00:00.000,3,"Weekday","May","MAY"
2017-05-19 00:00:00.000,2,4,139,"Friday",2017-05-15 00:00:00.000,5,"Weekday","May","MAY"
2017-05-20 00:00:00.000,2,5,140,"Saturday",2017-05-15 00:00:00.000,6,"Weekend","May","MAY"
2017-05-21 00:00:00.000,2,6,141,"Sunday",2017-05-15 00:00:00.000,7,"Weekend","May","MAY"
2017-05-18 00:00:00.000,2,3,138,"Thursday",2017-05-15 00:00:00.000,4,"Weekday","May","MAY"
2017-05-14 00:00:00.000,2,6,134,"Sunday",2017-05-08 00:00:00.000,7,"Weekend","May","MAY"
2017-05-13 00:00:00.000,2,5,133,"Saturday",2017-05-08 00:00:00.000,6,"Weekend","May","MAY"
2017-05-12 00:00:00.000,2,4,132,"Friday",2017-05-08 00:00:00.000,5,"Weekday","May","MAY"
2017-05-11 00:00:00.000,2,3,131,"Thursday",2017-05-08 00:00:00.000,4,"Weekday","May","MAY"
2017-05-10 00:00:00.000,2,2,130,"Wednesday",2017-05-08 00:00:00.000,3,"Weekday","May","MAY"
2017-05-09 00:00:00.000,2,1,129,"Tuesday",2017-05-08 00:00:00.000,2,"Weekday","May","MAY"
2017-05-08 00:00:00.000,2,0,128,"Monday",2017-05-08 00:00:00.000,1,"Weekday","May","MAY"
2017-05-01 00:00:00.000,2,0,121,"Monday",2017-05-01 00:00:00.000,1,"Weekday","May","MAY"
2017-05-02 00:00:00.000,2,1,122,"Tuesday",2017-05-01 00:00:00.000,2,"Weekday","May","MAY"
2017-05-03 00:00:00.000,2,2,123,"Wednesday",2017-05-01 00:00:00.000,3,"Weekday","May","MAY"
2017-05-07 00:00:00.000,2,6,127,"Sunday",2017-05-01 00:00:00.000,7,"Weekend","May","MAY"
2017-05-06 00:00:00.000,2,5,126,"Saturday",2017-05-01 00:00:00.000,6,"Weekend","May","MAY"
2017-05-04 00:00:00.000,2,3,124,"Thursday",2017-05-01 00:00:00.000,4,"Weekday","May","MAY"
2017-05-05 00:00:00.000,2,4,125,"Friday",2017-05-01 00:00:00.000,5,"Weekday","May","MAY"
2017-04-30 00:00:00.000,2,6,120,"Sunday",2017-04-24 00:00:00.000,7,"Weekend","April","APR"
2017-04-29 00:00:00.000,2,5,119,"Saturday",2017-04-24 00:00:00.000,6,"Weekend","April","APR"
2017-04-28 00:00:00.000,2,4,118,"Friday",2017-04-24 00:00:00.000,5,"Weekday","April","APR"
2017-04-27 00:00:00.000,2,3,117,"Thursday",2017-04-24 00:00:00.000,4,"Weekday","April","APR"
2017-04-26 00:00:00.000,2,2,116,"Wednesday",2017-04-24 00:00:00.000,3,"Weekday","April","APR"
2017-04-25 00:00:00.000,2,1,115,"Tuesday",2017-04-24 00:00:00.000,2,"Weekday","April","APR"
2017-04-24 00:00:00.000,2,0,114,"Monday",2017-04-24 00:00:00.000,1,"Weekday","April","APR"
2017-04-17 00:00:00.000,2,0,107,"Monday",2017-04-17 00:00:00.000,1,"Weekday","April","APR"
2017-04-19 00:00:00.000,2,2,109,"Wednesday",2017-04-17 00:00:00.000,3,"Weekday","April","APR"
2017-04-18 00:00:00.000,2,1,108,"Tuesday",2017-04-17 00:00:00.000,2,"Weekday","April","APR"
2017-04-21 00:00:00.000,2,4,111,"Friday",2017-04-17 00:00:00.000,5,"Weekday","April","APR"
2017-04-22 00:00:00.000,2,5,112,"Saturday",2017-04-17 00:00:00.000,6,"Weekend","April","APR"
2017-04-23 00:00:00.000,2,6,113,"Sunday",2017-04-17 00:00:00.000,7,"Weekend","April","APR"
2017-04-20 00:00:00.000,2,3,110,"Thursday",2017-04-17 00:00:00.000,4,"Weekday","April","APR"
2017-04-16 00:00:00.000,2,6,106,"Sunday",2017-04-10 00:00:00.000,7,"Weekend","April","APR"
2017-04-15 00:00:00.000,2,5,105,"Saturday",2017-04-10 00:00:00.000,6,"Weekend","April","APR"
2017-04-14 00:00:00.000,2,4,104,"Friday",2017-04-10 00:00:00.000,5,"Weekday","April","APR"
2017-04-13 00:00:00.000,2,3,103,"Thursday",2017-04-10 00:00:00.000,4,"Weekday","April","APR"
2017-04-12 00:00:00.000,2,2,102,"Wednesday",2017-04-10 00:00:00.000,3,"Weekday","April","APR"
2017-04-11 00:00:00.000,2,1,101,"Tuesday",2017-04-10 00:00:00.000,2,"Weekday","April","APR"
2017-04-10 00:00:00.000,2,0,100,"Monday",2017-04-10 00:00:00.000,1,"Weekday","April","APR"
2017-04-03 00:00:00.000,2,0,93,"Monday",2017-04-03 00:00:00.000,1,"Weekday","April","APR"
2017-04-04 00:00:00.000,2,1,94,"Tuesday",2017-04-03 00:00:00.000,2,"Weekday","April","APR"
2017-04-05 00:00:00.000,2,2,95,"Wednesday",2017-04-03 00:00:00.000,3,"Weekday","April","APR"
2017-04-07 00:00:00.000,2,4,97,"Friday",2017-04-03 00:00:00.000,5,"Weekday","April","APR"
2017-04-08 00:00:00.000,2,5,98,"Saturday",2017-04-03 00:00:00.000,6,"Weekend","April","APR"
2017-04-06 00:00:00.000,2,3,96,"Thursday",2017-04-03 00:00:00.000,4,"Weekday","April","APR"
2017-04-09 00:00:00.000,2,6,99,"Sunday",2017-04-03 00:00:00.000,7,"Weekend","April","APR"
2017-04-02 00:00:00.000,2,6,92,"Sunday",2017-03-27 00:00:00.000,7,"Weekend","April","APR"
2017-04-01 00:00:00.000,2,5,91,"Saturday",2017-03-27 00:00:00.000,6,"Weekend","April","APR"
2017-03-31 00:00:00.000,2,4,90,"Friday",2017-03-27 00:00:00.000,5,"Weekday","March","MAR"
2017-03-30 00:00:00.000,2,3,89,"Thursday",2017-03-27 00:00:00.000,4,"Weekday","March","MAR"
2017-03-29 00:00:00.000,2,2,88,"Wednesday",2017-03-27 00:00:00.000,3,"Weekday","March","MAR"
2017-03-28 00:00:00.000,2,1,87,"Tuesday",2017-03-27 00:00:00.000,2,"Weekday","March","MAR"
2017-03-27 00:00:00.000,2,0,86,"Monday",2017-03-27 00:00:00.000,1,"Weekday","March","MAR"
2017-03-20 00:00:00.000,2,0,79,"Monday",2017-03-20 00:00:00.000,1,"Weekday","March","MAR"
2017-03-21 00:00:00.000,2,1,80,"Tuesday",2017-03-20 00:00:00.000,2,"Weekday","March","MAR"
2017-03-22 00:00:00.000,2,2,81,"Wednesday",2017-03-20 00:00:00.000,3,"Weekday","March","MAR"
2017-03-23 00:00:00.000,2,3,82,"Thursday",2017-03-20 00:00:00.000,4,"Weekday","March","MAR"
2017-03-25 00:00:00.000,2,5,84,"Saturday",2017-03-20 00:00:00.000,6,"Weekend","March","MAR"
2017-03-26 00:00:00.000,2,6,85,"Sunday",2017-03-20 00:00:00.000,7,"Weekend","March","MAR"
2017-03-24 00:00:00.000,2,4,83,"Friday",2017-03-20 00:00:00.000,5,"Weekday","March","MAR"
2017-03-19 00:00:00.000,2,6,78,"Sunday",2017-03-13 00:00:00.000,7,"Weekend","March","MAR"
2017-03-18 00:00:00.000,2,5,77,"Saturday",2017-03-13 00:00:00.000,6,"Weekend","March","MAR"
2017-03-17 00:00:00.000,2,4,76,"Friday",2017-03-13 00:00:00.000,5,"Weekday","March","MAR"
2017-03-16 00:00:00.000,2,3,75,"Thursday",2017-03-13 00:00:00.000,4,"Weekday","March","MAR"
2017-03-15 00:00:00.000,2,2,74,"Wednesday",2017-03-13 00:00:00.000,3,"Weekday","March","MAR"
2017-03-14 00:00:00.000,2,1,73,"Tuesday",2017-03-13 00:00:00.000,2,"Weekday","March","MAR"
2017-03-13 00:00:00.000,2,0,72,"Monday",2017-03-13 00:00:00.000,1,"Weekday","March","MAR"
2017-03-06 00:00:00.000,2,0,65,"Monday",2017-03-06 00:00:00.000,1,"Weekday","March","MAR"
2017-03-07 00:00:00.000,2,1,66,"Tuesday",2017-03-06 00:00:00.000,2,"Weekday","March","MAR"
2017-03-08 00:00:00.000,2,2,67,"Wednesday",2017-03-06 00:00:00.000,3,"Weekday","March","MAR"
2017-03-12 00:00:00.000,2,6,71,"Sunday",2017-03-06 00:00:00.000,7,"Weekend","March","MAR"
2017-03-11 00:00:00.000,2,5,70,"Saturday",2017-03-06 00:00:00.000,6,"Weekend","March","MAR"
2017-03-09 00:00:00.000,2,3,68,"Thursday",2017-03-06 00:00:00.000,4,"Weekday","March","MAR"
2017-03-10 00:00:00.000,2,4,69,"Friday",2017-03-06 00:00:00.000,5,"Weekday","March","MAR"
2017-03-05 00:00:00.000,2,6,64,"Sunday",2017-02-27 00:00:00.000,7,"Weekend","March","MAR"
2017-03-04 00:00:00.000,2,5,63,"Saturday",2017-02-27 00:00:00.000,6,"Weekend","March","MAR"
2017-03-03 00:00:00.000,2,4,62,"Friday",2017-02-27 00:00:00.000,5,"Weekday","March","MAR"
2017-03-02 00:00:00.000,2,3,61,"Thursday",2017-02-27 00:00:00.000,4,"Weekday","March","MAR"
2017-03-01 00:00:00.000,2,2,60,"Wednesday",2017-02-27 00:00:00.000,3,"Weekday","March","MAR"
2017-02-28 00:00:00.000,2,1,59,"Tuesday",2017-02-27 00:00:00.000,2,"Weekday","February","FEB"
2017-02-27 00:00:00.000,2,0,58,"Monday",2017-02-27 00:00:00.000,1,"Weekday","February","FEB"
