numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
"2017-008518329-001",2017-04-23 15:55:00.000,2017-04-23 18:27:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008519938-001",2017-04-23 18:45:00.000,2017-04-23 18:59:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011328883-001",2017-05-31 07:40:00.000,2017-05-31 08:56:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006373610-001",2017-03-25 02:30:00.000,2017-03-25 11:09:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011670212-001",2017-06-04 18:33:00.000,2017-06-04 19:45:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011686390-001",2017-06-04 22:33:00.000,2017-06-05 01:20:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-014607415-001",2017-07-05 15:14:00.000,2017-07-05 15:54:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-014778953-001",2017-07-06 14:52:00.000,2017-07-06 17:11:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006532068-001",2017-03-27 15:33:00.000,2017-03-27 17:23:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009091893-001",2017-05-01 19:48:00.000,2017-05-01 20:56:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011903035-001",2017-04-01 20:30:00.000,2017-06-07 11:05:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011905125-001",2017-06-07 09:30:00.000,2017-06-07 11:25:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011905216-001",2017-06-07 09:59:00.000,2017-06-07 11:25:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011986242-001",2017-06-08 06:45:00.000,2017-06-08 09:54:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-015004163-001",2017-07-08 00:21:00.000,2017-07-08 01:24:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007466308-001",2017-04-08 19:26:00.000,2017-04-08 19:36:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009171713-001",2017-05-02 16:47:00.000,2017-05-02 18:01:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007710986-001",2017-04-11 19:21:00.000,2017-04-11 21:30:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009374421-001",2017-05-05 07:14:00.000,2017-05-05 09:07:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007239265-001",2017-04-04 16:00:00.000,2017-04-05 20:39:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011795329-001",2017-06-06 07:06:00.000,2017-06-06 09:01:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007989871-001",2017-04-16 11:22:00.000,2017-04-16 13:29:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005569043-001",2017-03-15 07:17:00.000,2017-03-15 07:22:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005656523-001",2017-03-16 09:19:00.000,2017-03-16 09:23:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007381914-001",2017-04-06 20:00:00.000,2017-04-07 14:53:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013312136-001",2017-06-26 08:42:00.000,2017-06-26 11:10:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013328953-001",2017-06-26 13:34:00.000,2017-06-26 14:02:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012331254-001",2017-06-12 19:02:00.000,2017-06-12 20:07:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012383759-001",2017-06-13 13:00:00.000,2017-06-13 14:29:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012441297-001",2017-06-14 09:37:00.000,2017-06-14 09:47:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012441782-001",2017-06-14 07:59:00.000,2017-06-14 09:52:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005844982-001",2017-03-18 13:59:00.000,2017-03-18 15:21:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007013552-001",2017-04-03 10:48:00.000,2017-04-03 11:01:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008251345-001",2017-04-19 13:37:00.000,2017-04-19 14:42:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012548709-001",2017-06-15 14:18:00.000,2017-06-15 16:26:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006031178-001",2017-03-21 09:43:00.000,2017-03-21 09:56:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010212727-001",2017-05-16 11:53:00.000,2017-05-16 12:04:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-019318020-001",2017-08-05 20:37:00.000,2017-08-06 01:26:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","SIM",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035932305-001",2017-11-21 12:58:00.000,2017-11-21 17:47:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-037444870-001",2017-12-01 10:40:00.000,2017-12-01 11:05:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035491210-001",2017-11-18 18:09:00.000,2017-11-18 18:18:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035555570-001",2017-11-19 05:40:00.000,2017-11-19 06:24:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-036205976-001",2017-11-23 11:30:00.000,2017-11-23 14:05:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-039060780-001",2017-12-12 13:37:00.000,2017-12-12 15:18:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-037529720-001",2017-12-01 17:50:00.000,2017-12-01 20:43:00.000," H99002","OUTROS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-036665435-001",2017-11-26 18:11:00.000,2017-11-26 18:21:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-037815269-001",2017-11-30 05:30:00.000,2017-12-04 08:55:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-036504143-001",2017-11-25 09:32:00.000,2017-11-25 11:18:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-038380545-001",2017-12-07 15:37:00.000,2017-12-07 16:53:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035378061-001",2017-11-17 17:47:00.000,2017-11-17 20:38:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-002704731-001",2017-02-06 10:44:00.000,2017-02-06 10:51:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-002440281-001",2017-02-02 10:26:00.000,2017-02-02 11:49:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-002639881-001",2017-02-04 23:42:00.000,2017-02-05 05:09:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003183140-001",2017-02-12 00:57:00.000,2017-02-12 04:17:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-000988337-001",2017-01-13 17:57:00.000,2017-01-13 18:40:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003484276-001",2017-02-15 20:19:00.000,2017-02-15 20:21:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003485528-001",2017-02-15 19:14:00.000,2017-02-15 20:50:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001273827-001",2017-01-17 23:38:00.000,2017-01-18 03:02:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003798491-001",2017-02-20 09:19:00.000,2017-02-20 10:24:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003891336-001",2017-02-21 07:57:00.000,2017-02-21 09:26:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001559456-001",2017-01-21 19:45:00.000,2017-01-21 20:57:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003899869-001",2017-02-21 09:54:00.000,2017-02-21 10:37:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-004235540-001",2017-02-25 02:21:00.000,2017-02-25 02:33:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-002147908-001",2017-01-29 22:09:00.000,2017-01-30 00:21:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-040439993-001",2017-12-21 19:17:00.000,2017-12-21 20:00:00.000," H99002","OUTROS COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-040806161-001",2017-12-24 09:50:00.000,2017-12-24 15:29:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-040843720-001",2017-12-24 19:09:00.000,2017-12-24 21:14:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-041505648-001",2017-12-29 12:35:00.000,2017-12-29 13:09:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-041660698-001",2017-12-30 12:24:00.000,2017-12-30 14:55:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-702221925-001",2017-06-28 13:24:00.000,2017-06-28 15:06:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-000185830-001",2017-12-31 05:30:00.000,2018-01-02 15:30:00.000," H03002","QUEDA DE VEICULO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-000236834-001",2017-12-31 22:20:00.000,2018-01-02 20:58:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-039559186-001",2017-12-15 12:31:00.000,2017-12-15 18:13:00.000," H05002","QUEDA E/OU VAZAMENTO DE CARGA DE VEICULO C/ VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-039610779-001",2017-12-15 23:24:00.000,2017-12-16 01:45:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-039879719-001",2017-12-18 09:17:00.000,2017-12-18 11:02:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-017476998-001",2017-07-24 17:55:00.000,2017-07-24 19:27:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-031688132-001",2017-10-24 22:03:00.000,2017-10-24 22:07:00.000," H04000","QUEDA DE PESSOA DE VEICULO",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-031852642-001",2017-10-25 20:41:00.000,2017-10-25 20:45:00.000," H08002","CHOQUE MECANICO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-000627512-001",2017-01-09 12:33:00.000,2017-01-09 14:30:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-000684117-001",2017-01-10 06:19:00.000,2017-01-10 08:14:00.000," H06002","ATROPELAMENTO DE PESSOA SEM VITIMA FATAL",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-024880396-001",2017-09-07 23:25:00.000,2017-09-11 10:20:00.000," H02002","CAPOTAMENTO/TOMBAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
