Date,DateKey,Year,Quarter,MonthNum,Month,FiscalYear,FiscalQuarter,FiscalMonthNum,FiscalMonth,MonthYear,MonthYearLong,MonthYearNum,WeekdayNum,Weekday,WeekdayWeekend
2016-02-09 00:00:00.000,20160209,2016,"Q1",2,"Feb","FY2016","FQ3",8,"Feb",2019-02-16 00:00:00.000,2016-02-01 00:00:00.000,201602,3,"Tue","Weekday"
2016-02-10 00:00:00.000,20160210,2016,"Q1",2,"Feb","FY2016","FQ3",8,"Feb",2019-02-16 00:00:00.000,2016-02-01 00:00:00.000,201602,4,"Wed","Weekday"
2016-02-11 00:00:00.000,20160211,2016,"Q1",2,"Feb","FY2016","FQ3",8,"Feb",2019-02-16 00:00:00.000,2016-02-01 00:00:00.000,201602,5,"Thu","Weekday"
2016-02-12 00:00:00.000,20160212,2016,"Q1",2,"Feb","FY2016","FQ3",8,"Feb",2019-02-16 00:00:00.000,2016-02-01 00:00:00.000,201602,6,"Fri","Weekday"
2016-05-23 00:00:00.000,20160523,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,2,"Mon","Weekday"
2016-05-24 00:00:00.000,20160524,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,3,"Tue","Weekday"
2016-05-25 00:00:00.000,20160525,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,4,"Wed","Weekday"
2016-05-26 00:00:00.000,20160526,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,5,"Thu","Weekday"
2016-05-27 00:00:00.000,20160527,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,6,"Fri","Weekday"
2016-05-28 00:00:00.000,20160528,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,7,"Sat","Weekend"
2016-05-29 00:00:00.000,20160529,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,1,"Sun","Weekend"
2016-05-30 00:00:00.000,20160530,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,2,"Mon","Weekday"
2016-05-31 00:00:00.000,20160531,2016,"Q2",5,"May","FY2016","FQ4",11,"May",2019-05-16 00:00:00.000,2016-05-01 00:00:00.000,201605,3,"Tue","Weekday"
2016-06-01 00:00:00.000,20160601,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,4,"Wed","Weekday"
2016-06-02 00:00:00.000,20160602,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,5,"Thu","Weekday"
2016-06-03 00:00:00.000,20160603,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,6,"Fri","Weekday"
2016-06-04 00:00:00.000,20160604,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,7,"Sat","Weekend"
2016-06-05 00:00:00.000,20160605,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,1,"Sun","Weekend"
2016-06-06 00:00:00.000,20160606,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,2,"Mon","Weekday"
2016-06-07 00:00:00.000,20160607,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,3,"Tue","Weekday"
2016-06-08 00:00:00.000,20160608,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,4,"Wed","Weekday"
2016-06-09 00:00:00.000,20160609,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,5,"Thu","Weekday"
2016-06-10 00:00:00.000,20160610,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,6,"Fri","Weekday"
2016-06-11 00:00:00.000,20160611,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,7,"Sat","Weekend"
2016-06-12 00:00:00.000,20160612,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,1,"Sun","Weekend"
2016-06-13 00:00:00.000,20160613,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,2,"Mon","Weekday"
2016-06-14 00:00:00.000,20160614,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,3,"Tue","Weekday"
2016-06-15 00:00:00.000,20160615,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,4,"Wed","Weekday"
2016-06-16 00:00:00.000,20160616,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,5,"Thu","Weekday"
2016-06-17 00:00:00.000,20160617,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,6,"Fri","Weekday"
2016-06-18 00:00:00.000,20160618,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,7,"Sat","Weekend"
2016-06-19 00:00:00.000,20160619,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,1,"Sun","Weekend"
2016-06-20 00:00:00.000,20160620,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,2,"Mon","Weekday"
2016-06-21 00:00:00.000,20160621,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,3,"Tue","Weekday"
2016-06-22 00:00:00.000,20160622,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,4,"Wed","Weekday"
2016-06-23 00:00:00.000,20160623,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,5,"Thu","Weekday"
2016-06-24 00:00:00.000,20160624,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,6,"Fri","Weekday"
2016-06-25 00:00:00.000,20160625,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,7,"Sat","Weekend"
2016-06-26 00:00:00.000,20160626,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,1,"Sun","Weekend"
2016-06-27 00:00:00.000,20160627,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,2,"Mon","Weekday"
2016-06-28 00:00:00.000,20160628,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,3,"Tue","Weekday"
2016-06-29 00:00:00.000,20160629,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,4,"Wed","Weekday"
2016-06-30 00:00:00.000,20160630,2016,"Q2",6,"Jun","FY2016","FQ4",12,"Jun",2019-06-16 00:00:00.000,2016-06-01 00:00:00.000,201606,5,"Thu","Weekday"
2017-01-01 00:00:00.000,20170101,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,1,"Sun","Weekend"
2017-01-02 00:00:00.000,20170102,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,2,"Mon","Weekday"
2017-01-03 00:00:00.000,20170103,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,3,"Tue","Weekday"
2017-01-04 00:00:00.000,20170104,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,4,"Wed","Weekday"
2017-01-05 00:00:00.000,20170105,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,5,"Thu","Weekday"
2017-01-06 00:00:00.000,20170106,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,6,"Fri","Weekday"
2017-01-07 00:00:00.000,20170107,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,7,"Sat","Weekend"
2017-01-08 00:00:00.000,20170108,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,1,"Sun","Weekend"
2017-01-09 00:00:00.000,20170109,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,2,"Mon","Weekday"
2017-01-10 00:00:00.000,20170110,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,3,"Tue","Weekday"
2017-01-11 00:00:00.000,20170111,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,4,"Wed","Weekday"
2017-01-12 00:00:00.000,20170112,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,5,"Thu","Weekday"
2017-01-13 00:00:00.000,20170113,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,6,"Fri","Weekday"
2017-01-14 00:00:00.000,20170114,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,7,"Sat","Weekend"
2017-01-15 00:00:00.000,20170115,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,1,"Sun","Weekend"
2017-01-16 00:00:00.000,20170116,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,2,"Mon","Weekday"
2017-01-17 00:00:00.000,20170117,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,3,"Tue","Weekday"
2017-01-18 00:00:00.000,20170118,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,4,"Wed","Weekday"
2017-01-19 00:00:00.000,20170119,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,5,"Thu","Weekday"
2017-01-20 00:00:00.000,20170120,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,6,"Fri","Weekday"
2017-01-21 00:00:00.000,20170121,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,7,"Sat","Weekend"
2017-01-22 00:00:00.000,20170122,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,1,"Sun","Weekend"
2017-01-23 00:00:00.000,20170123,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,2,"Mon","Weekday"
2017-01-24 00:00:00.000,20170124,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,3,"Tue","Weekday"
2017-01-25 00:00:00.000,20170125,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,4,"Wed","Weekday"
2017-01-26 00:00:00.000,20170126,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,5,"Thu","Weekday"
2017-01-27 00:00:00.000,20170127,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,6,"Fri","Weekday"
2017-01-28 00:00:00.000,20170128,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,7,"Sat","Weekend"
2017-01-29 00:00:00.000,20170129,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,1,"Sun","Weekend"
2017-01-30 00:00:00.000,20170130,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,2,"Mon","Weekday"
2017-01-31 00:00:00.000,20170131,2017,"Q1",1,"Jan","FY2017","FQ3",7,"Jan",2019-01-17 00:00:00.000,2017-01-01 00:00:00.000,201701,3,"Tue","Weekday"
2017-02-01 00:00:00.000,20170201,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,4,"Wed","Weekday"
2017-02-02 00:00:00.000,20170202,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,5,"Thu","Weekday"
2017-02-03 00:00:00.000,20170203,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,6,"Fri","Weekday"
2017-02-04 00:00:00.000,20170204,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,7,"Sat","Weekend"
2017-02-05 00:00:00.000,20170205,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,1,"Sun","Weekend"
2017-02-06 00:00:00.000,20170206,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,2,"Mon","Weekday"
2017-02-07 00:00:00.000,20170207,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,3,"Tue","Weekday"
2017-02-08 00:00:00.000,20170208,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,4,"Wed","Weekday"
2017-02-09 00:00:00.000,20170209,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,5,"Thu","Weekday"
2017-02-10 00:00:00.000,20170210,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,6,"Fri","Weekday"
2017-02-11 00:00:00.000,20170211,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,7,"Sat","Weekend"
2017-02-12 00:00:00.000,20170212,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,1,"Sun","Weekend"
2017-02-13 00:00:00.000,20170213,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,2,"Mon","Weekday"
2017-02-14 00:00:00.000,20170214,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,3,"Tue","Weekday"
2017-02-15 00:00:00.000,20170215,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,4,"Wed","Weekday"
2017-02-16 00:00:00.000,20170216,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,5,"Thu","Weekday"
2017-02-17 00:00:00.000,20170217,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,6,"Fri","Weekday"
2017-02-18 00:00:00.000,20170218,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,7,"Sat","Weekend"
2017-02-19 00:00:00.000,20170219,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,1,"Sun","Weekend"
2017-02-20 00:00:00.000,20170220,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,2,"Mon","Weekday"
2017-02-21 00:00:00.000,20170221,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,3,"Tue","Weekday"
2017-02-22 00:00:00.000,20170222,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,4,"Wed","Weekday"
2017-02-23 00:00:00.000,20170223,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,5,"Thu","Weekday"
2017-02-24 00:00:00.000,20170224,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,6,"Fri","Weekday"
2017-02-25 00:00:00.000,20170225,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,7,"Sat","Weekend"
2017-02-26 00:00:00.000,20170226,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,1,"Sun","Weekend"
2017-02-27 00:00:00.000,20170227,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,2,"Mon","Weekday"
2017-02-28 00:00:00.000,20170228,2017,"Q1",2,"Feb","FY2017","FQ3",8,"Feb",2019-02-17 00:00:00.000,2017-02-01 00:00:00.000,201702,3,"Tue","Weekday"
2017-03-01 00:00:00.000,20170301,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,4,"Wed","Weekday"
2017-03-02 00:00:00.000,20170302,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,5,"Thu","Weekday"
2017-03-03 00:00:00.000,20170303,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,6,"Fri","Weekday"
2017-03-04 00:00:00.000,20170304,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,7,"Sat","Weekend"
2017-03-05 00:00:00.000,20170305,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,1,"Sun","Weekend"
2017-03-06 00:00:00.000,20170306,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,2,"Mon","Weekday"
2017-03-07 00:00:00.000,20170307,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,3,"Tue","Weekday"
2017-03-08 00:00:00.000,20170308,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,4,"Wed","Weekday"
2017-03-09 00:00:00.000,20170309,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,5,"Thu","Weekday"
2017-03-10 00:00:00.000,20170310,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,6,"Fri","Weekday"
2017-03-11 00:00:00.000,20170311,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,7,"Sat","Weekend"
2017-03-12 00:00:00.000,20170312,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,1,"Sun","Weekend"
2017-03-13 00:00:00.000,20170313,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,2,"Mon","Weekday"
2017-03-14 00:00:00.000,20170314,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,3,"Tue","Weekday"
2017-03-15 00:00:00.000,20170315,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,4,"Wed","Weekday"
2017-03-16 00:00:00.000,20170316,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,5,"Thu","Weekday"
2017-03-17 00:00:00.000,20170317,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,6,"Fri","Weekday"
2017-03-18 00:00:00.000,20170318,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,7,"Sat","Weekend"
2017-03-19 00:00:00.000,20170319,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,1,"Sun","Weekend"
2017-03-20 00:00:00.000,20170320,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,2,"Mon","Weekday"
2017-03-21 00:00:00.000,20170321,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,3,"Tue","Weekday"
2017-03-22 00:00:00.000,20170322,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,4,"Wed","Weekday"
2017-03-23 00:00:00.000,20170323,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,5,"Thu","Weekday"
2017-03-24 00:00:00.000,20170324,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,6,"Fri","Weekday"
2017-03-25 00:00:00.000,20170325,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,7,"Sat","Weekend"
2017-03-26 00:00:00.000,20170326,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,1,"Sun","Weekend"
2017-03-27 00:00:00.000,20170327,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,2,"Mon","Weekday"
2017-03-28 00:00:00.000,20170328,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,3,"Tue","Weekday"
2017-03-29 00:00:00.000,20170329,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,4,"Wed","Weekday"
2017-03-30 00:00:00.000,20170330,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,5,"Thu","Weekday"
2017-03-31 00:00:00.000,20170331,2017,"Q1",3,"Mar","FY2017","FQ3",9,"Mar",2019-03-17 00:00:00.000,2017-03-01 00:00:00.000,201703,6,"Fri","Weekday"
2017-04-01 00:00:00.000,20170401,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,7,"Sat","Weekend"
2017-04-02 00:00:00.000,20170402,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,1,"Sun","Weekend"
2017-04-03 00:00:00.000,20170403,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,2,"Mon","Weekday"
2017-04-04 00:00:00.000,20170404,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,3,"Tue","Weekday"
2017-04-05 00:00:00.000,20170405,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,4,"Wed","Weekday"
2017-04-06 00:00:00.000,20170406,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,5,"Thu","Weekday"
2017-04-07 00:00:00.000,20170407,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,6,"Fri","Weekday"
2017-04-08 00:00:00.000,20170408,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,7,"Sat","Weekend"
2017-04-09 00:00:00.000,20170409,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,1,"Sun","Weekend"
2017-04-10 00:00:00.000,20170410,2017,"Q2",4,"Apr","FY2017","FQ4",10,"Apr",2019-04-17 00:00:00.000,2017-04-01 00:00:00.000,201704,2,"Mon","Weekday"
