Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter,Start of Quarter,End of Quarter,Week of Year,Week of Month,Start of Week,End of Week,Fiscal Year,Fiscal Quarter,Fiscal Month,Day Offset,Month Offset,Year Offset,Quarter Offset
2022-08-21 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,21,"Sunday",0,233,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,34,3,2022-08-15 00:00:00.000,2022-08-21 00:00:00.000,2022,3,8,573,19,1,6
2022-10-10 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,10,"Monday",1,283,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,42,3,2022-10-10 00:00:00.000,2022-10-16 00:00:00.000,2022,4,10,623,21,1,7
2022-10-11 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,11,"Tuesday",2,284,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,42,3,2022-10-10 00:00:00.000,2022-10-16 00:00:00.000,2022,4,10,624,21,1,7
2022-10-12 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,12,"Wednesday",3,285,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,42,3,2022-10-10 00:00:00.000,2022-10-16 00:00:00.000,2022,4,10,625,21,1,7
2022-10-13 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,13,"Thursday",4,286,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,42,3,2022-10-10 00:00:00.000,2022-10-16 00:00:00.000,2022,4,10,626,21,1,7
2022-10-14 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,14,"Friday",5,287,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,42,3,2022-10-10 00:00:00.000,2022-10-16 00:00:00.000,2022,4,10,627,21,1,7
2022-10-15 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,15,"Saturday",6,288,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,42,3,2022-10-10 00:00:00.000,2022-10-16 00:00:00.000,2022,4,10,628,21,1,7
2022-10-16 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,16,"Sunday",0,289,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,42,3,2022-10-10 00:00:00.000,2022-10-16 00:00:00.000,2022,4,10,629,21,1,7
2022-12-12 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,12,"Monday",1,346,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,51,3,2022-12-12 00:00:00.000,2022-12-18 00:00:00.000,2022,4,12,686,23,1,7
2022-12-13 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,13,"Tuesday",2,347,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,51,3,2022-12-12 00:00:00.000,2022-12-18 00:00:00.000,2022,4,12,687,23,1,7
2022-12-14 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,14,"Wednesday",3,348,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,51,3,2022-12-12 00:00:00.000,2022-12-18 00:00:00.000,2022,4,12,688,23,1,7
2022-12-15 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,15,"Thursday",4,349,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,51,3,2022-12-12 00:00:00.000,2022-12-18 00:00:00.000,2022,4,12,689,23,1,7
2022-12-16 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,16,"Friday",5,350,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,51,3,2022-12-12 00:00:00.000,2022-12-18 00:00:00.000,2022,4,12,690,23,1,7
2022-12-17 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,17,"Saturday",6,351,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,51,3,2022-12-12 00:00:00.000,2022-12-18 00:00:00.000,2022,4,12,691,23,1,7
2022-12-18 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,18,"Sunday",0,352,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,51,3,2022-12-12 00:00:00.000,2022-12-18 00:00:00.000,2022,4,12,692,23,1,7
2020-01-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,20,"Monday",1,20,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,1,1,-371,-12,-1,-4
2020-01-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,21,"Tuesday",2,21,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,1,1,-370,-12,-1,-4
2020-01-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,22,"Wednesday",3,22,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,1,1,-369,-12,-1,-4
2020-01-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,23,"Thursday",4,23,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,1,1,-368,-12,-1,-4
2020-01-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,24,"Friday",5,24,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,1,1,-367,-12,-1,-4
2020-01-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,25,"Saturday",6,25,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,1,1,-366,-12,-1,-4
2020-01-26 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,26,"Sunday",0,26,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,1,1,-365,-12,-1,-4
2020-03-16 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,16,"Monday",1,76,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,1,3,-315,-10,-1,-4
2020-03-17 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,17,"Tuesday",2,77,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,1,3,-314,-10,-1,-4
2020-03-18 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,18,"Wednesday",3,78,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,1,3,-313,-10,-1,-4
2020-03-19 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,19,"Thursday",4,79,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,1,3,-312,-10,-1,-4
2020-03-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,20,"Friday",5,80,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,1,3,-311,-10,-1,-4
2020-03-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,21,"Saturday",6,81,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,1,3,-310,-10,-1,-4
2020-03-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,31,22,"Sunday",0,82,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,1,3,-309,-10,-1,-4
2020-05-18 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,18,"Monday",1,139,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,21,4,2020-05-18 00:00:00.000,2020-05-24 00:00:00.000,2020,2,5,-252,-8,-1,-3
2020-05-19 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,19,"Tuesday",2,140,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,21,4,2020-05-18 00:00:00.000,2020-05-24 00:00:00.000,2020,2,5,-251,-8,-1,-3
2020-05-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,20,"Wednesday",3,141,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,21,4,2020-05-18 00:00:00.000,2020-05-24 00:00:00.000,2020,2,5,-250,-8,-1,-3
2020-05-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,21,"Thursday",4,142,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,21,4,2020-05-18 00:00:00.000,2020-05-24 00:00:00.000,2020,2,5,-249,-8,-1,-3
2020-05-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,22,"Friday",5,143,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,21,4,2020-05-18 00:00:00.000,2020-05-24 00:00:00.000,2020,2,5,-248,-8,-1,-3
2020-05-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,23,"Saturday",6,144,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,21,4,2020-05-18 00:00:00.000,2020-05-24 00:00:00.000,2020,2,5,-247,-8,-1,-3
2020-05-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,5,2020-05-01 00:00:00.000,2020-05-31 00:00:00.000,31,24,"Sunday",0,145,"May",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,21,4,2020-05-18 00:00:00.000,2020-05-24 00:00:00.000,2020,2,5,-246,-8,-1,-3
2020-07-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,20,"Monday",1,202,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,30,4,2020-07-20 00:00:00.000,2020-07-26 00:00:00.000,2020,3,7,-189,-6,-1,-2
2020-07-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,21,"Tuesday",2,203,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,30,4,2020-07-20 00:00:00.000,2020-07-26 00:00:00.000,2020,3,7,-188,-6,-1,-2
2020-07-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,22,"Wednesday",3,204,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,30,4,2020-07-20 00:00:00.000,2020-07-26 00:00:00.000,2020,3,7,-187,-6,-1,-2
2020-07-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,23,"Thursday",4,205,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,30,4,2020-07-20 00:00:00.000,2020-07-26 00:00:00.000,2020,3,7,-186,-6,-1,-2
2020-07-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,24,"Friday",5,206,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,30,4,2020-07-20 00:00:00.000,2020-07-26 00:00:00.000,2020,3,7,-185,-6,-1,-2
2020-07-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,25,"Saturday",6,207,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,30,4,2020-07-20 00:00:00.000,2020-07-26 00:00:00.000,2020,3,7,-184,-6,-1,-2
2020-07-26 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,7,2020-07-01 00:00:00.000,2020-07-31 00:00:00.000,31,26,"Sunday",0,208,"July",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,30,4,2020-07-20 00:00:00.000,2020-07-26 00:00:00.000,2020,3,7,-183,-6,-1,-2
2020-08-17 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,17,"Monday",1,230,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,34,4,2020-08-17 00:00:00.000,2020-08-23 00:00:00.000,2020,3,8,-161,-5,-1,-2
2020-08-18 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,18,"Tuesday",2,231,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,34,4,2020-08-17 00:00:00.000,2020-08-23 00:00:00.000,2020,3,8,-160,-5,-1,-2
2020-08-19 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,19,"Wednesday",3,232,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,34,4,2020-08-17 00:00:00.000,2020-08-23 00:00:00.000,2020,3,8,-159,-5,-1,-2
2020-08-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,20,"Thursday",4,233,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,34,4,2020-08-17 00:00:00.000,2020-08-23 00:00:00.000,2020,3,8,-158,-5,-1,-2
2020-08-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,21,"Friday",5,234,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,34,4,2020-08-17 00:00:00.000,2020-08-23 00:00:00.000,2020,3,8,-157,-5,-1,-2
2020-08-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,22,"Saturday",6,235,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,34,4,2020-08-17 00:00:00.000,2020-08-23 00:00:00.000,2020,3,8,-156,-5,-1,-2
2020-08-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,8,2020-08-01 00:00:00.000,2020-08-31 00:00:00.000,31,23,"Sunday",0,236,"August",3,2020-07-01 00:00:00.000,2020-09-30 00:00:00.000,34,4,2020-08-17 00:00:00.000,2020-08-23 00:00:00.000,2020,3,8,-155,-5,-1,-2
2020-10-19 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,19,"Monday",1,293,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2020,4,10,-98,-3,-1,-1
2020-10-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,20,"Tuesday",2,294,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2020,4,10,-97,-3,-1,-1
2020-10-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,21,"Wednesday",3,295,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2020,4,10,-96,-3,-1,-1
2020-10-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,22,"Thursday",4,296,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2020,4,10,-95,-3,-1,-1
2020-10-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,23,"Friday",5,297,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2020,4,10,-94,-3,-1,-1
2020-10-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,24,"Saturday",6,298,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2020,4,10,-93,-3,-1,-1
2020-10-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,31,25,"Sunday",0,299,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2020,4,10,-92,-3,-1,-1
2020-12-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,21,"Monday",1,356,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2020,4,12,-35,-1,-1,-1
2020-12-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,22,"Tuesday",2,357,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2020,4,12,-34,-1,-1,-1
2020-12-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,23,"Wednesday",3,358,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2020,4,12,-33,-1,-1,-1
2020-12-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,24,"Thursday",4,359,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2020,4,12,-32,-1,-1,-1
2020-12-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,25,"Friday",5,360,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2020,4,12,-31,-1,-1,-1
2020-12-26 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,26,"Saturday",6,361,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2020,4,12,-30,-1,-1,-1
2020-12-27 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,31,27,"Sunday",0,362,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2020,4,12,-29,-1,-1,-1
2021-01-18 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,18,"Monday",1,18,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,1,1,-7,0,0,0
2021-01-19 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,19,"Tuesday",2,19,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,1,1,-6,0,0,0
2021-01-20 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,20,"Wednesday",3,20,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,1,1,-5,0,0,0
2021-01-21 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,21,"Thursday",4,21,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,1,1,-4,0,0,0
2021-01-22 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,22,"Friday",5,22,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,1,1,-3,0,0,0
2021-01-23 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,23,"Saturday",6,23,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,1,1,-2,0,0,0
2021-01-24 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,31,24,"Sunday",0,24,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,1,1,-1,0,0,0
2021-03-22 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,31,22,"Monday",1,81,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,13,4,2021-03-22 00:00:00.000,2021-03-28 00:00:00.000,2021,1,3,56,2,0,0
2021-03-23 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,31,23,"Tuesday",2,82,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,13,4,2021-03-22 00:00:00.000,2021-03-28 00:00:00.000,2021,1,3,57,2,0,0
2021-03-24 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,31,24,"Wednesday",3,83,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,13,4,2021-03-22 00:00:00.000,2021-03-28 00:00:00.000,2021,1,3,58,2,0,0
2021-03-25 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,31,25,"Thursday",4,84,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,13,4,2021-03-22 00:00:00.000,2021-03-28 00:00:00.000,2021,1,3,59,2,0,0
2021-03-26 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,31,26,"Friday",5,85,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,13,4,2021-03-22 00:00:00.000,2021-03-28 00:00:00.000,2021,1,3,60,2,0,0
